"pgnation","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"89","1999","Rural Area","West Germany","","","",""
"89","1999","Rural Area","East Germany","","","",""
"90","1999","Urban Area","West Germany","","","",""
"90","1999","Urban Area","East Germany","","","",""
"90","1999","Rural Area","West Germany","","","",""
"90","1999","Rural Area","East Germany","","","",""
"92","1999","Urban Area","West Germany","","","",""
"92","1999","Urban Area","East Germany","","","",""
"92","1999","Rural Area","West Germany","","","",""
"92","1999","Rural Area","East Germany","","","",""
"94","1999","Urban Area","West Germany","","","",""
"94","1999","Urban Area","East Germany","","","",""
"94","1999","Rural Area","West Germany","","","",""
"94","1999","Rural Area","East Germany","","","",""
"95","1999","Urban Area","West Germany","","","",""
"95","1999","Urban Area","East Germany","","","",""
"95","1999","Rural Area","West Germany","","","",""
"95","1999","Rural Area","East Germany","","","",""
"96","1999","Urban Area","West Germany","","","",""
"96","1999","Urban Area","East Germany","","","",""
"96","1999","Rural Area","West Germany","","","",""
"96","1999","Rural Area","East Germany","","","",""
"97","1999","Urban Area","West Germany","","","",""
"97","1999","Urban Area","East Germany","","","",""
"97","1999","Rural Area","West Germany","","","",""
"97","1999","Rural Area","East Germany","","","",""
"98","1999","Urban Area","West Germany","1","","",""
"98","1999","Urban Area","East Germany","","","",""
"98","1999","Rural Area","West Germany","","","",""
"98","1999","Rural Area","East Germany","","","",""
"101","1999","Urban Area","West Germany","","","",""
"101","1999","Urban Area","East Germany","","","",""
"101","1999","Rural Area","West Germany","","","",""
"101","1999","Rural Area","East Germany","","","",""
"102","1999","Urban Area","West Germany","","","",""
"102","1999","Urban Area","East Germany","","","",""
"102","1999","Rural Area","West Germany","","","",""
"102","1999","Rural Area","East Germany","","","",""
"103","1999","Urban Area","West Germany","1","","",""
"103","1999","Urban Area","East Germany","","","",""
"103","1999","Rural Area","West Germany","","","",""
"103","1999","Rural Area","East Germany","","","",""
"105","1999","Urban Area","West Germany","","","",""
"105","1999","Urban Area","East Germany","","","",""
"105","1999","Rural Area","West Germany","","","",""
"105","1999","Rural Area","East Germany","","","",""
"108","1999","Urban Area","West Germany","","","",""
"108","1999","Urban Area","East Germany","","","",""
"108","1999","Rural Area","West Germany","","","",""
"108","1999","Rural Area","East Germany","","","",""
"110","1999","Urban Area","West Germany","","","",""
"110","1999","Urban Area","East Germany","","","",""
"110","1999","Rural Area","West Germany","","","",""
"110","1999","Rural Area","East Germany","","","",""
"111","1999","Urban Area","West Germany","","","",""
"111","1999","Urban Area","East Germany","","","",""
"111","1999","Rural Area","West Germany","","","",""
"111","1999","Rural Area","East Germany","","","",""
"113","1999","Urban Area","West Germany","","","",""
"113","1999","Urban Area","East Germany","","","",""
"113","1999","Rural Area","West Germany","","","",""
"113","1999","Rural Area","East Germany","","","",""
"116","1999","Urban Area","West Germany","3","","",""
"116","1999","Urban Area","East Germany","","","",""
"116","1999","Rural Area","West Germany","","","",""
"116","1999","Rural Area","East Germany","","","",""
"117","1999","Urban Area","West Germany","4","","",""
"117","1999","Urban Area","East Germany","","","",""
"117","1999","Rural Area","West Germany","","","",""
"117","1999","Rural Area","East Germany","","","",""
"118","1999","Urban Area","West Germany","12","","",""
"118","1999","Urban Area","East Germany","","","",""
"118","1999","Rural Area","West Germany","","","",""
"118","1999","Rural Area","East Germany","","","",""
"119","1999","Urban Area","West Germany","103","0.00773045189297574","0.00577953495109087","0.00968136883486061"
"119","1999","Urban Area","East Germany","","","",""
"119","1999","Rural Area","West Germany","14","","",""
"119","1999","Rural Area","East Germany","","","",""
"120","1999","Urban Area","West Germany","66","0.00597733580131895","0.00426032321684182","0.00769434838579607"
"120","1999","Urban Area","East Germany","","","",""
"120","1999","Rural Area","West Germany","6","","",""
"120","1999","Rural Area","East Germany","","","",""
"121","1999","Urban Area","West Germany","15","","",""
"121","1999","Urban Area","East Germany","","","",""
"121","1999","Rural Area","West Germany","4","","",""
"121","1999","Rural Area","East Germany","1","","",""
"122","1999","Urban Area","West Germany","14","","",""
"122","1999","Urban Area","East Germany","","","",""
"122","1999","Rural Area","West Germany","","","",""
"122","1999","Rural Area","East Germany","","","",""
"123","1999","Urban Area","West Germany","","","",""
"123","1999","Urban Area","East Germany","","","",""
"123","1999","Rural Area","West Germany","","","",""
"123","1999","Rural Area","East Germany","1","","",""
"124","1999","Urban Area","West Germany","","","",""
"124","1999","Urban Area","East Germany","","","",""
"124","1999","Rural Area","West Germany","","","",""
"124","1999","Rural Area","East Germany","","","",""
"125","1999","Urban Area","West Germany","","","",""
"125","1999","Urban Area","East Germany","","","",""
"125","1999","Rural Area","West Germany","","","",""
"125","1999","Rural Area","East Germany","","","",""
"127","1999","Urban Area","West Germany","","","",""
"127","1999","Urban Area","East Germany","","","",""
"127","1999","Rural Area","West Germany","","","",""
"127","1999","Rural Area","East Germany","","","",""
"128","1999","Urban Area","West Germany","","","",""
"128","1999","Urban Area","East Germany","","","",""
"128","1999","Rural Area","West Germany","","","",""
"128","1999","Rural Area","East Germany","","","",""
"129","1999","Urban Area","West Germany","","","",""
"129","1999","Urban Area","East Germany","","","",""
"129","1999","Rural Area","West Germany","","","",""
"129","1999","Rural Area","East Germany","","","",""
"130","1999","Urban Area","West Germany","","","",""
"130","1999","Urban Area","East Germany","","","",""
"130","1999","Rural Area","West Germany","","","",""
"130","1999","Rural Area","East Germany","","","",""
"131","1999","Urban Area","West Germany","","","",""
"131","1999","Urban Area","East Germany","","","",""
"131","1999","Rural Area","West Germany","","","",""
"131","1999","Rural Area","East Germany","","","",""
"132","1999","Urban Area","West Germany","","","",""
"132","1999","Urban Area","East Germany","","","",""
"132","1999","Rural Area","West Germany","","","",""
"132","1999","Rural Area","East Germany","","","",""
"133","1999","Urban Area","West Germany","","","",""
"133","1999","Urban Area","East Germany","","","",""
"133","1999","Rural Area","West Germany","","","",""
"133","1999","Rural Area","East Germany","","","",""
"135","1999","Urban Area","West Germany","1","","",""
"135","1999","Urban Area","East Germany","","","",""
"135","1999","Rural Area","West Germany","","","",""
"135","1999","Rural Area","East Germany","","","",""
"138","1999","Urban Area","West Germany","1","","",""
"138","1999","Urban Area","East Germany","","","",""
"138","1999","Rural Area","West Germany","","","",""
"138","1999","Rural Area","East Germany","","","",""
"139","1999","Urban Area","West Germany","","","",""
"139","1999","Urban Area","East Germany","","","",""
"139","1999","Rural Area","West Germany","","","",""
"139","1999","Rural Area","East Germany","","","",""
"140","1999","Urban Area","West Germany","13","","",""
"140","1999","Urban Area","East Germany","","","",""
"140","1999","Rural Area","West Germany","5","","",""
"140","1999","Rural Area","East Germany","","","",""
"141","1999","Urban Area","West Germany","1","","",""
"141","1999","Urban Area","East Germany","","","",""
"141","1999","Rural Area","West Germany","","","",""
"141","1999","Rural Area","East Germany","","","",""
"142","1999","Urban Area","West Germany","","","",""
"142","1999","Urban Area","East Germany","","","",""
"142","1999","Rural Area","West Germany","","","",""
"142","1999","Rural Area","East Germany","","","",""
"143","1999","Urban Area","West Germany","","","",""
"143","1999","Urban Area","East Germany","","","",""
"143","1999","Rural Area","West Germany","","","",""
"143","1999","Rural Area","East Germany","","","",""
"144","1999","Urban Area","West Germany","","","",""
"144","1999","Urban Area","East Germany","","","",""
"144","1999","Rural Area","West Germany","","","",""
"144","1999","Rural Area","East Germany","","","",""
"145","1999","Urban Area","West Germany","","","",""
"145","1999","Urban Area","East Germany","","","",""
"145","1999","Rural Area","West Germany","","","",""
"145","1999","Rural Area","East Germany","","","",""
"146","1999","Urban Area","West Germany","","","",""
"146","1999","Urban Area","East Germany","","","",""
"146","1999","Rural Area","West Germany","","","",""
"146","1999","Rural Area","East Germany","","","",""
"147","1999","Urban Area","West Germany","","","",""
"147","1999","Urban Area","East Germany","","","",""
"147","1999","Rural Area","West Germany","","","",""
"147","1999","Rural Area","East Germany","","","",""
"148","1999","Urban Area","West Germany","","","",""
"148","1999","Urban Area","East Germany","","","",""
"148","1999","Rural Area","West Germany","","","",""
"148","1999","Rural Area","East Germany","","","",""
"149","1999","Urban Area","West Germany","","","",""
"149","1999","Urban Area","East Germany","","","",""
"149","1999","Rural Area","West Germany","","","",""
"149","1999","Rural Area","East Germany","","","",""
"151","1999","Urban Area","West Germany","","","",""
"151","1999","Urban Area","East Germany","","","",""
"151","1999","Rural Area","West Germany","","","",""
"151","1999","Rural Area","East Germany","","","",""
"152","1999","Urban Area","West Germany","","","",""
"152","1999","Urban Area","East Germany","","","",""
"152","1999","Rural Area","West Germany","","","",""
"152","1999","Rural Area","East Germany","","","",""
"154","1999","Urban Area","West Germany","","","",""
"154","1999","Urban Area","East Germany","","","",""
"154","1999","Rural Area","West Germany","","","",""
"154","1999","Rural Area","East Germany","","","",""
"155","1999","Urban Area","West Germany","","","",""
"155","1999","Urban Area","East Germany","","","",""
"155","1999","Rural Area","West Germany","","","",""
"155","1999","Rural Area","East Germany","","","",""
"156","1999","Urban Area","West Germany","","","",""
"156","1999","Urban Area","East Germany","","","",""
"156","1999","Rural Area","West Germany","","","",""
"156","1999","Rural Area","East Germany","","","",""
"158","1999","Urban Area","West Germany","","","",""
"158","1999","Urban Area","East Germany","","","",""
"158","1999","Rural Area","West Germany","","","",""
"158","1999","Rural Area","East Germany","","","",""
"162","1999","Urban Area","West Germany","","","",""
"162","1999","Urban Area","East Germany","","","",""
"162","1999","Rural Area","West Germany","","","",""
"162","1999","Rural Area","East Germany","","","",""
"164","1999","Urban Area","West Germany","","","",""
"164","1999","Urban Area","East Germany","","","",""
"164","1999","Rural Area","West Germany","","","",""
"164","1999","Rural Area","East Germany","","","",""
"165","1999","Urban Area","West Germany","","","",""
"165","1999","Urban Area","East Germany","","","",""
"165","1999","Rural Area","West Germany","","","",""
"165","1999","Rural Area","East Germany","","","",""
"166","1999","Urban Area","West Germany","","","",""
"166","1999","Urban Area","East Germany","","","",""
"166","1999","Rural Area","West Germany","","","",""
"166","1999","Rural Area","East Germany","","","",""
"167","1999","Urban Area","West Germany","","","",""
