"pgnation","year","sampreg","n","percent","lower_confidence","upper_confidence"
"47","2016","West Germany","17","","",""
"47","2016","East Germany","","","",""
"48","2016","West Germany","4","","",""
"48","2016","East Germany","","","",""
"49","2016","West Germany","15","","",""
"49","2016","East Germany","1","","",""
"50","2016","West Germany","9","","",""
"50","2016","East Germany","","","",""
"51","2016","West Germany","1","","",""
"51","2016","East Germany","","","",""
"52","2016","West Germany","9","","",""
"52","2016","East Germany","4","","",""
"53","2016","West Germany","","","",""
"53","2016","East Germany","","","",""
"54","2016","West Germany","43","0.000671509417629023","0.000340052372375927","0.00100296646288212"
"54","2016","East Germany","3","","",""
"55","2016","West Germany","4","","",""
"55","2016","East Germany","","","",""
"56","2016","West Germany","3","","",""
"56","2016","East Germany","","","",""
"59","2016","West Germany","1","","",""
"59","2016","East Germany","1","","",""
"60","2016","West Germany","554","0.00223155771837157","0.00162779539247457","0.00283532004426857"
"60","2016","East Germany","73","0.000625405705764629","-9.40305773445259e-06","0.00126021446926371"
"61","2016","West Germany","12","","",""
"61","2016","East Germany","1","","",""
"64","2016","West Germany","3","","",""
"64","2016","East Germany","1","","",""
"65","2016","West Germany","17","","",""
"65","2016","East Germany","","","",""
"66","2016","West Germany","2","","",""
"66","2016","East Germany","1","","",""
"67","2016","West Germany","27","","",""
"67","2016","East Germany","","","",""
"68","2016","West Germany","9","","",""
"68","2016","East Germany","1","","",""
"71","2016","West Germany","5","","",""
"71","2016","East Germany","","","",""
"72","2016","West Germany","","","",""
"72","2016","East Germany","","","",""
"73","2016","West Germany","4","","",""
"73","2016","East Germany","2","","",""
"74","2016","West Germany","41","0.000881247589675103","0.000501579067133933","0.00126091611221627"
"74","2016","East Germany","6","","",""
"75","2016","West Germany","66","0.000865198644788639","0.000489000175199605","0.00124139711437767"
"75","2016","East Germany","5","","",""
"76","2016","West Germany","36","0.00128158374767131","0.000823819267630932","0.00173934822771169"
"76","2016","East Germany","5","","",""
"77","2016","West Germany","5","","",""
"77","2016","East Germany","","","",""
"78","2016","West Germany","85","0.00211962353151233","0.00153116525795124","0.00270808180507341"
"78","2016","East Germany","18","","",""
"79","2016","West Germany","5","","",""
"79","2016","East Germany","2","","",""
"80","2016","West Germany","","","",""
"80","2016","East Germany","","","",""
"81","2016","West Germany","11","","",""
"81","2016","East Germany","5","","",""
"82","2016","West Germany","2","","",""
"82","2016","East Germany","","","",""
"83","2016","West Germany","3","","",""
"83","2016","East Germany","1","","",""
"84","2016","West Germany","57","0.000201695960703286","1.99972421947244e-05","0.000383394679211848"
"84","2016","East Germany","3","","",""
"85","2016","West Germany","74","0.000909836811645927","0.000524064405651178","0.00129560921764068"
"85","2016","East Germany","13","","",""
"86","2016","West Germany","2","","",""
"86","2016","East Germany","","","",""
"89","2016","West Germany","194","0.000451246280551238","0.000179504839192655","0.000722987721909821"
"89","2016","East Germany","50","0.000613067342178046","-1.54521716672074e-05","0.0012415868560233"
"90","2016","West Germany","4","","",""
"90","2016","East Germany","","","",""
"92","2016","West Germany","","","",""
"92","2016","East Germany","","","",""
"94","2016","West Germany","","","",""
"94","2016","East Germany","2","","",""
"95","2016","West Germany","","","",""
"95","2016","East Germany","","","",""
"96","2016","West Germany","","","",""
"96","2016","East Germany","","","",""
"97","2016","West Germany","1","","",""
"97","2016","East Germany","1","","",""
"98","2016","West Germany","68","0.00082301138813227","0.000456091544187514","0.00118993123207703"
"98","2016","East Germany","9","","",""
"101","2016","West Germany","","","",""
"101","2016","East Germany","","","",""
"102","2016","West Germany","1","","",""
"102","2016","East Germany","","","",""
"103","2016","West Germany","12","","",""
"103","2016","East Germany","","","",""
"105","2016","West Germany","1","","",""
"105","2016","East Germany","","","",""
"108","2016","West Germany","1","","",""
"108","2016","East Germany","","","",""
"110","2016","West Germany","4","","",""
"110","2016","East Germany","1","","",""
"111","2016","West Germany","3","","",""
"111","2016","East Germany","4","","",""
"113","2016","West Germany","","","",""
"113","2016","East Germany","","","",""
"116","2016","West Germany","3","","",""
"116","2016","East Germany","","","",""
"117","2016","West Germany","5","","",""
"117","2016","East Germany","","","",""
"118","2016","West Germany","35","0.00367260292404511","0.00289861338629462","0.0044465924617956"
"118","2016","East Germany","4","","",""
"119","2016","West Germany","79","0.00481020928281363","0.00392492652020215","0.00569549204542511"
"119","2016","East Germany","2","","",""
"120","2016","West Germany","51","0.00227075618677982","0.00166172620916379","0.00287978616439585"
"120","2016","East Germany","5","","",""
"121","2016","West Germany","63","0.00138668127610822","0.000910541932634722","0.00186282061958171"
"121","2016","East Germany","3","","",""
"122","2016","West Germany","11","","",""
"122","2016","East Germany","","","",""
"123","2016","West Germany","11","","",""
"123","2016","East Germany","10","","",""
"124","2016","West Germany","","","",""
"124","2016","East Germany","","","",""
"125","2016","West Germany","13","","",""
"125","2016","East Germany","","","",""
"127","2016","West Germany","","","",""
"127","2016","East Germany","","","",""
"128","2016","West Germany","1","","",""
"128","2016","East Germany","","","",""
"129","2016","West Germany","2","","",""
"129","2016","East Germany","","","",""
"130","2016","West Germany","17","","",""
"130","2016","East Germany","3","","",""
"131","2016","West Germany","","","",""
"131","2016","East Germany","","","",""
"132","2016","West Germany","10","","",""
"132","2016","East Germany","5","","",""
"133","2016","West Germany","1","","",""
"133","2016","East Germany","","","",""
"135","2016","West Germany","1","","",""
"135","2016","East Germany","","","",""
"138","2016","West Germany","1","","",""
"138","2016","East Germany","1","","",""
"139","2016","West Germany","10","","",""
"139","2016","East Germany","5","","",""
"140","2016","West Germany","176","0.00382070577526744","0.00303132304885972","0.00461008850167517"
"140","2016","East Germany","17","","",""
"141","2016","West Germany","15","","",""
"141","2016","East Germany","5","","",""
"142","2016","West Germany","4","","",""
"142","2016","East Germany","","","",""
"143","2016","West Germany","4","","",""
"143","2016","East Germany","","","",""
"144","2016","West Germany","6","","",""
"144","2016","East Germany","","","",""
"145","2016","West Germany","1","","",""
"145","2016","East Germany","","","",""
"146","2016","West Germany","15","","",""
"146","2016","East Germany","1","","",""
"147","2016","West Germany","","","",""
"147","2016","East Germany","4","","",""
"148","2016","West Germany","20","","",""
"148","2016","East Germany","10","","",""
"149","2016","West Germany","1","","",""
"149","2016","East Germany","","","",""
"151","2016","West Germany","3","","",""
"151","2016","East Germany","","","",""
"152","2016","West Germany","27","","",""
"152","2016","East Germany","4","","",""
"154","2016","West Germany","2","","",""
"154","2016","East Germany","1","","",""
"155","2016","West Germany","","","",""
"155","2016","East Germany","1","","",""
"156","2016","West Germany","","","",""
"156","2016","East Germany","","","",""
"158","2016","West Germany","2","","",""
"158","2016","East Germany","","","",""
"162","2016","West Germany","2","","",""
"162","2016","East Germany","","","",""
"164","2016","West Germany","","","",""
"164","2016","East Germany","","","",""
"165","2016","West Germany","169","0.00333801768463341","0.0026000024467429","0.00407603292252393"
"165","2016","East Germany","9","","",""
"166","2016","West Germany","16","","",""
"166","2016","East Germany","","","",""
"167","2016","West Germany","","","",""
"167","2016","East Germany","","","",""
"168","2016","West Germany","7","","",""
"168","2016","East Germany","1","","",""
"169","2016","West Germany","","","",""
"169","2016","East Germany","","","",""
"172","2016","West Germany","","","",""
"172","2016","East Germany","","","",""
"173","2016","West Germany","1","","",""
"173","2016","East Germany","","","",""
"178","2016","West Germany","2","","",""
"178","2016","East Germany","","","",""
"181","2016","West Germany","","","",""
"181","2016","East Germany","","","",""
"183","2016","West Germany","3","","",""
"183","2016","East Germany","1","","",""
"188","2016","West Germany","2","","",""
"188","2016","East Germany","9","","",""
"195","2016","West Germany","","","",""
"195","2016","East Germany","","","",""
"196","2016","West Germany","","","",""
"196","2016","East Germany","","","",""
"999","2016","West Germany","","","",""
"999","2016","East Germany","2","","",""
"1","2017","West Germany","18810","0.862155952498764","0.857999533707772","0.866312371289757"
"1","2017","East Germany","5504","0.958438688298595","0.953578860376231","0.963298516220959"
"2","2017","West Germany","405","0.0229030919241618","0.0210994585896292","0.0247067252586944"
"2","2017","East Germany","7","","",""
"3","2017","West Germany","5","","",""
"3","2017","East Germany","2","","",""
"4","2017","West Germany","147","0.00435225377036789","0.00355857943260797","0.0051459281081278"
"4","2017","East Germany","2","","",""
"5","2017","West Germany","223","0.0126385895187937","0.0112917378929448","0.0139854411446427"
"5","2017","East Germany","5","","",""
"6","2017","West Germany","64","0.00230996640317685","0.00173116040330704","0.00288877240304666"
"6","2017","East Germany","7","","",""
"10","2017","West Germany","60","0.00491607935400571","0.00407279960264936","0.00575935910536207"
"10","2017","East Germany","2","","",""
"11","2017","West Germany","33","0.00192559262947338","0.00139703050067575","0.00245415475827102"
"11","2017","East Germany","1","","",""
"12","2017","West Germany","","","",""
"12","2017","East Germany","","","",""
"13","2017","West Germany","13","","",""
"13","2017","East Germany","","","",""
"14","2017","West Germany","24","","",""
"14","2017","East Germany","3","","",""
"15","2017","West Germany","8","","",""
"15","2017","East Germany","","","",""
"16","2017","West Germany","3","","",""
"16","2017","East Germany","","","",""
"17","2017","West Germany","6","","",""
"17","2017","East Germany","1","","",""
"18","2017","West Germany","29","","",""
"18","2017","East Germany","2","","",""
"19","2017","West Germany","12","","",""
"19","2017","East Germany","1","","",""
"20","2017","West Germany","2","","",""
"20","2017","East Germany","","","",""
"21","2017","West Germany","197","0.00338960366401791","0.00268884327901389","0.00409036404902192"
"21","2017","East Germany","11","","",""
"22","2017","West Germany","215","0.00778727566948496","0.00672746680850893","0.00884708453046098"
"22","2017","East Germany","27","","",""
"23","2017","West Germany","1","","",""
"23","2017","East Germany","","","",""
"24","2017","West Germany","113","0.000938326253756309","0.000569174055473486","0.00130747845203913"
"24","2017","East Germany","17","","",""
"25","2017","West Germany","3","","",""
"25","2017","East Germany","","","",""
"26","2017","West Germany","60","0.00241917633670281","0.00182687844785991","0.00301147422554571"
"26","2017","East Germany","3","","",""
"27","2017","West Germany","","","",""
"27","2017","East Germany","","","",""
"28","2017","West Germany","31","0.00153187028121505","0.00106033903726822","0.00200340152516188"
"28","2017","East Germany","","","",""
"29","2017","West Germany","84","0.00162053355531054","0.00113556988047832","0.00210549723014275"
"29","2017","East Germany","6","","",""
"30","2017","West Germany","2597","0.00578721606766189","0.00487266724315998","0.00670176489216379"
"30","2017","East Germany","378","0.0051718959990638","0.00342529777018529","0.0069184942279423"
"31","2017","West Germany","16","","",""
"31","2017","East Germany","5","","",""
"32","2017","West Germany","169","0.00335823861481714","0.00266071696518083","0.00405576026445345"
"32","2017","East Germany","49","0.0022154534404384","0.00107061605949563","0.00336029082138117"
"34","2017","West Germany","3","","",""
"34","2017","East Germany","1","","",""
"35","2017","West Germany","2","","",""
"35","2017","East Germany","","","",""
"36","2017","West Germany","","","",""
"36","2017","East Germany","","","",""
"37","2017","West Germany","","","",""
"37","2017","East Germany","","","",""
"38","2017","West Germany","5","","",""
"38","2017","East Germany","","","",""
"39","2017","West Germany","1","","",""
"39","2017","East Germany","","","",""
"40","2017","West Germany","5","","",""
"40","2017","East Germany","1","","",""
"41","2017","West Germany","","","",""
"41","2017","East Germany","","","",""
"42","2017","West Germany","23","","",""
"42","2017","East Germany","4","","",""
"43","2017","West Germany","634","0.0021613966908862","0.00160147180839371","0.00272132157337869"
"43","2017","East Germany","160","0.00273843506739248","0.0014659582891393","0.00401091184564567"
"44","2017","West Germany","12","","",""
"44","2017","East Germany","3","","",""
"45","2017","West Germany","2","","",""
"45","2017","East Germany","","","",""
"46","2017","West Germany","","","",""
"46","2017","East Germany","2","","",""
"47","2017","West Germany","20","","",""
"47","2017","East Germany","","","",""
"48","2017","West Germany","3","","",""
"48","2017","East Germany","","","",""
"49","2017","West Germany","15","","",""
"49","2017","East Germany","","","",""
"50","2017","West Germany","12","","",""
"50","2017","East Germany","","","",""
"51","2017","West Germany","","","",""
"51","2017","East Germany","","","",""
"52","2017","West Germany","9","","",""
"52","2017","East Germany","1","","",""
"53","2017","West Germany","","","",""
"53","2017","East Germany","","","",""
"54","2017","West Germany","47","0.000751670029861877","0.000421237566091286","0.00108210249363247"
"54","2017","East Germany","1","","",""
"55","2017","West Germany","4","","",""
"55","2017","East Germany","","","",""
"56","2017","West Germany","2","","",""
"56","2017","East Germany","","","",""
"59","2017","West Germany","3","","",""
"59","2017","East Germany","1","","",""
"60","2017","West Germany","778","0.00310592382959342","0.00243503233853642","0.00377681532065043"
"60","2017","East Germany","53","0.000602564747043136","5.02737022309448e-06","0.00120010212386318"
"61","2017","West Germany","12","","",""
"61","2017","East Germany","1","","",""
"64","2017","West Germany","3","","",""
"64","2017","East Germany","1","","",""
"65","2017","West Germany","15","","",""
"65","2017","East Germany","","","",""
"66","2017","West Germany","2","","",""
"66","2017","East Germany","1","","",""
"67","2017","West Germany","22","","",""
"67","2017","East Germany","","","",""
"68","2017","West Germany","7","","",""
"68","2017","East Germany","1","","",""
"71","2017","West Germany","4","","",""
"71","2017","East Germany","","","",""
"72","2017","West Germany","","","",""
"72","2017","East Germany","","","",""
"73","2017","West Germany","2","","",""
"73","2017","East Germany","","","",""
"74","2017","West Germany","28","","",""
"74","2017","East Germany","7","","",""
"75","2017","West Germany","56","0.00171942488778178","0.00121990786802312","0.00221894190754044"
"75","2017","East Germany","4","","",""
"76","2017","West Germany","20","","",""
"76","2017","East Germany","2","","",""
"77","2017","West Germany","3","","",""
"77","2017","East Germany","1","","",""
"78","2017","West Germany","73","0.00200217713221817","0.0014632272007626","0.00254112706367375"
"78","2017","East Germany","21","","",""
"79","2017","West Germany","5","","",""
"79","2017","East Germany","1","","",""
"80","2017","West Germany","","","",""
"80","2017","East Germany","","","",""
"81","2017","West Germany","7","","",""
"81","2017","East Germany","7","","",""
"82","2017","West Germany","6","","",""
"82","2017","East Germany","","","",""
"83","2017","West Germany","2","","",""
"83","2017","East Germany","4","","",""
"84","2017","West Germany","97","0.00037896767135764","0.000144301142230635","0.000613634200484645"
"84","2017","East Germany","9","","",""
"85","2017","West Germany","102","0.00114784802614756","0.000739598982192349","0.00155609707010278"
"85","2017","East Germany","12","","",""
"86","2017","West Germany","2","","",""
"86","2017","East Germany","","","",""
"89","2017","West Germany","223","0.000585225612112729","0.000293639442651184","0.000876811781574274"
"89","2017","East Germany","41","0.000589345044645598","-1.60518640620884e-06","0.0011802952756974"
"90","2017","West Germany","5","","",""
"90","2017","East Germany","","","",""
"92","2017","West Germany","","","",""
"92","2017","East Germany","","","",""
"94","2017","West Germany","","","",""
"94","2017","East Germany","1","","",""
"95","2017","West Germany","","","",""
"95","2017","East Germany","","","",""
"96","2017","West Germany","","","",""
"96","2017","East Germany","","","",""
"97","2017","West Germany","2","","",""
"97","2017","East Germany","1","","",""
"98","2017","West Germany","85","0.000974570470964419","0.000598363125100441","0.0013507778168284"
"98","2017","East Germany","11","","",""
"101","2017","West Germany","","","",""
"101","2017","East Germany","","","",""
"102","2017","West Germany","4","","",""
"102","2017","East Germany","","","",""
"103","2017","West Germany","10","","",""
"103","2017","East Germany","","","",""
"105","2017","West Germany","1","","",""
"105","2017","East Germany","","","",""
"108","2017","West Germany","","","",""
"108","2017","East Germany","","","",""
"110","2017","West Germany","4","","",""
"110","2017","East Germany","1","","",""
"111","2017","West Germany","","","",""
"111","2017","East Germany","5","","",""
"113","2017","West Germany","","","",""
"113","2017","East Germany","","","",""
"116","2017","West Germany","4","","",""
"116","2017","East Germany","","","",""
"117","2017","West Germany","1","","",""
"117","2017","East Germany","1","","",""
"118","2017","West Germany","50","0.00494947671696256","0.00410335160472561","0.00579560182919951"
"118","2017","East Germany","4","","",""
"119","2017","West Germany","73","0.00510316561267329","0.00424407053329706","0.00596226069204951"
"119","2017","East Germany","2","","",""
"120","2017","West Germany","49","0.00224590187405898","0.00167516027906167","0.0028166434690563"
"120","2017","East Germany","4","","",""
"121","2017","West Germany","39","0.00123770502042034","0.000813796621579218","0.00166161341926147"
"121","2017","East Germany","2","","",""
"122","2017","West Germany","11","","",""
"122","2017","East Germany","","","",""
"123","2017","West Germany","6","","",""
"123","2017","East Germany","10","","",""
"124","2017","West Germany","","","",""
"124","2017","East Germany","","","",""
"125","2017","West Germany","11","","",""
"125","2017","East Germany","","","",""
"127","2017","West Germany","5","","",""
"127","2017","East Germany","","","",""
"128","2017","West Germany","1","","",""
"128","2017","East Germany","","","",""
"129","2017","West Germany","1","","",""
"129","2017","East Germany","","","",""
"130","2017","West Germany","30","0.00106646338695581","0.000672937190844273","0.00145998958306736"
"130","2017","East Germany","3","","",""
"131","2017","West Germany","","","",""
"131","2017","East Germany","","","",""
"132","2017","West Germany","13","","",""
"132","2017","East Germany","5","","",""
"133","2017","West Germany","1","","",""
"133","2017","East Germany","","","",""
"135","2017","West Germany","1","","",""
"135","2017","East Germany","","","",""
"138","2017","West Germany","1","","",""
"138","2017","East Germany","1","","",""
"139","2017","West Germany","8","","",""
"139","2017","East Germany","4","","",""
"140","2017","West Germany","129","0.00370790997397096","0.00297510179581783","0.00444071815212409"
"140","2017","East Germany","13","","",""
"141","2017","West Germany","17","","",""
"141","2017","East Germany","2","","",""
"142","2017","West Germany","6","","",""
"142","2017","East Germany","","","",""
"143","2017","West Germany","5","","",""
"143","2017","East Germany","","","",""
"144","2017","West Germany","5","","",""
"144","2017","East Germany","","","",""
"145","2017","West Germany","2","","",""
"145","2017","East Germany","","","",""
"146","2017","West Germany","16","","",""
"146","2017","East Germany","1","","",""
"147","2017","West Germany","","","",""
"147","2017","East Germany","3","","",""
"148","2017","West Germany","26","","",""
"148","2017","East Germany","11","","",""
"149","2017","West Germany","3","","",""
"149","2017","East Germany","","","",""
"151","2017","West Germany","5","","",""
"151","2017","East Germany","","","",""
"152","2017","West Germany","28","","",""
"152","2017","East Germany","5","","",""
"154","2017","West Germany","1","","",""
"154","2017","East Germany","","","",""
"155","2017","West Germany","1","","",""
"155","2017","East Germany","","","",""
"156","2017","West Germany","","","",""
"156","2017","East Germany","","","",""
"158","2017","West Germany","1","","",""
"158","2017","East Germany","","","",""
"162","2017","West Germany","2","","",""
"162","2017","East Germany","","","",""
"164","2017","West Germany","","","",""
"164","2017","East Germany","","","",""
"165","2017","West Germany","130","0.00419549484215168","0.00341618346807723","0.00497480621622613"
"165","2017","East Germany","9","","",""
"166","2017","West Germany","17","","",""
"166","2017","East Germany","2","","",""
"167","2017","West Germany","","","",""
"167","2017","East Germany","","","",""
"168","2017","West Germany","6","","",""
"168","2017","East Germany","","","",""
"169","2017","West Germany","","","",""
"169","2017","East Germany","","","",""
"172","2017","West Germany","","","",""
"172","2017","East Germany","1","","",""
"173","2017","West Germany","1","","",""
"173","2017","East Germany","","","",""
"178","2017","West Germany","","","",""
"178","2017","East Germany","","","",""
"181","2017","West Germany","","","",""
"181","2017","East Germany","","","",""
"183","2017","West Germany","2","","",""
"183","2017","East Germany","1","","",""
"188","2017","West Germany","3","","",""
"188","2017","East Germany","3","","",""
"195","2017","West Germany","3","","",""
"195","2017","East Germany","","","",""
"196","2017","West Germany","","","",""
"196","2017","East Germany","","","",""
"999","2017","West Germany","","","",""
"999","2017","East Germany","","","",""
"1","2018","West Germany","18119","0.857694909308945","0.853314192132649","0.862075626485241"
"1","2018","East Germany","5401","0.957012149382983","0.951982830513124","0.962041468252842"
"2","2018","West Germany","353","0.0236337023941356","0.0217289398063","0.0255384649819712"
"2","2018","East Germany","7","","",""
"3","2018","West Germany","1","","",""
"3","2018","East Germany","2","","",""
"4","2018","West Germany","107","0.00382583632692285","0.00305173214904513","0.00459994050480056"
"4","2018","East Germany","4","","",""
"5","2018","West Germany","201","0.0116698284630629","0.0103231874282873","0.0130164694978385"
"5","2018","East Germany","3","","",""
"6","2018","West Germany","53","0.00248839287433748","0.00186367053710248","0.00311311521157247"
"6","2018","East Germany","9","","",""
"10","2018","West Germany","57","0.00565591743348497","0.00471556975138093","0.00659626511558901"
"10","2018","East Germany","1","","",""
"11","2018","West Germany","36","0.00261257669650491","0.0019724955293099","0.00325265786369992"
"11","2018","East Germany","1","","",""
"12","2018","West Germany","","","",""
"12","2018","East Germany","","","",""
"13","2018","West Germany","11","","",""
"13","2018","East Germany","","","",""
"14","2018","West Germany","23","","",""
"14","2018","East Germany","3","","",""
"15","2018","West Germany","7","","",""
"15","2018","East Germany","","","",""
"16","2018","West Germany","2","","",""
"16","2018","East Germany","","","",""
"17","2018","West Germany","5","","",""
"17","2018","East Germany","1","","",""
"18","2018","West Germany","22","","",""
"18","2018","East Germany","2","","",""
"19","2018","West Germany","10","","",""
"19","2018","East Germany","1","","",""
"20","2018","West Germany","4","","",""
"20","2018","East Germany","","","",""
"21","2018","West Germany","168","0.0043418880295164","0.00351744052247228","0.00516633553656052"
"21","2018","East Germany","7","","",""
"22","2018","West Germany","213","0.00894939299388789","0.00776849254710862","0.0101302934406672"
"22","2018","East Germany","30","0.00428190660950421","0.0026628412706591","0.00590097194834932"
"23","2018","West Germany","2","","",""
"23","2018","East Germany","","","",""
"24","2018","West Germany","69","0.000864970307233354","0.000496348288153851","0.00123359232631286"
"24","2018","East Germany","11","","",""
"25","2018","West Germany","2","","",""
"25","2018","East Germany","","","",""
"26","2018","West Germany","61","0.00265796746745374","0.00201236456681402","0.00330357036809346"
"26","2018","East Germany","4","","",""
"27","2018","West Germany","","","",""
"27","2018","East Germany","","","",""
"28","2018","West Germany","32","0.00145406713100928","0.000976268574441364","0.00193186568757719"
"28","2018","East Germany","","","",""
"29","2018","West Germany","80","0.00149656227906963","0.00101184247863487","0.0019812820795044"
"29","2018","East Germany","5","","",""
"30","2018","West Germany","2152","0.00606834636782868","0.0050945188941243","0.00704217384153305"
"30","2018","East Germany","331","0.00416162750945486","0.0025653675797695","0.00575788743914023"
"31","2018","West Germany","15","","",""
"31","2018","East Germany","","","",""
"32","2018","West Germany","133","0.00340780969253249","0.00267706614732967","0.00413855323773531"
"32","2018","East Germany","26","","",""
"34","2018","West Germany","3","","",""
"34","2018","East Germany","1","","",""
"35","2018","West Germany","1","","",""
"35","2018","East Germany","","","",""
"36","2018","West Germany","","","",""
"36","2018","East Germany","","","",""
"37","2018","West Germany","","","",""
"37","2018","East Germany","","","",""
"38","2018","West Germany","4","","",""
"38","2018","East Germany","","","",""
"39","2018","West Germany","1","","",""
"39","2018","East Germany","1","","",""
"40","2018","West Germany","3","","",""
"40","2018","East Germany","1","","",""
"41","2018","West Germany","","","",""
"41","2018","East Germany","","","",""
"42","2018","West Germany","19","","",""
"42","2018","East Germany","2","","",""
"43","2018","West Germany","465","0.00236120651503269","0.00175262013070302","0.00296979289936236"
"43","2018","East Germany","136","0.0021022396623743","0.000966544653112866","0.00323793467163573"
"44","2018","West Germany","12","","",""
"44","2018","East Germany","2","","",""
"45","2018","West Germany","2","","",""
"45","2018","East Germany","","","",""
"46","2018","West Germany","","","",""
"46","2018","East Germany","","","",""
"47","2018","West Germany","19","","",""
"47","2018","East Germany","","","",""
"48","2018","West Germany","3","","",""
"48","2018","East Germany","","","",""
"49","2018","West Germany","17","","",""
"49","2018","East Germany","","","",""
"50","2018","West Germany","7","","",""
"50","2018","East Germany","","","",""
"51","2018","West Germany","","","",""
"51","2018","East Germany","","","",""
"52","2018","West Germany","10","","",""
"52","2018","East Germany","1","","",""
"53","2018","West Germany","","","",""
"53","2018","East Germany","","","",""
"54","2018","West Germany","42","0.00102257445789586","0.00062180567224235","0.00142334324354938"
"54","2018","East Germany","1","","",""
"55","2018","West Germany","3","","",""
"55","2018","East Germany","","","",""
"56","2018","West Germany","2","","",""
"56","2018","East Germany","","","",""
"59","2018","West Germany","2","","",""
"59","2018","East Germany","1","","",""
"60","2018","West Germany","586","0.00279856898667503","0.00213615722331662","0.00346098075003344"
"60","2018","East Germany","63","0.000757646775260981","7.53923098021532e-05","0.00143990124071981"
"61","2018","West Germany","9","","",""
"61","2018","East Germany","2","","",""
"64","2018","West Germany","3","","",""
"64","2018","East Germany","1","","",""
"65","2018","West Germany","13","","",""
"65","2018","East Germany","","","",""
"66","2018","West Germany","1","","",""
"66","2018","East Germany","","","",""
"67","2018","West Germany","23","","",""
"67","2018","East Germany","1","","",""
"68","2018","West Germany","6","","",""
"68","2018","East Germany","1","","",""
"71","2018","West Germany","4","","",""
"71","2018","East Germany","","","",""
"72","2018","West Germany","","","",""
"72","2018","East Germany","","","",""
"73","2018","West Germany","1","","",""
"73","2018","East Germany","","","",""
"74","2018","West Germany","27","","",""
"74","2018","East Germany","3","","",""
"75","2018","West Germany","24","","",""
"75","2018","East Germany","2","","",""
"76","2018","West Germany","26","","",""
"76","2018","East Germany","4","","",""
"77","2018","West Germany","2","","",""
"77","2018","East Germany","1","","",""
"78","2018","West Germany","62","0.00192152046329974","0.00137239265939539","0.0024706482672041"
"78","2018","East Germany","15","","",""
"79","2018","West Germany","4","","",""
"79","2018","East Germany","1","","",""
"80","2018","West Germany","","","",""
"80","2018","East Germany","","","",""
"81","2018","West Germany","7","","",""
"81","2018","East Germany","4","","",""
"82","2018","West Germany","4","","",""
"82","2018","East Germany","","","",""
"83","2018","West Germany","1","","",""
"83","2018","East Germany","4","","",""
"84","2018","West Germany","57","0.000317090989054892","9.38408874975578e-05","0.000540341090612225"
"84","2018","East Germany","5","","",""
"85","2018","West Germany","74","0.00143881363043076","0.000963524159522112","0.00191410310133941"
"85","2018","East Germany","12","","",""
"86","2018","West Germany","1","","",""
"86","2018","East Germany","","","",""
"89","2018","West Germany","187","0.000651780372873536","0.000331759988947434","0.000971800756799639"
"89","2018","East Germany","35","0.000605713414484776","-4.35649908196549e-06","0.00121578332805152"
"90","2018","West Germany","2","","",""
"90","2018","East Germany","1","","",""
"92","2018","West Germany","","","",""
"92","2018","East Germany","","","",""
"94","2018","West Germany","","","",""
"94","2018","East Germany","3","","",""
"95","2018","West Germany","","","",""
"95","2018","East Germany","1","","",""
"96","2018","West Germany","","","",""
"96","2018","East Germany","","","",""
"97","2018","West Germany","3","","",""
"97","2018","East Germany","1","","",""
"98","2018","West Germany","103","0.00118284321416309","0.000751845299025821","0.00161384112930036"
"98","2018","East Germany","14","","",""
"101","2018","West Germany","","","",""
"101","2018","East Germany","","","",""
"102","2018","West Germany","2","","",""
"102","2018","East Germany","","","",""
"103","2018","West Germany","9","","",""
"103","2018","East Germany","","","",""
"105","2018","West Germany","","","",""
"105","2018","East Germany","","","",""
"108","2018","West Germany","","","",""
"108","2018","East Germany","","","",""
"110","2018","West Germany","3","","",""
"110","2018","East Germany","","","",""
"111","2018","West Germany","","","",""
"111","2018","East Germany","4","","",""
"113","2018","West Germany","","","",""
"113","2018","East Germany","","","",""
"116","2018","West Germany","3","","",""
"116","2018","East Germany","","","",""
"117","2018","West Germany","4","","",""
"117","2018","East Germany","1","","",""
"118","2018","West Germany","44","0.00562999090001949","0.00469178872332047","0.00656819307671851"
"118","2018","East Germany","4","","",""
"119","2018","West Germany","60","0.00404092235626561","0.00324544177713205","0.00483640293539917"
"119","2018","East Germany","3","","",""
"120","2018","West Germany","45","0.00318625741378682","0.00247958844820908","0.00389292637936456"
"120","2018","East Germany","4","","",""
"121","2018","West Germany","44","0.00168626184660284","0.00117178644854039","0.00220073724466528"
"121","2018","East Germany","1","","",""
"122","2018","West Germany","11","","",""
"122","2018","East Germany","","","",""
"123","2018","West Germany","7","","",""
"123","2018","East Germany","8","","",""
"124","2018","West Germany","","","",""
"124","2018","East Germany","","","",""
"125","2018","West Germany","9","","",""
"125","2018","East Germany","","","",""
"127","2018","West Germany","","","",""
"127","2018","East Germany","","","",""
"128","2018","West Germany","2","","",""
"128","2018","East Germany","","","",""
"129","2018","West Germany","1","","",""
"129","2018","East Germany","","","",""
"130","2018","West Germany","18","","",""
"130","2018","East Germany","3","","",""
"131","2018","West Germany","","","",""
"131","2018","East Germany","","","",""
"132","2018","West Germany","11","","",""
"132","2018","East Germany","3","","",""
"133","2018","West Germany","","","",""
"133","2018","East Germany","1","","",""
"135","2018","West Germany","1","","",""
