"pgnation","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"169","2014","35-65 y.","West Germany","","","",""
"169","2014","35-65 y.","East Germany","","","",""
"169","2014","66 and older","West Germany","","","",""
"169","2014","66 and older","East Germany","","","",""
"172","2014","16-34 y.","West Germany","","","",""
"172","2014","16-34 y.","East Germany","","","",""
"172","2014","35-65 y.","West Germany","","","",""
"172","2014","35-65 y.","East Germany","","","",""
"172","2014","66 and older","West Germany","","","",""
"172","2014","66 and older","East Germany","","","",""
"173","2014","16-34 y.","West Germany","1","","",""
"173","2014","16-34 y.","East Germany","","","",""
"173","2014","35-65 y.","West Germany","","","",""
"173","2014","35-65 y.","East Germany","","","",""
"173","2014","66 and older","West Germany","","","",""
"173","2014","66 and older","East Germany","","","",""
"178","2014","16-34 y.","West Germany","","","",""
"178","2014","16-34 y.","East Germany","","","",""
"178","2014","35-65 y.","West Germany","","","",""
"178","2014","35-65 y.","East Germany","","","",""
"178","2014","66 and older","West Germany","","","",""
"178","2014","66 and older","East Germany","","","",""
"181","2014","16-34 y.","West Germany","","","",""
"181","2014","16-34 y.","East Germany","","","",""
"181","2014","35-65 y.","West Germany","","","",""
"181","2014","35-65 y.","East Germany","","","",""
"181","2014","66 and older","West Germany","","","",""
"181","2014","66 and older","East Germany","","","",""
"183","2014","16-34 y.","West Germany","","","",""
"183","2014","16-34 y.","East Germany","","","",""
"183","2014","35-65 y.","West Germany","","","",""
"183","2014","35-65 y.","East Germany","","","",""
"183","2014","66 and older","West Germany","","","",""
"183","2014","66 and older","East Germany","","","",""
"188","2014","16-34 y.","West Germany","","","",""
"188","2014","16-34 y.","East Germany","","","",""
"188","2014","35-65 y.","West Germany","","","",""
"188","2014","35-65 y.","East Germany","","","",""
"188","2014","66 and older","West Germany","","","",""
"188","2014","66 and older","East Germany","","","",""
"195","2014","16-34 y.","West Germany","","","",""
"195","2014","16-34 y.","East Germany","","","",""
"195","2014","35-65 y.","West Germany","","","",""
"195","2014","35-65 y.","East Germany","","","",""
"195","2014","66 and older","West Germany","","","",""
"195","2014","66 and older","East Germany","","","",""
"196","2014","16-34 y.","West Germany","","","",""
"196","2014","16-34 y.","East Germany","","","",""
"196","2014","35-65 y.","West Germany","","","",""
"196","2014","35-65 y.","East Germany","","","",""
"196","2014","66 and older","West Germany","","","",""
"196","2014","66 and older","East Germany","","","",""
"999","2014","16-34 y.","West Germany","","","",""
"999","2014","16-34 y.","East Germany","","","",""
"999","2014","35-65 y.","West Germany","","","",""
"999","2014","35-65 y.","East Germany","","","",""
"999","2014","66 and older","West Germany","","","",""
"999","2014","66 and older","East Germany","","","",""
"1","2015","16-34 y.","West Germany","4540","0.856629985141317","0.847799993025956","0.865459977256677"
"1","2015","16-34 y.","East Germany","1105","0.93879881022359","0.925403223723553","0.952194396723626"
"1","2015","35-65 y.","West Germany","10081","0.873374045927448","0.867471054938726","0.879277036916171"
"1","2015","35-65 y.","East Germany","2927","0.975447190481941","0.969972855339832","0.98092152562405"
"1","2015","66 and older","West Germany","3551","0.94724182936228","0.940065779673517","0.954417879051043"
"1","2015","66 and older","East Germany","1236","0.998800292748616","0.99687436862663","1.0007262168706"
"2","2015","16-34 y.","West Germany","173","0.0289178005791649","0.024695538951003","0.0331400622073268"
"2","2015","16-34 y.","East Germany","2","","",""
"2","2015","35-65 y.","West Germany","274","0.0286535175221456","0.0256921884390681","0.0316148466052231"
"2","2015","35-65 y.","East Germany","5","","",""
"2","2015","66 and older","West Germany","19","","",""
"2","2015","66 and older","East Germany","","","",""
"3","2015","16-34 y.","West Germany","2","","",""
"3","2015","16-34 y.","East Germany","","","",""
"3","2015","35-65 y.","West Germany","2","","",""
"3","2015","35-65 y.","East Germany","2","","",""
"3","2015","66 and older","West Germany","","","",""
"3","2015","66 and older","East Germany","","","",""
"4","2015","16-34 y.","West Germany","74","0.00388095889944161","0.00231435336235755","0.00544756443652567"
"4","2015","16-34 y.","East Germany","2","","",""
"4","2015","35-65 y.","West Germany","136","0.00374628658271692","0.00266187015245953","0.00483070301297432"
"4","2015","35-65 y.","East Germany","2","","",""
"4","2015","66 and older","West Germany","16","","",""
"4","2015","66 and older","East Germany","","","",""
"5","2015","16-34 y.","West Germany","103","0.0106761971852185","0.00808672031075382","0.0132656740596832"
"5","2015","16-34 y.","East Germany","3","","",""
"5","2015","35-65 y.","West Germany","184","0.0100867171607369","0.00831300104731383","0.0118604332741599"
"5","2015","35-65 y.","East Germany","8","","",""
"5","2015","66 and older","West Germany","30","0.00899414027723581","0.00596354404628686","0.0120247365081848"
"5","2015","66 and older","East Germany","","","",""
"6","2015","16-34 y.","West Germany","32","0.00158067993064282","0.000579728574472686","0.00258163128681295"
"6","2015","16-34 y.","East Germany","9","","",""
"6","2015","35-65 y.","West Germany","68","0.00323125836029799","0.0022238775790282","0.00423863914156779"
"6","2015","35-65 y.","East Germany","5","","",""
"6","2015","66 and older","West Germany","4","","",""
"6","2015","66 and older","East Germany","","","",""
"10","2015","16-34 y.","West Germany","17","","",""
"10","2015","16-34 y.","East Germany","3","","",""
"10","2015","35-65 y.","West Germany","39","0.00442321082898452","0.00324528806298322","0.00560113359498582"
"10","2015","35-65 y.","East Germany","1","","",""
"10","2015","66 and older","West Germany","11","","",""
"10","2015","66 and older","East Germany","","","",""
"11","2015","16-34 y.","West Germany","14","","",""
"11","2015","16-34 y.","East Germany","","","",""
"11","2015","35-65 y.","West Germany","25","","",""
"11","2015","35-65 y.","East Germany","2","","",""
"11","2015","66 and older","West Germany","3","","",""
"11","2015","66 and older","East Germany","","","",""
"12","2015","16-34 y.","West Germany","","","",""
"12","2015","16-34 y.","East Germany","","","",""
"12","2015","35-65 y.","West Germany","","","",""
"12","2015","35-65 y.","East Germany","","","",""
"12","2015","66 and older","West Germany","","","",""
"12","2015","66 and older","East Germany","","","",""
"13","2015","16-34 y.","West Germany","3","","",""
"13","2015","16-34 y.","East Germany","","","",""
"13","2015","35-65 y.","West Germany","5","","",""
"13","2015","35-65 y.","East Germany","","","",""
"13","2015","66 and older","West Germany","3","","",""
"13","2015","66 and older","East Germany","","","",""
"14","2015","16-34 y.","West Germany","4","","",""
"14","2015","16-34 y.","East Germany","","","",""
"14","2015","35-65 y.","West Germany","23","","",""
"14","2015","35-65 y.","East Germany","3","","",""
"14","2015","66 and older","West Germany","8","","",""
"14","2015","66 and older","East Germany","","","",""
"15","2015","16-34 y.","West Germany","2","","",""
"15","2015","16-34 y.","East Germany","","","",""
"15","2015","35-65 y.","West Germany","6","","",""
"15","2015","35-65 y.","East Germany","","","",""
"15","2015","66 and older","West Germany","","","",""
"15","2015","66 and older","East Germany","","","",""
"16","2015","16-34 y.","West Germany","1","","",""
"16","2015","16-34 y.","East Germany","","","",""
"16","2015","35-65 y.","West Germany","3","","",""
"16","2015","35-65 y.","East Germany","","","",""
"16","2015","66 and older","West Germany","","","",""
"16","2015","66 and older","East Germany","","","",""
"17","2015","16-34 y.","West Germany","2","","",""
"17","2015","16-34 y.","East Germany","","","",""
"17","2015","35-65 y.","West Germany","4","","",""
"17","2015","35-65 y.","East Germany","","","",""
"17","2015","66 and older","West Germany","3","","",""
"17","2015","66 and older","East Germany","","","",""
"18","2015","16-34 y.","West Germany","6","","",""
"18","2015","16-34 y.","East Germany","","","",""
"18","2015","35-65 y.","West Germany","27","","",""
"18","2015","35-65 y.","East Germany","1","","",""
"18","2015","66 and older","West Germany","4","","",""
"18","2015","66 and older","East Germany","","","",""
"19","2015","16-34 y.","West Germany","2","","",""
"19","2015","16-34 y.","East Germany","","","",""
"19","2015","35-65 y.","West Germany","7","","",""
"19","2015","35-65 y.","East Germany","","","",""
"19","2015","66 and older","West Germany","4","","",""
"19","2015","66 and older","East Germany","","","",""
"20","2015","16-34 y.","West Germany","","","",""
"20","2015","16-34 y.","East Germany","","","",""
"20","2015","35-65 y.","West Germany","1","","",""
"20","2015","35-65 y.","East Germany","","","",""
"20","2015","66 and older","West Germany","","","",""
"20","2015","66 and older","East Germany","","","",""
"21","2015","16-34 y.","West Germany","155","0.00572040448580247","0.00382019208792179","0.00762061688368315"
"21","2015","16-34 y.","East Germany","7","","",""
"21","2015","35-65 y.","West Germany","144","0.00297025364904522","0.00200428853765317","0.00393621876043727"
"21","2015","35-65 y.","East Germany","8","","",""
"21","2015","66 and older","West Germany","1","","",""
"21","2015","66 and older","East Germany","","","",""
"22","2015","16-34 y.","West Germany","135","0.0112651312922721","0.00860598293089941","0.0139242796536448"
"22","2015","16-34 y.","East Germany","19","","",""
"22","2015","35-65 y.","West Germany","181","0.00815686377833984","0.00656027263826928","0.0097534549184104"
"22","2015","35-65 y.","East Germany","16","","",""
"22","2015","66 and older","West Germany","2","","",""
"22","2015","66 and older","East Germany","","","",""
"23","2015","16-34 y.","West Germany","","","",""
"23","2015","16-34 y.","East Germany","","","",""
"23","2015","35-65 y.","West Germany","3","","",""
"23","2015","35-65 y.","East Germany","","","",""
"23","2015","66 and older","West Germany","","","",""
"23","2015","66 and older","East Germany","","","",""
"24","2015","16-34 y.","West Germany","10","","",""
"24","2015","16-34 y.","East Germany","","","",""
"24","2015","35-65 y.","West Germany","10","","",""
"24","2015","35-65 y.","East Germany","","","",""
"24","2015","66 and older","West Germany","1","","",""
"24","2015","66 and older","East Germany","","","",""
"25","2015","16-34 y.","West Germany","","","",""
"25","2015","16-34 y.","East Germany","","","",""
"25","2015","35-65 y.","West Germany","1","","",""
"25","2015","35-65 y.","East Germany","","","",""
"25","2015","66 and older","West Germany","2","","",""
"25","2015","66 and older","East Germany","","","",""
"26","2015","16-34 y.","West Germany","42","0.00426943867308795","0.00262661549023013","0.00591226185594577"
"26","2015","16-34 y.","East Germany","1","","",""
"26","2015","35-65 y.","West Germany","37","0.00152436563272758","0.000831859021089738","0.00221687224436542"
"26","2015","35-65 y.","East Germany","2","","",""
"26","2015","66 and older","West Germany","","","",""
"26","2015","66 and older","East Germany","","","",""
"27","2015","16-34 y.","West Germany","","","",""
"27","2015","16-34 y.","East Germany","","","",""
"27","2015","35-65 y.","West Germany","","","",""
"27","2015","35-65 y.","East Germany","","","",""
"27","2015","66 and older","West Germany","","","",""
"27","2015","66 and older","East Germany","","","",""
"28","2015","16-34 y.","West Germany","20","","",""
"28","2015","16-34 y.","East Germany","","","",""
"28","2015","35-65 y.","West Germany","35","0.00174374496433556","0.00100316302385792","0.00248432690481319"
"28","2015","35-65 y.","East Germany","","","",""
"28","2015","66 and older","West Germany","1","","",""
"28","2015","66 and older","East Germany","","","",""
"29","2015","16-34 y.","West Germany","67","0.0029556547048256","0.00158786730081719","0.00432344210883401"
"29","2015","16-34 y.","East Germany","6","","",""
"29","2015","35-65 y.","West Germany","80","0.00175874809386254","0.00101499259376834","0.00250250359395673"
"29","2015","35-65 y.","East Germany","6","","",""
"29","2015","66 and older","West Germany","","","",""
"29","2015","66 and older","East Germany","","","",""
"30","2015","16-34 y.","West Germany","28","","",""
"30","2015","16-34 y.","East Germany","3","","",""
"30","2015","35-65 y.","West Germany","26","","",""
"30","2015","35-65 y.","East Germany","4","","",""
"30","2015","66 and older","West Germany","","","",""
"30","2015","66 and older","East Germany","","","",""
"31","2015","16-34 y.","West Germany","6","","",""
"31","2015","16-34 y.","East Germany","","","",""
"31","2015","35-65 y.","West Germany","18","","",""
"31","2015","35-65 y.","East Germany","3","","",""
"31","2015","66 and older","West Germany","","","",""
"31","2015","66 and older","East Germany","","","",""
"32","2015","16-34 y.","West Germany","49","0.00414461811158567","0.00252588626067056","0.00576334996250078"
"32","2015","16-34 y.","East Germany","6","","",""
"32","2015","35-65 y.","West Germany","89","0.00310385611561036","0.00211647148599095","0.00409124074522976"
"32","2015","35-65 y.","East Germany","12","","",""
"32","2015","66 and older","West Germany","13","","",""
"32","2015","66 and older","East Germany","1","","",""
"34","2015","16-34 y.","West Germany","4","","",""
"34","2015","16-34 y.","East Germany","","","",""
"34","2015","35-65 y.","West Germany","5","","",""
"34","2015","35-65 y.","East Germany","1","","",""
"34","2015","66 and older","West Germany","","","",""
"34","2015","66 and older","East Germany","","","",""
"35","2015","16-34 y.","West Germany","","","",""
"35","2015","16-34 y.","East Germany","","","",""
"35","2015","35-65 y.","West Germany","1","","",""
"35","2015","35-65 y.","East Germany","","","",""
"35","2015","66 and older","West Germany","","","",""
"35","2015","66 and older","East Germany","","","",""
"36","2015","16-34 y.","West Germany","","","",""
"36","2015","16-34 y.","East Germany","","","",""
"36","2015","35-65 y.","West Germany","","","",""
"36","2015","35-65 y.","East Germany","","","",""
"36","2015","66 and older","West Germany","","","",""
"36","2015","66 and older","East Germany","","","",""
"37","2015","16-34 y.","West Germany","","","",""
"37","2015","16-34 y.","East Germany","","","",""
"37","2015","35-65 y.","West Germany","1","","",""
"37","2015","35-65 y.","East Germany","","","",""
"37","2015","66 and older","West Germany","","","",""
"37","2015","66 and older","East Germany","","","",""
"38","2015","16-34 y.","West Germany","3","","",""
"38","2015","16-34 y.","East Germany","","","",""
"38","2015","35-65 y.","West Germany","3","","",""
"38","2015","35-65 y.","East Germany","","","",""
"38","2015","66 and older","West Germany","","","",""
"38","2015","66 and older","East Germany","","","",""
"39","2015","16-34 y.","West Germany","1","","",""
"39","2015","16-34 y.","East Germany","1","","",""
"39","2015","35-65 y.","West Germany","","","",""
"39","2015","35-65 y.","East Germany","","","",""
"39","2015","66 and older","West Germany","","","",""
"39","2015","66 and older","East Germany","","","",""
"40","2015","16-34 y.","West Germany","2","","",""
"40","2015","16-34 y.","East Germany","","","",""
"40","2015","35-65 y.","West Germany","5","","",""
"40","2015","35-65 y.","East Germany","","","",""
"40","2015","66 and older","West Germany","","","",""
"40","2015","66 and older","East Germany","","","",""
"41","2015","16-34 y.","West Germany","1","","",""
"41","2015","16-34 y.","East Germany","","","",""
"41","2015","35-65 y.","West Germany","","","",""
"41","2015","35-65 y.","East Germany","","","",""
"41","2015","66 and older","West Germany","","","",""
"41","2015","66 and older","East Germany","","","",""
"42","2015","16-34 y.","West Germany","16","","",""
"42","2015","16-34 y.","East Germany","4","","",""
"42","2015","35-65 y.","West Germany","13","","",""
"42","2015","35-65 y.","East Germany","","","",""
"42","2015","66 and older","West Germany","","","",""
"42","2015","66 and older","East Germany","","","",""
"43","2015","16-34 y.","West Germany","23","","",""
"43","2015","16-34 y.","East Germany","2","","",""
"43","2015","35-65 y.","West Germany","10","","",""
"43","2015","35-65 y.","East Germany","3","","",""
"43","2015","66 and older","West Germany","1","","",""
"43","2015","66 and older","East Germany","1","","",""
"44","2015","16-34 y.","West Germany","3","","",""
"44","2015","16-34 y.","East Germany","1","","",""
"44","2015","35-65 y.","West Germany","14","","",""
"44","2015","35-65 y.","East Germany","1","","",""
"44","2015","66 and older","West Germany","","","",""
"44","2015","66 and older","East Germany","","","",""
"45","2015","16-34 y.","West Germany","1","","",""
"45","2015","16-34 y.","East Germany","","","",""
"45","2015","35-65 y.","West Germany","","","",""
"45","2015","35-65 y.","East Germany","","","",""
"45","2015","66 and older","West Germany","","","",""
"45","2015","66 and older","East Germany","","","",""
"46","2015","16-34 y.","West Germany","","","",""
"46","2015","16-34 y.","East Germany","","","",""
"46","2015","35-65 y.","West Germany","","","",""
"46","2015","35-65 y.","East Germany","","","",""
"46","2015","66 and older","West Germany","","","",""
"46","2015","66 and older","East Germany","","","",""
"47","2015","16-34 y.","West Germany","1","","",""
"47","2015","16-34 y.","East Germany","","","",""
"47","2015","35-65 y.","West Germany","3","","",""
"47","2015","35-65 y.","East Germany","","","",""
"47","2015","66 and older","West Germany","","","",""
"47","2015","66 and older","East Germany","","","",""
"48","2015","16-34 y.","West Germany","1","","",""
"48","2015","16-34 y.","East Germany","","","",""
"48","2015","35-65 y.","West Germany","5","","",""
"48","2015","35-65 y.","East Germany","1","","",""
"48","2015","66 and older","West Germany","","","",""
"48","2015","66 and older","East Germany","","","",""
"49","2015","16-34 y.","West Germany","1","","",""
"49","2015","16-34 y.","East Germany","","","",""
"49","2015","35-65 y.","West Germany","7","","",""
"49","2015","35-65 y.","East Germany","1","","",""
"49","2015","66 and older","West Germany","","","",""
"49","2015","66 and older","East Germany","","","",""
"50","2015","16-34 y.","West Germany","2","","",""
"50","2015","16-34 y.","East Germany","","","",""
"50","2015","35-65 y.","West Germany","2","","",""
"50","2015","35-65 y.","East Germany","","","",""
"50","2015","66 and older","West Germany","","","",""
"50","2015","66 and older","East Germany","","","",""
"51","2015","16-34 y.","West Germany","1","","",""
"51","2015","16-34 y.","East Germany","","","",""
"51","2015","35-65 y.","West Germany","","","",""
"51","2015","35-65 y.","East Germany","","","",""
"51","2015","66 and older","West Germany","","","",""
"51","2015","66 and older","East Germany","","","",""
"52","2015","16-34 y.","West Germany","13","","",""
"52","2015","16-34 y.","East Germany","2","","",""
"52","2015","35-65 y.","West Germany","3","","",""
"52","2015","35-65 y.","East Germany","","","",""
"52","2015","66 and older","West Germany","","","",""
"52","2015","66 and older","East Germany","","","",""
"53","2015","16-34 y.","West Germany","","","",""
"53","2015","16-34 y.","East Germany","","","",""
"53","2015","35-65 y.","West Germany","","","",""
"53","2015","35-65 y.","East Germany","","","",""
"53","2015","66 and older","West Germany","","","",""
"53","2015","66 and older","East Germany","","","",""
"54","2015","16-34 y.","West Germany","2","","",""
"54","2015","16-34 y.","East Germany","1","","",""
"54","2015","35-65 y.","West Germany","8","","",""
"54","2015","35-65 y.","East Germany","4","","",""
"54","2015","66 and older","West Germany","","","",""
"54","2015","66 and older","East Germany","","","",""
"55","2015","16-34 y.","West Germany","","","",""
"55","2015","16-34 y.","East Germany","","","",""
"55","2015","35-65 y.","West Germany","3","","",""
"55","2015","35-65 y.","East Germany","","","",""
"55","2015","66 and older","West Germany","","","",""
"55","2015","66 and older","East Germany","","","",""
"56","2015","16-34 y.","West Germany","1","","",""
"56","2015","16-34 y.","East Germany","","","",""
"56","2015","35-65 y.","West Germany","3","","",""
"56","2015","35-65 y.","East Germany","","","",""
"56","2015","66 and older","West Germany","","","",""
"56","2015","66 and older","East Germany","","","",""
"59","2015","16-34 y.","West Germany","3","","",""
"59","2015","16-34 y.","East Germany","1","","",""
"59","2015","35-65 y.","West Germany","2","","",""
"59","2015","35-65 y.","East Germany","","","",""
"59","2015","66 and older","West Germany","","","",""
"59","2015","66 and older","East Germany","","","",""
"60","2015","16-34 y.","West Germany","34","0.00243669646194184","0.00119445659375313","0.00367893633013054"
"60","2015","16-34 y.","East Germany","","","",""
"60","2015","35-65 y.","West Germany","31","0.0011069110477876","0.000516673981547369","0.00169714811402783"
"60","2015","35-65 y.","East Germany","","","",""
"60","2015","66 and older","West Germany","1","","",""
"60","2015","66 and older","East Germany","","","",""
"61","2015","16-34 y.","West Germany","7","","",""
"61","2015","16-34 y.","East Germany","","","",""
"61","2015","35-65 y.","West Germany","11","","",""
"61","2015","35-65 y.","East Germany","1","","",""
"61","2015","66 and older","West Germany","","","",""
"61","2015","66 and older","East Germany","","","",""
"64","2015","16-34 y.","West Germany","2","","",""
"64","2015","16-34 y.","East Germany","1","","",""
"64","2015","35-65 y.","West Germany","4","","",""
"64","2015","35-65 y.","East Germany","","","",""
"64","2015","66 and older","West Germany","","","",""
"64","2015","66 and older","East Germany","","","",""
"65","2015","16-34 y.","West Germany","5","","",""
"65","2015","16-34 y.","East Germany","","","",""
"65","2015","35-65 y.","West Germany","5","","",""
"65","2015","35-65 y.","East Germany","","","",""
"65","2015","66 and older","West Germany","","","",""
"65","2015","66 and older","East Germany","","","",""
"66","2015","16-34 y.","West Germany","2","","",""
"66","2015","16-34 y.","East Germany","2","","",""
"66","2015","35-65 y.","West Germany","","","",""
"66","2015","35-65 y.","East Germany","","","",""
"66","2015","66 and older","West Germany","","","",""
"66","2015","66 and older","East Germany","","","",""
"67","2015","16-34 y.","West Germany","9","","",""
"67","2015","16-34 y.","East Germany","","","",""
"67","2015","35-65 y.","West Germany","19","","",""
"67","2015","35-65 y.","East Germany","","","",""
"67","2015","66 and older","West Germany","","","",""
"67","2015","66 and older","East Germany","","","",""
"68","2015","16-34 y.","West Germany","9","","",""
"68","2015","16-34 y.","East Germany","","","",""
"68","2015","35-65 y.","West Germany","7","","",""
"68","2015","35-65 y.","East Germany","1","","",""
"68","2015","66 and older","West Germany","","","",""
"68","2015","66 and older","East Germany","","","",""
"71","2015","16-34 y.","West Germany","2","","",""
"71","2015","16-34 y.","East Germany","","","",""
"71","2015","35-65 y.","West Germany","3","","",""
"71","2015","35-65 y.","East Germany","","","",""
"71","2015","66 and older","West Germany","1","","",""
"71","2015","66 and older","East Germany","","","",""
"72","2015","16-34 y.","West Germany","","","",""
"72","2015","16-34 y.","East Germany","","","",""
"72","2015","35-65 y.","West Germany","","","",""
"72","2015","35-65 y.","East Germany","","","",""
"72","2015","66 and older","West Germany","","","",""
"72","2015","66 and older","East Germany","","","",""
"73","2015","16-34 y.","West Germany","2","","",""
"73","2015","16-34 y.","East Germany","","","",""
"73","2015","35-65 y.","West Germany","1","","",""
"73","2015","35-65 y.","East Germany","","","",""
"73","2015","66 and older","West Germany","","","",""
"73","2015","66 and older","East Germany","","","",""
"74","2015","16-34 y.","West Germany","20","","",""
"74","2015","16-34 y.","East Germany","2","","",""
"74","2015","35-65 y.","West Germany","20","","",""
"74","2015","35-65 y.","East Germany","7","","",""
"74","2015","66 and older","West Germany","2","","",""
"74","2015","66 and older","East Germany","","","",""
"75","2015","16-34 y.","West Germany","15","","",""
"75","2015","16-34 y.","East Germany","","","",""
"75","2015","35-65 y.","West Germany","8","","",""
"75","2015","35-65 y.","East Germany","","","",""
"75","2015","66 and older","West Germany","","","",""
"75","2015","66 and older","East Germany","","","",""
"76","2015","16-34 y.","West Germany","14","","",""
"76","2015","16-34 y.","East Germany","","","",""
"76","2015","35-65 y.","West Germany","13","","",""
"76","2015","35-65 y.","East Germany","","","",""
"76","2015","66 and older","West Germany","","","",""
"76","2015","66 and older","East Germany","","","",""
"77","2015","16-34 y.","West Germany","3","","",""
"77","2015","16-34 y.","East Germany","","","",""
"77","2015","35-65 y.","West Germany","2","","",""
"77","2015","35-65 y.","East Germany","2","","",""
"77","2015","66 and older","West Germany","","","",""
"77","2015","66 and older","East Germany","","","",""
"78","2015","16-34 y.","West Germany","28","","",""
"78","2015","16-34 y.","East Germany","8","","",""
"78","2015","35-65 y.","West Germany","60","0.00250188749480082","0.0016151388294153","0.00338863616018634"
"78","2015","35-65 y.","East Germany","9","","",""
"78","2015","66 and older","West Germany","6","","",""
"78","2015","66 and older","East Germany","1","","",""
"79","2015","16-34 y.","West Germany","1","","",""
"79","2015","16-34 y.","East Germany","","","",""
"79","2015","35-65 y.","West Germany","1","","",""
"79","2015","35-65 y.","East Germany","1","","",""
"79","2015","66 and older","West Germany","","","",""
"79","2015","66 and older","East Germany","","","",""
"80","2015","16-34 y.","West Germany","","","",""
"80","2015","16-34 y.","East Germany","","","",""
"80","2015","35-65 y.","West Germany","","","",""
"80","2015","35-65 y.","East Germany","","","",""
"80","2015","66 and older","West Germany","","","",""
"80","2015","66 and older","East Germany","","","",""
"81","2015","16-34 y.","West Germany","6","","",""
"81","2015","16-34 y.","East Germany","1","","",""
"81","2015","35-65 y.","West Germany","3","","",""
"81","2015","35-65 y.","East Germany","","","",""
"81","2015","66 and older","West Germany","","","",""
"81","2015","66 and older","East Germany","","","",""
"82","2015","16-34 y.","West Germany","1","","",""
"82","2015","16-34 y.","East Germany","","","",""
"82","2015","35-65 y.","West Germany","","","",""
"82","2015","35-65 y.","East Germany","","","",""
"82","2015","66 and older","West Germany","","","",""
"82","2015","66 and older","East Germany","","","",""
"83","2015","16-34 y.","West Germany","3","","",""
"83","2015","16-34 y.","East Germany","1","","",""
"83","2015","35-65 y.","West Germany","2","","",""
"83","2015","35-65 y.","East Germany","","","",""
"83","2015","66 and older","West Germany","","","",""
"83","2015","66 and older","East Germany","","","",""
"84","2015","16-34 y.","West Germany","3","","",""
"84","2015","16-34 y.","East Germany","","","",""
"84","2015","35-65 y.","West Germany","","","",""
"84","2015","35-65 y.","East Germany","","","",""
"84","2015","66 and older","West Germany","","","",""
"84","2015","66 and older","East Germany","","","",""
"85","2015","16-34 y.","West Germany","9","","",""
"85","2015","16-34 y.","East Germany","","","",""
"85","2015","35-65 y.","West Germany","10","","",""
"85","2015","35-65 y.","East Germany","","","",""
"85","2015","66 and older","West Germany","","","",""
"85","2015","66 and older","East Germany","","","",""
"86","2015","16-34 y.","West Germany","2","","",""
"86","2015","16-34 y.","East Germany","","","",""
"86","2015","35-65 y.","West Germany","1","","",""
"86","2015","35-65 y.","East Germany","","","",""
"86","2015","66 and older","West Germany","","","",""
"86","2015","66 and older","East Germany","","","",""
"89","2015","16-34 y.","West Germany","","","",""
"89","2015","16-34 y.","East Germany","","","",""
"89","2015","35-65 y.","West Germany","1","","",""
"89","2015","35-65 y.","East Germany","","","",""
"89","2015","66 and older","West Germany","","","",""
"89","2015","66 and older","East Germany","","","",""
"90","2015","16-34 y.","West Germany","3","","",""
"90","2015","16-34 y.","East Germany","","","",""
"90","2015","35-65 y.","West Germany","1","","",""
"90","2015","35-65 y.","East Germany","","","",""
"90","2015","66 and older","West Germany","","","",""
"90","2015","66 and older","East Germany","","","",""
"92","2015","16-34 y.","West Germany","","","",""
"92","2015","16-34 y.","East Germany","","","",""
"92","2015","35-65 y.","West Germany","","","",""
"92","2015","35-65 y.","East Germany","","","",""
"92","2015","66 and older","West Germany","","","",""
"92","2015","66 and older","East Germany","","","",""
"94","2015","16-34 y.","West Germany","","","",""
"94","2015","16-34 y.","East Germany","","","",""
"94","2015","35-65 y.","West Germany","","","",""
"94","2015","35-65 y.","East Germany","","","",""
"94","2015","66 and older","West Germany","","","",""
"94","2015","66 and older","East Germany","","","",""
"95","2015","16-34 y.","West Germany","","","",""
"95","2015","16-34 y.","East Germany","","","",""
"95","2015","35-65 y.","West Germany","","","",""
"95","2015","35-65 y.","East Germany","","","",""
"95","2015","66 and older","West Germany","","","",""
"95","2015","66 and older","East Germany","","","",""
"96","2015","16-34 y.","West Germany","","","",""
"96","2015","16-34 y.","East Germany","","","",""
"96","2015","35-65 y.","West Germany","","","",""
"96","2015","35-65 y.","East Germany","","","",""
"96","2015","66 and older","West Germany","","","",""
"96","2015","66 and older","East Germany","","","",""
"97","2015","16-34 y.","West Germany","2","","",""
"97","2015","16-34 y.","East Germany","1","","",""
"97","2015","35-65 y.","West Germany","","","",""
"97","2015","35-65 y.","East Germany","1","","",""
"97","2015","66 and older","West Germany","","","",""
"97","2015","66 and older","East Germany","","","",""
"98","2015","16-34 y.","West Germany","4","","",""
"98","2015","16-34 y.","East Germany","1","","",""
"98","2015","35-65 y.","West Germany","9","","",""
"98","2015","35-65 y.","East Germany","","","",""
"98","2015","66 and older","West Germany","1","","",""
"98","2015","66 and older","East Germany","","","",""
"101","2015","16-34 y.","West Germany","","","",""
"101","2015","16-34 y.","East Germany","","","",""
"101","2015","35-65 y.","West Germany","1","","",""
"101","2015","35-65 y.","East Germany","","","",""
"101","2015","66 and older","West Germany","","","",""
"101","2015","66 and older","East Germany","","","",""
"102","2015","16-34 y.","West Germany","3","","",""
"102","2015","16-34 y.","East Germany","","","",""
"102","2015","35-65 y.","West Germany","","","",""
"102","2015","35-65 y.","East Germany","","","",""
"102","2015","66 and older","West Germany","","","",""
"102","2015","66 and older","East Germany","","","",""
"103","2015","16-34 y.","West Germany","7","","",""
"103","2015","16-34 y.","East Germany","","","",""
"103","2015","35-65 y.","West Germany","4","","",""
"103","2015","35-65 y.","East Germany","","","",""
"103","2015","66 and older","West Germany","1","","",""
"103","2015","66 and older","East Germany","","","",""
"105","2015","16-34 y.","West Germany","","","",""
"105","2015","16-34 y.","East Germany","","","",""
"105","2015","35-65 y.","West Germany","","","",""
