"pgnation","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"122","1984","66 and older","Not Employed","","","",""
"122","1984","66 and older","Employed","","","",""
"123","1984","16-34 y.","Not Employed","","","",""
"123","1984","16-34 y.","Employed","","","",""
"123","1984","35-65 y.","Not Employed","","","",""
"123","1984","35-65 y.","Employed","","","",""
"123","1984","66 and older","Not Employed","","","",""
"123","1984","66 and older","Employed","","","",""
"124","1984","16-34 y.","Not Employed","","","",""
"124","1984","16-34 y.","Employed","","","",""
"124","1984","35-65 y.","Not Employed","","","",""
"124","1984","35-65 y.","Employed","","","",""
"124","1984","66 and older","Not Employed","","","",""
"124","1984","66 and older","Employed","","","",""
"125","1984","16-34 y.","Not Employed","","","",""
"125","1984","16-34 y.","Employed","","","",""
"125","1984","35-65 y.","Not Employed","","","",""
"125","1984","35-65 y.","Employed","","","",""
"125","1984","66 and older","Not Employed","","","",""
"125","1984","66 and older","Employed","","","",""
"127","1984","16-34 y.","Not Employed","","","",""
"127","1984","16-34 y.","Employed","","","",""
"127","1984","35-65 y.","Not Employed","","","",""
"127","1984","35-65 y.","Employed","","","",""
"127","1984","66 and older","Not Employed","","","",""
"127","1984","66 and older","Employed","","","",""
"128","1984","16-34 y.","Not Employed","","","",""
"128","1984","16-34 y.","Employed","","","",""
"128","1984","35-65 y.","Not Employed","","","",""
"128","1984","35-65 y.","Employed","","","",""
"128","1984","66 and older","Not Employed","","","",""
"128","1984","66 and older","Employed","","","",""
"129","1984","16-34 y.","Not Employed","","","",""
"129","1984","16-34 y.","Employed","","","",""
"129","1984","35-65 y.","Not Employed","","","",""
"129","1984","35-65 y.","Employed","","","",""
"129","1984","66 and older","Not Employed","","","",""
"129","1984","66 and older","Employed","","","",""
"130","1984","16-34 y.","Not Employed","","","",""
"130","1984","16-34 y.","Employed","","","",""
"130","1984","35-65 y.","Not Employed","","","",""
"130","1984","35-65 y.","Employed","","","",""
"130","1984","66 and older","Not Employed","","","",""
"130","1984","66 and older","Employed","","","",""
"131","1984","16-34 y.","Not Employed","","","",""
"131","1984","16-34 y.","Employed","","","",""
"131","1984","35-65 y.","Not Employed","","","",""
"131","1984","35-65 y.","Employed","","","",""
"131","1984","66 and older","Not Employed","","","",""
"131","1984","66 and older","Employed","","","",""
"132","1984","16-34 y.","Not Employed","","","",""
"132","1984","16-34 y.","Employed","","","",""
"132","1984","35-65 y.","Not Employed","","","",""
"132","1984","35-65 y.","Employed","","","",""
"132","1984","66 and older","Not Employed","","","",""
"132","1984","66 and older","Employed","","","",""
"133","1984","16-34 y.","Not Employed","","","",""
"133","1984","16-34 y.","Employed","","","",""
"133","1984","35-65 y.","Not Employed","","","",""
"133","1984","35-65 y.","Employed","","","",""
"133","1984","66 and older","Not Employed","","","",""
"133","1984","66 and older","Employed","","","",""
"135","1984","16-34 y.","Not Employed","","","",""
"135","1984","16-34 y.","Employed","","","",""
"135","1984","35-65 y.","Not Employed","","","",""
"135","1984","35-65 y.","Employed","","","",""
"135","1984","66 and older","Not Employed","","","",""
"135","1984","66 and older","Employed","","","",""
"138","1984","16-34 y.","Not Employed","","","",""
"138","1984","16-34 y.","Employed","","","",""
"138","1984","35-65 y.","Not Employed","","","",""
"138","1984","35-65 y.","Employed","","","",""
"138","1984","66 and older","Not Employed","","","",""
"138","1984","66 and older","Employed","","","",""
"139","1984","16-34 y.","Not Employed","","","",""
"139","1984","16-34 y.","Employed","","","",""
"139","1984","35-65 y.","Not Employed","","","",""
"139","1984","35-65 y.","Employed","","","",""
"139","1984","66 and older","Not Employed","","","",""
"139","1984","66 and older","Employed","","","",""
"140","1984","16-34 y.","Not Employed","","","",""
"140","1984","16-34 y.","Employed","","","",""
"140","1984","35-65 y.","Not Employed","","","",""
"140","1984","35-65 y.","Employed","","","",""
"140","1984","66 and older","Not Employed","","","",""
"140","1984","66 and older","Employed","","","",""
"141","1984","16-34 y.","Not Employed","","","",""
"141","1984","16-34 y.","Employed","","","",""
"141","1984","35-65 y.","Not Employed","","","",""
"141","1984","35-65 y.","Employed","","","",""
"141","1984","66 and older","Not Employed","","","",""
"141","1984","66 and older","Employed","","","",""
"142","1984","16-34 y.","Not Employed","","","",""
"142","1984","16-34 y.","Employed","","","",""
"142","1984","35-65 y.","Not Employed","","","",""
"142","1984","35-65 y.","Employed","","","",""
"142","1984","66 and older","Not Employed","","","",""
"142","1984","66 and older","Employed","","","",""
"143","1984","16-34 y.","Not Employed","","","",""
"143","1984","16-34 y.","Employed","","","",""
"143","1984","35-65 y.","Not Employed","","","",""
"143","1984","35-65 y.","Employed","","","",""
"143","1984","66 and older","Not Employed","","","",""
"143","1984","66 and older","Employed","","","",""
"144","1984","16-34 y.","Not Employed","","","",""
"144","1984","16-34 y.","Employed","","","",""
"144","1984","35-65 y.","Not Employed","","","",""
"144","1984","35-65 y.","Employed","","","",""
"144","1984","66 and older","Not Employed","","","",""
"144","1984","66 and older","Employed","","","",""
"145","1984","16-34 y.","Not Employed","","","",""
"145","1984","16-34 y.","Employed","","","",""
"145","1984","35-65 y.","Not Employed","","","",""
"145","1984","35-65 y.","Employed","","","",""
"145","1984","66 and older","Not Employed","","","",""
"145","1984","66 and older","Employed","","","",""
"146","1984","16-34 y.","Not Employed","","","",""
"146","1984","16-34 y.","Employed","","","",""
"146","1984","35-65 y.","Not Employed","","","",""
"146","1984","35-65 y.","Employed","","","",""
"146","1984","66 and older","Not Employed","","","",""
"146","1984","66 and older","Employed","","","",""
"147","1984","16-34 y.","Not Employed","","","",""
"147","1984","16-34 y.","Employed","","","",""
"147","1984","35-65 y.","Not Employed","","","",""
"147","1984","35-65 y.","Employed","","","",""
"147","1984","66 and older","Not Employed","","","",""
"147","1984","66 and older","Employed","","","",""
"148","1984","16-34 y.","Not Employed","","","",""
"148","1984","16-34 y.","Employed","","","",""
"148","1984","35-65 y.","Not Employed","","","",""
"148","1984","35-65 y.","Employed","","","",""
"148","1984","66 and older","Not Employed","","","",""
"148","1984","66 and older","Employed","","","",""
"149","1984","16-34 y.","Not Employed","","","",""
"149","1984","16-34 y.","Employed","","","",""
"149","1984","35-65 y.","Not Employed","","","",""
"149","1984","35-65 y.","Employed","","","",""
"149","1984","66 and older","Not Employed","","","",""
"149","1984","66 and older","Employed","","","",""
"151","1984","16-34 y.","Not Employed","","","",""
"151","1984","16-34 y.","Employed","","","",""
"151","1984","35-65 y.","Not Employed","","","",""
"151","1984","35-65 y.","Employed","","","",""
"151","1984","66 and older","Not Employed","","","",""
"151","1984","66 and older","Employed","","","",""
"152","1984","16-34 y.","Not Employed","","","",""
"152","1984","16-34 y.","Employed","","","",""
"152","1984","35-65 y.","Not Employed","","","",""
"152","1984","35-65 y.","Employed","","","",""
"152","1984","66 and older","Not Employed","","","",""
"152","1984","66 and older","Employed","","","",""
"154","1984","16-34 y.","Not Employed","","","",""
"154","1984","16-34 y.","Employed","","","",""
"154","1984","35-65 y.","Not Employed","","","",""
"154","1984","35-65 y.","Employed","","","",""
"154","1984","66 and older","Not Employed","","","",""
"154","1984","66 and older","Employed","","","",""
"155","1984","16-34 y.","Not Employed","","","",""
"155","1984","16-34 y.","Employed","","","",""
"155","1984","35-65 y.","Not Employed","","","",""
"155","1984","35-65 y.","Employed","","","",""
"155","1984","66 and older","Not Employed","","","",""
"155","1984","66 and older","Employed","","","",""
"156","1984","16-34 y.","Not Employed","","","",""
"156","1984","16-34 y.","Employed","","","",""
"156","1984","35-65 y.","Not Employed","","","",""
"156","1984","35-65 y.","Employed","","","",""
"156","1984","66 and older","Not Employed","","","",""
"156","1984","66 and older","Employed","","","",""
"158","1984","16-34 y.","Not Employed","","","",""
"158","1984","16-34 y.","Employed","","","",""
"158","1984","35-65 y.","Not Employed","","","",""
"158","1984","35-65 y.","Employed","","","",""
"158","1984","66 and older","Not Employed","","","",""
"158","1984","66 and older","Employed","","","",""
"162","1984","16-34 y.","Not Employed","","","",""
"162","1984","16-34 y.","Employed","","","",""
"162","1984","35-65 y.","Not Employed","","","",""
"162","1984","35-65 y.","Employed","","","",""
"162","1984","66 and older","Not Employed","","","",""
"162","1984","66 and older","Employed","","","",""
"164","1984","16-34 y.","Not Employed","","","",""
"164","1984","16-34 y.","Employed","","","",""
"164","1984","35-65 y.","Not Employed","","","",""
"164","1984","35-65 y.","Employed","","","",""
"164","1984","66 and older","Not Employed","","","",""
"164","1984","66 and older","Employed","","","",""
"165","1984","16-34 y.","Not Employed","","","",""
"165","1984","16-34 y.","Employed","","","",""
"165","1984","35-65 y.","Not Employed","","","",""
"165","1984","35-65 y.","Employed","","","",""
"165","1984","66 and older","Not Employed","","","",""
"165","1984","66 and older","Employed","","","",""
"166","1984","16-34 y.","Not Employed","","","",""
"166","1984","16-34 y.","Employed","","","",""
"166","1984","35-65 y.","Not Employed","","","",""
"166","1984","35-65 y.","Employed","","","",""
"166","1984","66 and older","Not Employed","","","",""
"166","1984","66 and older","Employed","","","",""
"167","1984","16-34 y.","Not Employed","","","",""
"167","1984","16-34 y.","Employed","","","",""
"167","1984","35-65 y.","Not Employed","","","",""
"167","1984","35-65 y.","Employed","","","",""
"167","1984","66 and older","Not Employed","","","",""
"167","1984","66 and older","Employed","","","",""
"168","1984","16-34 y.","Not Employed","","","",""
"168","1984","16-34 y.","Employed","","","",""
"168","1984","35-65 y.","Not Employed","","","",""
"168","1984","35-65 y.","Employed","","","",""
"168","1984","66 and older","Not Employed","","","",""
"168","1984","66 and older","Employed","","","",""
"169","1984","16-34 y.","Not Employed","","","",""
"169","1984","16-34 y.","Employed","","","",""
"169","1984","35-65 y.","Not Employed","","","",""
"169","1984","35-65 y.","Employed","","","",""
"169","1984","66 and older","Not Employed","","","",""
"169","1984","66 and older","Employed","","","",""
"172","1984","16-34 y.","Not Employed","","","",""
"172","1984","16-34 y.","Employed","","","",""
"172","1984","35-65 y.","Not Employed","","","",""
"172","1984","35-65 y.","Employed","","","",""
"172","1984","66 and older","Not Employed","","","",""
"172","1984","66 and older","Employed","","","",""
"173","1984","16-34 y.","Not Employed","","","",""
"173","1984","16-34 y.","Employed","","","",""
"173","1984","35-65 y.","Not Employed","","","",""
"173","1984","35-65 y.","Employed","","","",""
"173","1984","66 and older","Not Employed","","","",""
"173","1984","66 and older","Employed","","","",""
"178","1984","16-34 y.","Not Employed","","","",""
"178","1984","16-34 y.","Employed","","","",""
"178","1984","35-65 y.","Not Employed","","","",""
"178","1984","35-65 y.","Employed","","","",""
"178","1984","66 and older","Not Employed","","","",""
"178","1984","66 and older","Employed","","","",""
"181","1984","16-34 y.","Not Employed","","","",""
"181","1984","16-34 y.","Employed","","","",""
"181","1984","35-65 y.","Not Employed","","","",""
"181","1984","35-65 y.","Employed","","","",""
"181","1984","66 and older","Not Employed","","","",""
"181","1984","66 and older","Employed","","","",""
"183","1984","16-34 y.","Not Employed","","","",""
"183","1984","16-34 y.","Employed","","","",""
"183","1984","35-65 y.","Not Employed","","","",""
"183","1984","35-65 y.","Employed","","","",""
"183","1984","66 and older","Not Employed","","","",""
"183","1984","66 and older","Employed","","","",""
"188","1984","16-34 y.","Not Employed","","","",""
"188","1984","16-34 y.","Employed","","","",""
"188","1984","35-65 y.","Not Employed","","","",""
"188","1984","35-65 y.","Employed","","","",""
"188","1984","66 and older","Not Employed","","","",""
"188","1984","66 and older","Employed","","","",""
"195","1984","16-34 y.","Not Employed","","","",""
"195","1984","16-34 y.","Employed","","","",""
"195","1984","35-65 y.","Not Employed","","","",""
"195","1984","35-65 y.","Employed","","","",""
"195","1984","66 and older","Not Employed","","","",""
"195","1984","66 and older","Employed","","","",""
"196","1984","16-34 y.","Not Employed","","","",""
"196","1984","16-34 y.","Employed","","","",""
"196","1984","35-65 y.","Not Employed","","","",""
"196","1984","35-65 y.","Employed","","","",""
"196","1984","66 and older","Not Employed","","","",""
"196","1984","66 and older","Employed","","","",""
"999","1984","16-34 y.","Not Employed","","","",""
"999","1984","16-34 y.","Employed","","","",""
"999","1984","35-65 y.","Not Employed","","","",""
"999","1984","35-65 y.","Employed","","","",""
"999","1984","66 and older","Not Employed","","","",""
"999","1984","66 and older","Employed","","","",""
"1","1985","16-34 y.","Not Employed","927","0.904447347082849","0.88880034049155","0.920094353674147"
"1","1985","16-34 y.","Employed","2094","0.925663247160181","0.915993536251883","0.935332958068479"
"1","1985","35-65 y.","Not Employed","1436","0.952432737372339","0.942610711775704","0.962254762968973"
"1","1985","35-65 y.","Employed","2803","0.918812738915085","0.91032963255235","0.927295845277821"
"1","1985","66 and older","Not Employed","1055","0.989769304373387","0.983748315805708","0.995790292941067"
