"pgnation","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"141","2018","Not Employed","Not Working","12","","",""
"141","2018","Employed","Full Time","","","",""
"141","2018","Employed","Part Time","4","","",""
"141","2018","Employed","Not Working","","","",""
"142","2018","Not Employed","Full Time","","","",""
"142","2018","Not Employed","Part Time","","","",""
"142","2018","Not Employed","Not Working","5","","",""
"142","2018","Employed","Full Time","","","",""
"142","2018","Employed","Part Time","","","",""
"142","2018","Employed","Not Working","","","",""
"143","2018","Not Employed","Full Time","","","",""
"143","2018","Not Employed","Part Time","","","",""
"143","2018","Not Employed","Not Working","3","","",""
"143","2018","Employed","Full Time","1","","",""
"143","2018","Employed","Part Time","","","",""
"143","2018","Employed","Not Working","","","",""
"144","2018","Not Employed","Full Time","","","",""
"144","2018","Not Employed","Part Time","","","",""
"144","2018","Not Employed","Not Working","","","",""
"144","2018","Employed","Full Time","1","","",""
"144","2018","Employed","Part Time","5","","",""
"144","2018","Employed","Not Working","","","",""
"145","2018","Not Employed","Full Time","","","",""
"145","2018","Not Employed","Part Time","","","",""
"145","2018","Not Employed","Not Working","2","","",""
"145","2018","Employed","Full Time","","","",""
"145","2018","Employed","Part Time","","","",""
"145","2018","Employed","Not Working","","","",""
"146","2018","Not Employed","Full Time","","","",""
"146","2018","Not Employed","Part Time","","","",""
"146","2018","Not Employed","Not Working","2","","",""
"146","2018","Employed","Full Time","8","","",""
"146","2018","Employed","Part Time","4","","",""
"146","2018","Employed","Not Working","","","",""
"147","2018","Not Employed","Full Time","","","",""
"147","2018","Not Employed","Part Time","","","",""
"147","2018","Not Employed","Not Working","","","",""
"147","2018","Employed","Full Time","","","",""
"147","2018","Employed","Part Time","2","","",""
"147","2018","Employed","Not Working","","","",""
"148","2018","Not Employed","Full Time","","","",""
"148","2018","Not Employed","Part Time","","","",""
"148","2018","Not Employed","Not Working","16","","",""
"148","2018","Employed","Full Time","","","",""
"148","2018","Employed","Part Time","7","","",""
"148","2018","Employed","Not Working","","","",""
"149","2018","Not Employed","Full Time","","","",""
"149","2018","Not Employed","Part Time","","","",""
"149","2018","Not Employed","Not Working","1","","",""
"149","2018","Employed","Full Time","","","",""
"149","2018","Employed","Part Time","","","",""
"149","2018","Employed","Not Working","","","",""
"151","2018","Not Employed","Full Time","","","",""
"151","2018","Not Employed","Part Time","","","",""
"151","2018","Not Employed","Not Working","2","","",""
"151","2018","Employed","Full Time","","","",""
"151","2018","Employed","Part Time","","","",""
"151","2018","Employed","Not Working","","","",""
"152","2018","Not Employed","Full Time","","","",""
"152","2018","Not Employed","Part Time","","","",""
"152","2018","Not Employed","Not Working","31","0.000804465464279417","0.000310968444152191","0.00129796248440664"
"152","2018","Employed","Full Time","3","","",""
"152","2018","Employed","Part Time","3","","",""
"152","2018","Employed","Not Working","","","",""
"154","2018","Not Employed","Full Time","","","",""
"154","2018","Not Employed","Part Time","","","",""
"154","2018","Not Employed","Not Working","2","","",""
"154","2018","Employed","Full Time","1","","",""
"154","2018","Employed","Part Time","","","",""
"154","2018","Employed","Not Working","","","",""
"155","2018","Not Employed","Full Time","","","",""
"155","2018","Not Employed","Part Time","","","",""
"155","2018","Not Employed","Not Working","","","",""
"155","2018","Employed","Full Time","1","","",""
"155","2018","Employed","Part Time","","","",""
"155","2018","Employed","Not Working","","","",""
"156","2018","Not Employed","Full Time","","","",""
"156","2018","Not Employed","Part Time","","","",""
"156","2018","Not Employed","Not Working","","","",""
"156","2018","Employed","Full Time","","","",""
"156","2018","Employed","Part Time","","","",""
"156","2018","Employed","Not Working","","","",""
"158","2018","Not Employed","Full Time","","","",""
"158","2018","Not Employed","Part Time","","","",""
"158","2018","Not Employed","Not Working","1","","",""
"158","2018","Employed","Full Time","","","",""
"158","2018","Employed","Part Time","","","",""
"158","2018","Employed","Not Working","","","",""
"162","2018","Not Employed","Full Time","","","",""
"162","2018","Not Employed","Part Time","","","",""
"162","2018","Not Employed","Not Working","","","",""
"162","2018","Employed","Full Time","","","",""
"162","2018","Employed","Part Time","","","",""
"162","2018","Employed","Not Working","","","",""
"164","2018","Not Employed","Full Time","","","",""
"164","2018","Not Employed","Part Time","","","",""
"164","2018","Not Employed","Not Working","","","",""
"164","2018","Employed","Full Time","","","",""
"164","2018","Employed","Part Time","","","",""
"164","2018","Employed","Not Working","","","",""
"165","2018","Not Employed","Full Time","","","",""
"165","2018","Not Employed","Part Time","","","",""
"165","2018","Not Employed","Not Working","55","0.0050300209870031","0.00379863139876223","0.00626141057524396"
"165","2018","Employed","Full Time","34","0.00245210333943134","0.00148707788043093","0.00341712879843175"
"165","2018","Employed","Part Time","49","0.00442414610875148","0.00296168506349087","0.00588660715401209"
"165","2018","Employed","Not Working","","","",""
"166","2018","Not Employed","Full Time","","","",""
"166","2018","Not Employed","Part Time","","","",""
"166","2018","Not Employed","Not Working","5","","",""
"166","2018","Employed","Full Time","1","","",""
"166","2018","Employed","Part Time","1","","",""
"166","2018","Employed","Not Working","","","",""
"167","2018","Not Employed","Full Time","","","",""
"167","2018","Not Employed","Part Time","","","",""
"167","2018","Not Employed","Not Working","","","",""
"167","2018","Employed","Full Time","","","",""
"167","2018","Employed","Part Time","","","",""
"167","2018","Employed","Not Working","","","",""
"168","2018","Not Employed","Full Time","","","",""
"168","2018","Not Employed","Part Time","","","",""
"168","2018","Not Employed","Not Working","3","","",""
"168","2018","Employed","Full Time","3","","",""
"168","2018","Employed","Part Time","1","","",""
"168","2018","Employed","Not Working","","","",""
"169","2018","Not Employed","Full Time","","","",""
"169","2018","Not Employed","Part Time","","","",""
"169","2018","Not Employed","Not Working","","","",""
"169","2018","Employed","Full Time","","","",""
"169","2018","Employed","Part Time","","","",""
"169","2018","Employed","Not Working","","","",""
"172","2018","Not Employed","Full Time","","","",""
"172","2018","Not Employed","Part Time","","","",""
"172","2018","Not Employed","Not Working","","","",""
"172","2018","Employed","Full Time","","","",""
"172","2018","Employed","Part Time","","","",""
"172","2018","Employed","Not Working","","","",""
"173","2018","Not Employed","Full Time","","","",""
"173","2018","Not Employed","Part Time","","","",""
"173","2018","Not Employed","Not Working","","","",""
"173","2018","Employed","Full Time","1","","",""
"173","2018","Employed","Part Time","","","",""
"173","2018","Employed","Not Working","","","",""
"178","2018","Not Employed","Full Time","","","",""
"178","2018","Not Employed","Part Time","","","",""
"178","2018","Not Employed","Not Working","","","",""
"178","2018","Employed","Full Time","","","",""
"178","2018","Employed","Part Time","","","",""
"178","2018","Employed","Not Working","","","",""
"181","2018","Not Employed","Full Time","","","",""
"181","2018","Not Employed","Part Time","","","",""
"181","2018","Not Employed","Not Working","","","",""
"181","2018","Employed","Full Time","","","",""
"181","2018","Employed","Part Time","","","",""
"181","2018","Employed","Not Working","","","",""
"183","2018","Not Employed","Full Time","","","",""
"183","2018","Not Employed","Part Time","","","",""
"183","2018","Not Employed","Not Working","","","",""
"183","2018","Employed","Full Time","","","",""
"183","2018","Employed","Part Time","","","",""
"183","2018","Employed","Not Working","","","",""
"188","2018","Not Employed","Full Time","","","",""
"188","2018","Not Employed","Part Time","","","",""
"188","2018","Not Employed","Not Working","13","","",""
"188","2018","Employed","Full Time","","","",""
"188","2018","Employed","Part Time","","","",""
"188","2018","Employed","Not Working","","","",""
"195","2018","Not Employed","Full Time","","","",""
"195","2018","Not Employed","Part Time","","","",""
"195","2018","Not Employed","Not Working","4","","",""
"195","2018","Employed","Full Time","","","",""
"195","2018","Employed","Part Time","","","",""
"195","2018","Employed","Not Working","","","",""
"196","2018","Not Employed","Full Time","","","",""
"196","2018","Not Employed","Part Time","","","",""
"196","2018","Not Employed","Not Working","","","",""
"196","2018","Employed","Full Time","","","",""
"196","2018","Employed","Part Time","","","",""
"196","2018","Employed","Not Working","","","",""
"999","2018","Not Employed","Full Time","","","",""
"999","2018","Not Employed","Part Time","","","",""
"999","2018","Not Employed","Not Working","","","",""
"999","2018","Employed","Full Time","","","",""
"999","2018","Employed","Part Time","","","",""
"999","2018","Employed","Not Working","","","",""
"1","2019","Not Employed","Full Time","","","",""
"1","2019","Not Employed","Part Time","","","",""
"1","2019","Not Employed","Not Working","7809","0.872445590841322","0.866372049061077","0.878519132621566"
"1","2019","Employed","Full Time","9691","0.887221455095607","0.881274392120762","0.893168518070451"
"1","2019","Employed","Part Time","6512","0.852634489163493","0.844748273959171","0.860520704367816"
"1","2019","Employed","Not Working","","","",""
"2","2019","Not Employed","Full Time","","","",""
"2","2019","Not Employed","Part Time","","","",""
"2","2019","Not Employed","Not Working","108","0.0184379818827884","0.0159886892624908","0.0208872745030861"
"2","2019","Employed","Full Time","110","0.0181133646102084","0.0156060806914824","0.0206206485289345"
"2","2019","Employed","Part Time","84","0.0235937123209912","0.0202169330520123","0.02697049158997"
"2","2019","Employed","Not Working","","","",""
"3","2019","Not Employed","Full Time","","","",""
"3","2019","Not Employed","Part Time","","","",""
"3","2019","Not Employed","Not Working","1","","",""
"3","2019","Employed","Full Time","","","",""
"3","2019","Employed","Part Time","","","",""
"3","2019","Employed","Not Working","","","",""
"4","2019","Not Employed","Full Time","","","",""
"4","2019","Not Employed","Part Time","","","",""
"4","2019","Not Employed","Not Working","25","","",""
"4","2019","Employed","Full Time","31","0.00302720245750299","0.00199435623815625","0.00406004867684972"
"4","2019","Employed","Part Time","30","0.00348812231620377","0.0021764470118193","0.00479979762058825"
"4","2019","Employed","Not Working","","","",""
"5","2019","Not Employed","Full Time","","","",""
"5","2019","Not Employed","Part Time","","","",""
"5","2019","Not Employed","Not Working","50","0.00924541900298929","0.00750292435350499","0.0109879136524736"
"5","2019","Employed","Full Time","65","0.00635543872842744","0.00486140096771695","0.00784947648913793"
"5","2019","Employed","Part Time","45","0.0138920770287343","0.0112881124952549","0.0164960415622137"
"5","2019","Employed","Not Working","","","",""
"6","2019","Not Employed","Full Time","","","",""
"6","2019","Not Employed","Part Time","","","",""
"6","2019","Not Employed","Not Working","15","","",""
"6","2019","Employed","Full Time","23","","",""
"6","2019","Employed","Part Time","17","","",""
"6","2019","Employed","Not Working","","","",""
"10","2019","Not Employed","Full Time","","","",""
"10","2019","Not Employed","Part Time","","","",""
