"pgnation","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"31","2011","1-pers.-HH","Urban Area","","","",""
"31","2011","1-pers.-HH","Rural Area","","","",""
"31","2011","(Married) couple without C. ","Urban Area","","","",""
"31","2011","(Married) couple without C. ","Rural Area","","","",""
"31","2011","Single parent ","Urban Area","1","","",""
"31","2011","Single parent ","Rural Area","1","","",""
"31","2011","Couple + C. LE 16 ","Urban Area","4","","",""
"31","2011","Couple + C. LE 16 ","Rural Area","3","","",""
"31","2011","Couple + C. GT 16 ","Urban Area","","","",""
"31","2011","Couple + C. GT 16 ","Rural Area","","","",""
"31","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"31","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"32","2011","1-pers.-HH","Urban Area","1","","",""
"32","2011","1-pers.-HH","Rural Area","","","",""
"32","2011","(Married) couple without C. ","Urban Area","8","","",""
"32","2011","(Married) couple without C. ","Rural Area","3","","",""
"32","2011","Single parent ","Urban Area","3","","",""
"32","2011","Single parent ","Rural Area","","","",""
"32","2011","Couple + C. LE 16 ","Urban Area","19","","",""
"32","2011","Couple + C. LE 16 ","Rural Area","7","","",""
"32","2011","Couple + C. GT 16 ","Urban Area","4","","",""
"32","2011","Couple + C. GT 16 ","Rural Area","","","",""
"32","2011","Couple + C. LE and GT 16","Urban Area","9","","",""
"32","2011","Couple + C. LE and GT 16","Rural Area","4","","",""
"34","2011","1-pers.-HH","Urban Area","","","",""
"34","2011","1-pers.-HH","Rural Area","","","",""
"34","2011","(Married) couple without C. ","Urban Area","1","","",""
"34","2011","(Married) couple without C. ","Rural Area","","","",""
"34","2011","Single parent ","Urban Area","","","",""
"34","2011","Single parent ","Rural Area","","","",""
"34","2011","Couple + C. LE 16 ","Urban Area","2","","",""
"34","2011","Couple + C. LE 16 ","Rural Area","1","","",""
"34","2011","Couple + C. GT 16 ","Urban Area","","","",""
"34","2011","Couple + C. GT 16 ","Rural Area","","","",""
"34","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"34","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"35","2011","1-pers.-HH","Urban Area","","","",""
"35","2011","1-pers.-HH","Rural Area","","","",""
"35","2011","(Married) couple without C. ","Urban Area","1","","",""
"35","2011","(Married) couple without C. ","Rural Area","","","",""
"35","2011","Single parent ","Urban Area","","","",""
"35","2011","Single parent ","Rural Area","","","",""
"35","2011","Couple + C. LE 16 ","Urban Area","1","","",""
"35","2011","Couple + C. LE 16 ","Rural Area","","","",""
"35","2011","Couple + C. GT 16 ","Urban Area","","","",""
"35","2011","Couple + C. GT 16 ","Rural Area","","","",""
"35","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"35","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"37","2011","1-pers.-HH","Urban Area","","","",""
"37","2011","1-pers.-HH","Rural Area","","","",""
"37","2011","(Married) couple without C. ","Urban Area","","","",""
"37","2011","(Married) couple without C. ","Rural Area","","","",""
"37","2011","Single parent ","Urban Area","","","",""
"37","2011","Single parent ","Rural Area","","","",""
"37","2011","Couple + C. LE 16 ","Urban Area","","","",""
"37","2011","Couple + C. LE 16 ","Rural Area","","","",""
"37","2011","Couple + C. GT 16 ","Urban Area","","","",""
"37","2011","Couple + C. GT 16 ","Rural Area","","","",""
"37","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"37","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"38","2011","1-pers.-HH","Urban Area","","","",""
"38","2011","1-pers.-HH","Rural Area","","","",""
"38","2011","(Married) couple without C. ","Urban Area","1","","",""
"38","2011","(Married) couple without C. ","Rural Area","1","","",""
"38","2011","Single parent ","Urban Area","","","",""
"38","2011","Single parent ","Rural Area","","","",""
"38","2011","Couple + C. LE 16 ","Urban Area","3","","",""
"38","2011","Couple + C. LE 16 ","Rural Area","","","",""
"38","2011","Couple + C. GT 16 ","Urban Area","1","","",""
"38","2011","Couple + C. GT 16 ","Rural Area","","","",""
"38","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"38","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"39","2011","1-pers.-HH","Urban Area","","","",""
"39","2011","1-pers.-HH","Rural Area","","","",""
"39","2011","(Married) couple without C. ","Urban Area","","","",""
"39","2011","(Married) couple without C. ","Rural Area","","","",""
"39","2011","Single parent ","Urban Area","","","",""
"39","2011","Single parent ","Rural Area","","","",""
"39","2011","Couple + C. LE 16 ","Urban Area","","","",""
"39","2011","Couple + C. LE 16 ","Rural Area","","","",""
"39","2011","Couple + C. GT 16 ","Urban Area","","","",""
"39","2011","Couple + C. GT 16 ","Rural Area","","","",""
"39","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"39","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"40","2011","1-pers.-HH","Urban Area","","","",""
"40","2011","1-pers.-HH","Rural Area","","","",""
"40","2011","(Married) couple without C. ","Urban Area","2","","",""
"40","2011","(Married) couple without C. ","Rural Area","","","",""
"40","2011","Single parent ","Urban Area","","","",""
"40","2011","Single parent ","Rural Area","","","",""
"40","2011","Couple + C. LE 16 ","Urban Area","2","","",""
"40","2011","Couple + C. LE 16 ","Rural Area","1","","",""
"40","2011","Couple + C. GT 16 ","Urban Area","","","",""
"40","2011","Couple + C. GT 16 ","Rural Area","","","",""
"40","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"40","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"41","2011","1-pers.-HH","Urban Area","","","",""
"41","2011","1-pers.-HH","Rural Area","","","",""
"41","2011","(Married) couple without C. ","Urban Area","","","",""
"41","2011","(Married) couple without C. ","Rural Area","","","",""
"41","2011","Single parent ","Urban Area","","","",""
"41","2011","Single parent ","Rural Area","","","",""
"41","2011","Couple + C. LE 16 ","Urban Area","1","","",""
"41","2011","Couple + C. LE 16 ","Rural Area","","","",""
"41","2011","Couple + C. GT 16 ","Urban Area","","","",""
"41","2011","Couple + C. GT 16 ","Rural Area","","","",""
"41","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"41","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"42","2011","1-pers.-HH","Urban Area","","","",""
"42","2011","1-pers.-HH","Rural Area","","","",""
"42","2011","(Married) couple without C. ","Urban Area","","","",""
"42","2011","(Married) couple without C. ","Rural Area","1","","",""
"42","2011","Single parent ","Urban Area","","","",""
"42","2011","Single parent ","Rural Area","","","",""
"42","2011","Couple + C. LE 16 ","Urban Area","3","","",""
"42","2011","Couple + C. LE 16 ","Rural Area","3","","",""
"42","2011","Couple + C. GT 16 ","Urban Area","","","",""
"42","2011","Couple + C. GT 16 ","Rural Area","","","",""
"42","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"42","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"43","2011","1-pers.-HH","Urban Area","","","",""
"43","2011","1-pers.-HH","Rural Area","","","",""
"43","2011","(Married) couple without C. ","Urban Area","","","",""
"43","2011","(Married) couple without C. ","Rural Area","","","",""
"43","2011","Single parent ","Urban Area","","","",""
"43","2011","Single parent ","Rural Area","","","",""
"43","2011","Couple + C. LE 16 ","Urban Area","3","","",""
"43","2011","Couple + C. LE 16 ","Rural Area","1","","",""
"43","2011","Couple + C. GT 16 ","Urban Area","","","",""
"43","2011","Couple + C. GT 16 ","Rural Area","","","",""
"43","2011","Couple + C. LE and GT 16","Urban Area","3","","",""
"43","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"44","2011","1-pers.-HH","Urban Area","1","","",""
"44","2011","1-pers.-HH","Rural Area","","","",""
"44","2011","(Married) couple without C. ","Urban Area","3","","",""
"44","2011","(Married) couple without C. ","Rural Area","1","","",""
"44","2011","Single parent ","Urban Area","1","","",""
"44","2011","Single parent ","Rural Area","","","",""
"44","2011","Couple + C. LE 16 ","Urban Area","5","","",""
"44","2011","Couple + C. LE 16 ","Rural Area","3","","",""
"44","2011","Couple + C. GT 16 ","Urban Area","","","",""
"44","2011","Couple + C. GT 16 ","Rural Area","","","",""
"44","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"44","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"45","2011","1-pers.-HH","Urban Area","","","",""
"45","2011","1-pers.-HH","Rural Area","","","",""
"45","2011","(Married) couple without C. ","Urban Area","","","",""
"45","2011","(Married) couple without C. ","Rural Area","","","",""
"45","2011","Single parent ","Urban Area","","","",""
"45","2011","Single parent ","Rural Area","","","",""
"45","2011","Couple + C. LE 16 ","Urban Area","","","",""
"45","2011","Couple + C. LE 16 ","Rural Area","1","","",""
"45","2011","Couple + C. GT 16 ","Urban Area","","","",""
"45","2011","Couple + C. GT 16 ","Rural Area","","","",""
"45","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"45","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"46","2011","1-pers.-HH","Urban Area","","","",""
"46","2011","1-pers.-HH","Rural Area","","","",""
"46","2011","(Married) couple without C. ","Urban Area","","","",""
"46","2011","(Married) couple without C. ","Rural Area","","","",""
"46","2011","Single parent ","Urban Area","","","",""
"46","2011","Single parent ","Rural Area","","","",""
"46","2011","Couple + C. LE 16 ","Urban Area","","","",""
"46","2011","Couple + C. LE 16 ","Rural Area","","","",""
"46","2011","Couple + C. GT 16 ","Urban Area","","","",""
"46","2011","Couple + C. GT 16 ","Rural Area","","","",""
"46","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"46","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"47","2011","1-pers.-HH","Urban Area","","","",""
"47","2011","1-pers.-HH","Rural Area","","","",""
"47","2011","(Married) couple without C. ","Urban Area","","","",""
"47","2011","(Married) couple without C. ","Rural Area","","","",""
"47","2011","Single parent ","Urban Area","1","","",""
"47","2011","Single parent ","Rural Area","","","",""
"47","2011","Couple + C. LE 16 ","Urban Area","","","",""
"47","2011","Couple + C. LE 16 ","Rural Area","","","",""
"47","2011","Couple + C. GT 16 ","Urban Area","","","",""
"47","2011","Couple + C. GT 16 ","Rural Area","","","",""
"47","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"47","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"48","2011","1-pers.-HH","Urban Area","","","",""
"48","2011","1-pers.-HH","Rural Area","","","",""
"48","2011","(Married) couple without C. ","Urban Area","","","",""
"48","2011","(Married) couple without C. ","Rural Area","","","",""
"48","2011","Single parent ","Urban Area","","","",""
"48","2011","Single parent ","Rural Area","","","",""
"48","2011","Couple + C. LE 16 ","Urban Area","1","","",""
"48","2011","Couple + C. LE 16 ","Rural Area","","","",""
"48","2011","Couple + C. GT 16 ","Urban Area","","","",""
"48","2011","Couple + C. GT 16 ","Rural Area","","","",""
"48","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"48","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"49","2011","1-pers.-HH","Urban Area","","","",""
"49","2011","1-pers.-HH","Rural Area","","","",""
"49","2011","(Married) couple without C. ","Urban Area","","","",""
"49","2011","(Married) couple without C. ","Rural Area","","","",""
"49","2011","Single parent ","Urban Area","","","",""
"49","2011","Single parent ","Rural Area","","","",""
"49","2011","Couple + C. LE 16 ","Urban Area","3","","",""
"49","2011","Couple + C. LE 16 ","Rural Area","1","","",""
"49","2011","Couple + C. GT 16 ","Urban Area","","","",""
"49","2011","Couple + C. GT 16 ","Rural Area","","","",""
"49","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"49","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"50","2011","1-pers.-HH","Urban Area","","","",""
"50","2011","1-pers.-HH","Rural Area","","","",""
"50","2011","(Married) couple without C. ","Urban Area","","","",""
"50","2011","(Married) couple without C. ","Rural Area","","","",""
"50","2011","Single parent ","Urban Area","","","",""
"50","2011","Single parent ","Rural Area","","","",""
"50","2011","Couple + C. LE 16 ","Urban Area","1","","",""
"50","2011","Couple + C. LE 16 ","Rural Area","","","",""
"50","2011","Couple + C. GT 16 ","Urban Area","","","",""
"50","2011","Couple + C. GT 16 ","Rural Area","","","",""
"50","2011","Couple + C. LE and GT 16","Urban Area","1","","",""
"50","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"51","2011","1-pers.-HH","Urban Area","","","",""
"51","2011","1-pers.-HH","Rural Area","","","",""
"51","2011","(Married) couple without C. ","Urban Area","","","",""
"51","2011","(Married) couple without C. ","Rural Area","","","",""
"51","2011","Single parent ","Urban Area","","","",""
"51","2011","Single parent ","Rural Area","","","",""
"51","2011","Couple + C. LE 16 ","Urban Area","","","",""
"51","2011","Couple + C. LE 16 ","Rural Area","","","",""
"51","2011","Couple + C. GT 16 ","Urban Area","","","",""
"51","2011","Couple + C. GT 16 ","Rural Area","","","",""
"51","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"51","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"52","2011","1-pers.-HH","Urban Area","","","",""
"52","2011","1-pers.-HH","Rural Area","","","",""
"52","2011","(Married) couple without C. ","Urban Area","2","","",""
"52","2011","(Married) couple without C. ","Rural Area","1","","",""
"52","2011","Single parent ","Urban Area","","","",""
"52","2011","Single parent ","Rural Area","","","",""
"52","2011","Couple + C. LE 16 ","Urban Area","3","","",""
"52","2011","Couple + C. LE 16 ","Rural Area","","","",""
"52","2011","Couple + C. GT 16 ","Urban Area","","","",""
"52","2011","Couple + C. GT 16 ","Rural Area","","","",""
"52","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"52","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"53","2011","1-pers.-HH","Urban Area","","","",""
"53","2011","1-pers.-HH","Rural Area","","","",""
"53","2011","(Married) couple without C. ","Urban Area","","","",""
"53","2011","(Married) couple without C. ","Rural Area","","","",""
"53","2011","Single parent ","Urban Area","","","",""
"53","2011","Single parent ","Rural Area","","","",""
"53","2011","Couple + C. LE 16 ","Urban Area","","","",""
"53","2011","Couple + C. LE 16 ","Rural Area","","","",""
"53","2011","Couple + C. GT 16 ","Urban Area","","","",""
"53","2011","Couple + C. GT 16 ","Rural Area","","","",""
"53","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"53","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"54","2011","1-pers.-HH","Urban Area","","","",""
"54","2011","1-pers.-HH","Rural Area","","","",""
"54","2011","(Married) couple without C. ","Urban Area","","","",""
"54","2011","(Married) couple without C. ","Rural Area","","","",""
"54","2011","Single parent ","Urban Area","2","","",""
"54","2011","Single parent ","Rural Area","","","",""
"54","2011","Couple + C. LE 16 ","Urban Area","2","","",""
"54","2011","Couple + C. LE 16 ","Rural Area","1","","",""
"54","2011","Couple + C. GT 16 ","Urban Area","","","",""
"54","2011","Couple + C. GT 16 ","Rural Area","","","",""
"54","2011","Couple + C. LE and GT 16","Urban Area","","","",""
"54","2011","Couple + C. LE and GT 16","Rural Area","","","",""
"55","2011","1-pers.-HH","Urban Area","1","","",""
"55","2011","1-pers.-HH","Rural Area","","","",""
"55","2011","(Married) couple without C. ","Urban Area","","","",""
