"pgnation","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"116","2012","West Germany","Female","1","","",""
"116","2012","East Germany","Male","","","",""
"116","2012","East Germany","Female","","","",""
"117","2012","West Germany","Male","1","","",""
"117","2012","West Germany","Female","5","","",""
"117","2012","East Germany","Male","","","",""
"117","2012","East Germany","Female","","","",""
"118","2012","West Germany","Male","23","","",""
"118","2012","West Germany","Female","19","","",""
"118","2012","East Germany","Male","1","","",""
"118","2012","East Germany","Female","","","",""
"119","2012","West Germany","Male","21","","",""
"119","2012","West Germany","Female","40","0.00645654507951182","0.00502412594259448","0.00788896421642915"
"119","2012","East Germany","Male","","","",""
"119","2012","East Germany","Female","1","","",""
"120","2012","West Germany","Male","13","","",""
"120","2012","West Germany","Female","18","","",""
"120","2012","East Germany","Male","","","",""
"120","2012","East Germany","Female","","","",""
"121","2012","West Germany","Male","9","","",""
"121","2012","West Germany","Female","12","","",""
"121","2012","East Germany","Male","1","","",""
"121","2012","East Germany","Female","","","",""
"122","2012","West Germany","Male","3","","",""
"122","2012","West Germany","Female","5","","",""
"122","2012","East Germany","Male","","","",""
"122","2012","East Germany","Female","","","",""
"123","2012","West Germany","Male","3","","",""
"123","2012","West Germany","Female","6","","",""
"123","2012","East Germany","Male","","","",""
"123","2012","East Germany","Female","","","",""
"124","2012","West Germany","Male","","","",""
"124","2012","West Germany","Female","","","",""
"124","2012","East Germany","Male","","","",""
"124","2012","East Germany","Female","","","",""
"125","2012","West Germany","Male","","","",""
"125","2012","West Germany","Female","","","",""
"125","2012","East Germany","Male","","","",""
"125","2012","East Germany","Female","","","",""
"127","2012","West Germany","Male","","","",""
"127","2012","West Germany","Female","","","",""
"127","2012","East Germany","Male","","","",""
"127","2012","East Germany","Female","","","",""
"128","2012","West Germany","Male","","","",""
"128","2012","West Germany","Female","","","",""
"128","2012","East Germany","Male","","","",""
"128","2012","East Germany","Female","","","",""
"129","2012","West Germany","Male","","","",""
"129","2012","West Germany","Female","","","",""
"129","2012","East Germany","Male","","","",""
"129","2012","East Germany","Female","","","",""
"130","2012","West Germany","Male","3","","",""
"130","2012","West Germany","Female","4","","",""
"130","2012","East Germany","Male","","","",""
"130","2012","East Germany","Female","","","",""
"131","2012","West Germany","Male","","","",""
"131","2012","West Germany","Female","","","",""
"131","2012","East Germany","Male","","","",""
"131","2012","East Germany","Female","","","",""
"132","2012","West Germany","Male","","","",""
"132","2012","West Germany","Female","5","","",""
"132","2012","East Germany","Male","","","",""
"132","2012","East Germany","Female","","","",""
"133","2012","West Germany","Male","","","",""
"133","2012","West Germany","Female","","","",""
"133","2012","East Germany","Male","","","",""
"133","2012","East Germany","Female","","","",""
"135","2012","West Germany","Male","","","",""
"135","2012","West Germany","Female","","","",""
"135","2012","East Germany","Male","","","",""
"135","2012","East Germany","Female","","","",""
"138","2012","West Germany","Male","","","",""
"138","2012","West Germany","Female","","","",""
"138","2012","East Germany","Male","","","",""
"138","2012","East Germany","Female","","","",""
"139","2012","West Germany","Male","1","","",""
"139","2012","West Germany","Female","1","","",""
"139","2012","East Germany","Male","1","","",""
"139","2012","East Germany","Female","","","",""
"140","2012","West Germany","Male","22","","",""
"140","2012","West Germany","Female","22","","",""
"140","2012","East Germany","Male","1","","",""
"140","2012","East Germany","Female","1","","",""
"141","2012","West Germany","Male","","","",""
"141","2012","West Germany","Female","","","",""
"141","2012","East Germany","Male","","","",""
"141","2012","East Germany","Female","","","",""
"142","2012","West Germany","Male","","","",""
"142","2012","West Germany","Female","","","",""
"142","2012","East Germany","Male","","","",""
"142","2012","East Germany","Female","","","",""
"143","2012","West Germany","Male","","","",""
"143","2012","West Germany","Female","2","","",""
"143","2012","East Germany","Male","","","",""
"143","2012","East Germany","Female","","","",""
"144","2012","West Germany","Male","2","","",""
"144","2012","West Germany","Female","1","","",""
"144","2012","East Germany","Male","","","",""
"144","2012","East Germany","Female","","","",""
"145","2012","West Germany","Male","","","",""
"145","2012","West Germany","Female","","","",""
"145","2012","East Germany","Male","","","",""
"145","2012","East Germany","Female","","","",""
"146","2012","West Germany","Male","1","","",""
"146","2012","West Germany","Female","4","","",""
"146","2012","East Germany","Male","","","",""
"146","2012","East Germany","Female","","","",""
"147","2012","West Germany","Male","","","",""
"147","2012","West Germany","Female","","","",""
"147","2012","East Germany","Male","","","",""
"147","2012","East Germany","Female","","","",""
"148","2012","West Germany","Male","","","",""
"148","2012","West Germany","Female","","","",""
"148","2012","East Germany","Male","","","",""
"148","2012","East Germany","Female","","","",""
"149","2012","West Germany","Male","","","",""
"149","2012","West Germany","Female","1","","",""
"149","2012","East Germany","Male","","","",""
"149","2012","East Germany","Female","","","",""
"151","2012","West Germany","Male","","","",""
"151","2012","West Germany","Female","","","",""
"151","2012","East Germany","Male","","","",""
"151","2012","East Germany","Female","","","",""
"152","2012","West Germany","Male","4","","",""
"152","2012","West Germany","Female","4","","",""
"152","2012","East Germany","Male","","","",""
"152","2012","East Germany","Female","","","",""
"154","2012","West Germany","Male","","","",""
"154","2012","West Germany","Female","1","","",""
"154","2012","East Germany","Male","1","","",""
"154","2012","East Germany","Female","","","",""
"155","2012","West Germany","Male","","","",""
"155","2012","West Germany","Female","","","",""
"155","2012","East Germany","Male","","","",""
"155","2012","East Germany","Female","","","",""
"156","2012","West Germany","Male","","","",""
"156","2012","West Germany","Female","","","",""
"156","2012","East Germany","Male","","","",""
"156","2012","East Germany","Female","","","",""
"158","2012","West Germany","Male","","","",""
"158","2012","West Germany","Female","","","",""
"158","2012","East Germany","Male","","","",""
"158","2012","East Germany","Female","","","",""
"162","2012","West Germany","Male","","","",""
"162","2012","West Germany","Female","","","",""
"162","2012","East Germany","Male","","","",""
"162","2012","East Germany","Female","","","",""
"164","2012","West Germany","Male","","","",""
"164","2012","West Germany","Female","","","",""
"164","2012","East Germany","Male","","","",""
"164","2012","East Germany","Female","","","",""
"165","2012","West Germany","Male","25","","",""
"165","2012","West Germany","Female","29","","",""
"165","2012","East Germany","Male","","","",""
"165","2012","East Germany","Female","","","",""
"166","2012","West Germany","Male","2","","",""
"166","2012","West Germany","Female","1","","",""
"166","2012","East Germany","Male","","","",""
"166","2012","East Germany","Female","","","",""
"167","2012","West Germany","Male","1","","",""
"167","2012","West Germany","Female","","","",""
"167","2012","East Germany","Male","","","",""
"167","2012","East Germany","Female","","","",""
"168","2012","West Germany","Male","2","","",""
"168","2012","West Germany","Female","1","","",""
"168","2012","East Germany","Male","","","",""
"168","2012","East Germany","Female","","","",""
"169","2012","West Germany","Male","","","",""
"169","2012","West Germany","Female","1","","",""
"169","2012","East Germany","Male","","","",""
"169","2012","East Germany","Female","","","",""
"172","2012","West Germany","Male","","","",""
"172","2012","West Germany","Female","","","",""
"172","2012","East Germany","Male","","","",""
"172","2012","East Germany","Female","","","",""
"173","2012","West Germany","Male","1","","",""
"173","2012","West Germany","Female","","","",""
"173","2012","East Germany","Male","","","",""
"173","2012","East Germany","Female","","","",""
"178","2012","West Germany","Male","","","",""
"178","2012","West Germany","Female","","","",""
"178","2012","East Germany","Male","","","",""
"178","2012","East Germany","Female","","","",""
"181","2012","West Germany","Male","","","",""
"181","2012","West Germany","Female","","","",""
"181","2012","East Germany","Male","","","",""
"181","2012","East Germany","Female","","","",""
"183","2012","West Germany","Male","","","",""
"183","2012","West Germany","Female","","","",""
"183","2012","East Germany","Male","","","",""
"183","2012","East Germany","Female","","","",""
"188","2012","West Germany","Male","","","",""
"188","2012","West Germany","Female","","","",""
"188","2012","East Germany","Male","","","",""
"188","2012","East Germany","Female","","","",""
"195","2012","West Germany","Male","","","",""
"195","2012","West Germany","Female","","","",""
"195","2012","East Germany","Male","","","",""
"195","2012","East Germany","Female","","","",""
"196","2012","West Germany","Male","","","",""
"196","2012","West Germany","Female","","","",""
"196","2012","East Germany","Male","","","",""
"196","2012","East Germany","Female","","","",""
"999","2012","West Germany","Male","","","",""
"999","2012","West Germany","Female","","","",""
"999","2012","East Germany","Male","","","",""
"999","2012","East Germany","Female","","","",""
"1","2013","West Germany","Male","9793","0.898417892889319","0.892887376369728","0.90394840940891"
"1","2013","West Germany","Female","11554","0.89896316945413","0.893900471992978","0.904025866915282"
"1","2013","East Germany","Male","2755","0.984253955597419","0.979681034818368","0.98882687637647"
"1","2013","East Germany","Female","3261","0.979916126371885","0.975195774717957","0.984636478025813"
"2","2013","West Germany","Male","364","0.0241621059365033","0.0213510200131783","0.0269731918598284"
"2","2013","West Germany","Female","338","0.0209396568792163","0.0185344043546734","0.0233449094037593"
