"transab_cat","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","2003","Hesse","East Germany","","","","","2"
"Low transfer dependency","2003","Rhineland-Palatinate,Saarland","West Germany","71","0.0604252483659427","0.0476149132322868","0.0732355834995986","2"
"Low transfer dependency","2003","North Rhine-Westphalia","East Germany","","","","","2"
"Low transfer dependency","2003","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Low transfer dependency","2003","Baden-Württemberg","West Germany","131","0.0450443286775004","0.0371537419567534","0.0529349153982475","2"
"Low transfer dependency","2003","Baden-Württemberg","East Germany","","","","","2"
"Low transfer dependency","2003","Bavaria","West Germany","145","0.041660882413475","0.0346213857997314","0.0487003790272186","2"
"Low transfer dependency","2003","Bavaria","East Germany","","","","","2"
"Low transfer dependency","2003","Berlin","West Germany","29","","","","2"
"Low transfer dependency","2003","Berlin","East Germany","30","0.0877908374015328","0.0590335159542278","0.116548158848838","2"
"Low transfer dependency","2003","Brandenburg","West Germany","","","","","2"
"Low transfer dependency","2003","Brandenburg","East Germany","103","0.114765003650684","0.0943017748747902","0.135228232426577","2"
"Low transfer dependency","2003","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"Low transfer dependency","2003","Mecklenburg-Western Pomerania","East Germany","52","0.0967474417001813","0.0712658140966677","0.122229069303695","2"
"Low transfer dependency","2003","Saxony","West Germany","","","","","2"
"Low transfer dependency","2003","Saxony","East Germany","189","0.125084536794533","0.108782956408391","0.141386117180675","2"
"Low transfer dependency","2003","Saxony-Anhalt","West Germany","","","","","2"
"Low transfer dependency","2003","Saxony-Anhalt","East Germany","92","0.106290304117993","0.0863636035443526","0.126217004691633","2"
"Low transfer dependency","2003","Thuringia","West Germany","","","","","2"
"Low transfer dependency","2003","Thuringia","East Germany","113","0.101484791221021","0.0821499106788203","0.120819671763222","2"
"No transfer dependency","2003","Hesse","West Germany","643","0.502202590066684","0.476729418319584","0.527675761813783","0"
"No transfer dependency","2003","Hesse","East Germany","","","","","0"
"No transfer dependency","2003","Rhineland-Palatinate,Saarland","West Germany","522","0.443511002620177","0.416801482164658","0.470220523075695","0"
"No transfer dependency","2003","Schleswig-Holstein","West Germany","307","0.49878220593366","0.460780246977345","0.536784164889975","0"
"No transfer dependency","2003","Schleswig-Holstein","East Germany","","","","","0"
"No transfer dependency","2003","Hamburg","West Germany","139","0.546351790678836","0.489540733773486","0.603162847584187","0"
"No transfer dependency","2003","Hamburg","East Germany","","","","","0"
"No transfer dependency","2003","Lower Saxony","West Germany","775","0.460906108245613","0.438468975266113","0.483343241225113","0"
"No transfer dependency","2003","Lower Saxony","East Germany","","","","","0"
"No transfer dependency","2003","Bremen","West Germany","75","0.51857975165184","0.44390843286699","0.59325107043669","0"
"No transfer dependency","2003","Bremen","East Germany","","","","","0"
"No transfer dependency","2003","North Rhine-Westphalia","West Germany","1965","0.481725476163624","0.467362380404994","0.496088571922254","0"
"No transfer dependency","2003","North Rhine-Westphalia","East Germany","","","","","0"
"No transfer dependency","2003","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"No transfer dependency","2003","Baden-Württemberg","West Germany","1041","0.477601589988787","0.458598184427786","0.496604995549789","0"
"No transfer dependency","2003","Baden-Württemberg","East Germany","","","","","0"
"No transfer dependency","2003","Bavaria","West Germany","1330","0.514361983316357","0.496754043956958","0.531969922675757","0"
"No transfer dependency","2003","Bavaria","East Germany","","","","","0"
"No transfer dependency","2003","Berlin","West Germany","199","0.470859777229973","0.424483138387538","0.517236416072408","0"
"No transfer dependency","2003","Berlin","East Germany","135","0.395077196355765","0.345398798550167","0.444755594161363","0"
"No transfer dependency","2003","Brandenburg","West Germany","","","","","0"
"No transfer dependency","2003","Brandenburg","East Germany","335","0.393737731024458","0.362370663253513","0.425104798795403","0"
"No transfer dependency","2003","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"No transfer dependency","2003","Mecklenburg-Western Pomerania","East Germany","184","0.422885312075936","0.380301436537614","0.465469187614258","0"
"No transfer dependency","2003","Saxony","West Germany","","","","","0"
"No transfer dependency","2003","Saxony","East Germany","571","0.421442177763426","0.397109649582291","0.445774705944561","0"
"No transfer dependency","2003","Saxony-Anhalt","West Germany","","","","","0"
"No transfer dependency","2003","Saxony-Anhalt","East Germany","323","0.42319214703945","0.391249219403762","0.455135074675139","0"
"No transfer dependency","2003","Thuringia","West Germany","","","","","0"
"No transfer dependency","2003","Thuringia","East Germany","322","0.443205911906423","0.411398496877359","0.475013326935488","0"
"Very high transfer dependency","2003","Schleswig-Holstein","East Germany","","","","","4"
"Very high transfer dependency","2003","Hamburg","West Germany","1","","","","4"
"Very high transfer dependency","2003","Hamburg","East Germany","","","","","4"
"Very high transfer dependency","2003","Lower Saxony","West Germany","20","","","","4"
"Very high transfer dependency","2003","Lower Saxony","East Germany","","","","","4"
"Very high transfer dependency","2003","Bremen","East Germany","","","","","4"
"Very high transfer dependency","2003","North Rhine-Westphalia","West Germany","47","0.0144029356429193","0.0109780700806138","0.0178278012052248","4"
"Very high transfer dependency","2003","North Rhine-Westphalia","East Germany","","","","","4"
"Very high transfer dependency","2003","Hesse","West Germany","14","","","","4"
"Very high transfer dependency","2003","Schleswig-Holstein","West Germany","9","","","","4"
"Very high transfer dependency","2003","Bremen","West Germany","4","","","","4"
"Very high transfer dependency","2003","Hesse","East Germany","","","","","4"
"Very high transfer dependency","2003","Rhineland-Palatinate,Saarland","West Germany","21","","","","4"
"Very high transfer dependency","2003","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Very high transfer dependency","2003","Baden-Württemberg","West Germany","10","","","","4"
"Very high transfer dependency","2003","Baden-Württemberg","East Germany","","","","","4"
"Very high transfer dependency","2003","Bavaria","West Germany","16","","","","4"
"Very high transfer dependency","2003","Bavaria","East Germany","","","","","4"
"Very high transfer dependency","2003","Berlin","West Germany","8","","","","4"
"Very high transfer dependency","2003","Berlin","East Germany","13","","","","4"
"Very high transfer dependency","2003","Brandenburg","West Germany","","","","","4"
"Very high transfer dependency","2003","Brandenburg","East Germany","20","","","","4"
"Very high transfer dependency","2003","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Very high transfer dependency","2003","Mecklenburg-Western Pomerania","East Germany","17","","","","4"
"Very high transfer dependency","2003","Saxony","West Germany","","","","","4"
"Very high transfer dependency","2003","Saxony","East Germany","38","0.0283945964981489","0.0202098042014354","0.0365793887948624","4"
"Very high transfer dependency","2003","Saxony-Anhalt","West Germany","","","","","4"
"Very high transfer dependency","2003","Saxony-Anhalt","East Germany","19","","","","4"
"Very high transfer dependency","2003","Thuringia","West Germany","","","","","4"
"Very high transfer dependency","2003","Thuringia","East Germany","35","0.0477998396962976","0.0341396842710914","0.0614599951215038","4"
"Very low transfer dependency","2003","Schleswig-Holstein","West Germany","286","0.382578252231535","0.345638977079012","0.419517527384058","1"
"Very low transfer dependency","2003","Schleswig-Holstein","East Germany","","","","","1"
"Very low transfer dependency","2003","Hamburg","West Germany","146","0.400919739609705","0.344994441499731","0.456845037719679","1"
"Very low transfer dependency","2003","Hamburg","East Germany","","","","","1"
"Very low transfer dependency","2003","Lower Saxony","West Germany","939","0.434370954967762","0.412059640135885","0.456682269799639","1"
"Very low transfer dependency","2003","Lower Saxony","East Germany","","","","","1"
"Very low transfer dependency","2003","Bremen","West Germany","64","0.274574579658645","0.207876947491462","0.341272211825829","1"
"Very low transfer dependency","2003","Bremen","East Germany","","","","","1"
"Very low transfer dependency","2003","North Rhine-Westphalia","West Germany","2297","0.416016572518473","0.401848071847188","0.430185073189757","1"
"Very low transfer dependency","2003","North Rhine-Westphalia","East Germany","","","","","1"
"Very low transfer dependency","2003","Hesse","West Germany","741","0.416462895472062","0.391347522700522","0.441578268243602","1"
"Very low transfer dependency","2003","Hesse","East Germany","","","","","1"
"Very low transfer dependency","2003","Rhineland-Palatinate,Saarland","West Germany","682","0.444300002724907","0.417585693063614","0.4710143123862","1"
"Very low transfer dependency","2003","Rhineland-Palatinate,Saarland","East Germany","","","","","1"
"Very low transfer dependency","2003","Baden-Württemberg","West Germany","1429","0.45664059081981","0.437689749968855","0.475591431670766","1"
"Very low transfer dependency","2003","Baden-Württemberg","East Germany","","","","","1"
"Very low transfer dependency","2003","Bavaria","West Germany","1547","0.415803363651757","0.398439703002666","0.433167024300849","1"
"Very low transfer dependency","2003","Bavaria","East Germany","","","","","1"
"Very low transfer dependency","2003","Berlin","West Germany","173","0.327203166463276","0.283609961055047","0.370796371871505","1"
"Very low transfer dependency","2003","Berlin","East Germany","169","0.415681595153041","0.365599579222633","0.465763611083449","1"
"Very low transfer dependency","2003","Brandenburg","West Germany","","","","","1"
"Very low transfer dependency","2003","Mecklenburg-Western Pomerania","East Germany","235","0.3623649774418","0.320930486340227","0.403799468543373","1"
"Very low transfer dependency","2003","Saxony","West Germany","","","","","1"
"Very low transfer dependency","2003","Brandenburg","East Germany","424","0.408800899528639","0.377239014134114","0.440362784923164","1"
"Very low transfer dependency","2003","Mecklenburg-Western Pomerania","West Germany","","","","","1"
"Very low transfer dependency","2003","Saxony","East Germany","697","0.363035446373782","0.339339339523126","0.386731553224437","1"
