"transab_cat","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2017","1-pers.-HH","Male","176","0.0788322038980935","0.0674494516429141","0.0902149561532728","1"
"Very low transfer dependency","2017","Couple + C. LE and GT 16","Female","1006","0.838075835708813","0.818461394733534","0.857690276684091","1"
"Complete transfer dependency","2018","1-pers.-HH","Male","480","0.0674158025901638","0.0574992940456397","0.0773323111346879","5"
"Complete transfer dependency","2018","1-pers.-HH","Female","121","0.0253785423681597","0.0190049497414957","0.0317521349948237","5"
"Complete transfer dependency","2018","(Married) couple without C. ","Male","60","0.00435617645168107","0.00231271534271174","0.00639963756065039","5"
"Complete transfer dependency","2018","(Married) couple without C. ","Female","45","0.00394001951146159","0.00201517267301042","0.00586486634991277","5"
"Complete transfer dependency","2018","Single parent ","Male","64","0.0400176475076808","0.0254876043225432","0.0545476906928183","5"
"Complete transfer dependency","2018","Single parent ","Female","238","0.0554870228230912","0.0451304603097851","0.0658435853363973","5"
"Complete transfer dependency","2018","Couple + C. LE 16 ","Male","559","0.0197209883317521","0.0150098667444918","0.0244321099190123","5"
"Complete transfer dependency","2018","Couple + C. LE 16 ","Female","451","0.0207253039300769","0.0159811161587946","0.0254694917013592","5"
"Complete transfer dependency","2018","Couple + C. GT 16 ","Male","35","0.00275403515176718","0.000178906774868511","0.00532916352866584","5"
"Complete transfer dependency","2018","Couple + C. GT 16 ","Female","29","","","","5"
"Complete transfer dependency","2018","Couple + C. LE and GT 16","Male","201","0.0223846317201637","0.0147120243583417","0.0300572390819857","5"
"Complete transfer dependency","2018","Couple + C. LE and GT 16","Female","163","0.0170959634974953","0.0102788689337344","0.0239130580612562","5"
"High transfer dependency","2018","1-pers.-HH","Female","82","0.023982583385966","0.0177823256131544","0.0301828411587777","3"
"High transfer dependency","2018","(Married) couple without C. ","Male","68","0.0133451042403907","0.00978465116829068","0.0169055573124908","3"
"High transfer dependency","2018","(Married) couple without C. ","Female","76","0.0150488648431789","0.0113080737150434","0.0187896559713145","3"
"High transfer dependency","2018","Single parent ","Male","56","0.064583636662925","0.0463625936783566","0.0828046796474935","3"
"High transfer dependency","2018","Single parent ","Female","212","0.0886669907707901","0.0758071529995194","0.101526828542061","3"
"High transfer dependency","2018","Couple + C. LE 16 ","Male","159","0.0259498037833728","0.0205628551927378","0.0313367523740079","3"
"High transfer dependency","2018","Couple + C. LE 16 ","Female","173","0.029374669241451","0.0237516256220335","0.0349977128608685","3"
"High transfer dependency","2018","Couple + C. GT 16 ","Male","47","0.0190783913090767","0.0123563523044258","0.0258004303137276","3"
"High transfer dependency","2018","1-pers.-HH","Male","155","0.049735977693177","0.0411380976218651","0.0583338577644889","3"
"High transfer dependency","2018","Couple + C. GT 16 ","Female","38","0.0142907135353111","0.00841613867103309","0.0201652883995891","3"
"High transfer dependency","2018","Couple + C. LE and GT 16","Male","92","0.0427667190123591","0.032272603295849","0.0532608347288692","3"
"High transfer dependency","2018","Couple + C. LE and GT 16","Female","87","0.0528401567494434","0.0410751913224872","0.0646051221763996","3"
"Low transfer dependency","2018","Single parent ","Male","88","0.0953157442908775","0.0735466509735547","0.1170848376082","2"
"Low transfer dependency","2018","Single parent ","Female","247","0.115541041530054","0.101079222043246","0.130002861016862","2"
"Low transfer dependency","2018","Couple + C. LE 16 ","Female","319","0.098875568466702","0.0889353477368077","0.108815789196596","2"
"Low transfer dependency","2018","Couple + C. GT 16 ","Male","65","0.0364519152835503","0.0272429704022742","0.0456608601648264","2"
"Low transfer dependency","2018","Couple + C. GT 16 ","Female","63","0.0379037596966292","0.0284517215516709","0.0473557978415874","2"
"Low transfer dependency","2018","Couple + C. LE and GT 16","Male","126","0.0763960805912919","0.0626188346872712","0.0901733264953125","2"
"Low transfer dependency","2018","Couple + C. LE 16 ","Male","273","0.0782899328601704","0.0691879660296926","0.0873918996906481","2"
"Low transfer dependency","2018","1-pers.-HH","Male","162","0.0421840177449361","0.0342343510569889","0.0501336844328833","2"
"Low transfer dependency","2018","1-pers.-HH","Female","109","0.04053057220386","0.0325388584830671","0.0485222859246529","2"
"Low transfer dependency","2018","(Married) couple without C. ","Male","108","0.0281971394331946","0.0230608054466904","0.0333334734196987","2"
"Low transfer dependency","2018","(Married) couple without C. ","Female","105","0.0242010300872936","0.0194792979116691","0.0289227622629181","2"
"Low transfer dependency","2018","Couple + C. LE and GT 16","Female","125","0.0910848671504998","0.0759533752445799","0.10621635905642","2"
"No transfer dependency","2018","1-pers.-HH","Male","1376","0.739666259657771","0.722311562357808","0.757020956957734","0"
"No transfer dependency","2018","1-pers.-HH","Female","1721","0.806009128936756","0.789984292441175","0.822033965432336","0"
"No transfer dependency","2018","(Married) couple without C. ","Male","3254","0.83808346419756","0.826653341802445","0.849513586592676","0"
"No transfer dependency","2018","(Married) couple without C. ","Female","3322","0.839552449126475","0.828275419830506","0.850829478422444","0"
"No transfer dependency","2018","Couple + C. LE and GT 16","Female","3","","","","0"
"No transfer dependency","2018","Single parent ","Male","94","0.206010443953054","0.176028380628952","0.235992507277156","0"
"No transfer dependency","2018","Single parent ","Female","116","0.107983776181672","0.093943308096081","0.122024244267264","0"
"No transfer dependency","2018","Couple + C. LE 16 ","Male","40","0.0113045310290449","0.00772239008477653","0.0148866719733133","0"
"No transfer dependency","2018","Couple + C. LE 16 ","Female","33","0.0111448370036582","0.00764891002552078","0.0146407639817957","0"
"No transfer dependency","2018","Couple + C. GT 16 ","Male","324","0.260389031262406","0.238825195482442","0.28195286704237","0"
"No transfer dependency","2018","Couple + C. GT 16 ","Female","273","0.21660171081061","0.19621264571134","0.23699077590988","0"
"No transfer dependency","2018","Couple + C. LE and GT 16","Male","3","","","","0"
"Very high transfer dependency","2018","1-pers.-HH","Male","102","0.0362563953603152","0.0288636290801168","0.0436491616405136","4"
"Very high transfer dependency","2018","1-pers.-HH","Female","71","0.0210396095253099","0.0152234758715424","0.0268557431790773","4"
"Very high transfer dependency","2018","Couple + C. GT 16 ","Female","14","","","","4"
"Very high transfer dependency","2018","Couple + C. LE and GT 16","Male","80","0.0269248839866028","0.0185296251411627","0.0353201428320428","4"
"Very high transfer dependency","2018","(Married) couple without C. ","Male","36","0.00563482364561023","0.00331222183315672","0.00795742545806373","4"
"Very high transfer dependency","2018","(Married) couple without C. ","Female","31","0.00533394880480053","0.00309591153105437","0.00757198607854669","4"
"Very high transfer dependency","2018","Single parent ","Male","37","0.0319244479107135","0.0188920051201265","0.0449568907013005","4"
"Very high transfer dependency","2018","Single parent ","Female","167","0.0809477936331415","0.0686085495922701","0.093287037674013","4"
"Very high transfer dependency","2018","Couple + C. LE 16 ","Male","216","0.0176570446904153","0.0131945706948636","0.022119518685967","4"
"Very high transfer dependency","2018","Couple + C. LE 16 ","Female","143","0.0130810534147389","0.0092973137113625","0.0168647931181153","4"
"Very high transfer dependency","2018","Couple + C. GT 16 ","Male","22","","","","4"
"Very high transfer dependency","2018","Couple + C. LE and GT 16","Female","54","0.0210282317777438","0.0134828115907596","0.028573651964728","4"
"Very low transfer dependency","2018","Couple + C. LE 16 ","Male","2099","0.847077699305245","0.834882689367783","0.859272709242706","1"
"Very low transfer dependency","2018","Couple + C. LE 16 ","Female","2345","0.826798567943373","0.814196705159287","0.839400430727459","1"
"Very low transfer dependency","2018","Couple + C. GT 16 ","Male","1098","0.6680413364597","0.644901692464533","0.691180980454868","1"
"Very low transfer dependency","2018","1-pers.-HH","Female","235","0.0830595635799486","0.0718755325032555","0.0942435946566418","1"
"Very low transfer dependency","2018","(Married) couple without C. ","Male","464","0.110383292031563","0.100659967535636","0.120106616527491","1"
"Very low transfer dependency","2018","(Married) couple without C. ","Female","490","0.111923687626791","0.102236663205672","0.121610712047909","1"
"Very low transfer dependency","2018","Single parent ","Male","360","0.562148079674749","0.525369199810809","0.598926959538689","1"
"Very low transfer dependency","2018","Single parent ","Female","897","0.551373375061251","0.528873434421477","0.573873315701025","1"
"Very low transfer dependency","2018","Couple + C. GT 16 ","Female","1151","0.720985731982664","0.698785802076219","0.743185661889108","1"
"Very low transfer dependency","2018","Couple + C. LE and GT 16","Male","926","0.831404365788054","0.811985972184175","0.850822759391934","1"
"Very low transfer dependency","2018","Couple + C. LE and GT 16","Female","957","0.816151216842837","0.795780202044727","0.836522231640947","1"
"Very low transfer dependency","2018","1-pers.-HH","Male","181","0.0647415469536371","0.0550097897099523","0.0744733041973219","1"
"Complete transfer dependency","2019","1-pers.-HH","Male","355","0.0640179715302259","0.0544148923439532","0.0736210507164985","5"
"Complete transfer dependency","2019","1-pers.-HH","Female","117","0.0243255317622351","0.0180795260592747","0.0305715374651954","5"
"Complete transfer dependency","2019","(Married) couple without C. ","Male","56","0.00349298974960779","0.00174933975328183","0.00523663974593376","5"
"Complete transfer dependency","2019","(Married) couple without C. ","Female","49","0.00352184299895867","0.00172959751866958","0.00531408847924776","5"
"Complete transfer dependency","2019","Single parent ","Male","55","0.0207404451860097","0.00996534292746643","0.0315155474445529","5"
"Complete transfer dependency","2019","Single parent ","Female","234","0.0453019183133082","0.0354363376518665","0.0551674989747499","5"
"Complete transfer dependency","2019","Couple + C. LE 16 ","Male","526","0.0252505853755548","0.0198832217393132","0.0306179490117965","5"
"Complete transfer dependency","2019","Couple + C. LE 16 ","Female","428","0.0248498105583865","0.019476426651198","0.030223194465575","5"
"Complete transfer dependency","2019","Couple + C. GT 16 ","Male","33","0.00187165668431817","-0.000235027185233915","0.00397834055387025","5"
"Complete transfer dependency","2019","Couple + C. GT 16 ","Female","29","","","","5"
"Complete transfer dependency","2019","Couple + C. LE and GT 16","Male","238","0.0202294836062609","0.0130521116152608","0.0274068555972609","5"
"Complete transfer dependency","2019","Couple + C. LE and GT 16","Female","192","0.0188109552522325","0.0117347856303652","0.0258871248740997","5"
"High transfer dependency","2019","1-pers.-HH","Female","72","0.0209845959118096","0.0151734229377779","0.0267957688858414","3"
"High transfer dependency","2019","(Married) couple without C. ","Male","64","0.0130395365273046","0.0096867844985769","0.0163922885560323","3"
"High transfer dependency","2019","(Married) couple without C. ","Female","67","0.0140401737744706","0.0104806290198479","0.0175997185290933","3"
"High transfer dependency","2019","Single parent ","Male","53","0.0666620340168888","0.0478028802696866","0.085521187764091","3"
"High transfer dependency","2019","Single parent ","Female","163","0.0846555668388984","0.071450172829221","0.0978609608485757","3"
