"transab_cat","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Complete transfer dependency","2002","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","2002","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","2002","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Complete transfer dependency","2002","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No transfer dependency","2003","lower secondary degree","(0) in school","","","",""
"No transfer dependency","2003","lower secondary degree","(1a) inadequately completed","","","",""
"No transfer dependency","2003","lower secondary degree","(1b) general elementary school","910","0.57806658751012","0.554801191460517","0.601331983559723"
"No transfer dependency","2003","lower secondary degree","(1c) basic vocational qualification","3147","0.591047745757975","0.578460031701445","0.603635459814504"
"No transfer dependency","2003","lower secondary degree","(2b) intermediate general qualification","","","",""
"No transfer dependency","2003","lower secondary degree","(2a) intermediate vocational","5","","",""
"No transfer dependency","2003","lower secondary degree","(2c_gen) general maturity certificate","2","","",""
"No transfer dependency","2003","lower secondary degree","(2c_voc) vocational maturity certificate","6","","",""
"No transfer dependency","2003","lower secondary degree","(3a) lower tertiary education","97","0.701900834679824","0.628206264065266","0.775595405294382"
"No transfer dependency","2003","lower secondary degree","(3b) higher tertiary education","27","","",""
"No transfer dependency","2003","secondary school degree","(0) in school","","","",""
"No transfer dependency","2003","secondary school degree","(1a) inadequately completed","","","",""
"No transfer dependency","2003","secondary school degree","(1b) general elementary school","","","",""
"No transfer dependency","2003","secondary school degree","(1c) basic vocational qualification","","","",""
"No transfer dependency","2003","secondary school degree","(2b) intermediate general qualification","102","0.227734924657503","0.194644409735305","0.260825439579701"
"No transfer dependency","2003","secondary school degree","(2a) intermediate vocational","1749","0.406507978813798","0.392955571449275","0.42006038617832"
"No transfer dependency","2003","secondary school degree","(2c_gen) general maturity certificate","1","","",""
"No transfer dependency","2003","secondary school degree","(2c_voc) vocational maturity certificate","21","","",""
"No transfer dependency","2003","secondary school degree","(3a) lower tertiary education","186","0.412449870279386","0.370380765748909","0.454518974809863"
"No transfer dependency","2003","secondary school degree","(3b) higher tertiary education","54","0.592283980185685","0.502077124207917","0.682490836163453"
"No transfer dependency","2003","college entrance qualification","(0) in school","","","",""
"No transfer dependency","2003","college entrance qualification","(1a) inadequately completed","","","",""
"No transfer dependency","2003","college entrance qualification","(1b) general elementary school","","","",""
"No transfer dependency","2003","college entrance qualification","(1c) basic vocational qualification","","","",""
"No transfer dependency","2003","college entrance qualification","(2b) intermediate general qualification","","","",""
"No transfer dependency","2003","college entrance qualification","(2a) intermediate vocational","","","",""
"No transfer dependency","2003","college entrance qualification","(2c_gen) general maturity certificate","169","0.300764837148542","0.26835251987181","0.333177154425273"
"No transfer dependency","2003","college entrance qualification","(2c_voc) vocational maturity certificate","519","0.470450520637233","0.443534743006148","0.497366298268317"
"No transfer dependency","2003","college entrance qualification","(3a) lower tertiary education","419","0.509514635413108","0.478592278197274","0.540436992628941"
"No transfer dependency","2003","college entrance qualification","(3b) higher tertiary education","906","0.487960728573676","0.467416164439652","0.5085052927077"
"No transfer dependency","2003","Other degree","(0) in school","","","",""
"No transfer dependency","2003","Other degree","(1a) inadequately completed","","","",""
"No transfer dependency","2003","Other degree","(1b) general elementary school","138","0.324278678232027","0.278745487682289","0.369811868781765"
"No transfer dependency","2003","Other degree","(1c) basic vocational qualification","148","0.385155189850463","0.337466133571817","0.43284424612911"
"No transfer dependency","2003","Other degree","(2b) intermediate general qualification","","","",""
"No transfer dependency","2003","Other degree","(2a) intermediate vocational","","","",""
"No transfer dependency","2003","Other degree","(2c_gen) general maturity certificate","12","","",""
"No transfer dependency","2003","Other degree","(2c_voc) vocational maturity certificate","43","0.225762461953903","0.160572230098344","0.290952693809463"
"No transfer dependency","2003","Other degree","(3a) lower tertiary education","5","","",""
"No transfer dependency","2003","Other degree","(3b) higher tertiary education","49","0.321838958853593","0.251194325427964","0.392483592279222"
"No transfer dependency","2003","no degree/no degree yet","(0) in school","4","","",""
"No transfer dependency","2003","no degree/no degree yet","(1a) inadequately completed","109","0.434065756128235","0.375486683319248","0.492644828937223"
"No transfer dependency","2003","no degree/no degree yet","(1b) general elementary school","","","",""
"No transfer dependency","2003","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"No transfer dependency","2003","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"No transfer dependency","2003","no degree/no degree yet","(2a) intermediate vocational","","","",""
"No transfer dependency","2003","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"No transfer dependency","2003","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"No transfer dependency","2003","no degree/no degree yet","(3a) lower tertiary education","","","",""
"No transfer dependency","2003","no degree/no degree yet","(3b) higher tertiary education","1","","",""
