"transab_cat","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","1995","Couple + C. LE 16 ","East Germany","692","0.754914313325376","0.726446369608205","0.783382257042546","1"
"Very low transfer dependency","1995","Couple + C. GT 16 ","West Germany","758","0.463093699753291","0.438706664452569","0.487480735054013","1"
"Very low transfer dependency","1995","Couple + C. GT 16 ","East Germany","428","0.61123223904611","0.574566414836789","0.64789806325543","1"
"Very low transfer dependency","1995","Couple + C. LE and GT 16","West Germany","756","0.927991604479403","0.910298470934993","0.945684738023813","1"
"Very low transfer dependency","1995","Couple + C. LE and GT 16","East Germany","293","0.814958464861089","0.775496475968952","0.854420453753226","1"
"Complete transfer dependency","1996","1-pers.-HH","West Germany","20","","","","5"
"Complete transfer dependency","1996","1-pers.-HH","East Germany","8","","","","5"
"Complete transfer dependency","1996","(Married) couple without C. ","West Germany","12","","","","5"
"Complete transfer dependency","1996","(Married) couple without C. ","East Germany","6","","","","5"
"Complete transfer dependency","1996","Single parent ","West Germany","19","","","","5"
"Complete transfer dependency","1996","Single parent ","East Germany","1","","","","5"
"Complete transfer dependency","1996","Couple + C. LE 16 ","West Germany","22","","","","5"
"Complete transfer dependency","1996","Couple + C. LE 16 ","East Germany","","","","","5"
"Complete transfer dependency","1996","Couple + C. GT 16 ","West Germany","3","","","","5"
"Complete transfer dependency","1996","Couple + C. GT 16 ","East Germany","","","","","5"
"Complete transfer dependency","1996","Couple + C. LE and GT 16","West Germany","4","","","","5"
"Complete transfer dependency","1996","Couple + C. LE and GT 16","East Germany","","","","","5"
"High transfer dependency","1996","1-pers.-HH","West Germany","17","","","","3"
"High transfer dependency","1996","1-pers.-HH","East Germany","9","","","","3"
"High transfer dependency","1996","(Married) couple without C. ","West Germany","31","0.0136413046300676","0.00907510157669745","0.0182075076834377","3"
"High transfer dependency","1996","(Married) couple without C. ","East Germany","38","0.0334693159265721","0.0224585533199919","0.0444800785331523","3"
"High transfer dependency","1996","Single parent ","West Germany","28","","","","3"
"High transfer dependency","1996","Single parent ","East Germany","8","","","","3"
"High transfer dependency","1996","Couple + C. LE 16 ","West Germany","35","0.0139871989612072","0.0089572172584028","0.0190171806640115","3"
"High transfer dependency","1996","Couple + C. LE 16 ","East Germany","28","","","","3"
"High transfer dependency","1996","Couple + C. GT 16 ","West Germany","21","","","","3"
"High transfer dependency","1996","Couple + C. GT 16 ","East Germany","32","0.0454694472821818","0.0294905702402911","0.0614483243240726","3"
"High transfer dependency","1996","Couple + C. LE and GT 16","East Germany","18","","","","3"
"High transfer dependency","1996","Couple + C. LE and GT 16","West Germany","15","","","","3"
"Low transfer dependency","1996","1-pers.-HH","West Germany","33","0.0197051178203002","0.0115690760355795","0.0278411596050209","2"
"Low transfer dependency","1996","(Married) couple without C. ","East Germany","99","0.107708508300108","0.0887298922484796","0.126687124351736","2"
"Low transfer dependency","1996","1-pers.-HH","East Germany","10","","","","2"
"Low transfer dependency","1996","(Married) couple without C. ","West Germany","80","0.0247772151074889","0.018658108874291","0.0308963213406868","2"
"Low transfer dependency","1996","Single parent ","West Germany","15","","","","2"
"Low transfer dependency","1996","Single parent ","East Germany","26","","","","2"
"Low transfer dependency","1996","Couple + C. LE 16 ","West Germany","83","0.0360180361251342","0.0280370929029893","0.0439989793472791","2"
"Low transfer dependency","1996","Couple + C. LE 16 ","East Germany","134","0.192231608062099","0.164874212032866","0.219589004091332","2"
"Low transfer dependency","1996","Couple + C. GT 16 ","West Germany","98","0.0561198434024301","0.0446952254296847","0.0675444613751755","2"
"Low transfer dependency","1996","Couple + C. GT 16 ","East Germany","87","0.130222411552493","0.104409412009148","0.156035411095839","2"
"Low transfer dependency","1996","Couple + C. LE and GT 16","West Germany","36","0.0424094169893571","0.0284274674735259","0.0563913665051883","2"
"Low transfer dependency","1996","Couple + C. LE and GT 16","East Germany","44","0.146523044887943","0.111693374445081","0.181352715330806","2"
"No transfer dependency","1996","1-pers.-HH","West Germany","946","0.854845975293311","0.834225258320551","0.875466692266071","0"
"No transfer dependency","1996","1-pers.-HH","East Germany","260","0.776660749498902","0.732585047614746","0.820736451383058","0"
"No transfer dependency","1996","(Married) couple without C. ","West Germany","2060","0.841538594705665","0.827163570045482","0.855913619365847","0"
"No transfer dependency","1996","(Married) couple without C. ","East Germany","659","0.649637434754077","0.620430866655936","0.678844002852217","0"
"No transfer dependency","1996","Single parent ","West Germany","165","0.339014831472474","0.29653389244869","0.381495770496257","0"
"No transfer dependency","1996","Single parent ","East Germany","39","0.249868107629706","0.184595799896556","0.315140415362855","0"
"No transfer dependency","1996","Couple + C. LE 16 ","West Germany","40","0.0167990733216073","0.0112945013459063","0.0223036452973084","0"
"No transfer dependency","1996","Couple + C. LE 16 ","East Germany","2","","","","0"
"No transfer dependency","1996","Couple + C. GT 16 ","West Germany","654","0.413646780473866","0.389200121474319","0.438093439473412","0"
"No transfer dependency","1996","Couple + C. GT 16 ","East Germany","137","0.216563087373151","0.184970460918363","0.248155713827938","0"
"No transfer dependency","1996","Couple + C. LE and GT 16","West Germany","9","","","","0"
"No transfer dependency","1996","Couple + C. LE and GT 16","East Germany","","","","","0"
"Very high transfer dependency","1996","1-pers.-HH","West Germany","14","","","","4"
"Very high transfer dependency","1996","(Married) couple without C. ","West Germany","26","","","","4"
"Very high transfer dependency","1996","(Married) couple without C. ","East Germany","32","0.0280066218552785","0.0179059985383515","0.0381072451722056","4"
"Very high transfer dependency","1996","Couple + C. LE 16 ","West Germany","19","","","","4"
"Very high transfer dependency","1996","Couple + C. LE 16 ","East Germany","4","","","","4"
"Very high transfer dependency","1996","1-pers.-HH","East Germany","12","","","","4"
"Very high transfer dependency","1996","Single parent ","West Germany","15","","","","4"
"Very high transfer dependency","1996","Single parent ","East Germany","13","","","","4"
"Very high transfer dependency","1996","Couple + C. LE and GT 16","West Germany","10","","","","4"
"Very high transfer dependency","1996","Couple + C. LE and GT 16","East Germany","10","","","","4"
"Very high transfer dependency","1996","Couple + C. GT 16 ","West Germany","19","","","","4"
"Very high transfer dependency","1996","Couple + C. GT 16 ","East Germany","3","","","","4"
"Very low transfer dependency","1996","1-pers.-HH","West Germany","91","0.0846686300694076","0.0683720781530165","0.100965181985799","1"
"Very low transfer dependency","1996","1-pers.-HH","East Germany","44","0.107587990868006","0.0747961624654842","0.140379819270527","1"
"Very low transfer dependency","1996","(Married) couple without C. ","West Germany","270","0.10532975075383","0.093245579988227","0.117413921519432","1"
"Very low transfer dependency","1996","(Married) couple without C. ","East Germany","191","0.175623326844037","0.152329539552281","0.198917114135792","1"
"Very low transfer dependency","1996","Single parent ","West Germany","235","0.510188153164236","0.46532717602713","0.555049130301342","1"
"Very low transfer dependency","1996","Single parent ","East Germany","82","0.452170276894133","0.377132745165022","0.527207808623243","1"
"Very low transfer dependency","1996","Couple + C. LE 16 ","West Germany","1895","0.918740271301191","0.907037362706258","0.930443179896124","1"
"Very low transfer dependency","1996","Couple + C. LE 16 ","East Germany","629","0.765475957866389","0.736060311678187","0.794891604054592","1"
"Very low transfer dependency","1996","Couple + C. GT 16 ","West Germany","764","0.508896332924466","0.484080647074222","0.53371201877471","1"
"Very low transfer dependency","1996","Couple + C. GT 16 ","East Germany","394","0.605094633161788","0.567601678313609","0.642587588009968","1"
"Very low transfer dependency","1996","Couple + C. LE and GT 16","West Germany","724","0.914905626625294","0.895546524233067","0.934264729017521","1"
"Very low transfer dependency","1996","Couple + C. LE and GT 16","East Germany","324","0.784663510819919","0.744177867871746","0.825149153768092","1"
"Complete transfer dependency","1997","1-pers.-HH","West Germany","22","","","","5"
"Complete transfer dependency","1997","1-pers.-HH","East Germany","5","","","","5"
"Complete transfer dependency","1997","(Married) couple without C. ","West Germany","15","","","","5"
"Complete transfer dependency","1997","(Married) couple without C. ","East Germany","4","","","","5"
"Complete transfer dependency","1997","Single parent ","West Germany","16","","","","5"
"Complete transfer dependency","1997","Single parent ","East Germany","5","","","","5"
"Complete transfer dependency","1997","Couple + C. LE 16 ","West Germany","16","","","","5"
"Complete transfer dependency","1997","Couple + C. LE 16 ","East Germany","2","","","","5"
"Complete transfer dependency","1997","Couple + C. GT 16 ","West Germany","2","","","","5"
"Complete transfer dependency","1997","Couple + C. GT 16 ","East Germany","","","","","5"
"Complete transfer dependency","1997","Couple + C. LE and GT 16","West Germany","5","","","","5"
"Complete transfer dependency","1997","Couple + C. LE and GT 16","East Germany","2","","","","5"
"High transfer dependency","1997","1-pers.-HH","West Germany","23","","","","3"
"High transfer dependency","1997","1-pers.-HH","East Germany","9","","","","3"
"High transfer dependency","1997","(Married) couple without C. ","West Germany","27","","","","3"
"High transfer dependency","1997","(Married) couple without C. ","East Germany","59","0.045912154017304","0.0332467699786249","0.0585775380559831","3"
"High transfer dependency","1997","Single parent ","West Germany","17","","","","3"
"High transfer dependency","1997","Single parent ","East Germany","19","","","","3"
"High transfer dependency","1997","Couple + C. LE 16 ","West Germany","39","0.0126741735153451","0.00789090085296164","0.0174574461777285","3"
"High transfer dependency","1997","Couple + C. LE 16 ","East Germany","31","0.0677363558228321","0.0490133603638108","0.0864593512818533","3"
"High transfer dependency","1997","Couple + C. GT 16 ","West Germany","20","","","","3"
"High transfer dependency","1997","Couple + C. GT 16 ","East Germany","16","","","","3"
"High transfer dependency","1997","Couple + C. LE and GT 16","East Germany","12","","","","3"
