"transab_cat","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"Complete transfer dependency","2018","Part Time","Male","","","","","5"
"Complete transfer dependency","2018","Part Time","Female","","","","","5"
"Complete transfer dependency","2018","Not Working","Male","1515","0.078698987016278","0.0714626557251418","0.0859353183074142","5"
"Complete transfer dependency","2018","Not Working","Female","1131","0.0425169993677871","0.0374817295445647","0.0475522691910096","5"
"High transfer dependency","2018","Full Time","Male","95","0.00847629118758682","0.00622552378216674","0.0107270585930069","3"
"High transfer dependency","2018","Full Time","Female","28","","","","3"
"High transfer dependency","2018","Part Time","Male","255","0.0766659668541696","0.065897412666675","0.0874345210416643","3"
"High transfer dependency","2018","Part Time","Female","262","0.0305328919249867","0.0259618065576657","0.0351039772923077","3"
"High transfer dependency","2018","Not Working","Male","271","0.0361855186657552","0.0311667495071692","0.0412042878243412","3"
"High transfer dependency","2018","Not Working","Female","427","0.039258770723283","0.0344120558535894","0.0441054855929766","3"
"Low transfer dependency","2018","Part Time","Male","287","0.089245466922041","0.0777064071952649","0.100784526648817","2"
"Low transfer dependency","2018","Not Working","Female","465","0.0620684311689915","0.0560470396094446","0.0680898227285384","2"
"Low transfer dependency","2018","Full Time","Female","85","0.0136733811962616","0.00987614318024426","0.0174706192122789","2"
"Low transfer dependency","2018","Full Time","Male","307","0.0309649603833222","0.026712099890832","0.0352178208758124","2"
"Low transfer dependency","2018","Part Time","Female","464","0.0710514606712705","0.0642256984449827","0.0778772228975582","2"
"Low transfer dependency","2018","Not Working","Male","278","0.0502868717768044","0.0444139174065413","0.0561598261470675","2"
"No transfer dependency","2018","Full Time","Male","2355","0.511795542326809","0.499523262437601","0.524067822216017","0"
"No transfer dependency","2018","Full Time","Female","1725","0.609633252194676","0.593682167742965","0.625584336646387","0"
"No transfer dependency","2018","Part Time","Male","757","0.441112125558078","0.421015945688385","0.461208305427771","0"
"No transfer dependency","2018","Part Time","Female","1351","0.373440700125044","0.360588995459238","0.386292404790851","0"
"No transfer dependency","2018","Not Working","Male","2091","0.619514912865568","0.606467398064564","0.632562427666572","0"
"No transfer dependency","2018","Not Working","Female","2471","0.630791392655434","0.618747837763791","0.642834947547077","0"
"Very high transfer dependency","2018","Full Time","Male","25","","","","4"
"Very high transfer dependency","2018","Part Time","Female","113","0.0179379324814516","0.0144115900485366","0.0214642749143667","4"
"Very high transfer dependency","2018","Not Working","Male","328","0.0338305168296565","0.028971884114236","0.0386891495450771","4"
"Very high transfer dependency","2018","Part Time","Male","183","0.0410583451636191","0.0330272738892769","0.0490894164379613","4"
"Very high transfer dependency","2018","Not Working","Female","403","0.028272460331606","0.024135989504147","0.032408931159065","4"
"Very high transfer dependency","2018","Full Time","Female","9","","","","4"
"Very low transfer dependency","2018","Full Time","Male","3591","0.447236773068954","0.435029618150153","0.459443927987756","1"
"Very low transfer dependency","2018","Full Time","Female","1746","0.367585463162646","0.351820260117141","0.383350666208152","1"
"Very low transfer dependency","2018","Part Time","Female","3252","0.507037014797247","0.493754025882243","0.52032000371225","1"
"Very low transfer dependency","2018","Not Working","Male","836","0.181483192845938","0.171125450530913","0.191840935160963","1"
"Very low transfer dependency","2018","Part Time","Male","863","0.351918095502092","0.33258896071438","0.371247230289805","1"
"Very low transfer dependency","2018","Not Working","Female","1271","0.197091945752898","0.187164368980578","0.207019522525219","1"
"Complete transfer dependency","2019","Full Time","Male","","","","","5"
"Complete transfer dependency","2019","Full Time","Female","","","","","5"
"Complete transfer dependency","2019","Part Time","Male","","","","","5"
"Complete transfer dependency","2019","Part Time","Female","","","","","5"
"Complete transfer dependency","2019","Not Working","Male","1341","0.0719777756209241","0.0647859048252754","0.0791696464165728","5"
"Complete transfer dependency","2019","Not Working","Female","1106","0.0403251764190598","0.0353127559459704","0.0453375968921492","5"
"High transfer dependency","2019","Full Time","Male","100","0.00787212413627907","0.00580523801121304","0.00993901026134509","3"
"High transfer dependency","2019","Full Time","Female","32","0.00433597638331921","0.00221741656388469","0.00645453620275372","3"
"High transfer dependency","2019","Part Time","Male","263","0.0725538647211908","0.0621973364962557","0.0829103929461259","3"
"High transfer dependency","2019","Part Time","Female","200","0.0274293061838332","0.0229946949266273","0.0318639174410391","3"
"High transfer dependency","2019","Not Working","Male","198","0.0377283590297723","0.0324262789952169","0.0430304390643278","3"
"High transfer dependency","2019","Not Working","Female","341","0.0375751908468407","0.0327297721728284","0.0424206095208531","3"
"Low transfer dependency","2019","Part Time","Male","229","0.099191658097885","0.0872574571999291","0.111125858995841","2"
"Low transfer dependency","2019","Full Time","Male","291","0.0310791098837809","0.0270206131336985","0.0351376066338633","2"
"Low transfer dependency","2019","Full Time","Female","103","0.0213387055720756","0.0166791863092079","0.0259982248349432","2"
"Low transfer dependency","2019","Not Working","Female","417","0.0653656762538139","0.0590678155778715","0.0716635369297562","2"
"Low transfer dependency","2019","Part Time","Female","394","0.0727414194834744","0.0656899623410516","0.0797928766258972","2"
"Low transfer dependency","2019","Not Working","Male","251","0.0588852000149674","0.0523344978170746","0.0654359022128603","2"
"No transfer dependency","2019","Full Time","Male","2813","0.513702765080982","0.502013327706425","0.525392202455538","0"
"No transfer dependency","2019","Full Time","Female","1808","0.611230861268736","0.595513146699968","0.626948575837504","0"
"No transfer dependency","2019","Part Time","Male","853","0.43560744245858","0.415811423802267","0.455403461114893","0"
"No transfer dependency","2019","Part Time","Female","1429","0.357238600226597","0.344228170602284","0.37024902985091","0"
"No transfer dependency","2019","Not Working","Male","2136","0.61747092571366","0.603946963183212","0.630994888244109","0"
"No transfer dependency","2019","Not Working","Female","2452","0.6314536375349","0.619161876581992","0.643745398487809","0"
"Very high transfer dependency","2019","Full Time","Male","28","","","","4"
"Very high transfer dependency","2019","Part Time","Female","102","0.0145207843306919","0.0112728568291314","0.0177687118322524","4"
"Very high transfer dependency","2019","Not Working","Male","193","0.0340807040834731","0.0290319039612981","0.0391295042056482","4"
"Very high transfer dependency","2019","Part Time","Male","222","0.0373764720723609","0.0298034894711286","0.0449494546735932","4"
"Very high transfer dependency","2019","Not Working","Female","328","0.0270644163976417","0.0229297670531711","0.0311990657421123","4"
"Very high transfer dependency","2019","Full Time","Female","6","","","","4"
"Very low transfer dependency","2019","Full Time","Male","3791","0.44607744320017","0.434451815428648","0.457703070971692","1"
"Very low transfer dependency","2019","Full Time","Female","1746","0.361480742328071","0.345990063402997","0.376971421253145","1"
"Very low transfer dependency","2019","Part Time","Female","3086","0.528069889775404","0.514515745611921","0.541624033938887","1"
"Very low transfer dependency","2019","Not Working","Male","842","0.179857035537203","0.169169637735334","0.190544433339071","1"
"Very low transfer dependency","2019","Not Working","Female","1273","0.198215902547743","0.188058205108281","0.208373599987206","1"
"Very low transfer dependency","2019","Part Time","Male","843","0.355270562649984","0.336162883877132","0.374378241422835","1"
