"transab_cat","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Complete transfer dependency","2017","indirect migration background","Rural Area","7","","","","5"
"High transfer dependency","2017","direct migration background","Urban Area","344","0.0636082817560663","0.0567714112054495","0.0704451523066832","3"
"High transfer dependency","2017","no migration background","Rural Area","204","0.0179743670197096","0.0150590264943586","0.0208897075450606","3"
"High transfer dependency","2017","indirect migration background","Rural Area","21","","","","3"
"High transfer dependency","2017","no migration background","Urban Area","309","0.0208112183083083","0.0183073101637005","0.023315126452916","3"
"High transfer dependency","2017","direct migration background","Rural Area","135","0.0428136600508745","0.033561425143504","0.0520658949582451","3"
"High transfer dependency","2017","indirect migration background","Urban Area","86","0.0588340956410125","0.0468130617963127","0.0708551294857123","3"
"Low transfer dependency","2017","direct migration background","Urban Area","411","0.0829195880487374","0.0751944896574998","0.090644686439975","2"
"Low transfer dependency","2017","direct migration background","Rural Area","176","0.107035976372602","0.092906076155586","0.121165876589619","2"
"Low transfer dependency","2017","no migration background","Urban Area","564","0.0358329884157029","0.0325727146119967","0.039093262219409","2"
"Low transfer dependency","2017","no migration background","Rural Area","534","0.0510778230213808","0.0462468727966608","0.0559087732461008","2"
"Low transfer dependency","2017","indirect migration background","Rural Area","36","0.100266291765394","0.0678602793911235","0.132672304139665","2"
"Low transfer dependency","2017","indirect migration background","Urban Area","163","0.0918310814910877","0.0770783528989898","0.106583810083186","2"
"No transfer dependency","2017","no migration background","Urban Area","5785","0.587940181933295","0.579306756742567","0.596573607124022","0"
"No transfer dependency","2017","no migration background","Rural Area","3572","0.566198299775708","0.55532325683663","0.577073342714786","0"
"No transfer dependency","2017","direct migration background","Urban Area","885","0.375202063459205","0.361638489329182","0.388765637589229","0"
"No transfer dependency","2017","direct migration background","Rural Area","337","0.428330007133144","0.405713831148146","0.450946183118141","0"
"No transfer dependency","2017","indirect migration background","Urban Area","304","0.326229373271969","0.302279029369172","0.350179717174766","0"
"No transfer dependency","2017","indirect migration background","Rural Area","54","0.375481062296404","0.323234472807692","0.427727651785116","0"
"Very high transfer dependency","2017","no migration background","Urban Area","171","0.0119893511092532","0.0100803108912252","0.0138983913272812","4"
"Very high transfer dependency","2017","direct migration background","Rural Area","106","0.0332365616191449","0.0250438931696434","0.0414292300686464","4"
"Very high transfer dependency","2017","indirect migration background","Urban Area","77","0.048363741132619","0.0374042694087416","0.0593232128564963","4"
"Very high transfer dependency","2017","direct migration background","Urban Area","333","0.0429427404930692","0.0372635611680167","0.0486219198181217","4"
"Very high transfer dependency","2017","no migration background","Rural Area","116","0.0128302148382245","0.0103606867712431","0.015299742905206","4"
"Very high transfer dependency","2017","indirect migration background","Rural Area","6","","","","4"
"Very low transfer dependency","2017","no migration background","Urban Area","5531","0.33198526554429","0.323725098100444","0.340245432988136","1"
"Very low transfer dependency","2017","no migration background","Rural Area","3456","0.337229965417414","0.32685598111777","0.347603949717057","1"
"Very low transfer dependency","2017","direct migration background","Rural Area","577","0.304641009633004","0.28360535913787","0.325676660128138","1"
"Very low transfer dependency","2017","indirect migration background","Urban Area","803","0.443605314800975","0.418225757472938","0.468984872129012","1"
"Very low transfer dependency","2017","indirect migration background","Rural Area","206","0.457868304084376","0.404113929795405","0.511622678373347","1"
"Very low transfer dependency","2017","direct migration background","Urban Area","1627","0.383639592243537","0.370017280329941","0.397261904157133","1"
"Complete transfer dependency","2018","no migration background","Urban Area","120","0.0100434675719473","0.00826408091000492","0.0118228542338898","5"
"Complete transfer dependency","2018","no migration background","Rural Area","83","0.0110390943210708","0.00869417717693903","0.0133840114652025","5"
"Complete transfer dependency","2018","direct migration background","Urban Area","1763","0.0659005807124291","0.0595054383142366","0.0722957231106216","5"
"Complete transfer dependency","2018","direct migration background","Rural Area","638","0.0690159915242468","0.0578621817469794","0.0801698013015143","5"
"Complete transfer dependency","2018","indirect migration background","Urban Area","35","0.0355458705856025","0.0260025544496486","0.0450891867215565","5"
"Complete transfer dependency","2018","indirect migration background","Rural Area","7","","","","5"
"High transfer dependency","2018","direct migration background","Urban Area","516","0.0504227530667649","0.0447826443621997","0.0560628617713301","3"
"High transfer dependency","2018","indirect migration background","Urban Area","124","0.0622664518097148","0.0498118246635679","0.0747210789558617","3"
"High transfer dependency","2018","direct migration background","Rural Area","170","0.0840705778716808","0.071860166985841","0.0962809887575206","3"
"High transfer dependency","2018","no migration background","Urban Area","287","0.0178978288675783","0.015531914954056","0.0202637427811006","3"
"High transfer dependency","2018","indirect migration background","Rural Area","25","","","","3"
"High transfer dependency","2018","no migration background","Rural Area","216","0.0233565351543506","0.0199669741805054","0.0267460961281958","3"
"Low transfer dependency","2018","direct migration background","Urban Area","478","0.0834364223773907","0.0763084143197468","0.0905644304350345","2"
"Low transfer dependency","2018","direct migration background","Rural Area","174","0.0779207370079369","0.0661260095381499","0.089715464477724","2"
"Low transfer dependency","2018","no migration background","Rural Area","474","0.0495496349225966","0.0446793298246415","0.0544199400205517","2"
"Low transfer dependency","2018","no migration background","Urban Area","570","0.0372044163211405","0.0338269990521698","0.0405818335901113","2"
"Low transfer dependency","2018","indirect migration background","Urban Area","151","0.0689413372985144","0.0558828666010427","0.0819998079959861","2"
"Low transfer dependency","2018","indirect migration background","Rural Area","39","0.0795091260651347","0.05066828147219","0.108349970658079","2"
"No transfer dependency","2018","no migration background","Urban Area","5662","0.586794459656992","0.57800734086814","0.595581578445844","0"
"No transfer dependency","2018","no migration background","Rural Area","3468","0.573579144525886","0.56248006118804","0.584678227863732","0"
"No transfer dependency","2018","direct migration background","Urban Area","935","0.383006632973852","0.370476593402354","0.395536672545351","0"
"No transfer dependency","2018","direct migration background","Rural Area","334","0.41792138303835","0.396218602634331","0.43962416344237","0"
"No transfer dependency","2018","indirect migration background","Rural Area","68","0.392813872679617","0.340749088843895","0.444878656515339","0"
"No transfer dependency","2018","indirect migration background","Urban Area","283","0.309198601884491","0.285377639176555","0.333019564592427","0"
"Very high transfer dependency","2018","no migration background","Urban Area","173","0.0107492117601323","0.008909024842346","0.0125893986779186","4"
"Very high transfer dependency","2018","direct migration background","Rural Area","140","0.0395504109668796","0.0309743068486752","0.048126515085084","4"
"Very high transfer dependency","2018","indirect migration background","Urban Area","47","0.0331167107083354","0.0238936605846648","0.042339760832006","4"
"Very high transfer dependency","2018","direct migration background","Urban Area","576","0.0471536197593116","0.0416900309083956","0.0526172086102276","4"
"Very high transfer dependency","2018","indirect migration background","Rural Area","7","","","","4"
"Very high transfer dependency","2018","no migration background","Rural Area","118","0.0141006337384168","0.0114545302364249","0.0167467372404087","4"
"Very low transfer dependency","2018","no migration background","Rural Area","3268","0.328374957337679","0.317835465469669","0.33891444920569","1"
"Very low transfer dependency","2018","indirect migration background","Urban Area","806","0.490931027713342","0.465164108315763","0.516697947110921","1"
"Very low transfer dependency","2018","no migration background","Urban Area","5251","0.337310615822209","0.328873569400966","0.345747662243452","1"
"Very low transfer dependency","2018","direct migration background","Rural Area","528","0.311520899590906","0.291142680276069","0.331899118905742","1"
"Very low transfer dependency","2018","indirect migration background","Rural Area","192","0.435444106217126","0.382586264993251","0.488301947441002","1"
"Very low transfer dependency","2018","direct migration background","Urban Area","1514","0.370079991110251","0.357634857840809","0.382525124379693","1"
"Complete transfer dependency","2019","no migration background","Urban Area","102","0.00755080247377115","0.00597077258602029","0.00913083236152201","5"
"Complete transfer dependency","2019","no migration background","Rural Area","81","0.0132919684423839","0.0107177548557993","0.0158661820289684","5"
"Complete transfer dependency","2019","direct migration background","Urban Area","1602","0.066972744167972","0.0600314181629496","0.0739140701729945","5"
"Complete transfer dependency","2019","direct migration background","Rural Area","520","0.0595086929515575","0.0486962252038035","0.0703211606993115","5"
"Complete transfer dependency","2019","indirect migration background","Urban Area","34","0.017906178771015","0.0106891896543822","0.0251231678876478","5"
"Complete transfer dependency","2019","indirect migration background","Rural Area","4","","","","5"
"High transfer dependency","2019","no migration background","Urban Area","214","0.0168122330201162","0.0144655980491664","0.0191588679910661","3"
"High transfer dependency","2019","no migration background","Rural Area","185","0.0211700431538461","0.0179343294099895","0.0244057568977028","3"
"High transfer dependency","2019","direct migration background","Urban Area","403","0.0543104107897915","0.048017347821758","0.0606034737578251","3"
"High transfer dependency","2019","direct migration background","Rural Area","184","0.0542944495633291","0.0439379518722584","0.0646509472543998","3"
"High transfer dependency","2019","indirect migration background","Urban Area","79","0.063592820869983","0.0503123181450155","0.0768733235949505","3"
"High transfer dependency","2019","indirect migration background","Rural Area","18","","","","3"
"Low transfer dependency","2019","direct migration background","Urban Area","363","0.0766183484615819","0.0692324515308698","0.084004245392294","2"
"Low transfer dependency","2019","indirect migration background","Rural Area","44","0.161006379275117","0.122053827888277","0.199958930661956","2"
"Low transfer dependency","2019","no migration background","Urban Area","478","0.0353276628451075","0.0319581899208897","0.0386971357693254","2"
"Low transfer dependency","2019","indirect migration background","Urban Area","103","0.0679387013215282","0.0542437983020602","0.0816336043409963","2"
"Low transfer dependency","2019","no migration background","Rural Area","418","0.0541102864760877","0.0490249960182519","0.0591955769339235","2"
"Low transfer dependency","2019","direct migration background","Rural Area","171","0.123851042091696","0.108795512620582","0.13890657156281","2"
"No transfer dependency","2019","no migration background","Urban Area","5515","0.58605001306579","0.5770600919373","0.59503993419428","0"
"No transfer dependency","2019","no migration background","Rural Area","3576","0.56305053884448","0.551901308476395","0.574199769212566","0"
"No transfer dependency","2019","direct migration background","Urban Area","864","0.397762020558609","0.384171316486217","0.411352724631","0"
"No transfer dependency","2019","direct migration background","Rural Area","315","0.383948453363488","0.361720359923223","0.406176546803752","0"
"No transfer dependency","2019","indirect migration background","Urban Area","324","0.344845555917401","0.318977590873864","0.370713520960938","0"
"No transfer dependency","2019","indirect migration background","Rural Area","77","0.349589969826955","0.299053123745506","0.400126815908403","0"
"Very high transfer dependency","2019","no migration background","Urban Area","105","0.0085381449463292","0.00685882142241547","0.0102174684702429","4"
"Very high transfer dependency","2019","indirect migration background","Urban Area","51","0.0484080575835138","0.0367275340367287","0.060088581130299","4"
"Very high transfer dependency","2019","direct migration background","Rural Area","156","0.0482190621583111","0.0384278805205014","0.0580102437961208","4"
"Very high transfer dependency","2019","direct migration background","Urban Area","414","0.0409533958712191","0.0354502497423116","0.0464565420001266","4"
"Very high transfer dependency","2019","indirect migration background","Rural Area","9","","","","4"
"Very high transfer dependency","2019","no migration background","Rural Area","79","0.00912812254736775","0.00699038158992931","0.0112658635048062","4"
"Very low transfer dependency","2019","no migration background","Urban Area","5117","0.345721143648886","0.33704035828211","0.354401929015661","1"
"Very low transfer dependency","2019","no migration background","Rural Area","3264","0.339249040535834","0.328606781856602","0.349891299215066","1"
"Very low transfer dependency","2019","direct migration background","Rural Area","493","0.330178299871619","0.308684604147297","0.351671995595941","1"
"Very low transfer dependency","2019","indirect migration background","Urban Area","706","0.457308685536559","0.4301968286475","0.484420542425618","1"
"Very low transfer dependency","2019","direct migration background","Urban Area","1336","0.363383080150827","0.350027348979832","0.376738811321822","1"
"Very low transfer dependency","2019","indirect migration background","Rural Area","190","0.459265079210204","0.406449875535141","0.512080282885268","1"
