"transab_cat","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","2008","16-34 y.","indirect migration background","63","0.110150795649077","0.0852651834619177","0.135036407836236","2"
"Low transfer dependency","2008","35-65 y.","no migration background","420","0.0462462430907865","0.0419556616909374","0.0505368244906356","2"
"Low transfer dependency","2008","35-65 y.","direct migration background","101","0.086430300931608","0.0701755244145908","0.102685077448625","2"
"Low transfer dependency","2008","35-65 y.","indirect migration background","13","","","","2"
"Low transfer dependency","2008","66 and older","no migration background","77","0.0229331950310635","0.0182662355034255","0.0276001545587015","2"
"Low transfer dependency","2008","66 and older","direct migration background","19","","","","2"
"Low transfer dependency","2008","66 and older","indirect migration background","","","","","2"
"No transfer dependency","2008","66 and older","indirect migration background","10","","","","0"
"No transfer dependency","2008","66 and older","direct migration background","286","0.740440457265481","0.695891228346286","0.784989686184676","0"
"No transfer dependency","2008","66 and older","no migration background","3445","0.873903492239661","0.863553908329517","0.884253076149804","0"
"No transfer dependency","2008","16-34 y.","no migration background","932","0.309706258985346","0.294509213133143","0.32490330483755","0"
"No transfer dependency","2008","16-34 y.","direct migration background","57","0.152260547956275","0.115301594072283","0.189219501840267","0"
"No transfer dependency","2008","16-34 y.","indirect migration background","131","0.211506893814688","0.179046221142724","0.243967566486652","0"
"No transfer dependency","2008","35-65 y.","no migration background","3424","0.418208342459764","0.408131142489177","0.428285542430352","0"
"No transfer dependency","2008","35-65 y.","direct migration background","304","0.311830529053713","0.28503365322175","0.338627404885676","0"
"No transfer dependency","2008","35-65 y.","indirect migration background","41","0.204245287199215","0.147071489685219","0.26141908471321","0"
"Very high transfer dependency","2008","16-34 y.","no migration background","113","0.0334012548431765","0.027495550244933","0.0393069594414199","4"
"Very high transfer dependency","2008","16-34 y.","indirect migration background","27","","","","4"
"Very high transfer dependency","2008","35-65 y.","no migration background","148","0.0194744095378063","0.0166513411314665","0.022297477944146","4"
"Very high transfer dependency","2008","16-34 y.","direct migration background","14","","","","4"
"Very high transfer dependency","2008","66 and older","indirect migration background","","","","","4"
"Very high transfer dependency","2008","66 and older","direct migration background","2","","","","4"
"Very high transfer dependency","2008","66 and older","no migration background","3","","","","4"
"Very high transfer dependency","2008","35-65 y.","indirect migration background","4","","","","4"
"Very high transfer dependency","2008","35-65 y.","direct migration background","45","0.034149458149041","0.0236437817472693","0.0446551345508127","4"
"Very low transfer dependency","2008","16-34 y.","indirect migration background","342","0.544331876653926","0.504744884101831","0.58391886920602","1"
"Very low transfer dependency","2008","16-34 y.","no migration background","2037","0.512037980436799","0.495608973503062","0.528466987370537","1"
"Very low transfer dependency","2008","16-34 y.","direct migration background","210","0.547498693921311","0.496295595639396","0.598701792203227","1"
"Very low transfer dependency","2008","35-65 y.","no migration background","4953","0.47639918078692","0.466195768211919","0.486602593361921","1"
"Very low transfer dependency","2008","66 and older","indirect migration background","1","","","","1"
"Very low transfer dependency","2008","66 and older","no migration background","418","0.0988867641835814","0.089580006844522","0.108193521522641","1"
"Very low transfer dependency","2008","66 and older","direct migration background","52","0.139991615762858","0.10473188622037","0.175251345305346","1"
"Very low transfer dependency","2008","35-65 y.","direct migration background","612","0.469174874372158","0.440306637790345","0.498043110953971","1"
"Very low transfer dependency","2008","35-65 y.","indirect migration background","123","0.632882503893077","0.56452353653535","0.701241471250804","1"
"Complete transfer dependency","2009","16-34 y.","direct migration background","9","","","","5"
"Complete transfer dependency","2009","16-34 y.","indirect migration background","10","","","","5"
"Complete transfer dependency","2009","35-65 y.","no migration background","80","0.0153261157703531","0.0127241751587696","0.0179280563819367","5"
"Complete transfer dependency","2009","35-65 y.","direct migration background","26","","","","5"
"Complete transfer dependency","2009","35-65 y.","indirect migration background","","","","","5"
"Complete transfer dependency","2009","66 and older","no migration background","","","","","5"
"Complete transfer dependency","2009","66 and older","direct migration background","1","","","","5"
"Complete transfer dependency","2009","66 and older","indirect migration background","","","","","5"
"Complete transfer dependency","2009","16-34 y.","no migration background","47","0.0164500928418265","0.0121259507048384","0.0207742349788146","5"
"High transfer dependency","2009","66 and older","indirect migration background","","","","","3"
"High transfer dependency","2009","66 and older","direct migration background","3","","","","3"
"High transfer dependency","2009","66 and older","no migration background","11","","","","3"
"High transfer dependency","2009","35-65 y.","indirect migration background","6","","","","3"
"High transfer dependency","2009","35-65 y.","direct migration background","41","0.0525136736114916","0.0387774913660608","0.0662498558569225","3"
"High transfer dependency","2009","35-65 y.","no migration background","135","0.0173198683903415","0.0145566608810232","0.0200830758996598","3"
"High transfer dependency","2009","16-34 y.","indirect migration background","24","","","","3"
"High transfer dependency","2009","16-34 y.","direct migration background","13","","","","3"
"High transfer dependency","2009","16-34 y.","no migration background","106","0.0272550089178961","0.0217197205708799","0.0327902972649122","3"
"Low transfer dependency","2009","66 and older","direct migration background","20","","","","2"
"Low transfer dependency","2009","16-34 y.","no migration background","277","0.0941164856402058","0.0841902035599988","0.104042767720413","2"
"Low transfer dependency","2009","16-34 y.","direct migration background","38","0.115996708444755","0.0798811451071361","0.152112271782374","2"
"Low transfer dependency","2009","16-34 y.","indirect migration background","64","0.111296748817819","0.0850844476694357","0.137509049966203","2"
"Low transfer dependency","2009","35-65 y.","no migration background","409","0.0506390738506912","0.0459950582220531","0.0552830894793292","2"
"Low transfer dependency","2009","35-65 y.","direct migration background","99","0.107051430183199","0.0880120490280534","0.126090811338344","2"
