"transab_cat","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Complete transfer dependency","2017","Not Working","Urban Area","1460","0.0543694470430453","0.0491048711849578","0.0596340229011329","5"
"Complete transfer dependency","2017","Not Working","Rural Area","611","0.0604090938078631","0.0528302047106168","0.0679879829051094","5"
"High transfer dependency","2017","Part Time","Urban Area","298","0.0504607782169265","0.0444396491658266","0.0564819072680264","3"
"High transfer dependency","2017","Full Time","Rural Area","33","0.00498952696762454","0.00272894225360505","0.00725011168164403","3"
"High transfer dependency","2017","Not Working","Rural Area","199","0.0308944550875064","0.0253900447960232","0.0363988653789895","3"
"High transfer dependency","2017","Full Time","Urban Area","72","0.00813693329139392","0.00597773013869151","0.0102961364440963","3"
"High transfer dependency","2017","Part Time","Rural Area","128","0.0324885817843939","0.0256985193414658","0.039278644227322","3"
"High transfer dependency","2017","Not Working","Urban Area","369","0.0418375664181772","0.0371889045354524","0.0464862283009021","3"
"Low transfer dependency","2017","Part Time","Urban Area","443","0.0773478533796403","0.0699995404895578","0.0846961662697228","2"
"Low transfer dependency","2017","Part Time","Rural Area","254","0.0839937161853904","0.0733705746807077","0.0946168576900731","2"
"Low transfer dependency","2017","Full Time","Urban Area","251","0.0230476504650863","0.0194411392364497","0.0266541616937228","2"
"Low transfer dependency","2017","Full Time","Rural Area","188","0.0322584554152634","0.0265898170645184","0.0379270937660084","2"
"Low transfer dependency","2017","Not Working","Rural Area","304","0.0694154433708293","0.0613302397725693","0.0775006469690894","2"
"Low transfer dependency","2017","Not Working","Urban Area","444","0.0544501382189199","0.0491818819450936","0.0597183944927462","2"
"No transfer dependency","2017","Full Time","Urban Area","2730","0.553018907309078","0.541069349497911","0.564968465120245","0"
"No transfer dependency","2017","Full Time","Rural Area","1462","0.547654091076302","0.531685530318733","0.563622651833872","0"
"No transfer dependency","2017","Part Time","Urban Area","1343","0.387278143163754","0.373878671046645","0.400677615280862","0"
"No transfer dependency","2017","Part Time","Rural Area","744","0.412093363112105","0.393242452531025","0.430944273693184","0"
"No transfer dependency","2017","Not Working","Urban Area","2901","0.607706834863953","0.596370370863842","0.619043298864065","0"
"No transfer dependency","2017","Not Working","Rural Area","1757","0.633678562350287","0.61835179150829","0.649005333192283","0"
"Very high transfer dependency","2017","Full Time","Urban Area","15","","","","4"
"Very high transfer dependency","2017","Part Time","Rural Area","79","0.0311290770845022","0.0244779319382416","0.0377802222307629","4"
"Very high transfer dependency","2017","Not Working","Urban Area","384","0.0366441512235571","0.0322817974302358","0.0410065050168784","4"
"Very high transfer dependency","2017","Part Time","Urban Area","182","0.0245898150826765","0.0203297544169624","0.0288498757483906","4"
"Very high transfer dependency","2017","Full Time","Rural Area","6","","","","4"
"Very high transfer dependency","2017","Not Working","Rural Area","143","0.0174964582642231","0.0133255837476613","0.0216673327807849","4"
"Very low transfer dependency","2017","Full Time","Urban Area","3582","0.41461079694539","0.402770027468404","0.426451566422376","1"
"Very low transfer dependency","2017","Full Time","Rural Area","2043","0.412489860416694","0.396695879993669","0.42828384083972","1"
"Very low transfer dependency","2017","Part Time","Rural Area","1414","0.440295261833609","0.421283085244051","0.459307438423167","1"
"Very low transfer dependency","2017","Not Working","Urban Area","1568","0.204991862232347","0.195618847935259","0.214364876529435","1"
"Very low transfer dependency","2017","Not Working","Rural Area","782","0.188105987119291","0.175674131207947","0.200537843030636","1"
"Very low transfer dependency","2017","Part Time","Urban Area","2811","0.460323410157003","0.446613240467061","0.474033579846945","1"
"Complete transfer dependency","2018","Full Time","Urban Area","","","","","5"
"Complete transfer dependency","2018","Full Time","Rural Area","","","","","5"
"Complete transfer dependency","2018","Part Time","Urban Area","","","","","5"
"Complete transfer dependency","2018","Part Time","Rural Area","","","","","5"
"Complete transfer dependency","2018","Not Working","Urban Area","1918","0.0621415217618471","0.0567605369663999","0.0675225065572942","5"
"Complete transfer dependency","2018","Not Working","Rural Area","728","0.0492395135956442","0.0423190440867399","0.0561599831045484","5"
"High transfer dependency","2018","Part Time","Urban Area","361","0.0447698956632065","0.039112040720206","0.050427750606207","3"
"High transfer dependency","2018","Not Working","Urban Area","485","0.0361224252334702","0.0319633042186961","0.0402815462482442","3"
"High transfer dependency","2018","Part Time","Rural Area","156","0.048578194661721","0.0404006473760051","0.056755741947437","3"
"High transfer dependency","2018","Full Time","Urban Area","81","0.00732195021316872","0.00523764393717375","0.0094062564891637","3"
"High transfer dependency","2018","Not Working","Rural Area","213","0.0419696766076164","0.0355560959694114","0.0483832572458214","3"
"High transfer dependency","2018","Full Time","Rural Area","42","0.00852183688994192","0.00549341766033521","0.0115502561195486","3"
"Low transfer dependency","2018","Part Time","Urban Area","482","0.0763205648852336","0.0690563916522183","0.0835847381182489","2"
"Low transfer dependency","2018","Part Time","Rural Area","269","0.078912005726301","0.0686569522317144","0.0891670592208875","2"
"Low transfer dependency","2018","Full Time","Rural Area","151","0.0242100051319186","0.019146124836774","0.0292738854270633","2"
"Low transfer dependency","2018","Full Time","Urban Area","241","0.025206731182259","0.0213744402919921","0.029039022072526","2"
"Low transfer dependency","2018","Not Working","Urban Area","476","0.0527526557377351","0.0477700556576531","0.057735255817817","2"
"Low transfer dependency","2018","Not Working","Rural Area","267","0.0664136099405196","0.0584492859325631","0.0743779339484762","2"
"No transfer dependency","2018","Full Time","Urban Area","2661","0.540395257910321","0.528211199952083","0.552579315868559","0"
"No transfer dependency","2018","Full Time","Rural Area","1419","0.558767055994893","0.542408040204128","0.575126071785657","0"
"No transfer dependency","2018","Part Time","Urban Area","1351","0.387968905846402","0.374637069598657","0.401300742094147","0"
"No transfer dependency","2018","Part Time","Rural Area","757","0.413586079087142","0.39485335569968","0.432318802474604","0"
"No transfer dependency","2018","Not Working","Rural Area","1694","0.647814030710404","0.632536459369241","0.663091602051568","0"
"No transfer dependency","2018","Not Working","Urban Area","2868","0.616115290690956","0.605275183694783","0.626955397687129","0"
"Very high transfer dependency","2018","Full Time","Urban Area","20","","","","4"
"Very high transfer dependency","2018","Part Time","Rural Area","78","0.0268612625498687","0.0207113856946392","0.0330111394050983","4"
"Very high transfer dependency","2018","Not Working","Urban Area","558","0.0342090881959679","0.0301576009614546","0.0382605754304812","4"
"Very high transfer dependency","2018","Part Time","Urban Area","218","0.0251290155082363","0.0208468240919552","0.0294112069245174","4"
"Very high transfer dependency","2018","Not Working","Rural Area","173","0.0227790582236136","0.0180069818531816","0.0275511345940457","4"
"Very high transfer dependency","2018","Full Time","Rural Area","14","","","","4"
"Very low transfer dependency","2018","Full Time","Rural Area","1913","0.404841670991788","0.388669561539768","0.421013780443808","1"
"Very low transfer dependency","2018","Not Working","Urban Area","1427","0.198659018380024","0.189765676502183","0.207552360257864","1"
"Very low transfer dependency","2018","Full Time","Urban Area","3424","0.425843324071594","0.413754499588873","0.437932148554316","1"
"Very low transfer dependency","2018","Part Time","Rural Area","1395","0.432062457974967","0.413219920700492","0.450904995249441","1"
"Very low transfer dependency","2018","Not Working","Rural Area","680","0.171784110922202","0.159719692388716","0.183848529455688","1"
"Very low transfer dependency","2018","Part Time","Urban Area","2720","0.465811618096922","0.452163991093881","0.479459245099963","1"
"Complete transfer dependency","2019","Full Time","Urban Area","","","","","5"
"Complete transfer dependency","2019","Full Time","Rural Area","","","","","5"
"Complete transfer dependency","2019","Part Time","Urban Area","","","","","5"
"Complete transfer dependency","2019","Part Time","Rural Area","","","","","5"
"Complete transfer dependency","2019","Not Working","Urban Area","1738","0.0548666319089381","0.0494333623419338","0.0602999014759424","5"
"Complete transfer dependency","2019","Not Working","Rural Area","605","0.0483493205580658","0.0413218147932744","0.0553768263228573","5"
"High transfer dependency","2019","Full Time","Urban Area","73","0.00657504152772541","0.00459375862716855","0.00855632442828227","3"
"High transfer dependency","2019","Full Time","Rural Area","52","0.0060324281767953","0.00354107784698723","0.00852377850660337","3"
"High transfer dependency","2019","Part Time","Urban Area","281","0.0397771161961997","0.0341719005758377","0.0453823318165617","3"
"High transfer dependency","2019","Part Time","Rural Area","157","0.0425303923826289","0.0346106316731518","0.050450153092106","3"
"High transfer dependency","2019","Not Working","Urban Area","342","0.0416618862689127","0.0368944005706158","0.0464293719672096","3"
"High transfer dependency","2019","Not Working","Rural Area","178","0.0325294923702461","0.0267175037900707","0.0383414809504216","3"
"Low transfer dependency","2019","Part Time","Urban Area","364","0.068106762749335","0.0608812636752726","0.0753322618233974","2"
"Low transfer dependency","2019","Not Working","Rural Area","260","0.0811003205782881","0.0721567162533861","0.0900439249031901","2"
"Low transfer dependency","2019","Full Time","Urban Area","207","0.0247374891604984","0.0209297404349562","0.0285452378860406","2"
"Low transfer dependency","2019","Not Working","Urban Area","373","0.0525797384347458","0.0472544749731844","0.0579050018963072","2"
"Low transfer dependency","2019","Full Time","Rural Area","166","0.0328816346321145","0.0271441817925326","0.0386190874716965","2"
"Low transfer dependency","2019","Part Time","Rural Area","207","0.0922814572617253","0.0809226510022951","0.103640263521156","2"
"No transfer dependency","2019","Full Time","Urban Area","2724","0.544479288712601","0.532270447256046","0.556688130169157","0"
"No transfer dependency","2019","Full Time","Rural Area","1529","0.539242088239156","0.523204801087487","0.555279375390825","0"
"No transfer dependency","2019","Part Time","Urban Area","1337","0.371325604002985","0.357468260410528","0.385182947595441","0"
"No transfer dependency","2019","Part Time","Rural Area","757","0.403992403536271","0.384734351162271","0.42325045591027","0"
"No transfer dependency","2019","Not Working","Urban Area","2642","0.631179115915731","0.619667279311793","0.642690952519669","0"
"No transfer dependency","2019","Not Working","Rural Area","1682","0.623354907969482","0.607480370153423","0.639229445785542","0"
"Very high transfer dependency","2019","Full Time","Urban Area","23","","","","4"
"Very high transfer dependency","2019","Not Working","Urban Area","332","0.0322902768772456","0.0280726418938425","0.0365079118606487","4"
"Very high transfer dependency","2019","Part Time","Rural Area","87","0.0175795943437213","0.0124219311500114","0.0227372575374311","4"
"Very high transfer dependency","2019","Part Time","Urban Area","215","0.0238295633576891","0.0194552436785507","0.0282038830368274","4"
"Very high transfer dependency","2019","Not Working","Rural Area","147","0.0206450750484813","0.0159865811541402","0.0253035689428225","4"
"Very high transfer dependency","2019","Full Time","Rural Area","10","","","","4"
"Very low transfer dependency","2019","Full Time","Urban Area","3365","0.423752535054777","0.411638456753898","0.435866613355655","1"
"Very low transfer dependency","2019","Full Time","Rural Area","1954","0.418372825155272","0.402501737418683","0.434243912891862","1"
"Very low transfer dependency","2019","Part Time","Rural Area","1286","0.443616152475654","0.424118119588463","0.463114185362845","1"
"Very low transfer dependency","2019","Not Working","Urban Area","1321","0.187422350594427","0.178111192930824","0.19673350825803","1"
"Very low transfer dependency","2019","Part Time","Urban Area","2473","0.496960953693791","0.482620871757492","0.511301035630091","1"
"Very low transfer dependency","2019","Not Working","Rural Area","707","0.194020883475436","0.181065407441136","0.206976359509736","1"
