"transab_cat","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Very low transfer dependency","2008","no degree/no degree yet","East Germany","88","0.668118218628291","0.587481878754391","0.748754558502191"
"Low transfer dependency","2008","lower secondary degree","West Germany","253","0.0530080654932324","0.0469119894851039","0.0591041415013609"
"Low transfer dependency","2008","lower secondary degree","East Germany","77","0.0646436460557337","0.0511305144131729","0.0781567776982944"
"Low transfer dependency","2008","secondary school degree","West Germany","137","0.0473915456787386","0.0404938031862259","0.0542892881712514"
"Low transfer dependency","2008","secondary school degree","East Germany","199","0.0778352131161577","0.0663105896986713","0.089359836533644"
"Low transfer dependency","2008","college entrance qualification","West Germany","117","0.0294823342504471","0.0242218451339998","0.0347428233668944"
"Low transfer dependency","2008","college entrance qualification","East Germany","77","0.0730697334253075","0.0576550956254922","0.0884843712251228"
"Low transfer dependency","2008","Other degree","West Germany","84","0.114110411232997","0.0930557396254963","0.135165082840497"
"Low transfer dependency","2008","Other degree","East Germany","5","","",""
"Low transfer dependency","2008","no degree/no degree yet","West Germany","37","0.101047818315067","0.0770713335088685","0.125024303121265"
"Low transfer dependency","2008","no degree/no degree yet","East Germany","20","","",""
"High transfer dependency","2008","lower secondary degree","West Germany","104","0.0215911673090113","0.0176365496676946","0.0255457849503281"
"High transfer dependency","2008","lower secondary degree","East Germany","34","0.0279495404998459","0.0188914579037446","0.0370076230959472"
"High transfer dependency","2008","secondary school degree","West Germany","53","0.0169509288588376","0.0127602568246868","0.0211416008929884"
"High transfer dependency","2008","secondary school degree","East Germany","59","0.0446869957432352","0.0357991227386476","0.0535748687478228"
"High transfer dependency","2008","college entrance qualification","West Germany","33","0.0145932791131882","0.0108639760698687","0.0183225821565078"
"High transfer dependency","2008","college entrance qualification","East Germany","26","","",""
"High transfer dependency","2008","Other degree","West Germany","32","0.0458823929366879","0.0320269624750329","0.059737823398343"
"High transfer dependency","2008","Other degree","East Germany","5","","",""
"High transfer dependency","2008","no degree/no degree yet","West Germany","16","","",""
"High transfer dependency","2008","no degree/no degree yet","East Germany","7","","",""
"Very high transfer dependency","2008","lower secondary degree","West Germany","79","0.0187395718817131","0.0150499808438574","0.0224291629195688"
"Very high transfer dependency","2008","lower secondary degree","East Germany","52","0.0386693197597003","0.0280737527381424","0.0492648867812582"
"Very high transfer dependency","2008","secondary school degree","West Germany","39","0.0127948487934905","0.00914629620757378","0.0164434013794072"
"Very high transfer dependency","2008","secondary school degree","East Germany","64","0.0373206084246975","0.0291670044915126","0.0454742123578824"
"Very high transfer dependency","2008","college entrance qualification","West Germany","22","","",""
"Very high transfer dependency","2008","college entrance qualification","East Germany","19","","",""
"Very high transfer dependency","2008","Other degree","West Germany","31","0.0326344126220902","0.0208684014864125","0.044400423757768"
"Very high transfer dependency","2008","Other degree","East Germany","6","","",""
"Very high transfer dependency","2008","no degree/no degree yet","West Germany","15","","",""
"Very high transfer dependency","2008","no degree/no degree yet","East Germany","4","","",""
"Complete transfer dependency","2008","lower secondary degree","West Germany","59","0.0136147439450663","0.0104616690938207","0.016767818796312"
"Complete transfer dependency","2008","lower secondary degree","East Germany","27","","",""
"Complete transfer dependency","2008","secondary school degree","West Germany","21","","",""
"Complete transfer dependency","2008","secondary school degree","East Germany","26","","",""
"Complete transfer dependency","2008","college entrance qualification","West Germany","14","","",""
"Complete transfer dependency","2008","college entrance qualification","East Germany","7","","",""
"Complete transfer dependency","2008","Other degree","West Germany","23","","",""
"Complete transfer dependency","2008","Other degree","East Germany","4","","",""
"Complete transfer dependency","2008","no degree/no degree yet","West Germany","21","","",""
"Complete transfer dependency","2008","no degree/no degree yet","East Germany","3","","",""
"No transfer dependency","2009","lower secondary degree","West Germany","2706","0.591096216054376","0.577097435126214","0.605094996982538"
"No transfer dependency","2009","lower secondary degree","East Germany","833","0.699764500932392","0.673743923064932","0.725785078799852"
"No transfer dependency","2009","secondary school degree","West Germany","1525","0.482745369365376","0.46597101388302","0.499519724847731"
"No transfer dependency","2009","secondary school degree","East Germany","746","0.396709671977288","0.375166709298048","0.418252634656527"
"No transfer dependency","2009","college entrance qualification","West Germany","1730","0.501574614459618","0.485628956306643","0.517520272612593"
"No transfer dependency","2009","college entrance qualification","East Germany","447","0.46251401886898","0.432611450932203","0.492416586805756"
"No transfer dependency","2009","Other degree","West Germany","270","0.333472106826603","0.299820846129113","0.367123367524093"
"No transfer dependency","2009","Other degree","East Germany","17","","",""
"No transfer dependency","2009","no degree/no degree yet","West Germany","64","0.149555951636471","0.120405929286367","0.178705973986575"
"No transfer dependency","2009","no degree/no degree yet","East Germany","11","","",""
"Very low transfer dependency","2009","lower secondary degree","West Germany","1610","0.312046765119702","0.29885387747739","0.325239652762015"
"Very low transfer dependency","2009","lower secondary degree","East Germany","191","0.156294431938834","0.135679724576365","0.176909139301302"
"Very low transfer dependency","2009","secondary school degree","West Germany","1643","0.430725301031046","0.414102824702463","0.447347777359629"
"Very low transfer dependency","2009","secondary school degree","East Germany","941","0.421211081061612","0.399468262032349","0.442953900090875"
"Very low transfer dependency","2009","college entrance qualification","West Germany","1880","0.449774493194183","0.43390940942369","0.465639576964676"
"Very low transfer dependency","2009","college entrance qualification","East Germany","516","0.38338818839646","0.354228173003125","0.412548203789795"
"Very low transfer dependency","2009","Other degree","West Germany","346","0.447479033953112","0.411987632784918","0.482970435121306"
"Very low transfer dependency","2009","Other degree","East Germany","12","","",""
"Very low transfer dependency","2009","no degree/no degree yet","West Germany","422","0.632717496547957","0.593315410894379","0.672119582201535"
"Very low transfer dependency","2009","no degree/no degree yet","East Germany","67","0.584966706055362","0.488873109794354","0.681060302316371"
"Low transfer dependency","2009","lower secondary degree","West Germany","249","0.0515245066158518","0.0452298717817391","0.0578191414499644"
"Low transfer dependency","2009","lower secondary degree","East Germany","78","0.0581935825678936","0.0449034799826714","0.0714836851531158"
"Low transfer dependency","2009","secondary school degree","West Germany","141","0.0494992145649488","0.0422178968040506","0.0567805323258471"
