"transab_cat","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Low transfer dependency","1991","35-65 y.","Couple + C. LE and GT 16","34","0.0743887147844687","0.0508405671625751","0.0979368624063622","2"
"Low transfer dependency","1991","66 and older","1-pers.-HH","3","","","","2"
"Low transfer dependency","1991","66 and older","(Married) couple without C. ","2","","","","2"
"Low transfer dependency","1991","66 and older","Single parent ","2","","","","2"
"Low transfer dependency","1991","66 and older","Couple + C. LE 16 ","","","","","2"
"No transfer dependency","1991","16-34 y.","1-pers.-HH","226","0.82903100586241","0.7845345102139","0.873527501510921","0"
"No transfer dependency","1991","16-34 y.","(Married) couple without C. ","539","0.863562058538212","0.836651516968887","0.890472600107537","0"
"No transfer dependency","1991","16-34 y.","Single parent ","68","0.257188560567963","0.199562747015799","0.314814374120127","0"
"No transfer dependency","1991","16-34 y.","Couple + C. LE 16 ","24","","","","0"
"No transfer dependency","1991","16-34 y.","Couple + C. GT 16 ","285","0.440025089551276","0.402438433125345","0.477611745977207","0"
"No transfer dependency","1991","16-34 y.","Couple + C. LE and GT 16","7","","","","0"
"No transfer dependency","1991","35-65 y.","1-pers.-HH","317","0.816452723539757","0.778082069167468","0.854823377912046","0"
"No transfer dependency","1991","35-65 y.","(Married) couple without C. ","989","0.895182866449926","0.877393591440516","0.912972141459337","0"
"No transfer dependency","1991","35-65 y.","Single parent ","80","0.384120798566311","0.319555148982854","0.448686448149769","0"
"No transfer dependency","1991","35-65 y.","Couple + C. LE 16 ","16","","","","0"
"No transfer dependency","1991","35-65 y.","Couple + C. GT 16 ","443","0.473505682189891","0.4417052850848","0.505306079294983","0"
"No transfer dependency","1991","35-65 y.","Couple + C. LE and GT 16","6","","","","0"
"No transfer dependency","1991","66 and older","1-pers.-HH","334","0.8795241164824","0.846621676571724","0.912426556393076","0"
"No transfer dependency","1991","66 and older","(Married) couple without C. ","494","0.954704016878528","0.936778691837858","0.972629341919198","0"
"No transfer dependency","1991","66 and older","Single parent ","23","","","","0"
"No transfer dependency","1991","66 and older","Couple + C. LE 16 ","1","","","","0"
"No transfer dependency","1991","66 and older","Couple + C. GT 16 ","52","0.833854378728334","0.74787953409865","0.919829223358019","0"
"No transfer dependency","1991","66 and older","Couple + C. LE and GT 16","","","","","0"
"Very high transfer dependency","1991","35-65 y.","Couple + C. LE 16 ","4","","","","4"
"Very high transfer dependency","1991","35-65 y.","Single parent ","3","","","","4"
"Very high transfer dependency","1991","35-65 y.","(Married) couple without C. ","3","","","","4"
"Very high transfer dependency","1991","35-65 y.","1-pers.-HH","4","","","","4"
"Very high transfer dependency","1991","16-34 y.","Couple + C. LE and GT 16","","","","","4"
"Very high transfer dependency","1991","66 and older","Couple + C. LE and GT 16","","","","","4"
"Very high transfer dependency","1991","16-34 y.","Couple + C. GT 16 ","","","","","4"
"Very high transfer dependency","1991","16-34 y.","Couple + C. LE 16 ","8","","","","4"
"Very high transfer dependency","1991","66 and older","Couple + C. LE 16 ","","","","","4"
"Very high transfer dependency","1991","66 and older","Couple + C. GT 16 ","","","","","4"
"Very high transfer dependency","1991","16-34 y.","Single parent ","2","","","","4"
"Very high transfer dependency","1991","16-34 y.","1-pers.-HH","7","","","","4"
"Very high transfer dependency","1991","16-34 y.","(Married) couple without C. ","2","","","","4"
"Very high transfer dependency","1991","35-65 y.","Couple + C. GT 16 ","2","","","","4"
"Very high transfer dependency","1991","35-65 y.","Couple + C. LE and GT 16","","","","","4"
"Very high transfer dependency","1991","66 and older","1-pers.-HH","1","","","","4"
"Very high transfer dependency","1991","66 and older","(Married) couple without C. ","1","","","","4"
"Very high transfer dependency","1991","66 and older","Single parent ","","","","","4"
"Very low transfer dependency","1991","35-65 y.","Couple + C. LE 16 ","886","0.945858267654846","0.931437724160945","0.960278811148747","1"
"Very low transfer dependency","1991","35-65 y.","Single parent ","108","0.488473607872817","0.422118490894375","0.554828724851258","1"
"Very low transfer dependency","1991","35-65 y.","(Married) couple without C. ","119","0.0803155039153895","0.064531929728778","0.0960990781020011","1"
"Very low transfer dependency","1991","35-65 y.","1-pers.-HH","42","0.0940777332667856","0.0651410599091238","0.123014406624447","1"
"Very low transfer dependency","1991","16-34 y.","Couple + C. LE and GT 16","279","0.881145399875082","0.845576837029868","0.916713962720295","1"
"Very low transfer dependency","1991","16-34 y.","Couple + C. GT 16 ","360","0.53680185460343","0.499044539929823","0.574559169277038","1"
"Very low transfer dependency","1991","66 and older","Couple + C. LE and GT 16","1","","","","1"
"Very low transfer dependency","1991","16-34 y.","Couple + C. LE 16 ","914","0.914069687809146","0.896725240197927","0.931414135420365","1"
"Very low transfer dependency","1991","66 and older","Couple + C. LE 16 ","","","","","1"
"Very low transfer dependency","1991","16-34 y.","Single parent ","118","0.587733933355323","0.522835960420634","0.652631906290013","1"
"Very low transfer dependency","1991","66 and older","Couple + C. GT 16 ","16","","","","1"
"Very low transfer dependency","1991","16-34 y.","1-pers.-HH","25","","","","1"
"Very low transfer dependency","1991","16-34 y.","(Married) couple without C. ","64","0.0936186664867424","0.0707813650600135","0.116455967913471","1"
"Very low transfer dependency","1991","35-65 y.","Couple + C. GT 16 ","469","0.502629921872908","0.470785226542906","0.53447461720291","1"
"Very low transfer dependency","1991","66 and older","Single parent ","4","","","","1"
"Very low transfer dependency","1991","35-65 y.","Couple + C. LE and GT 16","429","0.893802013761532","0.866153760010731","0.921450267512333","1"
"Very low transfer dependency","1991","66 and older","1-pers.-HH","33","0.0952013114738001","0.0655358153834486","0.124866807564152","1"
"Very low transfer dependency","1991","66 and older","(Married) couple without C. ","18","","","","1"
"Complete transfer dependency","1992","16-34 y.","Couple + C. GT 16 ","1","","","","5"
"Complete transfer dependency","1992","16-34 y.","Couple + C. LE 16 ","8","","","","5"
"Complete transfer dependency","1992","16-34 y.","1-pers.-HH","8","","","","5"
"Complete transfer dependency","1992","16-34 y.","(Married) couple without C. ","3","","","","5"
"Complete transfer dependency","1992","16-34 y.","Single parent ","3","","","","5"
"Complete transfer dependency","1992","16-34 y.","Couple + C. LE and GT 16","","","","","5"
"Complete transfer dependency","1992","35-65 y.","1-pers.-HH","9","","","","5"
"Complete transfer dependency","1992","35-65 y.","(Married) couple without C. ","9","","","","5"
"Complete transfer dependency","1992","35-65 y.","Single parent ","5","","","","5"
"Complete transfer dependency","1992","35-65 y.","Couple + C. LE 16 ","1","","","","5"
"Complete transfer dependency","1992","35-65 y.","Couple + C. GT 16 ","2","","","","5"
"Complete transfer dependency","1992","35-65 y.","Couple + C. LE and GT 16","","","","","5"
"Complete transfer dependency","1992","66 and older","1-pers.-HH","1","","","","5"
"Complete transfer dependency","1992","66 and older","(Married) couple without C. ","","","","","5"
"Complete transfer dependency","1992","66 and older","Single parent ","","","","","5"
"Complete transfer dependency","1992","66 and older","Couple + C. LE 16 ","","","","","5"
"Complete transfer dependency","1992","66 and older","Couple + C. GT 16 ","","","","","5"
"Complete transfer dependency","1992","66 and older","Couple + C. LE and GT 16","","","","","5"
"High transfer dependency","1992","16-34 y.","1-pers.-HH","8","","","","3"
"High transfer dependency","1992","16-34 y.","Couple + C. LE and GT 16","5","","","","3"
"High transfer dependency","1992","35-65 y.","1-pers.-HH","5","","","","3"
"High transfer dependency","1992","35-65 y.","(Married) couple without C. ","29","","","","3"
"High transfer dependency","1992","35-65 y.","Single parent ","9","","","","3"
"High transfer dependency","1992","35-65 y.","Couple + C. LE 16 ","22","","","","3"
"High transfer dependency","1992","35-65 y.","Couple + C. GT 16 ","6","","","","3"
"High transfer dependency","1992","35-65 y.","Couple + C. LE and GT 16","10","","","","3"
"High transfer dependency","1992","66 and older","1-pers.-HH","3","","","","3"
"High transfer dependency","1992","66 and older","(Married) couple without C. ","3","","","","3"
"High transfer dependency","1992","66 and older","Single parent ","1","","","","3"
"High transfer dependency","1992","16-34 y.","Couple + C. GT 16 ","6","","","","3"
"High transfer dependency","1992","66 and older","Couple + C. GT 16 ","1","","","","3"
"High transfer dependency","1992","66 and older","Couple + C. LE and GT 16","","","","","3"
"High transfer dependency","1992","16-34 y.","(Married) couple without C. ","10","","","","3"
"High transfer dependency","1992","16-34 y.","Single parent ","14","","","","3"
"High transfer dependency","1992","16-34 y.","Couple + C. LE 16 ","32","0.020450563514812","0.0136295932275371","0.0272715338020869","3"
"High transfer dependency","1992","66 and older","Couple + C. LE 16 ","","","","","3"
"Low transfer dependency","1992","16-34 y.","Couple + C. LE and GT 16","28","","","","2"
"Low transfer dependency","1992","66 and older","Couple + C. LE and GT 16","","","","","2"
"Low transfer dependency","1992","16-34 y.","Couple + C. GT 16 ","50","0.0326028798013582","0.0213096890210321","0.0438960705816843","2"
"Low transfer dependency","1992","66 and older","Couple + C. GT 16 ","4","","","","2"
"Low transfer dependency","1992","16-34 y.","1-pers.-HH","13","","","","2"
"Low transfer dependency","1992","16-34 y.","(Married) couple without C. ","33","0.0365580396540663","0.0230816306574675","0.050034448650665","2"
"Low transfer dependency","1992","16-34 y.","Single parent ","28","","","","2"
"Low transfer dependency","1992","16-34 y.","Couple + C. LE 16 ","152","0.0748377172897747","0.0621568322918717","0.0875186022876776","2"
"Low transfer dependency","1992","35-65 y.","1-pers.-HH","12","","","","2"
"Low transfer dependency","1992","35-65 y.","(Married) couple without C. ","51","0.0240851075104058","0.0169427476948044","0.0312274673260072","2"
"Low transfer dependency","1992","35-65 y.","Single parent ","17","","","","2"
"Low transfer dependency","1992","35-65 y.","Couple + C. LE 16 ","85","0.0457151014449582","0.0349084533356973","0.056521749554219","2"
"Low transfer dependency","1992","35-65 y.","Couple + C. GT 16 ","59","0.0259447816826347","0.0175513360594999","0.0343382273057696","2"
"Low transfer dependency","1992","35-65 y.","Couple + C. LE and GT 16","42","0.0614260637738419","0.0429956586678668","0.079856468879817","2"
"Low transfer dependency","1992","66 and older","1-pers.-HH","1","","","","2"
"Low transfer dependency","1992","66 and older","(Married) couple without C. ","","","","","2"
"Low transfer dependency","1992","66 and older","Single parent ","2","","","","2"
"Low transfer dependency","1992","66 and older","Couple + C. LE 16 ","","","","","2"
"No transfer dependency","1992","16-34 y.","1-pers.-HH","267","0.777090128757138","0.73278555236188","0.821394705152396","0"
"No transfer dependency","1992","35-65 y.","1-pers.-HH","372","0.79663606582399","0.760628445394231","0.832643686253748","0"
"No transfer dependency","1992","35-65 y.","(Married) couple without C. ","1409","0.823188561809292","0.8054153343139","0.840961789304683","0"
"No transfer dependency","1992","35-65 y.","Single parent ","94","0.392008235969641","0.334307920449273","0.449708551490008","0"
"No transfer dependency","1992","35-65 y.","Couple + C. LE 16 ","26","","","","0"
"No transfer dependency","1992","35-65 y.","Couple + C. GT 16 ","587","0.472523767769458","0.446164292596918","0.498883242941997","0"
"No transfer dependency","1992","35-65 y.","Couple + C. LE and GT 16","12","","","","0"
"No transfer dependency","1992","66 and older","1-pers.-HH","379","0.799383041331745","0.76424649229873","0.83451959036476","0"
"No transfer dependency","1992","66 and older","(Married) couple without C. ","645","0.933144128679756","0.914561271190114","0.951726986169397","0"
"No transfer dependency","1992","16-34 y.","(Married) couple without C. ","586","0.786238565789974","0.756800328390426","0.815676803189522","0"
"No transfer dependency","1992","16-34 y.","Single parent ","76","0.255184750271683","0.205603039780732","0.304766460762634","0"
"No transfer dependency","1992","16-34 y.","Couple + C. LE 16 ","23","","","","0"
"No transfer dependency","1992","16-34 y.","Couple + C. GT 16 ","367","0.420079532188558","0.388693510701231","0.451465553675885","0"
"No transfer dependency","1992","16-34 y.","Couple + C. LE and GT 16","8","","","","0"
"No transfer dependency","1992","66 and older","Single parent ","26","","","","0"
