"transab_cat","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","2019","indirect migration background","Female","218","0.321791119803878","0.29173431115864","0.351847928449116"
"Very low transfer dependency","2019","no migration background","Male","4146","0.335444688164924","0.326112076768202","0.344777299561646"
"Very low transfer dependency","2019","no migration background","Female","4596","0.34220728674907","0.33314143242431","0.351273141073831"
"Very low transfer dependency","2019","direct migration background","Male","892","0.361796309216665","0.346402365325925","0.377190253107405"
"Very low transfer dependency","2019","direct migration background","Female","999","0.348185172739734","0.332110475344947","0.36425987013452"
"Very low transfer dependency","2019","indirect migration background","Male","438","0.43044068673363","0.396530336382372","0.464351037084888"
"Very low transfer dependency","2019","indirect migration background","Female","510","0.495643301198714","0.46347503751065","0.527811564886777"
"Low transfer dependency","2019","no migration background","Male","408","0.0411140312466842","0.0371893384454489","0.0450387240479196"
"Low transfer dependency","2019","no migration background","Female","566","0.047425929113503","0.0433645186576526","0.0514873395693535"
"Low transfer dependency","2019","direct migration background","Male","296","0.0843784469091794","0.0754738975684216","0.0932829962499373"
"Low transfer dependency","2019","direct migration background","Female","256","0.0879373481778398","0.0783813827373946","0.0974933136182849"
"Low transfer dependency","2019","indirect migration background","Male","67","0.0914496376947915","0.071708524547247","0.111190750842336"
"Low transfer dependency","2019","indirect migration background","Female","92","0.082671160959054","0.0649532039035089","0.100389118014599"
"High transfer dependency","2019","no migration background","Male","179","0.0198884012002932","0.0171286822450223","0.022648120155564"
"High transfer dependency","2019","no migration background","Female","251","0.0174560577918506","0.014953589073039","0.0199585265106621"
"High transfer dependency","2019","direct migration background","Male","337","0.0539200251746233","0.0466843819307924","0.0611556684184542"
"High transfer dependency","2019","direct migration background","Female","265","0.0542933016339581","0.0466474316154984","0.0619391716524178"
"High transfer dependency","2019","indirect migration background","Male","45","0.0636113867542043","0.0468965694580084","0.0803262040504002"
"High transfer dependency","2019","indirect migration background","Female","57","0.0493128693533185","0.0353821659088584","0.0632435727977787"
"Very high transfer dependency","2019","no migration background","Male","76","0.00873216851870612","0.00689316010310854","0.0105711769343037"
"Very high transfer dependency","2019","no migration background","Female","130","0.00993172126165583","0.0080369167288288","0.0118265257944829"
"Very high transfer dependency","2019","direct migration background","Male","337","0.0496884235451925","0.0427269881601713","0.0566498589302137"
"Very high transfer dependency","2019","direct migration background","Female","271","0.0385722185134101","0.0320743458738121","0.0450700911530081"
"Very high transfer dependency","2019","indirect migration background","Male","30","0.0477002465314503","0.0331035933950882","0.0622968996678124"
"Very high transfer dependency","2019","indirect migration background","Female","35","0.0353334152758655","0.0234550813695856","0.0472117491821454"
"Complete transfer dependency","2019","no migration background","Male","101","0.0140752429767296","0.011746738954494","0.0164037469989651"
"Complete transfer dependency","2019","no migration background","Female","102","0.00710321160929048","0.0054984925525688","0.00870793066601217"
"Complete transfer dependency","2019","direct migration background","Male","1216","0.0703835130104527","0.0621889545843238","0.0785780714365816"
"Complete transfer dependency","2019","direct migration background","Female","988","0.0596549050688084","0.0516631481976238","0.067646661939993"
"Complete transfer dependency","2019","indirect migration background","Male","24","","",""
"Complete transfer dependency","2019","indirect migration background","Female","16","","",""
