"transab_cat","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","2018","16-34 y.","Male","241","0.0239159729812713","0.019295787827437","0.0285361581351057"
"Very high transfer dependency","2018","16-34 y.","Female","224","0.03128185818746","0.025914647374675","0.036649069000245"
"Very high transfer dependency","2018","35-65 y.","Male","273","0.0204619325029988","0.0172292930757085","0.0236945719302892"
"Very high transfer dependency","2018","35-65 y.","Female","283","0.0193177515344519","0.0164036805606403","0.0222318225082636"
"Very high transfer dependency","2018","66 and older","Male","22","","",""
"Very high transfer dependency","2018","66 and older","Female","18","","",""
"Complete transfer dependency","2018","16-34 y.","Male","741","0.0434595485080361","0.0372940808241396","0.0496250161919327"
"Complete transfer dependency","2018","16-34 y.","Female","561","0.0277419657863422","0.0226783231034911","0.0328056084691933"
"Complete transfer dependency","2018","35-65 y.","Male","762","0.0257301754899477","0.0221149592238256","0.0293453917560698"
"Complete transfer dependency","2018","35-65 y.","Female","557","0.0205848056758131","0.0175786291138588","0.0235909822377673"
"Complete transfer dependency","2018","66 and older","Male","12","","",""
"Complete transfer dependency","2018","66 and older","Female","13","","",""
"No transfer dependency","2019","16-34 y.","Male","934","0.404415374142304","0.388747120616297","0.42008362766831"
"No transfer dependency","2019","16-34 y.","Female","738","0.330233820301293","0.314980826709031","0.345486813893556"
"No transfer dependency","2019","35-65 y.","Male","2586","0.456044830574506","0.445116365182745","0.466973295966267"
"No transfer dependency","2019","35-65 y.","Female","2702","0.449332977424927","0.438799727503031","0.459866227346822"
"No transfer dependency","2019","66 and older","Male","2282","0.867643260829447","0.854731163246724","0.880555358412169"
"No transfer dependency","2019","66 and older","Female","2249","0.867610201687614","0.85459301341297","0.880627389962258"
"Very low transfer dependency","2019","16-34 y.","Male","1474","0.410633288495178","0.394927675197998","0.426338901792359"
"Very low transfer dependency","2019","16-34 y.","Female","1626","0.475505373392608","0.459308509126303","0.491702237658913"
"Very low transfer dependency","2019","35-65 y.","Male","3769","0.424247593953842","0.413403296208372","0.435091891699312"
"Very low transfer dependency","2019","35-65 y.","Female","4259","0.436092619665873","0.425591708964799","0.446593530366946"
"Very low transfer dependency","2019","66 and older","Male","233","0.0861316079956171","0.0754416431506822","0.0968215728405521"
"Very low transfer dependency","2019","66 and older","Female","220","0.0894796008067961","0.0785164734290268","0.100442728184566"
"Low transfer dependency","2019","16-34 y.","Male","343","0.0810784825212062","0.0723642922428294","0.089792672799583"
"Low transfer dependency","2019","16-34 y.","Female","341","0.0922660077728918","0.0828799576108928","0.101652057934891"
"Low transfer dependency","2019","35-65 y.","Male","371","0.049655428361796","0.044888948373034","0.0544219083505581"
"Low transfer dependency","2019","35-65 y.","Female","495","0.0546917210495032","0.0498768879955032","0.0595065541035033"
"Low transfer dependency","2019","66 and older","Male","57","0.0203900217406993","0.0150049856834365","0.0257750577979621"
"Low transfer dependency","2019","66 and older","Female","78","0.028030310594713","0.0216906221295952","0.0343699990598307"
"High transfer dependency","2019","16-34 y.","Male","266","0.0416297344430356","0.035252923990984","0.0480065448950872"
"High transfer dependency","2019","16-34 y.","Female","240","0.0431818556193105","0.0365893871962982","0.0497743240423229"
"High transfer dependency","2019","35-65 y.","Male","262","0.0276390174766104","0.0240419472179412","0.0312360877352796"
"High transfer dependency","2019","35-65 y.","Female","306","0.0261401689096294","0.0227615739584232","0.0295187638608356"
"High transfer dependency","2019","66 and older","Male","33","0.0135764244039418","0.00916704371611606","0.0179858050917676"
"High transfer dependency","2019","66 and older","Female","27","","",""
"Very high transfer dependency","2019","16-34 y.","Male","203","0.0311446860672703","0.0255989848974458","0.0366903872370947"
"Very high transfer dependency","2019","16-34 y.","Female","195","0.0315322907971166","0.0258646405671105","0.0371999410271227"
"Very high transfer dependency","2019","35-65 y.","Male","219","0.0145652316029505","0.0119364984861161","0.017193964719785"
"Very high transfer dependency","2019","35-65 y.","Female","227","0.0150402956793631","0.0124629591665848","0.0176176321921413"
"Very high transfer dependency","2019","66 and older","Male","21","","",""
"Very high transfer dependency","2019","66 and older","Female","14","","",""
"Complete transfer dependency","2019","16-34 y.","Male","549","0.0310984343310059","0.0255567202694745","0.0366401483925374"
"Complete transfer dependency","2019","16-34 y.","Female","512","0.0272806521167801","0.0219973693222542","0.0325639349113061"
"Complete transfer dependency","2019","35-65 y.","Male","772","0.0278478980302946","0.0242376488482033","0.0314581472123859"
"Complete transfer dependency","2019","35-65 y.","Female","578","0.018702217270705","0.0158335467838885","0.0215708877575214"
"Complete transfer dependency","2019","66 and older","Male","20","","",""
"Complete transfer dependency","2019","66 and older","Female","16","","",""
