"plb0195_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Acclaimed","2015","66 and older","Single parent ","","","",""
"Acclaimed","2015","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","2015","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","2015","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","2015","16-34 y.","1-pers.-HH","","","",""
"Partly, partly","2015","16-34 y.","(Married) couple without C. ","","","",""
"Partly, partly","2015","16-34 y.","Single parent ","","","",""
"Partly, partly","2015","16-34 y.","Couple + C. LE 16 ","","","",""
"Partly, partly","2015","16-34 y.","Couple + C. GT 16 ","","","",""
"Partly, partly","2015","16-34 y.","Couple + C. LE and GT 16","","","",""
"Partly, partly","2015","35-65 y.","1-pers.-HH","","","",""
"Partly, partly","2015","35-65 y.","(Married) couple without C. ","","","",""
"Partly, partly","2015","35-65 y.","Single parent ","","","",""
"Partly, partly","2015","35-65 y.","Couple + C. LE 16 ","","","",""
"Partly, partly","2015","35-65 y.","Couple + C. GT 16 ","","","",""
"Partly, partly","2015","35-65 y.","Couple + C. LE and GT 16","","","",""
"Partly, partly","2015","66 and older","1-pers.-HH","","","",""
"Partly, partly","2015","66 and older","(Married) couple without C. ","","","",""
"Partly, partly","2015","66 and older","Single parent ","","","",""
"Partly, partly","2015","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","2015","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","2015","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","2015","16-34 y.","1-pers.-HH","","","",""
"Paid","2015","16-34 y.","(Married) couple without C. ","","","",""
"Paid","2015","16-34 y.","Single parent ","","","",""
"Paid","2015","16-34 y.","Couple + C. LE 16 ","","","",""
"Paid","2015","16-34 y.","Couple + C. GT 16 ","","","",""
"Paid","2015","16-34 y.","Couple + C. LE and GT 16","","","",""
"Paid","2015","35-65 y.","1-pers.-HH","","","",""
"Paid","2015","35-65 y.","(Married) couple without C. ","","","",""
"Paid","2015","35-65 y.","Single parent ","","","",""
"Paid","2015","35-65 y.","Couple + C. LE 16 ","","","",""
"Paid","2015","35-65 y.","Couple + C. GT 16 ","","","",""
"Paid","2015","35-65 y.","Couple + C. LE and GT 16","","","",""
"Paid","2015","66 and older","1-pers.-HH","","","",""
"Paid","2015","66 and older","(Married) couple without C. ","","","",""
"Paid","2015","66 and older","Single parent ","","","",""
"Paid","2015","66 and older","Couple + C. LE 16 ","","","",""
"Paid","2015","66 and older","Couple + C. GT 16 ","","","",""
"Paid","2015","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","2015","16-34 y.","1-pers.-HH","","","",""
"Not paid","2015","16-34 y.","(Married) couple without C. ","","","",""
"Not paid","2015","16-34 y.","Single parent ","","","",""
"Not paid","2015","16-34 y.","Couple + C. LE 16 ","","","",""
"Not paid","2015","16-34 y.","Couple + C. GT 16 ","","","",""
"Not paid","2015","16-34 y.","Couple + C. LE and GT 16","","","",""
"Not paid","2015","35-65 y.","1-pers.-HH","","","",""
"Not paid","2015","35-65 y.","(Married) couple without C. ","","","",""
"Not paid","2015","35-65 y.","Single parent ","","","",""
"Not paid","2015","35-65 y.","Couple + C. LE 16 ","","","",""
"Not paid","2015","35-65 y.","Couple + C. GT 16 ","","","",""
"Not paid","2015","35-65 y.","Couple + C. LE and GT 16","","","",""
"Not paid","2015","66 and older","1-pers.-HH","","","",""
"Not paid","2015","66 and older","(Married) couple without C. ","","","",""
"Not paid","2015","66 and older","Single parent ","","","",""
"Not paid","2015","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","2015","66 and older","Couple + C. GT 16 ","","","",""
"Not paid","2015","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","2016","16-34 y.","1-pers.-HH","","","",""
"Acclaimed","2016","16-34 y.","(Married) couple without C. ","","","",""
"Acclaimed","2016","16-34 y.","Single parent ","","","",""
"Acclaimed","2016","16-34 y.","Couple + C. LE 16 ","","","",""
"Acclaimed","2016","16-34 y.","Couple + C. GT 16 ","","","",""
"Acclaimed","2016","16-34 y.","Couple + C. LE and GT 16","","","",""
"Acclaimed","2016","35-65 y.","1-pers.-HH","","","",""
"Acclaimed","2016","35-65 y.","(Married) couple without C. ","","","",""
"Acclaimed","2016","35-65 y.","Single parent ","","","",""
"Acclaimed","2016","35-65 y.","Couple + C. LE 16 ","","","",""
"Acclaimed","2016","35-65 y.","Couple + C. GT 16 ","","","",""
"Acclaimed","2016","35-65 y.","Couple + C. LE and GT 16","","","",""
"Acclaimed","2016","66 and older","1-pers.-HH","","","",""
"Acclaimed","2016","66 and older","(Married) couple without C. ","","","",""
"Acclaimed","2016","66 and older","Single parent ","","","",""
"Acclaimed","2016","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","2016","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","2016","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","2016","16-34 y.","1-pers.-HH","","","",""
"Partly, partly","2016","16-34 y.","(Married) couple without C. ","","","",""
"Partly, partly","2016","16-34 y.","Single parent ","","","",""
"Partly, partly","2016","16-34 y.","Couple + C. LE 16 ","","","",""
"Partly, partly","2016","16-34 y.","Couple + C. GT 16 ","","","",""
"Partly, partly","2016","16-34 y.","Couple + C. LE and GT 16","","","",""
"Partly, partly","2016","35-65 y.","1-pers.-HH","","","",""
"Partly, partly","2016","35-65 y.","(Married) couple without C. ","","","",""
"Partly, partly","2016","35-65 y.","Single parent ","","","",""
"Partly, partly","2016","35-65 y.","Couple + C. LE 16 ","","","",""
"Partly, partly","2016","35-65 y.","Couple + C. GT 16 ","","","",""
"Partly, partly","2016","35-65 y.","Couple + C. LE and GT 16","","","",""
"Partly, partly","2016","66 and older","1-pers.-HH","","","",""
"Partly, partly","2016","66 and older","(Married) couple without C. ","","","",""
"Partly, partly","2016","66 and older","Single parent ","","","",""
"Partly, partly","2016","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","2016","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","2016","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","2016","16-34 y.","1-pers.-HH","","","",""
"Paid","2016","16-34 y.","(Married) couple without C. ","","","",""
"Paid","2016","16-34 y.","Single parent ","","","",""
"Paid","2016","16-34 y.","Couple + C. LE 16 ","","","",""
"Paid","2016","16-34 y.","Couple + C. GT 16 ","","","",""
"Paid","2016","16-34 y.","Couple + C. LE and GT 16","","","",""
"Paid","2016","35-65 y.","1-pers.-HH","","","",""
"Paid","2016","35-65 y.","(Married) couple without C. ","","","",""
"Paid","2016","35-65 y.","Single parent ","","","",""
"Paid","2016","35-65 y.","Couple + C. LE 16 ","","","",""
"Paid","2016","35-65 y.","Couple + C. GT 16 ","","","",""
"Paid","2016","35-65 y.","Couple + C. LE and GT 16","","","",""
"Paid","2016","66 and older","1-pers.-HH","","","",""
"Paid","2016","66 and older","(Married) couple without C. ","","","",""
"Paid","2016","66 and older","Single parent ","","","",""
"Paid","2016","66 and older","Couple + C. LE 16 ","","","",""
"Paid","2016","66 and older","Couple + C. GT 16 ","","","",""
"Paid","2016","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","2016","16-34 y.","1-pers.-HH","","","",""
"Not paid","2016","16-34 y.","(Married) couple without C. ","","","",""
"Not paid","2016","16-34 y.","Single parent ","","","",""
"Not paid","2016","16-34 y.","Couple + C. LE 16 ","","","",""
"Not paid","2016","16-34 y.","Couple + C. GT 16 ","","","",""
"Not paid","2016","16-34 y.","Couple + C. LE and GT 16","","","",""
"Not paid","2016","35-65 y.","1-pers.-HH","","","",""
"Not paid","2016","35-65 y.","(Married) couple without C. ","","","",""
"Not paid","2016","35-65 y.","Single parent ","","","",""
"Not paid","2016","35-65 y.","Couple + C. LE 16 ","","","",""
"Not paid","2016","35-65 y.","Couple + C. GT 16 ","","","",""
"Not paid","2016","35-65 y.","Couple + C. LE and GT 16","","","",""
"Not paid","2016","66 and older","1-pers.-HH","","","",""
"Not paid","2016","66 and older","(Married) couple without C. ","","","",""
"Not paid","2016","66 and older","Single parent ","","","",""
"Not paid","2016","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","2016","66 and older","Couple + C. GT 16 ","","","",""
"Not paid","2016","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","2017","16-34 y.","1-pers.-HH","","","",""
"Acclaimed","2017","16-34 y.","(Married) couple without C. ","","","",""
"Acclaimed","2017","16-34 y.","Single parent ","","","",""
"Acclaimed","2017","16-34 y.","Couple + C. LE 16 ","","","",""
"Acclaimed","2017","16-34 y.","Couple + C. GT 16 ","","","",""
"Acclaimed","2017","16-34 y.","Couple + C. LE and GT 16","","","",""
"Acclaimed","2017","35-65 y.","1-pers.-HH","","","",""
"Acclaimed","2017","35-65 y.","(Married) couple without C. ","","","",""
"Acclaimed","2017","35-65 y.","Single parent ","","","",""
"Acclaimed","2017","35-65 y.","Couple + C. LE 16 ","","","",""
"Acclaimed","2017","35-65 y.","Couple + C. GT 16 ","","","",""
"Acclaimed","2017","35-65 y.","Couple + C. LE and GT 16","","","",""
"Acclaimed","2017","66 and older","1-pers.-HH","","","",""
"Acclaimed","2017","66 and older","(Married) couple without C. ","","","",""
"Acclaimed","2017","66 and older","Single parent ","","","",""
"Acclaimed","2017","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","2017","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","2017","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","2017","16-34 y.","1-pers.-HH","","","",""
"Partly, partly","2017","16-34 y.","(Married) couple without C. ","","","",""
"Partly, partly","2017","16-34 y.","Single parent ","","","",""
"Partly, partly","2017","16-34 y.","Couple + C. LE 16 ","","","",""
"Partly, partly","2017","16-34 y.","Couple + C. GT 16 ","","","",""
"Partly, partly","2017","16-34 y.","Couple + C. LE and GT 16","","","",""
"Partly, partly","2017","35-65 y.","1-pers.-HH","","","",""
"Partly, partly","2017","35-65 y.","(Married) couple without C. ","","","",""
"Partly, partly","2017","35-65 y.","Single parent ","","","",""
"Partly, partly","2017","35-65 y.","Couple + C. LE 16 ","","","",""
"Partly, partly","2017","35-65 y.","Couple + C. GT 16 ","","","",""
"Partly, partly","2017","35-65 y.","Couple + C. LE and GT 16","","","",""
"Partly, partly","2017","66 and older","1-pers.-HH","","","",""
"Partly, partly","2017","66 and older","(Married) couple without C. ","","","",""
"Partly, partly","2017","66 and older","Single parent ","","","",""
"Partly, partly","2017","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","2017","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","2017","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","2017","16-34 y.","1-pers.-HH","","","",""
"Paid","2017","16-34 y.","(Married) couple without C. ","","","",""
"Paid","2017","16-34 y.","Single parent ","","","",""
"Paid","2017","16-34 y.","Couple + C. LE 16 ","","","",""
"Paid","2017","16-34 y.","Couple + C. GT 16 ","","","",""
"Paid","2017","16-34 y.","Couple + C. LE and GT 16","","","",""
"Paid","2017","35-65 y.","1-pers.-HH","","","",""
"Paid","2017","35-65 y.","(Married) couple without C. ","","","",""
"Paid","2017","35-65 y.","Single parent ","","","",""
"Paid","2017","35-65 y.","Couple + C. LE 16 ","","","",""
"Paid","2017","35-65 y.","Couple + C. GT 16 ","","","",""
"Paid","2017","35-65 y.","Couple + C. LE and GT 16","","","",""
"Paid","2017","66 and older","1-pers.-HH","","","",""
"Paid","2017","66 and older","(Married) couple without C. ","","","",""
"Paid","2017","66 and older","Single parent ","","","",""
"Paid","2017","66 and older","Couple + C. LE 16 ","","","",""
"Paid","2017","66 and older","Couple + C. GT 16 ","","","",""
"Paid","2017","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","2017","16-34 y.","1-pers.-HH","","","",""
"Not paid","2017","16-34 y.","(Married) couple without C. ","","","",""
"Not paid","2017","16-34 y.","Single parent ","","","",""
"Not paid","2017","16-34 y.","Couple + C. LE 16 ","","","",""
"Not paid","2017","16-34 y.","Couple + C. GT 16 ","","","",""
"Not paid","2017","16-34 y.","Couple + C. LE and GT 16","","","",""
"Not paid","2017","35-65 y.","1-pers.-HH","","","",""
"Not paid","2017","35-65 y.","(Married) couple without C. ","","","",""
"Not paid","2017","35-65 y.","Single parent ","","","",""
"Not paid","2017","35-65 y.","Couple + C. LE 16 ","","","",""
"Not paid","2017","35-65 y.","Couple + C. GT 16 ","","","",""
"Not paid","2017","35-65 y.","Couple + C. LE and GT 16","","","",""
"Not paid","2017","66 and older","1-pers.-HH","","","",""
"Not paid","2017","66 and older","(Married) couple without C. ","","","",""
"Not paid","2017","66 and older","Single parent ","","","",""
"Not paid","2017","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","2017","66 and older","Couple + C. GT 16 ","","","",""
"Not paid","2017","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","2018","16-34 y.","1-pers.-HH","241","0.534265661383148","0.488631559358938","0.579899763407357"
"Acclaimed","2018","16-34 y.","(Married) couple without C. ","341","0.509209581115766","0.470807574509251","0.54761158772228"
"Acclaimed","2018","16-34 y.","Single parent ","111","0.566540729899098","0.497689568672264","0.635391891125932"
"Acclaimed","2018","16-34 y.","Couple + C. LE 16 ","227","0.543719110967109","0.497545082320487","0.589893139613732"
"Acclaimed","2018","16-34 y.","Couple + C. GT 16 ","177","0.564925005790549","0.511190695901287","0.618659315679811"
"Acclaimed","2018","16-34 y.","Couple + C. LE and GT 16","61","0.437924953501368","0.360318959900524","0.515530947102211"
"Acclaimed","2018","35-65 y.","1-pers.-HH","450","0.540487963189237","0.506167982018233","0.574807944360242"
"Acclaimed","2018","35-65 y.","(Married) couple without C. ","991","0.557706691313092","0.53458860742298","0.580824775203204"
"Acclaimed","2018","35-65 y.","Single parent ","374","0.556020353631244","0.517616970961555","0.594423736300934"
"Acclaimed","2018","35-65 y.","Couple + C. LE 16 ","1288","0.539256841265066","0.519446425732858","0.559067256797274"
"Acclaimed","2018","35-65 y.","Couple + C. GT 16 ","507","0.516141643089255","0.484279443048133","0.548003843130376"
"Acclaimed","2018","35-65 y.","Couple + C. LE and GT 16","383","0.515130867249463","0.479387194254922","0.550874540244004"
"Acclaimed","2018","66 and older","1-pers.-HH","3","","",""
"Acclaimed","2018","66 and older","(Married) couple without C. ","18","","",""
"Acclaimed","2018","66 and older","Single parent ","","","",""
"Acclaimed","2018","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","2018","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","2018","66 and older","Couple + C. LE and GT 16","2","","",""
"Partly, partly","2018","16-34 y.","1-pers.-HH","120","0.274029301519702","0.233225578000744","0.31483302503866"
"Partly, partly","2018","16-34 y.","(Married) couple without C. ","170","0.289442568233574","0.254605757317202","0.324279379149946"
"Partly, partly","2018","16-34 y.","Single parent ","38","0.190192878720578","0.135666146089866","0.24471961135129"
"Partly, partly","2018","16-34 y.","Couple + C. LE 16 ","111","0.231009811144431","0.19193742436052","0.270082197928343"
