"plb0195_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Paid","2015","Single parent ","West Germany","","","","","3"
"Paid","2015","Single parent ","East Germany","","","","","3"
"Paid","2015","Couple + C. LE 16 ","West Germany","","","","","3"
"Paid","2015","Couple + C. GT 16 ","West Germany","","","","","3"
"Paid","2015","Couple + C. LE and GT 16","East Germany","","","","","3"
"Partly, partly","2015","1-pers.-HH","West Germany","","","","","2"
"Partly, partly","2015","1-pers.-HH","East Germany","","","","","2"
"Partly, partly","2015","(Married) couple without C. ","East Germany","","","","","2"
"Partly, partly","2015","(Married) couple without C. ","West Germany","","","","","2"
"Partly, partly","2015","Couple + C. LE and GT 16","West Germany","","","","","2"
"Partly, partly","2015","Couple + C. LE and GT 16","East Germany","","","","","2"
"Partly, partly","2015","Single parent ","West Germany","","","","","2"
"Partly, partly","2015","Single parent ","East Germany","","","","","2"
"Partly, partly","2015","Couple + C. LE 16 ","West Germany","","","","","2"
"Partly, partly","2015","Couple + C. LE 16 ","East Germany","","","","","2"
"Partly, partly","2015","Couple + C. GT 16 ","West Germany","","","","","2"
"Partly, partly","2015","Couple + C. GT 16 ","East Germany","","","","","2"
"Acclaimed","2016","1-pers.-HH","West Germany","","","","","1"
"Acclaimed","2016","1-pers.-HH","East Germany","","","","","1"
"Acclaimed","2016","(Married) couple without C. ","West Germany","","","","","1"
"Acclaimed","2016","(Married) couple without C. ","East Germany","","","","","1"
"Acclaimed","2016","Single parent ","West Germany","","","","","1"
"Acclaimed","2016","Single parent ","East Germany","","","","","1"
"Acclaimed","2016","Couple + C. LE 16 ","West Germany","","","","","1"
"Acclaimed","2016","Couple + C. LE 16 ","East Germany","","","","","1"
"Acclaimed","2016","Couple + C. GT 16 ","West Germany","","","","","1"
"Acclaimed","2016","Couple + C. GT 16 ","East Germany","","","","","1"
"Acclaimed","2016","Couple + C. LE and GT 16","West Germany","","","","","1"
"Acclaimed","2016","Couple + C. LE and GT 16","East Germany","","","","","1"
"Not paid","2016","1-pers.-HH","West Germany","","","","","4"
"Not paid","2016","1-pers.-HH","East Germany","","","","","4"
"Not paid","2016","(Married) couple without C. ","West Germany","","","","","4"
"Not paid","2016","(Married) couple without C. ","East Germany","","","","","4"
"Not paid","2016","Single parent ","West Germany","","","","","4"
"Not paid","2016","Single parent ","East Germany","","","","","4"
"Not paid","2016","Couple + C. LE 16 ","West Germany","","","","","4"
"Not paid","2016","Couple + C. LE 16 ","East Germany","","","","","4"
"Not paid","2016","Couple + C. GT 16 ","West Germany","","","","","4"
"Not paid","2016","Couple + C. GT 16 ","East Germany","","","","","4"
"Not paid","2016","Couple + C. LE and GT 16","West Germany","","","","","4"
"Not paid","2016","Couple + C. LE and GT 16","East Germany","","","","","4"
"Paid","2016","1-pers.-HH","East Germany","","","","","3"
"Paid","2016","1-pers.-HH","West Germany","","","","","3"
"Paid","2016","(Married) couple without C. ","West Germany","","","","","3"
"Paid","2016","(Married) couple without C. ","East Germany","","","","","3"
"Paid","2016","Single parent ","West Germany","","","","","3"
"Paid","2016","Single parent ","East Germany","","","","","3"
"Paid","2016","Couple + C. LE 16 ","East Germany","","","","","3"
"Paid","2016","Couple + C. GT 16 ","East Germany","","","","","3"
"Paid","2016","Couple + C. LE and GT 16","West Germany","","","","","3"
"Paid","2016","Couple + C. LE 16 ","West Germany","","","","","3"
"Paid","2016","Couple + C. GT 16 ","West Germany","","","","","3"
"Paid","2016","Couple + C. LE and GT 16","East Germany","","","","","3"
"Partly, partly","2016","1-pers.-HH","West Germany","","","","","2"
"Partly, partly","2016","1-pers.-HH","East Germany","","","","","2"
"Partly, partly","2016","(Married) couple without C. ","East Germany","","","","","2"
"Partly, partly","2016","(Married) couple without C. ","West Germany","","","","","2"
"Partly, partly","2016","Couple + C. LE 16 ","East Germany","","","","","2"
"Partly, partly","2016","Couple + C. GT 16 ","West Germany","","","","","2"
"Partly, partly","2016","Single parent ","West Germany","","","","","2"
"Partly, partly","2016","Single parent ","East Germany","","","","","2"
"Partly, partly","2016","Couple + C. LE and GT 16","West Germany","","","","","2"
"Partly, partly","2016","Couple + C. LE and GT 16","East Germany","","","","","2"
"Partly, partly","2016","Couple + C. GT 16 ","East Germany","","","","","2"
"Partly, partly","2016","Couple + C. LE 16 ","West Germany","","","","","2"
"Acclaimed","2017","1-pers.-HH","West Germany","","","","","1"
"Acclaimed","2017","1-pers.-HH","East Germany","","","","","1"
"Acclaimed","2017","(Married) couple without C. ","West Germany","","","","","1"
"Acclaimed","2017","(Married) couple without C. ","East Germany","","","","","1"
"Acclaimed","2017","Single parent ","West Germany","","","","","1"
"Acclaimed","2017","Single parent ","East Germany","","","","","1"
"Acclaimed","2017","Couple + C. LE 16 ","West Germany","","","","","1"
"Acclaimed","2017","Couple + C. LE 16 ","East Germany","","","","","1"
"Acclaimed","2017","Couple + C. GT 16 ","West Germany","","","","","1"
"Acclaimed","2017","Couple + C. GT 16 ","East Germany","","","","","1"
"Acclaimed","2017","Couple + C. LE and GT 16","West Germany","","","","","1"
"Acclaimed","2017","Couple + C. LE and GT 16","East Germany","","","","","1"
"Not paid","2017","1-pers.-HH","West Germany","","","","","4"
"Not paid","2017","1-pers.-HH","East Germany","","","","","4"
"Not paid","2017","(Married) couple without C. ","West Germany","","","","","4"
"Not paid","2017","(Married) couple without C. ","East Germany","","","","","4"
"Not paid","2017","Single parent ","West Germany","","","","","4"
"Not paid","2017","Single parent ","East Germany","","","","","4"
"Not paid","2017","Couple + C. LE 16 ","West Germany","","","","","4"
"Not paid","2017","Couple + C. LE 16 ","East Germany","","","","","4"
"Not paid","2017","Couple + C. GT 16 ","West Germany","","","","","4"
"Not paid","2017","Couple + C. GT 16 ","East Germany","","","","","4"
"Not paid","2017","Couple + C. LE and GT 16","West Germany","","","","","4"
"Not paid","2017","Couple + C. LE and GT 16","East Germany","","","","","4"
"Paid","2017","(Married) couple without C. ","West Germany","","","","","3"
"Paid","2017","1-pers.-HH","East Germany","","","","","3"
"Paid","2017","(Married) couple without C. ","East Germany","","","","","3"
"Paid","2017","1-pers.-HH","West Germany","","","","","3"
"Paid","2017","Single parent ","East Germany","","","","","3"
"Paid","2017","Single parent ","West Germany","","","","","3"
"Paid","2017","Couple + C. LE 16 ","West Germany","","","","","3"
"Paid","2017","Couple + C. LE 16 ","East Germany","","","","","3"
"Paid","2017","Couple + C. GT 16 ","West Germany","","","","","3"
"Paid","2017","Couple + C. GT 16 ","East Germany","","","","","3"
"Paid","2017","Couple + C. LE and GT 16","West Germany","","","","","3"
"Paid","2017","Couple + C. LE and GT 16","East Germany","","","","","3"
"Partly, partly","2017","(Married) couple without C. ","East Germany","","","","","2"
"Partly, partly","2017","1-pers.-HH","West Germany","","","","","2"
"Partly, partly","2017","1-pers.-HH","East Germany","","","","","2"
"Partly, partly","2017","(Married) couple without C. ","West Germany","","","","","2"
"Partly, partly","2017","Single parent ","East Germany","","","","","2"
"Partly, partly","2017","Couple + C. LE 16 ","West Germany","","","","","2"
"Partly, partly","2017","Couple + C. LE 16 ","East Germany","","","","","2"
"Partly, partly","2017","Couple + C. GT 16 ","West Germany","","","","","2"
"Partly, partly","2017","Couple + C. GT 16 ","East Germany","","","","","2"
"Partly, partly","2017","Couple + C. LE and GT 16","West Germany","","","","","2"
"Partly, partly","2017","Couple + C. LE and GT 16","East Germany","","","","","2"
"Partly, partly","2017","Single parent ","West Germany","","","","","2"
"Acclaimed","2018","1-pers.-HH","West Germany","540","0.538910281095476","0.50778015143316","0.570040410757792","1"
"Acclaimed","2018","1-pers.-HH","East Germany","154","0.527166659968482","0.47029050232494","0.584042817612023","1"
"Acclaimed","2018","(Married) couple without C. ","West Germany","1021","0.532053973462162","0.509516840939978","0.554591105984345","1"
"Acclaimed","2018","(Married) couple without C. ","East Germany","329","0.567746246235908","0.527874315445005","0.607618177026811","1"
"Acclaimed","2018","Single parent ","West Germany","393","0.551233037175347","0.51398693217174","0.588479142178954","1"
"Acclaimed","2018","Single parent ","East Germany","92","0.595230938694842","0.518694905253522","0.671766972136162","1"
"Acclaimed","2018","Couple + C. LE 16 ","West Germany","1179","0.522012183407274","0.501562362096513","0.542462004718035","1"
"Acclaimed","2018","Couple + C. LE 16 ","East Germany","336","0.625127240640165","0.585966112530367","0.664288368749963","1"
"Acclaimed","2018","Couple + C. GT 16 ","West Germany","573","0.52492606499503","0.495143240381369","0.554708889608691","1"
"Acclaimed","2018","Couple + C. GT 16 ","East Germany","111","0.563809990885339","0.494205858237833","0.633414123532845","1"
"Acclaimed","2018","Couple + C. LE and GT 16","West Germany","357","0.494800823019715","0.459042705581529","0.5305589404579","1"
"Acclaimed","2018","Couple + C. LE and GT 16","East Germany","89","0.545826280539434","0.468435763133789","0.623216797945079","1"
"Not paid","2018","1-pers.-HH","West Germany","122","0.132045503151688","0.110903785795683","0.153187220507692","4"
"Not paid","2018","1-pers.-HH","East Germany","33","0.109649366771017","0.07405462591684","0.145244107625194","4"
"Not paid","2018","(Married) couple without C. ","West Germany","268","0.145708839841773","0.1297732245253","0.161644455158245","4"
"Not paid","2018","(Married) couple without C. ","East Germany","71","0.127512316200572","0.100666509167292","0.154358123233852","4"
"Not paid","2018","Single parent ","West Germany","63","0.102937909544171","0.0801816054089692","0.125694213679373","4"
"Not paid","2018","Single parent ","East Germany","17","","","","4"
"Not paid","2018","Couple + C. LE 16 ","West Germany","359","0.167639329577163","0.152346617297182","0.182932041857144","4"
"Not paid","2018","Couple + C. LE 16 ","East Germany","66","0.121218500464356","0.0948154596698605","0.147621541258851","4"
"Not paid","2018","Couple + C. GT 16 ","West Germany","120","0.0970793262442232","0.0794220224736521","0.114736630014794","4"
"Not paid","2018","Couple + C. GT 16 ","East Germany","16","","","","4"
"Not paid","2018","Couple + C. LE and GT 16","West Germany","95","0.0996159188006066","0.0781965632952868","0.121035274305926","4"
"Not paid","2018","Couple + C. LE and GT 16","East Germany","17","","","","4"
"Paid","2018","1-pers.-HH","West Germany","104","0.100087247029352","0.0813450909220427","0.118829403136662","3"
"Paid","2018","1-pers.-HH","East Germany","40","0.133873463682839","0.0950816435139968","0.172665283851682","3"
"Paid","2018","(Married) couple without C. ","West Germany","205","0.102445383312636","0.08874919970409","0.116141566921183","3"
"Paid","2018","(Married) couple without C. ","East Germany","66","0.109696663193835","0.0845438564811002","0.134849469906569","3"
"Paid","2018","Single parent ","East Germany","15","","","","3"
"Paid","2018","Couple + C. LE 16 ","West Germany","275","0.107753271850722","0.0950592716907862","0.120447272010658","3"
"Paid","2018","Couple + C. LE 16 ","East Germany","49","0.0629432486235964","0.0432966865654251","0.0825898106817677","3"
"Paid","2018","Single parent ","West Germany","94","0.123522333424135","0.0988820342797827","0.148162632568488","3"
"Paid","2018","Couple + C. GT 16 ","West Germany","138","0.112044802318729","0.0932331216679395","0.130856482969518","3"
"Paid","2018","Couple + C. LE and GT 16","East Germany","13","","","","3"
"Paid","2018","Couple + C. GT 16 ","East Germany","20","","","","3"
"Paid","2018","Couple + C. LE and GT 16","West Germany","125","0.188825773109137","0.160834939664898","0.216816606553376","3"
"Partly, partly","2018","(Married) couple without C. ","East Germany","127","0.195044774369686","0.163153361060756","0.226936187678616","2"
"Partly, partly","2018","1-pers.-HH","West Germany","219","0.228956968723483","0.20271803290389","0.255195904543076","2"
"Partly, partly","2018","1-pers.-HH","East Germany","69","0.229310509577662","0.181419506485906","0.277201512669418","2"
"Partly, partly","2018","(Married) couple without C. ","West Germany","389","0.219791803383429","0.201087827601421","0.238495779165437","2"
"Partly, partly","2018","Couple + C. LE 16 ","West Germany","479","0.202595215164841","0.186140332300078","0.219050098029604","2"
"Partly, partly","2018","Couple + C. LE 16 ","East Germany","136","0.190711010271883","0.158929923816138","0.222492096727628","2"
"Partly, partly","2018","Couple + C. GT 16 ","East Germany","48","0.235960099457547","0.176365337374466","0.295554861540628","2"
"Partly, partly","2018","Single parent ","East Germany","34","0.199725203941055","0.137386817927383","0.262063589954727","2"
"Partly, partly","2018","Couple + C. GT 16 ","West Germany","249","0.265949806442018","0.239598695386062","0.292300917497974","2"
"Partly, partly","2018","Couple + C. LE and GT 16","West Germany","174","0.216757485070541","0.187288627422933","0.24622634271815","2"
