"plb0196_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","1988","Baden-Württemberg","Couple + C. LE 16 ","208","1","1","1","2"
"No","1988","Baden-Württemberg","Couple + C. GT 16 ","209","1","1","1","2"
"No","1988","Baden-Württemberg","Couple + C. LE and GT 16","117","1","1","1","2"
"No","1988","Bavaria","1-pers.-HH","58","1","1","1","2"
"No","1988","Bavaria","(Married) couple without C. ","119","1","1","1","2"
"No","1988","Bavaria","Single parent ","53","1","1","1","2"
"No","1988","Bavaria","Couple + C. LE 16 ","186","1","1","1","2"
"No","1988","Bavaria","Couple + C. GT 16 ","188","1","1","1","2"
"No","1988","Bavaria","Couple + C. LE and GT 16","80","1","1","1","2"
"No","1988","Berlin","1-pers.-HH","25","","","","2"
"No","1988","Berlin","(Married) couple without C. ","38","1","1","1","2"
"No","1988","Berlin","Single parent ","14","","","","2"
"No","1988","Berlin","Couple + C. LE 16 ","30","1","1","1","2"
"No","1988","Berlin","Couple + C. GT 16 ","17","","","","2"
"No","1988","Berlin","Couple + C. LE and GT 16","21","","","","2"
"No","1988","Brandenburg","1-pers.-HH","","","","","2"
"No","1988","Brandenburg","(Married) couple without C. ","","","","","2"
"No","1988","Brandenburg","Single parent ","","","","","2"
"No","1988","Brandenburg","Couple + C. LE 16 ","","","","","2"
"No","1988","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","2"
"No","1988","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","2"
"No","1988","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"No","1988","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","2"
"No","1988","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","2"
"No","1988","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","2"
"No","1988","Saxony","1-pers.-HH","","","","","2"
"No","1988","Saxony","(Married) couple without C. ","","","","","2"
"No","1988","Saxony","Single parent ","","","","","2"
"No","1988","Saxony","Couple + C. LE 16 ","","","","","2"
"No","1988","Saxony","Couple + C. GT 16 ","","","","","2"
"No","1988","Brandenburg","Couple + C. GT 16 ","","","","","2"
"No","1988","Brandenburg","Couple + C. LE and GT 16","","","","","2"
"No","1988","Saxony","Couple + C. LE and GT 16","","","","","2"
"No","1988","Saxony-Anhalt","1-pers.-HH","","","","","2"
"No","1988","Saxony-Anhalt","(Married) couple without C. ","","","","","2"
"No","1988","Saxony-Anhalt","Single parent ","","","","","2"
"No","1988","Saxony-Anhalt","Couple + C. LE 16 ","","","","","2"
"No","1988","Saxony-Anhalt","Couple + C. GT 16 ","","","","","2"
"No","1988","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","2"
"No","1988","Thuringia","1-pers.-HH","","","","","2"
"No","1988","Thuringia","(Married) couple without C. ","","","","","2"
"No","1988","Thuringia","Single parent ","","","","","2"
"No","1988","Thuringia","Couple + C. LE 16 ","","","","","2"
"No","1988","Thuringia","Couple + C. GT 16 ","","","","","2"
"No","1988","Thuringia","Couple + C. LE and GT 16","","","","","2"
"Yes","1988","Hesse","(Married) couple without C. ","","","","","1"
"Yes","1988","Hesse","Single parent ","","","","","1"
"Yes","1988","Hesse","Couple + C. LE 16 ","","","","","1"
"Yes","1988","Hesse","Couple + C. GT 16 ","","","","","1"
"Yes","1988","Hesse","Couple + C. LE and GT 16","","","","","1"
"Yes","1988","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","1"
"Yes","1988","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","1"
"Yes","1988","Rhineland-Palatinate,Saarland","Single parent ","","","","","1"
"Yes","1988","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","1"
"Yes","1988","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","1"
"Yes","1988","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","1"
"Yes","1988","Baden-Württemberg","1-pers.-HH","","","","","1"
"Yes","1988","Baden-Württemberg","(Married) couple without C. ","","","","","1"
"Yes","1988","Baden-Württemberg","Single parent ","","","","","1"
"Yes","1988","Baden-Württemberg","Couple + C. LE 16 ","","","","","1"
"Yes","1988","Baden-Württemberg","Couple + C. GT 16 ","","","","","1"
"Yes","1988","Baden-Württemberg","Couple + C. LE and GT 16","","","","","1"
"Yes","1988","Bavaria","1-pers.-HH","","","","","1"
"Yes","1988","Bavaria","(Married) couple without C. ","","","","","1"
"Yes","1988","Bavaria","Single parent ","","","","","1"
"Yes","1988","Bavaria","Couple + C. LE 16 ","","","","","1"
"Yes","1988","Bavaria","Couple + C. GT 16 ","","","","","1"
"Yes","1988","Bavaria","Couple + C. LE and GT 16","","","","","1"
"Yes","1988","Berlin","1-pers.-HH","","","","","1"
"Yes","1988","Berlin","(Married) couple without C. ","","","","","1"
"Yes","1988","Schleswig-Holstein","1-pers.-HH","","","","","1"
"Yes","1988","Schleswig-Holstein","(Married) couple without C. ","","","","","1"
"Yes","1988","Schleswig-Holstein","Single parent ","","","","","1"
"Yes","1988","Schleswig-Holstein","Couple + C. LE 16 ","","","","","1"
"Yes","1988","Schleswig-Holstein","Couple + C. GT 16 ","","","","","1"
"Yes","1988","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","1"
"Yes","1988","Hamburg","1-pers.-HH","","","","","1"
"Yes","1988","Hamburg","(Married) couple without C. ","","","","","1"
"Yes","1988","Hamburg","Single parent ","","","","","1"
"Yes","1988","Hamburg","Couple + C. LE 16 ","","","","","1"
"Yes","1988","Hamburg","Couple + C. GT 16 ","","","","","1"
"Yes","1988","Hamburg","Couple + C. LE and GT 16","","","","","1"
"Yes","1988","Lower Saxony","1-pers.-HH","","","","","1"
"Yes","1988","Lower Saxony","(Married) couple without C. ","","","","","1"
"Yes","1988","Lower Saxony","Single parent ","","","","","1"
"Yes","1988","Lower Saxony","Couple + C. LE 16 ","","","","","1"
"Yes","1988","Lower Saxony","Couple + C. GT 16 ","","","","","1"
"Yes","1988","Lower Saxony","Couple + C. LE and GT 16","","","","","1"
"Yes","1988","Bremen","1-pers.-HH","","","","","1"
"Yes","1988","Bremen","(Married) couple without C. ","","","","","1"
"Yes","1988","Bremen","Single parent ","","","","","1"
"Yes","1988","Bremen","Couple + C. LE 16 ","","","","","1"
"Yes","1988","Bremen","Couple + C. GT 16 ","","","","","1"
"Yes","1988","Bremen","Couple + C. LE and GT 16","","","","","1"
"Yes","1988","North Rhine-Westphalia","1-pers.-HH","","","","","1"
"Yes","1988","North Rhine-Westphalia","(Married) couple without C. ","","","","","1"
"Yes","1988","North Rhine-Westphalia","Single parent ","","","","","1"
"Yes","1988","North Rhine-Westphalia","Couple + C. LE 16 ","","","","","1"
"Yes","1988","North Rhine-Westphalia","Couple + C. GT 16 ","","","","","1"
"Yes","1988","North Rhine-Westphalia","Couple + C. LE and GT 16","","","","","1"
"Yes","1988","Hesse","1-pers.-HH","","","","","1"
"Yes","1988","Berlin","Single parent ","","","","","1"
"Yes","1988","Berlin","Couple + C. LE 16 ","","","","","1"
"Yes","1988","Berlin","Couple + C. GT 16 ","","","","","1"
"Yes","1988","Berlin","Couple + C. LE and GT 16","","","","","1"
"Yes","1988","Brandenburg","1-pers.-HH","","","","","1"
"Yes","1988","Brandenburg","(Married) couple without C. ","","","","","1"
"Yes","1988","Brandenburg","Single parent ","","","","","1"
"Yes","1988","Brandenburg","Couple + C. LE 16 ","","","","","1"
"Yes","1988","Brandenburg","Couple + C. GT 16 ","","","","","1"
"Yes","1988","Brandenburg","Couple + C. LE and GT 16","","","","","1"
"Yes","1988","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","1"
"Yes","1988","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","1"
"Yes","1988","Mecklenburg-Western Pomerania","Single parent ","","","","","1"
"Yes","1988","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","1"
"Yes","1988","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","1"
"Yes","1988","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","1"
"Yes","1988","Saxony","1-pers.-HH","","","","","1"
"Yes","1988","Saxony","(Married) couple without C. ","","","","","1"
"Yes","1988","Saxony","Single parent ","","","","","1"
"Yes","1988","Saxony","Couple + C. LE 16 ","","","","","1"
"Yes","1988","Saxony","Couple + C. GT 16 ","","","","","1"
"Yes","1988","Saxony","Couple + C. LE and GT 16","","","","","1"
"Yes","1988","Saxony-Anhalt","1-pers.-HH","","","","","1"
"Yes","1988","Saxony-Anhalt","(Married) couple without C. ","","","","","1"
"Yes","1988","Saxony-Anhalt","Single parent ","","","","","1"
"Yes","1988","Saxony-Anhalt","Couple + C. LE 16 ","","","","","1"
"Yes","1988","Saxony-Anhalt","Couple + C. GT 16 ","","","","","1"
"Yes","1988","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","1"
"Yes","1988","Thuringia","1-pers.-HH","","","","","1"
"Yes","1988","Thuringia","(Married) couple without C. ","","","","","1"
"Yes","1988","Thuringia","Single parent ","","","","","1"
"Yes","1988","Thuringia","Couple + C. LE 16 ","","","","","1"
"Yes","1988","Thuringia","Couple + C. GT 16 ","","","","","1"
"Yes","1988","Thuringia","Couple + C. LE and GT 16","","","","","1"
"No","1989","Schleswig-Holstein","(Married) couple without C. ","33","1","1","1","2"
"No","1989","Hesse","Single parent ","24","","","","2"
"No","1989","Schleswig-Holstein","Single parent ","7","","","","2"
"No","1989","Rhineland-Palatinate,Saarland","1-pers.-HH","17","","","","2"
"No","1989","Schleswig-Holstein","1-pers.-HH","11","","","","2"
"No","1989","Schleswig-Holstein","Couple + C. LE 16 ","39","1","1","1","2"
"No","1989","Hesse","1-pers.-HH","25","","","","2"
"No","1989","Hesse","(Married) couple without C. ","95","1","1","1","2"
"No","1989","Baden-Württemberg","(Married) couple without C. ","146","1","1","1","2"
"No","1989","Hesse","Couple + C. LE and GT 16","49","1","1","1","2"
"No","1989","Baden-Württemberg","Couple + C. GT 16 ","193","1","1","1","2"
"No","1989","Rhineland-Palatinate,Saarland","(Married) couple without C. ","57","1","1","1","2"
"No","1989","North Rhine-Westphalia","Single parent ","44","1","1","1","2"
"No","1989","North Rhine-Westphalia","Couple + C. LE and GT 16","127","1","1","1","2"
"No","1989","Baden-Württemberg","Single parent ","37","1","1","1","2"
"No","1989","Baden-Württemberg","Couple + C. LE 16 ","230","1","1","1","2"
"No","1989","Hesse","Couple + C. LE 16 ","113","1","1","1","2"
"No","1989","Hesse","Couple + C. GT 16 ","90","1","1","1","2"
"No","1989","Schleswig-Holstein","Couple + C. GT 16 ","10","","","","2"
"No","1989","Schleswig-Holstein","Couple + C. LE and GT 16","15","","","","2"
"No","1989","Hamburg","1-pers.-HH","12","","","","2"
"No","1989","Hamburg","(Married) couple without C. ","19","","","","2"
"No","1989","Hamburg","Single parent ","5","","","","2"
"No","1989","Hamburg","Couple + C. LE 16 ","11","","","","2"
"No","1989","Bremen","Single parent ","","","","","2"
"No","1989","Bremen","Couple + C. LE and GT 16","4","","","","2"
"No","1989","North Rhine-Westphalia","1-pers.-HH","76","1","1","1","2"
"No","1989","North Rhine-Westphalia","(Married) couple without C. ","207","1","1","1","2"
"No","1989","North Rhine-Westphalia","Couple + C. LE 16 ","238","1","1","1","2"
"No","1989","North Rhine-Westphalia","Couple + C. GT 16 ","245","1","1","1","2"
"No","1989","Rhineland-Palatinate,Saarland","Single parent ","18","","","","2"
"No","1989","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","45","1","1","1","2"
"No","1989","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","57","1","1","1","2"
"No","1989","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","39","1","1","1","2"
"No","1989","Baden-Württemberg","1-pers.-HH","57","1","1","1","2"
"No","1989","Hamburg","Couple + C. GT 16 ","15","","","","2"
"No","1989","Hamburg","Couple + C. LE and GT 16","3","","","","2"
"No","1989","Lower Saxony","1-pers.-HH","38","1","1","1","2"
"No","1989","Lower Saxony","(Married) couple without C. ","88","1","1","1","2"
"No","1989","Lower Saxony","Single parent ","19","","","","2"
"No","1989","Lower Saxony","Couple + C. LE 16 ","64","1","1","1","2"
"No","1989","Lower Saxony","Couple + C. LE and GT 16","35","1","1","1","2"
"No","1989","Bremen","1-pers.-HH","7","","","","2"
"No","1989","Bremen","(Married) couple without C. ","7","","","","2"
"No","1989","Bremen","Couple + C. LE 16 ","5","","","","2"
"No","1989","Bremen","Couple + C. GT 16 ","7","","","","2"
"No","1989","Baden-Württemberg","Couple + C. LE and GT 16","96","1","1","1","2"
"No","1989","Bavaria","1-pers.-HH","47","1","1","1","2"
"No","1989","Bavaria","(Married) couple without C. ","110","1","1","1","2"
"No","1989","Lower Saxony","Couple + C. GT 16 ","76","1","1","1","2"
"No","1989","Bavaria","Single parent ","45","1","1","1","2"
"No","1989","Bavaria","Couple + C. LE 16 ","171","1","1","1","2"
"No","1989","Bavaria","Couple + C. GT 16 ","181","1","1","1","2"
"No","1989","Bavaria","Couple + C. LE and GT 16","71","1","1","1","2"
"No","1989","Berlin","1-pers.-HH","28","","","","2"
"No","1989","Berlin","(Married) couple without C. ","34","1","1","1","2"
"No","1989","Berlin","Single parent ","13","","","","2"
"No","1989","Berlin","Couple + C. LE 16 ","36","1","1","1","2"
"No","1989","Berlin","Couple + C. GT 16 ","14","","","","2"
"No","1989","Berlin","Couple + C. LE and GT 16","22","","","","2"
"No","1989","Brandenburg","1-pers.-HH","","","","","2"
"No","1989","Brandenburg","(Married) couple without C. ","","","","","2"
"No","1989","Brandenburg","Single parent ","","","","","2"
"No","1989","Brandenburg","Couple + C. LE 16 ","","","","","2"
"No","1989","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","2"
"No","1989","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","2"
"No","1989","Saxony","1-pers.-HH","","","","","2"
"No","1989","Saxony","Couple + C. LE 16 ","","","","","2"
"No","1989","Saxony","Couple + C. GT 16 ","","","","","2"
"No","1989","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","2"
"No","1989","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"No","1989","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","2"
"No","1989","Saxony","(Married) couple without C. ","","","","","2"
"No","1989","Saxony","Single parent ","","","","","2"
"No","1989","Brandenburg","Couple + C. GT 16 ","","","","","2"
"No","1989","Brandenburg","Couple + C. LE and GT 16","","","","","2"
"No","1989","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","2"
"No","1989","Saxony","Couple + C. LE and GT 16","","","","","2"
"No","1989","Saxony-Anhalt","1-pers.-HH","","","","","2"
"No","1989","Saxony-Anhalt","(Married) couple without C. ","","","","","2"
"No","1989","Saxony-Anhalt","Single parent ","","","","","2"
"No","1989","Saxony-Anhalt","Couple + C. LE 16 ","","","","","2"
"No","1989","Saxony-Anhalt","Couple + C. GT 16 ","","","","","2"
"No","1989","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","2"
"No","1989","Thuringia","1-pers.-HH","","","","","2"
"No","1989","Thuringia","(Married) couple without C. ","","","","","2"
"No","1989","Thuringia","Single parent ","","","","","2"
"No","1989","Thuringia","Couple + C. LE 16 ","","","","","2"
"No","1989","Thuringia","Couple + C. GT 16 ","","","","","2"
"No","1989","Thuringia","Couple + C. LE and GT 16","","","","","2"
"Yes","1989","Hesse","Couple + C. GT 16 ","","","","","1"
"Yes","1989","Hesse","Couple + C. LE and GT 16","","","","","1"
"Yes","1989","Rhineland-Palatinate,Saarland","1-pers.-HH","","","","","1"
"Yes","1989","Rhineland-Palatinate,Saarland","(Married) couple without C. ","","","","","1"
"Yes","1989","Rhineland-Palatinate,Saarland","Single parent ","","","","","1"
"Yes","1989","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","","","","","1"
"Yes","1989","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","","","","","1"
"Yes","1989","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","","","","","1"
"Yes","1989","Baden-Württemberg","1-pers.-HH","","","","","1"
"Yes","1989","Baden-Württemberg","(Married) couple without C. ","","","","","1"
"Yes","1989","Baden-Württemberg","Single parent ","","","","","1"
"Yes","1989","Baden-Württemberg","Couple + C. LE 16 ","","","","","1"
"Yes","1989","Baden-Württemberg","Couple + C. GT 16 ","","","","","1"
"Yes","1989","Baden-Württemberg","Couple + C. LE and GT 16","","","","","1"
"Yes","1989","Bavaria","1-pers.-HH","","","","","1"
"Yes","1989","Bavaria","(Married) couple without C. ","","","","","1"
"Yes","1989","Bavaria","Single parent ","","","","","1"
"Yes","1989","Bavaria","Couple + C. LE 16 ","","","","","1"
"Yes","1989","Bavaria","Couple + C. GT 16 ","","","","","1"
"Yes","1989","Bavaria","Couple + C. LE and GT 16","","","","","1"
"Yes","1989","Berlin","1-pers.-HH","","","","","1"
"Yes","1989","Hesse","(Married) couple without C. ","","","","","1"
"Yes","1989","Hesse","Single parent ","","","","","1"
"Yes","1989","Hesse","Couple + C. LE 16 ","","","","","1"
"Yes","1989","Berlin","(Married) couple without C. ","","","","","1"
"Yes","1989","Berlin","Single parent ","","","","","1"
"Yes","1989","Berlin","Couple + C. LE 16 ","","","","","1"
"Yes","1989","Berlin","Couple + C. GT 16 ","","","","","1"
"Yes","1989","Berlin","Couple + C. LE and GT 16","","","","","1"
"Yes","1989","Schleswig-Holstein","1-pers.-HH","","","","","1"
"Yes","1989","Schleswig-Holstein","(Married) couple without C. ","","","","","1"
"Yes","1989","Schleswig-Holstein","Single parent ","","","","","1"
"Yes","1989","Schleswig-Holstein","Couple + C. LE 16 ","","","","","1"
"Yes","1989","Schleswig-Holstein","Couple + C. GT 16 ","","","","","1"
"Yes","1989","Schleswig-Holstein","Couple + C. LE and GT 16","","","","","1"
"Yes","1989","Hamburg","1-pers.-HH","","","","","1"
"Yes","1989","Hamburg","(Married) couple without C. ","","","","","1"
