"plj0046","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Big worries","2006","no degree/no degree yet","Couple + C. LE and GT 16","34","0.176178298465979","0.117692946407637","0.234663650524321"
"Big worries","2006","no degree/no degree yet","Single parent ","14","","",""
"Big worries","2006","Other degree","(Married) couple without C. ","119","0.267461754964865","0.224458940220689","0.310464569709041"
"Big worries","2006","Other degree","1-pers.-HH","26","","",""
"Big worries","2006","Other degree","Couple + C. GT 16 ","51","0.324139183587456","0.25894484297551","0.389333524199402"
"Big worries","2006","Other degree","Couple + C. LE 16 ","56","0.231561133907332","0.177856542960032","0.285265724854631"
"Big worries","2006","Other degree","Couple + C. LE and GT 16","23","","",""
"Big worries","2006","Other degree","Single parent ","8","","",""
"Big worries","2006","secondary school degree","(Married) couple without C. ","841","0.420390045707798","0.399011544995946","0.441768546419649"
"Big worries","2006","secondary school degree","1-pers.-HH","293","0.354463207051223","0.32273196656242","0.386194447540026"
"Big worries","2006","secondary school degree","Couple + C. GT 16 ","449","0.414405636512649","0.385847080372294","0.442964192653004"
"Big worries","2006","secondary school degree","Couple + C. LE 16 ","514","0.380685358512844","0.355177897353421","0.406192819672266"
"Big worries","2006","secondary school degree","Couple + C. LE and GT 16","147","0.36011073112775","0.316291164966278","0.403930297289222"
"Big worries","2006","secondary school degree","Single parent ","139","0.370601814946563","0.322791503635938","0.418412126257188"
"No worries","2006","college entrance qualification","(Married) couple without C. ","595","0.325490437884443","0.30437740142524","0.346603474343647"
"No worries","2006","college entrance qualification","1-pers.-HH","326","0.383824147429212","0.351601401364916","0.416046893493508"
"No worries","2006","college entrance qualification","Couple + C. GT 16 ","273","0.270050675819495","0.241407825719888","0.298693525919101"
"No worries","2006","college entrance qualification","Couple + C. LE 16 ","483","0.366256388364002","0.339832176431106","0.392680600296897"
"No worries","2006","college entrance qualification","Couple + C. LE and GT 16","106","0.356509706125874","0.303191697142582","0.409827715109167"
"No worries","2006","college entrance qualification","Single parent ","80","0.334429815870529","0.2730557936119","0.395803838129158"
"No worries","2006","lower secondary degree","(Married) couple without C. ","408","0.126352466072276","0.115037248321553","0.137667683822999"
"No worries","2006","lower secondary degree","1-pers.-HH","240","0.175056655713381","0.154830207752433","0.195283103674329"
"No worries","2006","lower secondary degree","Couple + C. GT 16 ","129","0.130382695808157","0.109718330545218","0.151047061071095"
"No worries","2006","lower secondary degree","Couple + C. LE 16 ","134","0.116282227018022","0.0957128691464195","0.136851584889625"
"No worries","2006","lower secondary degree","Couple + C. LE and GT 16","71","0.171890954515504","0.133025470409438","0.21075643862157"
"No worries","2006","lower secondary degree","Single parent ","66","0.208173193527276","0.16575967893426","0.250586708120292"
"No worries","2006","no degree/no degree yet","(Married) couple without C. ","35","0.28949997754752","0.203566474231995","0.375433480863046"
"No worries","2006","no degree/no degree yet","1-pers.-HH","8","","",""
"No worries","2006","no degree/no degree yet","Couple + C. GT 16 ","74","0.286323101330092","0.225329275163284","0.347316927496899"
"No worries","2006","no degree/no degree yet","Couple + C. LE 16 ","9","","",""
"No worries","2006","no degree/no degree yet","Couple + C. LE and GT 16","70","0.437568884353666","0.361411472882736","0.513726295824596"
"No worries","2006","no degree/no degree yet","Single parent ","19","","",""
"No worries","2006","Other degree","(Married) couple without C. ","125","0.339097754601332","0.293105790451663","0.385089718751002"
"No worries","2006","Other degree","1-pers.-HH","43","0.408872529222595","0.316153099717392","0.501591958727797"
"No worries","2006","Other degree","Couple + C. GT 16 ","58","0.297616198121541","0.233932097204184","0.361300299038898"
"No worries","2006","Other degree","Couple + C. LE 16 ","72","0.241567626461998","0.18707324652527","0.296062006398726"
"No worries","2006","Other degree","Couple + C. LE and GT 16","23","","",""
"No worries","2006","Other degree","Single parent ","27","","",""
"No worries","2006","secondary school degree","(Married) couple without C. ","336","0.158491784556468","0.142675092008138","0.174308477104797"
"No worries","2006","secondary school degree","1-pers.-HH","182","0.209304400947267","0.182318631228516","0.236290170666019"
"No worries","2006","secondary school degree","Couple + C. GT 16 ","191","0.159466893743272","0.138242384605321","0.180691402881223"
"No worries","2006","secondary school degree","Couple + C. LE 16 ","234","0.173578314599789","0.153681797510255","0.193474831689322"
"No worries","2006","secondary school degree","Couple + C. LE and GT 16","100","0.216357468636554","0.178770043723356","0.253944893549751"
"No worries","2006","secondary school degree","Single parent ","83","0.212781481855072","0.172266129253259","0.253296834456884"
"Some worries","2006","college entrance qualification","(Married) couple without C. ","878","0.467565419579169","0.445083062357349","0.490047776800989"
"Some worries","2006","college entrance qualification","1-pers.-HH","377","0.397554904107877","0.365128308254792","0.429981499960963"
"Some worries","2006","college entrance qualification","Couple + C. GT 16 ","452","0.502639109771731","0.470383058917979","0.534895160625483"
"Some worries","2006","college entrance qualification","Couple + C. LE 16 ","578","0.463909130962535","0.436557180085805","0.491261081839264"
"Some worries","2006","college entrance qualification","Couple + C. LE and GT 16","147","0.459281668213738","0.403807302337428","0.514756034090049"
"Some worries","2006","college entrance qualification","Single parent ","106","0.464714265247374","0.399832747688628","0.52959578280612"
"Some worries","2006","lower secondary degree","(Married) couple without C. ","1529","0.441443184667795","0.424532000750165","0.458354368585425"
"Some worries","2006","lower secondary degree","1-pers.-HH","608","0.458877333291737","0.432354836091009","0.485399830492466"
"Some worries","2006","lower secondary degree","Couple + C. GT 16 ","439","0.414887081167558","0.384650491613865","0.44512367072125"
"Some worries","2006","lower secondary degree","Couple + C. LE 16 ","418","0.455982753332284","0.424024148515943","0.487941358148626"
"Some worries","2006","lower secondary degree","Couple + C. LE and GT 16","143","0.376252374919581","0.326348084681685","0.426156665157477"
"Some worries","2006","lower secondary degree","Single parent ","164","0.438814715465555","0.386974059530206","0.490655371400904"
"Some worries","2006","no degree/no degree yet","(Married) couple without C. ","43","0.393281759445098","0.300726387547923","0.485837131342273"
"Some worries","2006","no degree/no degree yet","1-pers.-HH","17","","",""
"Some worries","2006","no degree/no degree yet","Couple + C. GT 16 ","97","0.502355548622373","0.434891554700274","0.569819542544473"
"Some worries","2006","no degree/no degree yet","Couple + C. LE 16 ","11","","",""
"Some worries","2006","no degree/no degree yet","Couple + C. LE and GT 16","59","0.386252817180355","0.311507347596708","0.460998286764002"
"Some worries","2006","no degree/no degree yet","Single parent ","42","0.603031185273469","0.492301123914718","0.71376124663222"
"Some worries","2006","Other degree","(Married) couple without C. ","163","0.393440490433803","0.345980557437003","0.440900423430602"
"Some worries","2006","Other degree","1-pers.-HH","39","0.377634817454562","0.286203522242406","0.469066112666717"
"Some worries","2006","Other degree","Couple + C. GT 16 ","89","0.378244618291003","0.310696749486461","0.445792487095545"
"Some worries","2006","Other degree","Couple + C. LE 16 ","109","0.52687123963067","0.46330656351096","0.59043591575038"
"Some worries","2006","Other degree","Couple + C. LE and GT 16","61","0.556675901918571","0.46254806415815","0.650803739678991"
"Some worries","2006","Other degree","Single parent ","32","0.403128134198967","0.285672785606127","0.520583482791807"
"Some worries","2006","secondary school degree","(Married) couple without C. ","871","0.421118169735735","0.399734607052391","0.442501732419078"
"Some worries","2006","secondary school degree","1-pers.-HH","398","0.43623239200151","0.403335870024529","0.469128913978491"
"Some worries","2006","secondary school degree","Couple + C. GT 16 ","503","0.426127469744079","0.397459135461575","0.454795804026584"
"Some worries","2006","secondary school degree","Couple + C. LE 16 ","644","0.445736326887368","0.419625195137877","0.471847458636858"
"Some worries","2006","secondary school degree","Couple + C. LE and GT 16","214","0.423531800235696","0.378426423152502","0.46863717731889"
"Some worries","2006","secondary school degree","Single parent ","170","0.416616703198365","0.36781326808146","0.46542013831527"
"Big worries","2007","college entrance qualification","(Married) couple without C. ","350","0.17153824813622","0.154332072596415","0.188744423676026"
"Big worries","2007","college entrance qualification","1-pers.-HH","163","0.206955596664306","0.179784542032339","0.234126651296273"
"Big worries","2007","college entrance qualification","Couple + C. GT 16 ","181","0.184556121653789","0.159295428807827","0.209816814499751"
"Big worries","2007","college entrance qualification","Couple + C. LE 16 ","178","0.152803760987064","0.132581005307182","0.173026516666946"
"Big worries","2007","college entrance qualification","Couple + C. LE and GT 16","44","0.142748312946487","0.101992032720254","0.183504593172721"
"Big worries","2007","college entrance qualification","Single parent ","36","0.171145001246579","0.122363884341426","0.219926118151732"
"Big worries","2007","lower secondary degree","(Married) couple without C. ","1089","0.38026621101889","0.362995301868939","0.397537120168841"
"Big worries","2007","lower secondary degree","1-pers.-HH","464","0.370358940081746","0.343789939586579","0.396927940576914"
"Big worries","2007","lower secondary degree","Couple + C. GT 16 ","357","0.370848454071722","0.34003517166005","0.401661736483394"
"Big worries","2007","lower secondary degree","Couple + C. LE 16 ","338","0.420403378828572","0.386534639378046","0.454272118279098"
"Big worries","2007","lower secondary degree","Couple + C. LE and GT 16","112","0.409090721561676","0.355052039264771","0.463129403858581"
"Big worries","2007","lower secondary degree","Single parent ","104","0.350547193101141","0.297939216813587","0.403155169388695"
"Big worries","2007","no degree/no degree yet","(Married) couple without C. ","19","","",""
