"plj0046","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"No worries","2012","Bavaria","Rural Area","669","0.367694098461778","0.344853727238257","0.390534469685298"
"No worries","2012","Berlin","Urban Area","351","0.426780353417622","0.392739502562546","0.460821204272698"
"No worries","2012","Berlin","Rural Area","","","",""
"No worries","2012","Brandenburg","Urban Area","41","0.626301714374429","0.511315444007353","0.741287984741504"
"No worries","2012","Brandenburg","Rural Area","263","0.308546866243962","0.276398904568967","0.340694827918958"
"No worries","2012","Mecklenburg-Western Pomerania","Urban Area","10","","",""
"No worries","2012","Mecklenburg-Western Pomerania","Rural Area","161","0.316059241898017","0.273936303956836","0.358182179839199"
"No worries","2012","Saxony","Urban Area","296","0.401451139027823","0.36579404615124","0.437108231904405"
"No worries","2012","Saxony","Rural Area","287","0.396645149409811","0.360837485278011","0.432452813541611"
"No worries","2012","Saxony-Anhalt","Urban Area","96","0.404622180980729","0.346612174650145","0.462632187311312"
"No worries","2012","Saxony-Anhalt","Rural Area","159","0.246978423337562","0.210838465214999","0.283118381460125"
"No worries","2012","Thuringia","Urban Area","87","0.362407225658797","0.302215725670438","0.422598725647157"
"No worries","2012","Thuringia","Rural Area","170","0.251765830426875","0.217629294094229","0.285902366759522"
"Big worries","2013","Schleswig-Holstein","Urban Area","31","0.204282549078668","0.14331643340942","0.265248664747916"
"Big worries","2013","Schleswig-Holstein","Rural Area","77","0.153395575039798","0.118972177999083","0.187818972080512"
"Big worries","2013","Hamburg","Urban Area","53","0.20109942205616","0.15655229758925","0.245646546523071"
"Big worries","2013","Hamburg","Rural Area","","","",""
"Big worries","2013","Lower Saxony","Urban Area","163","0.217480266457542","0.189278925474822","0.245681607440262"
"Big worries","2013","Lower Saxony","Rural Area","178","0.195975997380581","0.170800251055223","0.22115174370594"
"Big worries","2013","Bremen","Urban Area","23","","",""
"Big worries","2013","Bremen","Rural Area","","","",""
"Big worries","2013","North Rhine-Westphalia","Urban Area","969","0.273607304299472","0.259056573443123","0.288158035155821"
"Big worries","2013","North Rhine-Westphalia","Rural Area","24","","",""
"Big worries","2013","Hesse","Urban Area","202","0.191162636902387","0.167333168317124","0.21499210548765"
"Big worries","2013","Hesse","Rural Area","55","0.208871801091418","0.157866359015085","0.25987724316775"
"Big worries","2013","Rhineland-Palatinate,Saarland","Urban Area","143","0.173445550375375","0.147466676161472","0.199424424589279"
"Big worries","2013","Rhineland-Palatinate,Saarland","Rural Area","45","0.183225981742233","0.137669236126836","0.228782727357631"
"Big worries","2013","Baden-Württemberg","Urban Area","347","0.193349328049677","0.175647495405008","0.211051160694345"
"Big worries","2013","Baden-Württemberg","Rural Area","36","0.129546167206667","0.0845550933138044","0.174537241099529"
"Big worries","2013","Bavaria","Urban Area","214","0.138629704664754","0.120324716121275","0.156934693208232"
"Big worries","2013","Bavaria","Rural Area","304","0.219288009863262","0.198762237544049","0.239813782182476"
"Big worries","2013","Berlin","Urban Area","191","0.282664036560644","0.250796610293471","0.314531462827818"
"Big worries","2013","Berlin","Rural Area","","","",""
"Big worries","2013","Brandenburg","Urban Area","11","","",""
"Big worries","2013","Brandenburg","Rural Area","187","0.239943555678569","0.208728715634665","0.271158395722473"
"Big worries","2013","Mecklenburg-Western Pomerania","Urban Area","8","","",""
"Big worries","2013","Mecklenburg-Western Pomerania","Rural Area","88","0.258550952861508","0.216426160839903","0.300675744883113"
"Big worries","2013","Saxony","Urban Area","137","0.211839770121129","0.180991618316183","0.242687921926075"
"Big worries","2013","Saxony","Rural Area","157","0.259945569922789","0.226584721041425","0.293306418804154"
"Big worries","2013","Saxony-Anhalt","Urban Area","76","0.298832124313992","0.242759258274404","0.354904990353579"
"Big worries","2013","Saxony-Anhalt","Rural Area","136","0.327640825476935","0.286705139226875","0.368576511726995"
"Big worries","2013","Thuringia","Urban Area","58","0.265468590694683","0.209010535012695","0.321926646376671"
"Big worries","2013","Thuringia","Rural Area","128","0.22332735575898","0.189137235410704","0.257517476107256"
"Some worries","2013","Schleswig-Holstein","Urban Area","75","0.459433065675215","0.384075074505339","0.534791056845091"
"Some worries","2013","Schleswig-Holstein","Rural Area","162","0.408500733385144","0.36154587137072","0.455455595399568"
"Some worries","2013","Hamburg","Urban Area","126","0.389235054857678","0.335046081759519","0.443424027955837"
"Some worries","2013","Hamburg","Rural Area","","","",""
"Some worries","2013","Lower Saxony","Urban Area","345","0.416641774855718","0.382939342058976","0.450344207652459"
"Some worries","2013","Lower Saxony","Rural Area","406","0.423943173372715","0.392600726944288","0.455285619801143"
"Some worries","2013","Bremen","Urban Area","40","0.420864676508002","0.332532540242523","0.509196812773482"
"Some worries","2013","Bremen","Rural Area","","","",""
"Some worries","2013","North Rhine-Westphalia","Urban Area","1373","0.393499071344321","0.377554133861268","0.409444008827375"
"Some worries","2013","North Rhine-Westphalia","Rural Area","49","0.52040648430559","0.423454655392721","0.617358313218459"
"Some worries","2013","Hesse","Urban Area","406","0.408324662534585","0.378537660969351","0.438111664099819"
"Some worries","2013","Hesse","Rural Area","124","0.530146599121116","0.467523817415443","0.592769380826788"
"Some worries","2013","Rhineland-Palatinate,Saarland","Urban Area","335","0.407159958806335","0.373450303873498","0.440869613739171"
"Some worries","2013","Rhineland-Palatinate,Saarland","Rural Area","126","0.459385819688856","0.400698981020011","0.5180726583577"
"Some worries","2013","Baden-Württemberg","Urban Area","781","0.398347383724987","0.376403775726953","0.42029099172302"
"Some worries","2013","Baden-Württemberg","Rural Area","84","0.404918123379624","0.339150344656542","0.470685902102706"
"Some worries","2013","Bavaria","Urban Area","527","0.415324340007751","0.389220910698948","0.441427769316553"
"Some worries","2013","Bavaria","Rural Area","674","0.421252969052309","0.396758811052313","0.445747127052304"
"Some worries","2013","Berlin","Urban Area","295","0.355158957556907","0.321291068298784","0.389026846815031"
"Some worries","2013","Berlin","Rural Area","","","",""
"Some worries","2013","Brandenburg","Urban Area","23","","",""
"Some worries","2013","Brandenburg","Rural Area","318","0.474443076036616","0.437943687966534","0.510942464106698"
"Some worries","2013","Mecklenburg-Western Pomerania","Urban Area","19","","",""
"Some worries","2013","Mecklenburg-Western Pomerania","Rural Area","195","0.455588165936011","0.40767288503917","0.503503446832852"
"Some worries","2013","Saxony","Urban Area","299","0.450921874891052","0.413356661014341","0.488487088767763"
"Some worries","2013","Saxony","Rural Area","274","0.413862808465243","0.376400728104198","0.451324888826289"
"Some worries","2013","Saxony-Anhalt","Urban Area","103","0.374005195123488","0.314732825468402","0.433277564778574"
"Some worries","2013","Saxony-Anhalt","Rural Area","229","0.409636948721404","0.366746405416472","0.452527492026337"
"Some worries","2013","Thuringia","Urban Area","96","0.414682327930129","0.351692888679471","0.477671767180786"
"Some worries","2013","Thuringia","Rural Area","283","0.473162103771552","0.432174347633194","0.514149859909911"
"No worries","2013","Schleswig-Holstein","Urban Area","62","0.336284385246117","0.264844981893317","0.407723788598917"
"No worries","2013","Schleswig-Holstein","Rural Area","182","0.438103691575058","0.390709667058667","0.485497716091449"
"No worries","2013","Hamburg","Urban Area","132","0.409665523086162","0.355010299117677","0.464320747054646"
"No worries","2013","Hamburg","Rural Area","","","",""
"No worries","2013","Lower Saxony","Urban Area","314","0.36587795868674","0.332949854255411","0.398806063118069"
"No worries","2013","Lower Saxony","Rural Area","371","0.380080829246703","0.349294924509923","0.410866733983484"
"No worries","2013","Bremen","Urban Area","57","0.35623199505473","0.270550186709592","0.441913803399869"
"No worries","2013","Bremen","Rural Area","","","",""
"No worries","2013","North Rhine-Westphalia","Urban Area","1264","0.332893624356207","0.317512590991187","0.348274657721226"
"No worries","2013","North Rhine-Westphalia","Rural Area","29","","",""
"No worries","2013","Hesse","Urban Area","438","0.400512700563028","0.370817901673597","0.430207499452459"
"No worries","2013","Hesse","Rural Area","65","0.260981599787467","0.205877267009262","0.316085932565671"
"No worries","2013","Rhineland-Palatinate,Saarland","Urban Area","338","0.41939449081829","0.38553698603669","0.45325199559989"
"No worries","2013","Rhineland-Palatinate,Saarland","Rural Area","106","0.357388198568911","0.300952661974934","0.413823735162888"
"No worries","2013","Baden-Württemberg","Urban Area","784","0.408303288225337","0.386271732581427","0.430334843869247"
"No worries","2013","Baden-Württemberg","Rural Area","94","0.465535709413709","0.398704849220385","0.532366569607033"
"No worries","2013","Bavaria","Urban Area","628","0.446045955327496","0.419714610614955","0.472377300040037"
"No worries","2013","Bavaria","Rural Area","583","0.359459021084429","0.335655303297217","0.383262738871642"
"No worries","2013","Berlin","Urban Area","281","0.362177005882448","0.328162753324479","0.396191258440417"
"No worries","2013","Berlin","Rural Area","","","",""
"No worries","2013","Brandenburg","Urban Area","34","0.459045374105214","0.340604429661235","0.577486318549194"
"No worries","2013","Brandenburg","Rural Area","214","0.285613368284815","0.252596219193641","0.31863051737599"
"No worries","2013","Mecklenburg-Western Pomerania","Urban Area","12","","",""
"No worries","2013","Mecklenburg-Western Pomerania","Rural Area","132","0.285860881202481","0.242390563084104","0.329331199320858"
"No worries","2013","Saxony","Urban Area","238","0.337238354987819","0.30154681331253","0.372929896663108"
"No worries","2013","Saxony","Rural Area","233","0.326191621611967","0.290532663015021","0.361850580208914"
"No worries","2013","Saxony-Anhalt","Urban Area","77","0.32716268056252","0.269689527574554","0.384635833550487"
"No worries","2013","Saxony-Anhalt","Rural Area","140","0.262722225801661","0.224336798422591","0.301107653180731"
"No worries","2013","Thuringia","Urban Area","81","0.319849081375189","0.260215710640317","0.37948245211006"
"No worries","2013","Thuringia","Rural Area","159","0.303510540469467","0.265765940547264","0.341255140391671"
"Big worries","2014","Schleswig-Holstein","Urban Area","57","0.137743684350235","0.096937419004334","0.178549949696135"
"Big worries","2014","Schleswig-Holstein","Rural Area","149","0.185319496723559","0.155425776874816","0.215213216572303"
"Big worries","2014","Hamburg","Urban Area","67","0.178550658762409","0.142967933550562","0.214133383974257"
"Big worries","2014","Hamburg","Rural Area","","","",""
"Big worries","2014","Lower Saxony","Urban Area","227","0.220481919891002","0.196573180057399","0.244390659724605"
"Big worries","2014","Lower Saxony","Rural Area","332","0.232859618740697","0.211067538943167","0.254651698538228"
"Big worries","2014","Bremen","Urban Area","62","0.310426245167151","0.248867777322676","0.371984713011626"
"Big worries","2014","Bremen","Rural Area","","","",""
"Big worries","2014","North Rhine-Westphalia","Urban Area","1643","0.306503769607113","0.294323726064774","0.318683813149451"
"Big worries","2014","North Rhine-Westphalia","Rural Area","27","","",""
"Big worries","2014","Hesse","Urban Area","321","0.212303440384396","0.191918880625017","0.232688000143775"
"Big worries","2014","Hesse","Rural Area","85","0.300653669841787","0.251913387876387","0.349393951807188"
"Big worries","2014","Rhineland-Palatinate,Saarland","Urban Area","245","0.221829578377038","0.198223616751199","0.245435540002876"
"Big worries","2014","Rhineland-Palatinate,Saarland","Rural Area","61","0.166665367058714","0.129772920682496","0.203557813434931"
"Big worries","2014","Baden-Württemberg","Urban Area","637","0.236787307252387","0.221215485687168","0.252359128817605"
"Big worries","2014","Baden-Württemberg","Rural Area","71","0.183158555172212","0.142865616118902","0.223451494225523"
"Big worries","2014","Bavaria","Urban Area","412","0.202110866688107","0.184476107588497","0.219745625787717"
"Big worries","2014","Bavaria","Rural Area","628","0.275308377898894","0.257378336199272","0.293238419598517"
"Big worries","2014","Berlin","Urban Area","258","0.27180013014569","0.244045231652134","0.299555028639247"
"Big worries","2014","Berlin","Rural Area","","","",""
"Big worries","2014","Brandenburg","Urban Area","11","","",""
"Big worries","2014","Brandenburg","Rural Area","311","0.319844393558807","0.29005949316964","0.349629293947974"
