"plj0046","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"No worries","2005","Hesse","no migration background","200","0.160336298764608","0.13839236079999","0.182280236729226","3"
"No worries","2005","Hesse","direct migration background","51","0.281523143758986","0.221125258509849","0.341921029008123","3"
"No worries","2005","Hesse","indirect migration background","26","","","","3"
"No worries","2005","Rhineland-Palatinate,Saarland","no migration background","156","0.163567073528301","0.14071042222933","0.186423724827271","3"
"No worries","2005","Rhineland-Palatinate,Saarland","direct migration background","62","0.418856746273789","0.344909093464168","0.492804399083411","3"
"No worries","2005","Rhineland-Palatinate,Saarland","indirect migration background","14","","","","3"
"No worries","2005","Baden-Württemberg","no migration background","328","0.183331438940104","0.165305294363562","0.201357583516646","3"
"No worries","2005","Baden-Württemberg","direct migration background","135","0.239402863232924","0.203411920353211","0.275393806112636","3"
"No worries","2005","Baden-Württemberg","indirect migration background","66","0.28798792738086","0.227175952260074","0.348799902501645","3"
"No worries","2005","Bavaria","no migration background","417","0.158006691561761","0.143513331006304","0.172500052117217","3"
"No worries","2005","Bavaria","direct migration background","95","0.273123397390671","0.225552325373024","0.320694469408319","3"
"No worries","2005","Bavaria","indirect migration background","26","","","","3"
"No worries","2005","Berlin","no migration background","136","0.210502252806036","0.179517995543869","0.241486510068203","3"
"No worries","2005","Berlin","direct migration background","14","","","","3"
"No worries","2005","Mecklenburg-Western Pomerania","no migration background","74","0.119955607703288","0.0910395029550489","0.148871712451527","3"
"No worries","2005","Mecklenburg-Western Pomerania","direct migration background","1","","","","3"
"No worries","2005","Mecklenburg-Western Pomerania","indirect migration background","1","","","","3"
"No worries","2005","Saxony","no migration background","270","0.183775932338809","0.164097266956331","0.203454597721287","3"
"No worries","2005","Saxony","direct migration background","3","","","","3"
"No worries","2005","Saxony","indirect migration background","1","","","","3"
"No worries","2005","Saxony-Anhalt","no migration background","141","0.142732471887702","0.119381011918966","0.166083931856437","3"
"No worries","2005","Saxony-Anhalt","direct migration background","3","","","","3"
"Some worries","2005","Lower Saxony","no migration background","675","0.424460389716583","0.39976675755697","0.449154021876196","2"
"Some worries","2005","Lower Saxony","direct migration background","117","0.546887984581441","0.477550596774431","0.616225372388452","2"
"Some worries","2005","Hamburg","indirect migration background","3","","","","2"
"Some worries","2005","Hamburg","direct migration background","7","","","","2"
"Some worries","2005","Schleswig-Holstein","no migration background","218","0.382838366704214","0.34310811139194","0.422568622016488","2"
"Some worries","2005","Schleswig-Holstein","direct migration background","21","","","","2"
"Some worries","2005","Schleswig-Holstein","indirect migration background","3","","","","2"
"Some worries","2005","Hamburg","no migration background","116","0.421192442939044","0.361176200850732","0.481208685027356","2"
"Some worries","2005","Lower Saxony","indirect migration background","23","","","","2"
"Some worries","2005","Bremen","no migration background","59","0.497787532744246","0.410829044087189","0.584746021401302","2"
"Some worries","2005","Bremen","direct migration background","7","","","","2"
"Some worries","2005","Bremen","indirect migration background","1","","","","2"
"Some worries","2005","North Rhine-Westphalia","no migration background","1469","0.437386755042718","0.420843357190528","0.453930152894909","2"
"Some worries","2005","North Rhine-Westphalia","direct migration background","297","0.464405464670988","0.425916612193231","0.502894317148745","2"
"Some worries","2005","North Rhine-Westphalia","indirect migration background","106","0.480785697918406","0.417176047107516","0.544395348729297","2"
"Some worries","2005","Hesse","no migration background","471","0.442497505229088","0.412792832550021","0.472202177908155","2"
"Some worries","2005","Hesse","direct migration background","106","0.472268475147164","0.405224572517583","0.539312377776745","2"
"Some worries","2005","Hesse","indirect migration background","24","","","","2"
"Some worries","2005","Rhineland-Palatinate,Saarland","no migration background","456","0.432076841161846","0.401466061967892","0.462687620355799","2"
"Some worries","2005","Rhineland-Palatinate,Saarland","direct migration background","77","0.413675813238888","0.339860068559748","0.487491557918029","2"
"Some worries","2005","Rhineland-Palatinate,Saarland","indirect migration background","24","","","","2"
"Some worries","2005","Baden-Württemberg","no migration background","787","0.445866900421612","0.422710496282813","0.46902330456041","2"
"Some worries","2005","Baden-Württemberg","direct migration background","247","0.412461484151166","0.370941126852883","0.453981841449449","2"
"Some worries","2005","Baden-Württemberg","indirect migration background","91","0.445275407473333","0.378531542175928","0.512019272770737","2"
"Some worries","2005","Bavaria","no migration background","1025","0.368330270449099","0.349163860402446","0.387496680495753","2"
"Some worries","2005","Berlin","indirect migration background","18","","","","2"
"Some worries","2005","Brandenburg","no migration background","379","0.42009363330753","0.387277289650004","0.452909976965057","2"
"Some worries","2005","Brandenburg","direct migration background","6","","","","2"
"Some worries","2005","Brandenburg","indirect migration background","2","","","","2"
"Some worries","2005","Mecklenburg-Western Pomerania","no migration background","243","0.471344387314863","0.426918837088121","0.515769937541605","2"
"Some worries","2005","Mecklenburg-Western Pomerania","direct migration background","5","","","","2"
"Some worries","2005","Mecklenburg-Western Pomerania","indirect migration background","1","","","","2"
"Some worries","2005","Saxony","no migration background","604","0.398789396566293","0.373910464035139","0.423668329097446","2"
"Some worries","2005","Saxony-Anhalt","indirect migration background","3","","","","2"
"Some worries","2005","Thuringia","no migration background","348","0.398355099367582","0.365749329756538","0.430960868978626","2"
"Some worries","2005","Thuringia","direct migration background","5","","","","2"
"Some worries","2005","Thuringia","indirect migration background","4","","","","2"
"Some worries","2005","Bavaria","direct migration background","153","0.420084908461893","0.367388151862511","0.472781665061276","2"
"Some worries","2005","Bavaria","indirect migration background","62","0.511062558560047","0.422360876415303","0.599764240704791","2"
"Some worries","2005","Berlin","no migration background","278","0.407910207004941","0.370558251645485","0.445262162364397","2"
"Some worries","2005","Berlin","direct migration background","29","","","","2"
"Some worries","2005","Saxony","direct migration background","15","","","","2"
"Some worries","2005","Saxony","indirect migration background","4","","","","2"
"Some worries","2005","Saxony-Anhalt","no migration background","379","0.402947261177282","0.370203775521243","0.43569074683332","2"
"Some worries","2005","Saxony-Anhalt","direct migration background","6","","","","2"
"Big worries","2006","Hamburg","direct migration background","5","","","","1"
"Big worries","2006","Hamburg","indirect migration background","","","","","1"
"Big worries","2006","Lower Saxony","no migration background","607","0.386873094603619","0.363876427250547","0.409869761956692","1"
"Big worries","2006","Lower Saxony","direct migration background","39","0.296039454901849","0.231965763865912","0.360113145937787","1"
"Big worries","2006","Lower Saxony","indirect migration background","13","","","","1"
"Big worries","2006","Bremen","no migration background","51","0.474673644764671","0.388501800037481","0.560845489491862","1"
"Big worries","2006","Bremen","direct migration background","1","","","","1"
"Big worries","2006","Bremen","indirect migration background","","","","","1"
"Big worries","2006","North Rhine-Westphalia","no migration background","1303","0.364338483594608","0.34870689074669","0.379970076442526","1"
