"hgowner","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"1","2017","Part Time","middle vocational","1762","0.524994701546662","0.508634301119127","0.541355101974196"
"1","2017","Part Time","vocational + Abi","411","0.490504941411259","0.45653630531734","0.524473577505179"
"1","2017","Part Time","higher vocational","218","0.687700638539892","0.636845128837273","0.738556148242511"
"1","2017","Part Time","higher education","990","0.494466975004381","0.472009649678501","0.516924300330261"
"1","2017","Not Working","in school","405","0.624723380277419","0.589671143425983","0.659775617128855"
"1","2017","Not Working","inadequately","32","0.115495707393712","0.0989817717372387","0.132009643050185"
"1","2017","Not Working","general elemantary","497","0.410344646700689","0.38921045902132","0.431478834380057"
"1","2017","Not Working","middle vocational","2031","0.510188410148289","0.495732933434001","0.524643886862576"
"1","2017","Not Working","vocational + Abi","154","0.44810490293001","0.402904768088687","0.493305037771332"
"1","2017","Not Working","higher vocational","249","0.557490632214713","0.510214146675955","0.604767117753471"
"1","2017","Not Working","higher education","934","0.564496115791404","0.543218770846717","0.58577346073609"
"2","2017","Full Time","in school","1","","",""
"2","2017","Full Time","inadequately","76","0.720911938399643","0.632997576256865","0.808826300542421"
"2","2017","Full Time","general elemantary","444","0.592498191582614","0.556974940438384","0.628021442726843"
"2","2017","Full Time","middle vocational","2247","0.489558351085308","0.475014107870803","0.504102594299814"
"2","2017","Full Time","vocational + Abi","553","0.540618486977494","0.509884450144996","0.571352523809993"
"2","2017","Full Time","higher vocational","262","0.360443767219518","0.32723532938848","0.393652205050557"
"2","2017","Full Time","higher education","1329","0.459384117277144","0.441894802599491","0.476873431954798"
"2","2017","Part Time","in school","35","0.381514336532764","0.27572891246228","0.487299760603248"
"2","2017","Part Time","inadequately","126","0.743863579971423","0.676854044953929","0.810873114988916"
"2","2017","Part Time","general elemantary","516","0.60316954331111","0.568680547904175","0.637658538718045"
"2","2017","Part Time","middle vocational","1733","0.451572691473614","0.435268824880806","0.467876558066421"
"2","2017","Part Time","vocational + Abi","404","0.486430742599513","0.452468493380032","0.520392991818993"
"2","2017","Part Time","higher vocational","100","0.310851274680179","0.260060416090849","0.36164213326951"
"2","2017","Part Time","higher education","872","0.474235369548517","0.451806505779693","0.496664233317341"
"2","2017","Not Working","in school","322","0.35910612470434","0.324376461598893","0.393835787809786"
"2","2017","Not Working","inadequately","1101","0.784038230660602","0.762777668071656","0.805298793249549"
"2","2017","Not Working","general elemantary","1406","0.541972425766289","0.520565886655944","0.563378964876635"
"2","2017","Not Working","middle vocational","2371","0.458953556455232","0.444543879697427","0.473363233213038"
"2","2017","Not Working","vocational + Abi","287","0.515360937595335","0.469936812493673","0.560785062696997"
"2","2017","Not Working","higher vocational","166","0.414029236679257","0.367145886101558","0.460912587256956"
"2","2017","Not Working","higher education","1051","0.407336029199266","0.386251125833912","0.42842093256462"
"3","2017","Full Time","in school","","","",""
"3","2017","Full Time","inadequately","3","","",""
"3","2017","Full Time","general elemantary","18","","",""
"3","2017","Full Time","middle vocational","76","0.016992244306577","0.0132319685979129","0.0207525200152411"
"3","2017","Full Time","vocational + Abi","15","","",""
"3","2017","Full Time","higher vocational","13","","",""
"3","2017","Full Time","higher education","47","0.0236015077192008","0.0182740031912428","0.0289290122471587"
"3","2017","Part Time","in school","","","",""
"3","2017","Part Time","inadequately","9","","",""
"3","2017","Part Time","general elemantary","10","","",""
"3","2017","Part Time","middle vocational","72","0.0229152993643571","0.0180130419055501","0.0278175568231641"
"3","2017","Part Time","vocational + Abi","15","","",""
"3","2017","Part Time","higher vocational","1","","",""
"3","2017","Part Time","higher education","37","0.0303009143537685","0.0226014417327892","0.0380003869747479"
"3","2017","Not Working","in school","5","","",""
"3","2017","Not Working","inadequately","48","0.0257191824223662","0.0175404057536596","0.0338979590910727"
"3","2017","Not Working","general elemantary","52","0.0201125827769852","0.0140809615126795","0.026144204041291"
"3","2017","Not Working","middle vocational","97","0.0217614449236936","0.0175423543612377","0.0259805354861495"
"3","2017","Not Working","vocational + Abi","11","","",""
"3","2017","Not Working","higher vocational","5","","",""
"3","2017","Not Working","higher education","35","0.0178662216644595","0.0121817170692164","0.0235507262597026"
"4","2017","Full Time","in school","","","",""
"4","2017","Full Time","inadequately","","","",""
"4","2017","Full Time","general elemantary","","","",""
"4","2017","Full Time","middle vocational","","","",""
"4","2017","Full Time","vocational + Abi","","","",""
"4","2017","Full Time","higher vocational","","","",""
"4","2017","Full Time","higher education","","","",""
"4","2017","Part Time","in school","","","",""
"4","2017","Part Time","inadequately","","","",""
"4","2017","Part Time","general elemantary","","","",""
"4","2017","Part Time","middle vocational","","","",""
"4","2017","Part Time","vocational + Abi","","","",""
"4","2017","Part Time","higher vocational","","","",""
"4","2017","Part Time","higher education","","","",""
"4","2017","Not Working","in school","","","",""
"4","2017","Not Working","inadequately","","","",""
"4","2017","Not Working","general elemantary","","","",""
"4","2017","Not Working","middle vocational","","","",""
"4","2017","Not Working","vocational + Abi","","","",""
"4","2017","Not Working","higher vocational","","","",""
"4","2017","Not Working","higher education","","","",""
"5","2017","Full Time","in school","","","",""
"5","2017","Full Time","inadequately","1","","",""
"5","2017","Full Time","general elemantary","4","","",""
"5","2017","Full Time","middle vocational","2","","",""
"5","2017","Full Time","vocational + Abi","","","",""
"5","2017","Full Time","higher vocational","","","",""
"5","2017","Full Time","higher education","2","","",""
"5","2017","Part Time","in school","","","",""
"5","2017","Part Time","inadequately","10","","",""
"5","2017","Part Time","general elemantary","10","","",""
"5","2017","Part Time","middle vocational","12","","",""
"5","2017","Part Time","vocational + Abi","2","","",""
"5","2017","Part Time","higher vocational","","","",""
"5","2017","Part Time","higher education","5","","",""
"5","2017","Not Working","in school","1","","",""
"5","2017","Not Working","inadequately","258","0.0747468795233197","0.061159224668246","0.0883345343783934"
"5","2017","Not Working","general elemantary","126","0.0275703447560369","0.0205353748066825","0.0346053147053914"
"5","2017","Not Working","middle vocational","95","0.00909658847278512","0.00635117644954524","0.011842000496025"
"5","2017","Not Working","vocational + Abi","13","","",""
"5","2017","Not Working","higher vocational","4","","",""
"5","2017","Not Working","higher education","66","0.0103016333448713","0.00596856628902172","0.0146347004007208"
"1","2018","Full Time","in school","","","",""
"1","2018","Full Time","inadequately","19","","",""
"1","2018","Full Time","general elemantary","230","0.358550524311082","0.32304912346004","0.394051925162125"
"1","2018","Full Time","middle vocational","2007","0.486319954342852","0.47129334421633","0.501346564469374"
"1","2018","Full Time","vocational + Abi","422","0.466486319439204","0.435091755161172","0.497880883717235"
"1","2018","Full Time","higher vocational","485","0.632644833394034","0.598004291101494","0.667285375686574"
"1","2018","Full Time","higher education","1654","0.510272035228031","0.492513624228592","0.528030446227469"
"1","2018","Part Time","in school","44","0.54824709268694","0.428182550280321","0.66831163509356"
"1","2018","Part Time","inadequately","13","","",""
"1","2018","Part Time","general elemantary","229","0.365979347427391","0.333442757264821","0.398515937589961"
"1","2018","Part Time","middle vocational","1660","0.513425948069745","0.496850618297042","0.530001277842448"
"1","2018","Part Time","vocational + Abi","378","0.475355911087933","0.440332018242788","0.510379803933078"
"1","2018","Part Time","higher vocational","207","0.628339390660879","0.574282717540063","0.682396063781695"
"1","2018","Part Time","higher education","950","0.519578308626459","0.496848492896047","0.542308124356871"
"1","2018","Not Working","in school","330","0.597870550070085","0.559763436542443","0.635977663597728"
"1","2018","Not Working","inadequately","30","0.103906023080474","0.0898602279519711","0.117951818208977"
"1","2018","Not Working","general elemantary","483","0.430705475867275","0.4097061106528","0.45170484108175"
"1","2018","Not Working","middle vocational","1932","0.525890420508873","0.511311025844283","0.540469815173463"
"1","2018","Not Working","vocational + Abi","160","0.491233697598908","0.445647817073257","0.536819578124558"
"1","2018","Not Working","higher vocational","231","0.529819565319361","0.481150424326999","0.578488706311724"
"1","2018","Not Working","higher education","894","0.578719679489634","0.557858124880079","0.59958123409919"
"2","2018","Full Time","in school","1","","",""
"2","2018","Full Time","inadequately","99","0.749956023664437","0.674042494535979","0.825869552792895"
"2","2018","Full Time","general elemantary","453","0.618662994407622","0.582707056011109","0.654618932804135"
"2","2018","Full Time","middle vocational","2169","0.496117165186376","0.481085380902008","0.511148949470743"
"2","2018","Full Time","vocational + Abi","533","0.515414697021327","0.483964328248582","0.546865065794072"
"2","2018","Full Time","higher vocational","250","0.348928667944996","0.314679956540136","0.383177379349856"
"2","2018","Full Time","higher education","1361","0.472630920327842","0.454895390635699","0.490366450019984"
"2","2018","Part Time","in school","21","","",""
"2","2018","Part Time","inadequately","187","0.79226799565077","0.741155372485257","0.843380618816283"
"2","2018","Part Time","general elemantary","578","0.591682541818232","0.558482747170438","0.624882336466027"
"2","2018","Part Time","middle vocational","1763","0.467482632961684","0.450936426964051","0.484028838959317"
