"hgowner","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Tenant","2017","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Main tenant","2018","1-pers.-HH","no migration background","2336","0.631434283087554","0.615296913853583","0.647571652321524","2"
"Main tenant","2018","1-pers.-HH","direct migration background","819","0.794550159300713","0.772459428103103","0.816640890498324","2"
"Main tenant","2018","(Married) couple without C. ","indirect migration background","149","0.639897563577857","0.577725023919205","0.702070103236509","2"
"Main tenant","2018","1-pers.-HH","indirect migration background","182","0.831815347900357","0.78170264247019","0.881928053330523","2"
"Main tenant","2018","(Married) couple without C. ","no migration background","2691","0.376836273652379","0.365310803273478","0.38836174403128","2"
"Main tenant","2018","(Married) couple without C. ","direct migration background","807","0.591816332720826","0.563458928658588","0.620173736783064","2"
"Main tenant","2018","Single parent ","no migration background","1173","0.586473596963433","0.563653432232003","0.609293761694862","2"
"Main tenant","2018","Single parent ","direct migration background","577","0.8702234388962","0.844983514235899","0.895463363556501","2"
"Main tenant","2018","Single parent ","indirect migration background","192","0.740929798522719","0.685956671691836","0.795902925353601","2"
"Main tenant","2018","Couple + C. LE 16 ","no migration background","1496","0.398715677269741","0.382705686599233","0.414725667940249","2"
"Main tenant","2018","Couple + C. LE 16 ","direct migration background","2562","0.658675798664567","0.64236181079101","0.674989786538123","2"
"Main tenant","2018","Couple + C. GT 16 ","no migration background","611","0.219317842349366","0.202797704042088","0.235837980656644","2"
"Main tenant","2018","Couple + C. GT 16 ","direct migration background","379","0.500833929072823","0.460590947979444","0.541076910166201","2"
"Main tenant","2018","Couple + C. GT 16 ","indirect migration background","106","0.334348983990146","0.27491104914787","0.393786918832421","2"
"Main tenant","2018","Couple + C. LE 16 ","indirect migration background","258","0.548113720357239","0.501925569454697","0.594301871259781","2"
"Main tenant","2018","Couple + C. LE and GT 16","direct migration background","962","0.522561186468935","0.494440610172527","0.550681762765343","2"
"Main tenant","2018","Couple + C. LE and GT 16","indirect migration background","196","0.500610039107366","0.447849621478638","0.553370456736093","2"
"Main tenant","2018","Couple + C. LE and GT 16","no migration background","429","0.240999799330489","0.21970116938284","0.262298429278137","2"
"Owner","2018","1-pers.-HH","no migration background","945","0.325142268074924","0.309472808484004","0.340811727665845","1"
"Owner","2018","1-pers.-HH","direct migration background","47","0.0869066403032545","0.0715045168560735","0.102308763750436","1"
"Owner","2018","1-pers.-HH","indirect migration background","19","","","","1"
"Owner","2018","(Married) couple without C. ","no migration background","3999","0.607424076651136","0.595809883153531","0.61903827014874","1"
"Owner","2018","(Married) couple without C. ","direct migration background","306","0.381618672000302","0.353590925658771","0.409646418341834","1"
"Owner","2018","(Married) couple without C. ","indirect migration background","76","0.348399785191441","0.286689166784114","0.410110403598768","1"
"Owner","2018","Single parent ","no migration background","595","0.392939363895816","0.370307426873797","0.415571300917836","1"
"Owner","2018","Single parent ","direct migration background","31","0.0834422875946541","0.0626717592422697","0.104212815947039","1"
"Owner","2018","Single parent ","indirect migration background","52","0.259070201477281","0.204097074646399","0.314043328308164","1"
"Owner","2018","Couple + C. LE 16 ","no migration background","2063","0.584945619944568","0.568834351653727","0.601056888235409","1"
"Owner","2018","Couple + C. LE 16 ","direct migration background","476","0.318647304718326","0.302615520667879","0.334679088768774","1"
"Owner","2018","Couple + C. LE 16 ","indirect migration background","186","0.438669772438232","0.392616687105869","0.484722857770596","1"
"Owner","2018","Couple + C. GT 16 ","direct migration background","199","0.497896092065554","0.457653411266523","0.538138772864584","1"
"Owner","2018","Couple + C. GT 16 ","indirect migration background","136","0.665651016009854","0.606213081167579","0.72508895085213","1"
"Owner","2018","Couple + C. LE and GT 16","no migration background","1108","0.750748794765933","0.72920667989113","0.772290909640737","1"
"Owner","2018","Couple + C. LE and GT 16","direct migration background","188","0.465762393416808","0.437679217591455","0.493845569242161","1"
"Owner","2018","Couple + C. LE and GT 16","indirect migration background","148","0.498912840782049","0.446152508600856","0.551673172963242","1"
"Owner","2018","Couple + C. GT 16 ","no migration background","1793","0.776498112463419","0.759865886772192","0.793130338154646","1"
"Resident or shared accommodation","2018","1-pers.-HH","no migration background","36","0.0122765332106774","0.00859298170463059","0.0159600847167242","5"
"Resident or shared accommodation","2018","1-pers.-HH","direct migration background","365","0.0825268287963663","0.067481877282578","0.0975717803101546","5"
"Resident or shared accommodation","2018","1-pers.-HH","indirect migration background","","","","","5"
"Resident or shared accommodation","2018","(Married) couple without C. ","no migration background","15","","","","5"
"Resident or shared accommodation","2018","(Married) couple without C. ","direct migration background","22","","","","5"
"Resident or shared accommodation","2018","(Married) couple without C. ","indirect migration background","","","","","5"
"Resident or shared accommodation","2018","Single parent ","no migration background","","","","","5"
"Resident or shared accommodation","2018","Single parent ","direct migration background","60","0.0206604088272641","0.00997698035886598","0.0313438372956622","5"
"Resident or shared accommodation","2018","Single parent ","indirect migration background","","","","","5"
"Resident or shared accommodation","2018","Couple + C. LE 16 ","no migration background","","","","","5"
"Resident or shared accommodation","2018","Couple + C. LE 16 ","direct migration background","155","0.0122781620867567","0.00848916082820888","0.0160671633453045","5"
"Resident or shared accommodation","2018","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2018","Couple + C. GT 16 ","no migration background","","","","","5"
"Resident or shared accommodation","2018","Couple + C. GT 16 ","direct migration background","13","","","","5"
"Resident or shared accommodation","2018","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2018","Couple + C. LE and GT 16","no migration background","","","","","5"
"Resident or shared accommodation","2018","Couple + C. LE and GT 16","direct migration background","47","0.0092795649316791","0.00388152430116172","0.0146776055621965","5"
"Resident or shared accommodation","2018","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Subtenant","2018","Couple + C. LE 16 ","indirect migration background","2","","","","3"
"Subtenant","2018","(Married) couple without C. ","indirect migration background","4","","","","3"
"Subtenant","2018","Single parent ","no migration background","21","","","","3"
"Subtenant","2018","Single parent ","indirect migration background","","","","","3"
"Subtenant","2018","Couple + C. LE 16 ","no migration background","34","0.0163387027856906","0.0121934496087372","0.020483955962644","3"
"Subtenant","2018","Couple + C. LE 16 ","direct migration background","52","0.0103987345303502","0.00690844779251399","0.0138890212681864","3"
"Subtenant","2018","Couple + C. GT 16 ","no migration background","6","","","","3"
"Subtenant","2018","Couple + C. GT 16 ","direct migration background","2","","","","3"
"Subtenant","2018","Couple + C. GT 16 ","indirect migration background","","","","","3"
"Subtenant","2018","Couple + C. LE and GT 16","no migration background","12","","","","3"
"Subtenant","2018","Couple + C. LE and GT 16","direct migration background","15","","","","3"
"Subtenant","2018","1-pers.-HH","direct migration background","54","0.0360163715996657","0.0258285499016976","0.0462041932976337","3"
"Subtenant","2018","1-pers.-HH","indirect migration background","13","","","","3"
"Subtenant","2018","1-pers.-HH","no migration background","115","0.0306160692444036","0.0248532657192225","0.0363788727695847","3"
"Subtenant","2018","(Married) couple without C. ","no migration background","86","0.0135968964566965","0.0108424880452352","0.0163513048681579","3"
"Subtenant","2018","(Married) couple without C. ","direct migration background","19","","","","3"
"Subtenant","2018","Single parent ","direct migration background","13","","","","3"
"Subtenant","2018","Couple + C. LE and GT 16","indirect migration background","1","","","","3"
"Tenant","2018","1-pers.-HH","indirect migration background","","","","","4"
"Tenant","2018","(Married) couple without C. ","no migration background","","","","","4"
"Tenant","2018","1-pers.-HH","no migration background","1","","","","4"
