"hgowner","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Subtenant","2007","(Married) couple without C. ","Rural Area","44","0.0226599319518728","0.0167454262018027","0.028574437701943","3"
"Subtenant","2007","Single parent ","Urban Area","7","","","","3"
"Subtenant","2007","Single parent ","Rural Area","10","","","","3"
"Subtenant","2007","Couple + C. LE 16 ","Urban Area","31","0.0128085487325074","0.00837936775265771","0.0172377297123571","3"
"Subtenant","2007","Couple + C. LE 16 ","Rural Area","14","","","","3"
"Subtenant","2007","Couple + C. GT 16 ","Urban Area","14","","","","3"
"Subtenant","2007","Couple + C. GT 16 ","Rural Area","4","","","","3"
"Subtenant","2007","Couple + C. LE and GT 16","Urban Area","2","","","","3"
"Subtenant","2007","Couple + C. LE and GT 16","Rural Area","","","","","3"
"Tenant","2007","1-pers.-HH","Rural Area","","","","","4"
"Tenant","2007","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","2007","1-pers.-HH","Urban Area","","","","","4"
"Tenant","2007","(Married) couple without C. ","Rural Area","2","","","","4"
"Tenant","2007","Single parent ","Urban Area","","","","","4"
"Tenant","2007","Single parent ","Rural Area","","","","","4"
"Tenant","2007","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","2007","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","2007","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","2007","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Tenant","2007","Couple + C. GT 16 ","Rural Area","","","","","4"
"Tenant","2007","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Main tenant","2008","1-pers.-HH","Urban Area","1415","0.693731118490847","0.674016632067069","0.713445604914625","2"
"Main tenant","2008","1-pers.-HH","Rural Area","584","0.614992641039665","0.584179582337192","0.645805699742137","2"
"Main tenant","2008","(Married) couple without C. ","Urban Area","2131","0.48395500724923","0.469722267041542","0.498187747456919","2"
"Main tenant","2008","(Married) couple without C. ","Rural Area","785","0.373036035394154","0.353478988998299","0.392593081790008","2"
"Main tenant","2008","Single parent ","Urban Area","507","0.790513743578708","0.760685508958894","0.820341978198523","2"
"Main tenant","2008","Single parent ","Rural Area","225","0.573297552232341","0.52571183128134","0.620883273183341","2"
"Main tenant","2008","Couple + C. LE 16 ","Urban Area","1039","0.523523243978922","0.502733263167993","0.54431322478985","2"
"Main tenant","2008","Couple + C. LE 16 ","Rural Area","350","0.403506013105551","0.373068381181702","0.433943645029399","2"
"Main tenant","2008","Couple + C. GT 16 ","Urban Area","690","0.418894787732706","0.398035006618515","0.439754568846896","2"
"Main tenant","2008","Couple + C. GT 16 ","Rural Area","291","0.21982616162609","0.197443043097874","0.242209280154307","2"
"Main tenant","2008","Couple + C. LE and GT 16","Urban Area","255","0.319212263227496","0.288341903970933","0.35008262248406","2"
"Main tenant","2008","Couple + C. LE and GT 16","Rural Area","71","0.19400378760284","0.157709583715405","0.230297991490275","2"
"Owner","2008","1-pers.-HH","Urban Area","581","0.252275687688061","0.233699914741516","0.270851460634607","1"
"Owner","2008","1-pers.-HH","Rural Area","311","0.299313533706726","0.270314042506215","0.328313024907238","1"
"Owner","2008","(Married) couple without C. ","Urban Area","2535","0.495431455031264","0.481191975393413","0.509670934669114","1"
"Owner","2008","(Married) couple without C. ","Rural Area","1503","0.597489347403208","0.57765762862717","0.617321066179245","1"
"Owner","2008","Single parent ","Urban Area","203","0.205784058472325","0.176151426027953","0.235416690916697","1"
"Owner","2008","Single parent ","Rural Area","186","0.419116342140024","0.371644518068826","0.466588166211222","1"
"Owner","2008","Couple + C. LE 16 ","Urban Area","1158","0.464147370270131","0.443387918759324","0.484906821780937","1"
"Owner","2008","Couple + C. LE 16 ","Rural Area","633","0.582524299841128","0.551928948517378","0.613119651164877","1"
"Owner","2008","Couple + C. GT 16 ","Urban Area","1455","0.579435376051814","0.558564111835454","0.600306640268175","1"
"Owner","2008","Couple + C. GT 16 ","Rural Area","1014","0.761545555083531","0.738513331404126","0.784577778762936","1"
"Owner","2008","Couple + C. LE and GT 16","Urban Area","607","0.652919161049235","0.621395179534697","0.684443142563773","1"
"Owner","2008","Couple + C. LE and GT 16","Rural Area","385","0.80599621239716","0.769702008509725","0.842290416284595","1"
"Resident or shared accommodation","2008","1-pers.-HH","Urban Area","21","","","","5"
"Resident or shared accommodation","2008","1-pers.-HH","Rural Area","17","","","","5"
"Resident or shared accommodation","2008","(Married) couple without C. ","Urban Area","6","","","","5"
"Resident or shared accommodation","2008","(Married) couple without C. ","Rural Area","3","","","","5"
"Resident or shared accommodation","2008","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","2008","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","2008","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2008","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2008","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2008","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2008","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","2008","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","2008","1-pers.-HH","Urban Area","83","0.0422492221319174","0.0336457440025791","0.0508527002612556","3"
"Subtenant","2008","(Married) couple without C. ","Urban Area","64","0.0192805708517494","0.0153642832487248","0.023196858454774","3"
"Subtenant","2008","1-pers.-HH","Rural Area","46","0.0617086274920344","0.0464713582518423","0.0769458967322266","3"
"Subtenant","2008","(Married) couple without C. ","Rural Area","56","0.0274940809146102","0.0208814800050279","0.0341066818241926","3"
"Subtenant","2008","Single parent ","Urban Area","5","","","","3"
"Subtenant","2008","Single parent ","Rural Area","4","","","","3"
"Subtenant","2008","Couple + C. LE 16 ","Urban Area","20","","","","3"
"Subtenant","2008","Couple + C. LE 16 ","Rural Area","15","","","","3"
"Subtenant","2008","Couple + C. GT 16 ","Urban Area","4","","","","3"
"Subtenant","2008","Couple + C. GT 16 ","Rural Area","10","","","","3"
"Subtenant","2008","Couple + C. LE and GT 16","Urban Area","14","","","","3"
"Subtenant","2008","Couple + C. LE and GT 16","Rural Area","","","","","3"
"Tenant","2008","1-pers.-HH","Rural Area","","","","","4"
"Tenant","2008","1-pers.-HH","Urban Area","","","","","4"
"Tenant","2008","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","2008","(Married) couple without C. ","Rural Area","2","","","","4"
"Tenant","2008","Single parent ","Urban Area","","","","","4"
"Tenant","2008","Single parent ","Rural Area","","","","","4"
"Tenant","2008","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","2008","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","2008","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","2008","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Tenant","2008","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Tenant","2008","Couple + C. GT 16 ","Rural Area","","","","","4"
"Main tenant","2009","1-pers.-HH","Rural Area","548","0.629988380556586","0.59846305018754","0.661513710925633","2"
"Main tenant","2009","1-pers.-HH","Urban Area","1349","0.68529693153484","0.664989826974097","0.705604036095584","2"
"Main tenant","2009","(Married) couple without C. ","Urban Area","1964","0.480419061774452","0.465653254393321","0.495184869155582","2"
"Main tenant","2009","(Married) couple without C. ","Rural Area","786","0.372025250800555","0.352198459511549","0.391852042089561","2"
"Main tenant","2009","Single parent ","Urban Area","451","0.773895240751525","0.74186034014326","0.805930141359791","2"
"Main tenant","2009","Single parent ","Rural Area","207","0.588521056179332","0.538846702290495","0.638195410068169","2"
"Main tenant","2009","Couple + C. LE 16 ","Urban Area","859","0.496479882466292","0.473938713724515","0.519021051208069","2"
"Main tenant","2009","Couple + C. LE 16 ","Rural Area","341","0.403636157895687","0.372760735502332","0.434511580289042","2"
"Main tenant","2009","Couple + C. GT 16 ","Urban Area","617","0.378186865532114","0.357107255696837","0.39926647536739","2"
"Main tenant","2009","Couple + C. LE and GT 16","Rural Area","74","0.186443254663126","0.149801987098722","0.22308452222753","2"
"Main tenant","2009","Couple + C. GT 16 ","Rural Area","255","0.218075583852778","0.194885070839985","0.241266096865572","2"
"Main tenant","2009","Couple + C. LE and GT 16","Urban Area","286","0.419324643872703","0.386345395285062","0.452303892460345","2"
"Owner","2009","1-pers.-HH","Urban Area","565","0.262677084153905","0.243432963018786","0.281921205289024","1"
"Owner","2009","1-pers.-HH","Rural Area","296","0.306289604178339","0.276191376351696","0.336387832004982","1"
"Owner","2009","(Married) couple without C. ","Urban Area","2363","0.49617770585858","0.481400994420081","0.510954417297079","1"
"Owner","2009","(Married) couple without C. ","Rural Area","1439","0.598614729268307","0.578507624056931","0.618721834479683","1"
"Owner","2009","Single parent ","Urban Area","197","0.214619271133519","0.183177867990567","0.24606067427647","1"
"Owner","2009","Single parent ","Rural Area","165","0.400142475639131","0.350687635916309","0.449597315361953","1"
"Owner","2009","Couple + C. LE 16 ","Urban Area","1003","0.486210585782796","0.463677432551677","0.508743739013915","1"
"Owner","2009","Couple + C. LE 16 ","Rural Area","602","0.574872202038339","0.543761656271748","0.605982747804929","1"
"Owner","2009","Couple + C. GT 16 ","Rural Area","960","0.764227830101105","0.74038915352261","0.7880665066796","1"
"Owner","2009","Couple + C. LE and GT 16","Rural Area","357","0.811034974425399","0.774203955565022","0.847865993285776","1"
"Owner","2009","Couple + C. GT 16 ","Urban Area","1407","0.61756893840784","0.596443841814914","0.638694035000765","1"
"Owner","2009","Couple + C. LE and GT 16","Urban Area","568","0.571848437601395","0.538778140133183","0.604918735069606","1"
"Resident or shared accommodation","2009","1-pers.-HH","Urban Area","24","","","","5"
"Resident or shared accommodation","2009","(Married) couple without C. ","Urban Area","","","","","5"
"Resident or shared accommodation","2009","1-pers.-HH","Rural Area","12","","","","5"
"Resident or shared accommodation","2009","(Married) couple without C. ","Rural Area","4","","","","5"
"Resident or shared accommodation","2009","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","2009","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2009","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","2009","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2009","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2009","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2009","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","2009","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","2009","1-pers.-HH","Urban Area","71","0.0396203989891877","0.0310905958443954","0.04815020213398","3"
"Subtenant","2009","1-pers.-HH","Rural Area","45","0.0491605467032838","0.0350433767105253","0.0632777166960424","3"
"Subtenant","2009","(Married) couple without C. ","Urban Area","71","0.0234032323669682","0.0189352027616362","0.0278712619723002","3"
"Subtenant","2009","(Married) couple without C. ","Rural Area","52","0.0250805251052021","0.0186662464843028","0.0314948037261015","3"
"Subtenant","2009","Single parent ","Urban Area","7","","","","3"
"Subtenant","2009","Single parent ","Rural Area","5","","","","3"
"Subtenant","2009","Couple + C. LE 16 ","Urban Area","28","","","","3"
"Subtenant","2009","Couple + C. LE 16 ","Rural Area","27","","","","3"
"Subtenant","2009","Couple + C. GT 16 ","Urban Area","9","","","","3"
"Subtenant","2009","Couple + C. LE and GT 16","Urban Area","6","","","","3"
"Subtenant","2009","Couple + C. GT 16 ","Rural Area","3","","","","3"
"Subtenant","2009","Couple + C. LE and GT 16","Rural Area","3","","","","3"
"Tenant","2009","1-pers.-HH","Rural Area","","","","","4"
"Tenant","2009","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","2009","1-pers.-HH","Urban Area","","","","","4"
"Tenant","2009","(Married) couple without C. ","Rural Area","2","","","","4"
"Tenant","2009","Single parent ","Urban Area","","","","","4"
"Tenant","2009","Single parent ","Rural Area","","","","","4"
"Tenant","2009","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","2009","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","2009","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","2009","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Tenant","2009","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Tenant","2009","Couple + C. GT 16 ","Rural Area","","","","","4"
"Main tenant","2010","1-pers.-HH","Urban Area","1247","0.666005154384384","0.644820406669063","0.687189902099705","2"
"Main tenant","2010","(Married) couple without C. ","Urban Area","1863","0.477090673003337","0.462001262087208","0.492180083919466","2"
"Main tenant","2010","1-pers.-HH","Rural Area","503","0.617734435720876","0.585123964836512","0.650344906605241","2"
"Main tenant","2010","(Married) couple without C. ","Rural Area","730","0.377133837824502","0.3565462540388","0.397721421610204","2"
"Main tenant","2010","Single parent ","Urban Area","1231","0.760400514552016","0.739320449171611","0.781480579932421","2"
"Main tenant","2010","Single parent ","Rural Area","533","0.596115051286392","0.562365814612013","0.629864287960771","2"
"Main tenant","2010","Couple + C. LE 16 ","Urban Area","2889","0.498187057007024","0.48451549330031","0.511858620713738","2"
"Main tenant","2010","Couple + C. LE 16 ","Rural Area","1147","0.421781923381628","0.402968798679981","0.440595048083274","2"
"Main tenant","2010","Couple + C. GT 16 ","Urban Area","539","0.35776068911483","0.335965030958421","0.379556347271239","2"
