"hgowner","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"4","1999","Couple + C. GT 16 ","East Germany","","","",""
"4","1999","Couple + C. LE and GT 16","West Germany","","","",""
"4","1999","Couple + C. LE and GT 16","East Germany","","","",""
"5","1999","1-pers.-HH","West Germany","18","","",""
"5","1999","1-pers.-HH","East Germany","6","","",""
"5","1999","(Married) couple without C. ","West Germany","1","","",""
"5","1999","(Married) couple without C. ","East Germany","1","","",""
"5","1999","Single parent ","West Germany","","","",""
"5","1999","Single parent ","East Germany","","","",""
"5","1999","Couple + C. LE 16 ","West Germany","","","",""
"5","1999","Couple + C. LE 16 ","East Germany","","","",""
"5","1999","Couple + C. GT 16 ","West Germany","","","",""
"5","1999","Couple + C. GT 16 ","East Germany","","","",""
"5","1999","Couple + C. LE and GT 16","West Germany","","","",""
"5","1999","Couple + C. LE and GT 16","East Germany","","","",""
"1","2000","1-pers.-HH","West Germany","733","0.270591767352209","0.253505203408044","0.287678331296373"
"1","2000","1-pers.-HH","East Germany","136","0.165066571323239","0.138912873560347","0.191220269086131"
"1","2000","(Married) couple without C. ","West Germany","3114","0.549835466971131","0.536938012784539","0.562732921157722"
"1","2000","(Married) couple without C. ","East Germany","721","0.380793825952998","0.358820577712283","0.402767074193713"
"1","2000","Single parent ","West Germany","305","0.330595180603994","0.299601786967437","0.361588574240551"
"1","2000","Single parent ","East Germany","73","0.191258995598921","0.148234950341578","0.234283040856265"
"1","2000","Couple + C. LE 16 ","West Germany","2131","0.500440182850932","0.485345668745692","0.515534696956171"
"1","2000","Couple + C. LE 16 ","East Germany","472","0.422929142188182","0.392976280367678","0.452882004008687"
"1","2000","Couple + C. GT 16 ","West Germany","1827","0.653626854071268","0.636080943343599","0.671172764798937"
"1","2000","Couple + C. GT 16 ","East Germany","722","0.608967654744236","0.580677949008492","0.637257360479979"
"1","2000","Couple + C. LE and GT 16","West Germany","867","0.618719254228585","0.593545422484565","0.643893085972606"
"1","2000","Couple + C. LE and GT 16","East Germany","340","0.650749565631733","0.609695267474585","0.691803863788882"
"2","2000","1-pers.-HH","West Germany","1757","0.682881490600996","0.664983858251862","0.70077912295013"
"2","2000","1-pers.-HH","East Germany","605","0.793022577258511","0.764480743385479","0.821564411131542"
"2","2000","(Married) couple without C. ","West Germany","2531","0.438061640526926","0.425199479772147","0.450923801281705"
"2","2000","(Married) couple without C. ","East Germany","1113","0.601674018633942","0.579521065917514","0.62382697135037"
"2","2000","Single parent ","West Germany","566","0.650771948340024","0.619363576174673","0.682180320505376"
"2","2000","Single parent ","East Germany","245","0.803686384929831","0.760233952724714","0.847138817134947"
"2","2000","Couple + C. LE 16 ","West Germany","2048","0.487611706496771","0.472521820359732","0.50270159263381"
"2","2000","Couple + C. LE 16 ","East Germany","559","0.566261870435389","0.536214089350277","0.5963096515205"
"2","2000","Couple + C. GT 16 ","West Germany","975","0.335404308520074","0.317994181315344","0.352814435724804"
"2","2000","Couple + C. GT 16 ","East Germany","418","0.389505527623642","0.361235732799155","0.417775322448128"
"2","2000","Couple + C. LE and GT 16","West Germany","551","0.372666709362865","0.347606220481078","0.397727198244651"
"2","2000","Couple + C. LE and GT 16","East Germany","175","0.338941165958928","0.298178232747456","0.379704099170399"
"3","2000","1-pers.-HH","West Germany","83","0.0350096974744349","0.0279405381531426","0.0420788567957272"
"3","2000","1-pers.-HH","East Germany","27","","",""
"3","2000","(Married) couple without C. ","West Germany","70","0.0117223262625","0.00893204247642787","0.0145126100485722"
"3","2000","(Married) couple without C. ","East Germany","40","0.0163786445621419","0.0106350387315652","0.0221222503927186"
"3","2000","Single parent ","West Germany","14","","",""
"3","2000","Single parent ","East Germany","3","","",""
"3","2000","Couple + C. LE 16 ","West Germany","36","0.0119481106522974","0.0086679977234487","0.015228223581146"
"3","2000","Couple + C. LE 16 ","East Germany","14","","",""
"3","2000","Couple + C. GT 16 ","West Germany","23","","",""
"3","2000","Couple + C. GT 16 ","East Germany","3","","",""
"3","2000","Couple + C. LE and GT 16","West Germany","12","","",""
"3","2000","Couple + C. LE and GT 16","East Germany","3","","",""
"4","2000","1-pers.-HH","West Germany","","","",""
"4","2000","1-pers.-HH","East Germany","","","",""
"4","2000","(Married) couple without C. ","West Germany","","","",""
"4","2000","(Married) couple without C. ","East Germany","","","",""
"4","2000","Single parent ","West Germany","","","",""
"4","2000","Single parent ","East Germany","","","",""
"4","2000","Couple + C. LE 16 ","West Germany","","","",""
"4","2000","Couple + C. LE 16 ","East Germany","","","",""
"4","2000","Couple + C. GT 16 ","West Germany","","","",""
"4","2000","Couple + C. GT 16 ","East Germany","","","",""
"4","2000","Couple + C. LE and GT 16","West Germany","","","",""
"4","2000","Couple + C. LE and GT 16","East Germany","","","",""
"5","2000","1-pers.-HH","West Germany","24","","",""
"5","2000","1-pers.-HH","East Germany","6","","",""
"5","2000","(Married) couple without C. ","West Germany","1","","",""
"5","2000","(Married) couple without C. ","East Germany","2","","",""
"5","2000","Single parent ","West Germany","","","",""
"5","2000","Single parent ","East Germany","","","",""
"5","2000","Couple + C. LE 16 ","West Germany","","","",""
"5","2000","Couple + C. LE 16 ","East Germany","","","",""
"5","2000","Couple + C. GT 16 ","West Germany","","","",""
"5","2000","Couple + C. GT 16 ","East Germany","","","",""
"5","2000","Couple + C. LE and GT 16","West Germany","","","",""
"5","2000","Couple + C. LE and GT 16","East Germany","","","",""
"1","2001","1-pers.-HH","West Germany","641","0.269585688446367","0.251446758693003","0.28772461819973"
"1","2001","1-pers.-HH","East Germany","132","0.170519855585589","0.143087066300916","0.197952644870261"
"1","2001","(Married) couple without C. ","West Germany","2735","0.549112340174806","0.535478909343857","0.562745771005756"
"1","2001","(Married) couple without C. ","East Germany","714","0.395812626553312","0.373227533761968","0.418397719344656"
"1","2001","Single parent ","West Germany","270","0.329388146904616","0.297121125082563","0.36165516872667"
"1","2001","Single parent ","East Germany","85","0.236502838678773","0.189576712246876","0.283428965110671"
"1","2001","Couple + C. LE 16 ","West Germany","1972","0.504380106544503","0.488576607355798","0.520183605733209"
"1","2001","Couple + C. LE 16 ","East Germany","427","0.447298088800575","0.415255969793711","0.47934020780744"
"1","2001","Couple + C. GT 16 ","West Germany","1733","0.673010388674099","0.654999350491445","0.691021426856753"
"1","2001","Couple + C. GT 16 ","East Germany","687","0.613208956133863","0.583652770460082","0.642765141807643"
"1","2001","Couple + C. LE and GT 16","West Germany","738","0.594004370338572","0.566704032202005","0.62130470847514"
"1","2001","Couple + C. LE and GT 16","East Germany","314","0.584806673952824","0.541999107263849","0.627614240641799"
"2","2001","1-pers.-HH","West Germany","1558","0.680903953748882","0.661850125554564","0.6999577819432"
"2","2001","1-pers.-HH","East Germany","550","0.775578736662147","0.745147160922679","0.806010312401615"
"2","2001","(Married) couple without C. ","West Germany","2299","0.431283667624905","0.417713983483189","0.444853351766621"
"2","2001","(Married) couple without C. ","East Germany","1046","0.586657141916268","0.563914619328946","0.609399664503589"
"2","2001","Single parent ","West Germany","538","0.659988139941601","0.627465605271786","0.692510674611416"
"2","2001","Single parent ","East Germany","228","0.76105644620391","0.713964254004413","0.808148638403407"
"2","2001","Couple + C. LE 16 ","West Germany","1836","0.482711338898744","0.466916683734781","0.498505994062707"
"2","2001","Couple + C. LE 16 ","East Germany","480","0.539724937396591","0.50760518491949","0.571844689873691"
"2","2001","Couple + C. GT 16 ","West Germany","856","0.320730547780511","0.302809966587883","0.338651128973139"
"2","2001","Couple + C. GT 16 ","East Germany","349","0.3816183105144","0.352136859836868","0.411099761191932"
"2","2001","Couple + C. LE and GT 16","West Germany","502","0.401301335332503","0.374052247180251","0.428550423484756"
"2","2001","Couple + C. LE and GT 16","East Germany","195","0.415193326047176","0.372385759358201","0.458000892736151"
"3","2001","1-pers.-HH","West Germany","73","0.0359264912256821","0.028319006625253","0.0435339758261112"
"3","2001","1-pers.-HH","East Germany","33","0.0397652850874641","0.0255118269743762","0.0540187432005519"
"3","2001","(Married) couple without C. ","West Germany","79","0.0184109734636113","0.0147276182269099","0.0220943287003127"
"3","2001","(Married) couple without C. ","East Germany","41","0.0175302315304204","0.0114692263047996","0.0235912367560412"
"3","2001","Single parent ","West Germany","7","","",""
"3","2001","Single parent ","East Germany","2","","",""
"3","2001","Couple + C. LE 16 ","West Germany","37","0.0129085545567527","0.00934061556036924","0.0164764935531361"
"3","2001","Couple + C. LE 16 ","East Germany","18","","",""
"3","2001","Couple + C. GT 16 ","West Germany","17","","",""
"3","2001","Couple + C. GT 16 ","East Germany","7","","",""
"3","2001","Couple + C. LE and GT 16","West Germany","3","","",""
"3","2001","Couple + C. LE and GT 16","East Germany","","","",""
"4","2001","1-pers.-HH","West Germany","1","","",""
"4","2001","1-pers.-HH","East Germany","","","",""
"4","2001","(Married) couple without C. ","West Germany","","","",""
"4","2001","(Married) couple without C. ","East Germany","","","",""
"4","2001","Single parent ","West Germany","","","",""
"4","2001","Single parent ","East Germany","","","",""
"4","2001","Couple + C. LE 16 ","West Germany","","","",""
"4","2001","Couple + C. LE 16 ","East Germany","","","",""
"4","2001","Couple + C. GT 16 ","West Germany","","","",""
"4","2001","Couple + C. GT 16 ","East Germany","","","",""
"4","2001","Couple + C. LE and GT 16","West Germany","","","",""
"4","2001","Couple + C. LE and GT 16","East Germany","","","",""
"5","2001","1-pers.-HH","West Germany","26","","",""
"5","2001","1-pers.-HH","East Germany","7","","",""
"5","2001","(Married) couple without C. ","West Germany","4","","",""
"5","2001","(Married) couple without C. ","East Germany","","","",""
"5","2001","Single parent ","West Germany","","","",""
"5","2001","Single parent ","East Germany","","","",""
"5","2001","Couple + C. LE 16 ","West Germany","","","",""
"5","2001","Couple + C. LE 16 ","East Germany","","","",""
"5","2001","Couple + C. GT 16 ","West Germany","","","",""
"5","2001","Couple + C. GT 16 ","East Germany","","","",""
"5","2001","Couple + C. LE and GT 16","West Germany","","","",""
"5","2001","Couple + C. LE and GT 16","East Germany","","","",""
"1","2002","1-pers.-HH","West Germany","638","0.272375952623368","0.254162400664147","0.290589504582589"
"1","2002","1-pers.-HH","East Germany","122","0.162024150954951","0.135294561449285","0.188753740460617"
"1","2002","(Married) couple without C. ","West Germany","3258","0.562819408353113","0.549906923296864","0.575731893409362"
"1","2002","(Married) couple without C. ","East Germany","723","0.386332784566255","0.363950810158074","0.408714758974435"
"1","2002","Single parent ","West Germany","291","0.319777030604451","0.288256075220529","0.351297985988374"
"1","2002","Single parent ","East Germany","83","0.248127914870613","0.19892259844373","0.297333231297497"
"1","2002","Couple + C. LE 16 ","West Germany","2166","0.525437099172926","0.509745017888006","0.541129180457846"
"1","2002","Couple + C. LE 16 ","East Germany","420","0.468882623677309","0.435798495168132","0.501966752186486"
"1","2002","Couple + C. GT 16 ","West Germany","2014","0.661321648177993","0.644070256573608","0.678573039782378"
"1","2002","Couple + C. GT 16 ","East Germany","727","0.570977675155561","0.542017500779793","0.59993784953133"
"1","2002","Couple + C. LE and GT 16","West Germany","986","0.616181346472513","0.591496718769806","0.64086597417522"
"1","2002","Couple + C. LE and GT 16","East Germany","316","0.62935397471631","0.585455565982507","0.673252383450114"
"2","2002","1-pers.-HH","West Germany","1549","0.679239794603871","0.660143084801164","0.698336504406578"
"2","2002","1-pers.-HH","East Germany","566","0.781420488761075","0.751440340011706","0.811400637510444"
"2","2002","(Married) couple without C. ","West Germany","2331","0.420528362816826","0.407678200880049","0.433378524753603"
"2","2002","(Married) couple without C. ","East Germany","1056","0.596143602781474","0.573588745736072","0.618698459826876"
"2","2002","Single parent ","West Germany","538","0.665143000273271","0.633246921405617","0.697039079140924"
"2","2002","Single parent ","East Germany","211","0.733589744176953","0.683227586217915","0.783951902135991"
"2","2002","Couple + C. LE 16 ","West Germany","1698","0.466579908996814","0.450902618999314","0.482257198994314"
"2","2002","Couple + C. LE 16 ","East Germany","431","0.519105969871447","0.4859817941958","0.552230145547094"
"2","2002","Couple + C. GT 16 ","West Germany","856","0.330238588536748","0.313095146798172","0.347382030275324"
