"hlf0094","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Slightly Expensive","2012","Rhineland-Palatinate,Saarland","84","0.105732681181186","0.086033486641507","0.125431875720865"
"Slightly Expensive","2012","Baden-Württemberg","170","0.083700394465223","0.0716621847758702","0.0957386041545757"
"Slightly Expensive","2012","Bavaria","186","0.0826555717374818","0.0719595772048872","0.0933515662700763"
"Slightly Expensive","2012","Berlin","18","","",""
"Slightly Expensive","2012","Brandenburg","60","0.103161476631609","0.0775541435689454","0.128768809694272"
"Slightly Expensive","2012","Mecklenburg-Western Pomerania","19","","",""
"Slightly Expensive","2012","Saxony","68","0.101145056173731","0.0795081175584421","0.12278199478902"
"Slightly Expensive","2012","Saxony-Anhalt","72","0.150535094378639","0.119001301058763","0.182068887698515"
"Slightly Expensive","2012","Thuringia","87","0.195422838837943","0.162040254344514","0.228805423331372"
"Too Expensive","2012","Schleswig-Holstein","7","","",""
"Too Expensive","2012","Hamburg","2","","",""
"Too Expensive","2012","Lower Saxony","21","","",""
"Too Expensive","2012","Bremen","2","","",""
"Too Expensive","2012","North Rhine-Westphalia","45","0.015601466375684","0.0110152995660013","0.0201876331853667"
"Too Expensive","2012","Hesse","9","","",""
"Too Expensive","2012","Rhineland-Palatinate,Saarland","13","","",""
"Too Expensive","2012","Baden-Württemberg","42","0.0171830154497861","0.0115340955244874","0.0228319353750848"
"Too Expensive","2012","Bavaria","31","0.0190232522229771","0.0137169665031464","0.0243295379428078"
"Too Expensive","2012","Berlin","","","",""
"Too Expensive","2012","Brandenburg","12","","",""
"Too Expensive","2012","Mecklenburg-Western Pomerania","1","","",""
"Too Expensive","2012","Saxony","13","","",""
"Too Expensive","2012","Saxony-Anhalt","8","","",""
"Too Expensive","2012","Thuringia","10","","",""
"Very Inexpensive","2013","Schleswig-Holstein","60","0.150327087332342","0.119726697753101","0.180927476911583"
"Very Inexpensive","2013","Hamburg","25","","",""
"Very Inexpensive","2013","Lower Saxony","192","0.109096242358356","0.0937626775373352","0.124429807179376"
"Very Inexpensive","2013","Bremen","13","","",""
"Very Inexpensive","2013","North Rhine-Westphalia","338","0.107433365652864","0.0962189068471511","0.118647824458577"
"Very Inexpensive","2013","Hesse","76","0.0742799694561063","0.0583506062402685","0.0902093326719441"
"Very Inexpensive","2013","Rhineland-Palatinate,Saarland","68","0.0584061380646603","0.0437312552440174","0.0730810208853032"
"Very Inexpensive","2013","Baden-Württemberg","182","0.084723652248972","0.0727821950784217","0.0966651094195223"
"Very Inexpensive","2013","Bavaria","264","0.123676970157355","0.110919212381662","0.136434727933048"
"Very Inexpensive","2013","Berlin","40","0.164871000132149","0.115838315849585","0.213903684414713"
"Very Inexpensive","2013","Brandenburg","27","","",""
"Very Inexpensive","2013","Mecklenburg-Western Pomerania","29","","",""
"Very Inexpensive","2013","Saxony","52","0.0795650202764607","0.0598117909807398","0.0993182495721815"
"Very Inexpensive","2013","Saxony-Anhalt","23","","",""
"Very Inexpensive","2013","Thuringia","47","0.0669664236996781","0.0462078417483337","0.0877250056510226"
"Inexpensive","2013","Schleswig-Holstein","177","0.353340557626593","0.312412889210701","0.394268226042486"
"Inexpensive","2013","Hamburg","47","0.418733928934871","0.337589168639104","0.499878689230638"
"Inexpensive","2013","Lower Saxony","475","0.255026773113312","0.233588684464326","0.276464861762299"
"Inexpensive","2013","Bremen","34","0.303673280814979","0.204143972570581","0.403202589059376"
"Inexpensive","2013","North Rhine-Westphalia","812","0.309824520431871","0.293077943029548","0.326571097834195"
"Inexpensive","2013","Hesse","299","0.279302787064674","0.252048377232051","0.306557196897297"
"Inexpensive","2013","Rhineland-Palatinate,Saarland","273","0.26723956681054","0.239548163034292","0.294930970586789"
"Inexpensive","2013","Baden-Württemberg","577","0.280848161689209","0.261576242706583","0.300120080671834"
"Inexpensive","2013","Bavaria","817","0.35082871087652","0.332334958564695","0.369322463188345"
"Inexpensive","2013","Berlin","58","0.212526794979861","0.158468606315859","0.266584983643863"
"Inexpensive","2013","Brandenburg","119","0.257369103522463","0.219087163382851","0.295651043662075"
"Inexpensive","2013","Mecklenburg-Western Pomerania","89","0.375474650053383","0.313296832126997","0.437652467979769"
"Inexpensive","2013","Saxony","221","0.313367806540524","0.279509149493649","0.347226463587399"
"Inexpensive","2013","Saxony-Anhalt","119","0.242045359567965","0.203965096063199","0.280125623072731"
"Inexpensive","2013","Thuringia","159","0.273302974648459","0.236292950883112","0.310312998413806"
"Reasonable","2013","Schleswig-Holstein","252","0.428975192829849","0.386598601078759","0.471351784580939"
"Reasonable","2013","Hamburg","60","0.322472527089091","0.245592463417326","0.399352590760856"
"Reasonable","2013","Lower Saxony","782","0.510232098143229","0.48564530487321","0.534818891413248"
"Reasonable","2013","Bremen","28","","",""
"Reasonable","2013","North Rhine-Westphalia","1475","0.484256674097488","0.466158155810189","0.502355192384788"
"Reasonable","2013","Hesse","538","0.504691289321602","0.474319273762809","0.535063304880394"
"Reasonable","2013","Rhineland-Palatinate,Saarland","540","0.577132409216208","0.546218529016424","0.608046289415992"
"Reasonable","2013","Baden-Württemberg","1056","0.521418646603734","0.499997138780798","0.542840154426669"
"Reasonable","2013","Bavaria","1278","0.447698289847893","0.428428422161179","0.466968157534607"
"Reasonable","2013","Berlin","107","0.588186754915492","0.523152147006454","0.65322136282453"
"Reasonable","2013","Brandenburg","302","0.566858740390254","0.523469561711556","0.610247919068952"
"Reasonable","2013","Mecklenburg-Western Pomerania","96","0.409002755875857","0.345874182415334","0.472131329336379"
"Reasonable","2013","Saxony","360","0.436241781535358","0.400043285177925","0.47244027789279"
"Reasonable","2013","Saxony-Anhalt","288","0.589498938592063","0.545763990811121","0.633233886373006"
"Reasonable","2013","Thuringia","276","0.533569821069127","0.4921403447739","0.574999297364355"
"Slightly Expensive","2013","Schleswig-Holstein","31","0.0604154916605861","0.0400157565396022","0.08081522678157"
"Slightly Expensive","2013","Hamburg","8","","",""
"Slightly Expensive","2013","Lower Saxony","113","0.103801362462767","0.0888001449365427","0.118802579988992"
"Slightly Expensive","2013","Bremen","7","","",""
"Slightly Expensive","2013","North Rhine-Westphalia","283","0.0921418876464752","0.0816675650128876","0.102616210280063"
"Slightly Expensive","2013","Hesse","111","0.132749888547871","0.112138275008421","0.153361502087321"
"Slightly Expensive","2013","Rhineland-Palatinate,Saarland","81","0.0744495577716717","0.0580230707511459","0.0908760447921975"
"Slightly Expensive","2013","Baden-Württemberg","231","0.0986896025453283","0.0859001556920976","0.111479049398559"
"Slightly Expensive","2013","Bavaria","169","0.0649452525279113","0.0553955455567568","0.0744949594990657"
"Slightly Expensive","2013","Berlin","13","","",""
"Slightly Expensive","2013","Brandenburg","44","0.117205294423753","0.0890388061832571","0.145371782664249"
"Slightly Expensive","2013","Mecklenburg-Western Pomerania","14","","",""
"Slightly Expensive","2013","Saxony","82","0.136480353434967","0.111422051412739","0.161538655457195"
"Slightly Expensive","2013","Saxony-Anhalt","48","0.127077221032319","0.0974663130871341","0.156688128977504"
"Slightly Expensive","2013","Thuringia","56","0.10561507011749","0.0800912499702221","0.131138890264757"
"Too Expensive","2013","Schleswig-Holstein","4","","",""
"Too Expensive","2013","Hamburg","2","","",""
"Too Expensive","2013","Lower Saxony","26","","",""
"Too Expensive","2013","Bremen","","","",""
"Too Expensive","2013","North Rhine-Westphalia","21","","",""
"Too Expensive","2013","Hesse","17","","",""
"Too Expensive","2013","Rhineland-Palatinate,Saarland","19","","",""
"Too Expensive","2013","Baden-Württemberg","43","0.0143199369127576","0.00922525106311274","0.0194146227624024"
"Too Expensive","2013","Bavaria","30","0.0128507765903199","0.00848608148280889","0.017215471697831"
"Too Expensive","2013","Berlin","2","","",""
"Too Expensive","2013","Brandenburg","9","","",""
"Too Expensive","2013","Mecklenburg-Western Pomerania","5","","",""
"Too Expensive","2013","Saxony","6","","",""
"Too Expensive","2013","Saxony-Anhalt","8","","",""
"Too Expensive","2013","Thuringia","19","","",""
"Very Inexpensive","2014","Schleswig-Holstein","61","0.1345077547561","0.104079308434413","0.164936201077787"
"Very Inexpensive","2014","Hamburg","17","","",""
"Very Inexpensive","2014","Lower Saxony","197","0.129769084878308","0.112665766100505","0.146872403656111"
"Very Inexpensive","2014","Bremen","9","","",""
"Very Inexpensive","2014","North Rhine-Westphalia","286","0.126113462529367","0.113497641423017","0.138729283635718"
"Very Inexpensive","2014","Hesse","83","0.096781530267042","0.0776557396181635","0.115907320915921"
"Very Inexpensive","2014","Rhineland-Palatinate,Saarland","79","0.0664427555035251","0.0502877542311707","0.0825977567758794"
"Very Inexpensive","2014","Baden-Württemberg","164","0.095621315223956","0.0822101300597729","0.109032500388139"
"Very Inexpensive","2014","Bavaria","296","0.13180766877177","0.118089694501658","0.145525643041883"
"Very Inexpensive","2014","Berlin","38","0.214376832437318","0.156176230915779","0.272577433958858"
"Very Inexpensive","2014","Brandenburg","43","0.12466932970291","0.0947083827368096","0.15463027666901"
"Very Inexpensive","2014","Mecklenburg-Western Pomerania","31","0.115340287201019","0.0713983993508541","0.159282175051184"
"Very Inexpensive","2014","Saxony","38","0.066139002200669","0.0469147030833206","0.0853633013180174"
"Very Inexpensive","2014","Saxony-Anhalt","27","","",""
"Very Inexpensive","2014","Thuringia","38","0.0587224335588825","0.0386116349935597","0.0788332321242052"
"Inexpensive","2014","Schleswig-Holstein","187","0.352215767619386","0.309617287013867","0.394814248224904"
"Inexpensive","2014","Hamburg","49","0.367361218756382","0.287505020217082","0.447217417295682"
"Inexpensive","2014","Lower Saxony","477","0.303695986375964","0.280291641397896","0.327100331354032"
"Inexpensive","2014","Bremen","30","0.27337649677777","0.176316362187963","0.370436631367578"
"Inexpensive","2014","North Rhine-Westphalia","746","0.286413479597451","0.269233315081676","0.303593644113226"
"Inexpensive","2014","Hesse","259","0.280532694356812","0.251470793054643","0.309594595658982"
"Inexpensive","2014","Rhineland-Palatinate,Saarland","266","0.293414237707322","0.263879322032168","0.322949153382476"
"Inexpensive","2014","Baden-Württemberg","529","0.297808260830324","0.276953228306692","0.318663293353956"
"Inexpensive","2014","Bavaria","690","0.324544350185112","0.305557753826535","0.34353094654369"
"Inexpensive","2014","Berlin","71","0.311231646690806","0.2455702865149","0.376893006866712"
"Inexpensive","2014","Brandenburg","117","0.232559256368155","0.194243368650955","0.270875144085355"
"Inexpensive","2014","Mecklenburg-Western Pomerania","81","0.390492445443931","0.323381101383054","0.457603789504808"
"Inexpensive","2014","Saxony","172","0.229950632259234","0.19740016963983","0.262501094878638"
"Inexpensive","2014","Saxony-Anhalt","114","0.279989721904915","0.238131830306155","0.321847613503675"
"Inexpensive","2014","Thuringia","144","0.307468625472447","0.267996676632437","0.346940574312457"
"Reasonable","2014","Schleswig-Holstein","208","0.440247766043199","0.395976593579435","0.484518938506962"
"Reasonable","2014","Hamburg","72","0.498824147060733","0.416000781057413","0.581647513064054"
"Reasonable","2014","Lower Saxony","690","0.431806394766405","0.406596547115072","0.457016242417739"
"Reasonable","2014","Bremen","33","0.323268258769029","0.221410201873743","0.425126315664314"
"Reasonable","2014","North Rhine-Westphalia","1388","0.49518772542414","0.476187569659823","0.514187881188456"
"Reasonable","2014","Hesse","487","0.533067406667303","0.500793992592845","0.565340820741762"
"Reasonable","2014","Rhineland-Palatinate,Saarland","482","0.537441508966163","0.505099899099208","0.569783118833117"
"Reasonable","2014","Baden-Württemberg","943","0.486764196627626","0.463969572817344","0.509558820437908"
"Reasonable","2014","Bavaria","1179","0.468255249272539","0.448020184226214","0.488490314318864"
"Reasonable","2014","Berlin","69","0.341774249951905","0.274509348405276","0.409039151498535"
"Reasonable","2014","Brandenburg","273","0.57575814820438","0.530933545178447","0.620582751230312"
"Reasonable","2014","Mecklenburg-Western Pomerania","83","0.467499402079766","0.398863609703992","0.53613519445554"
"Reasonable","2014","Saxony","377","0.568092063403339","0.529775590010195","0.606408536796484"
"Reasonable","2014","Saxony-Anhalt","251","0.546136732272861","0.499722607234454","0.592550857311267"
"Reasonable","2014","Thuringia","250","0.456619595315583","0.414010952790581","0.499228237840585"
"Slightly Expensive","2014","Schleswig-Holstein","27","","",""
"Slightly Expensive","2014","Hamburg","","","",""
"Slightly Expensive","2014","Lower Saxony","94","0.112934139338895","0.0968251582574866","0.129043120420304"
"Slightly Expensive","2014","Bremen","9","","",""
"Slightly Expensive","2014","North Rhine-Westphalia","218","0.0866788578975254","0.0759864475284789","0.0973712682665719"
"Slightly Expensive","2014","Hesse","82","0.0768629572754958","0.0596316437539972","0.0940942707969945"
"Slightly Expensive","2014","Rhineland-Palatinate,Saarland","69","0.0859566740540885","0.0677749151474391","0.104138432960738"
"Slightly Expensive","2014","Baden-Württemberg","161","0.101298009101594","0.0875378660105261","0.115058152192661"
"Slightly Expensive","2014","Bavaria","150","0.0680696023399126","0.0578559747760733","0.0782832299037519"
"Slightly Expensive","2014","Berlin","10","","",""
"Slightly Expensive","2014","Brandenburg","28","","",""
"Slightly Expensive","2014","Mecklenburg-Western Pomerania","8","","",""
"Slightly Expensive","2014","Saxony","49","0.112192160707382","0.0877791511681035","0.136605170246661"
"Slightly Expensive","2014","Saxony-Anhalt","49","0.14527113607366","0.11242072504448","0.17812154710284"
"Slightly Expensive","2014","Thuringia","68","0.130204235010689","0.101417683684156","0.158990786337223"
"Too Expensive","2014","Schleswig-Holstein","","","",""
"Too Expensive","2014","Hamburg","2","","",""
"Too Expensive","2014","Lower Saxony","25","","",""
"Too Expensive","2014","Bremen","","","",""
"Too Expensive","2014","North Rhine-Westphalia","22","","",""
"Too Expensive","2014","Hesse","7","","",""
