"hlf0094","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very Inexpensive","2009","(Married) couple without C. ","inadequately","1","","",""
"Very Inexpensive","2009","(Married) couple without C. ","general elemantary","36","0.120490873979386","0.0801379193567988","0.160843828601973"
"Very Inexpensive","2009","(Married) couple without C. ","middle vocational","242","0.140332402045004","0.124892511431431","0.155772292658578"
"Very Inexpensive","2009","(Married) couple without C. ","vocational + Abi","16","","",""
"Very Inexpensive","2009","(Married) couple without C. ","higher vocational","29","","",""
"Very Inexpensive","2009","(Married) couple without C. ","higher education","158","0.13790022118754","0.117533755036314","0.158266687338765"
"Very Inexpensive","2009","Single parent ","in school","1","","",""
"Very Inexpensive","2009","Single parent ","inadequately","","","",""
"Very Inexpensive","2009","Single parent ","general elemantary","4","","",""
"Very Inexpensive","2009","Single parent ","middle vocational","6","","",""
"Very Inexpensive","2009","Single parent ","vocational + Abi","","","",""
"Very Inexpensive","2009","Single parent ","higher vocational","","","",""
"Very Inexpensive","2009","Single parent ","higher education","2","","",""
"Very Inexpensive","2009","Couple + C. LE 16 ","in school","","","",""
"Very Inexpensive","2009","Couple + C. LE 16 ","inadequately","","","",""
"Very Inexpensive","2009","Couple + C. LE 16 ","general elemantary","1","","",""
"Very Inexpensive","2009","Couple + C. LE 16 ","middle vocational","52","0.0837610923106959","0.0632972447239036","0.104224939897488"
"Very Inexpensive","2009","Couple + C. LE 16 ","vocational + Abi","14","","",""
"Very Inexpensive","2009","Couple + C. LE 16 ","higher vocational","12","","",""
"Very Inexpensive","2009","Couple + C. LE 16 ","higher education","38","0.0653218077483253","0.0425677349856985","0.0880758805109521"
"Very Inexpensive","2009","Couple + C. GT 16 ","in school","20","","",""
"Very Inexpensive","2009","Couple + C. GT 16 ","inadequately","1","","",""
"Very Inexpensive","2009","Couple + C. GT 16 ","general elemantary","23","","",""
"Very Inexpensive","2009","Couple + C. GT 16 ","middle vocational","139","0.144110462524975","0.12366063022601","0.16456029482394"
"Very Inexpensive","2009","Couple + C. GT 16 ","vocational + Abi","14","","",""
"Very Inexpensive","2009","Couple + C. GT 16 ","higher vocational","26","","",""
"Very Inexpensive","2009","Couple + C. GT 16 ","higher education","69","0.157243026155547","0.124262161400255","0.190223890910839"
"Very Inexpensive","2009","Couple + C. LE and GT 16","in school","16","","",""
"Very Inexpensive","2009","Couple + C. LE and GT 16","inadequately","","","",""
"Very Inexpensive","2009","Couple + C. LE and GT 16","general elemantary","3","","",""
"Very Inexpensive","2009","Couple + C. LE and GT 16","middle vocational","34","0.0774378357695423","0.0491515806421605","0.105724090896924"
"Very Inexpensive","2009","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"Very Inexpensive","2009","Couple + C. LE and GT 16","higher vocational","7","","",""
"Very Inexpensive","2009","Couple + C. LE and GT 16","higher education","25","","",""
"Inexpensive","2009","1-pers.-HH","in school","","","",""
"Inexpensive","2009","1-pers.-HH","inadequately","","","",""
"Inexpensive","2009","1-pers.-HH","general elemantary","38","0.353152883598536","0.264636985270318","0.441668781926755"
"Inexpensive","2009","1-pers.-HH","middle vocational","161","0.344748138252785","0.30078587757982","0.388710398925751"
"Inexpensive","2009","1-pers.-HH","vocational + Abi","10","","",""
"Inexpensive","2009","1-pers.-HH","higher vocational","23","","",""
"Inexpensive","2009","1-pers.-HH","higher education","50","0.331749888489587","0.262580648693677","0.400919128285498"
"Inexpensive","2009","(Married) couple without C. ","in school","","","",""
"Inexpensive","2009","(Married) couple without C. ","inadequately","3","","",""
"Inexpensive","2009","(Married) couple without C. ","general elemantary","80","0.301443831830576","0.244560902494765","0.358326761166388"
"Inexpensive","2009","(Married) couple without C. ","middle vocational","619","0.288092963783962","0.267961380637157","0.308224546930768"
"Inexpensive","2009","(Married) couple without C. ","vocational + Abi","44","0.275871012754224","0.201300084557396","0.350441940951051"
"Inexpensive","2009","(Married) couple without C. ","higher vocational","105","0.374579036583634","0.320436717433497","0.42872135573377"
"Inexpensive","2009","(Married) couple without C. ","higher education","299","0.31127713629622","0.28392757949343","0.338626693099009"
"Inexpensive","2009","Single parent ","in school","7","","",""
"Inexpensive","2009","Single parent ","inadequately","","","",""
"Inexpensive","2009","Single parent ","general elemantary","13","","",""
"Inexpensive","2009","Single parent ","middle vocational","45","0.317497484636664","0.248725108508225","0.386269860765104"
"Inexpensive","2009","Single parent ","vocational + Abi","3","","",""
"Inexpensive","2009","Single parent ","higher vocational","6","","",""
"Inexpensive","2009","Single parent ","higher education","23","","",""
"Inexpensive","2009","Couple + C. LE 16 ","in school","","","",""
"Inexpensive","2009","Couple + C. LE 16 ","inadequately","2","","",""
"Inexpensive","2009","Couple + C. LE 16 ","general elemantary","8","","",""
"Inexpensive","2009","Couple + C. LE 16 ","middle vocational","192","0.251199160375707","0.219162000055819","0.283236320695596"
"Inexpensive","2009","Couple + C. LE 16 ","vocational + Abi","49","0.246203761804618","0.181822691459256","0.310584832149979"
"Inexpensive","2009","Couple + C. LE 16 ","higher vocational","66","0.292603514817666","0.231505161238619","0.353701868396713"
"Inexpensive","2009","Couple + C. LE 16 ","higher education","129","0.242314964350853","0.202857110254392","0.281772818447313"
"Inexpensive","2009","Couple + C. GT 16 ","in school","34","0.242108988121791","0.174889588923067","0.309328387320515"
"Inexpensive","2009","Couple + C. GT 16 ","inadequately","2","","",""
"Inexpensive","2009","Couple + C. GT 16 ","general elemantary","60","0.310149376950452","0.247588701271949","0.372710052628954"
"Inexpensive","2009","Couple + C. GT 16 ","middle vocational","323","0.266938429279906","0.241180620607283","0.292696237952529"
"Inexpensive","2009","Couple + C. GT 16 ","vocational + Abi","32","0.225011261844126","0.14732639512405","0.302696128564203"
"Inexpensive","2009","Couple + C. GT 16 ","higher vocational","47","0.327326499551936","0.255290923823842","0.399362075280031"
"Inexpensive","2009","Couple + C. GT 16 ","higher education","127","0.285993185438256","0.245052587112382","0.326933783764129"
"Inexpensive","2009","Couple + C. LE and GT 16","in school","48","0.350335955058617","0.276871484121326","0.423800425995908"
"Inexpensive","2009","Couple + C. LE and GT 16","inadequately","","","",""
"Inexpensive","2009","Couple + C. LE and GT 16","general elemantary","16","","",""
"Inexpensive","2009","Couple + C. LE and GT 16","middle vocational","86","0.348005698233964","0.297595766578167","0.398415629889761"
"Inexpensive","2009","Couple + C. LE and GT 16","vocational + Abi","15","","",""
"Inexpensive","2009","Couple + C. LE and GT 16","higher vocational","9","","",""
"Inexpensive","2009","Couple + C. LE and GT 16","higher education","57","0.402819939410885","0.328654499117911","0.476985379703859"
"Reasonable","2009","1-pers.-HH","in school","","","",""
"Reasonable","2009","1-pers.-HH","inadequately","1","","",""
"Reasonable","2009","1-pers.-HH","general elemantary","57","0.499839843609653","0.407240254043307","0.592439433175999"
"Reasonable","2009","1-pers.-HH","middle vocational","183","0.394559695626763","0.349351523813756","0.439767867439771"
"Reasonable","2009","1-pers.-HH","vocational + Abi","21","","",""
"Reasonable","2009","1-pers.-HH","higher vocational","25","","",""
"Reasonable","2009","1-pers.-HH","higher education","87","0.456670309810197","0.383493883323693","0.529846736296701"
"Reasonable","2009","(Married) couple without C. ","in school","","","",""
"Reasonable","2009","(Married) couple without C. ","inadequately","4","","",""
"Reasonable","2009","(Married) couple without C. ","general elemantary","116","0.521156200942623","0.459232204739266","0.58308019714598"
"Reasonable","2009","(Married) couple without C. ","middle vocational","917","0.47743330121273","0.455229507701031","0.499637094724429"
"Reasonable","2009","(Married) couple without C. ","vocational + Abi","69","0.51289381611147","0.429499951396604","0.596287680826336"
"Reasonable","2009","(Married) couple without C. ","higher vocational","143","0.448429792962679","0.392797554803295","0.504062031122063"
"Reasonable","2009","(Married) couple without C. ","higher education","553","0.478621586420765","0.449114447888525","0.508128724953005"
"Reasonable","2009","Single parent ","in school","11","","",""
"Reasonable","2009","Single parent ","inadequately","","","",""
"Reasonable","2009","Single parent ","general elemantary","27","","",""
"Reasonable","2009","Single parent ","middle vocational","103","0.558849848078689","0.485494371618612","0.632205324538767"
"Reasonable","2009","Single parent ","vocational + Abi","7","","",""
"Reasonable","2009","Single parent ","higher vocational","3","","",""
"Reasonable","2009","Single parent ","higher education","36","0.407677000083856","0.294170888438659","0.521183111729054"
"Reasonable","2009","Couple + C. LE 16 ","in school","","","",""
"Reasonable","2009","Couple + C. LE 16 ","inadequately","2","","",""
"Reasonable","2009","Couple + C. LE 16 ","general elemantary","23","","",""
"Reasonable","2009","Couple + C. LE 16 ","middle vocational","371","0.486591176343278","0.449669999090638","0.523512353595918"
"Reasonable","2009","Couple + C. LE 16 ","vocational + Abi","89","0.512182836125474","0.437482094009196","0.586883578241753"
"Reasonable","2009","Couple + C. LE 16 ","higher vocational","112","0.53458299863128","0.467596545559043","0.601569451703517"
"Reasonable","2009","Couple + C. LE 16 ","higher education","251","0.588339248640252","0.543020007200197","0.633658490080308"
"Reasonable","2009","Couple + C. GT 16 ","in school","89","0.560590841035235","0.482707720624296","0.638473961446173"
"Reasonable","2009","Couple + C. GT 16 ","inadequately","7","","",""
"Reasonable","2009","Couple + C. GT 16 ","general elemantary","105","0.421418228748171","0.354633452435826","0.488203005060515"
"Reasonable","2009","Couple + C. GT 16 ","middle vocational","553","0.490039083168456","0.460930776480723","0.519147389856188"
"Reasonable","2009","Couple + C. GT 16 ","vocational + Abi","55","0.546685251085392","0.454075822411309","0.639294679759475"
"Reasonable","2009","Couple + C. GT 16 ","higher vocational","71","0.34359128231901","0.270685407245889","0.416497157392131"
"Reasonable","2009","Couple + C. GT 16 ","higher education","221","0.453371684825499","0.408269412480816","0.498473957170181"
"Reasonable","2009","Couple + C. LE and GT 16","in school","87","0.507137566242466","0.430150754696633","0.584124377788299"
"Reasonable","2009","Couple + C. LE and GT 16","inadequately","1","","",""
"Reasonable","2009","Couple + C. LE and GT 16","general elemantary","53","0.677624748836595","0.579972503994185","0.775276993679006"
"Reasonable","2009","Couple + C. LE and GT 16","middle vocational","187","0.511710632839768","0.458811094087932","0.564610171591604"
"Reasonable","2009","Couple + C. LE and GT 16","vocational + Abi","34","0.657651626353277","0.531095464609152","0.784207788097401"
"Reasonable","2009","Couple + C. LE and GT 16","higher vocational","41","0.633755461623549","0.517524305065818","0.749986618181279"
"Reasonable","2009","Couple + C. LE and GT 16","higher education","74","0.441446178680236","0.36635916282657","0.516533194533901"
"Slightly Expensive","2009","1-pers.-HH","in school","","","",""
"Slightly Expensive","2009","1-pers.-HH","inadequately","","","",""
"Slightly Expensive","2009","1-pers.-HH","general elemantary","3","","",""
"Slightly Expensive","2009","1-pers.-HH","middle vocational","34","0.110729923688634","0.0817047879011877","0.139755059476081"
"Slightly Expensive","2009","1-pers.-HH","vocational + Abi","5","","",""
"Slightly Expensive","2009","1-pers.-HH","higher vocational","7","","",""
"Slightly Expensive","2009","1-pers.-HH","higher education","15","","",""
"Slightly Expensive","2009","(Married) couple without C. ","in school","","","",""
"Slightly Expensive","2009","(Married) couple without C. ","inadequately","2","","",""
"Slightly Expensive","2009","(Married) couple without C. ","general elemantary","14","","",""
"Slightly Expensive","2009","(Married) couple without C. ","middle vocational","154","0.0826386791217868","0.0703992304158054","0.0948781278277682"
"Slightly Expensive","2009","(Married) couple without C. ","vocational + Abi","8","","",""
"Slightly Expensive","2009","(Married) couple without C. ","higher vocational","26","","",""
"Slightly Expensive","2009","(Married) couple without C. ","higher education","89","0.0706730840251251","0.0555351812668495","0.0858109867834007"
