"hlf0094","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Reasonable","1986","Rhineland-Palatinate,Saarland","Not Employed","67","0.334790517491391","0.269872408291516","0.399708626691266"
"Reasonable","1986","Rhineland-Palatinate,Saarland","Employed","79","0.337436899546778","0.276329460712215","0.398544338381341"
"Reasonable","1986","Baden-Württemberg","Not Employed","133","0.397586147753218","0.343368706257762","0.451803589248673"
"Reasonable","1986","Baden-Württemberg","Employed","239","0.467459178351337","0.424283645496411","0.510634711206263"
"Reasonable","1986","Bavaria","Not Employed","128","0.40935075265384","0.353144186982699","0.46555731832498"
"Reasonable","1986","Bavaria","Employed","247","0.43547216217895","0.394443293637957","0.476501030719943"
"Reasonable","1986","Berlin","Not Employed","5","","",""
"Reasonable","1986","Berlin","Employed","7","","",""
"Reasonable","1986","Brandenburg","Not Employed","","","",""
"Reasonable","1986","Brandenburg","Employed","","","",""
"Reasonable","1986","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Reasonable","1986","Mecklenburg-Western Pomerania","Employed","","","",""
"Reasonable","1986","Saxony","Not Employed","","","",""
"Reasonable","1986","Saxony","Employed","","","",""
"Reasonable","1986","Saxony-Anhalt","Not Employed","","","",""
"Reasonable","1986","Saxony-Anhalt","Employed","","","",""
"Reasonable","1986","Thuringia","Not Employed","","","",""
"Reasonable","1986","Thuringia","Employed","","","",""
"Slightly Expensive","1986","Schleswig-Holstein","Not Employed","4","","",""
"Slightly Expensive","1986","Schleswig-Holstein","Employed","16","","",""
"Slightly Expensive","1986","Hamburg","Not Employed","2","","",""
"Slightly Expensive","1986","Hamburg","Employed","2","","",""
"Slightly Expensive","1986","Lower Saxony","Not Employed","23","","",""
"Slightly Expensive","1986","Lower Saxony","Employed","45","0.140752678290537","0.103288041944112","0.178217314636961"
"Slightly Expensive","1986","Bremen","Not Employed","2","","",""
"Slightly Expensive","1986","Bremen","Employed","2","","",""
"Slightly Expensive","1986","North Rhine-Westphalia","Not Employed","29","","",""
"Slightly Expensive","1986","North Rhine-Westphalia","Employed","62","0.112349163100262","0.085787566264147","0.138910759936377"
"Slightly Expensive","1986","Hesse","Not Employed","10","","",""
"Slightly Expensive","1986","Hesse","Employed","17","","",""
"Slightly Expensive","1986","Rhineland-Palatinate,Saarland","Not Employed","12","","",""
"Slightly Expensive","1986","Rhineland-Palatinate,Saarland","Employed","25","","",""
"Slightly Expensive","1986","Baden-Württemberg","Not Employed","27","","",""
"Slightly Expensive","1986","Baden-Württemberg","Employed","63","0.113236185275599","0.0858150137663875","0.14065735678481"
"Slightly Expensive","1986","Bavaria","Not Employed","17","","",""
"Slightly Expensive","1986","Bavaria","Employed","62","0.101611191722265","0.0766094882867775","0.126612895157751"
"Slightly Expensive","1986","Berlin","Not Employed","1","","",""
"Slightly Expensive","1986","Berlin","Employed","1","","",""
"Slightly Expensive","1986","Brandenburg","Not Employed","","","",""
"Slightly Expensive","1986","Brandenburg","Employed","","","",""
"Slightly Expensive","1986","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Slightly Expensive","1986","Mecklenburg-Western Pomerania","Employed","","","",""
"Slightly Expensive","1986","Saxony","Not Employed","","","",""
"Slightly Expensive","1986","Saxony","Employed","","","",""
"Slightly Expensive","1986","Saxony-Anhalt","Not Employed","","","",""
"Slightly Expensive","1986","Saxony-Anhalt","Employed","","","",""
"Slightly Expensive","1986","Thuringia","Not Employed","","","",""
"Slightly Expensive","1986","Thuringia","Employed","","","",""
"Too Expensive","1986","Schleswig-Holstein","Not Employed","3","","",""
"Too Expensive","1986","Schleswig-Holstein","Employed","15","","",""
"Too Expensive","1986","Hamburg","Not Employed","","","",""
"Too Expensive","1986","Hamburg","Employed","2","","",""
"Too Expensive","1986","Lower Saxony","Not Employed","8","","",""
"Too Expensive","1986","Lower Saxony","Employed","13","","",""
"Too Expensive","1986","Bremen","Not Employed","","","",""
"Too Expensive","1986","Bremen","Employed","","","",""
"Too Expensive","1986","North Rhine-Westphalia","Not Employed","8","","",""
"Too Expensive","1986","North Rhine-Westphalia","Employed","18","","",""
"Too Expensive","1986","Hesse","Not Employed","","","",""
"Too Expensive","1986","Hesse","Employed","1","","",""
"Too Expensive","1986","Rhineland-Palatinate,Saarland","Not Employed","8","","",""
"Too Expensive","1986","Rhineland-Palatinate,Saarland","Employed","10","","",""
"Too Expensive","1986","Baden-Württemberg","Not Employed","5","","",""
"Too Expensive","1986","Baden-Württemberg","Employed","13","","",""
"Too Expensive","1986","Bavaria","Not Employed","6","","",""
"Too Expensive","1986","Bavaria","Employed","7","","",""
"Too Expensive","1986","Berlin","Not Employed","","","",""
"Too Expensive","1986","Berlin","Employed","1","","",""
"Too Expensive","1986","Brandenburg","Not Employed","","","",""
"Too Expensive","1986","Brandenburg","Employed","","","",""
"Too Expensive","1986","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Too Expensive","1986","Mecklenburg-Western Pomerania","Employed","","","",""
"Too Expensive","1986","Saxony","Not Employed","","","",""
"Too Expensive","1986","Saxony","Employed","","","",""
"Too Expensive","1986","Saxony-Anhalt","Not Employed","","","",""
"Too Expensive","1986","Saxony-Anhalt","Employed","","","",""
"Too Expensive","1986","Thuringia","Not Employed","","","",""
"Too Expensive","1986","Thuringia","Employed","","","",""
"Very Inexpensive","1987","Schleswig-Holstein","Not Employed","20","","",""
"Very Inexpensive","1987","Schleswig-Holstein","Employed","20","","",""
"Very Inexpensive","1987","Hamburg","Not Employed","3","","",""
"Very Inexpensive","1987","Hamburg","Employed","7","","",""
"Very Inexpensive","1987","Lower Saxony","Not Employed","60","0.274814892402918","0.216090818832672","0.333538965973164"
"Very Inexpensive","1987","Lower Saxony","Employed","68","0.198305667617741","0.156593140426893","0.24001819480859"
"Very Inexpensive","1987","Bremen","Not Employed","2","","",""
"Very Inexpensive","1987","Bremen","Employed","5","","",""
"Very Inexpensive","1987","North Rhine-Westphalia","Not Employed","65","0.151213265244934","0.116407985882589","0.186018544607279"
"Very Inexpensive","1987","North Rhine-Westphalia","Employed","90","0.15769372224367","0.127721693241031","0.187665751246309"
"Very Inexpensive","1987","Hesse","Not Employed","28","","",""
"Very Inexpensive","1987","Hesse","Employed","29","","",""
"Very Inexpensive","1987","Rhineland-Palatinate,Saarland","Not Employed","44","0.212002494005232","0.155214770476915","0.268790217533549"
"Very Inexpensive","1987","Rhineland-Palatinate,Saarland","Employed","46","0.192590523745328","0.142492108199305","0.242688939291351"
"Very Inexpensive","1987","Baden-Württemberg","Not Employed","49","0.171117703263385","0.127546350276558","0.214689056250213"
"Very Inexpensive","1987","Baden-Württemberg","Employed","63","0.134480332786971","0.105462251799762","0.16349841377418"
"Very Inexpensive","1987","Bavaria","Not Employed","55","0.17320530984955","0.129037793632645","0.217372826066456"
"Very Inexpensive","1987","Bavaria","Employed","91","0.167200769084799","0.135843521555157","0.19855801661444"
"Very Inexpensive","1987","Berlin","Not Employed","2","","",""
"Very Inexpensive","1987","Berlin","Employed","3","","",""
"Very Inexpensive","1987","Brandenburg","Not Employed","","","",""
"Very Inexpensive","1987","Brandenburg","Employed","","","",""
"Very Inexpensive","1987","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Very Inexpensive","1987","Mecklenburg-Western Pomerania","Employed","","","",""
"Very Inexpensive","1987","Saxony","Not Employed","","","",""
"Very Inexpensive","1987","Saxony","Employed","","","",""
"Very Inexpensive","1987","Saxony-Anhalt","Not Employed","","","",""
"Very Inexpensive","1987","Saxony-Anhalt","Employed","","","",""
"Very Inexpensive","1987","Thuringia","Not Employed","","","",""
"Very Inexpensive","1987","Thuringia","Employed","","","",""
"Inexpensive","1987","Schleswig-Holstein","Not Employed","15","","",""
"Inexpensive","1987","Schleswig-Holstein","Employed","24","","",""
"Inexpensive","1987","Hamburg","Not Employed","3","","",""
"Inexpensive","1987","Hamburg","Employed","10","","",""
"Inexpensive","1987","Lower Saxony","Not Employed","71","0.328349213384313","0.266574411999715","0.390124014768912"
"Inexpensive","1987","Lower Saxony","Employed","111","0.308767092333963","0.260436486452692","0.357097698215233"
"Inexpensive","1987","Bremen","Not Employed","7","","",""
"Inexpensive","1987","Bremen","Employed","3","","",""
"Inexpensive","1987","North Rhine-Westphalia","Not Employed","134","0.337021890360398","0.291098966000856","0.38294481471994"
"Inexpensive","1987","North Rhine-Westphalia","Employed","187","0.324594110797857","0.286088265403049","0.363099956192664"
"Inexpensive","1987","Hesse","Not Employed","61","0.413705579801681","0.33786630814905","0.489544851454312"
"Inexpensive","1987","Hesse","Employed","64","0.329404645726725","0.265532493004219","0.393276798449232"
"Inexpensive","1987","Rhineland-Palatinate,Saarland","Not Employed","78","0.411650058595727","0.343274088522851","0.480026028668602"
"Inexpensive","1987","Rhineland-Palatinate,Saarland","Employed","89","0.394707472055883","0.332609138920802","0.456805805190964"
"Inexpensive","1987","Baden-Württemberg","Not Employed","122","0.437144643686101","0.379757035433548","0.494532251938654"
"Inexpensive","1987","Baden-Württemberg","Employed","187","0.351705479292708","0.311091403667434","0.392319554917982"
"Inexpensive","1987","Bavaria","Not Employed","114","0.43408952861638","0.376241700688488","0.491937356544272"
"Inexpensive","1987","Bavaria","Employed","164","0.301250186824899","0.262695857207213","0.339804516442585"
"Inexpensive","1987","Berlin","Not Employed","5","","",""
"Inexpensive","1987","Berlin","Employed","4","","",""
"Inexpensive","1987","Brandenburg","Not Employed","","","",""
"Inexpensive","1987","Brandenburg","Employed","","","",""
"Inexpensive","1987","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Inexpensive","1987","Mecklenburg-Western Pomerania","Employed","","","",""
"Inexpensive","1987","Saxony","Not Employed","","","",""
"Inexpensive","1987","Saxony","Employed","","","",""
"Inexpensive","1987","Saxony-Anhalt","Not Employed","","","",""
"Inexpensive","1987","Saxony-Anhalt","Employed","","","",""
"Inexpensive","1987","Thuringia","Not Employed","","","",""
"Inexpensive","1987","Thuringia","Employed","","","",""
"Reasonable","1987","Schleswig-Holstein","Not Employed","22","","",""
"Reasonable","1987","Schleswig-Holstein","Employed","44","0.41717266730527","0.327051450014361","0.507293884596178"
"Reasonable","1987","Hamburg","Not Employed","6","","",""
"Reasonable","1987","Hamburg","Employed","14","","",""
"Reasonable","1987","Lower Saxony","Not Employed","53","0.252517441189133","0.195367231849204","0.309667650529063"
"Reasonable","1987","Lower Saxony","Employed","111","0.32443317932554","0.27545627628064","0.373410082370439"
"Reasonable","1987","Bremen","Not Employed","2","","",""
"Reasonable","1987","Bremen","Employed","2","","",""
"Reasonable","1987","North Rhine-Westphalia","Not Employed","172","0.438054173044042","0.389852509982074","0.486255836106011"
"Reasonable","1987","North Rhine-Westphalia","Employed","231","0.410066553502037","0.369618036168022","0.450515070836052"
"Reasonable","1987","Hesse","Not Employed","58","0.310075668495387","0.238851865550249","0.381299471440525"
"Reasonable","1987","Hesse","Employed","88","0.416270608992981","0.34928059351914","0.483260624466821"
"Reasonable","1987","Rhineland-Palatinate,Saarland","Not Employed","57","0.269225356167591","0.207598321959707","0.330852390375476"
"Reasonable","1987","Rhineland-Palatinate,Saarland","Employed","79","0.310473762407364","0.251691342199634","0.369256182615094"
"Reasonable","1987","Baden-Württemberg","Not Employed","90","0.321507030384015","0.267472042842929","0.375542017925102"
"Reasonable","1987","Baden-Württemberg","Employed","213","0.396748057076276","0.35513711010506","0.438359004047491"
"Reasonable","1987","Bavaria","Not Employed","98","0.338590015196304","0.283357352091001","0.393822678301608"
"Reasonable","1987","Bavaria","Employed","244","0.448609437941839","0.406815575562016","0.490403300321661"
"Reasonable","1987","Berlin","Not Employed","3","","",""
"Reasonable","1987","Berlin","Employed","2","","",""
"Reasonable","1987","Brandenburg","Not Employed","","","",""
"Reasonable","1987","Brandenburg","Employed","","","",""
"Reasonable","1987","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Reasonable","1987","Mecklenburg-Western Pomerania","Employed","","","",""
"Reasonable","1987","Saxony","Not Employed","","","",""
"Reasonable","1987","Saxony","Employed","","","",""
"Reasonable","1987","Saxony-Anhalt","Not Employed","","","",""
"Reasonable","1987","Saxony-Anhalt","Employed","","","",""
"Reasonable","1987","Thuringia","Not Employed","","","",""
"Reasonable","1987","Thuringia","Employed","","","",""
"Slightly Expensive","1987","Schleswig-Holstein","Not Employed","5","","",""
"Slightly Expensive","1987","Schleswig-Holstein","Employed","22","","",""
"Slightly Expensive","1987","Hamburg","Not Employed","2","","",""
"Slightly Expensive","1987","Hamburg","Employed","1","","",""
"Slightly Expensive","1987","Lower Saxony","Not Employed","23","","",""
"Slightly Expensive","1987","Lower Saxony","Employed","40","0.111490121932239","0.0785637516209315","0.144416492243546"
"Slightly Expensive","1987","Bremen","Not Employed","4","","",""
"Slightly Expensive","1987","Bremen","Employed","7","","",""
"Slightly Expensive","1987","North Rhine-Westphalia","Not Employed","26","","",""
"Slightly Expensive","1987","North Rhine-Westphalia","Employed","50","0.0873420276305098","0.0641232376111298","0.11056081764989"
"Slightly Expensive","1987","Hesse","Not Employed","12","","",""
"Slightly Expensive","1987","Hesse","Employed","23","","",""
"Slightly Expensive","1987","Rhineland-Palatinate,Saarland","Not Employed","9","","",""
"Slightly Expensive","1987","Rhineland-Palatinate,Saarland","Employed","16","","",""
"Slightly Expensive","1987","Baden-Württemberg","Not Employed","23","","",""
"Slightly Expensive","1987","Baden-Württemberg","Employed","57","0.0988756114903785","0.0734870675944538","0.124264155386303"
