"hlf0094","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Inexpensive","2008","general elemantary","Urban Area","166","0.294964753114631","0.256853149544366","0.333076356684896"
"Inexpensive","2008","general elemantary","Rural Area","103","0.329353285969805","0.280186430458069","0.37852014148154"
"Inexpensive","2008","middle vocational","Urban Area","876","0.272276724866483","0.256445515707783","0.288107934025182"
"Inexpensive","2008","middle vocational","Rural Area","631","0.287181328772548","0.268175513218192","0.306187144326904"
"Inexpensive","2008","vocational + Abi","Urban Area","117","0.278156735745269","0.233911529403603","0.322401942086936"
"Inexpensive","2008","vocational + Abi","Rural Area","39","0.234598898071615","0.170330513917417","0.298867282225812"
"Inexpensive","2008","higher vocational","Urban Area","140","0.282455313794734","0.243268183365655","0.321642444223812"
"Inexpensive","2008","higher vocational","Rural Area","102","0.240392773426965","0.196493973592288","0.284291573261643"
"Inexpensive","2008","higher education","Urban Area","482","0.249082043883589","0.228690801967777","0.2694732857994"
"Inexpensive","2008","higher education","Rural Area","194","0.256874779149509","0.227115345901128","0.286634212397891"
"Reasonable","2008","in school","Urban Area","119","0.468884555404004","0.405351265131718","0.532417845676291"
"Reasonable","2008","in school","Rural Area","67","0.507826693094347","0.422215759371431","0.593437626817264"
"Reasonable","2008","inadequately","Urban Area","5","","",""
"Reasonable","2008","inadequately","Rural Area","10","","",""
"Reasonable","2008","general elemantary","Urban Area","282","0.540847153149405","0.499200254981561","0.582494051317249"
"Reasonable","2008","general elemantary","Rural Area","182","0.48873854919366","0.436444249135684","0.541032849251636"
"Reasonable","2008","middle vocational","Urban Area","1575","0.521978807941478","0.504213378669133","0.539744237213823"
"Reasonable","2008","middle vocational","Rural Area","1058","0.482227840366694","0.461237747315408","0.50321793341798"
"Reasonable","2008","vocational + Abi","Urban Area","191","0.481087220956937","0.431751773258807","0.530422668655067"
"Reasonable","2008","vocational + Abi","Rural Area","88","0.430687374617584","0.355586268519495","0.505788480715673"
"Reasonable","2008","higher vocational","Urban Area","255","0.504810999828862","0.461290486362245","0.548331513295478"
"Reasonable","2008","higher vocational","Rural Area","171","0.492239417851164","0.440880592169802","0.543598243532527"
"Reasonable","2008","higher education","Urban Area","890","0.515164076139797","0.491600217809132","0.538727934470462"
"Reasonable","2008","higher education","Rural Area","423","0.480584526725129","0.446553484016972","0.514615569433286"
"Slightly Expensive","2008","in school","Urban Area","18","","",""
"Slightly Expensive","2008","in school","Rural Area","16","","",""
"Slightly Expensive","2008","inadequately","Urban Area","3","","",""
"Slightly Expensive","2008","inadequately","Rural Area","2","","",""
"Slightly Expensive","2008","general elemantary","Urban Area","51","0.0954442531921117","0.07088815807636","0.120000348307863"
"Slightly Expensive","2008","general elemantary","Rural Area","28","","",""
"Slightly Expensive","2008","middle vocational","Urban Area","231","0.0899598610441715","0.0797837846874186","0.100135937400924"
"Slightly Expensive","2008","middle vocational","Rural Area","219","0.110841671157985","0.097654247471166","0.124029094844805"
"Slightly Expensive","2008","vocational + Abi","Urban Area","38","0.0926268307409935","0.0640007857789392","0.121252875703048"
"Slightly Expensive","2008","vocational + Abi","Rural Area","14","","",""
"Slightly Expensive","2008","higher vocational","Urban Area","40","0.0930382926500807","0.0677529145029809","0.118323670797181"
"Slightly Expensive","2008","higher vocational","Rural Area","39","0.15030498816928","0.11359234692186","0.1870176294167"
"Slightly Expensive","2008","higher education","Urban Area","133","0.0833387420377106","0.0703069503080936","0.0963705337673277"
"Slightly Expensive","2008","higher education","Rural Area","88","0.0964581170937401","0.0763497661130274","0.116566468074453"
"Too Expensive","2008","in school","Urban Area","2","","",""
"Too Expensive","2008","in school","Rural Area","","","",""
"Too Expensive","2008","inadequately","Urban Area","","","",""
"Too Expensive","2008","inadequately","Rural Area","1","","",""
"Too Expensive","2008","general elemantary","Urban Area","7","","",""
"Too Expensive","2008","general elemantary","Rural Area","1","","",""
"Too Expensive","2008","middle vocational","Urban Area","45","0.0149996068807391","0.0106766208173185","0.0193225929441596"
"Too Expensive","2008","middle vocational","Rural Area","40","0.017314088559309","0.0118347762044211","0.0227934009141968"
"Too Expensive","2008","vocational + Abi","Urban Area","5","","",""
"Too Expensive","2008","vocational + Abi","Rural Area","3","","",""
"Too Expensive","2008","higher vocational","Urban Area","10","","",""
"Too Expensive","2008","higher vocational","Rural Area","7","","",""
"Too Expensive","2008","higher education","Urban Area","11","","",""
"Too Expensive","2008","higher education","Rural Area","9","","",""
"Very Inexpensive","2009","in school","Urban Area","26","","",""
"Very Inexpensive","2009","in school","Rural Area","12","","",""
"Very Inexpensive","2009","inadequately","Urban Area","","","",""
"Very Inexpensive","2009","inadequately","Rural Area","2","","",""
"Very Inexpensive","2009","general elemantary","Urban Area","44","0.0870172991457658","0.0621620173894955","0.111872580902036"
"Very Inexpensive","2009","general elemantary","Rural Area","39","0.164183684089115","0.121982692453403","0.206384675724826"
"Very Inexpensive","2009","middle vocational","Urban Area","290","0.117620977639862","0.105711638905491","0.129530316374233"
"Very Inexpensive","2009","middle vocational","Rural Area","265","0.134648699209277","0.119886699993598","0.149410698424956"
"Very Inexpensive","2009","vocational + Abi","Urban Area","33","0.114768839754755","0.0828051614180636","0.146732518091447"
"Very Inexpensive","2009","vocational + Abi","Rural Area","17","","",""
"Very Inexpensive","2009","higher vocational","Urban Area","44","0.0760565835082571","0.0522423992978432","0.099870767718671"
"Very Inexpensive","2009","higher vocational","Rural Area","40","0.0999038874938691","0.0690130670748929","0.130794707912845"
"Very Inexpensive","2009","higher education","Urban Area","197","0.102950370723988","0.0882738374208436","0.117626904027133"
"Very Inexpensive","2009","higher education","Rural Area","121","0.155664836374068","0.130790259060705","0.180539413687431"
"Inexpensive","2009","in school","Urban Area","71","0.372118831864951","0.310449159262281","0.433788504467621"
"Inexpensive","2009","in school","Rural Area","20","","",""
"Inexpensive","2009","inadequately","Urban Area","2","","",""
"Inexpensive","2009","inadequately","Rural Area","6","","",""
"Inexpensive","2009","general elemantary","Urban Area","135","0.279045938801231","0.239493226895484","0.318598650706979"
"Inexpensive","2009","general elemantary","Rural Area","86","0.316261517845396","0.263286584038403","0.369236451652389"
"Inexpensive","2009","middle vocational","Urban Area","828","0.271860826075136","0.255413390925676","0.288308261224596"
"Inexpensive","2009","middle vocational","Rural Area","625","0.323930754630422","0.303692663235162","0.344168846025682"
"Inexpensive","2009","vocational + Abi","Urban Area","108","0.236116277880523","0.193527713412399","0.278704842348647"
"Inexpensive","2009","vocational + Abi","Rural Area","46","0.276326057588385","0.205236029627486","0.347416085549285"
"Inexpensive","2009","higher vocational","Urban Area","149","0.336450738872","0.294004233275517","0.378897244468483"
"Inexpensive","2009","higher vocational","Rural Area","112","0.309746208360476","0.262113946414544","0.357378470306408"
"Inexpensive","2009","higher education","Urban Area","470","0.313960825287192","0.291547129126801","0.336374521447584"
"Inexpensive","2009","higher education","Rural Area","222","0.290850071647305","0.259689412853892","0.322010730440719"
"Reasonable","2009","in school","Urban Area","126","0.487237296904363","0.423466687638648","0.551007906170077"
"Reasonable","2009","in school","Rural Area","63","0.515733623361027","0.422342278427445","0.609124968294609"
"Reasonable","2009","inadequately","Urban Area","11","","",""
"Reasonable","2009","inadequately","Rural Area","5","","",""
"Reasonable","2009","general elemantary","Urban Area","260","0.54182097887607","0.497884006726828","0.585757951025311"
"Reasonable","2009","general elemantary","Rural Area","147","0.465429169686554","0.408605187810492","0.522253151562617"
"Reasonable","2009","middle vocational","Urban Area","1445","0.509155257834546","0.490674709358604","0.527635806310488"
"Reasonable","2009","middle vocational","Rural Area","932","0.42178376285489","0.400426876266243","0.443140649443538"
"Reasonable","2009","vocational + Abi","Urban Area","207","0.57381286459081","0.524221995663097","0.623403733518523"
"Reasonable","2009","vocational + Abi","Rural Area","72","0.395250112483767","0.317526997793086","0.472973227174448"
"Reasonable","2009","higher vocational","Urban Area","238","0.487010549604857","0.442108308642505","0.531912790567209"
"Reasonable","2009","higher vocational","Rural Area","163","0.423874045275555","0.372967814912497","0.474780275638612"
"Reasonable","2009","higher education","Urban Area","837","0.505073178515992","0.480926970392709","0.529219386639275"
"Reasonable","2009","higher education","Rural Area","394","0.440353806530414","0.40629254992359","0.474415063137237"
"Slightly Expensive","2009","in school","Urban Area","11","","",""
"Slightly Expensive","2009","in school","Rural Area","14","","",""
"Slightly Expensive","2009","inadequately","Urban Area","2","","",""
"Slightly Expensive","2009","inadequately","Rural Area","1","","",""
"Slightly Expensive","2009","general elemantary","Urban Area","46","0.0788870064293102","0.05511620583663","0.10265780702199"
"Slightly Expensive","2009","general elemantary","Rural Area","22","","",""
"Slightly Expensive","2009","middle vocational","Urban Area","215","0.0858471722038108","0.0754912192503788","0.0962031251572429"
"Slightly Expensive","2009","middle vocational","Rural Area","207","0.106276694439707","0.0929485886280818","0.119604800251333"
"Slightly Expensive","2009","vocational + Abi","Urban Area","27","","",""
"Slightly Expensive","2009","vocational + Abi","Rural Area","15","","",""
"Slightly Expensive","2009","higher vocational","Urban Area","41","0.0945032288938242","0.0682240742057713","0.120782383581877"
"Slightly Expensive","2009","higher vocational","Rural Area","41","0.13359269804895","0.09854607171633","0.16863932438157"
"Slightly Expensive","2009","higher education","Urban Area","134","0.0738620057095969","0.0612306579987265","0.0864933534204673"
"Slightly Expensive","2009","higher education","Rural Area","70","0.0914578820219968","0.0716797116315454","0.111236052412448"
"Too Expensive","2009","in school","Urban Area","2","","",""
"Too Expensive","2009","in school","Rural Area","1","","",""
"Too Expensive","2009","inadequately","Urban Area","1","","",""
"Too Expensive","2009","inadequately","Rural Area","","","",""
"Too Expensive","2009","general elemantary","Urban Area","9","","",""
"Too Expensive","2009","general elemantary","Rural Area","2","","",""
"Too Expensive","2009","middle vocational","Urban Area","33","0.0155157662466446","0.0109468976783377","0.0200846348149516"
"Too Expensive","2009","middle vocational","Rural Area","25","","",""
"Too Expensive","2009","vocational + Abi","Urban Area","7","","",""
"Too Expensive","2009","vocational + Abi","Rural Area","2","","",""
"Too Expensive","2009","higher vocational","Urban Area","4","","",""
"Too Expensive","2009","higher vocational","Rural Area","6","","",""
"Too Expensive","2009","higher education","Urban Area","9","","",""
"Too Expensive","2009","higher education","Rural Area","9","","",""
"Very Inexpensive","2010","in school","Urban Area","32","0.111169530400147","0.0744813739428982","0.147857686857396"
"Very Inexpensive","2010","in school","Rural Area","11","","",""
"Very Inexpensive","2010","inadequately","Urban Area","2","","",""
"Very Inexpensive","2010","inadequately","Rural Area","1","","",""
"Very Inexpensive","2010","general elemantary","Urban Area","49","0.0824624101311239","0.0595158021188452","0.105409018143403"
"Very Inexpensive","2010","general elemantary","Rural Area","30","0.109621777504061","0.0770769372235509","0.14216661778457"
"Very Inexpensive","2010","middle vocational","Urban Area","305","0.106362867200271","0.0957618178419112","0.116963916558631"
"Very Inexpensive","2010","middle vocational","Rural Area","267","0.100727517792747","0.0890983693036071","0.112356666281886"
"Very Inexpensive","2010","vocational + Abi","Urban Area","44","0.0945423555771374","0.0706486158557852","0.11843609529849"
"Very Inexpensive","2010","vocational + Abi","Rural Area","22","","",""
"Very Inexpensive","2010","higher vocational","Urban Area","45","0.0689165844660932","0.0482477325978426","0.0895854363343438"
"Very Inexpensive","2010","higher vocational","Rural Area","40","0.0669119553317241","0.0431283146053148","0.0906955960581333"
"Very Inexpensive","2010","higher education","Urban Area","229","0.109173476937999","0.0958290327523159","0.122517921123682"
"Very Inexpensive","2010","higher education","Rural Area","99","0.103987138129196","0.0846781547195553","0.123296121538836"
"Inexpensive","2010","in school","Urban Area","82","0.274330196828859","0.22225512590273","0.326405267754989"
"Inexpensive","2010","in school","Rural Area","39","0.266568845677549","0.194599349492753","0.338538341862346"
"Inexpensive","2010","inadequately","Urban Area","7","","",""
"Inexpensive","2010","inadequately","Rural Area","6","","",""
"Inexpensive","2010","general elemantary","Urban Area","141","0.25811215542051","0.221607192752988","0.294617118088031"
"Inexpensive","2010","general elemantary","Rural Area","108","0.328588178451334","0.279659113174165","0.377517243728502"
"Inexpensive","2010","middle vocational","Urban Area","899","0.279525176290976","0.264094210620527","0.294956141961426"
"Inexpensive","2010","middle vocational","Rural Area","742","0.283491274101042","0.266076863197264","0.300905685004819"
"Inexpensive","2010","vocational + Abi","Urban Area","164","0.261205379308239","0.225330556068169","0.297080202548308"
"Inexpensive","2010","vocational + Abi","Rural Area","65","0.316644836649254","0.259098103319432","0.374191569979077"
"Inexpensive","2010","higher vocational","Urban Area","161","0.293546543014302","0.256389559746872","0.330703526281731"
"Inexpensive","2010","higher vocational","Rural Area","135","0.2998740057249","0.256260331581852","0.343487679867948"
"Inexpensive","2010","higher education","Urban Area","548","0.269812023503343","0.250819033602","0.288805013404686"
"Inexpensive","2010","higher education","Rural Area","260","0.284456949516925","0.255917957317716","0.312995941716135"
"Reasonable","2010","in school","Urban Area","145","0.555152857961132","0.497151891634162","0.613153824288102"
"Reasonable","2010","in school","Rural Area","81","0.567998852852859","0.487371895826825","0.648625809878893"
"Reasonable","2010","inadequately","Urban Area","13","","",""
"Reasonable","2010","inadequately","Rural Area","6","","",""
"Reasonable","2010","general elemantary","Urban Area","299","0.560288246893842","0.518881763740431","0.601694730047253"
"Reasonable","2010","general elemantary","Rural Area","169","0.459487897038916","0.407573691798183","0.511402102279649"
"Reasonable","2010","middle vocational","Urban Area","1711","0.516393980995237","0.499210558441246","0.533577403549228"
"Reasonable","2010","middle vocational","Rural Area","1249","0.48028649387323","0.46098191257444","0.499591075172019"
"Reasonable","2010","vocational + Abi","Urban Area","303","0.551174382813846","0.510556228994215","0.591792536633476"
"Reasonable","2010","vocational + Abi","Rural Area","135","0.417116079798268","0.356115953561937","0.4781162060346"
"Reasonable","2010","higher vocational","Urban Area","317","0.539305298333892","0.498634365203909","0.579976231463875"
"Reasonable","2010","higher vocational","Rural Area","202","0.491115780249597","0.443531160953053","0.538700399546141"
"Reasonable","2010","higher education","Urban Area","1088","0.519092599521009","0.497713052570486","0.540472146471533"
"Reasonable","2010","higher education","Rural Area","501","0.511337613552801","0.479716963022398","0.542958264083204"
"Slightly Expensive","2010","in school","Urban Area","21","","",""
"Slightly Expensive","2010","in school","Rural Area","10","","",""
"Slightly Expensive","2010","inadequately","Urban Area","","","",""
"Slightly Expensive","2010","inadequately","Rural Area","5","","",""
"Slightly Expensive","2010","general elemantary","Urban Area","54","0.0889742369708426","0.0652235586512644","0.112724915290421"
"Slightly Expensive","2010","general elemantary","Rural Area","39","0.0806685008189002","0.0523001216336706","0.10903688000413"
"Slightly Expensive","2010","middle vocational","Urban Area","300","0.0890163404373696","0.0792245209901303","0.0988081598846089"
"Slightly Expensive","2010","middle vocational","Rural Area","259","0.109596143482727","0.097525807744722","0.121666479220731"
"Slightly Expensive","2010","vocational + Abi","Urban Area","54","0.0823174523725273","0.059871964684113","0.104762940060942"
"Slightly Expensive","2010","vocational + Abi","Rural Area","26","","",""
"Slightly Expensive","2010","higher vocational","Urban Area","45","0.0858719388223653","0.0630112485796235","0.108732629065107"
"Slightly Expensive","2010","higher vocational","Rural Area","41","0.122406142503278","0.0912090905578386","0.153603194448717"
"Slightly Expensive","2010","higher education","Urban Area","201","0.0862850779423644","0.0742702223396229","0.0982999335451058"
"Slightly Expensive","2010","higher education","Rural Area","85","0.088949514708345","0.0709419291082426","0.106957100308447"
"Too Expensive","2010","in school","Urban Area","2","","",""
"Too Expensive","2010","in school","Rural Area","4","","",""
"Too Expensive","2010","inadequately","Urban Area","3","","",""
"Too Expensive","2010","inadequately","Rural Area","","","",""
"Too Expensive","2010","general elemantary","Urban Area","9","","",""
"Too Expensive","2010","general elemantary","Rural Area","8","","",""
"Too Expensive","2010","middle vocational","Urban Area","34","0.00870163507614584","0.00550806931592268","0.011895200836369"
"Too Expensive","2010","middle vocational","Rural Area","56","0.0258985707502553","0.0197614002761286","0.032035741224382"
"Too Expensive","2010","vocational + Abi","Urban Area","11","","",""
"Too Expensive","2010","vocational + Abi","Rural Area","3","","",""
"Too Expensive","2010","higher vocational","Urban Area","9","","",""
"Too Expensive","2010","higher vocational","Rural Area","6","","",""
"Too Expensive","2010","higher education","Urban Area","32","0.0156368220952844","0.0103280109454112","0.0209456332451576"
"Too Expensive","2010","higher education","Rural Area","15","","",""
"Very Inexpensive","2011","in school","Urban Area","39","0.130847543973027","0.0952106669613098","0.166484420984743"
"Very Inexpensive","2011","in school","Rural Area","16","","",""
"Very Inexpensive","2011","inadequately","Urban Area","2","","",""
"Very Inexpensive","2011","inadequately","Rural Area","1","","",""
"Very Inexpensive","2011","general elemantary","Urban Area","62","0.0903023464718393","0.0689630779352672","0.111641615008411"
"Very Inexpensive","2011","general elemantary","Rural Area","34","0.0582600669701417","0.0379311619897985","0.078588971950485"
"Very Inexpensive","2011","middle vocational","Urban Area","372","0.102335287884839","0.0927750659437667","0.111895509825912"
"Very Inexpensive","2011","middle vocational","Rural Area","256","0.0814915425334297","0.0718823557351337","0.0911007293317258"
"Very Inexpensive","2011","vocational + Abi","Urban Area","67","0.104183673791644","0.0812220310702857","0.127145316513002"
"Very Inexpensive","2011","vocational + Abi","Rural Area","22","","",""
"Very Inexpensive","2011","higher vocational","Urban Area","63","0.0854614097413072","0.0639029427002668","0.107019876782348"
"Very Inexpensive","2011","higher vocational","Rural Area","45","0.0739849571154937","0.0511787236063275","0.0967911906246599"
"Very Inexpensive","2011","higher education","Urban Area","269","0.118871146175942","0.106050783210263","0.131691509141621"
"Very Inexpensive","2011","higher education","Rural Area","112","0.0815888932824621","0.0658362593389815","0.0973415272259428"
"Inexpensive","2011","in school","Urban Area","94","0.24793509376952","0.202303510988698","0.293566676550342"
"Inexpensive","2011","in school","Rural Area","38","0.184421901026927","0.125776700601225","0.24306710145263"
"Inexpensive","2011","inadequately","Urban Area","11","","",""
"Inexpensive","2011","inadequately","Rural Area","7","","",""
"Inexpensive","2011","general elemantary","Urban Area","181","0.257244487962919","0.224699999149933","0.289788976775904"
"Inexpensive","2011","general elemantary","Rural Area","158","0.339376800764313","0.298282557350745","0.38047104417788"
"Inexpensive","2011","middle vocational","Urban Area","1100","0.283140563587724","0.268929838447301","0.297351288728148"
"Inexpensive","2011","middle vocational","Rural Area","901","0.286623129394567","0.270741176054046","0.302505082735087"
"Inexpensive","2011","vocational + Abi","Urban Area","188","0.269847267852715","0.236484697345183","0.303209838360248"
"Inexpensive","2011","vocational + Abi","Rural Area","96","0.303679202598928","0.252071992706551","0.355286412491304"
"Inexpensive","2011","higher vocational","Urban Area","198","0.338161609740694","0.301680338742916","0.374642880738473"
"Inexpensive","2011","higher vocational","Rural Area","152","0.291432311522051","0.251838040168029","0.331026582876073"
"Inexpensive","2011","higher education","Urban Area","680","0.262914088538172","0.245475618927904","0.28035255814844"
"Inexpensive","2011","higher education","Rural Area","341","0.334338949516348","0.307190867271575","0.36148703176112"
"Reasonable","2011","in school","Urban Area","180","0.538228498738099","0.485546071290153","0.590910926186045"
"Reasonable","2011","in school","Rural Area","87","0.558522250406036","0.483434671763208","0.633609829048864"
"Reasonable","2011","inadequately","Urban Area","22","","",""
"Reasonable","2011","inadequately","Rural Area","9","","",""
"Reasonable","2011","general elemantary","Urban Area","370","0.558773949810156","0.521805595153352","0.595742304466961"
"Reasonable","2011","general elemantary","Rural Area","266","0.531145435706639","0.487835373851956","0.574455497561323"
"Reasonable","2011","middle vocational","Urban Area","2016","0.512931731829395","0.497165682100166","0.528697781558623"
"Reasonable","2011","middle vocational","Rural Area","1592","0.516149043946761","0.498596819963346","0.533701267930176"
"Reasonable","2011","vocational + Abi","Urban Area","348","0.512497533584783","0.474928680831878","0.550066386337688"
"Reasonable","2011","vocational + Abi","Rural Area","156","0.522439963372584","0.466382898446762","0.578497028298407"
"Reasonable","2011","higher vocational","Urban Area","329","0.51852924417456","0.479998853169737","0.557059635179383"
"Reasonable","2011","higher vocational","Rural Area","254","0.530949729978927","0.487467758194042","0.574431701763812"
"Reasonable","2011","higher education","Urban Area","1286","0.528215910006318","0.508440760805345","0.547991059207291"
"Reasonable","2011","higher education","Rural Area","572","0.467351892210165","0.438640034478922","0.496063749941409"
"Slightly Expensive","2011","in school","Urban Area","25","","",""
"Slightly Expensive","2011","in school","Rural Area","21","","",""
"Slightly Expensive","2011","inadequately","Urban Area","4","","",""
"Slightly Expensive","2011","inadequately","Rural Area","7","","",""
"Slightly Expensive","2011","general elemantary","Urban Area","61","0.0817782232988208","0.0613761594041838","0.102180287193458"
"Slightly Expensive","2011","general elemantary","Rural Area","45","0.0640545990310606","0.0428043796106589","0.0853048184514623"
"Slightly Expensive","2011","middle vocational","Urban Area","326","0.0898823771944387","0.0808607634904657","0.0989039908984117"
"Slightly Expensive","2011","middle vocational","Rural Area","305","0.0960406238392805","0.0856918062989751","0.106389441379586"
"Slightly Expensive","2011","vocational + Abi","Urban Area","68","0.0947462343249452","0.072734220155068","0.116758248494822"
"Slightly Expensive","2011","vocational + Abi","Rural Area","24","","",""
"Slightly Expensive","2011","higher vocational","Urban Area","48","0.0486976081777692","0.0321000216328773","0.0652951947226612"
"Slightly Expensive","2011","higher vocational","Rural Area","52","0.0989634110368486","0.0729449638299987","0.124981858243699"
"Slightly Expensive","2011","higher education","Urban Area","188","0.0817668796399757","0.0709124358643933","0.0926213234155581"
"Slightly Expensive","2011","higher education","Rural Area","117","0.0974248293782386","0.0803602489582938","0.114489409798183"
"Too Expensive","2011","in school","Urban Area","6","","",""
"Too Expensive","2011","in school","Rural Area","6","","",""
"Too Expensive","2011","inadequately","Urban Area","","","",""
"Too Expensive","2011","inadequately","Rural Area","","","",""
"Too Expensive","2011","general elemantary","Urban Area","19","","",""
"Too Expensive","2011","general elemantary","Rural Area","7","","",""
"Too Expensive","2011","middle vocational","Urban Area","47","0.0117100395036027","0.00831676056059586","0.0151033184466095"
"Too Expensive","2011","middle vocational","Rural Area","60","0.0196956602859619","0.0148152703604343","0.0245760502114895"
"Too Expensive","2011","vocational + Abi","Urban Area","9","","",""
"Too Expensive","2011","vocational + Abi","Rural Area","7","","",""
"Too Expensive","2011","higher vocational","Urban Area","8","","",""
"Too Expensive","2011","higher vocational","Rural Area","3","","",""
"Too Expensive","2011","higher education","Urban Area","25","","",""
"Too Expensive","2011","higher education","Rural Area","18","","",""
"Very Inexpensive","2012","in school","Urban Area","39","0.151565756266889","0.113107950875595","0.190023561658184"
"Very Inexpensive","2012","in school","Rural Area","11","","",""
"Very Inexpensive","2012","inadequately","Urban Area","3","","",""
"Very Inexpensive","2012","inadequately","Rural Area","1","","",""
"Very Inexpensive","2012","general elemantary","Urban Area","57","0.073875808815598","0.0544012686297351","0.0933503490014608"
"Very Inexpensive","2012","general elemantary","Rural Area","32","0.0722318566829119","0.048626464488632","0.0958372488771917"
"Very Inexpensive","2012","middle vocational","Urban Area","351","0.0972116435454509","0.0877287147781358","0.106694572312766"
"Very Inexpensive","2012","middle vocational","Rural Area","240","0.0761888896821407","0.0668073331886116","0.0855704461756697"
"Very Inexpensive","2012","vocational + Abi","Urban Area","65","0.095070598273282","0.0729760961515062","0.117165100395058"
"Very Inexpensive","2012","vocational + Abi","Rural Area","28","","",""
"Very Inexpensive","2012","higher vocational","Urban Area","54","0.0658666186605815","0.046497273124356","0.0852359641968069"
"Very Inexpensive","2012","higher vocational","Rural Area","43","0.0858767336370152","0.061194433349173","0.110559033924857"
"Very Inexpensive","2012","higher education","Urban Area","293","0.123498144914167","0.110422204209024","0.136574085619311"
"Very Inexpensive","2012","higher education","Rural Area","103","0.0926953571020867","0.0760495685576307","0.109341145646543"
"Inexpensive","2012","in school","Urban Area","96","0.275846969263061","0.227915124699374","0.323778813826748"
"Inexpensive","2012","in school","Rural Area","62","0.27505086176659","0.209997599909607","0.340104123623572"
"Inexpensive","2012","inadequately","Urban Area","9","","",""
"Inexpensive","2012","inadequately","Rural Area","4","","",""
"Inexpensive","2012","general elemantary","Urban Area","211","0.304552095307352","0.270287581715261","0.338816608899442"
"Inexpensive","2012","general elemantary","Rural Area","156","0.331920243919506","0.28898063054237","0.374859857296642"
"Inexpensive","2012","middle vocational","Urban Area","1061","0.281181956022035","0.266790869645678","0.295573042398392"
"Inexpensive","2012","middle vocational","Rural Area","912","0.289024897980491","0.272994942738722","0.305054853222261"
"Inexpensive","2012","vocational + Abi","Urban Area","182","0.266476917834804","0.233173374159776","0.299780461509831"
"Inexpensive","2012","vocational + Abi","Rural Area","92","0.271497670053578","0.221910722242251","0.321084617864905"
"Inexpensive","2012","higher vocational","Urban Area","187","0.288912495058739","0.253519077283864","0.324305912833613"
"Inexpensive","2012","higher vocational","Rural Area","156","0.274599863667036","0.235282493021602","0.313917234312469"
"Inexpensive","2012","higher education","Urban Area","693","0.285724123470235","0.267769646772904","0.303678600167565"
"Inexpensive","2012","higher education","Rural Area","374","0.316647930318762","0.289948044770059","0.343347815867465"
"Reasonable","2012","in school","Urban Area","161","0.466213478992754","0.412713812853537","0.519713145131972"
"Reasonable","2012","in school","Rural Area","88","0.481161086226675","0.408371320330069","0.55395085212328"
"Reasonable","2012","inadequately","Urban Area","24","","",""
"Reasonable","2012","inadequately","Rural Area","17","","",""
"Reasonable","2012","general elemantary","Urban Area","342","0.502025128755274","0.464798996512287","0.539251260998261"
"Reasonable","2012","general elemantary","Rural Area","230","0.515955154894446","0.470385485179342","0.56152482460955"
"Reasonable","2012","middle vocational","Urban Area","1962","0.514429509497102","0.498431002696836","0.530428016297367"
"Reasonable","2012","middle vocational","Rural Area","1578","0.512255566185555","0.494579851230343","0.529931281140767"
"Reasonable","2012","vocational + Abi","Urban Area","354","0.520569644484495","0.482937762269378","0.558201526699612"
"Reasonable","2012","vocational + Abi","Rural Area","166","0.520804634192504","0.465103687561388","0.57650558082362"
"Reasonable","2012","higher vocational","Urban Area","329","0.553248441044883","0.514427062415351","0.592069819674416"
"Reasonable","2012","higher vocational","Rural Area","250","0.548923783107755","0.505088231071104","0.592759335144405"
"Reasonable","2012","higher education","Urban Area","1239","0.505640551209469","0.485770056788656","0.525511045630282"
"Reasonable","2012","higher education","Rural Area","570","0.494424929140592","0.465727577358387","0.523122280922798"
"Slightly Expensive","2012","in school","Urban Area","36","0.100107754059622","0.0679190144672698","0.132296493651973"
"Slightly Expensive","2012","in school","Rural Area","19","","",""
"Slightly Expensive","2012","inadequately","Urban Area","5","","",""
"Slightly Expensive","2012","inadequately","Rural Area","2","","",""
"Slightly Expensive","2012","general elemantary","Urban Area","67","0.0955051349039969","0.0736225870068265","0.117387682801167"
"Slightly Expensive","2012","general elemantary","Rural Area","40","0.0717503127726167","0.0482176317404389","0.0952829938047945"
"Slightly Expensive","2012","middle vocational","Urban Area","312","0.0914929298446696","0.0822640648258865","0.100721794863453"
"Slightly Expensive","2012","middle vocational","Rural Area","291","0.103989958822473","0.093195779547232","0.114784138097715"
"Slightly Expensive","2012","vocational + Abi","Urban Area","68","0.111460200046741","0.0877545369123885","0.135165863181094"
"Slightly Expensive","2012","vocational + Abi","Rural Area","20","","",""
"Slightly Expensive","2012","higher vocational","Urban Area","54","0.0869533045594477","0.0649510413108965","0.108955567807999"
"Slightly Expensive","2012","higher vocational","Rural Area","35","0.0635951028158135","0.0420975429716783","0.0850926626599488"
"Slightly Expensive","2012","higher education","Urban Area","182","0.0716434389741723","0.0613937208184157","0.0818931571299289"
"Slightly Expensive","2012","higher education","Rural Area","105","0.0837752477665643","0.0678730303670105","0.0996774651661181"
"Too Expensive","2012","in school","Urban Area","2","","",""
"Too Expensive","2012","in school","Rural Area","1","","",""
"Too Expensive","2012","inadequately","Urban Area","1","","",""
"Too Expensive","2012","inadequately","Rural Area","2","","",""
"Too Expensive","2012","general elemantary","Urban Area","16","","",""
"Too Expensive","2012","general elemantary","Rural Area","4","","",""
"Too Expensive","2012","middle vocational","Urban Area","63","0.0156839610907434","0.0117066869201725","0.0196612352613142"
