"hlf0094","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Slightly Expensive","2012","Couple + C. LE and GT 16","Male","51","0.075020807080338","0.0559766712988268","0.0940649428618492"
"Slightly Expensive","2012","Couple + C. LE and GT 16","Female","45","0.0610473653332697","0.0439469795510065","0.0781477511155329"
"Too Expensive","2012","1-pers.-HH","Male","7","","",""
"Too Expensive","2012","1-pers.-HH","Female","10","","",""
"Too Expensive","2012","(Married) couple without C. ","Male","32","0.015730928589884","0.0106838653367881","0.0207779918429799"
"Too Expensive","2012","(Married) couple without C. ","Female","31","0.0174773509099672","0.012169038524436","0.0227856632954984"
"Too Expensive","2012","Single parent ","Male","9","","",""
"Too Expensive","2012","Single parent ","Female","13","","",""
"Too Expensive","2012","Couple + C. LE 16 ","Male","30","0.0122943000464917","0.00721768201941565","0.0173709180735677"
"Too Expensive","2012","Couple + C. LE 16 ","Female","28","","",""
"Too Expensive","2012","Couple + C. GT 16 ","Male","14","","",""
"Too Expensive","2012","Couple + C. GT 16 ","Female","13","","",""
"Too Expensive","2012","Couple + C. LE and GT 16","Male","10","","",""
"Too Expensive","2012","Couple + C. LE and GT 16","Female","9","","",""
"Very Inexpensive","2013","1-pers.-HH","Male","56","0.111970941426276","0.0829330388743259","0.141008843978225"
"Very Inexpensive","2013","1-pers.-HH","Female","52","0.085905704393625","0.0633324727308748","0.108478936056375"
"Very Inexpensive","2013","(Married) couple without C. ","Male","274","0.113566084579001","0.100619005452749","0.126513163705253"
"Very Inexpensive","2013","(Married) couple without C. ","Female","277","0.115087783792612","0.102082345780062","0.128093221805162"
"Very Inexpensive","2013","Single parent ","Male","16","","",""
"Very Inexpensive","2013","Single parent ","Female","48","0.0840973773046543","0.0596976049804872","0.108497149628821"
"Very Inexpensive","2013","Couple + C. LE 16 ","Male","130","0.0653180506408746","0.0539632300439763","0.0766728712377728"
"Very Inexpensive","2013","Couple + C. LE 16 ","Female","156","0.0785243789155418","0.0666489594489032","0.0903997983821805"
"Very Inexpensive","2013","Couple + C. GT 16 ","Male","120","0.107150810735091","0.0898371205883884","0.124464500881794"
"Very Inexpensive","2013","Couple + C. GT 16 ","Female","109","0.107466929780147","0.0893933941188911","0.125540465441402"
"Very Inexpensive","2013","Couple + C. LE and GT 16","Male","81","0.066531604593601","0.0494745133358358","0.0835886958513662"
"Very Inexpensive","2013","Couple + C. LE and GT 16","Female","87","0.0821971435858458","0.0639354408877374","0.100458846283954"
"Inexpensive","2013","1-pers.-HH","Male","141","0.329306509551651","0.286029106368932","0.37258391273437"
"Inexpensive","2013","1-pers.-HH","Female","182","0.309088202031448","0.271862769197693","0.346313634865204"
"Inexpensive","2013","(Married) couple without C. ","Male","712","0.303626150843296","0.284862596577284","0.322389705109308"
"Inexpensive","2013","(Married) couple without C. ","Female","702","0.309238552023435","0.290403313004352","0.328073791042517"
"Inexpensive","2013","Single parent ","Male","74","0.247553560152937","0.194266690938768","0.300840429367105"
"Inexpensive","2013","Single parent ","Female","143","0.307929309082644","0.267343833530693","0.348514784634595"
"Inexpensive","2013","Couple + C. LE 16 ","Male","511","0.272085597423718","0.25163412059627","0.292537074251167"
"Inexpensive","2013","Couple + C. LE 16 ","Female","537","0.256226157616296","0.236953706126752","0.275498609105839"
"Inexpensive","2013","Couple + C. GT 16 ","Male","346","0.303646787533363","0.277907175710098","0.329386399356628"
"Inexpensive","2013","Couple + C. GT 16 ","Female","293","0.304532062451326","0.277675612183607","0.331388512719044"
"Inexpensive","2013","Couple + C. LE and GT 16","Male","243","0.285368122415358","0.254459113047817","0.3162771317829"
"Inexpensive","2013","Couple + C. LE and GT 16","Female","270","0.295981839167627","0.265631561674152","0.326332116661101"
"Reasonable","2013","1-pers.-HH","Male","210","0.467853557082339","0.421905247381067","0.513801866783611"
"Reasonable","2013","1-pers.-HH","Female","300","0.505004053614969","0.464729059006074","0.545279048223864"
"Reasonable","2013","(Married) couple without C. ","Male","1130","0.494337783278001","0.473936078974172","0.514739487581831"
"Reasonable","2013","(Married) couple without C. ","Female","1138","0.482518900608355","0.462154825717762","0.502882975498948"
"Reasonable","2013","Single parent ","Male","127","0.551268657058357","0.489860979356518","0.612676334760196"
"Reasonable","2013","Single parent ","Female","252","0.487856755672248","0.443911521558131","0.531801989786365"
"Reasonable","2013","Couple + C. LE 16 ","Male","990","0.560507630052089","0.537699053851825","0.583316206252352"
"Reasonable","2013","Couple + C. LE 16 ","Female","1077","0.561413900798508","0.539507360686168","0.583320440910848"
"Reasonable","2013","Couple + C. GT 16 ","Male","611","0.466029551158716","0.438106157720544","0.493952944596888"
"Reasonable","2013","Couple + C. GT 16 ","Female","586","0.464560655012749","0.435455501502769","0.49366580852273"
"Reasonable","2013","Couple + C. LE and GT 16","Male","392","0.478290461677015","0.444100279623531","0.512480643730499"
"Reasonable","2013","Couple + C. LE and GT 16","Female","420","0.496225426247005","0.462982761355362","0.529468091138647"
"Slightly Expensive","2013","1-pers.-HH","Male","39","0.0825178266470967","0.0571798636335004","0.107855789660693"
"Slightly Expensive","2013","1-pers.-HH","Female","47","0.0780005146369439","0.0563981490765923","0.0996028801972955"
"Slightly Expensive","2013","(Married) couple without C. ","Male","164","0.0794409452844641","0.0684059456664919","0.0904759449024362"
"Slightly Expensive","2013","(Married) couple without C. ","Female","168","0.0830792142020902","0.0718312901911332","0.0943271382130472"
"Slightly Expensive","2013","Single parent ","Male","27","","",""
"Slightly Expensive","2013","Single parent ","Female","48","0.112345765091574","0.0845825240001276","0.14010900618302"
"Slightly Expensive","2013","Couple + C. LE 16 ","Male","165","0.0937229821793153","0.0803297537994608","0.10711621055917"
"Slightly Expensive","2013","Couple + C. LE 16 ","Female","176","0.0895316148555513","0.0769271206537679","0.102136109057335"
"Slightly Expensive","2013","Couple + C. GT 16 ","Male","124","0.0961920899847435","0.0796872770920903","0.112696902877397"
"Slightly Expensive","2013","Couple + C. GT 16 ","Female","122","0.105145776102773","0.0872452579283708","0.123046294277176"
"Slightly Expensive","2013","Couple + C. LE and GT 16","Male","91","0.156764928145473","0.1318797961074","0.181650060183546"
"Slightly Expensive","2013","Couple + C. LE and GT 16","Female","80","0.117061211510935","0.0956860203101188","0.138436402711752"
"Too Expensive","2013","1-pers.-HH","Male","7","","",""
"Too Expensive","2013","1-pers.-HH","Female","11","","",""
"Too Expensive","2013","(Married) couple without C. ","Male","27","","",""
"Too Expensive","2013","(Married) couple without C. ","Female","28","","",""
"Too Expensive","2013","Single parent ","Male","8","","",""
"Too Expensive","2013","Single parent ","Female","6","","",""
"Too Expensive","2013","Couple + C. LE 16 ","Male","23","","",""
"Too Expensive","2013","Couple + C. LE 16 ","Female","25","","",""
"Too Expensive","2013","Couple + C. GT 16 ","Male","25","","",""
"Too Expensive","2013","Couple + C. GT 16 ","Female","18","","",""
"Too Expensive","2013","Couple + C. LE and GT 16","Male","13","","",""
"Too Expensive","2013","Couple + C. LE and GT 16","Female","12","","",""
"Very Inexpensive","2014","1-pers.-HH","Male","64","0.127264803523308","0.0955801452766555","0.158949461769961"
"Very Inexpensive","2014","1-pers.-HH","Female","62","0.106119392451358","0.0808795167486212","0.131359268154095"
"Very Inexpensive","2014","(Married) couple without C. ","Male","260","0.122959213104663","0.1091961806983","0.136722245511027"
"Very Inexpensive","2014","(Married) couple without C. ","Female","259","0.125154905820353","0.111321670456609","0.138988141184097"
"Very Inexpensive","2014","Single parent ","Male","19","","",""
"Very Inexpensive","2014","Single parent ","Female","53","0.0960823532933969","0.0689737955257969","0.123190911060997"
"Very Inexpensive","2014","Couple + C. LE 16 ","Male","119","0.0853344278207552","0.0716664621482956","0.0990023934932149"
"Very Inexpensive","2014","Couple + C. LE 16 ","Female","135","0.0820482338789832","0.0691048905363286","0.0949915772216378"
"Very Inexpensive","2014","Couple + C. GT 16 ","Male","133","0.119752208608242","0.100539481455115","0.138964935761369"
"Very Inexpensive","2014","Couple + C. GT 16 ","Female","131","0.13290353749914","0.112019375784237","0.153787699214043"
"Very Inexpensive","2014","Couple + C. LE and GT 16","Male","64","0.0817812999242312","0.0619568962528884","0.101605703595574"
"Very Inexpensive","2014","Couple + C. LE and GT 16","Female","64","0.0943213112378246","0.073403827094409","0.11523879538124"
"Inexpensive","2014","1-pers.-HH","Male","143","0.340796629380416","0.29573457565393","0.385858683106902"
"Inexpensive","2014","1-pers.-HH","Female","160","0.289898029926789","0.252716002456127","0.327080057397451"
"Inexpensive","2014","(Married) couple without C. ","Male","713","0.319286066516541","0.299747351302212","0.33882478173087"
"Inexpensive","2014","(Married) couple without C. ","Female","713","0.321287097392516","0.301765113856275","0.340809080928758"
"Inexpensive","2014","Single parent ","Male","61","0.287632813587414","0.227681707304353","0.347583919870475"
"Inexpensive","2014","Single parent ","Female","131","0.321219472697235","0.278267235977978","0.364171709416492"
"Inexpensive","2014","Couple + C. LE 16 ","Male","462","0.270850328071363","0.249109123725494","0.292591532417233"
"Inexpensive","2014","Couple + C. LE 16 ","Female","486","0.265767071903466","0.244933226522074","0.286600917284859"
"Inexpensive","2014","Couple + C. GT 16 ","Male","295","0.277136784689799","0.250650568059129","0.303623001320469"
"Inexpensive","2014","Couple + C. GT 16 ","Female","273","0.291748825492059","0.263783924905885","0.319713726078234"
"Inexpensive","2014","Couple + C. LE and GT 16","Male","198","0.241016058204833","0.210074702079301","0.271957414330365"
"Inexpensive","2014","Couple + C. LE and GT 16","Female","217","0.259145914204579","0.227787363517337","0.290504464891821"
"Reasonable","2014","1-pers.-HH","Male","181","0.441242896426245","0.39403615554621","0.48844963730628"
"Reasonable","2014","1-pers.-HH","Female","294","0.50540616617366","0.464433455823053","0.546378876524267"
"Reasonable","2014","(Married) couple without C. ","Male","1053","0.467578838304211","0.446667646879275","0.488490029729146"
"Reasonable","2014","(Married) couple without C. ","Female","1063","0.463548255344146","0.442701087958978","0.484395422729314"
"Reasonable","2014","Single parent ","Male","120","0.507385358854111","0.441171536873279","0.573599180834944"
"Reasonable","2014","Single parent ","Female","218","0.446715965782748","0.400985042357513","0.492446889207983"
"Reasonable","2014","Couple + C. LE 16 ","Male","884","0.55859061410198","0.53429778072148","0.582883447482479"
"Reasonable","2014","Couple + C. LE 16 ","Female","947","0.548181936877664","0.524710154089312","0.571653719666015"
"Reasonable","2014","Couple + C. GT 16 ","Male","556","0.490498458853012","0.460915858134209","0.520081059571814"
"Reasonable","2014","Couple + C. GT 16 ","Female","498","0.458904609089851","0.428248770763558","0.489560447416143"
"Reasonable","2014","Couple + C. LE and GT 16","Male","387","0.519274283533702","0.483129373646705","0.555419193420698"
"Reasonable","2014","Couple + C. LE and GT 16","Female","403","0.52846484921761","0.492739001017254","0.564190697417965"
"Slightly Expensive","2014","1-pers.-HH","Male","30","0.074563873131441","0.04958970218627","0.0995380440766121"
"Slightly Expensive","2014","1-pers.-HH","Female","49","0.0859499022831025","0.0629800728659722","0.108919731700233"
"Slightly Expensive","2014","(Married) couple without C. ","Male","140","0.0804709882243308","0.0690704308409294","0.0918715456077322"
"Slightly Expensive","2014","(Married) couple without C. ","Female","142","0.078162832559634","0.0669410590529973","0.0893846060662708"
"Slightly Expensive","2014","Single parent ","Male","16","","",""
"Slightly Expensive","2014","Single parent ","Female","47","0.124351771964825","0.0939981171994901","0.154705426730159"
"Slightly Expensive","2014","Couple + C. LE 16 ","Male","122","0.0776380285643744","0.0645462540520723","0.0907298030766765"
"Slightly Expensive","2014","Couple + C. LE 16 ","Female","136","0.087668594847684","0.074330301716916","0.101006887978452"
"Slightly Expensive","2014","Couple + C. GT 16 ","Male","89","0.0944299604453281","0.0771253947521528","0.111734526138503"
"Slightly Expensive","2014","Couple + C. GT 16 ","Female","90","0.100892726108046","0.0823637784764463","0.119421673739646"
"Slightly Expensive","2014","Couple + C. LE and GT 16","Male","70","0.144463094016061","0.119030076434531","0.169896111597591"
"Slightly Expensive","2014","Couple + C. LE and GT 16","Female","55","0.104546949158757","0.0826494483261019","0.126444449991412"
"Too Expensive","2014","1-pers.-HH","Male","7","","",""
"Too Expensive","2014","1-pers.-HH","Female","7","","",""
"Too Expensive","2014","(Married) couple without C. ","Male","21","","",""
"Too Expensive","2014","(Married) couple without C. ","Female","21","","",""
"Too Expensive","2014","Single parent ","Male","3","","",""
"Too Expensive","2014","Single parent ","Female","5","","",""
"Too Expensive","2014","Couple + C. LE 16 ","Male","18","","",""
"Too Expensive","2014","Couple + C. LE 16 ","Female","23","","",""
"Too Expensive","2014","Couple + C. GT 16 ","Male","24","","",""
"Too Expensive","2014","Couple + C. GT 16 ","Female","23","","",""
"Too Expensive","2014","Couple + C. LE and GT 16","Male","15","","",""
"Too Expensive","2014","Couple + C. LE and GT 16","Female","11","","",""
