"hlf0094","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Very Inexpensive","2012","higher education","Female","173","0.109639856932697","0.0945414117948055","0.124738302070589","1"
"Inexpensive","2013","inadequately","Female","16","","","","2"
"Inexpensive","2013","general elemantary","Male","150","0.356722834726436","0.312755494649319","0.400690174803553","2"
"Inexpensive","2013","general elemantary","Female","234","0.301856508711693","0.269824644961787","0.333888372461599","2"
"Inexpensive","2013","middle vocational","Male","943","0.307640839785844","0.291420661934934","0.323861017636754","2"
"Inexpensive","2013","in school","Male","65","0.203946545092155","0.154394620761979","0.253498469422332","2"
"Inexpensive","2013","in school","Female","85","0.222207560397637","0.174277227654875","0.270137893140398","2"
"Inexpensive","2013","inadequately","Male","11","","","","2"
"Inexpensive","2013","middle vocational","Female","1029","0.301247643080021","0.28625211649006","0.316243169669982","2"
"Inexpensive","2013","vocational + Abi","Male","85","0.165514788283515","0.128294783223533","0.202734793343497","2"
"Inexpensive","2013","vocational + Abi","Female","190","0.261559409732242","0.228380577424435","0.294738242040049","2"
"Inexpensive","2013","higher vocational","Male","215","0.299629576845724","0.265766480387361","0.333492673304087","2"
"Inexpensive","2013","higher vocational","Female","114","0.328062895869551","0.280918674002764","0.375207117736339","2"
"Inexpensive","2013","higher education","Male","589","0.314976229281628","0.294608525983603","0.335343932579652","2"
"Inexpensive","2013","higher education","Female","492","0.302693173613615","0.281025354865927","0.324360992361303","2"
"Reasonable","2013","in school","Male","129","0.599075307164036","0.538805008326113","0.659345606001959","3"
"Reasonable","2013","in school","Female","148","0.559409083030329","0.502171445993702","0.616646720066956","3"
"Reasonable","2013","inadequately","Male","23","","","","3"
"Reasonable","2013","inadequately","Female","22","","","","3"
"Reasonable","2013","general elemantary","Male","203","0.436931401951098","0.391406087662069","0.482456716240127","3"
"Reasonable","2013","general elemantary","Female","389","0.510094822874987","0.475213651433207","0.544975994316768","3"
"Reasonable","2013","middle vocational","Male","1561","0.489828576293141","0.472259536767324","0.507397615818959","3"
"Reasonable","2013","middle vocational","Female","1881","0.499944953436854","0.483602838855457","0.516287068018251","3"
"Reasonable","2013","vocational + Abi","Male","212","0.615005490639189","0.566273352290459","0.663737628987919","3"
"Reasonable","2013","vocational + Abi","Female","336","0.504972070679181","0.467226441132816","0.542717700225546","3"
"Reasonable","2013","higher vocational","Male","359","0.51900363381466","0.482069618451961","0.555937649177358","3"
"Reasonable","2013","higher vocational","Female","186","0.436454108851272","0.386655232886135","0.486252984816409","3"
"Reasonable","2013","higher education","Male","1004","0.468496249432474","0.446615783034998","0.490376715829951","3"
"Reasonable","2013","higher education","Female","891","0.474975947293208","0.45142397232738","0.498527922259036","3"
"Slightly Expensive","2013","in school","Male","28","","","","4"
"Slightly Expensive","2013","in school","Female","22","","","","4"
"Slightly Expensive","2013","inadequately","Male","6","","","","4"
"Slightly Expensive","2013","inadequately","Female","6","","","","4"
"Slightly Expensive","2013","general elemantary","Male","61","0.128636029483602","0.0979071458893819","0.159364913077821","4"
"Slightly Expensive","2013","general elemantary","Female","87","0.0907795080947345","0.0707330288081539","0.110825987381315","4"
"Slightly Expensive","2013","middle vocational","Male","283","0.0946038917884687","0.0843180057207297","0.104889777856208","4"
"Slightly Expensive","2013","middle vocational","Female","296","0.088425056594259","0.0791456092379505","0.0977045039505675","4"
"Slightly Expensive","2013","vocational + Abi","Male","37","0.0957943492797456","0.066319454850329","0.125269243709162","4"
"Slightly Expensive","2013","vocational + Abi","Female","72","0.102548761626065","0.0796459509289381","0.125451572323192","4"
"Slightly Expensive","2013","higher vocational","Male","58","0.0910929356248866","0.0698226894129996","0.112363181836774","4"
"Slightly Expensive","2013","higher vocational","Female","30","0.118721758291039","0.0862424114472212","0.151201105134856","4"
"Slightly Expensive","2013","higher education","Male","145","0.0742602819753096","0.0627635847339409","0.0857569792166784","4"
"Slightly Expensive","2013","higher education","Female","141","0.0941244178510151","0.0803527242890923","0.107896111412938","4"
"Too Expensive","2013","in school","Male","5","","","","5"
"Too Expensive","2013","in school","Female","3","","","","5"
"Too Expensive","2013","inadequately","Male","4","","","","5"
"Too Expensive","2013","inadequately","Female","","","","","5"
"Too Expensive","2013","general elemantary","Male","5","","","","5"
"Too Expensive","2013","general elemantary","Female","12","","","","5"
"Too Expensive","2013","middle vocational","Male","55","0.0141033037486026","0.00995907201478693","0.0182475354824182","5"
"Too Expensive","2013","middle vocational","Female","57","0.0171849184284568","0.0129372765582675","0.021432560298646","5"
"Too Expensive","2013","vocational + Abi","Male","7","","","","5"
"Too Expensive","2013","vocational + Abi","Female","10","","","","5"
"Too Expensive","2013","higher vocational","Male","13","","","","5"
"Too Expensive","2013","higher vocational","Female","6","","","","5"
"Too Expensive","2013","higher education","Male","14","","","","5"
"Too Expensive","2013","higher education","Female","14","","","","5"
"Very Inexpensive","2013","general elemantary","Female","67","0.0870653088933564","0.0673931502889965","0.106737467497716","1"
"Very Inexpensive","2013","middle vocational","Male","268","0.0938233883839433","0.0835756063977631","0.104071170370124","1"
"Very Inexpensive","2013","middle vocational","Female","333","0.0931974284604092","0.0836958319128902","0.102699025007928","1"
"Very Inexpensive","2013","vocational + Abi","Male","42","0.114398063831883","0.0825210728338328","0.146275054829933","1"
"Very Inexpensive","2013","vocational + Abi","Female","66","0.113882810211937","0.0899004008817936","0.13786521954208","1"
"Very Inexpensive","2013","inadequately","Female","4","","","","1"
"Very Inexpensive","2013","general elemantary","Male","37","0.0738446947843586","0.0498416006136008","0.0978477889551165","1"
"Very Inexpensive","2013","higher vocational","Male","58","0.0710042435353555","0.0520188568942137","0.0899896301764973","1"
"Very Inexpensive","2013","higher vocational","Female","45","0.107612453208807","0.0764957469802863","0.138729159437327","1"
"Very Inexpensive","2013","higher education","Male","246","0.13219385737219","0.117342459034945","0.147045255709435","1"
"Very Inexpensive","2013","higher education","Female","189","0.114556343104173","0.0995355813233492","0.129577104884996","1"
"Very Inexpensive","2013","in school","Male","27","","","","1"
"Very Inexpensive","2013","in school","Female","31","0.138961852685735","0.0990815758975705","0.178842129473899","1"
"Very Inexpensive","2013","inadequately","Male","2","","","","1"
"Inexpensive","2014","in school","Male","48","0.240044690937854","0.181719716104889","0.298369665770819","2"
"Inexpensive","2014","in school","Female","68","0.300105542426296","0.242002024780648","0.358209060071944","2"
"Inexpensive","2014","inadequately","Male","10","","","","2"
"Inexpensive","2014","inadequately","Female","14","","","","2"
"Inexpensive","2014","general elemantary","Male","118","0.257860596605969","0.216464948935866","0.299256244276072","2"
"Inexpensive","2014","general elemantary","Female","215","0.316065968081072","0.281524607007891","0.350607329154252","2"
"Inexpensive","2014","middle vocational","Male","862","0.299226906063841","0.282319903166151","0.316133908961531","2"
"Inexpensive","2014","middle vocational","Female","958","0.291174700860921","0.275582080125706","0.306767321596136","2"
"Inexpensive","2014","vocational + Abi","Male","88","0.228170176659464","0.183888020347961","0.272452332970968","2"
"Inexpensive","2014","vocational + Abi","Female","160","0.275645288450057","0.24012739232024","0.311163184579875","2"
"Inexpensive","2014","higher vocational","Male","189","0.283398107371355","0.248673815427266","0.318122399315444","2"
"Inexpensive","2014","higher vocational","Female","105","0.335444411484694","0.286329897343404","0.384558925625983","2"
"Inexpensive","2014","higher education","Male","563","0.332021203313953","0.310491423631089","0.353550982996817","2"
"Inexpensive","2014","higher education","Female","468","0.302682524133574","0.280150273096683","0.325214775170466","2"
"Reasonable","2014","in school","Male","114","0.596032246085884","0.529024855055299","0.663039637116469","3"
"Reasonable","2014","in school","Female","116","0.480699449733045","0.417356928681633","0.544041970784456","3"
"Reasonable","2014","inadequately","Male","20","","","","3"
"Reasonable","2014","inadequately","Female","21","","","","3"
"Reasonable","2014","general elemantary","Male","219","0.516752574070426","0.469465162305453","0.564039985835398","3"
"Reasonable","2014","general elemantary","Female","347","0.484148822638337","0.447021372432662","0.521276272844011","3"
"Reasonable","2014","middle vocational","Male","1418","0.492411778990523","0.473953229049701","0.510870328931344","3"
"Reasonable","2014","middle vocational","Female","1646","0.487652591367267","0.470496820712293","0.504808362022241","3"
"Reasonable","2014","vocational + Abi","Male","185","0.529744062026535","0.477077043193163","0.582411080859906","3"
"Reasonable","2014","vocational + Abi","Female","339","0.526181789406219","0.48649279619847","0.565870782613968","3"
"Reasonable","2014","higher vocational","Male","332","0.488461706872401","0.449944899018016","0.526978514726785","3"
"Reasonable","2014","higher vocational","Female","187","0.462991190066429","0.41112181883967","0.514860561293188","3"
"Reasonable","2014","higher education","Male","922","0.459058501347012","0.43627688652947","0.481840116164555","3"
"Reasonable","2014","higher education","Female","809","0.469159917452553","0.444684058739357","0.493635776165749","3"
"Slightly Expensive","2014","in school","Male","20","","","","4"
"Slightly Expensive","2014","in school","Female","22","","","","4"
"Slightly Expensive","2014","inadequately","Male","3","","","","4"
"Slightly Expensive","2014","inadequately","Female","5","","","","4"
"Slightly Expensive","2014","general elemantary","Male","41","0.126877827719957","0.0953822324748341","0.158373422965079","4"
"Slightly Expensive","2014","general elemantary","Female","61","0.0920059150951364","0.0705329085992721","0.113478921591001","4"
"Slightly Expensive","2014","middle vocational","Male","227","0.0886760596371722","0.0781802201680935","0.099171899106251","4"
"Slightly Expensive","2014","middle vocational","Female","266","0.0944166356288722","0.0843806236712889","0.104452647586455","4"
"Slightly Expensive","2014","vocational + Abi","Male","24","","","","4"
"Slightly Expensive","2014","higher vocational","Male","49","0.100396649616823","0.077239713754246","0.1235535854794","4"
"Slightly Expensive","2014","higher education","Male","108","0.0731392640138716","0.0612362245686282","0.085042303459115","4"
"Slightly Expensive","2014","vocational + Abi","Female","40","0.0922424437078431","0.0692414479604863","0.1152434394552","4"
