"hlf0094","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Too Expensive","1987","Part Time","middle vocational","6","","","","5"
"Too Expensive","1987","Not Working","in school","4","","","","5"
"Too Expensive","1987","Not Working","inadequately","1","","","","5"
"Too Expensive","1987","Not Working","general elemantary","18","","","","5"
"Too Expensive","1987","Not Working","middle vocational","17","","","","5"
"Too Expensive","1987","Not Working","vocational + Abi","2","","","","5"
"Too Expensive","1987","Not Working","higher education","6","","","","5"
"Too Expensive","1987","Part Time","vocational + Abi","","","","","5"
"Too Expensive","1987","Part Time","higher vocational","2","","","","5"
"Too Expensive","1987","Part Time","higher education","","","","","5"
"Too Expensive","1987","Full Time","in school","","","","","5"
"Too Expensive","1987","Full Time","inadequately","","","","","5"
"Too Expensive","1987","Full Time","general elemantary","10","","","","5"
"Too Expensive","1987","Full Time","middle vocational","26","","","","5"
"Too Expensive","1987","Full Time","vocational + Abi","","","","","5"
"Too Expensive","1987","Full Time","higher vocational","9","","","","5"
"Too Expensive","1987","Full Time","higher education","5","","","","5"
"Very Inexpensive","1987","Part Time","general elemantary","34","0.184400632039743","0.131183354887294","0.237617909192192","1"
"Very Inexpensive","1987","Part Time","middle vocational","65","0.191785796915412","0.15139586522835","0.232175728602474","1"
"Very Inexpensive","1987","Part Time","vocational + Abi","1","","","","1"
"Very Inexpensive","1987","Part Time","higher vocational","12","","","","1"
"Very Inexpensive","1987","Part Time","higher education","15","","","","1"
"Very Inexpensive","1987","Not Working","in school","12","","","","1"
"Very Inexpensive","1987","Not Working","inadequately","3","","","","1"
"Very Inexpensive","1987","Full Time","in school","","","","","1"
"Very Inexpensive","1987","Full Time","inadequately","2","","","","1"
"Very Inexpensive","1987","Full Time","general elemantary","47","0.163867533463725","0.122925701740773","0.204809365186677","1"
"Very Inexpensive","1987","Full Time","middle vocational","164","0.150216117700265","0.129073571472959","0.17135866392757","1"
"Very Inexpensive","1987","Full Time","vocational + Abi","9","","","","1"
"Very Inexpensive","1987","Full Time","higher vocational","25","","","","1"
"Very Inexpensive","1987","Full Time","higher education","41","0.181373445554492","0.131790324047918","0.230956567061067","1"
"Very Inexpensive","1987","Part Time","in school","2","","","","1"
"Very Inexpensive","1987","Part Time","inadequately","1","","","","1"
"Very Inexpensive","1987","Not Working","general elemantary","129","0.205792623139339","0.173762822189992","0.237822424088687","1"
"Very Inexpensive","1987","Not Working","middle vocational","153","0.20508367926709","0.175953298117378","0.234214060416803","1"
"Very Inexpensive","1987","Not Working","vocational + Abi","4","","","","1"
"Very Inexpensive","1987","Not Working","higher vocational","11","","","","1"
"Very Inexpensive","1987","Not Working","higher education","16","","","","1"
"Inexpensive","1988","Not Working","inadequately","10","","","","2"
"Inexpensive","1988","Not Working","general elemantary","180","0.366479555386774","0.324864577344662","0.408094533428886","2"
"Inexpensive","1988","Not Working","vocational + Abi","10","","","","2"
"Inexpensive","1988","Not Working","in school","19","","","","2"
"Inexpensive","1988","Not Working","middle vocational","284","0.411382360000816","0.375313323665718","0.447451396335913","2"
"Inexpensive","1988","Part Time","in school","1","","","","2"
"Inexpensive","1988","Part Time","inadequately","3","","","","2"
"Inexpensive","1988","Part Time","general elemantary","79","0.422623838301961","0.355330923873588","0.489916752730333","2"
"Inexpensive","1988","Not Working","higher vocational","30","0.3553059388539","0.251715604948319","0.458896272759481","2"
"Inexpensive","1988","Not Working","higher education","16","","","","2"
"Inexpensive","1988","Part Time","middle vocational","120","0.318742061686562","0.271196455964537","0.366287667408586","2"
"Inexpensive","1988","Part Time","vocational + Abi","9","","","","2"
"Inexpensive","1988","Part Time","higher vocational","14","","","","2"
"Inexpensive","1988","Part Time","higher education","28","","","","2"
"Inexpensive","1988","Full Time","in school","","","","","2"
"Inexpensive","1988","Full Time","inadequately","8","","","","2"
"Inexpensive","1988","Full Time","general elemantary","104","0.372601141827982","0.317705999971766","0.427496283684199","2"
"Inexpensive","1988","Full Time","middle vocational","339","0.31568382078765","0.287257710582653","0.344109930992647","2"
"Inexpensive","1988","Full Time","vocational + Abi","13","","","","2"
"Inexpensive","1988","Full Time","higher vocational","51","0.318193671305946","0.245795797542241","0.390591545069651","2"
"Inexpensive","1988","Full Time","higher education","58","0.270369152908095","0.211000249862968","0.329738055953221","2"
"Reasonable","1988","Full Time","middle vocational","401","0.399982164868448","0.370020546883946","0.42994378285295","3"
"Reasonable","1988","Part Time","middle vocational","156","0.426329978513169","0.375870945705015","0.476789011321323","3"
"Reasonable","1988","Part Time","vocational + Abi","12","","","","3"
"Reasonable","1988","Full Time","in school","","","","","3"
"Reasonable","1988","Full Time","inadequately","4","","","","3"
"Reasonable","1988","Full Time","general elemantary","104","0.325448879823378","0.272251678679699","0.378646080967057","3"
"Reasonable","1988","Not Working","middle vocational","238","0.328683784032732","0.294252931349175","0.363114636716288","3"
"Reasonable","1988","Not Working","vocational + Abi","9","","","","3"
"Reasonable","1988","Not Working","higher vocational","26","","","","3"
"Reasonable","1988","Full Time","vocational + Abi","16","","","","3"
"Reasonable","1988","Full Time","higher vocational","72","0.443095396006799","0.365882729347608","0.52030806266599","3"
"Reasonable","1988","Full Time","higher education","109","0.493445046564955","0.426616573047666","0.560273520082243","3"
"Reasonable","1988","Part Time","in school","2","","","","3"
"Reasonable","1988","Part Time","inadequately","6","","","","3"
"Reasonable","1988","Part Time","general elemantary","80","0.365447373378451","0.299846569129211","0.43104817762769","3"
"Reasonable","1988","Part Time","higher vocational","16","","","","3"
"Reasonable","1988","Part Time","higher education","22","","","","3"
"Reasonable","1988","Not Working","in school","40","0.493431650370962","0.385220081837731","0.601643218904193","3"
"Reasonable","1988","Not Working","inadequately","17","","","","3"
"Reasonable","1988","Not Working","general elemantary","177","0.330869479618524","0.290231860981211","0.371507098255838","3"
"Reasonable","1988","Not Working","higher education","21","","","","3"
"Slightly Expensive","1988","Full Time","general elemantary","28","","","","4"
"Slightly Expensive","1988","Full Time","middle vocational","103","0.0992009197640925","0.0809184575007875","0.117483382027397","4"
"Slightly Expensive","1988","Full Time","vocational + Abi","4","","","","4"
"Slightly Expensive","1988","Full Time","higher vocational","13","","","","4"
"Slightly Expensive","1988","Full Time","higher education","9","","","","4"
"Slightly Expensive","1988","Part Time","in school","","","","","4"
"Slightly Expensive","1988","Part Time","inadequately","1","","","","4"
"Slightly Expensive","1988","Part Time","general elemantary","18","","","","4"
"Slightly Expensive","1988","Part Time","middle vocational","30","0.0853953956125899","0.0568806942807374","0.113910096944442","4"
"Slightly Expensive","1988","Part Time","vocational + Abi","1","","","","4"
"Slightly Expensive","1988","Part Time","higher vocational","2","","","","4"
"Slightly Expensive","1988","Part Time","higher education","4","","","","4"
"Slightly Expensive","1988","Not Working","in school","11","","","","4"
"Slightly Expensive","1988","Not Working","inadequately","3","","","","4"
"Slightly Expensive","1988","Full Time","in school","","","","","4"
"Slightly Expensive","1988","Full Time","inadequately","3","","","","4"
"Slightly Expensive","1988","Not Working","general elemantary","31","0.0506287013649855","0.0316938927680216","0.0695635099619494","4"
"Slightly Expensive","1988","Not Working","middle vocational","40","0.0513120728513469","0.0351399684382067","0.067484177264487","4"
"Slightly Expensive","1988","Not Working","vocational + Abi","3","","","","4"
"Slightly Expensive","1988","Not Working","higher vocational","10","","","","4"
"Slightly Expensive","1988","Not Working","higher education","4","","","","4"
"Too Expensive","1988","Not Working","higher vocational","1","","","","5"
"Too Expensive","1988","Not Working","vocational + Abi","","","","","5"
"Too Expensive","1988","Part Time","in school","","","","","5"
"Too Expensive","1988","Part Time","inadequately","","","","","5"
"Too Expensive","1988","Part Time","general elemantary","1","","","","5"
"Too Expensive","1988","Not Working","in school","1","","","","5"
"Too Expensive","1988","Not Working","inadequately","","","","","5"
"Too Expensive","1988","Not Working","general elemantary","7","","","","5"
"Too Expensive","1988","Not Working","middle vocational","6","","","","5"
"Too Expensive","1988","Not Working","higher education","1","","","","5"
"Too Expensive","1988","Part Time","middle vocational","7","","","","5"
"Too Expensive","1988","Part Time","vocational + Abi","","","","","5"
"Too Expensive","1988","Part Time","higher vocational","2","","","","5"
"Too Expensive","1988","Part Time","higher education","1","","","","5"
"Too Expensive","1988","Full Time","in school","","","","","5"
"Too Expensive","1988","Full Time","inadequately","1","","","","5"
"Too Expensive","1988","Full Time","general elemantary","6","","","","5"
"Too Expensive","1988","Full Time","middle vocational","18","","","","5"
"Too Expensive","1988","Full Time","vocational + Abi","","","","","5"
"Too Expensive","1988","Full Time","higher vocational","3","","","","5"
"Too Expensive","1988","Full Time","higher education","2","","","","5"
"Very Inexpensive","1988","Full Time","in school","","","","","1"
"Very Inexpensive","1988","Full Time","inadequately","3","","","","1"
"Very Inexpensive","1988","Full Time","general elemantary","56","0.188028212886178","0.143665107600856","0.2323913181715","1"
"Very Inexpensive","1988","Full Time","middle vocational","166","0.167829606199859","0.144973445157288","0.190685767242431","1"
"Very Inexpensive","1988","Full Time","vocational + Abi","9","","","","1"
"Very Inexpensive","1988","Full Time","higher vocational","20","","","","1"
"Very Inexpensive","1988","Full Time","higher education","37","0.17880211709231","0.127582173016014","0.230022061168605","1"
"Very Inexpensive","1988","Part Time","in school","","","","","1"
"Very Inexpensive","1988","Part Time","inadequately","","","","","1"
"Very Inexpensive","1988","Part Time","general elemantary","29","","","","1"
"Very Inexpensive","1988","Part Time","middle vocational","56","0.153327709100549","0.116565389634173","0.190090028566925","1"
"Very Inexpensive","1988","Part Time","vocational + Abi","1","","","","1"
"Very Inexpensive","1988","Part Time","higher vocational","11","","","","1"
"Very Inexpensive","1988","Part Time","higher education","9","","","","1"
"Very Inexpensive","1988","Not Working","in school","11","","","","1"
"Very Inexpensive","1988","Not Working","inadequately","2","","","","1"
