"hlf0071_h","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"A little too small","2015","Berlin","higher education","85","0.222315840305986","0.181414299551249","0.263217381060723"
"A little too small","2015","Brandenburg","in school","6","","",""
"A little too small","2015","Brandenburg","inadequately","","","",""
"A little too small","2015","Brandenburg","general elemantary","14","","",""
"A little too small","2015","Brandenburg","middle vocational","58","0.0651323499419952","0.0434163069649521","0.0868483929190383"
"A little too small","2015","Brandenburg","vocational + Abi","13","","",""
"A little too small","2015","Brandenburg","higher vocational","7","","",""
"A little too small","2015","Brandenburg","higher education","21","","",""
"A little too small","2015","Mecklenburg-Western Pomerania","in school","4","","",""
"A little too small","2015","Mecklenburg-Western Pomerania","inadequately","4","","",""
"A little too small","2015","Mecklenburg-Western Pomerania","general elemantary","6","","",""
"A little too small","2015","Mecklenburg-Western Pomerania","middle vocational","52","0.18977074275491","0.144640498763238","0.234900986746583"
"A little too small","2015","Mecklenburg-Western Pomerania","vocational + Abi","7","","",""
"A little too small","2015","Mecklenburg-Western Pomerania","higher vocational","3","","",""
"A little too small","2015","Mecklenburg-Western Pomerania","higher education","10","","",""
"A little too small","2015","Saxony","in school","9","","",""
"A little too small","2015","Saxony","inadequately","2","","",""
"A little too small","2015","Saxony","general elemantary","15","","",""
"A little too small","2015","Saxony","middle vocational","139","0.168199245837176","0.142182108061409","0.194216383612942"
"A little too small","2015","Saxony","vocational + Abi","10","","",""
"A little too small","2015","Saxony","higher vocational","16","","",""
"A little too small","2015","Saxony","higher education","58","0.102843230918173","0.0737586302946527","0.131927831541694"
"A little too small","2015","Saxony-Anhalt","in school","2","","",""
"A little too small","2015","Saxony-Anhalt","inadequately","1","","",""
"A little too small","2015","Saxony-Anhalt","general elemantary","9","","",""
"A little too small","2015","Saxony-Anhalt","middle vocational","45","0.10718474223969","0.0792177058333028","0.135151778646077"
"A little too small","2015","Saxony-Anhalt","vocational + Abi","6","","",""
"A little too small","2015","Saxony-Anhalt","higher vocational","3","","",""
"A little too small","2015","Saxony-Anhalt","higher education","27","","",""
"A little too small","2015","Thuringia","in school","2","","",""
"A little too small","2015","Thuringia","inadequately","2","","",""
"A little too small","2015","Thuringia","general elemantary","7","","",""
"A little too small","2015","Thuringia","middle vocational","84","0.108115336837143","0.0822341894388725","0.133996484235413"
"A little too small","2015","Thuringia","vocational + Abi","10","","",""
"A little too small","2015","Thuringia","higher vocational","6","","",""
"A little too small","2015","Thuringia","higher education","28","","",""
"Just right","2015","Schleswig-Holstein","in school","23","","",""
"Just right","2015","Schleswig-Holstein","inadequately","13","","",""
"Just right","2015","Schleswig-Holstein","general elemantary","60","0.676262088990098","0.585010233300771","0.767513944679426"
"Just right","2015","Schleswig-Holstein","middle vocational","299","0.622218450307443","0.576761616059005","0.66767528455588"
"Just right","2015","Schleswig-Holstein","vocational + Abi","58","0.759895331405932","0.666294374649451","0.853496288162413"
"Just right","2015","Schleswig-Holstein","higher vocational","37","0.755924696282532","0.635656378275537","0.876193014289528"
"Just right","2015","Schleswig-Holstein","higher education","127","0.724401817580078","0.655808433572498","0.792995201587658"
"Just right","2015","Hamburg","in school","8","","",""
"Just right","2015","Hamburg","inadequately","2","","",""
"Just right","2015","Hamburg","general elemantary","24","","",""
"Just right","2015","Hamburg","middle vocational","120","0.811782149863492","0.752497807254936","0.871066492472048"
"Just right","2015","Hamburg","vocational + Abi","26","","",""
"Just right","2015","Hamburg","higher vocational","15","","",""
"Just right","2015","Hamburg","higher education","117","0.64220487206753","0.568841349442694","0.715568394692366"
"Just right","2015","Lower Saxony","in school","63","0.749420411664843","0.65939011271952","0.839450710610166"
"Just right","2015","Lower Saxony","inadequately","53","0.679401558467023","0.574475038846544","0.784328078087501"
"Just right","2015","Lower Saxony","general elemantary","259","0.661922349871485","0.612988135530529","0.710856564212441"
"Just right","2015","Lower Saxony","middle vocational","866","0.735222277286381","0.710206489241418","0.760238065331344"
"Just right","2015","Lower Saxony","vocational + Abi","151","0.706412738117905","0.645254332561069","0.767571143674741"
"Just right","2015","Lower Saxony","higher vocational","79","0.67040228040299","0.586298153137578","0.754506407668402"
"Just right","2015","Lower Saxony","higher education","364","0.669043983908202","0.629646336717478","0.708441631098926"
"Just right","2015","Bremen","in school","7","","",""
"Just right","2015","Bremen","inadequately","4","","",""
"Just right","2015","Bremen","general elemantary","18","","",""
"Just right","2015","Bremen","middle vocational","51","0.703136982204493","0.599738186938664","0.806535777470322"
"Just right","2015","Bremen","vocational + Abi","8","","",""
"Just right","2015","Bremen","higher vocational","1","","",""
"Just right","2015","Bremen","higher education","32","0.629213973178226","0.481365439526833","0.77706250682962"
"Just right","2015","North Rhine-Westphalia","in school","131","0.682103052367929","0.616236390767197","0.747969713968661"
"Just right","2015","North Rhine-Westphalia","inadequately","110","0.702675920955621","0.635902378735456","0.769449463175785"
"Just right","2015","North Rhine-Westphalia","general elemantary","539","0.748286867322684","0.717771079919846","0.778802654725521"
"Just right","2015","North Rhine-Westphalia","middle vocational","1710","0.745044292691796","0.727632901982339","0.762455683401253"
"Just right","2015","North Rhine-Westphalia","vocational + Abi","414","0.667064517291748","0.629293258346081","0.704835776237415"
"Just right","2015","North Rhine-Westphalia","higher vocational","190","0.723598478899969","0.669753626471272","0.777443331328667"
"Just right","2015","North Rhine-Westphalia","higher education","780","0.60281285713859","0.574642314208302","0.630983400068879"
"Just right","2015","Hesse","in school","34","0.544457061864984","0.412839687398947","0.676074436331021"
"Just right","2015","Hesse","inadequately","28","","",""
"Just right","2015","Hesse","general elemantary","132","0.70125807988527","0.639645813609679","0.762870346160861"
"Just right","2015","Hesse","middle vocational","508","0.679025137111375","0.646007505476612","0.712042768746139"
"Just right","2015","Hesse","vocational + Abi","109","0.711845651820609","0.6449346913352","0.778756612306018"
"Just right","2015","Hesse","higher vocational","53","0.6288701005707","0.521657893854916","0.736082307286484"
"Just right","2015","Hesse","higher education","345","0.609129642923278","0.568313387981394","0.649945897865163"
"Just right","2015","Rhineland-Palatinate,Saarland","in school","35","0.590102703511608","0.458927260308815","0.7212781467144"
"Just right","2015","Rhineland-Palatinate,Saarland","inadequately","17","","",""
"Just right","2015","Rhineland-Palatinate,Saarland","general elemantary","207","0.68081681491732","0.627621642379232","0.734011987455409"
"Just right","2015","Rhineland-Palatinate,Saarland","middle vocational","546","0.746003628635268","0.71466188072666","0.777345376543876"
"Just right","2015","Rhineland-Palatinate,Saarland","vocational + Abi","77","0.667173919713813","0.58250913351064","0.751838705916985"
"Just right","2015","Rhineland-Palatinate,Saarland","higher vocational","67","0.669882690790001","0.574308607073268","0.765456774506734"
"Just right","2015","Rhineland-Palatinate,Saarland","higher education","161","0.545955456731596","0.488453889334143","0.603457024129048"
"Just right","2015","Baden-Württemberg","in school","51","0.597841353814058","0.492983701619108","0.702699006009007"
"Just right","2015","Baden-Württemberg","inadequately","30","0.712156785050645","0.57522973483591","0.849083835265379"
"Just right","2015","Baden-Württemberg","general elemantary","266","0.694538330070769","0.648999875714139","0.740076784427399"
"Just right","2015","Baden-Württemberg","middle vocational","926","0.696579184193725","0.672199354171244","0.720959014216206"
"Just right","2015","Baden-Württemberg","vocational + Abi","194","0.740351645730336","0.688247119759675","0.792456171700996"
"Just right","2015","Baden-Württemberg","higher vocational","131","0.632261173365888","0.566414705983322","0.698107640748453"
"Just right","2015","Baden-Württemberg","higher education","557","0.686965737376974","0.655918629110691","0.718012845643256"
"Just right","2015","Bavaria","in school","76","0.751232201931186","0.66854512861535","0.833919275247021"
"Just right","2015","Bavaria","inadequately","34","0.541981956381601","0.423561333120341","0.66040257964286"
"Just right","2015","Bavaria","general elemantary","343","0.698679691850074","0.658136419283064","0.739222964417084"
"Just right","2015","Bavaria","middle vocational","1484","0.715842435298735","0.696639352978516","0.735045517618955"
"Just right","2015","Bavaria","vocational + Abi","224","0.649170603115728","0.597681120007022","0.700660086224435"
"Just right","2015","Bavaria","higher vocational","185","0.6867054509545","0.631379628885535","0.742031273023466"
"Just right","2015","Bavaria","higher education","683","0.660550380814038","0.631716118181168","0.689384643446908"
"Just right","2015","Berlin","in school","13","","",""
"Just right","2015","Berlin","inadequately","8","","",""
"Just right","2015","Berlin","general elemantary","44","0.682186695694827","0.571516342951547","0.792857048438108"
"Just right","2015","Berlin","middle vocational","256","0.747415394062663","0.702718305336013","0.792112482789313"
"Just right","2015","Berlin","vocational + Abi","28","","",""
"Just right","2015","Berlin","higher vocational","50","0.807279526302049","0.708296877854128","0.90626217474997"
"Just right","2015","Berlin","higher education","263","0.69111435193144","0.645665108466559","0.736563595396322"
