"hlf0071_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"3","1991","inadequately","East Germany","26","","",""
"3","1991","general elemantary","West Germany","1732","0.777148872773806","0.760369498610097","0.793928246937516"
"3","1991","general elemantary","East Germany","329","0.76580436815771","0.726976968516534","0.804631767798886"
"3","1991","middle vocational","West Germany","3262","0.748567956074593","0.735861279511658","0.761274632637529"
"3","1991","middle vocational","East Germany","1623","0.70113066755795","0.682626824552408","0.719634510563491"
"3","1991","vocational + Abi","West Germany","185","0.627754637421063","0.573053409358951","0.682455865483175"
"3","1991","vocational + Abi","East Germany","40","0.592659119503601","0.478371180418779","0.706947058588424"
"3","1991","higher vocational","West Germany","356","0.709740606278912","0.670075642049228","0.749405570508596"
"3","1991","higher vocational","East Germany","166","0.718232209299446","0.661199073249083","0.77526534534981"
"3","1991","higher education","West Germany","461","0.65640682782328","0.621375665450181","0.691437990196378"
"3","1991","higher education","East Germany","623","0.673844753868468","0.644017924151283","0.703671583585652"
"4","1991","in school","West Germany","5","","",""
"4","1991","in school","East Germany","","","",""
"4","1991","inadequately","West Germany","7","","",""
"4","1991","inadequately","East Germany","3","","",""
"4","1991","general elemantary","West Germany","114","0.0651086601336069","0.0551611090586598","0.0750562112085541"
"4","1991","general elemantary","East Germany","20","","",""
"4","1991","middle vocational","West Germany","278","0.0736875615180774","0.066035439495188","0.0813396835409668"
"4","1991","middle vocational","East Germany","106","0.0488373356930032","0.0401251894811212","0.0575494819048852"
"4","1991","vocational + Abi","West Germany","24","","",""
"4","1991","vocational + Abi","East Germany","2","","",""
"4","1991","higher vocational","West Germany","42","0.101774173638174","0.0753515669658468","0.128196780310501"
"4","1991","higher vocational","East Germany","19","","",""
"4","1991","higher education","West Germany","77","0.11406701062015","0.0906179090715313","0.137516112168769"
"4","1991","higher education","East Germany","42","0.0539247876333608","0.03955428235708","0.0682952929096416"
"5","1991","in school","West Germany","","","",""
"5","1991","in school","East Germany","","","",""
"5","1991","inadequately","West Germany","3","","",""
"5","1991","inadequately","East Germany","","","",""
"5","1991","general elemantary","West Germany","14","","",""
"5","1991","general elemantary","East Germany","8","","",""
"5","1991","middle vocational","West Germany","19","","",""
"5","1991","middle vocational","East Germany","10","","",""
"5","1991","vocational + Abi","West Germany","2","","",""
"5","1991","vocational + Abi","East Germany","1","","",""
"5","1991","higher vocational","West Germany","3","","",""
"5","1991","higher vocational","East Germany","2","","",""
"5","1991","higher education","West Germany","4","","",""
"5","1991","higher education","East Germany","5","","",""
"1","1992","in school","West Germany","7","","",""
"1","1992","in school","East Germany","","","",""
"1","1992","inadequately","West Germany","74","0.0881855686386651","0.065323983411032","0.111047153866298"
"1","1992","inadequately","East Germany","2","","",""
"1","1992","general elemantary","West Germany","144","0.0310257639045237","0.023942836542916","0.0381086912661315"
"1","1992","general elemantary","East Germany","11","","",""
"1","1992","middle vocational","West Germany","150","0.0236763645214045","0.0191972022471084","0.0281555267957006"
"1","1992","middle vocational","East Germany","84","0.0329991389730735","0.0255498474986759","0.040448430447471"
"1","1992","vocational + Abi","West Germany","26","","",""
"1","1992","vocational + Abi","East Germany","6","","",""
"1","1992","higher vocational","West Germany","14","","",""
"1","1992","higher vocational","East Germany","9","","",""
"1","1992","higher education","West Germany","20","","",""
"1","1992","higher education","East Germany","39","0.0360435952861602","0.023992317860054","0.0480948727122663"
"2","1992","in school","West Germany","23","","",""
"2","1992","in school","East Germany","17","","",""
"2","1992","inadequately","West Germany","135","0.219161291919135","0.185809671172514","0.252512912665756"
"2","1992","inadequately","East Germany","2","","",""
"2","1992","general elemantary","West Germany","395","0.115737304173836","0.102668893777162","0.12880571457051"
"2","1992","general elemantary","East Germany","69","0.116845807826527","0.0874259759105614","0.146265639742493"
"2","1992","middle vocational","West Germany","788","0.156135720725133","0.145441975716268","0.166829465733998"
"2","1992","middle vocational","East Germany","461","0.188565524058477","0.172253490461765","0.204877557655189"
"2","1992","vocational + Abi","West Germany","64","0.190210616184635","0.146938516847519","0.233482715521751"
"2","1992","vocational + Abi","East Germany","19","","",""
"2","1992","higher vocational","West Germany","99","0.165150597129411","0.133448577686003","0.196852616572819"
"2","1992","higher vocational","East Germany","40","0.134087685946081","0.090335320655735","0.177840051236427"
"2","1992","higher education","West Germany","156","0.192321487256442","0.163750676041544","0.220892298471341"
"2","1992","higher education","East Germany","251","0.249991384667313","0.221996029447243","0.277986739887382"
"3","1992","in school","West Germany","104","0.778024747232744","0.708436356614117","0.847613137851371"
"3","1992","in school","East Germany","27","","",""
"3","1992","inadequately","West Germany","370","0.654745763825177","0.6164138761214","0.693077651528953"
"3","1992","inadequately","East Germany","17","","",""
"3","1992","general elemantary","West Germany","1642","0.782851039452444","0.766008255608436","0.799693823296452"
"3","1992","general elemantary","East Germany","340","0.782401330702691","0.7446129519353","0.820189709470083"
"3","1992","middle vocational","West Germany","3192","0.73648742529586","0.723508888686586","0.749465961905133"
"3","1992","middle vocational","East Germany","1504","0.699105458122425","0.679979256290475","0.718231659954376"
"3","1992","vocational + Abi","West Germany","196","0.608319397342652","0.554500299395116","0.662138495290189"
"3","1992","vocational + Abi","East Germany","38","0.535442835096747","0.416020151340488","0.654865518853006"
"3","1992","higher vocational","West Germany","379","0.736174691029294","0.698548396346156","0.773800985712433"
"3","1992","higher vocational","East Germany","162","0.743413557890767","0.687334304699049","0.799492811082484"
"3","1992","higher education","West Germany","491","0.677989982309208","0.644118380717448","0.711861583900968"
"3","1992","higher education","East Germany","560","0.634012256934249","0.602868397337169","0.66515611653133"
"4","1992","in school","West Germany","3","","",""
"4","1992","in school","East Germany","1","","",""
"4","1992","inadequately","West Germany","12","","",""
"4","1992","inadequately","East Germany","1","","",""
"4","1992","general elemantary","West Germany","111","0.0644536937415839","0.0544225147192144","0.0744848727639533"
"4","1992","general elemantary","East Germany","33","0.073085104421232","0.0492482074917837","0.0969220013506804"
"4","1992","middle vocational","West Germany","277","0.0786809933988304","0.0707490004618608","0.0866129863358"
"4","1992","middle vocational","East Germany","153","0.0768231911905481","0.0657176724874264","0.0879287098936698"
"4","1992","vocational + Abi","West Germany","26","","",""
"4","1992","vocational + Abi","East Germany","4","","",""
"4","1992","higher vocational","West Germany","31","0.0710046588516515","0.0490769642457806","0.0929323534575224"
"4","1992","higher vocational","East Germany","18","","",""
"4","1992","higher education","West Germany","61","0.0920704626558105","0.0711112174862275","0.113029707825394"
"4","1992","higher education","East Germany","69","0.0799527631122781","0.0624175060605099","0.0974880201640463"
"5","1992","in school","West Germany","","","",""
"5","1992","in school","East Germany","","","",""
"5","1992","inadequately","West Germany","","","",""
"5","1992","inadequately","East Germany","","","",""
"5","1992","general elemantary","West Germany","10","","",""
"5","1992","general elemantary","East Germany","5","","",""
"5","1992","middle vocational","West Germany","19","","",""
"5","1992","middle vocational","East Germany","7","","",""
"5","1992","vocational + Abi","West Germany","4","","",""
"5","1992","vocational + Abi","East Germany","","","",""
"5","1992","higher vocational","West Germany","4","","",""
"5","1992","higher vocational","East Germany","4","","",""
"5","1992","higher education","West Germany","3","","",""
"5","1992","higher education","East Germany","","","",""
"1","1993","in school","West Germany","7","","",""
"1","1993","in school","East Germany","2","","",""
"1","1993","inadequately","West Germany","70","0.0954257145935114","0.0716581945022817","0.119193234684741"
"1","1993","inadequately","East Germany","","","",""
"1","1993","general elemantary","West Germany","132","0.0287492819996506","0.0218354974366094","0.0356630665626918"
"1","1993","general elemantary","East Germany","10","","",""
"1","1993","middle vocational","West Germany","149","0.0207254177321265","0.016549054949191","0.0249017805150621"
