"hlf0071_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"2","2008","1-pers.-HH","(3a) lower tertiary education","29","","",""
"2","2008","1-pers.-HH","(3b) higher tertiary education","63","0.190870006604138","0.150772912268093","0.230967100940184"
"2","2008","(Married) couple without C. ","(0) in school","","","",""
"2","2008","(Married) couple without C. ","(1a) inadequately completed","12","","",""
"2","2008","(Married) couple without C. ","(1b) general elementary school","29","","",""
"2","2008","(Married) couple without C. ","(1c) basic vocational qualification","136","0.0619529379460716","0.0523323258040161","0.071573550088127"
"2","2008","(Married) couple without C. ","(2b) intermediate general qualification","9","","",""
"2","2008","(Married) couple without C. ","(2a) intermediate vocational","147","0.120040224979765","0.103875914877748","0.136204535081781"
"2","2008","(Married) couple without C. ","(2c_gen) general maturity certificate","30","0.175881848695354","0.110686337654623","0.241077359736086"
"2","2008","(Married) couple without C. ","(2c_voc) vocational maturity certificate","50","0.112070374386517","0.0824602977820098","0.141680450991024"
"2","2008","(Married) couple without C. ","(3a) lower tertiary education","56","0.0770976873777914","0.0578916606136446","0.0963037141419381"
"2","2008","(Married) couple without C. ","(3b) higher tertiary education","106","0.131787728781286","0.111288727839716","0.152286729722855"
"2","2008","Single parent ","(0) in school","19","","",""
"2","2008","Single parent ","(1a) inadequately completed","1","","",""
"2","2008","Single parent ","(1b) general elementary school","17","","",""
"2","2008","Single parent ","(1c) basic vocational qualification","30","0.160860746827412","0.111977473115105","0.209744020539719"
"2","2008","Single parent ","(2b) intermediate general qualification","20","","",""
"2","2008","Single parent ","(2a) intermediate vocational","55","0.254109371903983","0.20188894992696","0.306329793881006"
"2","2008","Single parent ","(2c_gen) general maturity certificate","10","","",""
"2","2008","Single parent ","(2c_voc) vocational maturity certificate","12","","",""
"2","2008","Single parent ","(3a) lower tertiary education","8","","",""
"2","2008","Single parent ","(3b) higher tertiary education","14","","",""
"2","2008","Couple + C. LE 16 ","(0) in school","","","",""
"2","2008","Couple + C. LE 16 ","(1a) inadequately completed","4","","",""
"2","2008","Couple + C. LE 16 ","(1b) general elementary school","38","0.249485789145405","0.182226558489581","0.316745019801228"
"2","2008","Couple + C. LE 16 ","(1c) basic vocational qualification","141","0.236548707317415","0.203495608249468","0.269601806385361"
"2","2008","Couple + C. LE 16 ","(2b) intermediate general qualification","19","","",""
"2","2008","Couple + C. LE 16 ","(2a) intermediate vocational","251","0.284015059538902","0.25656891532464","0.311461203753164"
"2","2008","Couple + C. LE 16 ","(2c_gen) general maturity certificate","21","","",""
"2","2008","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","110","0.269421080496968","0.226736266058763","0.312105894935172"
"2","2008","Couple + C. LE 16 ","(3a) lower tertiary education","49","0.170349256450534","0.125424086828479","0.215274426072589"
"2","2008","Couple + C. LE 16 ","(3b) higher tertiary education","123","0.317588395339742","0.277105482902725","0.358071307776759"
"2","2008","Couple + C. GT 16 ","(0) in school","34","0.104910665627573","0.0649588166051464","0.14486251465"
"2","2008","Couple + C. GT 16 ","(1a) inadequately completed","2","","",""
"2","2008","Couple + C. GT 16 ","(1b) general elementary school","23","","",""
"2","2008","Couple + C. GT 16 ","(1c) basic vocational qualification","59","0.0795962531833437","0.0604410876049247","0.0987514187617627"
"2","2008","Couple + C. GT 16 ","(2b) intermediate general qualification","15","","",""
"2","2008","Couple + C. GT 16 ","(2a) intermediate vocational","78","0.0939751733431007","0.0734317007677563","0.114518645918445"
"2","2008","Couple + C. GT 16 ","(2c_gen) general maturity certificate","28","","",""
"2","2008","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","15","","",""
"2","2008","Couple + C. GT 16 ","(3a) lower tertiary education","19","","",""
"2","2008","Couple + C. GT 16 ","(3b) higher tertiary education","33","0.0985070551550707","0.0687788100601087","0.128235300250033"
"2","2008","Couple + C. LE and GT 16","(0) in school","41","0.178555497138498","0.128289837529809","0.228821156747187"
"2","2008","Couple + C. LE and GT 16","(1a) inadequately completed","5","","",""
"2","2008","Couple + C. LE and GT 16","(1b) general elementary school","25","","",""
"2","2008","Couple + C. LE and GT 16","(1c) basic vocational qualification","35","0.150949847835351","0.102414520851525","0.199485174819178"
"2","2008","Couple + C. LE and GT 16","(2b) intermediate general qualification","18","","",""
"2","2008","Couple + C. LE and GT 16","(2a) intermediate vocational","46","0.180625348169915","0.135961486283322","0.225289210056507"
"2","2008","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","9","","",""
"2","2008","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","12","","",""
"2","2008","Couple + C. LE and GT 16","(3a) lower tertiary education","10","","",""
"2","2008","Couple + C. LE and GT 16","(3b) higher tertiary education","22","","",""
"3","2008","1-pers.-HH","(0) in school","3","","",""
"3","2008","1-pers.-HH","(1a) inadequately completed","26","","",""
"3","2008","1-pers.-HH","(1b) general elementary school","278","0.752406626851673","0.708248476569361","0.796564777133985"
"3","2008","1-pers.-HH","(1c) basic vocational qualification","665","0.750120360595581","0.721897905681318","0.778342815509844"
"3","2008","1-pers.-HH","(2b) intermediate general qualification","31","0.568949434418943","0.425839388908314","0.712059479929573"
"3","2008","1-pers.-HH","(2a) intermediate vocational","462","0.68419121102635","0.6484837929561","0.7198986290966"
"3","2008","1-pers.-HH","(2c_gen) general maturity certificate","84","0.66751821600199","0.587454128284358","0.747582303719622"
"3","2008","1-pers.-HH","(2c_voc) vocational maturity certificate","156","0.665046807148448","0.604703052732007","0.725390561564889"
"3","2008","1-pers.-HH","(3a) lower tertiary education","164","0.641683936351768","0.582363415823739","0.701004456879797"
"3","2008","1-pers.-HH","(3b) higher tertiary education","235","0.658207556938654","0.609812882991757","0.706602230885551"
"3","2008","(Married) couple without C. ","(0) in school","","","",""
"3","2008","(Married) couple without C. ","(1a) inadequately completed","64","0.825794656315126","0.741622673054037","0.909966639576215"
"3","2008","(Married) couple without C. ","(1b) general elementary school","424","0.818997900777598","0.786643613200768","0.851352188354428"
"3","2008","(Married) couple without C. ","(1c) basic vocational qualification","1837","0.749537396913016","0.732246101230893","0.766828692595139"
"3","2008","(Married) couple without C. ","(2b) intermediate general qualification","58","0.638206418356027","0.531568464718275","0.744844371993778"
"3","2008","(Married) couple without C. ","(2a) intermediate vocational","1127","0.71132823268529","0.688791054321152","0.733865411049427"
"3","2008","(Married) couple without C. ","(2c_gen) general maturity certificate","91","0.767699030038692","0.695383187454461","0.840014872622923"
"3","2008","(Married) couple without C. ","(2c_voc) vocational maturity certificate","307","0.730657586154496","0.689017255521025","0.772297916787968"
"3","2008","(Married) couple without C. ","(3a) lower tertiary education","533","0.725823223344719","0.693703651308517","0.757942795380921"
"3","2008","(Married) couple without C. ","(3b) higher tertiary education","705","0.645666615941351","0.616680338102551","0.674652893780151"
"3","2008","Single parent ","(0) in school","59","0.631876605309428","0.532784229253177","0.73096898136568"
"3","2008","Single parent ","(1a) inadequately completed","8","","",""
"3","2008","Single parent ","(1b) general elementary school","98","0.659113619193969","0.577943270578615","0.740283967809322"
"3","2008","Single parent ","(1c) basic vocational qualification","164","0.743205015560672","0.685079635101474","0.80133039601987"
"3","2008","Single parent ","(2b) intermediate general qualification","41","0.588506418453712","0.471542807029992","0.705470029877431"
"3","2008","Single parent ","(2a) intermediate vocational","183","0.642658353701802","0.585177348288785","0.70013935911482"
"3","2008","Single parent ","(2c_gen) general maturity certificate","51","0.670655910992402","0.564292495611416","0.777019326373388"
"3","2008","Single parent ","(2c_voc) vocational maturity certificate","42","0.700108077267017","0.582184940573238","0.818031213960795"
"3","2008","Single parent ","(3a) lower tertiary education","49","0.802449375567712","0.707816582200021","0.897082168935403"
"3","2008","Single parent ","(3b) higher tertiary education","45","0.511835627579404","0.403645044515111","0.620026210643698"
"3","2008","Couple + C. LE 16 ","(0) in school","1","","",""
"3","2008","Couple + C. LE 16 ","(1a) inadequately completed","17","","",""
"3","2008","Couple + C. LE 16 ","(1b) general elementary school","111","0.661528462265681","0.587978090316391","0.735078834214972"
"3","2008","Couple + C. LE 16 ","(1c) basic vocational qualification","448","0.693332087798337","0.657467483241796","0.729196692354878"
"3","2008","Couple + C. LE 16 ","(2b) intermediate general qualification","33","0.407718861493259","0.281251503199311","0.534186219787206"
"3","2008","Couple + C. LE 16 ","(2a) intermediate vocational","712","0.631276254523403","0.601911999108172","0.660640509938633"
"3","2008","Couple + C. LE 16 ","(2c_gen) general maturity certificate","47","0.61795443529411","0.507249230649197","0.728659639939023"
"3","2008","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","278","0.665186732135227","0.61978241362144","0.710591050649015"
"3","2008","Couple + C. LE 16 ","(3a) lower tertiary education","206","0.791728827458397","0.743202797593504","0.840254857323289"
"3","2008","Couple + C. LE 16 ","(3b) higher tertiary education","342","0.60481764720839","0.562304110709822","0.647331183706959"
"3","2008","Couple + C. GT 16 ","(0) in school","162","0.739396363557588","0.682166493164404","0.796626233950772"
"3","2008","Couple + C. GT 16 ","(1a) inadequately completed","21","","",""
"3","2008","Couple + C. GT 16 ","(1b) general elementary school","210","0.845672721528456","0.800891019441205","0.890454423615707"
"3","2008","Couple + C. GT 16 ","(1c) basic vocational qualification","631","0.843471689042182","0.817756950460629","0.869186427623736"
"3","2008","Couple + C. GT 16 ","(2b) intermediate general qualification","144","0.804698910986795","0.745280767924486","0.864117054049104"
"3","2008","Couple + C. GT 16 ","(2a) intermediate vocational","615","0.785151814118264","0.756235701700604","0.814067926535924"
"3","2008","Couple + C. GT 16 ","(2c_gen) general maturity certificate","188","0.724397475085091","0.668561950930315","0.780232999239866"
"3","2008","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","160","0.785844140641442","0.727512461148049","0.844175820134836"
"3","2008","Couple + C. GT 16 ","(3a) lower tertiary education","164","0.737027478487319","0.678042934038958","0.796012022935681"
"3","2008","Couple + C. GT 16 ","(3b) higher tertiary education","297","0.761480589857603","0.718965243561814","0.803995936153392"
"3","2008","Couple + C. LE and GT 16","(0) in school","161","0.724020116134995","0.665350980526274","0.782689251743716"
"3","2008","Couple + C. LE and GT 16","(1a) inadequately completed","7","","",""
"3","2008","Couple + C. LE and GT 16","(1b) general elementary school","61","0.595827815957385","0.496624140725645","0.695031491189124"
"3","2008","Couple + C. LE and GT 16","(1c) basic vocational qualification","162","0.808233754612037","0.754859782713285","0.861607726510788"
"3","2008","Couple + C. LE and GT 16","(2b) intermediate general qualification","56","0.572707674474247","0.465637080341345","0.679778268607148"
"3","2008","Couple + C. LE and GT 16","(2a) intermediate vocational","220","0.7235459180779","0.671621670343518","0.775470165812282"
"3","2008","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","47","0.755541690200679","0.645880310856568","0.86520306954479"
"3","2008","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","68","0.712608431625043","0.617514904916873","0.807701958333213"
"3","2008","Couple + C. LE and GT 16","(3a) lower tertiary education","74","0.838160758317105","0.76032046841299","0.91600104822122"
"3","2008","Couple + C. LE and GT 16","(3b) higher tertiary education","92","0.652392474346552","0.569570555724009","0.735214392969095"
"4","2008","1-pers.-HH","(0) in school","","","",""
"4","2008","1-pers.-HH","(1a) inadequately completed","","","",""
"4","2008","1-pers.-HH","(1b) general elementary school","55","0.136198621533883","0.101106602089396","0.171290640978369"
