"hlf0071_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"5","1996","Mecklenburg-Western Pomerania","direct migration background","","","",""
"5","1996","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"5","1996","Saxony","no migration background","3","","",""
"5","1996","Saxony","direct migration background","","","",""
"5","1996","Saxony","indirect migration background","","","",""
"5","1996","Saxony-Anhalt","no migration background","6","","",""
"5","1996","Saxony-Anhalt","direct migration background","1","","",""
"5","1996","Saxony-Anhalt","indirect migration background","","","",""
"5","1996","Thuringia","no migration background","5","","",""
"5","1996","Thuringia","direct migration background","","","",""
"5","1996","Thuringia","indirect migration background","","","",""
"1","1997","Schleswig-Holstein","no migration background","5","","",""
"1","1997","Schleswig-Holstein","direct migration background","2","","",""
"1","1997","Schleswig-Holstein","indirect migration background","","","",""
"1","1997","Hamburg","no migration background","7","","",""
"1","1997","Hamburg","direct migration background","5","","",""
"1","1997","Hamburg","indirect migration background","1","","",""
"1","1997","Lower Saxony","no migration background","8","","",""
"1","1997","Lower Saxony","direct migration background","4","","",""
"1","1997","Lower Saxony","indirect migration background","2","","",""
"1","1997","Bremen","no migration background","","","",""
"1","1997","Bremen","direct migration background","1","","",""
"1","1997","Bremen","indirect migration background","","","",""
"1","1997","North Rhine-Westphalia","no migration background","31","0.014426021308871","0.00879255690020133","0.0200594857175406"
"1","1997","North Rhine-Westphalia","direct migration background","50","0.0628565550360444","0.0434364851144019","0.0822766249576869"
"1","1997","North Rhine-Westphalia","indirect migration background","11","","",""
"1","1997","Hesse","no migration background","15","","",""
"1","1997","Hesse","direct migration background","6","","",""
"1","1997","Hesse","indirect migration background","2","","",""
"1","1997","Rhineland-Palatinate,Saarland","no migration background","5","","",""
"1","1997","Rhineland-Palatinate,Saarland","direct migration background","1","","",""
"1","1997","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"1","1997","Baden-Württemberg","no migration background","16","","",""
"1","1997","Baden-Württemberg","direct migration background","28","","",""
"1","1997","Baden-Württemberg","indirect migration background","12","","",""
"1","1997","Bavaria","no migration background","16","","",""
"1","1997","Bavaria","direct migration background","14","","",""
"1","1997","Bavaria","indirect migration background","2","","",""
"1","1997","Berlin","no migration background","9","","",""
"1","1997","Berlin","direct migration background","6","","",""
"1","1997","Berlin","indirect migration background","5","","",""
"1","1997","Brandenburg","no migration background","23","","",""
"1","1997","Brandenburg","direct migration background","1","","",""
"1","1997","Brandenburg","indirect migration background","","","",""
"1","1997","Mecklenburg-Western Pomerania","no migration background","14","","",""
"1","1997","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"1","1997","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"1","1997","Saxony","no migration background","22","","",""
"1","1997","Saxony","direct migration background","","","",""
"1","1997","Saxony","indirect migration background","","","",""
"1","1997","Saxony-Anhalt","no migration background","10","","",""
"1","1997","Saxony-Anhalt","direct migration background","","","",""
"1","1997","Saxony-Anhalt","indirect migration background","","","",""
"1","1997","Thuringia","no migration background","10","","",""
"1","1997","Thuringia","direct migration background","1","","",""
"1","1997","Thuringia","indirect migration background","","","",""
"2","1997","Schleswig-Holstein","no migration background","39","0.171191956154056","0.123733996370539","0.218649915937573"
"2","1997","Schleswig-Holstein","direct migration background","5","","",""
"2","1997","Schleswig-Holstein","indirect migration background","","","",""
"2","1997","Hamburg","no migration background","15","","",""
"2","1997","Hamburg","direct migration background","5","","",""
"2","1997","Hamburg","indirect migration background","","","",""
"2","1997","Lower Saxony","no migration background","99","0.11948928071941","0.0969843105054396","0.14199425093338"
"2","1997","Lower Saxony","direct migration background","31","0.176781896131721","0.122395092059285","0.231168700204156"
"2","1997","Lower Saxony","indirect migration background","12","","",""
"2","1997","Bremen","no migration background","10","","",""
"2","1997","Bremen","direct migration background","2","","",""
"2","1997","Bremen","indirect migration background","","","",""
"2","1997","North Rhine-Westphalia","no migration background","265","0.149434766237076","0.132591074145859","0.166278458328292"
"2","1997","North Rhine-Westphalia","direct migration background","134","0.241471417355248","0.207226879731374","0.275715954979122"
"2","1997","North Rhine-Westphalia","indirect migration background","30","0.185987991551725","0.126618411486764","0.245357571616686"
"2","1997","Hesse","no migration background","74","0.141897706755252","0.11204899040108","0.171746423109423"
"2","1997","Hesse","direct migration background","79","0.212686797814161","0.164056416789219","0.261317178839103"
"2","1997","Hesse","indirect migration background","17","","",""
"2","1997","Rhineland-Palatinate,Saarland","no migration background","72","0.126307823801277","0.0977829600290972","0.154832687573457"
"2","1997","Rhineland-Palatinate,Saarland","direct migration background","47","0.271413246536212","0.204169855632618","0.338656637439805"
"2","1997","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"2","1997","Baden-Württemberg","no migration background","144","0.129488159317803","0.108093523764764","0.150882794870842"
"2","1997","Baden-Württemberg","direct migration background","138","0.230920908340294","0.19785557333987","0.263986243340718"
"2","1997","Baden-Württemberg","indirect migration background","31","0.191168132907943","0.127384604627334","0.254951661188553"
"2","1997","Bavaria","no migration background","195","0.152445351528445","0.132031114248005","0.172859588808885"
"2","1997","Bavaria","direct migration background","71","0.219763505931378","0.176319857065925","0.26320715479683"
"2","1997","Bavaria","indirect migration background","15","","",""
"2","1997","Berlin","no migration background","107","0.268788813610528","0.226689957063034","0.310887670158023"
"2","1997","Berlin","direct migration background","16","","",""
"2","1997","Berlin","indirect migration background","","","",""
"2","1997","Brandenburg","no migration background","130","0.183929565442257","0.152399585921983","0.21545954496253"
"2","1997","Brandenburg","direct migration background","","","",""
"2","1997","Brandenburg","indirect migration background","3","","",""
"2","1997","Mecklenburg-Western Pomerania","no migration background","56","0.134108048973973","0.0996181652157078","0.168597932732238"
"2","1997","Mecklenburg-Western Pomerania","direct migration background","3","","",""
"2","1997","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"2","1997","Saxony","no migration background","187","0.175963056711418","0.152886748076941","0.199039365345896"
"2","1997","Saxony","direct migration background","4","","",""
"2","1997","Saxony","indirect migration background","1","","",""
"2","1997","Saxony-Anhalt","no migration background","109","0.151692233996075","0.123747200720256","0.179637267271893"
"2","1997","Saxony-Anhalt","direct migration background","1","","",""
"2","1997","Saxony-Anhalt","indirect migration background","2","","",""
"2","1997","Thuringia","no migration background","90","0.147007811489027","0.119223571004175","0.174792051973879"
"2","1997","Thuringia","direct migration background","7","","",""
"2","1997","Thuringia","indirect migration background","2","","",""
"3","1997","Schleswig-Holstein","no migration background","171","0.662006273849497","0.602409084280518","0.721603463418477"
"3","1997","Schleswig-Holstein","direct migration background","13","","",""
"3","1997","Schleswig-Holstein","indirect migration background","5","","",""
"3","1997","Hamburg","no migration background","65","0.707220345748267","0.613728181199152","0.800712510297383"
"3","1997","Hamburg","direct migration background","15","","",""
"3","1997","Hamburg","indirect migration background","6","","",""
"3","1997","Lower Saxony","no migration background","588","0.732840447509302","0.702140564913393","0.763540330105211"
