"plj0047","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Big worries","1995","Brandenburg","no migration background","","","",""
"Big worries","1995","Brandenburg","direct migration background","","","",""
"Big worries","1995","Brandenburg","indirect migration background","","","",""
"Big worries","1995","Mecklenburg-Western Pomerania","no migration background","","","",""
"Big worries","1995","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Big worries","1995","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Big worries","1995","Saxony","no migration background","","","",""
"Big worries","1995","Saxony","direct migration background","","","",""
"Big worries","1995","Saxony","indirect migration background","","","",""
"Big worries","1995","Saxony-Anhalt","no migration background","","","",""
"Big worries","1995","Saxony-Anhalt","direct migration background","","","",""
"Big worries","1995","Saxony-Anhalt","indirect migration background","","","",""
"Big worries","1995","Thuringia","no migration background","","","",""
"Big worries","1995","Thuringia","direct migration background","","","",""
"Big worries","1995","Thuringia","indirect migration background","","","",""
"Some worries","1995","Schleswig-Holstein","no migration background","","","",""
"Some worries","1995","Schleswig-Holstein","direct migration background","9","","",""
"Some worries","1995","Schleswig-Holstein","indirect migration background","","","",""
"Some worries","1995","Hamburg","no migration background","","","",""
"Some worries","1995","Hamburg","direct migration background","19","","",""
"Some worries","1995","Hamburg","indirect migration background","2","","",""
"Some worries","1995","Lower Saxony","no migration background","","","",""
"Some worries","1995","Lower Saxony","direct migration background","41","0.392361816287475","0.291484682797089","0.493238949777861"
"Some worries","1995","Lower Saxony","indirect migration background","22","","",""
"Some worries","1995","Bremen","no migration background","","","",""
"Some worries","1995","Bremen","direct migration background","2","","",""
"Some worries","1995","Bremen","indirect migration background","","","",""
"Some worries","1995","North Rhine-Westphalia","no migration background","","","",""
"Some worries","1995","North Rhine-Westphalia","direct migration background","147","0.321682836617717","0.27668638485931","0.366679288376123"
"Some worries","1995","North Rhine-Westphalia","indirect migration background","49","0.36921277770516","0.279028350045572","0.459397205364749"
"Some worries","1995","Hesse","no migration background","","","",""
"Some worries","1995","Hesse","direct migration background","107","0.457408460516748","0.388537099134372","0.526279821899124"
"Some worries","1995","Hesse","indirect migration background","19","","",""
"Some worries","1995","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Some worries","1995","Rhineland-Palatinate,Saarland","direct migration background","36","0.500009627978828","0.382033659852581","0.617985596105074"
"Some worries","1995","Rhineland-Palatinate,Saarland","indirect migration background","6","","",""
"Some worries","1995","Baden-Württemberg","no migration background","1","","",""
"Some worries","1995","Baden-Württemberg","direct migration background","226","0.425587505441196","0.382118843654906","0.469056167227485"
"Some worries","1995","Baden-Württemberg","indirect migration background","47","0.488320259707611","0.390348801238999","0.586291718176223"
"Some worries","1995","Bavaria","no migration background","","","",""
"Some worries","1995","Bavaria","direct migration background","115","0.443550887889075","0.37976059681034","0.507341178967809"
"Some worries","1995","Bavaria","indirect migration background","27","","",""
"Some worries","1995","Berlin","no migration background","","","",""
"Some worries","1995","Berlin","direct migration background","19","","",""
"Some worries","1995","Berlin","indirect migration background","6","","",""
"Some worries","1995","Brandenburg","no migration background","","","",""
"Some worries","1995","Brandenburg","direct migration background","","","",""
"Some worries","1995","Brandenburg","indirect migration background","","","",""
"Some worries","1995","Mecklenburg-Western Pomerania","no migration background","","","",""
"Some worries","1995","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Some worries","1995","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Some worries","1995","Saxony","no migration background","","","",""
"Some worries","1995","Saxony","direct migration background","","","",""
"Some worries","1995","Saxony","indirect migration background","","","",""
"Some worries","1995","Saxony-Anhalt","no migration background","","","",""
"Some worries","1995","Saxony-Anhalt","direct migration background","","","",""
"Some worries","1995","Saxony-Anhalt","indirect migration background","","","",""
"Some worries","1995","Thuringia","no migration background","","","",""
"Some worries","1995","Thuringia","direct migration background","","","",""
"Some worries","1995","Thuringia","indirect migration background","","","",""
"No worries","1995","Schleswig-Holstein","no migration background","","","",""
"No worries","1995","Schleswig-Holstein","direct migration background","2","","",""
"No worries","1995","Schleswig-Holstein","indirect migration background","","","",""
"No worries","1995","Hamburg","no migration background","","","",""
"No worries","1995","Hamburg","direct migration background","4","","",""
"No worries","1995","Hamburg","indirect migration background","1","","",""
"No worries","1995","Lower Saxony","no migration background","","","",""
"No worries","1995","Lower Saxony","direct migration background","10","","",""
"No worries","1995","Lower Saxony","indirect migration background","1","","",""
"No worries","1995","Bremen","no migration background","","","",""
"No worries","1995","Bremen","direct migration background","","","",""
"No worries","1995","Bremen","indirect migration background","","","",""
"No worries","1995","North Rhine-Westphalia","no migration background","","","",""
"No worries","1995","North Rhine-Westphalia","direct migration background","47","0.105733233417429","0.0761130855011172","0.135353381333742"
"No worries","1995","North Rhine-Westphalia","indirect migration background","9","","",""
"No worries","1995","Hesse","no migration background","","","",""
"No worries","1995","Hesse","direct migration background","28","","",""
"No worries","1995","Hesse","indirect migration background","2","","",""
"No worries","1995","Rhineland-Palatinate,Saarland","no migration background","","","",""
"No worries","1995","Rhineland-Palatinate,Saarland","direct migration background","10","","",""
"No worries","1995","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"No worries","1995","Baden-Württemberg","no migration background","","","",""
"No worries","1995","Baden-Württemberg","direct migration background","71","0.118173452938124","0.089792861358817","0.146554044517432"
