"plj0047","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"No worries","1997","(1c) basic vocational qualification","Female","240","0.155723514732344","0.138627469139431","0.172819560325258"
"No worries","1997","(2b) intermediate general qualification","Male","30","0.171178252100752","0.116753802913493","0.22560270128801"
"No worries","1997","(2b) intermediate general qualification","Female","57","0.190657787936296","0.145290249261771","0.236025326610822"
"No worries","1997","(2a) intermediate vocational","Male","294","0.247286424413403","0.222617843347159","0.271955005479648"
"No worries","1997","(2a) intermediate vocational","Female","232","0.167527068338556","0.148103390168613","0.186950746508498"
"No worries","1997","(2c_gen) general maturity certificate","Male","48","0.214592083256482","0.159715969678898","0.269468196834066"
"No worries","1997","(2c_gen) general maturity certificate","Female","33","0.117334923283803","0.0743178875929202","0.160351958974686"
"No worries","1997","(2c_voc) vocational maturity certificate","Male","52","0.154245658438553","0.113710977055596","0.194780339821511"
"No worries","1997","(2c_voc) vocational maturity certificate","Female","39","0.12019432587091","0.0825065562277397","0.15788209551408"
"No worries","1997","(3a) lower tertiary education","Male","97","0.206632454894801","0.16822896995112","0.245035939838483"
"No worries","1997","(3a) lower tertiary education","Female","69","0.180068683726358","0.144287553061461","0.215849814391255"
"No worries","1997","(3b) higher tertiary education","Male","101","0.200896799946546","0.167008569433134","0.234785030459958"
"No worries","1997","(3b) higher tertiary education","Female","49","0.143427954116349","0.107017848190156","0.179838060042542"
"Big worries","1998","(0) in school","Male","44","0.249058241442832","0.181625140112378","0.316491342773287"
"Big worries","1998","(0) in school","Female","40","0.267291367495516","0.200171981330462","0.334410753660569"
"Big worries","1998","(1a) inadequately completed","Male","77","0.443312548467801","0.375474208955568","0.511150887980034"
"Big worries","1998","(1a) inadequately completed","Female","106","0.355664820201159","0.299890889824582","0.411438750577737"
"Big worries","1998","(1b) general elementary school","Male","243","0.341072790399733","0.306469076186011","0.375676504613456"
"Big worries","1998","(1b) general elementary school","Female","472","0.357192289884731","0.33110450727432","0.383280072495142"
"Big worries","1998","(1c) basic vocational qualification","Male","783","0.358893643951892","0.339174125834773","0.37861316206901"
"Big worries","1998","(1c) basic vocational qualification","Female","615","0.342474734998268","0.320839201971858","0.364110268024678"
"Big worries","1998","(2b) intermediate general qualification","Male","76","0.413422093817547","0.347749993354958","0.479094194280136"
"Big worries","1998","(2b) intermediate general qualification","Female","95","0.258352604318251","0.20993665776789","0.306768550868611"
"Big worries","1998","(2a) intermediate vocational","Male","361","0.272391439748014","0.248059695986094","0.296723183509935"
"Big worries","1998","(2a) intermediate vocational","Female","426","0.285788763513489","0.263209704571944","0.308367822455034"
"Big worries","1998","(2c_gen) general maturity certificate","Male","63","0.288361322759143","0.230566309735541","0.346156335782746"
"Big worries","1998","(2c_gen) general maturity certificate","Female","68","0.26275131068879","0.206952031258782","0.318550590118798"
"Big worries","1998","(2c_voc) vocational maturity certificate","Male","82","0.280860444786156","0.231387206505838","0.330333683066474"
"Big worries","1998","(2c_voc) vocational maturity certificate","Female","90","0.286977202554734","0.239105768477777","0.334848636631691"
"Big worries","1998","(3a) lower tertiary education","Male","102","0.21005172153101","0.173457958974357","0.246645484087663"
"Big worries","1998","(3a) lower tertiary education","Female","102","0.201504678357681","0.165355679383324","0.237653677332038"
"Big worries","1998","(3b) higher tertiary education","Male","114","0.211462558973181","0.178485012204983","0.244440105741378"
"Big worries","1998","(3b) higher tertiary education","Female","87","0.195656510892642","0.156876940630827","0.234436081154456"
"Some worries","1998","(0) in school","Male","83","0.485604302663843","0.407673441703535","0.56353516362415"
"Some worries","1998","(0) in school","Female","89","0.503862046952332","0.428031025846229","0.579693068058436"
"Some worries","1998","(1a) inadequately completed","Male","97","0.417149853526366","0.349815145154475","0.484484561898256"
"Some worries","1998","(1a) inadequately completed","Female","126","0.426359386640422","0.368740782437822","0.483977990843021"
"Some worries","1998","(1b) general elementary school","Male","330","0.444889968801752","0.408615897432897","0.481164040170606"
"Some worries","1998","(1b) general elementary school","Female","609","0.47082194579886","0.443646614227671","0.497997277370049"
"Some worries","1998","(1c) basic vocational qualification","Male","1050","0.454650803105139","0.43418048020056","0.475121126009718"
"Some worries","1998","(1c) basic vocational qualification","Female","942","0.492339372924923","0.469545604453017","0.515133141396829"
"Some worries","1998","(2b) intermediate general qualification","Male","97","0.381882265139527","0.317090238783544","0.44667429149551"
"Some worries","1998","(2b) intermediate general qualification","Female","169","0.590632408007819","0.536244966070988","0.64501984994465"
"Some worries","1998","(2a) intermediate vocational","Male","609","0.490441924023353","0.463119561775715","0.517764286270991"
"Some worries","1998","(2a) intermediate vocational","Female","854","0.556731837744115","0.531904724689916","0.581558950798314"
"Some worries","1998","(2c_gen) general maturity certificate","Male","120","0.5060105608823","0.442223776034852","0.569797345729748"
"Some worries","1998","(2c_gen) general maturity certificate","Female","127","0.577870041303489","0.515253753340601","0.640486329266377"
"Some worries","1998","(2c_voc) vocational maturity certificate","Male","178","0.548462449142883","0.493680327773085","0.60324457051268"
"Some worries","1998","(2c_voc) vocational maturity certificate","Female","201","0.603139157250939","0.551363106825825","0.654915207676053"
"Some worries","1998","(3a) lower tertiary education","Male","267","0.577518150780014","0.533143856267508","0.621892445292519"
"Some worries","1998","(3a) lower tertiary education","Female","285","0.602403945187473","0.558299490419503","0.646508399955443"
"Some worries","1998","(3b) higher tertiary education","Male","341","0.585907701772712","0.546128723540826","0.625686680004598"
"Some worries","1998","(3b) higher tertiary education","Female","248","0.596623091822749","0.54866735036979","0.644578833275707"
"No worries","1998","(0) in school","Male","31","0.265337455893325","0.196493981986963","0.334180929799687"
"No worries","1998","(0) in school","Female","38","0.228846585552152","0.165132938277639","0.292560232826665"
"No worries","1998","(1a) inadequately completed","Male","32","0.139537598005833","0.0922196337900744","0.186855562221592"
"No worries","1998","(1a) inadequately completed","Female","51","0.217975793158419","0.169873131832439","0.266078454484399"
"No worries","1998","(1b) general elementary school","Male","148","0.214037240798515","0.184099011190128","0.243975470406903"
"No worries","1998","(1b) general elementary school","Female","215","0.171985764316409","0.151440546856985","0.192530981775834"
"No worries","1998","(1c) basic vocational qualification","Male","440","0.186455552942969","0.170444249928437","0.202466855957502"
"No worries","1998","(1c) basic vocational qualification","Female","291","0.165185892076809","0.148255053306586","0.182116730847032"
"No worries","1998","(2b) intermediate general qualification","Male","43","0.204695641042926","0.150888217890776","0.258503064195077"
"No worries","1998","(2b) intermediate general qualification","Female","50","0.15101498767393","0.11141059986795","0.19061937547991"
"No worries","1998","(2a) intermediate vocational","Male","316","0.237166636228632","0.213919511626368","0.260413760830897"
"No worries","1998","(2a) intermediate vocational","Female","258","0.157479398742396","0.139275179311539","0.175683618173252"
"No worries","1998","(2c_gen) general maturity certificate","Male","53","0.205628116358557","0.154064274212672","0.257191958504442"
"No worries","1998","(2c_gen) general maturity certificate","Female","44","0.159378648007721","0.112973686340418","0.205783609675024"
"No worries","1998","(2c_voc) vocational maturity certificate","Male","57","0.170677106070962","0.129261127961544","0.212093084180379"
"No worries","1998","(2c_voc) vocational maturity certificate","Female","52","0.109883640194327","0.0767864640206343","0.14298081636802"
"No worries","1998","(3a) lower tertiary education","Male","107","0.212430127688976","0.175685215244644","0.249175040133309"
"No worries","1998","(3a) lower tertiary education","Female","86","0.196091376454846","0.160310571066066","0.231872181843626"
"No worries","1998","(3b) higher tertiary education","Male","134","0.202629739254107","0.170167979941034","0.23509149856718"
"No worries","1998","(3b) higher tertiary education","Female","67","0.20772039728461","0.168063943608697","0.247376850960522"
"Big worries","1999","(0) in school","Male","56","0.30335045380365","0.231670279734668","0.375030627872632"
"Big worries","1999","(0) in school","Female","60","0.335715894823276","0.262542874412261","0.408888915234291"
"Big worries","1999","(1a) inadequately completed","Male","56","0.309747576689477","0.245342007221097","0.374153146157857"
