"plj0014_v3","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2006","(Married) couple without C. ","inadequately","37","0.554006966905243","0.438384943036224","0.669628990774262","2"
"No","2006","(Married) couple without C. ","general elemantary","91","0.121652060636482","0.0982577373261192","0.145046383946845","2"
"No","2006","(Married) couple without C. ","middle vocational","155","0.0552653621600596","0.0483267935392173","0.062203930780902","2"
"No","2006","(Married) couple without C. ","vocational + Abi","33","0.115537719774092","0.0826074445895034","0.14846799495868","2"
"No","2006","(Married) couple without C. ","higher vocational","18","","","","2"
"No","2006","(Married) couple without C. ","higher education","61","0.0774716488302655","0.0653613062346494","0.0895819914258816","2"
"No","2006","Couple + C. GT 16 ","in school","4","","","","2"
"No","2006","Couple + C. GT 16 ","inadequately","16","","","","2"
"No","2006","Couple + C. GT 16 ","general elemantary","80","0.211915242573159","0.17368708278738","0.250143402358939","2"
"No","2006","Couple + C. GT 16 ","middle vocational","91","0.076750273216461","0.0646136836141914","0.0888868628187307","2"
"No","2006","Couple + C. GT 16 ","vocational + Abi","11","","","","2"
"No","2006","Couple + C. GT 16 ","higher vocational","8","","","","2"
"No","2006","Couple + C. GT 16 ","higher education","21","","","","2"
"No","2006","Couple + C. LE and GT 16","in school","16","","","","2"
"No","2006","Couple + C. LE and GT 16","inadequately","19","","","","2"
"No","2006","Couple + C. LE and GT 16","general elemantary","50","0.222564309702306","0.167968959291662","0.27715966011295","2"
"No","2006","Couple + C. LE and GT 16","middle vocational","53","0.1022787051412","0.0782718233435983","0.126285586938802","2"
"No","2006","Couple + C. LE and GT 16","vocational + Abi","12","","","","2"
"No","2006","Couple + C. LE and GT 16","higher vocational","7","","","","2"
"No","2006","Couple + C. LE and GT 16","higher education","15","","","","2"
"No","2006","Single parent ","in school","2","","","","2"
"No","2006","Single parent ","inadequately","6","","","","2"
"No","2006","Single parent ","general elemantary","27","","","","2"
"No","2006","Single parent ","middle vocational","24","","","","2"
"No","2006","Single parent ","vocational + Abi","2","","","","2"
"No","2006","Single parent ","higher vocational","7","","","","2"
"No","2006","Single parent ","higher education","6","","","","2"
"No","2006","Couple + C. LE 16 ","in school","","","","","2"
"No","2006","Couple + C. LE 16 ","inadequately","13","","","","2"
"No","2006","Couple + C. LE 16 ","general elemantary","96","0.377834365034986","0.320108934185196","0.435559795884777","2"
"No","2006","Couple + C. LE 16 ","middle vocational","150","0.110642308491614","0.0966147122984151","0.124669904684813","2"
"No","2006","Couple + C. LE 16 ","vocational + Abi","35","0.118743994456146","0.0856030851513426","0.151884903760949","2"
"No","2006","Couple + C. LE 16 ","higher vocational","21","","","","2"
"No","2006","Couple + C. LE 16 ","higher education","62","0.117520410530196","0.0968230196567701","0.138217801403622","2"
"Yes","2006","Single parent ","in school","57","0.969959006373217","0.92640221079215","1.01351580195428","1"
"Yes","2006","Single parent ","inadequately","18","","","","1"
"Yes","2006","Single parent ","general elemantary","186","0.872576616588842","0.827796559715686","0.917356673461997","1"
"Yes","2006","Single parent ","middle vocational","565","0.948234254513131","0.930341817379258","0.966126691647005","1"
"Yes","2006","Single parent ","vocational + Abi","44","0.94429331212272","0.878014258154055","1.01057236609139","1"
"Yes","2006","Single parent ","higher vocational","48","0.835278671851714","0.737249042621621","0.933308301081806","1"
"Yes","2006","Single parent ","higher education","144","0.957408777633156","0.925093252613798","0.989724302652514","1"
"Yes","2006","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2006","Couple + C. LE 16 ","inadequately","15","","","","1"
"Yes","2006","Couple + C. LE 16 ","general elemantary","175","0.622165634965014","0.564440204115223","0.679891065814804","1"
"Yes","2006","Couple + C. LE 16 ","middle vocational","1771","0.889357691508386","0.875330095315187","0.903385287701585","1"
"Yes","2006","Couple + C. LE 16 ","vocational + Abi","331","0.881256005543854","0.848115096239051","0.914396914848657","1"
"Yes","2006","Couple + C. LE 16 ","higher vocational","378","0.926719014360563","0.901148978850006","0.952289049871121","1"
"Yes","2006","Couple + C. LE 16 ","higher education","868","0.882479589469804","0.861782198596378","0.90317698034323","1"
"Yes","2006","1-pers.-HH","in school","5","","","","1"
"Yes","2006","1-pers.-HH","inadequately","20","","","","1"
"Yes","2006","1-pers.-HH","general elemantary","464","0.943646884489549","0.923249660467013","0.964044108512084","1"
"Yes","2006","1-pers.-HH","middle vocational","1687","0.974783971448039","0.967387574192082","0.982180368703997","1"
"Yes","2006","1-pers.-HH","vocational + Abi","182","0.966430384411286","0.940819194152554","0.992041574670019","1"
"Yes","2006","1-pers.-HH","higher vocational","222","0.9736831568136","0.952905029998097","0.994461283629103","1"
"Yes","2006","1-pers.-HH","higher education","639","0.976311880364498","0.964620898316507","0.988002862412489","1"
"Yes","2006","(Married) couple without C. ","in school","6","","","","1"
"Yes","2006","(Married) couple without C. ","inadequately","34","0.445993033094757","0.330371009225738","0.561615056963777","1"
"Yes","2006","(Married) couple without C. ","general elemantary","659","0.878347939363518","0.854953616053155","0.901742262673881","1"
"Yes","2006","(Married) couple without C. ","middle vocational","4011","0.94473463783994","0.937796069219098","0.951673206460783","1"
"Yes","2006","(Married) couple without C. ","vocational + Abi","329","0.884462280225908","0.85153200504132","0.917392555410497","1"
"Yes","2006","(Married) couple without C. ","higher vocational","615","0.953983209453742","0.937661157187813","0.970305261719672","1"
"Yes","2006","(Married) couple without C. ","higher education","1811","0.922528351169735","0.910418008574118","0.934638693765351","1"
"Yes","2006","Couple + C. GT 16 ","in school","178","0.97990646857732","0.959520429869426","1.00029250728521","1"
"Yes","2006","Couple + C. GT 16 ","inadequately","30","0.731408136210544","0.603323955350017","0.859492317071071","1"
"Yes","2006","Couple + C. GT 16 ","general elemantary","359","0.788084757426841","0.749856597641061","0.82631291721262","1"
"Yes","2006","Couple + C. GT 16 ","middle vocational","1757","0.923249726783539","0.911113137181269","0.935386316385809","1"
"Yes","2006","Couple + C. GT 16 ","vocational + Abi","157","0.874260107834246","0.824124033798744","0.924396181869747","1"
"Yes","2006","Couple + C. GT 16 ","higher vocational","204","0.947643480435255","0.917659586391097","0.977627374479412","1"
"Yes","2006","Couple + C. GT 16 ","higher education","638","0.922548885445881","0.902140252545749","0.942957518346012","1"
"Yes","2006","Couple + C. LE and GT 16","in school","120","0.771665314817462","0.701118230256342","0.842212399378581","1"
"Yes","2006","Couple + C. LE and GT 16","inadequately","10","","","","1"
"Yes","2006","Couple + C. LE and GT 16","general elemantary","173","0.777435690297694","0.72284033988705","0.832031040708338","1"
"Yes","2006","Couple + C. LE and GT 16","middle vocational","559","0.8977212948588","0.873714413061198","0.921728176656402","1"
"Yes","2006","Couple + C. LE and GT 16","vocational + Abi","56","0.788471114033701","0.691404167198951","0.885538060868451","1"
"Yes","2006","Couple + C. LE and GT 16","higher vocational","94","0.846615381625072","0.776337059140135","0.91689370411001","1"
"Yes","2006","Couple + C. LE and GT 16","higher education","242","0.858399799765448","0.815775400923508","0.901024198607389","1"
"No","2007","1-pers.-HH","in school","","","","","2"
"No","2007","1-pers.-HH","inadequately","7","","","","2"
"No","2007","1-pers.-HH","general elemantary","26","","","","2"
"No","2007","1-pers.-HH","middle vocational","41","0.0299699280429433","0.0217726808738","0.0381671752120867","2"
"No","2007","1-pers.-HH","vocational + Abi","8","","","","2"
"No","2007","1-pers.-HH","higher vocational","8","","","","2"
"No","2007","1-pers.-HH","higher education","8","","","","2"
"No","2007","(Married) couple without C. ","in school","","","","","2"
"No","2007","(Married) couple without C. ","inadequately","32","0.553716589385837","0.427933688891748","0.679499489879926","2"
"No","2007","(Married) couple without C. ","general elemantary","86","0.139261535772664","0.113200934013979","0.165322137531348","2"
"No","2007","(Married) couple without C. ","middle vocational","139","0.0585216583412818","0.0511349376064363","0.0659083790761272","2"
"No","2007","(Married) couple without C. ","vocational + Abi","29","","","","2"
"No","2007","(Married) couple without C. ","higher vocational","13","","","","2"
"No","2007","(Married) couple without C. ","higher education","58","0.068981493934956","0.0572676697326956","0.0806953181372164","2"
"No","2007","Couple + C. GT 16 ","in school","4","","","","2"
"No","2007","Couple + C. GT 16 ","inadequately","15","","","","2"
"No","2007","Couple + C. GT 16 ","general elemantary","72","0.238078537237052","0.196444330824936","0.279712743649168","2"
"No","2007","Couple + C. GT 16 ","middle vocational","78","0.078020970041749","0.065557863390495","0.090484076693003","2"
"No","2007","Couple + C. GT 16 ","vocational + Abi","8","","","","2"
"No","2007","Couple + C. GT 16 ","higher vocational","5","","","","2"
"No","2007","Couple + C. GT 16 ","higher education","23","","","","2"
"No","2007","Couple + C. LE and GT 16","in school","9","","","","2"
"No","2007","Couple + C. LE and GT 16","inadequately","15","","","","2"
"No","2007","Couple + C. LE and GT 16","general elemantary","47","0.267369888339263","0.203765036030524","0.330974740648003","2"
"No","2007","Couple + C. LE and GT 16","middle vocational","38","0.0773886344117285","0.0550977887986143","0.0996794800248426","2"
"No","2007","Couple + C. LE and GT 16","vocational + Abi","12","","","","2"
"No","2007","Couple + C. LE and GT 16","higher vocational","4","","","","2"
"No","2007","Couple + C. LE and GT 16","higher education","11","","","","2"
"No","2007","Single parent ","in school","1","","","","2"
"No","2007","Single parent ","inadequately","4","","","","2"
"No","2007","Single parent ","general elemantary","20","","","","2"
"No","2007","Single parent ","middle vocational","21","","","","2"
"No","2007","Single parent ","vocational + Abi","1","","","","2"
"No","2007","Single parent ","higher vocational","3","","","","2"
"No","2007","Single parent ","higher education","4","","","","2"
"No","2007","Couple + C. LE 16 ","in school","","","","","2"
"No","2007","Couple + C. LE 16 ","inadequately","11","","","","2"
"No","2007","Couple + C. LE 16 ","general elemantary","78","0.379916894416573","0.318890992460473","0.440942796372673","2"
"No","2007","Couple + C. LE 16 ","middle vocational","133","0.118478661792745","0.103214674273915","0.133742649311574","2"
"No","2007","Couple + C. LE 16 ","vocational + Abi","35","0.117486280225726","0.0839906445484787","0.150981915902973","2"
"No","2007","Couple + C. LE 16 ","higher vocational","21","","","","2"
"No","2007","Couple + C. LE 16 ","higher education","57","0.127514635946921","0.105401442377337","0.149627829516505","2"
"Yes","2007","Single parent ","in school","51","0.993669683971941","0.972113090323925","1.01522627761996","1"
"Yes","2007","Single parent ","inadequately","16","","","","1"
"Yes","2007","Single parent ","general elemantary","172","0.893681637561672","0.850080980577318","0.937282294546027","1"
"Yes","2007","Single parent ","middle vocational","529","0.944749006423366","0.925655090127743","0.963842922718989","1"
"Yes","2007","Single parent ","vocational + Abi","46","0.967077659606566","0.916065326386404","1.01808999282673","1"
"Yes","2007","Single parent ","higher vocational","42","0.956838111122022","0.897462063160601","1.01621415908344","1"
"Yes","2007","Single parent ","higher education","150","0.970147497970738","0.943269495912993","0.997025500028482","1"
"Yes","2007","Couple + C. LE 16 ","in school","","","","","1"
"Yes","2007","Couple + C. LE 16 ","inadequately","16","","","","1"
"Yes","2007","Couple + C. LE 16 ","general elemantary","165","0.620083105583427","0.559057203627327","0.681109007539527","1"
"Yes","2007","Couple + C. LE 16 ","middle vocational","1589","0.881521338207255","0.866257350688426","0.896785325726085","1"
"Yes","2007","Couple + C. LE 16 ","vocational + Abi","320","0.882513719774274","0.849018084097027","0.916009355451521","1"
"Yes","2007","Couple + C. LE 16 ","higher vocational","340","0.914768303886337","0.88596444930654","0.943572158466135","1"
"Yes","2007","Couple + C. LE 16 ","higher education","817","0.872485364053079","0.850372170483495","0.894598557622663","1"
"Yes","2007","1-pers.-HH","in school","1","","","","1"
"Yes","2007","1-pers.-HH","inadequately","17","","","","1"
"Yes","2007","1-pers.-HH","general elemantary","407","0.929274079057508","0.905126957961528","0.953421200153489","1"
"Yes","2007","1-pers.-HH","middle vocational","1621","0.970030071957057","0.961832824787913","0.9782273191262","1"
