"plj0014_v3","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Yes","2017","Schleswig-Holstein","Not Employed","264","0.827041879519227","0.792328259988775","0.861755499049679","1"
"Yes","2017","Hamburg","Not Employed","134","0.863353680408482","0.816335642441316","0.910371718375649","1"
"Yes","2017","Hamburg","Employed","285","0.923187987996819","0.893965822731204","0.952410153262434","1"
"Yes","2017","Schleswig-Holstein","Employed","600","0.941686254763469","0.923754006015492","0.959618503511446","1"
"Yes","2017","Lower Saxony","Not Employed","795","0.901695039783891","0.884116821630143","0.919273257937639","1"
"Yes","2017","Lower Saxony","Employed","1656","0.909029335897023","0.895879112071369","0.922179559722677","1"
"Yes","2017","Bremen","Not Employed","67","0.873260179149693","0.8093220691916","0.937198289107786","1"
"Yes","2017","Bremen","Employed","118","0.840012127542905","0.779068682509338","0.900955572576473","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Not Employed","455","0.882912801979947","0.858548798900827","0.907276805059067","1"
"Yes","2017","North Rhine-Westphalia","Not Employed","1608","0.862469687638482","0.848357601593695","0.87658177368327","1"
"Yes","2017","Rhineland-Palatinate,Saarland","Employed","851","0.852439319019787","0.830727149533466","0.874151488506109","1"
"Yes","2017","Baden-Württemberg","Not Employed","745","0.844397081373655","0.823913895383161","0.864880267364149","1"
"Yes","2017","Baden-Württemberg","Employed","1886","0.847437390550835","0.832537160828965","0.862337620272706","1"
"Yes","2017","Bavaria","Not Employed","1059","0.840337067372431","0.821934874586821","0.858739260158041","1"
"Yes","2017","Bavaria","Employed","2662","0.860052627279219","0.84780032730704","0.872304927251398","1"
"Yes","2017","North Rhine-Westphalia","Employed","3191","0.877165251224346","0.866621311773478","0.887709190675215","1"
"Yes","2017","Hesse","Not Employed","445","0.839561883934736","0.81343463869459","0.865689129174882","1"
"Yes","2017","Berlin","Not Employed","304","0.908190411960009","0.881148119121972","0.935232704798046","1"
"Yes","2017","Berlin","Employed","591","0.892702600992359","0.86937217115251","0.916033030832207","1"
"Yes","2017","Hesse","Employed","1089","0.844119757268049","0.824386066692642","0.863853447843456","1"
"Yes","2017","Brandenburg","Not Employed","403","0.954057271070469","0.936576205231527","0.97153833690941","1"
"Yes","2017","Brandenburg","Employed","596","0.973070106485783","0.960368894057321","0.985771318914245","1"
"Yes","2017","Mecklenburg-Western Pomerania","Not Employed","224","0.972497328795746","0.95238497594402","0.992609681647471","1"
"Yes","2017","Mecklenburg-Western Pomerania","Employed","350","0.987633396555424","0.976233062143207","0.99903373096764","1"
"Yes","2017","Saxony","Not Employed","555","0.969916156581165","0.956864401941517","0.982967911220813","1"
"Yes","2017","Saxony-Anhalt","Not Employed","336","0.963647739680993","0.94587443627062","0.981421043091367","1"
"Yes","2017","Saxony","Employed","1071","0.975912224364028","0.966876265290296","0.984948183437759","1"
"Yes","2017","Thuringia","Not Employed","321","0.945220817497082","0.922752301322632","0.967689333671532","1"
"Yes","2017","Thuringia","Employed","614","0.934212436434518","0.915327574250277","0.953097298618758","1"
"Yes","2017","Saxony-Anhalt","Employed","563","0.982702750520104","0.972083144142867","0.993322356897342","1"
"No","2018","Schleswig-Holstein","Not Employed","196","0.182928714598201","0.147287722125053","0.218569707071349","2"
"No","2018","Schleswig-Holstein","Employed","63","0.0684705429602632","0.0491148199219994","0.0878262659985269","2"
"No","2018","Hamburg","Not Employed","80","0.163391233591319","0.114865597068468","0.21191687011417","2"
"No","2018","Hamburg","Employed","52","0.0968271879559147","0.0653008281079452","0.128353547803884","2"
"No","2018","Brandenburg","Not Employed","130","0.0376293020972935","0.0211458796950208","0.0541127244995661","2"
"No","2018","Brandenburg","Employed","35","0.0218624555281695","0.0105506999861783","0.0331742110701607","2"
"No","2018","Mecklenburg-Western Pomerania","Not Employed","47","0.0312171982973036","0.0108477509037621","0.051586645690845","2"
"No","2018","Mecklenburg-Western Pomerania","Employed","14","","","","2"
"No","2018","Saxony","Not Employed","139","0.0346054740119881","0.0210166928119152","0.048194255212061","2"
"No","2018","Saxony","Employed","36","0.0262506421311181","0.0166799299447582","0.0358213543174781","2"
"No","2018","Saxony-Anhalt","Not Employed","100","0.037030248366535","0.0190134963580571","0.0550470003750128","2"
"No","2018","Saxony-Anhalt","Employed","26","","","","2"
"No","2018","Thuringia","Not Employed","84","0.0829133903909314","0.0557883526648112","0.110038428117052","2"
"No","2018","Thuringia","Employed","60","0.0545055488568833","0.0369041366909265","0.0721069610228401","2"
"No","2018","Lower Saxony","Not Employed","469","0.117289828909966","0.0989928615856963","0.135586796234236","2"
"No","2018","Lower Saxony","Employed","221","0.0929730355115709","0.0795651805894048","0.106380890433737","2"
"No","2018","Bremen","Not Employed","81","0.194307707442294","0.131406944166578","0.25720847071801","2"
"No","2018","Bremen","Employed","18","","","","2"
"No","2018","North Rhine-Westphalia","Not Employed","1025","0.158483133544337","0.144443108305457","0.172523158783218","2"
"No","2018","North Rhine-Westphalia","Employed","591","0.145433025060879","0.134107340069643","0.156758710052115","2"
"No","2018","Hesse","Not Employed","496","0.167431925215334","0.143461863778288","0.191401986652379","2"
"No","2018","Hesse","Employed","200","0.169868029497856","0.149034147846259","0.190701911149453","2"
"No","2018","Rhineland-Palatinate,Saarland","Not Employed","254","0.134067180856851","0.108772160077876","0.159362201635827","2"
"No","2018","Rhineland-Palatinate,Saarland","Employed","190","0.123925497178571","0.103812832466009","0.144038161891132","2"
"No","2018","Baden-Württemberg","Not Employed","455","0.154346791373287","0.13331006832598","0.175383514420594","2"
"No","2018","Baden-Württemberg","Employed","354","0.159997521086303","0.144395722478701","0.175599319693904","2"
"No","2018","Bavaria","Not Employed","505","0.146602798087007","0.128913963523879","0.164291632650135","2"
"No","2018","Bavaria","Employed","401","0.141480752989653","0.128859220067478","0.154102285911829","2"
"No","2018","Berlin","Not Employed","181","0.108670627733282","0.0804133493848195","0.136927906081744","2"
"No","2018","Berlin","Employed","102","0.128558114085531","0.10390337426426","0.153212853906801","2"
"Yes","2018","Schleswig-Holstein","Not Employed","256","0.817071285401799","0.781430292928651","0.852712277874947","1"
"Yes","2018","Hamburg","Not Employed","143","0.836608766408681","0.78808312988583","0.885134402931532","1"
"Yes","2018","Hamburg","Employed","286","0.903172812044085","0.871646452196116","0.934699171892055","1"
"Yes","2018","Schleswig-Holstein","Employed","591","0.931529457039737","0.912173734001473","0.950885180078001","1"
"Yes","2018","Lower Saxony","Not Employed","719","0.882710171090034","0.864413203765763","0.901007138414304","1"
"Yes","2018","Lower Saxony","Employed","1581","0.907026964488429","0.893619109566263","0.920434819410595","1"
"Yes","2018","Bremen","Not Employed","71","0.805692292557706","0.74279152928199","0.868593055833422","1"
"Yes","2018","Bremen","Employed","121","0.861317186803512","0.803861427434411","0.918772946172613","1"
"Yes","2018","Rhineland-Palatinate,Saarland","Not Employed","443","0.865932819143149","0.840637798364173","0.891227839922124","1"
"Yes","2018","North Rhine-Westphalia","Not Employed","1574","0.841516866455663","0.827476841216782","0.855556891694543","1"
"Yes","2018","Rhineland-Palatinate,Saarland","Employed","841","0.876074502821429","0.855961838108868","0.896187167533991","1"
"Yes","2018","Baden-Württemberg","Employed","1767","0.840002478913697","0.824400680306096","0.855604277521299","1"
"Yes","2018","Baden-Württemberg","Not Employed","678","0.845653208626713","0.824616485579406","0.86668993167402","1"
"Yes","2018","North Rhine-Westphalia","Employed","3131","0.854566974939121","0.843241289947885","0.865892659930357","1"
"Yes","2018","Bavaria","Not Employed","1031","0.853397201912993","0.835708367349865","0.871086036476121","1"
"Yes","2018","Bavaria","Employed","2528","0.858519247010347","0.845897714088171","0.871140779932522","1"
"Yes","2018","Hesse","Not Employed","436","0.832568074784667","0.808598013347621","0.856538136221712","1"
"Yes","2018","Berlin","Employed","606","0.871441885914469","0.846787146093198","0.89609662573574","1"
"Yes","2018","Hesse","Employed","1048","0.830131970502144","0.809298088850547","0.850965852153741","1"
"Yes","2018","Brandenburg","Employed","607","0.97813754447183","0.966825788929839","0.989449300013822","1"
"Yes","2018","Berlin","Not Employed","285","0.891329372266718","0.863072093918256","0.919586650615181","1"
"Yes","2018","Brandenburg","Not Employed","382","0.962370697902707","0.945887275500434","0.978854120304979","1"
"Yes","2018","Mecklenburg-Western Pomerania","Employed","356","0.984462940247957","0.97186117651408","0.997064703981835","1"
"Yes","2018","Saxony","Not Employed","556","0.965394525988012","0.951805744787939","0.978983307188085","1"
"Yes","2018","Mecklenburg-Western Pomerania","Not Employed","233","0.968782801702696","0.948413354309155","0.989152249096238","1"
"Yes","2018","Saxony","Employed","1036","0.973749357868882","0.964178645682522","0.983320070055242","1"
"Yes","2018","Thuringia","Employed","579","0.945494451143117","0.92789303897716","0.963095863309073","1"
"Yes","2018","Saxony-Anhalt","Not Employed","322","0.962969751633465","0.944952999624987","0.980986503641943","1"
"Yes","2018","Thuringia","Not Employed","313","0.917086609609069","0.889961571882948","0.944211647335189","1"
"Yes","2018","Saxony-Anhalt","Employed","560","0.959839865624287","0.943943558185559","0.975736173063015","1"
"No","2019","Schleswig-Holstein","Not Employed","179","0.173252053847109","0.138438695313356","0.208065412380862","2"
"No","2019","Schleswig-Holstein","Employed","82","0.0712057185196077","0.0521275103734537","0.0902839266657618","2"
"No","2019","Hamburg","Not Employed","86","0.151015892122795","0.105620659365659","0.19641112487993","2"
"No","2019","Hamburg","Employed","50","0.103650421060051","0.0729229770609519","0.13437786505915","2"
"No","2019","Lower Saxony","Not Employed","394","0.11447816033551","0.0958315438364935","0.133124776834526","2"
"No","2019","Lower Saxony","Employed","185","0.0987052286149029","0.0848178672198472","0.112592590009959","2"
"No","2019","Bremen","Not Employed","71","0.22259236561493","0.153437900907273","0.291746830322586","2"
"No","2019","Bremen","Employed","26","","","","2"
"No","2019","North Rhine-Westphalia","Not Employed","855","0.16082632808521","0.146192592806139","0.175460063364282","2"
"No","2019","North Rhine-Westphalia","Employed","632","0.165355700370071","0.153654222433927","0.177057178306215","2"
"No","2019","Hesse","Not Employed","314","0.180854325401533","0.153215793162965","0.208492857640102","2"
"No","2019","Hesse","Employed","189","0.158860202651461","0.138981631603339","0.178738773699583","2"
"No","2019","Rhineland-Palatinate,Saarland","Not Employed","208","0.126836249565435","0.101073713012736","0.152598786118133","2"
"No","2019","Rhineland-Palatinate,Saarland","Employed","174","0.141481171443638","0.120238356913533","0.162723985973742","2"
"No","2019","Baden-Württemberg","Not Employed","378","0.132366568493503","0.111878358015843","0.152854778971163","2"
"No","2019","Baden-Württemberg","Employed","355","0.158295278675509","0.143052831277121","0.173537726073897","2"
"No","2019","Bavaria","Not Employed","393","0.142261639993229","0.12403502977359","0.160488250212868","2"
"No","2019","Bavaria","Employed","438","0.137307024846716","0.125046293120447","0.149567756572984","2"
"No","2019","Berlin","Not Employed","121","0.0958863204450839","0.0673164772831241","0.124456163607044","2"
"No","2019","Berlin","Employed","114","0.138297278471184","0.113721966630051","0.162872590312316","2"
"No","2019","Brandenburg","Not Employed","97","0.0475368028519812","0.0289229910341685","0.066150614669794","2"
"No","2019","Brandenburg","Employed","47","0.0312214566954065","0.0185356430025629","0.04390727038825","2"
"No","2019","Mecklenburg-Western Pomerania","Not Employed","31","0.0301513415969365","0.0093655426487183","0.0509371405451547","2"
"No","2019","Mecklenburg-Western Pomerania","Employed","17","","","","2"
"No","2019","Saxony","Not Employed","102","0.0306928909994996","0.0172983457922983","0.0440874362067009","2"
"No","2019","Saxony","Employed","43","0.0262964939010301","0.0169376866293237","0.0356553011727365","2"
"No","2019","Saxony-Anhalt","Not Employed","102","0.0325477630610449","0.0155161648581568","0.0495793612639329","2"
"No","2019","Saxony-Anhalt","Employed","24","","","","2"
"No","2019","Thuringia","Not Employed","60","0.0753327289572674","0.048655620060247","0.102009837854288","2"
"No","2019","Thuringia","Employed","50","0.0698779946185259","0.0498909648879083","0.0898650243491436","2"
"Yes","2019","Schleswig-Holstein","Not Employed","275","0.826747946152891","0.791934587619138","0.861561304686644","1"
"Yes","2019","Schleswig-Holstein","Employed","616","0.928794281480392","0.909716073334238","0.947872489626546","1"
"Yes","2019","Hamburg","Not Employed","153","0.848984107877205","0.80358887512007","0.894379340634341","1"
"Yes","2019","Hamburg","Employed","328","0.896349578939949","0.86562213494085","0.927077022939048","1"
"Yes","2019","Lower Saxony","Not Employed","726","0.88552183966449","0.866875223165474","0.904168456163506","1"
"Yes","2019","Lower Saxony","Employed","1587","0.901294771385097","0.887407409990042","0.915182132780153","1"
"Yes","2019","Bremen","Not Employed","68","0.77740763438507","0.708253169677414","0.846562099092727","1"
"Yes","2019","Bremen","Employed","121","0.848146948473197","0.790132423923652","0.906161473022743","1"
"Yes","2019","Rhineland-Palatinate,Saarland","Not Employed","433","0.873163750434565","0.847401213881867","0.898926286987264","1"
"Yes","2019","North Rhine-Westphalia","Not Employed","1566","0.839173671914789","0.824539936635718","0.853807407193861","1"
"Yes","2019","Rhineland-Palatinate,Saarland","Employed","860","0.858518828556363","0.837276014026258","0.879761643086467","1"
"Yes","2019","Baden-Württemberg","Not Employed","673","0.867633431506497","0.847145221028837","0.888121641984158","1"
"Yes","2019","North Rhine-Westphalia","Employed","3240","0.834644299629929","0.822942821693785","0.846345777566073","1"
"Yes","2019","Bavaria","Not Employed","1018","0.857738360006771","0.839511749787132","0.87596497022641","1"
"Yes","2019","Baden-Württemberg","Employed","1848","0.841704721324491","0.826462273926103","0.856947168722879","1"
"Yes","2019","Bavaria","Employed","2589","0.862692975153284","0.850432243427016","0.874953706879553","1"
"Yes","2019","Berlin","Not Employed","287","0.904113679554916","0.875543836392956","0.932683522716876","1"
"Yes","2019","Berlin","Employed","644","0.861702721528816","0.837127409687684","0.886278033369949","1"
"Yes","2019","Hesse","Not Employed","431","0.819145674598467","0.791507142359898","0.846784206837035","1"
"Yes","2019","Brandenburg","Not Employed","405","0.952463197148019","0.933849385330206","0.971077008965831","1"
"Yes","2019","Mecklenburg-Western Pomerania","Not Employed","229","0.969848658403064","0.949062859454845","0.990634457351282","1"
"Yes","2019","Brandenburg","Employed","675","0.968778543304594","0.95609272961175","0.981464356997437","1"
"Yes","2019","Saxony","Not Employed","535","0.9693071090005","0.955912563793299","0.982701654207702","1"
"Yes","2019","Hesse","Employed","1110","0.841139797348539","0.821261226300417","0.861018368396661","1"
"Yes","2019","Mecklenburg-Western Pomerania","Employed","375","0.993582632894999","0.985677931018745","1.00148733477125","1"
"Yes","2019","Saxony","Employed","1080","0.97370350609897","0.964344698827264","0.983062313370676","1"
"Yes","2019","Saxony-Anhalt","Employed","555","0.96348461635772","0.948206523844387","0.978762708871054","1"
"Yes","2019","Thuringia","Not Employed","316","0.924667271042733","0.897990162145712","0.951344379939753","1"
"Yes","2019","Thuringia","Employed","575","0.930122005381474","0.910134975650856","0.950109035112092","1"
"Yes","2019","Saxony-Anhalt","Not Employed","315","0.967452236938955","0.950420638736067","0.984483835141843","1"
