"plj0014_v3","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"No","1999","Saxony-Anhalt","Part Time","","","",""
"No","1999","Saxony-Anhalt","Not Working","1","","",""
"No","1999","Thuringia","Full Time","","","",""
"No","1999","Thuringia","Part Time","1","","",""
"No","1999","Thuringia","Not Working","1","","",""
"Yes","2000","Schleswig-Holstein","Full Time","298","0.944466009602006","0.919012920179305","0.969919099024708"
"Yes","2000","Schleswig-Holstein","Part Time","128","0.953879667476311","0.918628650754022","0.989130684198601"
"Yes","2000","Schleswig-Holstein","Not Working","256","0.951716456487494","0.92605188300645","0.977381029968538"
"Yes","2000","Hamburg","Full Time","122","0.960139148474155","0.926379834645614","0.993898462302695"
"Yes","2000","Hamburg","Part Time","55","0.970032836355376","0.926154502136126","1.01391117057463"
"Yes","2000","Hamburg","Not Working","100","0.917528032229776","0.866808911199608","0.968247153259944"
"Yes","2000","Lower Saxony","Full Time","775","0.942942824638548","0.927172327166638","0.958713322110458"
"Yes","2000","Lower Saxony","Part Time","407","0.922239245927941","0.897273819535244","0.947204672320638"
"Yes","2000","Lower Saxony","Not Working","714","0.953349136956263","0.93840491863301","0.968293355279517"
"Yes","2000","Bremen","Full Time","59","0.938203174550264","0.878745304407593","0.997661044692935"
"Yes","2000","Bremen","Part Time","38","0.822587495357355","0.708405657671293","0.936769333043416"
"Yes","2000","Bremen","Not Working","77","0.931067094266115","0.876233723159171","0.985900465373059"
"Yes","2000","North Rhine-Westphalia","Full Time","1820","0.899139124984728","0.886109430684274","0.912168819285181"
"Yes","2000","North Rhine-Westphalia","Part Time","1007","0.903090390100886","0.885939999760808","0.920240780440965"
"Yes","2000","North Rhine-Westphalia","Not Working","1722","0.900362669009826","0.887179903817835","0.913545434201817"
"Yes","2000","Hesse","Full Time","586","0.86718550088967","0.841863250781616","0.892507750997725"
"Yes","2000","Hesse","Part Time","308","0.838796443315217","0.801226565590706","0.876366321039727"
"Yes","2000","Hesse","Not Working","513","0.848223032629231","0.820138171118666","0.876307894139797"
"Yes","2000","Rhineland-Palatinate,Saarland","Full Time","531","0.922114458645932","0.900266794592926","0.943962122698938"
"Yes","2000","Rhineland-Palatinate,Saarland","Part Time","265","0.895064332730993","0.860032479253997","0.930096186207988"
"Yes","2000","Rhineland-Palatinate,Saarland","Not Working","548","0.942358688786776","0.923616085454608","0.961101292118944"
"Yes","2000","Baden-Württemberg","Full Time","967","0.829842107438286","0.808977373416187","0.850706841460385"
"Yes","2000","Baden-Württemberg","Part Time","508","0.81966606266537","0.790597693705226","0.848734431625514"
"Yes","2000","Baden-Württemberg","Not Working","809","0.861228544471333","0.840377615374919","0.882079473567747"
"Yes","2000","Bavaria","Full Time","1303","0.905364101966153","0.890303096230683","0.920425107701623"
"Yes","2000","Bavaria","Part Time","694","0.894545402245053","0.872737968633778","0.916352835856329"
"Yes","2000","Bavaria","Not Working","1082","0.930657660214595","0.916199934855725","0.945115385573464"
"Yes","2000","Berlin","Full Time","329","0.928247099239607","0.901014438522298","0.955479759956917"
"Yes","2000","Berlin","Part Time","164","0.885816554388219","0.839863683629566","0.931769425146872"
"Yes","2000","Berlin","Not Working","272","0.927790220646173","0.898203466014062","0.957376975278283"
"Yes","2000","Brandenburg","Full Time","445","1","1","1"
"Yes","2000","Brandenburg","Part Time","189","1","1","1"
"Yes","2000","Brandenburg","Not Working","387","0.99536151480962","0.988600517893245","1.002122511726"
"Yes","2000","Mecklenburg-Western Pomerania","Full Time","260","1","1","1"
"Yes","2000","Mecklenburg-Western Pomerania","Part Time","116","1","1","1"
"Yes","2000","Mecklenburg-Western Pomerania","Not Working","190","0.993707864022667","0.982523124104667","1.00489260394067"
"Yes","2000","Saxony","Full Time","790","0.996021253281478","0.991642552292055","1.0003999542709"
"Yes","2000","Saxony","Part Time","301","0.987231513211982","0.974631314563749","0.999831711860215"
"Yes","2000","Saxony","Not Working","683","0.994842005521323","0.989489324475486","1.00019468656716"
"Yes","2000","Saxony-Anhalt","Full Time","452","1","1","1"
"Yes","2000","Saxony-Anhalt","Part Time","181","1","1","1"
"Yes","2000","Saxony-Anhalt","Not Working","429","0.993893713178457","0.986530414198893","1.00125701215802"
"Yes","2000","Thuringia","Full Time","451","0.998080633558862","0.994045660525465","1.00211560659226"
"Yes","2000","Thuringia","Part Time","202","0.998265043172583","0.992540150621564","1.0039899357236"
"Yes","2000","Thuringia","Not Working","400","0.993604175116993","0.985821111971656","1.00138723826233"
"No","2000","Schleswig-Holstein","Full Time","13","","",""
"No","2000","Schleswig-Holstein","Part Time","8","","",""
"No","2000","Schleswig-Holstein","Not Working","12","","",""
"No","2000","Hamburg","Full Time","7","","",""
"No","2000","Hamburg","Part Time","3","","",""
"No","2000","Hamburg","Not Working","13","","",""
"No","2000","Lower Saxony","Full Time","56","0.057057175361452","0.0412866778895416","0.0728276728333623"
"No","2000","Lower Saxony","Part Time","35","0.077760754072059","0.0527953276793623","0.102726180464756"
"No","2000","Lower Saxony","Not Working","51","0.0466508630437365","0.0317066447204827","0.0615950813669904"
"No","2000","Bremen","Full Time","4","","",""
"No","2000","Bremen","Part Time","5","","",""
"No","2000","Bremen","Not Working","5","","",""
"No","2000","North Rhine-Westphalia","Full Time","232","0.100860875015272","0.0878311807148189","0.113890569315726"
"No","2000","North Rhine-Westphalia","Part Time","136","0.0969096098991136","0.0797592195590352","0.114060000239192"
"No","2000","North Rhine-Westphalia","Not Working","261","0.0996373309901741","0.0864545657981829","0.112820096182165"
"No","2000","Hesse","Full Time","104","0.13281449911033","0.107492249002276","0.158136749218384"
"No","2000","Hesse","Part Time","60","0.161203556684783","0.123633678960273","0.198773434409294"
"No","2000","Hesse","Not Working","114","0.151776967370769","0.123692105860203","0.179861828881334"
"No","2000","Rhineland-Palatinate,Saarland","Full Time","47","0.077885541354068","0.0560378773010617","0.0997332054070743"
"No","2000","Rhineland-Palatinate,Saarland","Part Time","29","","",""
"No","2000","Rhineland-Palatinate,Saarland","Not Working","46","0.0576413112132243","0.0388987078810561","0.0763839145453924"
"No","2000","Baden-Württemberg","Full Time","279","0.170157892561714","0.149293158539615","0.191022626583813"
"No","2000","Baden-Württemberg","Part Time","164","0.18033393733463","0.151265568374486","0.209402306294774"
"No","2000","Baden-Württemberg","Not Working","247","0.138771455528667","0.117920526432253","0.159622384625081"
"No","2000","Bavaria","Full Time","148","0.0946358980338469","0.0795748922983772","0.109696903769317"
"No","2000","Bavaria","Part Time","68","0.105454597754947","0.0836471641436713","0.127262031366222"
"No","2000","Bavaria","Not Working","104","0.0693423397854051","0.0548846144265356","0.0838000651442745"
"No","2000","Berlin","Full Time","16","","",""
"No","2000","Berlin","Part Time","20","","",""
"No","2000","Berlin","Not Working","22","","",""
"No","2000","Brandenburg","Full Time","","","",""
"No","2000","Brandenburg","Part Time","","","",""
"No","2000","Brandenburg","Not Working","1","","",""
"No","2000","Mecklenburg-Western Pomerania","Full Time","","","",""
"No","2000","Mecklenburg-Western Pomerania","Part Time","","","",""
"No","2000","Mecklenburg-Western Pomerania","Not Working","2","","",""
"No","2000","Saxony","Full Time","4","","",""
"No","2000","Saxony","Part Time","4","","",""
"No","2000","Saxony","Not Working","5","","",""
"No","2000","Saxony-Anhalt","Full Time","","","",""
"No","2000","Saxony-Anhalt","Part Time","","","",""
"No","2000","Saxony-Anhalt","Not Working","1","","",""
"No","2000","Thuringia","Full Time","1","","",""
"No","2000","Thuringia","Part Time","1","","",""
"No","2000","Thuringia","Not Working","3","","",""
"Yes","2001","Schleswig-Holstein","Full Time","257","0.958715223291648","0.934807013697178","0.982623432886118"
"Yes","2001","Schleswig-Holstein","Part Time","143","0.916092085397441","0.872016577417356","0.960167593377527"
"Yes","2001","Schleswig-Holstein","Not Working","226","0.970122872656382","0.948355954164327","0.991889791148437"
"Yes","2001","Hamburg","Full Time","109","0.946069789083366","0.905140631428577","0.986998946738155"
"Yes","2001","Hamburg","Part Time","50","0.970129102917054","0.924299187514574","1.01595901831953"
"Yes","2001","Hamburg","Not Working","92","0.90832972318251","0.853136027363974","0.963523419001047"
"Yes","2001","Lower Saxony","Full Time","706","0.936987332905995","0.919723526647389","0.954251139164601"
"Yes","2001","Lower Saxony","Part Time","383","0.934735057580553","0.910856316560982","0.958613798600124"
"Yes","2001","Lower Saxony","Not Working","643","0.950402117096719","0.934202348437393","0.966601885756045"
"Yes","2001","Bremen","Full Time","53","0.939248946283793","0.876685402089171","1.00181249047841"
"Yes","2001","Bremen","Part Time","37","0.704259133217445","0.570918120646315","0.837600145788575"
"Yes","2001","Bremen","Not Working","54","0.931645496176846","0.866133689703589","0.997157302650104"
"Yes","2001","North Rhine-Westphalia","Full Time","1627","0.894727960310932","0.880712566619829","0.908743354002035"
"Yes","2001","North Rhine-Westphalia","Part Time","944","0.91838541349364","0.901872925573896","0.934897901413383"
"Yes","2001","North Rhine-Westphalia","Not Working","1539","0.894331132049623","0.880054070455012","0.908608193644235"
"Yes","2001","Hesse","Full Time","507","0.853853554158129","0.825704991207006","0.882002117109253"
"Yes","2001","Hesse","Part Time","305","0.823572677209181","0.784413704848638","0.862731649569724"
"Yes","2001","Hesse","Not Working","441","0.876560114220974","0.848395678419345","0.904724550022603"
"Yes","2001","Rhineland-Palatinate,Saarland","Full Time","468","0.925423997454772","0.902534157222542","0.948313837687002"
"Yes","2001","Rhineland-Palatinate,Saarland","Part Time","273","0.895613420228772","0.861071420725236","0.930155419732308"
"Yes","2001","Rhineland-Palatinate,Saarland","Not Working","506","0.938004231416459","0.917814002882083","0.958194459950834"
"Yes","2001","Baden-Württemberg","Full Time","847","0.835760441129522","0.813856158463663","0.85766472379538"
"Yes","2001","Baden-Württemberg","Part Time","485","0.813869903737694","0.783501692837566","0.844238114637823"
"Yes","2001","Baden-Württemberg","Not Working","703","0.877060671613409","0.855535849632574","0.898585493594244"
"Yes","2001","Bavaria","Full Time","1197","0.928250618112161","0.914296830320573","0.942204405903749"
"Yes","2001","Bavaria","Part Time","634","0.87466523657546","0.850379253339891","0.89895121981103"
"Yes","2001","Bavaria","Not Working","943","0.92799261129136","0.91222125538229","0.94376396720043"
"Yes","2001","Berlin","Full Time","315","0.943911155098574","0.919123359770998","0.968698950426151"
"Yes","2001","Berlin","Part Time","173","0.909052092509148","0.867950380919045","0.950153804099251"
"Yes","2001","Berlin","Not Working","259","0.910811550315187","0.877247313344911","0.944375787285462"
"Yes","2001","Brandenburg","Full Time","406","1","1","1"
"Yes","2001","Brandenburg","Part Time","165","1","1","1"
"Yes","2001","Brandenburg","Not Working","390","0.995395507430433","0.988685106968187","1.00210590789268"
"Yes","2001","Mecklenburg-Western Pomerania","Full Time","226","0.998402553757571","0.993207367409065","1.00359774010608"
"Yes","2001","Mecklenburg-Western Pomerania","Part Time","118","1","1","1"
"Yes","2001","Mecklenburg-Western Pomerania","Not Working","170","0.993146245130802","0.980780482034225","1.00551200822738"
"Yes","2001","Saxony","Full Time","731","0.997849209117123","0.994493192499289","1.00120522573496"
"Yes","2001","Saxony","Part Time","278","0.991575410227904","0.980869925636289","1.00228089481952"
"Yes","2001","Saxony","Not Working","641","1","1","1"
"Yes","2001","Saxony-Anhalt","Full Time","417","1","1","1"
"Yes","2001","Saxony-Anhalt","Part Time","175","1","1","1"
"Yes","2001","Saxony-Anhalt","Not Working","413","1","1","1"
"Yes","2001","Thuringia","Full Time","405","0.997033985334229","0.991744338192845","1.00232363247561"
"Yes","2001","Thuringia","Part Time","186","1","1","1"
"Yes","2001","Thuringia","Not Working","379","0.996668108184803","0.990874127815807","1.0024620885538"
"No","2001","Schleswig-Holstein","Full Time","9","","",""
"No","2001","Schleswig-Holstein","Part Time","9","","",""
"No","2001","Schleswig-Holstein","Not Working","9","","",""
"No","2001","Hamburg","Full Time","8","","",""
"No","2001","Hamburg","Part Time","3","","",""
"No","2001","Hamburg","Not Working","13","","",""
"No","2001","Lower Saxony","Full Time","55","0.0630126670940052","0.0457488608353993","0.0802764733526111"
"No","2001","Lower Saxony","Part Time","28","","",""
"No","2001","Lower Saxony","Not Working","47","0.0495978829032806","0.0333981142439546","0.0657976515626065"
"No","2001","Bremen","Full Time","3","","",""
"No","2001","Bremen","Part Time","8","","",""
"No","2001","Bremen","Not Working","3","","",""
"No","2001","North Rhine-Westphalia","Full Time","215","0.105272039689068","0.0912566459979652","0.119287433380171"
"No","2001","North Rhine-Westphalia","Part Time","112","0.0816145865063605","0.0651020985866169","0.0981270744261042"
"No","2001","North Rhine-Westphalia","Not Working","242","0.105668867950377","0.0913918063557654","0.119945929544988"
"No","2001","Hesse","Full Time","98","0.146146445841871","0.117997882890747","0.174295008792994"
"No","2001","Hesse","Part Time","59","0.176427322790819","0.137268350430276","0.215586295151362"
"No","2001","Hesse","Not Working","83","0.123439885779026","0.0952754499773973","0.151604321580655"
"No","2001","Rhineland-Palatinate,Saarland","Full Time","38","0.0745760025452284","0.0516861623129985","0.0974658427774584"
"No","2001","Rhineland-Palatinate,Saarland","Part Time","28","","",""
"No","2001","Rhineland-Palatinate,Saarland","Not Working","42","0.0619957685835413","0.041805540049166","0.0821859971179165"
"No","2001","Baden-Württemberg","Full Time","252","0.164239558870478","0.14233527620462","0.186143841536337"
"No","2001","Baden-Württemberg","Part Time","146","0.186130096262306","0.155761885362177","0.216498307162434"
"No","2001","Baden-Württemberg","Not Working","191","0.122939328386591","0.101414506405756","0.144464150367426"
"No","2001","Bavaria","Full Time","117","0.0717493818878391","0.0577955940962509","0.0857031696794273"
