"plj0014_v3","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2014","Thuringia","Couple + C. GT 16 ","3","","","","2"
"No","2014","Thuringia","Couple + C. LE and GT 16","3","","","","2"
"No","2014","Hamburg","Couple + C. GT 16 ","7","","","","2"
"No","2014","Hamburg","Couple + C. LE and GT 16","7","","","","2"
"No","2014","Lower Saxony","1-pers.-HH","11","","","","2"
"No","2014","Lower Saxony","(Married) couple without C. ","33","0.0445661079790901","0.0301034741717595","0.0590287417864206","2"
"No","2014","Lower Saxony","Single parent ","20","","","","2"
"No","2014","Lower Saxony","Couple + C. LE 16 ","92","0.12213237470471","0.0969018740766138","0.147362875332806","2"
"No","2014","Lower Saxony","Couple + C. GT 16 ","15","","","","2"
"No","2014","Lower Saxony","Couple + C. LE and GT 16","44","0.115769954577189","0.0771020371850792","0.154437871969299","2"
"No","2014","Bremen","1-pers.-HH","3","","","","2"
"No","2014","Bremen","(Married) couple without C. ","2","","","","2"
"No","2014","Bremen","Single parent ","1","","","","2"
"No","2014","Bremen","Couple + C. LE 16 ","9","","","","2"
"No","2014","Bremen","Couple + C. GT 16 ","5","","","","2"
"No","2014","Bremen","Couple + C. LE and GT 16","14","","","","2"
"No","2014","North Rhine-Westphalia","1-pers.-HH","44","0.0613514980987186","0.0428605136937628","0.0798424825036745","2"
"No","2014","North Rhine-Westphalia","(Married) couple without C. ","129","0.0956870426671017","0.0809761703461138","0.11039791498809","2"
"No","2014","North Rhine-Westphalia","Single parent ","56","0.0849030285272369","0.0613277898536522","0.108478267200822","2"
"No","2014","North Rhine-Westphalia","Couple + C. LE 16 ","350","0.196260920759651","0.1761885517974","0.216333289721902","2"
"No","2014","North Rhine-Westphalia","Couple + C. GT 16 ","116","0.0907096267369782","0.0704111752685848","0.111008078205371","2"
"No","2014","North Rhine-Westphalia","Couple + C. LE and GT 16","86","0.236063719304558","0.198191765024074","0.273935673585043","2"
"No","2014","Hesse","1-pers.-HH","28","","","","2"
"No","2014","Hesse","(Married) couple without C. ","49","0.116884751056081","0.0894283987412308","0.144341103370931","2"
"No","2014","Hesse","Single parent ","22","","","","2"
"No","2014","Hesse","Couple + C. LE 16 ","93","0.211022091093944","0.174557450647549","0.24748673154034","2"
"No","2014","Hesse","Couple + C. GT 16 ","42","0.116567264284742","0.0732678611843883","0.159866667385095","2"
"No","2014","Hesse","Couple + C. LE and GT 16","38","0.266758558686311","0.202149335297432","0.33136778207519","2"
"No","2014","Rhineland-Palatinate,Saarland","1-pers.-HH","16","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","(Married) couple without C. ","21","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","Single parent ","24","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","77","0.182701413675951","0.144785373836061","0.22061745351584","2"
"No","2014","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","16","","","","2"
"No","2014","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","35","0.204723004483181","0.140150891972863","0.269295116993498","2"
"No","2014","Baden-Württemberg","1-pers.-HH","31","0.0753982263621017","0.0491601968409488","0.101636255883255","2"
"No","2014","Baden-Württemberg","(Married) couple without C. ","86","0.125179902748232","0.102814497394436","0.147545308102028","2"
"No","2014","Baden-Württemberg","Single parent ","24","","","","2"
"No","2014","Baden-Württemberg","Couple + C. LE 16 ","178","0.180131950513658","0.155538807870591","0.204725093156725","2"
"No","2014","Baden-Württemberg","Couple + C. GT 16 ","64","0.151286203080493","0.116474026387628","0.186098379773358","2"
"No","2014","Baden-Württemberg","Couple + C. LE and GT 16","64","0.203218878494003","0.159538053329474","0.246899703658531","2"
"No","2014","Bavaria","1-pers.-HH","44","0.0687779776600335","0.0480925031125631","0.0894634522075039","2"
"No","2014","Bavaria","(Married) couple without C. ","106","0.105954142746776","0.0887608945274668","0.123147390966085","2"
"No","2014","Bavaria","Single parent ","37","0.0654222446225237","0.0411294770371533","0.089715012207894","2"
"No","2014","Bavaria","Couple + C. LE 16 ","219","0.196192356798817","0.173300222670128","0.219084490927507","2"
"No","2014","Bavaria","Couple + C. GT 16 ","65","0.104719381485427","0.0785527182820536","0.130886044688801","2"
"Yes","2014","Schleswig-Holstein","Couple + C. GT 16 ","76","0.948804585142924","0.904011545201789","0.993597625084058","1"
"Yes","2014","Schleswig-Holstein","Couple + C. LE and GT 16","42","0.673267294059567","0.551508390989782","0.795026197129352","1"
"Yes","2014","Hamburg","1-pers.-HH","65","0.948035864608212","0.89566523656967","1.00040649264675","1"
"Yes","2014","Hamburg","(Married) couple without C. ","121","0.952623995731913","0.916519420200142","0.988728571263684","1"
"Yes","2014","Hamburg","Single parent ","43","0.902913505700091","0.819154800201888","0.986672211198293","1"
"Yes","2014","Hamburg","Couple + C. LE 16 ","86","0.846209673155248","0.778794873042536","0.913624473267959","1"
"Yes","2014","Hamburg","Couple + C. GT 16 ","35","0.820298283300419","0.704184049664629","0.936412516936208","1"
"Yes","2014","Hamburg","Couple + C. LE and GT 16","24","","","","1"
"Yes","2014","Lower Saxony","1-pers.-HH","275","0.96868183471589","0.948495670209725","0.988867999222055","1"
"Yes","2014","Schleswig-Holstein","(Married) couple without C. ","242","0.905696199058971","0.87057550062451","0.940816897493433","1"
"Yes","2014","Schleswig-Holstein","Single parent ","86","0.979965452102507","0.951017223591528","1.00891368061348","1"
"Yes","2014","Schleswig-Holstein","Couple + C. LE 16 ","216","0.893360003987732","0.855251567295088","0.931468440680377","1"
"Yes","2014","Schleswig-Holstein","1-pers.-HH","137","0.976882534892589","0.952252141392302","1.00151292839288","1"
"Yes","2014","Lower Saxony","(Married) couple without C. ","749","0.95543389202091","0.940971258213579","0.969896525828241","1"
"Yes","2014","Lower Saxony","Single parent ","239","0.882876505949552","0.843714024791958","0.922038987107145","1"
"Yes","2014","Lower Saxony","Couple + C. LE 16 ","555","0.87786762529529","0.852637124667194","0.903098125923386","1"
"Yes","2014","Lower Saxony","Couple + C. GT 16 ","279","0.957513590629711","0.934458230310532","0.980568950948891","1"
"Yes","2014","Lower Saxony","Couple + C. LE and GT 16","219","0.884230045422811","0.845562128030701","0.922897962814921","1"
"Yes","2014","Bremen","1-pers.-HH","32","0.941356639437716","0.863517040663809","1.01919623821162","1"
"Yes","2014","Bremen","(Married) couple without C. ","43","0.978562593965633","0.936244874389687","1.02088031354158","1"
"Yes","2014","Bremen","Single parent ","35","0.987136567076297","0.95032672927598","1.02394640487661","1"
"Yes","2014","Bremen","Couple + C. LE 16 ","39","0.769909961896243","0.650841607933119","0.888978315859367","1"
"Yes","2014","Bremen","Couple + C. GT 16 ","20","","","","1"
"Yes","2014","Bremen","Couple + C. LE and GT 16","11","","","","1"
"Yes","2014","North Rhine-Westphalia","1-pers.-HH","603","0.938648501901281","0.920157517496325","0.957139486306237","1"
"Yes","2014","North Rhine-Westphalia","(Married) couple without C. ","1407","0.904312957332898","0.88960208501191","0.919023829653886","1"
"Yes","2014","Berlin","(Married) couple without C. ","305","0.970075361940011","0.951436784381483","0.988713939498539","1"
"Yes","2014","Bavaria","Couple + C. GT 16 ","461","0.895280618514573","0.869113955311199","0.921447281717946","1"
"Yes","2014","Bavaria","Couple + C. LE and GT 16","344","0.869470041764577","0.836247569000126","0.902692514529028","1"
"Yes","2014","Berlin","1-pers.-HH","211","0.945962653571507","0.916615588832098","0.975309718310916","1"
"Yes","2014","Berlin","Single parent ","98","0.925116174327302","0.874530962823563","0.97570138583104","1"
"Yes","2014","Berlin","Couple + C. LE 16 ","179","0.829537184326011","0.778918259234226","0.880156109417796","1"
"Yes","2014","Berlin","Couple + C. GT 16 ","61","0.988076714867184","0.961274473520681","1.01487895621369","1"
"Yes","2014","Berlin","Couple + C. LE and GT 16","35","0.775252426950759","0.649013725539495","0.901491128362024","1"
"Yes","2014","Brandenburg","1-pers.-HH","149","0.985101067186575","0.965777931966524","1.00442420240663","1"
"Yes","2014","Baden-Württemberg","(Married) couple without C. ","755","0.874820097251768","0.852454691897972","0.897185502605564","1"
"Yes","2014","Baden-Württemberg","Couple + C. GT 16 ","343","0.848713796919507","0.813901620226642","0.883525973612372","1"
"Yes","2014","Baden-Württemberg","Couple + C. LE and GT 16","262","0.796781121505997","0.753100296341469","0.840461946670526","1"
"Yes","2014","Bavaria","1-pers.-HH","531","0.931222022339966","0.910536547792496","0.951907496887437","1"
"Yes","2014","Bavaria","(Married) couple without C. ","1125","0.894045857253224","0.876852609033915","0.911239105472533","1"
"Yes","2014","Bavaria","Single parent ","361","0.934577755377476","0.910284987792106","0.958870522962847","1"
"Yes","2014","Bavaria","Couple + C. LE 16 ","937","0.803807643201183","0.780915509072493","0.826699777329872","1"
"Yes","2014","Brandenburg","(Married) couple without C. ","398","0.997831108877096","0.993277839964991","1.0023843777892","1"
"Yes","2014","Brandenburg","Single parent ","99","0.942447376720434","0.896800695437006","0.988094058003862","1"
"Yes","2014","Brandenburg","Couple + C. LE 16 ","203","0.945015578960158","0.914616492839022","0.975414665081294","1"
"Yes","2014","Brandenburg","Couple + C. GT 16 ","74","0.982600706418467","0.954125956034421","1.01107545680251","1"
"Yes","2014","Brandenburg","Couple + C. LE and GT 16","50","0.904676085759756","0.828440427958059","0.980911743561452","1"
"Yes","2014","Rhineland-Palatinate,Saarland","(Married) couple without C. ","416","0.937435508479219","0.914729435357956","0.960141581600481","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Single parent ","132","0.896223184760939","0.84836634146866","0.944080028053219","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","127","0.920849218334136","0.876600373415966","0.965098063252306","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","115","0.795276995516819","0.730704883006502","0.859849108027137","1"
"Yes","2014","Baden-Württemberg","1-pers.-HH","358","0.924601773637898","0.898363744116746","0.950839803159051","1"
"Yes","2014","Baden-Württemberg","Single parent ","196","0.840893527090323","0.792559700510764","0.889227353669882","1"
"Yes","2014","Baden-Württemberg","Couple + C. LE 16 ","760","0.819868049486342","0.795274906843275","0.844461192129409","1"
"Yes","2014","Mecklenburg-Western Pomerania","1-pers.-HH","101","0.99687361885371","0.986039614190857","1.00770762351656","1"
"Yes","2014","Mecklenburg-Western Pomerania","(Married) couple without C. ","215","0.995706402157718","0.986986782390833","1.0044260219246","1"
"Yes","2014","Mecklenburg-Western Pomerania","Single parent ","58","1","1","1","1"
"Yes","2014","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","112","0.979785141252239","0.954174533984206","1.00539574852027","1"
"Yes","2014","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","32","1","1","1","1"
"Yes","2014","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","24","","","","1"
"Yes","2014","Saxony","1-pers.-HH","249","0.989425359195728","0.976796266485628","1.00205445190583","1"
"Yes","2014","Rhineland-Palatinate,Saarland","1-pers.-HH","222","0.925683863319626","0.892361751191471","0.959005975447782","1"
"Yes","2014","Hesse","Couple + C. GT 16 ","169","0.883432735715258","0.840133332614905","0.926732138815612","1"
"Yes","2014","Hesse","Couple + C. LE and GT 16","142","0.733241441313689","0.66863221792481","0.797850664702568","1"
"Yes","2014","Saxony","Couple + C. GT 16 ","171","0.995229870257557","0.984992220593582","1.00546751992153","1"
"Yes","2014","Saxony","Couple + C. LE and GT 16","88","1","1","1","1"
"Yes","2014","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","322","0.817298586324049","0.77938254648416","0.855214626163939","1"
"Yes","2014","Saxony","(Married) couple without C. ","573","0.982151389131004","0.971440624676297","0.99286215358571","1"
"Yes","2014","Saxony","Single parent ","115","0.947481130295149","0.907897907954831","0.987064352635467","1"
"Yes","2014","Saxony","Couple + C. LE 16 ","371","0.971329400509222","0.954681629526433","0.987977171492012","1"
"Yes","2014","Hesse","(Married) couple without C. ","477","0.883115248943919","0.855658896629069","0.910571601258769","1"
"Yes","2014","Hesse","Couple + C. LE 16 ","388","0.788977908906056","0.75251326845966","0.825442549352451","1"
"Yes","2014","Hesse","Single parent ","149","0.841886208844444","0.787202040766034","0.896570376922854","1"
"Yes","2014","Saxony-Anhalt","1-pers.-HH","155","0.987900169372764","0.970852472165471","1.00494786658006","1"
"Yes","2014","Saxony-Anhalt","(Married) couple without C. ","345","0.991776113287677","0.982301079677584","1.00125114689777","1"
"Yes","2014","Saxony-Anhalt","Single parent ","85","1","1","1","1"
"Yes","2014","Saxony-Anhalt","Couple + C. LE 16 ","178","0.970877696995089","0.946777399245271","0.994977994744908","1"
"Yes","2014","Saxony-Anhalt","Couple + C. GT 16 ","87","0.977494843025698","0.947187180829732","1.00780250522166","1"
"Yes","2014","North Rhine-Westphalia","Couple + C. LE and GT 16","397","0.763936280695442","0.726064326414957","0.801808234975926","1"
"Yes","2014","Hesse","1-pers.-HH","208","0.906897512284238","0.869825015378024","0.943970009190452","1"
"Yes","2014","Thuringia","Couple + C. LE 16 ","207","0.949851468816679","0.920945802056485","0.978757135576874","1"
"Yes","2014","Thuringia","Couple + C. GT 16 ","130","0.988741868316283","0.970811182741208","1.00667255389136","1"
"Yes","2014","Thuringia","(Married) couple without C. ","337","0.989032795407237","0.977978674245191","1.00008691656928","1"
"Yes","2014","Thuringia","Single parent ","72","0.983229983353876","0.953973202753952","1.0124867639538","1"
"Yes","2014","North Rhine-Westphalia","Couple + C. LE 16 ","1154","0.803739079240349","0.783666710278098","0.8238114482026","1"
"Yes","2014","Thuringia","1-pers.-HH","157","1","1","1","1"
"Yes","2014","North Rhine-Westphalia","Couple + C. GT 16 ","653","0.909290373263022","0.888991921794628","0.929588824731415","1"
"Yes","2014","Saxony-Anhalt","Couple + C. LE and GT 16","58","0.920039334877967","0.854101784414172","0.985976885341762","1"
"Yes","2014","Thuringia","Couple + C. LE and GT 16","58","0.964838245470656","0.918616568562721","1.01105992237859","1"
"Yes","2014","North Rhine-Westphalia","Single parent ","481","0.915096971472763","0.891521732799178","0.938672210146348","1"
"No","2015","Schleswig-Holstein","1-pers.-HH","8","","","","2"
"No","2015","Schleswig-Holstein","(Married) couple without C. ","24","","","","2"
"No","2015","Schleswig-Holstein","Single parent ","2","","","","2"
"No","2015","Schleswig-Holstein","Couple + C. LE 16 ","40","0.108305225188002","0.0697057648164099","0.146904685559595","2"
"No","2015","Berlin","Couple + C. LE and GT 16","11","","","","2"
"No","2015","Brandenburg","1-pers.-HH","4","","","","2"
"No","2015","Brandenburg","(Married) couple without C. ","9","","","","2"
"No","2015","Brandenburg","Single parent ","","","","","2"
"No","2015","Brandenburg","Couple + C. LE 16 ","18","","","","2"
"No","2015","Brandenburg","Couple + C. GT 16 ","11","","","","2"
"No","2015","Brandenburg","Couple + C. LE and GT 16","5","","","","2"
"No","2015","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","2"
"No","2015","Schleswig-Holstein","Couple + C. GT 16 ","17","","","","2"
"No","2015","Schleswig-Holstein","Couple + C. LE and GT 16","8","","","","2"
"No","2015","Hamburg","1-pers.-HH","12","","","","2"
"No","2015","Hamburg","(Married) couple without C. ","14","","","","2"
"No","2015","Hamburg","Single parent ","2","","","","2"
"No","2015","Berlin","Single parent ","6","","","","2"
"No","2015","Berlin","Couple + C. LE 16 ","40","0.116219390046323","0.0739658126302622","0.158472967462385","2"
"No","2015","Berlin","Couple + C. GT 16 ","2","","","","2"
"No","2015","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","2"
"No","2015","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"No","2015","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","3","","","","2"
"No","2015","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","2"
"No","2015","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","1","","","","2"
"No","2015","Hamburg","Couple + C. LE 16 ","26","","","","2"
"No","2015","Hamburg","Couple + C. GT 16 ","9","","","","2"
"No","2015","Hamburg","Couple + C. LE and GT 16","10","","","","2"
"No","2015","Lower Saxony","1-pers.-HH","24","","","","2"
"No","2015","Lower Saxony","(Married) couple without C. ","66","0.0573966922817665","0.0410942516708464","0.0736991328926866","2"
"No","2015","Lower Saxony","Single parent ","33","0.107373195593065","0.0699575607822264","0.144788830403903","2"
"No","2015","Lower Saxony","Couple + C. LE 16 ","144","0.153332516121821","0.125968203198258","0.180696829045384","2"
"No","2015","Lower Saxony","Couple + C. GT 16 ","20","","","","2"
"No","2015","Lower Saxony","Couple + C. LE and GT 16","44","0.159110234480846","0.114390406884842","0.20383006207685","2"
"No","2015","Bremen","1-pers.-HH","7","","","","2"
"No","2015","Bremen","(Married) couple without C. ","5","","","","2"
"No","2015","Bremen","Single parent ","1","","","","2"
"No","2015","Bremen","Couple + C. LE 16 ","10","","","","2"
"No","2015","Bremen","Couple + C. GT 16 ","2","","","","2"
"No","2015","Bremen","Couple + C. LE and GT 16","13","","","","2"
"No","2015","North Rhine-Westphalia","1-pers.-HH","75","0.0670731687689917","0.0482855067381448","0.0858608307998385","2"
"No","2015","North Rhine-Westphalia","(Married) couple without C. ","164","0.0958768648737141","0.0808871044215562","0.110866625325872","2"
"No","2015","North Rhine-Westphalia","Single parent ","82","0.122594276595844","0.0943779975755903","0.150810555616098","2"
"No","2015","North Rhine-Westphalia","Couple + C. LE 16 ","423","0.188394992130353","0.168613238845483","0.208176745415222","2"
"No","2015","North Rhine-Westphalia","Couple + C. GT 16 ","115","0.096294579620275","0.0749970754744968","0.117592083766053","2"
"No","2015","North Rhine-Westphalia","Couple + C. LE and GT 16","97","0.180621554779734","0.147002062208949","0.214241047350519","2"
"No","2015","Hesse","1-pers.-HH","56","0.135921879218515","0.0939412157637599","0.177902542673271","2"
"No","2015","Hesse","(Married) couple without C. ","90","0.128564002351614","0.0996276375097882","0.157500367193439","2"
"No","2015","Hesse","Single parent ","26","","","","2"
"No","2015","Hesse","Couple + C. LE 16 ","135","0.182933872699115","0.149543586311461","0.216324159086769","2"
"No","2015","Hesse","Couple + C. GT 16 ","30","0.0827546149470101","0.0444756283549629","0.121033601539057","2"
"No","2015","Hesse","Couple + C. LE and GT 16","30","0.288881450764102","0.218208962993136","0.359553938535069","2"
"No","2015","Rhineland-Palatinate,Saarland","1-pers.-HH","24","","","","2"
"No","2015","Rhineland-Palatinate,Saarland","(Married) couple without C. ","36","0.0643705816589744","0.0420407858496262","0.0867003774683226","2"
"No","2015","Rhineland-Palatinate,Saarland","Single parent ","26","","","","2"
"No","2015","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","96","0.179155081450943","0.140290194184157","0.218019968717729","2"
"No","2015","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","30","0.0993296813764503","0.0519355222619708","0.14672384049093","2"
"No","2015","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","31","0.171503855063752","0.113636120851238","0.229371589276266","2"
"No","2015","Baden-Württemberg","1-pers.-HH","51","0.084439635349223","0.0566658936246643","0.112213377073782","2"
"No","2015","Baden-Württemberg","(Married) couple without C. ","116","0.104912946348451","0.0845385203424603","0.125287372354441","2"
"No","2015","Baden-Württemberg","Single parent ","38","0.203775513604047","0.152814714076084","0.254736313132011","2"
"No","2015","Baden-Württemberg","Couple + C. LE 16 ","234","0.182931416645014","0.157962961020519","0.20789987226951","2"
"No","2015","Baden-Württemberg","Couple + C. GT 16 ","65","0.132321232174913","0.098906052816441","0.165736411533385","2"
"No","2015","Baden-Württemberg","Couple + C. LE and GT 16","61","0.251771477553957","0.204364687578829","0.299178267529084","2"
"No","2015","Bavaria","1-pers.-HH","96","0.0909233387599776","0.067957210444635","0.11388946707532","2"
"No","2015","Bavaria","(Married) couple without C. ","166","0.112164641792377","0.0945576680533314","0.129771615531422","2"
"No","2015","Bavaria","Single parent ","23","","","","2"
"No","2015","Bavaria","Couple + C. LE 16 ","282","0.185282325489895","0.162875637620106","0.207689013359684","2"
"No","2015","Bavaria","Couple + C. GT 16 ","52","0.089182558516969","0.0651663142870387","0.113198802746899","2"
"No","2015","Bavaria","Couple + C. LE and GT 16","75","0.208376317288701","0.168221709880126","0.248530924697276","2"
"No","2015","Berlin","1-pers.-HH","28","","","","2"
"No","2015","Berlin","(Married) couple without C. ","40","0.0726552374094258","0.043853089992989","0.101457384825863","2"
"No","2015","Saxony","1-pers.-HH","4","","","","2"
"No","2015","Saxony","(Married) couple without C. ","14","","","","2"
"No","2015","Saxony","Single parent ","6","","","","2"
"No","2015","Saxony","Couple + C. LE 16 ","15","","","","2"
"No","2015","Saxony","Couple + C. GT 16 ","3","","","","2"
"No","2015","Saxony","Couple + C. LE and GT 16","","","","","2"
"No","2015","Saxony-Anhalt","1-pers.-HH","7","","","","2"
"No","2015","Saxony-Anhalt","(Married) couple without C. ","9","","","","2"
"No","2015","Saxony-Anhalt","Single parent ","","","","","2"
"No","2015","Saxony-Anhalt","Couple + C. LE 16 ","8","","","","2"
"No","2015","Saxony-Anhalt","Couple + C. GT 16 ","3","","","","2"
"No","2015","Saxony-Anhalt","Couple + C. LE and GT 16","7","","","","2"
"No","2015","Thuringia","1-pers.-HH","8","","","","2"
"No","2015","Thuringia","(Married) couple without C. ","22","","","","2"
"No","2015","Thuringia","Single parent ","2","","","","2"
"No","2015","Thuringia","Couple + C. LE 16 ","28","","","","2"
"No","2015","Thuringia","Couple + C. GT 16 ","2","","","","2"
"No","2015","Thuringia","Couple + C. LE and GT 16","6","","","","2"
"Yes","2015","Schleswig-Holstein","1-pers.-HH","133","0.975961921246868","0.950680304223194","1.00124353827054","1"
"Yes","2015","Schleswig-Holstein","(Married) couple without C. ","226","0.911655078526529","0.876476024335675","0.946834132717383","1"
"Yes","2015","Schleswig-Holstein","Single parent ","94","0.980080597484725","0.952130616027929","1.00803057894152","1"
"Yes","2015","Schleswig-Holstein","Couple + C. LE 16 ","209","0.891694774811998","0.853095314440405","0.93029423518359","1"
"Yes","2015","Schleswig-Holstein","Couple + C. GT 16 ","84","0.963710137430245","0.927238666465283","1.00018160839521","1"
"Yes","2015","Schleswig-Holstein","Couple + C. LE and GT 16","39","0.878156208050988","0.784640029133893","0.971672386968082","1"
"Yes","2015","Hamburg","1-pers.-HH","59","0.916345774564494","0.85194478381301","0.980746765315977","1"
"Yes","2015","Hamburg","(Married) couple without C. ","126","0.948100900335538","0.911356491499647","0.98484530917143","1"
"Yes","2015","Hamburg","Single parent ","40","0.945996203316654","0.877639629106575","1.01435277752673","1"
"Yes","2015","Hamburg","Couple + C. LE 16 ","88","0.87076915465508","0.809190488676184","0.932347820633977","1"
"Yes","2015","Hamburg","Couple + C. GT 16 ","36","0.759955801818511","0.635165277797267","0.884746325839755","1"
"Yes","2015","Hamburg","Couple + C. LE and GT 16","28","","","","1"
"Yes","2015","Lower Saxony","1-pers.-HH","283","0.968995677335784","0.949606876608452","0.988384478063116","1"
"Yes","2015","Lower Saxony","(Married) couple without C. ","716","0.942603307718233","0.926300867107313","0.958905748329154","1"
"Yes","2015","Lower Saxony","Single parent ","230","0.892626804406936","0.855211169596097","0.930042439217774","1"
"Yes","2015","Lower Saxony","Couple + C. LE 16 ","522","0.846667483878179","0.819303170954616","0.874031796801742","1"
"Yes","2015","Lower Saxony","Couple + C. GT 16 ","242","0.960835717166845","0.937346577844844","0.984324856488845","1"
"Yes","2015","Lower Saxony","Couple + C. LE and GT 16","213","0.840889765519154","0.79616993792315","0.885609593115158","1"
"Yes","2015","Bremen","1-pers.-HH","25","","","","1"
"Yes","2015","Bremen","(Married) couple without C. ","37","0.959954795432727","0.900658973241943","1.01925061762351","1"
"Yes","2015","Bremen","Single parent ","29","","","","1"
"Yes","2015","Bremen","Couple + C. LE 16 ","33","0.774794844420015","0.649942590026431","0.899647098813599","1"
"Yes","2015","Bremen","Couple + C. GT 16 ","16","","","","1"
"Yes","2015","Bremen","Couple + C. LE and GT 16","9","","","","1"
"Yes","2015","North Rhine-Westphalia","1-pers.-HH","606","0.932926831231008","0.914139169200161","0.951714493261855","1"
"Yes","2015","North Rhine-Westphalia","(Married) couple without C. ","1318","0.904123135126286","0.889133374674128","0.919112895578444","1"
"Yes","2015","Berlin","Couple + C. GT 16 ","53","0.976233106409537","0.935977189509673","1.0164890233094","1"
"Yes","2015","Berlin","Couple + C. LE and GT 16","31","0.63415905397015","0.488489530275724","0.779828577664576","1"
"Yes","2015","North Rhine-Westphalia","Single parent ","437","0.877405723404156","0.849189444383902","0.90562200242441","1"
"Yes","2015","North Rhine-Westphalia","Couple + C. LE 16 ","1078","0.811605007869647","0.791823254584778","0.831386761154517","1"
"Yes","2015","North Rhine-Westphalia","Couple + C. GT 16 ","622","0.903705420379725","0.882407916233947","0.925002924525503","1"
"Yes","2015","North Rhine-Westphalia","Couple + C. LE and GT 16","406","0.819378445220266","0.785758952649481","0.852997937791051","1"
"Yes","2015","Hesse","1-pers.-HH","200","0.864078120781485","0.822097457326729","0.90605878423624","1"
"Yes","2015","Hesse","(Married) couple without C. ","424","0.871435997648386","0.842499632806561","0.900372362490212","1"
"Yes","2015","Hesse","Single parent ","142","0.84842733014845","0.794200873707586","0.902653786589314","1"
"Yes","2015","Hesse","Couple + C. LE 16 ","380","0.817066127300885","0.783675840913231","0.850456413688539","1"
"Yes","2015","Hesse","Couple + C. GT 16 ","169","0.91724538505299","0.878966398460943","0.955524371645037","1"
"Yes","2015","Hesse","Couple + C. LE and GT 16","128","0.711118549235898","0.640446061464931","0.781791037006864","1"
"Yes","2015","Rhineland-Palatinate,Saarland","1-pers.-HH","204","0.923860347938346","0.88943413305274","0.958286562823952","1"
"Yes","2015","Rhineland-Palatinate,Saarland","(Married) couple without C. ","428","0.935629418341026","0.913299622531677","0.957959214150374","1"
"Yes","2015","Rhineland-Palatinate,Saarland","Single parent ","123","0.920304681324587","0.876819911240718","0.963789451408456","1"
"Yes","2015","Bavaria","Couple + C. GT 16 ","489","0.910817441483031","0.886801197253101","0.934833685712961","1"
"Yes","2015","Bavaria","Couple + C. LE and GT 16","318","0.791623682711299","0.751469075302724","0.831778290119874","1"
"Yes","2015","Berlin","(Married) couple without C. ","272","0.927344762590574","0.898542615174138","0.956146910007011","1"
"Yes","2015","Berlin","Single parent ","102","0.945064245043106","0.902091368253039","0.988037121833173","1"
"Yes","2015","Berlin","Couple + C. LE 16 ","181","0.883780609953676","0.841527032537615","0.926034187369738","1"
"Yes","2015","Brandenburg","1-pers.-HH","136","0.972526430768899","0.945449943441186","0.999602918096612","1"
"Yes","2015","Brandenburg","(Married) couple without C. ","398","0.988944916823858","0.978786689089877","0.99910314455784","1"
"Yes","2015","Brandenburg","Single parent ","90","1","1","1","1"
"Yes","2015","Brandenburg","Couple + C. LE 16 ","186","0.957228458311022","0.929462142406903","0.98499477421514","1"
"Yes","2015","Brandenburg","Couple + C. GT 16 ","66","0.950185494753812","0.901591249945667","0.998779739561956","1"
"Yes","2015","Baden-Württemberg","Couple + C. GT 16 ","330","0.867678767825087","0.834263588466615","0.901093947183559","1"
"Yes","2015","Baden-Württemberg","Couple + C. LE and GT 16","261","0.748228522446043","0.700821732470916","0.795635312421171","1"
"Yes","2015","Bavaria","(Married) couple without C. ","1068","0.887835358207623","0.870228384468578","0.905442331946669","1"
"Yes","2015","Bavaria","Single parent ","346","0.954068008764811","0.932708945044226","0.975427072485396","1"
"Yes","2015","Bavaria","Couple + C. LE 16 ","873","0.814717674510105","0.792310986640316","0.837124362379894","1"
"Yes","2015","Berlin","1-pers.-HH","202","0.93176174472578","0.899174280459643","0.964349208991917","1"
"Yes","2015","Brandenburg","Couple + C. LE and GT 16","56","0.959267644650623","0.909662943945737","1.00887234535551","1"
"Yes","2015","Mecklenburg-Western Pomerania","1-pers.-HH","104","1","1","1","1"
