"pgfamstd","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Single","2003","1-pers.-HH","no migration background","1072","0.415283452444952","0.396436300335109","0.434130604554796","3"
"Single","2003","Single parent ","no migration background","423","0.465542726560122","0.433151665757784","0.497933787362459","3"
"Single","2003","Single parent ","direct migration background","50","0.366166574261073","0.287206601484372","0.445126547037775","3"
"Single","2003","Single parent ","indirect migration background","51","0.824405565464211","0.731190966611533","0.917620164316888","3"
"Single","2003","Couple + C. LE 16 ","no migration background","305","0.0890056667796072","0.0796188130895549","0.0983925204696595","3"
"Single","2003","Couple + C. LE 16 ","direct migration background","8","","","","3"
"Single","2003","Couple + C. LE 16 ","indirect migration background","16","","","","3"
"Single","2003","Couple + C. GT 16 ","no migration background","1292","0.38275020750957","0.366251364619876","0.399249050399265","3"
"Single","2003","Couple + C. GT 16 ","direct migration background","83","0.231115899481649","0.191364578112147","0.270867220851152","3"
"Single","2003","Couple + C. GT 16 ","indirect migration background","175","0.87132823463086","0.823465039174987","0.919191430086732","3"
"Single","2003","Couple + C. LE and GT 16","no migration background","504","0.365041982704813","0.33999238207698","0.390091583332646","3"
"Single","2003","Couple + C. LE and GT 16","indirect migration background","116","0.919033825195296","0.871960942513308","0.966106707877285","3"
"Single","2003","Couple + C. LE and GT 16","direct migration background","67","0.251023964852034","0.201627736589549","0.300420193114518","3"
"Widowed","2003","(Married) couple without C. ","direct migration background","8","","","","5"
"Widowed","2003","1-pers.-HH","no migration background","895","0.351458440830254","0.333198194795647","0.369718686864862","5"
"Widowed","2003","1-pers.-HH","direct migration background","80","0.321128469767641","0.260917544095022","0.38133939544026","5"
"Widowed","2003","(Married) couple without C. ","no migration background","114","0.016887926962286","0.0137419175986854","0.0200339363258866","5"
"Widowed","2003","1-pers.-HH","indirect migration background","3","","","","5"
"Widowed","2003","(Married) couple without C. ","indirect migration background","1","","","","5"
"Widowed","2003","Single parent ","no migration background","137","0.138799809749109","0.116348824915229","0.16125079458299","5"
"Widowed","2003","Single parent ","direct migration background","23","","","","5"
"Widowed","2003","Single parent ","indirect migration background","1","","","","5"
"Widowed","2003","Couple + C. LE 16 ","no migration background","5","","","","5"
"Widowed","2003","Couple + C. LE 16 ","direct migration background","2","","","","5"
"Widowed","2003","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Widowed","2003","Couple + C. GT 16 ","no migration background","12","","","","5"
"Widowed","2003","Couple + C. GT 16 ","direct migration background","2","","","","5"
"Widowed","2003","Couple + C. LE and GT 16","direct migration background","1","","","","5"
"Widowed","2003","Couple + C. LE and GT 16","indirect migration background","1","","","","5"
"Widowed","2003","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Widowed","2003","Couple + C. LE and GT 16","no migration background","9","","","","5"
"Divorced","2004","1-pers.-HH","indirect migration background","7","","","","4"
"Divorced","2004","(Married) couple without C. ","no migration background","251","0.0328838519463267","0.0285205754878435","0.0372471284048099","4"
"Divorced","2004","Single parent ","no migration background","257","0.315124712376586","0.284534801678605","0.345714623074567","4"
"Divorced","2004","Single parent ","direct migration background","44","0.332793787571906","0.253306284874583","0.412281290269229","4"
"Divorced","2004","1-pers.-HH","no migration background","517","0.19351198700081","0.178280064165785","0.208743909835836","4"
"Divorced","2004","1-pers.-HH","direct migration background","46","0.208311922450055","0.15402903049949","0.26259481440062","4"
"Divorced","2004","(Married) couple without C. ","direct migration background","13","","","","4"
"Divorced","2004","(Married) couple without C. ","indirect migration background","3","","","","4"
"Divorced","2004","Single parent ","indirect migration background","8","","","","4"
"Divorced","2004","Couple + C. LE 16 ","no migration background","122","0.0435210134881008","0.0365408431736084","0.0505011838025932","4"
"Divorced","2004","Couple + C. LE 16 ","direct migration background","11","","","","4"
"Divorced","2004","Couple + C. LE 16 ","indirect migration background","3","","","","4"
"Divorced","2004","Couple + C. GT 16 ","no migration background","73","0.0180461506821102","0.0135050288144548","0.0225872725497656","4"
"Divorced","2004","Couple + C. GT 16 ","direct migration background","7","","","","4"
"Divorced","2004","Couple + C. GT 16 ","indirect migration background","1","","","","4"
"Divorced","2004","Couple + C. LE and GT 16","no migration background","41","0.0268340409366321","0.0182042398267751","0.0354638420464891","4"
"Divorced","2004","Couple + C. LE and GT 16","direct migration background","3","","","","4"
"Divorced","2004","Couple + C. LE and GT 16","indirect migration background","2","","","","4"
"Married","2004","1-pers.-HH","no migration background","2","","","","1"
"Married","2004","1-pers.-HH","direct migration background","1","","","","1"
"Married","2004","1-pers.-HH","indirect migration background","","","","","1"
"Married","2004","(Married) couple without C. ","no migration background","5156","0.827473438565102","0.818228860679739","0.836718016450466","1"
"Married","2004","(Married) couple without C. ","indirect migration background","62","0.467004273385158","0.375420621665368","0.558587925104948","1"
"Married","2004","Single parent ","no migration background","2","","","","1"
"Married","2004","Single parent ","direct migration background","4","","","","1"
"Married","2004","(Married) couple without C. ","direct migration background","657","0.87011052499848","0.845888724494521","0.89433232550244","1"
"Married","2004","Single parent ","indirect migration background","1","","","","1"
"Married","2004","Couple + C. LE 16 ","no migration background","2814","0.840370097393802","0.827839515986393","0.852900678801211","1"
"Married","2004","Couple + C. LE 16 ","direct migration background","574","0.932800299373647","0.912816988597177","0.952783610150117","1"
"Married","2004","Couple + C. LE 16 ","indirect migration background","156","0.839321661620177","0.785523868890185","0.893119454350168","1"
"Married","2004","Couple + C. GT 16 ","no migration background","1928","0.592301338648531","0.575537775735056","0.609064901562006","1"
"Married","2004","Couple + C. LE and GT 16","no migration background","814","0.598814408841211","0.572639626590729","0.624989191091693","1"
"Married","2004","Couple + C. GT 16 ","direct migration background","328","0.730017540310541","0.687859762181092","0.77217531843999","1"
"Married","2004","Couple + C. GT 16 ","indirect migration background","11","","","","1"
"Married","2004","Couple + C. LE and GT 16","indirect migration background","15","","","","1"
"Married","2004","Couple + C. LE and GT 16","direct migration background","222","0.728864233664498","0.679055660301158","0.778672807027838","1"
"Married, but separated","2004","1-pers.-HH","indirect migration background","7","","","","2"
"Married, but separated","2004","1-pers.-HH","no migration background","134","0.046477812719167","0.0383609149026692","0.0545947105356648","2"
"Married, but separated","2004","1-pers.-HH","direct migration background","21","","","","2"
"Married, but separated","2004","(Married) couple without C. ","no migration background","67","0.010413263054573","0.00792954425764378","0.0128969818515023","2"
"Married, but separated","2004","(Married) couple without C. ","direct migration background","14","","","","2"
"Married, but separated","2004","(Married) couple without C. ","indirect migration background","","","","","2"
"Married, but separated","2004","Single parent ","no migration background","91","0.0969633772691989","0.0774789439811479","0.11644781055725","2"
"Married, but separated","2004","Single parent ","direct migration background","20","","","","2"
"Married, but separated","2004","Single parent ","indirect migration background","4","","","","2"
"Married, but separated","2004","Couple + C. LE 16 ","no migration background","38","0.00984411772950377","0.00646643395156762","0.0132218015074399","2"
"Married, but separated","2004","Couple + C. LE 16 ","direct migration background","10","","","","2"
"Married, but separated","2004","Couple + C. LE 16 ","indirect migration background","","","","","2"
"Married, but separated","2004","Couple + C. GT 16 ","no migration background","20","","","","2"
