"pgfamstd","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Single","2014","35-65 y.","middle vocational","812","0.151740547489056","0.14350090984028","0.159980185137832","3"
"Single","2014","35-65 y.","vocational + Abi","190","0.20781142140368","0.186693120658239","0.228929722149121","3"
"Single","2014","35-65 y.","higher vocational","111","0.149422361636852","0.128562258990219","0.170282464283485","3"
"Single","2014","35-65 y.","higher education","525","0.208160871626081","0.195754808821476","0.220566934430686","3"
"Single","2014","66 and older","in school","","","","","3"
"Single","2014","66 and older","inadequately","1","","","","3"
"Single","2014","66 and older","general elemantary","14","","","","3"
"Single","2014","66 and older","middle vocational","78","0.0464492037778532","0.0383189355603179","0.0545794719953885","3"
"Single","2014","66 and older","vocational + Abi","5","","","","3"
"Single","2014","66 and older","higher vocational","18","","","","3"
"Single","2014","66 and older","higher education","52","0.082987867151516","0.0671537571311552","0.0988219771718769","3"
"Single","2014","16-34 y.","inadequately","102","0.733511921211432","0.665638964271729","0.801384878151135","3"
"Widowed","2014","66 and older","in school","","","","","5"
"Widowed","2014","16-34 y.","in school","","","","","5"
"Widowed","2014","16-34 y.","inadequately","","","","","5"
"Widowed","2014","16-34 y.","general elemantary","3","","","","5"
"Widowed","2014","16-34 y.","middle vocational","3","","","","5"
"Widowed","2014","16-34 y.","vocational + Abi","","","","","5"
"Widowed","2014","16-34 y.","higher vocational","","","","","5"
"Widowed","2014","35-65 y.","general elemantary","45","0.0492520462075159","0.0371637831197842","0.0613403092952476","5"
"Widowed","2014","35-65 y.","middle vocational","204","0.0323966111847803","0.0283303860719149","0.0364628362976456","5"
"Widowed","2014","35-65 y.","vocational + Abi","20","","","","5"
"Widowed","2014","35-65 y.","higher vocational","18","","","","5"
"Widowed","2014","35-65 y.","higher education","68","0.0193518817278374","0.0151423465072539","0.0235614169484208","5"
"Widowed","2014","16-34 y.","higher education","","","","","5"
"Widowed","2014","35-65 y.","in school","","","","","5"
"Widowed","2014","35-65 y.","inadequately","8","","","","5"
"Widowed","2014","66 and older","inadequately","13","","","","5"
"Widowed","2014","66 and older","general elemantary","263","0.436975574047776","0.400152172739612","0.473798975355941","5"
"Widowed","2014","66 and older","middle vocational","584","0.276344920270929","0.259069231550699","0.293620608991158","5"
"Widowed","2014","66 and older","vocational + Abi","33","0.378805012420124","0.295418032545875","0.462191992294373","5"
"Widowed","2014","66 and older","higher vocational","46","0.153297121982412","0.115225499229343","0.191368744735481","5"
"Widowed","2014","66 and older","higher education","144","0.160337921922743","0.139277396065465","0.18139844778002","5"
"Divorced","2015","16-34 y.","higher education","7","","","","4"
"Divorced","2015","35-65 y.","vocational + Abi","187","0.133627301535857","0.116286707049575","0.150967896022138","4"
"Divorced","2015","16-34 y.","general elemantary","22","","","","4"
"Divorced","2015","16-34 y.","middle vocational","39","0.0105998304945692","0.00668447805585873","0.0145151829332796","4"
"Divorced","2015","35-65 y.","inadequately","39","0.230951390490761","0.183961326373187","0.277941454608335","4"
"Divorced","2015","16-34 y.","higher vocational","2","","","","4"
"Divorced","2015","35-65 y.","higher vocational","120","0.146671259921376","0.125403969755382","0.167938550087371","4"
"Divorced","2015","66 and older","inadequately","4","","","","4"
"Divorced","2015","35-65 y.","general elemantary","191","0.159171646903945","0.138280514832624","0.180062778975267","4"
"Divorced","2015","35-65 y.","higher education","384","0.105494852948897","0.0960561720546462","0.114933533843147","4"
"Divorced","2015","66 and older","general elemantary","41","0.0605086560174901","0.0423599163195035","0.0786573957154767","4"
"Divorced","2015","16-34 y.","vocational + Abi","14","","","","4"
"Divorced","2015","35-65 y.","in school","","","","","4"
"Divorced","2015","35-65 y.","middle vocational","999","0.160868344815241","0.152273661403196","0.169463028227286","4"
"Divorced","2015","66 and older","in school","","","","","4"
"Divorced","2015","66 and older","middle vocational","167","0.0803456325402041","0.0697744228239281","0.0909168422564801","4"
"Divorced","2015","66 and older","vocational + Abi","12","","","","4"
"Divorced","2015","66 and older","higher vocational","23","","","","4"
"Divorced","2015","66 and older","higher education","90","0.132710255431125","0.11342650457734","0.151994006284909","4"
"Divorced","2015","16-34 y.","inadequately","4","","","","4"
"Divorced","2015","16-34 y.","in school","","","","","4"
"Married","2015","66 and older","in school","","","","","1"
"Married","2015","66 and older","inadequately","22","","","","1"
"Married","2015","66 and older","general elemantary","351","0.455334574550853","0.417427388662267","0.493241760439439","1"
"Married","2015","66 and older","middle vocational","1673","0.575262739051829","0.556039589878282","0.594485888225376","1"
"Married","2015","66 and older","vocational + Abi","78","0.433032793646307","0.35036279869057","0.515702788602043","1"
"Married","2015","66 and older","higher vocational","249","0.636232500598588","0.585468198960163","0.686996802237014","1"
"Married","2015","66 and older","higher education","878","0.609281277518808","0.581548191969751","0.637014363067864","1"
"Married","2015","16-34 y.","general elemantary","278","0.147881568675371","0.128327450200757","0.167435687149985","1"
"Married","2015","35-65 y.","inadequately","208","0.547448768020651","0.491951134024819","0.602946402016483","1"
"Married","2015","35-65 y.","general elemantary","774","0.608896340267411","0.581029157392827","0.636763523141995","1"
"Married","2015","35-65 y.","middle vocational","4755","0.616507677892631","0.605133314047083","0.627882041738178","1"
"Married","2015","35-65 y.","vocational + Abi","1020","0.612735908969122","0.587910049948049","0.637561767990194","1"
"Married","2015","35-65 y.","higher vocational","785","0.642615315308796","0.613806528923443","0.671424101694148","1"
"Married","2015","35-65 y.","higher education","2956","0.628475817042855","0.613628701934256","0.643322932151455","1"
"Married","2015","16-34 y.","in school","4","","","","1"
"Married","2015","16-34 y.","middle vocational","767","0.190079619312583","0.175078476309131","0.205080762316035","1"
"Married","2015","35-65 y.","in school","","","","","1"
"Married","2015","16-34 y.","vocational + Abi","216","0.291899497393326","0.253695151703942","0.33010384308271","1"
"Married","2015","16-34 y.","higher vocational","62","0.383253534456924","0.298697881120392","0.467809187793456","1"
"Married","2015","16-34 y.","higher education","479","0.246691473895172","0.222105543173315","0.271277404617029","1"
"Married","2015","16-34 y.","inadequately","64","0.187369161034476","0.131140475288053","0.243597846780899","1"
"Married, but separated","2015","35-65 y.","inadequately","9","","","","2"
"Married, but separated","2015","66 and older","in school","","","","","2"
"Married, but separated","2015","16-34 y.","general elemantary","24","","","","2"
"Married, but separated","2015","16-34 y.","middle vocational","33","0.0131638697269421","0.00880624607746936","0.0175214933764148","2"
"Married, but separated","2015","16-34 y.","vocational + Abi","12","","","","2"
"Married, but separated","2015","16-34 y.","higher vocational","2","","","","2"
"Married, but separated","2015","35-65 y.","general elemantary","38","0.0403688966714173","0.0291292918074332","0.0516085015354015","2"
"Married, but separated","2015","35-65 y.","middle vocational","221","0.029338116776841","0.0253905486000575","0.0332856849536245","2"
"Married, but separated","2015","35-65 y.","vocational + Abi","48","0.0310410074786257","0.0222023845394787","0.0398796304177726","2"
"Married, but separated","2015","35-65 y.","higher vocational","31","0.0374614173518405","0.0260462407529635","0.0488765939507174","2"
"Married, but separated","2015","66 and older","inadequately","2","","","","2"
"Married, but separated","2015","66 and older","general elemantary","9","","","","2"
"Married, but separated","2015","66 and older","middle vocational","55","0.021735906968474","0.0160650568028021","0.0274067571341459","2"
"Married, but separated","2015","66 and older","vocational + Abi","4","","","","2"
"Married, but separated","2015","66 and older","higher vocational","10","","","","2"
"Married, but separated","2015","66 and older","higher education","19","","","","2"
"Married, but separated","2015","16-34 y.","higher education","25","","","","2"
"Married, but separated","2015","35-65 y.","in school","","","","","2"
"Married, but separated","2015","35-65 y.","higher education","122","0.0300925398668835","0.0248432709950902","0.0353418087386768","2"
"Married, but separated","2015","16-34 y.","in school","1","","","","2"
"Married, but separated","2015","16-34 y.","inadequately","7","","","","2"
"Single","2015","16-34 y.","in school","770","0.996342979360473","0.992093209834827","1.00059274888612","3"
"Single","2015","16-34 y.","general elemantary","939","0.817731695002377","0.796465380551572","0.838998009453183","3"
"Single","2015","16-34 y.","middle vocational","1785","0.783963687464957","0.768229411537969","0.799697963391945","3"
"Single","2015","16-34 y.","vocational + Abi","302","0.6751647752909","0.635811119022325","0.714518431559475","3"
"Single","2015","16-34 y.","higher vocational","61","0.592146191141411","0.506676337195355","0.677616045087468","3"
"Single","2015","16-34 y.","higher education","670","0.73702585661529","0.711917341557492","0.762134371673088","3"
"Single","2015","35-65 y.","in school","","","","","3"
"Single","2015","35-65 y.","inadequately","46","0.15353826453662","0.113342450320972","0.193734078752268","3"
"Single","2015","35-65 y.","general elemantary","137","0.139241628354532","0.11947190372177","0.159011352987293","3"
"Single","2015","35-65 y.","middle vocational","866","0.16123684660422","0.152634214415103","0.169839478793337","3"
"Single","2015","35-65 y.","vocational + Abi","206","0.214105895254496","0.193200406174379","0.235011384334613","3"
"Single","2015","35-65 y.","higher vocational","107","0.161444527833166","0.139325857179964","0.183563198486367","3"
"Single","2015","35-65 y.","higher education","547","0.218199450791583","0.205508941300223","0.230889960282942","3"
"Single","2015","66 and older","in school","","","","","3"
"Single","2015","66 and older","inadequately","1","","","","3"
"Single","2015","66 and older","general elemantary","14","","","","3"
"Single","2015","66 and older","middle vocational","80","0.0512933125462009","0.042714491923131","0.0598721331692708","3"
"Single","2015","66 and older","vocational + Abi","6","","","","3"
"Single","2015","66 and older","higher vocational","16","","","","3"
"Single","2015","16-34 y.","inadequately","110","0.745290317045013","0.682506503172459","0.808074130917568","3"
"Single","2015","66 and older","higher education","52","0.0817751464057689","0.0661996337259946","0.0973506590855432","3"
"Widowed","2015","16-34 y.","in school","","","","","5"
"Widowed","2015","16-34 y.","inadequately","","","","","5"
"Widowed","2015","16-34 y.","general elemantary","3","","","","5"
"Widowed","2015","16-34 y.","middle vocational","4","","","","5"
"Widowed","2015","16-34 y.","vocational + Abi","","","","","5"
"Widowed","2015","35-65 y.","inadequately","7","","","","5"
"Widowed","2015","35-65 y.","general elemantary","38","0.0523214878026948","0.0396056199765939","0.0650373556287957","5"
"Widowed","2015","35-65 y.","middle vocational","179","0.0320490139110675","0.0279288589149632","0.0361691689071719","5"
"Widowed","2015","35-65 y.","vocational + Abi","18","","","","5"
"Widowed","2015","35-65 y.","higher vocational","20","","","","5"
"Widowed","2015","35-65 y.","higher education","60","0.0177373393497816","0.0136816722358856","0.0217930064636776","5"
"Widowed","2015","66 and older","in school","","","","","5"
"Widowed","2015","16-34 y.","higher vocational","","","","","5"
"Widowed","2015","16-34 y.","higher education","","","","","5"
"Widowed","2015","35-65 y.","in school","","","","","5"
"Widowed","2015","66 and older","inadequately","13","","","","5"
"Widowed","2015","66 and older","general elemantary","248","0.437188161530736","0.399430322078846","0.474946000982626","5"
"Widowed","2015","66 and older","middle vocational","565","0.271362408893292","0.254069746522752","0.288655071263831","5"
"Widowed","2015","66 and older","vocational + Abi","38","0.392801465893101","0.3113196957992","0.474283235987003","5"
"Widowed","2015","66 and older","higher vocational","47","0.159413521894405","0.120786402533505","0.198040641255305","5"
"Widowed","2015","66 and older","higher education","150","0.160755445413608","0.139877667366287","0.181633223460929","5"
"Divorced","2016","66 and older","in school","","","","","4"
"Divorced","2016","16-34 y.","general elemantary","19","","","","4"
"Divorced","2016","16-34 y.","middle vocational","38","0.0113843287060929","0.00733597775772152","0.0154326796544643","4"
"Divorced","2016","16-34 y.","higher vocational","2","","","","4"
"Divorced","2016","16-34 y.","higher education","10","","","","4"
"Divorced","2016","35-65 y.","inadequately","44","0.191388211286678","0.165440720566493","0.217335702006864","4"
"Divorced","2016","35-65 y.","general elemantary","177","0.176799868431572","0.156266036013361","0.197333700849784","4"
"Divorced","2016","35-65 y.","vocational + Abi","181","0.123594568496812","0.106689395222401","0.140499741771222","4"
"Divorced","2016","35-65 y.","higher vocational","118","0.159170157308601","0.136088376329974","0.182251938287227","4"
"Divorced","2016","66 and older","inadequately","4","","","","4"
"Divorced","2016","66 and older","middle vocational","167","0.086890836398332","0.0756683587916581","0.0981133140050059","4"
"Divorced","2016","66 and older","vocational + Abi","12","","","","4"
"Divorced","2016","35-65 y.","higher education","362","0.0968544662263184","0.0877914648366177","0.105917467616019","4"
"Divorced","2016","66 and older","general elemantary","39","0.0579951126574563","0.0397145084710639","0.0762757168438488","4"
"Divorced","2016","66 and older","higher vocational","19","","","","4"
"Divorced","2016","16-34 y.","vocational + Abi","16","","","","4"
"Divorced","2016","35-65 y.","in school","","","","","4"
"Divorced","2016","35-65 y.","middle vocational","947","0.164224871983003","0.155385432203587","0.173064311762419","4"
"Divorced","2016","66 and older","higher education","92","0.128194564645904","0.109248147575346","0.147140981716462","4"
"Divorced","2016","16-34 y.","inadequately","16","","","","4"
"Divorced","2016","16-34 y.","in school","","","","","4"
"Married","2016","16-34 y.","general elemantary","412","0.151764761109635","0.134195218247979","0.169334303971292","1"
"Married","2016","16-34 y.","middle vocational","762","0.197559189197545","0.182365409781713","0.212752968613377","1"
"Married","2016","16-34 y.","vocational + Abi","204","0.289200099952224","0.250852883349734","0.327547316554715","1"
"Married","2016","16-34 y.","higher vocational","53","0.321531494871128","0.236167294445521","0.406895695296734","1"
"Married","2016","16-34 y.","higher education","541","0.246894616394037","0.224044483591731","0.269744749196343","1"
"Married","2016","35-65 y.","in school","3","","","","1"
"Married","2016","35-65 y.","inadequately","667","0.596568872050234","0.564210792682873","0.628926951417595","1"
"Married","2016","35-65 y.","general elemantary","901","0.617120842153338","0.590957555524974","0.643284128781701","1"
"Married","2016","35-65 y.","middle vocational","4569","0.612515126583258","0.600891374463926","0.62413887870259","1"
"Married","2016","35-65 y.","vocational + Abi","992","0.601157106437727","0.576005697099565","0.626308515775889","1"
"Married","2016","35-65 y.","higher vocational","701","0.652137315349045","0.622086387750404","0.682188242947686","1"
"Married","2016","35-65 y.","higher education","2998","0.630817225751306","0.616029348471401","0.645605103031211","1"
"Married","2016","66 and older","in school","","","","","1"
"Married","2016","66 and older","inadequately","28","","","","1"
"Married","2016","66 and older","general elemantary","332","0.465689591216842","0.426676231511266","0.504702950922417","1"
"Married","2016","66 and older","middle vocational","1599","0.568437918703868","0.548704443795382","0.588171393612355","1"
"Married","2016","66 and older","vocational + Abi","73","0.442191534622808","0.356487553078919","0.527895516166698","1"
"Married","2016","66 and older","higher vocational","230","0.613359483907047","0.560577533047976","0.666141434766119","1"
"Married","2016","66 and older","higher education","879","0.603740032417305","0.576019754002345","0.631460310832265","1"
"Married","2016","16-34 y.","inadequately","496","0.210595223723311","0.186072993460068","0.235117453986553","1"
"Married","2016","16-34 y.","in school","3","","","","1"
"Married, but separated","2016","16-34 y.","general elemantary","66","0.0162179742564037","0.0100326199710197","0.0224033285417878","2"
"Married, but separated","2016","35-65 y.","inadequately","93","0.0530744551412417","0.0382878516346698","0.0678610586478136","2"
"Married, but separated","2016","66 and older","in school","","","","","2"
"Married, but separated","2016","16-34 y.","in school","","","","","2"
"Married, but separated","2016","16-34 y.","inadequately","64","0.0477928708150405","0.0349626802710283","0.0606230613590526","2"
"Married, but separated","2016","16-34 y.","middle vocational","59","0.0096006500864656","0.0058795942287475","0.0133217059441837","2"
"Married, but separated","2016","16-34 y.","vocational + Abi","8","","","","2"
"Married, but separated","2016","16-34 y.","higher vocational","1","","","","2"
"Married, but separated","2016","35-65 y.","general elemantary","85","0.027699575525131","0.0188664760037654","0.0365326750464966","2"
"Married, but separated","2016","35-65 y.","middle vocational","254","0.028092357996755","0.0241498993224654","0.0320348166710446","2"
"Married, but separated","2016","35-65 y.","vocational + Abi","57","0.0356635855995399","0.026137945054022","0.0451892261450578","2"
"Married, but separated","2016","35-65 y.","higher vocational","32","0.0356154623179078","0.0239223843169216","0.0473085403188941","2"
"Married, but separated","2016","66 and older","inadequately","2","","","","2"
"Married, but separated","2016","66 and older","general elemantary","13","","","","2"
"Married, but separated","2016","66 and older","middle vocational","45","0.01991050603418","0.0143448748473213","0.0254761372210388","2"
"Married, but separated","2016","66 and older","vocational + Abi","2","","","","2"
"Married, but separated","2016","66 and older","higher vocational","13","","","","2"
"Married, but separated","2016","66 and older","higher education","23","","","","2"
"Married, but separated","2016","16-34 y.","higher education","52","0.0234968257273356","0.0154699512816162","0.0315237001730549","2"
"Married, but separated","2016","35-65 y.","in school","1","","","","2"
"Married, but separated","2016","35-65 y.","higher education","159","0.0412441700365444","0.0351506443737461","0.0473376956993426","2"
"Single","2016","66 and older","in school","","","","","3"
"Single","2016","66 and older","inadequately","1","","","","3"
"Single","2016","66 and older","general elemantary","13","","","","3"
"Single","2016","66 and older","middle vocational","73","0.0515211764958872","0.0427137888166303","0.0603285641751441","3"
"Single","2016","66 and older","vocational + Abi","6","","","","3"
"Single","2016","66 and older","higher vocational","16","","","","3"
"Single","2016","66 and older","higher education","48","0.0779062460004413","0.0627163017385969","0.0930961902622856","3"
"Single","2016","35-65 y.","higher vocational","94","0.140489117774166","0.118564528470662","0.162413707077671","3"
"Single","2016","16-34 y.","in school","731","0.999696147300715","0.998435290922718","1.00095700367871","3"
"Single","2016","16-34 y.","general elemantary","1102","0.820170871597061","0.801364759284771","0.838976983909352","3"
"Single","2016","16-34 y.","middle vocational","1774","0.779750871897998","0.763936726448847","0.795565017347149","3"
"Single","2016","16-34 y.","vocational + Abi","308","0.686462493922423","0.647223839610496","0.725701148234349","3"
"Single","2016","16-34 y.","higher vocational","59","0.667379123234543","0.581267806251118","0.753490440217968","3"
"Single","2016","16-34 y.","higher education","762","0.727153275249383","0.70354972140017","0.750756829098596","3"
"Single","2016","35-65 y.","in school","","","","","3"
"Single","2016","35-65 y.","inadequately","48","0.13333697513536","0.110915293968927","0.155758656301793","3"
"Single","2016","35-65 y.","general elemantary","126","0.13059853741008","0.112461946011334","0.148735128808825","3"
"Single","2016","35-65 y.","middle vocational","791","0.162202820712143","0.153407347663884","0.170998293760402","3"
"Single","2016","35-65 y.","vocational + Abi","205","0.22669426395697","0.205188083531294","0.248200444382646","3"
"Single","2016","35-65 y.","higher education","515","0.21576745496509","0.203162283682422","0.228372626247759","3"
"Single","2016","16-34 y.","inadequately","477","0.715331848583486","0.688191897912656","0.742471799254316","3"
"Widowed","2016","16-34 y.","in school","","","","","5"
"Widowed","2016","16-34 y.","inadequately","9","","","","5"
"Widowed","2016","16-34 y.","general elemantary","3","","","","5"
"Widowed","2016","16-34 y.","middle vocational","5","","","","5"
"Widowed","2016","16-34 y.","vocational + Abi","1","","","","5"
"Widowed","2016","35-65 y.","inadequately","31","0.0256314863864853","0.0152079219392634","0.0360550508337072","5"
"Widowed","2016","35-65 y.","general elemantary","37","0.0477811764798793","0.0363003506213757","0.0592620023383828","5"
"Widowed","2016","35-65 y.","middle vocational","187","0.0329648227248419","0.0287048476056094","0.0372247978440744","5"
"Widowed","2016","35-65 y.","vocational + Abi","21","","","","5"
"Widowed","2016","35-65 y.","higher vocational","20","","","","5"
"Widowed","2016","35-65 y.","higher education","57","0.0153166830207415","0.0115534249335679","0.0190799411079151","5"
"Widowed","2016","66 and older","in school","","","","","5"
"Widowed","2016","66 and older","inadequately","20","","","","5"
"Widowed","2016","66 and older","general elemantary","231","0.418444495376838","0.37986266884012","0.457026321913556","5"
"Widowed","2016","66 and older","middle vocational","536","0.273239562367732","0.255485087256704","0.29099403747876","5"
"Widowed","2016","66 and older","vocational + Abi","36","0.373866768089017","0.290374733380378","0.457358802797657","5"
"Widowed","2016","66 and older","higher vocational","49","0.16975188936263","0.129062097247404","0.210441681477856","5"
"Widowed","2016","66 and older","higher education","154","0.171296667508489","0.149943785469314","0.192649549547664","5"
"Widowed","2016","16-34 y.","higher vocational","","","","","5"
"Widowed","2016","16-34 y.","higher education","3","","","","5"
"Widowed","2016","35-65 y.","in school","","","","","5"
"Divorced","2017","66 and older","in school","","","","","4"
"Divorced","2017","66 and older","inadequately","7","","","","4"
"Divorced","2017","16-34 y.","general elemantary","22","","","","4"
"Divorced","2017","16-34 y.","middle vocational","39","0.0113456211840875","0.00756331229126449","0.0151279300769105","4"
"Divorced","2017","16-34 y.","higher vocational","2","","","","4"
"Divorced","2017","16-34 y.","higher education","14","","","","4"
"Divorced","2017","35-65 y.","inadequately","57","0.21017700925189","0.186347466859699","0.234006551644082","4"
"Divorced","2017","35-65 y.","general elemantary","199","0.170816468526515","0.152092735675522","0.189540201377508","4"
"Divorced","2017","35-65 y.","middle vocational","1036","0.161866324754203","0.153482785318796","0.170249864189611","4"
"Divorced","2017","35-65 y.","vocational + Abi","221","0.151376565811479","0.133885440881997","0.168867690740961","4"
"Divorced","2017","35-65 y.","higher vocational","119","0.132878204644605","0.112501384334197","0.153255024955013","4"
"Divorced","2017","35-65 y.","higher education","403","0.0970856374502309","0.0885389385858139","0.105632336314648","4"
"Divorced","2017","66 and older","general elemantary","43","0.0684460711938585","0.0487127115279296","0.0881794308597874","4"
"Divorced","2017","66 and older","middle vocational","203","0.0998702967557717","0.088267167690998","0.111473425820545","4"
"Divorced","2017","66 and older","vocational + Abi","11","","","","4"
"Divorced","2017","66 and older","higher vocational","23","","","","4"
"Divorced","2017","16-34 y.","vocational + Abi","16","","","","4"
"Divorced","2017","35-65 y.","in school","1","","","","4"
"Divorced","2017","66 and older","higher education","101","0.130627826556325","0.112115772604569","0.149139880508081","4"
"Divorced","2017","16-34 y.","inadequately","21","","","","4"
"Divorced","2017","16-34 y.","in school","","","","","4"
"Married","2017","16-34 y.","general elemantary","468","0.145333962634061","0.129079560547207","0.161588364720914","1"
"Married","2017","16-34 y.","middle vocational","752","0.186040752042894","0.172143594482794","0.199937909602995","1"
"Married","2017","16-34 y.","vocational + Abi","190","0.24814470886276","0.213554409578923","0.282735008146597","1"
"Married","2017","16-34 y.","higher vocational","39","0.209161668533131","0.138704041783045","0.279619295283216","1"
"Married","2017","16-34 y.","higher education","602","0.262815289140487","0.241139047920208","0.284491530360767","1"
"Married","2017","35-65 y.","in school","5","","","","1"
"Married","2017","35-65 y.","inadequately","844","0.537188270866151","0.508025844710277","0.566350697022025","1"
"Married","2017","35-65 y.","general elemantary","1076","0.608389739444855","0.584105740564851","0.632673738324858","1"
"Married","2017","35-65 y.","middle vocational","5026","0.617444780622445","0.60638265359896","0.62850690764593","1"
"Married","2017","35-65 y.","vocational + Abi","1096","0.605717259385164","0.58186828182332","0.629566236947008","1"
"Married","2017","35-65 y.","higher vocational","775","0.663743061548156","0.635383134260005","0.692102988836307","1"
"Married","2017","35-65 y.","higher education","3371","0.638982878863356","0.625118317364023","0.65284744036269","1"
"Married","2017","66 and older","in school","","","","","1"
"Married","2017","66 and older","inadequately","38","0.609159944357679","0.500174642646123","0.718145246069235","1"
"Married","2017","66 and older","general elemantary","333","0.451048269997485","0.412161545964995","0.489934994029975","1"
"Married","2017","66 and older","middle vocational","1702","0.559666642108875","0.540455202451122","0.578878081766628","1"
"Married","2017","66 and older","vocational + Abi","84","0.47873298481237","0.395984343590073","0.561481626034666","1"
"Married","2017","66 and older","higher vocational","248","0.599077770702211","0.547512770426166","0.650642770978256","1"
"Married","2017","66 and older","higher education","927","0.586144223359577","0.559088406871945","0.613200039847209","1"
"Married","2017","16-34 y.","inadequately","632","0.236001784912417","0.214183509973369","0.257820059851466","1"
"Married","2017","16-34 y.","in school","6","","","","1"
"Married, but separated","2017","16-34 y.","general elemantary","63","0.0213827314876828","0.0147111737836683","0.0280542891916973","2"
"Married, but separated","2017","35-65 y.","inadequately","106","0.0392468879946373","0.0278898069279343","0.0506039690613403","2"
"Married, but separated","2017","66 and older","in school","","","","","2"
"Married, but separated","2017","66 and older","vocational + Abi","2","","","","2"
"Married, but separated","2017","16-34 y.","in school","","","","","2"
"Married, but separated","2017","16-34 y.","inadequately","82","0.0790150861816903","0.0651539809203517","0.0928761914430289","2"
"Married, but separated","2017","16-34 y.","middle vocational","69","0.0157816102462688","0.011330770048486","0.0202324504440516","2"
"Married, but separated","2017","16-34 y.","vocational + Abi","13","","","","2"
"Married, but separated","2017","16-34 y.","higher vocational","1","","","","2"
"Married, but separated","2017","35-65 y.","general elemantary","82","0.0286508802513969","0.0203512471755155","0.0369505133272783","2"
"Married, but separated","2017","35-65 y.","middle vocational","263","0.0285179220769519","0.0247294084921734","0.0323064356617304","2"
"Married, but separated","2017","35-65 y.","vocational + Abi","52","0.0207953223026082","0.0138314551930337","0.0277591894121827","2"
"Married, but separated","2017","35-65 y.","higher vocational","34","0.0353809636032936","0.0242909461095579","0.0464709810970294","2"
"Married, but separated","2017","66 and older","inadequately","1","","","","2"
"Married, but separated","2017","66 and older","general elemantary","11","","","","2"
"Married, but separated","2017","66 and older","middle vocational","46","0.0219261488127014","0.0162589113671835","0.0275933862582194","2"
"Married, but separated","2017","66 and older","higher vocational","10","","","","2"
"Married, but separated","2017","66 and older","higher education","24","","","","2"
"Married, but separated","2017","16-34 y.","higher education","59","0.0230864465737179","0.0156907835290782","0.0304821096183576","2"
"Married, but separated","2017","35-65 y.","in school","","","","","2"
"Married, but separated","2017","35-65 y.","higher education","189","0.0390092580582479","0.0334201684146431","0.0445983477018526","2"
"Single","2017","66 and older","in school","","","","","3"
"Single","2017","66 and older","inadequately","","","","","3"
"Single","2017","66 and older","general elemantary","14","","","","3"
"Single","2017","66 and older","middle vocational","82","0.0528996633248816","0.044237450381394","0.0615618762683691","3"
"Single","2017","66 and older","vocational + Abi","5","","","","3"
"Single","2017","66 and older","higher vocational","17","","","","3"
"Single","2017","66 and older","higher education","51","0.0839661309125378","0.0687311566190284","0.0992011052060472","3"
"Single","2017","16-34 y.","general elemantary","1252","0.82285222935777","0.805243906659527","0.840460552056014","3"
"Single","2017","16-34 y.","vocational + Abi","378","0.71888461604717","0.682884277803647","0.754884954290693","3"
"Single","2017","16-34 y.","higher vocational","86","0.771919893154642","0.699230184745553","0.844609601563731","3"
"Single","2017","35-65 y.","in school","","","","","3"
"Single","2017","35-65 y.","inadequately","71","0.157626081260468","0.13631405668914","0.178938105831796","3"
"Single","2017","35-65 y.","general elemantary","152","0.14820766931204","0.130530837323268","0.165884501300812","3"
"Single","2017","16-34 y.","in school","804","0.997139661757326","0.993461826487009","1.00081749702764","3"
"Single","2017","16-34 y.","middle vocational","2148","0.785906019422288","0.771257013880755","0.800555024963822","3"
"Single","2017","16-34 y.","inadequately","710","0.663006973514398","0.638719289752849","0.687294657275948","3"
"Single","2017","16-34 y.","higher education","908","0.710328189192169","0.687989733583115","0.732666644801223","3"
"Single","2017","35-65 y.","higher vocational","115","0.152296110773507","0.13072681415231","0.173865407394704","3"
"Single","2017","35-65 y.","higher education","582","0.211411131246456","0.199624576584523","0.223197685908388","3"
"Single","2017","35-65 y.","vocational + Abi","221","0.205470213866175","0.18575232405325","0.225188103679099","3"
"Single","2017","35-65 y.","middle vocational","888","0.163059037186516","0.154650656571936","0.171467417801097","3"
"Widowed","2017","16-34 y.","in school","","","","","5"
"Widowed","2017","16-34 y.","inadequately","10","","","","5"
"Widowed","2017","16-34 y.","general elemantary","1","","","","5"
"Widowed","2017","16-34 y.","middle vocational","4","","","","5"
"Widowed","2017","16-34 y.","vocational + Abi","2","","","","5"
"Widowed","2017","35-65 y.","inadequately","45","0.0557617506268532","0.0423412966429078","0.0691822046107987","5"
"Widowed","2017","35-65 y.","general elemantary","43","0.0439352424651937","0.0337387124718573","0.0541317724585302","5"
"Widowed","2017","35-65 y.","middle vocational","202","0.0291119353598835","0.0252853391801806","0.0329385315395864","5"
"Widowed","2017","35-65 y.","vocational + Abi","23","","","","5"
"Widowed","2017","35-65 y.","higher vocational","23","","","","5"
"Widowed","2017","35-65 y.","higher education","65","0.013511094381709","0.0101784498368207","0.0168437389265974","5"
"Widowed","2017","66 and older","in school","","","","","5"
"Widowed","2017","66 and older","inadequately","31","0.177724834824413","0.0923390892635098","0.263110580385315","5"
"Widowed","2017","66 and older","general elemantary","228","0.417459407860133","0.378921068995152","0.455997746725114","5"
"Widowed","2017","66 and older","middle vocational","532","0.26563724899777","0.24854480312401","0.282729694871531","5"
