"pgfamstd","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Married","1997","middle vocational","Rural Area","1551","0.613167410628816","0.593547364610931","0.632787456646701","1"
"Married","1997","vocational + Abi","Urban Area","212","0.53364726574226","0.480929951340584","0.586364580143936","1"
"Married","1997","vocational + Abi","Rural Area","58","0.451895489622763","0.36053753734064","0.543253441904886","1"
"Married","1997","higher vocational","Urban Area","344","0.686374923818695","0.64499776943191","0.727752078205481","1"
"Married","1997","higher vocational","Rural Area","220","0.72408073623189","0.671443544077194","0.776717928386586","1"
"Married","1997","higher education","Urban Area","748","0.61066851270018","0.582137696846478","0.639199328553883","1"
"Married","1997","higher education","Rural Area","498","0.715365057314691","0.680648735047498","0.750081379581883","1"
"Married, but separated","1997","in school","Urban Area","","","","","2"
"Married, but separated","1997","in school","Rural Area","","","","","2"
"Married, but separated","1997","inadequately","Urban Area","19","","","","2"
"Married, but separated","1997","inadequately","Rural Area","1","","","","2"
"Married, but separated","1997","general elemantary","Urban Area","34","0.0200764880663449","0.0132714904822857","0.0268814856504042","2"
"Married, but separated","1997","general elemantary","Rural Area","9","","","","2"
"Married, but separated","1997","middle vocational","Urban Area","120","0.0304825078000142","0.0252300043952219","0.0357350112048065","2"
"Married, but separated","1997","middle vocational","Rural Area","46","0.0224313943201989","0.016465841162838","0.0283969474775597","2"
"Married, but separated","1997","vocational + Abi","Urban Area","6","","","","2"
"Married, but separated","1997","vocational + Abi","Rural Area","2","","","","2"
"Married, but separated","1997","higher vocational","Urban Area","13","","","","2"
"Married, but separated","1997","higher vocational","Rural Area","2","","","","2"
"Married, but separated","1997","higher education","Urban Area","29","","","","2"
"Married, but separated","1997","higher education","Rural Area","13","","","","2"
"Single","1997","vocational + Abi","Rural Area","48","0.442514393748343","0.351339304821859","0.533689482674827","3"
"Single","1997","higher vocational","Urban Area","82","0.160428280691819","0.127698440049231","0.193158121334407","3"
"Single","1997","higher vocational","Rural Area","36","0.156668303147391","0.11386295948039","0.199473646814391","3"
"Single","1997","higher education","Urban Area","237","0.246316550122538","0.221105383160589","0.271527717084488","3"
"Single","1997","higher education","Rural Area","82","0.162446078337401","0.134067754094303","0.190824402580498","3"
"Single","1997","in school","Urban Area","208","0.996529044870493","0.98857463575773","1.00448345398326","3"
"Single","1997","in school","Rural Area","106","1","1","1","3"
"Single","1997","inadequately","Urban Area","35","0.142615627648932","0.107776766573089","0.177454488724775","3"
"Single","1997","inadequately","Rural Area","11","","","","3"
"Single","1997","general elemantary","Urban Area","398","0.206058271222802","0.186434731261379","0.225681811184225","3"
"Single","1997","general elemantary","Rural Area","223","0.247823371294863","0.215862388162737","0.27978435442699","3"
"Single","1997","middle vocational","Urban Area","928","0.204183562651444","0.191867269640975","0.216499855661913","3"
"Single","1997","middle vocational","Rural Area","464","0.176572252361921","0.161211130328387","0.191933374395454","3"
"Single","1997","vocational + Abi","Urban Area","112","0.38550224229435","0.334069169045821","0.436935315542879","3"
"Widowed","1997","in school","Urban Area","","","","","5"
"Widowed","1997","in school","Rural Area","","","","","5"
"Widowed","1997","inadequately","Urban Area","24","","","","5"
"Widowed","1997","inadequately","Rural Area","3","","","","5"
"Widowed","1997","general elemantary","Urban Area","197","0.237825232100066","0.217169325459257","0.258481138740874","5"
"Widowed","1997","general elemantary","Rural Area","101","0.233415892337997","0.202102205871658","0.264729578804335","5"
"Widowed","1997","middle vocational","Urban Area","228","0.0935076950501005","0.0846122248717633","0.102403165228438","5"
"Widowed","1997","middle vocational","Rural Area","155","0.107301695520445","0.0948334711417203","0.11976991989917","5"
"Widowed","1997","vocational + Abi","Urban Area","6","","","","5"
"Widowed","1997","vocational + Abi","Rural Area","1","","","","5"
"Widowed","1997","higher vocational","Urban Area","18","","","","5"
"Widowed","1997","higher vocational","Rural Area","10","","","","5"
"Widowed","1997","higher education","Urban Area","29","","","","5"
"Widowed","1997","higher education","Rural Area","19","","","","5"
"Divorced","1998","in school","Urban Area","","","","","4"
"Divorced","1998","in school","Rural Area","","","","","4"
"Divorced","1998","inadequately","Urban Area","13","","","","4"
"Divorced","1998","inadequately","Rural Area","7","","","","4"
"Divorced","1998","general elemantary","Urban Area","76","0.0554038625894409","0.0447703850733024","0.0660373401055794","4"
"Divorced","1998","general elemantary","Rural Area","46","0.0704864848966094","0.0523599626993198","0.088613007093899","4"
"Divorced","1998","vocational + Abi","Rural Area","2","","","","4"
"Divorced","1998","higher vocational","Urban Area","29","","","","4"
"Divorced","1998","higher vocational","Rural Area","8","","","","4"
"Divorced","1998","higher education","Urban Area","105","0.0971230103027134","0.0807981334475688","0.113447887157858","4"
"Divorced","1998","higher education","Rural Area","45","0.0739621515297015","0.0547388830770991","0.0931854199823039","4"
"Divorced","1998","middle vocational","Rural Area","156","0.0724426224900669","0.062484476684197","0.0824007682959368","4"
"Divorced","1998","middle vocational","Urban Area","277","0.0779178687230986","0.0700167030362867","0.0858190344099105","4"
"Divorced","1998","vocational + Abi","Urban Area","13","","","","4"
"Married","1998","in school","Urban Area","3","","","","1"
"Married","1998","in school","Rural Area","","","","","1"
"Married","1998","inadequately","Urban Area","277","0.664939414432302","0.616713897500257","0.713164931364347","1"
"Married","1998","inadequately","Rural Area","53","0.615695820857361","0.507047408391481","0.724344233323241","1"
"Married","1998","general elemantary","Urban Area","1007","0.482111002979286","0.458885021444404","0.505336984514168","1"
"Married","1998","general elemantary","Rural Area","354","0.434286242069713","0.399185191723858","0.469387292415568","1"
"Married","1998","middle vocational","Urban Area","2773","0.592448045133377","0.577963513409967","0.606932576856787","1"
"Married","1998","middle vocational","Rural Area","1720","0.631146516292161","0.612611070037112","0.64968196254721","1"
"Married","1998","vocational + Abi","Urban Area","236","0.53312766355029","0.483802731491903","0.582452595608678","1"
"Married","1998","vocational + Abi","Rural Area","67","0.568861168754712","0.479882413708932","0.657839923800491","1"
"Married","1998","higher vocational","Urban Area","374","0.677630921885176","0.637689040703564","0.717572803066788","1"
"Married","1998","higher vocational","Rural Area","240","0.753566299180011","0.704639056401375","0.802493541958646","1"
"Married","1998","higher education","Urban Area","819","0.612291018733873","0.585430992693236","0.63915104477451","1"
"Married","1998","higher education","Rural Area","538","0.697453798412261","0.663712509502329","0.731195087322194","1"
"Married, but separated","1998","in school","Urban Area","2","","","","2"
"Married, but separated","1998","in school","Rural Area","","","","","2"
"Married, but separated","1998","inadequately","Urban Area","16","","","","2"
"Married, but separated","1998","higher education","Urban Area","28","","","","2"
"Married, but separated","1998","higher education","Rural Area","14","","","","2"
"Married, but separated","1998","inadequately","Rural Area","2","","","","2"
"Married, but separated","1998","general elemantary","Urban Area","38","0.0247742436679699","0.017549291163248","0.0319991961726918","2"
"Married, but separated","1998","general elemantary","Rural Area","8","","","","2"
"Married, but separated","1998","middle vocational","Urban Area","139","0.0332200987312129","0.0279374455450831","0.0385027519173428","2"
"Married, but separated","1998","middle vocational","Rural Area","46","0.0238388740776957","0.0179786444868207","0.0296991036685708","2"
"Married, but separated","1998","vocational + Abi","Urban Area","4","","","","2"
"Married, but separated","1998","vocational + Abi","Rural Area","2","","","","2"
"Married, but separated","1998","higher vocational","Urban Area","12","","","","2"
"Married, but separated","1998","higher vocational","Rural Area","1","","","","2"
"Single","1998","higher vocational","Rural Area","36","0.12980096633899","0.0916427364469992","0.167959196230981","3"
"Single","1998","higher education","Urban Area","280","0.237212397984752","0.213762278561281","0.260662517408224","3"
"Single","1998","higher education","Rural Area","94","0.161430061740003","0.134404797726029","0.188455325753977","3"
"Single","1998","in school","Urban Area","214","0.981526213589801","0.963691959739392","0.99936046744021","3"
"Single","1998","in school","Rural Area","115","1","1","1","3"
"Single","1998","inadequately","Urban Area","36","0.125727304115279","0.0918536193943522","0.159600988836206","3"
"Single","1998","inadequately","Rural Area","12","","","","3"
"Single","1998","general elemantary","Urban Area","424","0.20927139249616","0.190363162758483","0.228179622233838","3"
"Single","1998","vocational + Abi","Rural Area","46","0.35851001998811","0.272347141739924","0.444672898236297","3"
"Single","1998","higher vocational","Urban Area","96","0.182637825137985","0.149619286318144","0.215656363957826","3"
"Single","1998","general elemantary","Rural Area","247","0.256364686339506","0.22544444964408","0.287284923034933","3"
"Single","1998","middle vocational","Urban Area","992","0.209468940852255","0.1974737511478","0.221464130556711","3"
"Single","1998","middle vocational","Rural Area","524","0.179789650414782","0.165037478206094","0.194541822623471","3"
"Single","1998","vocational + Abi","Urban Area","131","0.370512998916687","0.322765907219669","0.418260090613705","3"
"Widowed","1998","in school","Urban Area","","","","","5"
"Widowed","1998","in school","Rural Area","","","","","5"
"Widowed","1998","inadequately","Urban Area","26","","","","5"
"Widowed","1998","inadequately","Rural Area","3","","","","5"
"Widowed","1998","general elemantary","Urban Area","233","0.228439498267143","0.208925206010391","0.247953790523895","5"
"Widowed","1998","general elemantary","Rural Area","111","0.233861766864479","0.203886235710435","0.263837298018523","5"
"Widowed","1998","middle vocational","Urban Area","240","0.0869450465600561","0.0786396817349145","0.0952504113851978","5"
"Widowed","1998","middle vocational","Rural Area","157","0.0927823367252943","0.0816368405134631","0.103927832937126","5"
