"pgfamstd","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Divorced","1990","inadequately","West Germany","25","","","","4"
"Divorced","1990","inadequately","East Germany","1","","","","4"
"Divorced","1990","general elemantary","West Germany","78","0.0425928525026568","0.0346210537750593","0.0505646512302544","4"
"Divorced","1990","general elemantary","East Germany","28","","","","4"
"Divorced","1990","middle vocational","West Germany","204","0.0585436826729461","0.0517168881928616","0.0653704771530306","4"
"Divorced","1990","middle vocational","East Germany","168","0.0813913439292198","0.0707492314950981","0.0920334563633415","4"
"Divorced","1990","vocational + Abi","West Germany","5","","","","4"
"Divorced","1990","vocational + Abi","East Germany","3","","","","4"
"Divorced","1990","higher vocational","West Germany","22","","","","4"
"Divorced","1990","higher vocational","East Germany","7","","","","4"
"Divorced","1990","higher education","West Germany","45","0.0808982498295871","0.0606982934970482","0.101098206162126","4"
"Divorced","1990","higher education","East Germany","62","0.0824032454065274","0.0653260513134424","0.0994804394996124","4"
"Married","1990","in school","West Germany","2","","","","1"
"Married","1990","in school","East Germany","","","","","1"
"Married","1990","inadequately","West Germany","483","0.580997239639639","0.542591251927108","0.619403227352171","1"
"Married","1990","inadequately","East Germany","4","","","","1"
"Married","1990","general elemantary","West Germany","1405","0.505884547313334","0.486147619438915","0.525621475187753","1"
"Married","1990","general elemantary","East Germany","188","0.340468060301009","0.299778281045733","0.381157839556286","1"
"Married","1990","middle vocational","West Germany","2973","0.610106672051359","0.595924181218882","0.624289162883837","1"
"Married","1990","middle vocational","East Germany","1758","0.629260138438435","0.610461637479721","0.64805863939715","1"
"Married","1990","vocational + Abi","West Germany","161","0.433720329506735","0.376974407644742","0.490466251368728","1"
"Married","1990","vocational + Abi","East Germany","48","0.516687459960716","0.407183180988087","0.626191738933345","1"
"Married","1990","higher vocational","West Germany","379","0.677696211384288","0.637253557874872","0.718138864893703","1"
"Married","1990","higher vocational","East Germany","228","0.81741143395032","0.770361897158318","0.864460970742321","1"
"Married","1990","higher education","West Germany","474","0.624947309284548","0.589082633015102","0.660811985553994","1"
"Married","1990","higher education","East Germany","841","0.789512335662246","0.764195396013917","0.814829275310574","1"
"Married, but separated","1990","in school","West Germany","","","","","2"
"Married, but separated","1990","in school","East Germany","","","","","2"
"Married, but separated","1990","inadequately","West Germany","30","0.0472565371829627","0.0307398707407543","0.0637732036251711","2"
"Married, but separated","1990","inadequately","East Germany","","","","","2"
"Married, but separated","1990","general elemantary","West Germany","63","0.0231817845209907","0.0172413264297935","0.0291222426121879","2"
"Married, but separated","1990","general elemantary","East Germany","4","","","","2"
"Married, but separated","1990","middle vocational","West Germany","92","0.0196086760230883","0.0155768611016404","0.0236404909445362","2"
"Married, but separated","1990","middle vocational","East Germany","16","","","","2"
"Married, but separated","1990","vocational + Abi","West Germany","5","","","","2"
"Married, but separated","1990","vocational + Abi","East Germany","1","","","","2"
"Married, but separated","1990","higher vocational","West Germany","7","","","","2"
"Married, but separated","1990","higher vocational","East Germany","1","","","","2"
"Married, but separated","1990","higher education","West Germany","19","","","","2"
"Married, but separated","1990","higher education","East Germany","5","","","","2"
"Single","1990","in school","West Germany","160","0.989781466172254","0.974294921276605","1.0052680110679","3"
"Single","1990","in school","East Germany","32","1","1","1","3"
"Single","1990","inadequately","West Germany","75","0.247017748972906","0.213447086495958","0.280588411449855","3"
"Single","1990","inadequately","East Germany","3","","","","3"
"Single","1990","general elemantary","West Germany","652","0.234397115712233","0.217673986655862","0.251120244768603","3"
"Single","1990","general elemantary","East Germany","192","0.302788979897706","0.263335857188392","0.342242102607019","3"
"Single","1990","middle vocational","West Germany","1017","0.216895723138873","0.204911441277424","0.228880005000322","3"
"Single","1990","middle vocational","East Germany","451","0.198906713282978","0.183370694659427","0.21444273190653","3"
"Single","1990","vocational + Abi","West Germany","114","0.501640838412152","0.444389987408173","0.558891689416132","3"
"Single","1990","vocational + Abi","East Germany","28","","","","3"
"Single","1990","higher vocational","West Germany","71","0.156098038894811","0.124690483821024","0.187505593968598","3"
"Single","1990","higher vocational","East Germany","14","","","","3"
"Single","1990","higher education","West Germany","142","0.225457381177124","0.194500730973947","0.256414031380301","3"
"Single","1990","higher education","East Germany","69","0.0967464239049595","0.0783877745465482","0.115105073263371","3"
"Widowed","1990","in school","West Germany","","","","","5"
"Widowed","1990","in school","East Germany","","","","","5"
"Widowed","1990","inadequately","West Germany","21","","","","5"
"Widowed","1990","inadequately","East Germany","3","","","","5"
"Widowed","1990","general elemantary","West Germany","267","0.193943699950786","0.178335236352663","0.209552163548908","5"
"Widowed","1990","general elemantary","East Germany","109","0.298603878487134","0.259306947733545","0.337900809240724","5"
"Widowed","1990","middle vocational","West Germany","257","0.0948452461137329","0.0863251219288579","0.103365370298608","5"
"Widowed","1990","higher vocational","East Germany","9","","","","5"
"Widowed","1990","higher education","West Germany","20","","","","5"
"Widowed","1990","higher education","East Germany","19","","","","5"
"Widowed","1990","middle vocational","East Germany","143","0.0844694713586043","0.0736461695287767","0.095292773188432","5"
"Widowed","1990","vocational + Abi","West Germany","8","","","","5"
"Widowed","1990","vocational + Abi","East Germany","","","","","5"
"Widowed","1990","higher vocational","West Germany","34","0.101874105553243","0.0756989107920878","0.128049300314397","5"
"Divorced","1991","in school","West Germany","","","","","4"
"Divorced","1991","in school","East Germany","","","","","4"
"Divorced","1991","inadequately","West Germany","23","","","","4"
"Divorced","1991","inadequately","East Germany","1","","","","4"
"Divorced","1991","general elemantary","West Germany","82","0.0458350730960709","0.037471877038803","0.0541982691533387","4"
"Divorced","1991","general elemantary","East Germany","24","","","","4"
"Divorced","1991","middle vocational","West Germany","218","0.0633757601284581","0.0563058362503268","0.0704456840065893","4"
"Divorced","1991","middle vocational","East Germany","147","0.0816487446800723","0.07060106032331","0.0926964290368346","4"
"Divorced","1991","vocational + Abi","West Germany","5","","","","4"
"Divorced","1991","vocational + Abi","East Germany","3","","","","4"
"Divorced","1991","higher vocational","West Germany","22","","","","4"
"Divorced","1991","higher vocational","East Germany","6","","","","4"
"Divorced","1991","higher education","West Germany","51","0.0831683576026081","0.0630680387313811","0.103268676473835","4"
"Divorced","1991","higher education","East Germany","61","0.0940783561156602","0.0755918212406249","0.112564890990696","4"
"Married","1991","in school","West Germany","","","","","1"
"Married","1991","in school","East Germany","","","","","1"
"Married","1991","inadequately","West Germany","480","0.604243175919954","0.565874582406708","0.6426117694332","1"
"Married","1991","inadequately","East Germany","4","","","","1"
"Married","1991","general elemantary","West Germany","1385","0.507800191051673","0.4878071554265","0.527793226676845","1"
"Married","1991","general elemantary","East Germany","169","0.34563867112098","0.302178728219907","0.389098614022054","1"
"Married","1991","middle vocational","West Germany","2952","0.601506390642538","0.587299427493465","0.61571335379161","1"
"Married","1991","middle vocational","East Germany","1637","0.613358119433154","0.593710786880471","0.633005451985837","1"
"Married","1991","vocational + Abi","West Germany","178","0.477940406592277","0.422155122704063","0.533725690480491","1"
"Married","1991","vocational + Abi","East Germany","41","0.492522503458398","0.376233044435946","0.608811962480851","1"
"Married","1991","higher vocational","West Germany","384","0.68654249990354","0.646631973272156","0.726453026534924","1"
