"pgfamstd","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence","value"
"Divorced","1990","Berlin","Employed","18","","","","4"
"Divorced","1990","Brandenburg","Not Employed","","","","","4"
"Married","1990","North Rhine-Westphalia","Not Employed","597","0.53003827221818","0.499042441345869","0.561034103090492","1"
"Married","1990","North Rhine-Westphalia","Employed","1025","0.615681527493556","0.591573959062679","0.639789095924434","1"
"Married","1990","Hesse","Not Employed","214","0.574231812629626","0.521361889242823","0.62710173601643","1"
"Married","1990","Hesse","Employed","424","0.615980114294097","0.578561651190927","0.653398577397266","1"
"Married","1990","Rhineland-Palatinate,Saarland","Not Employed","165","0.565171595572775","0.505709312953654","0.624633878191895","1"
"Married","1990","Rhineland-Palatinate,Saarland","Employed","253","0.598399546423605","0.550597098876662","0.646201993970547","1"
"Married","1990","Baden-Württemberg","Not Employed","343","0.558608369548861","0.516532125427832","0.600684613669889","1"
"Married","1990","Baden-Württemberg","Employed","827","0.610964214546008","0.584066147228189","0.637862281863827","1"
"Married","1990","Bavaria","Not Employed","313","0.584972380672438","0.541120986849353","0.628823774495524","1"
"Married","1990","Bavaria","Employed","700","0.570689532086602","0.541570811176838","0.599808252996366","1"
"Married","1990","Berlin","Not Employed","47","0.308576151612178","0.220226101896151","0.396926201328206","1"
"Married","1990","Berlin","Employed","134","0.516039365908763","0.450595263306882","0.581483468510643","1"
"Married","1990","Brandenburg","Not Employed","","","","","1"
"Married","1990","Thuringia","Employed","","","","","1"
"Married","1990","Hamburg","Not Employed","29","","","","1"
"Married","1990","Hamburg","Employed","53","0.402931789387853","0.309114866974112","0.496748711801594","1"
"Married","1990","Lower Saxony","Not Employed","239","0.586883091962187","0.536913482060865","0.636852701863509","1"
"Married","1990","Lower Saxony","Employed","354","0.567337289568148","0.52789090748864","0.606783671647657","1"
"Married","1990","Bremen","Not Employed","35","0.588718203270122","0.457475644985015","0.71996076155523","1"
"Married","1990","Bremen","Employed","31","0.594262602298409","0.453880777972154","0.734644426624664","1"
"Married","1990","Mecklenburg-Western Pomerania","Employed","","","","","1"
"Married","1990","Saxony","Not Employed","","","","","1"
"Married","1990","Saxony","Employed","","","","","1"
"Married","1990","Saxony-Anhalt","Not Employed","","","","","1"
"Married","1990","Saxony-Anhalt","Employed","","","","","1"
"Married","1990","Thuringia","Not Employed","","","","","1"
"Married","1990","Schleswig-Holstein","Not Employed","64","0.586949251284359","0.492318256676462","0.681580245892257","1"
"Married","1990","Schleswig-Holstein","Employed","109","0.583122718926269","0.511095618245918","0.655149819606621","1"
"Married","1990","Brandenburg","Employed","","","","","1"
"Married","1990","Mecklenburg-Western Pomerania","Not Employed","","","","","1"
"Married, but separated","1990","Mecklenburg-Western Pomerania","Not Employed","","","","","2"
"Married, but separated","1990","Mecklenburg-Western Pomerania","Employed","","","","","2"
"Married, but separated","1990","Saxony","Not Employed","","","","","2"
"Married, but separated","1990","Saxony","Employed","","","","","2"
"Married, but separated","1990","Saxony-Anhalt","Not Employed","","","","","2"
"Married, but separated","1990","Saxony-Anhalt","Employed","","","","","2"
"Married, but separated","1990","Thuringia","Employed","","","","","2"
"Married, but separated","1990","North Rhine-Westphalia","Not Employed","16","","","","2"
"Married, but separated","1990","North Rhine-Westphalia","Employed","49","0.0252792166652676","0.0174997175466825","0.0330587157838526","2"
"Married, but separated","1990","Hesse","Not Employed","5","","","","2"
"Married, but separated","1990","Hesse","Employed","19","","","","2"
"Married, but separated","1990","Thuringia","Not Employed","","","","","2"
"Married, but separated","1990","Brandenburg","Employed","","","","","2"
"Married, but separated","1990","Schleswig-Holstein","Not Employed","4","","","","2"
"Married, but separated","1990","Schleswig-Holstein","Employed","2","","","","2"
"Married, but separated","1990","Hamburg","Not Employed","1","","","","2"
"Married, but separated","1990","Hamburg","Employed","2","","","","2"
"Married, but separated","1990","Lower Saxony","Not Employed","7","","","","2"
"Married, but separated","1990","Lower Saxony","Employed","17","","","","2"
"Married, but separated","1990","Baden-Württemberg","Employed","27","","","","2"
"Married, but separated","1990","Bavaria","Not Employed","5","","","","2"
"Married, but separated","1990","Bavaria","Employed","25","","","","2"
"Married, but separated","1990","Berlin","Not Employed","1","","","","2"
"Married, but separated","1990","Bremen","Not Employed","1","","","","2"
"Married, but separated","1990","Bremen","Employed","2","","","","2"
"Married, but separated","1990","Rhineland-Palatinate,Saarland","Not Employed","3","","","","2"
"Married, but separated","1990","Rhineland-Palatinate,Saarland","Employed","13","","","","2"
"Married, but separated","1990","Baden-Württemberg","Not Employed","9","","","","2"
"Married, but separated","1990","Berlin","Employed","11","","","","2"
"Married, but separated","1990","Brandenburg","Not Employed","","","","","2"
"Single","1990","Hamburg","Employed","32","0.351676314001856","0.260344739403152","0.443007888600559","3"
"Single","1990","Saxony","Employed","","","","","3"
"Single","1990","Saxony","Not Employed","","","","","3"
"Single","1990","Schleswig-Holstein","Not Employed","18","","","","3"
"Single","1990","Schleswig-Holstein","Employed","48","0.278993260720605","0.213472586631857","0.344513934809354","3"
"Single","1990","Hamburg","Not Employed","10","","","","3"
"Single","1990","Mecklenburg-Western Pomerania","Not Employed","","","","","3"
"Single","1990","Mecklenburg-Western Pomerania","Employed","","","","","3"
"Single","1990","Brandenburg","Employed","","","","","3"
"Single","1990","Saxony-Anhalt","Not Employed","","","","","3"
"Single","1990","Saxony-Anhalt","Employed","","","","","3"
"Single","1990","Thuringia","Not Employed","","","","","3"
"Single","1990","Thuringia","Employed","","","","","3"
"Single","1990","North Rhine-Westphalia","Not Employed","231","0.19839697595599","0.173630419904529","0.223163532007452","3"
"Single","1990","North Rhine-Westphalia","Employed","396","0.275425616966042","0.253285833451335","0.29756540048075","3"
"Single","1990","Hesse","Not Employed","61","0.140576939415017","0.103411523646353","0.17774235518368","3"
"Single","1990","Hesse","Employed","169","0.286837762251161","0.252041060961355","0.321634463540967","3"
"Single","1990","Rhineland-Palatinate,Saarland","Not Employed","38","0.130058011587956","0.0897114841373037","0.170404539038608","3"
"Single","1990","Rhineland-Palatinate,Saarland","Employed","107","0.267937273100496","0.224750761759954","0.311123784441039","3"
"Single","1990","Baden-Württemberg","Not Employed","104","0.158179397467913","0.127258226386471","0.189100568549354","3"
"Single","1990","Baden-Württemberg","Employed","328","0.285488648299587","0.260570406130149","0.310406890469025","3"
"Single","1990","Bavaria","Not Employed","80","0.139465782671485","0.108634249057537","0.170297316285434","3"
"Single","1990","Bavaria","Employed","323","0.325407579330803","0.297844917137559","0.352970241524047","3"
"Single","1990","Berlin","Not Employed","24","","","","3"
"Single","1990","Berlin","Employed","58","0.296092725915794","0.236307251815555","0.355878200016033","3"
"Single","1990","Brandenburg","Not Employed","","","","","3"
"Single","1990","Lower Saxony","Not Employed","60","0.138839046533571","0.103748377269318","0.173929715797824","3"
"Single","1990","Lower Saxony","Employed","190","0.319305448147518","0.282186891478449","0.356424004816587","3"
"Single","1990","Bremen","Not Employed","8","","","","3"
"Single","1990","Bremen","Employed","13","","","","3"
"Widowed","1990","Saxony","Employed","","","","","5"
"Widowed","1990","Mecklenburg-Western Pomerania","Employed","","","","","5"
"Widowed","1990","Saxony","Not Employed","","","","","5"
"Widowed","1990","Schleswig-Holstein","Not Employed","17","","","","5"
"Widowed","1990","Schleswig-Holstein","Employed","4","","","","5"
"Widowed","1990","Bremen","Employed","","","","","5"
"Widowed","1990","North Rhine-Westphalia","Not Employed","126","0.222624096920808","0.196788408139683","0.248459785701933","5"
"Widowed","1990","Brandenburg","Employed","","","","","5"
"Widowed","1990","Mecklenburg-Western Pomerania","Not Employed","","","","","5"
"Widowed","1990","Saxony-Anhalt","Not Employed","","","","","5"
"Widowed","1990","Saxony-Anhalt","Employed","","","","","5"
"Widowed","1990","Thuringia","Not Employed","","","","","5"
"Widowed","1990","Thuringia","Employed","","","","","5"
"Widowed","1990","Hamburg","Not Employed","15","","","","5"
"Widowed","1990","Hamburg","Employed","2","","","","5"
"Widowed","1990","Lower Saxony","Not Employed","53","0.207796816219916","0.166622024458319","0.248971607981514","5"
"Widowed","1990","Lower Saxony","Employed","12","","","","5"
"Widowed","1990","Bremen","Not Employed","10","","","","5"
"Widowed","1990","North Rhine-Westphalia","Employed","26","","","","5"
"Widowed","1990","Hesse","Not Employed","49","0.25645838351304","0.209766698912758","0.303150068113321","5"
"Widowed","1990","Hesse","Employed","5","","","","5"
"Widowed","1990","Rhineland-Palatinate,Saarland","Not Employed","52","0.264149071076546","0.211266577484241","0.317031564668852","5"
"Widowed","1990","Rhineland-Palatinate,Saarland","Employed","10","","","","5"
"Widowed","1990","Baden-Württemberg","Not Employed","71","0.237281740787481","0.20123338741974","0.273330094155223","5"
"Widowed","1990","Baden-Württemberg","Employed","24","","","","5"
"Widowed","1990","Bavaria","Not Employed","83","0.241284467199832","0.203205830455055","0.279363103944608","5"
"Widowed","1990","Bavaria","Employed","21","","","","5"
"Widowed","1990","Berlin","Not Employed","25","","","","5"
"Widowed","1990","Berlin","Employed","3","","","","5"
"Widowed","1990","Brandenburg","Not Employed","","","","","5"
"Divorced","1991","Mecklenburg-Western Pomerania","Not Employed","","","","","4"
"Divorced","1991","Mecklenburg-Western Pomerania","Employed","","","","","4"
"Divorced","1991","Thuringia","Employed","","","","","4"
"Divorced","1991","Saxony","Not Employed","","","","","4"
"Divorced","1991","Saxony","Employed","","","","","4"
"Divorced","1991","Saxony-Anhalt","Not Employed","","","","","4"
"Divorced","1991","Saxony-Anhalt","Employed","","","","","4"
"Divorced","1991","Thuringia","Not Employed","","","","","4"
"Divorced","1991","Schleswig-Holstein","Not Employed","2","","","","4"
"Divorced","1991","Schleswig-Holstein","Employed","18","","","","4"
"Divorced","1991","Hamburg","Not Employed","2","","","","4"
"Divorced","1991","Hamburg","Employed","17","","","","4"
"Divorced","1991","Bremen","Employed","2","","","","4"
"Divorced","1991","North Rhine-Westphalia","Not Employed","28","","","","4"
"Divorced","1991","North Rhine-Westphalia","Employed","72","0.0695061354102797","0.0570255178538655","0.0819867529666939","4"
"Divorced","1991","Hesse","Not Employed","8","","","","4"
"Divorced","1991","Hesse","Employed","35","0.0648291142325234","0.0457231797380861","0.0839350487269607","4"
"Divorced","1991","Rhineland-Palatinate,Saarland","Not Employed","6","","","","4"
"Divorced","1991","Rhineland-Palatinate,Saarland","Employed","22","","","","4"
"Divorced","1991","Baden-Württemberg","Not Employed","7","","","","4"
"Divorced","1991","Baden-Württemberg","Employed","56","0.0572745367383618","0.0444797457743619","0.0700693277023616","4"
"Divorced","1991","Bavaria","Not Employed","7","","","","4"
"Divorced","1991","Brandenburg","Employed","","","","","4"
"Divorced","1991","Lower Saxony","Not Employed","20","","","","4"
"Divorced","1991","Lower Saxony","Employed","29","","","","4"
"Divorced","1991","Bremen","Not Employed","2","","","","4"
"Divorced","1991","Berlin","Employed","19","","","","4"
"Divorced","1991","Brandenburg","Not Employed","","","","","4"
"Divorced","1991","Bavaria","Employed","47","0.0684404702473467","0.0535189336865354","0.0833620068081581","4"
"Divorced","1991","Berlin","Not Employed","7","","","","4"
"Married","1991","North Rhine-Westphalia","Not Employed","574","0.527324558042394","0.495527010915401","0.559122105169387","1"
"Married","1991","North Rhine-Westphalia","Employed","1039","0.608701920008648","0.58475090396848","0.632652936048816","1"
"Married","1991","Hesse","Not Employed","203","0.549633019228857","0.495789821101983","0.603476217355732","1"
"Married","1991","Hesse","Employed","424","0.627667250900709","0.590155433568053","0.665179068233364","1"
"Married","1991","Rhineland-Palatinate,Saarland","Not Employed","154","0.539647856932683","0.479179502454576","0.60011621141079","1"
"Married","1991","Rhineland-Palatinate,Saarland","Employed","256","0.607462243443607","0.559786669409897","0.655137817477317","1"
"Married","1991","Baden-Württemberg","Not Employed","345","0.556476347889108","0.514101038979733","0.598851656798483","1"
"Married","1991","Baden-Württemberg","Employed","826","0.627361285800825","0.600737940346801","0.653984631254848","1"
"Married","1991","Bavaria","Not Employed","325","0.585001295168233","0.541463410549032","0.628539179787435","1"
"Married","1991","Bavaria","Employed","692","0.580567678562756","0.551406228035093","0.609729129090418","1"
"Married","1991","Berlin","Not Employed","50","0.334627112624996","0.244373092677543","0.424881132572448","1"
"Married","1991","Berlin","Employed","136","0.492371696245999","0.427901119488707","0.55684227300329","1"
