"erwst","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Non-working","1988","35-65 y.","middle vocational","762","0.331968681237687","0.31332155043493","0.350615812040445","5"
"Non-working","1988","16-34 y.","in school","156","0.961243022968098","0.93161205514418","0.990873990792017","5"
"Non-working","1988","16-34 y.","higher education","39","0.176878117389023","0.124517816369567","0.229238418408479","5"
"Non-working","1988","35-65 y.","in school","","","","","5"
"Non-working","1988","35-65 y.","inadequately","216","0.479799218440538","0.435743743772587","0.523854693108488","5"
"Non-working","1988","35-65 y.","general elemantary","570","0.518702559699426","0.491266019281117","0.546139100117735","5"
"Non-working","1988","66 and older","in school","","","","","5"
"Non-working","1988","66 and older","inadequately","17","","","","5"
"Non-working","1988","66 and older","general elemantary","379","0.981942449316215","0.968692791360672","0.995192107271757","5"
"Non-working","1988","66 and older","middle vocational","494","0.978105082824231","0.96534167009552","0.990868495552943","5"
"Non-working","1988","66 and older","vocational + Abi","18","","","","5"
"Non-working","1988","66 and older","higher vocational","66","0.966563000679689","0.924144796606204","1.00898120475317","5"
"Non-working","1988","66 and older","higher education","45","0.846626077802509","0.752247015052253","0.941005140552765","5"
"Other","1988","66 and older","higher education","2","","","","6"
"Other","1988","35-65 y.","vocational + Abi","3","","","","6"
"Other","1988","16-34 y.","general elemantary","297","0.309955716899458","0.282322575333714","0.337588858465202","6"
"Other","1988","16-34 y.","middle vocational","155","0.0804692856608673","0.0679098857052213","0.0930286856165133","6"
"Other","1988","35-65 y.","middle vocational","40","0.0170398524484033","0.0119151822776866","0.0221645226191199","6"
"Other","1988","35-65 y.","higher vocational","6","","","","6"
"Other","1988","16-34 y.","inadequately","13","","","","6"
"Other","1988","66 and older","higher vocational","1","","","","6"
"Other","1988","16-34 y.","in school","4","","","","6"
"Other","1988","16-34 y.","vocational + Abi","16","","","","6"
"Other","1988","16-34 y.","higher vocational","8","","","","6"
"Other","1988","16-34 y.","higher education","7","","","","6"
"Other","1988","35-65 y.","in school","","","","","6"
"Other","1988","35-65 y.","inadequately","4","","","","6"
"Other","1988","35-65 y.","general elemantary","33","0.0312913220039959","0.0217310130339464","0.0408516309740454","6"
"Other","1988","35-65 y.","higher education","11","","","","6"
"Other","1988","66 and older","in school","","","","","6"
"Other","1988","66 and older","inadequately","","","","","6"
"Other","1988","66 and older","general elemantary","3","","","","6"
"Other","1988","66 and older","middle vocational","3","","","","6"
"Other","1988","66 and older","vocational + Abi","","","","","6"
"Part-time","1988","16-34 y.","vocational + Abi","6","","","","2"
"Part-time","1988","16-34 y.","higher vocational","13","","","","2"
"Part-time","1988","16-34 y.","general elemantary","36","0.0380999505809216","0.0266614490390862","0.0495384521227569","2"
"Part-time","1988","16-34 y.","middle vocational","97","0.0545378518659844","0.0440534952444166","0.0650222084875522","2"
"Part-time","1988","16-34 y.","higher education","16","","","","2"
"Part-time","1988","16-34 y.","inadequately","10","","","","2"
"Part-time","1988","16-34 y.","in school","3","","","","2"
"Part-time","1988","35-65 y.","vocational + Abi","7","","","","2"
"Part-time","1988","35-65 y.","higher vocational","26","","","","2"
"Part-time","1988","35-65 y.","higher education","31","0.063729073341917","0.0409567927160431","0.0865013539677909","2"
"Part-time","1988","66 and older","in school","","","","","2"
"Part-time","1988","66 and older","inadequately","","","","","2"
"Part-time","1988","66 and older","general elemantary","4","","","","2"
"Part-time","1988","66 and older","middle vocational","4","","","","2"
"Part-time","1988","66 and older","vocational + Abi","","","","","2"
"Part-time","1988","66 and older","higher vocational","2","","","","2"
"Part-time","1988","66 and older","higher education","1","","","","2"
"Part-time","1988","35-65 y.","in school","","","","","2"
"Part-time","1988","35-65 y.","inadequately","25","","","","2"
"Part-time","1988","35-65 y.","general elemantary","154","0.135041394243006","0.116274409729911","0.153808378756102","2"
"Part-time","1988","35-65 y.","middle vocational","239","0.10006073601645","0.0881783544160873","0.111943117616812","2"
"Full-time","1989","16-34 y.","in school","2","","","","1"
"Full-time","1989","16-34 y.","inadequately","68","0.391533742620522","0.318590222938862","0.464477262302183","1"
"Full-time","1989","16-34 y.","general elemantary","368","0.324913950542628","0.295972996291921","0.353854904793336","1"
"Full-time","1989","16-34 y.","middle vocational","1099","0.623464973693742","0.601025688472582","0.645904258914902","1"
"Full-time","1989","16-34 y.","vocational + Abi","97","0.5859590539948","0.511030159042883","0.660887948946717","1"
"Full-time","1989","16-34 y.","higher vocational","108","0.732915675851277","0.663708764159377","0.802122587543176","1"
"Full-time","1989","16-34 y.","higher education","147","0.718582324568318","0.657173832695534","0.779990816441102","1"
"Full-time","1989","35-65 y.","in school","","","","","1"
"Full-time","1989","35-65 y.","inadequately","229","0.438372493668905","0.393750690208556","0.482994297129253","1"
"Full-time","1989","35-65 y.","general elemantary","500","0.318732738562738","0.292323577944069","0.345141899181406","1"
"Full-time","1989","35-65 y.","middle vocational","1359","0.553609308026871","0.53358266212867","0.573635953925073","1"
"Full-time","1989","35-65 y.","vocational + Abi","62","0.536835783183927","0.439103888388376","0.634567677979478","1"
"Full-time","1989","35-65 y.","higher vocational","195","0.651766004648047","0.597028747478475","0.706503261817619","1"
"Full-time","1989","35-65 y.","higher education","328","0.735265129123212","0.693899947793754","0.77663031045267","1"
"Full-time","1989","66 and older","in school","","","","","1"
"Full-time","1989","66 and older","inadequately","","","","","1"
"Full-time","1989","66 and older","general elemantary","1","","","","1"
"Full-time","1989","66 and older","middle vocational","3","","","","1"
"Full-time","1989","66 and older","vocational + Abi","3","","","","1"
"Full-time","1989","66 and older","higher vocational","1","","","","1"
"Full-time","1989","66 and older","higher education","6","","","","1"
"Non-working","1989","35-65 y.","higher education","61","0.158015300688412","0.123816644331765","0.19221395704506","5"
"Non-working","1989","35-65 y.","higher vocational","70","0.26099051408636","0.21053147631759","0.311449551855131","5"
"Non-working","1989","16-34 y.","general elemantary","332","0.311654234942144","0.283032962384495","0.340275507499793","5"
"Non-working","1989","16-34 y.","vocational + Abi","52","0.2951252984408","0.225742273767285","0.364508323114315","5"
"Non-working","1989","35-65 y.","vocational + Abi","28","","","","5"
"Non-working","1989","16-34 y.","middle vocational","457","0.242029584098667","0.222193284779929","0.261865883417405","5"
"Non-working","1989","16-34 y.","inadequately","84","0.449556055518569","0.375214380393973","0.523897730643165","5"
"Non-working","1989","16-34 y.","higher vocational","25","","","","5"
"Non-working","1989","35-65 y.","middle vocational","731","0.329966192955072","0.311023922067704","0.348908463842441","5"
"Non-working","1989","16-34 y.","in school","163","0.95058607942951","0.91847540345771","0.98269675540131","5"
"Non-working","1989","16-34 y.","higher education","38","0.190344393896977","0.136735766251078","0.243953021542876","5"
"Non-working","1989","35-65 y.","in school","","","","","5"
"Non-working","1989","35-65 y.","inadequately","217","0.509867249019446","0.464911348037013","0.55482315000188","5"
"Non-working","1989","35-65 y.","general elemantary","525","0.5207722264212","0.49245977994862","0.549084672893781","5"
"Non-working","1989","66 and older","in school","","","","","5"
"Non-working","1989","66 and older","inadequately","13","","","","5"
"Non-working","1989","66 and older","general elemantary","377","0.978435130663235","0.963963014398569","0.992907246927901","5"
"Non-working","1989","66 and older","middle vocational","472","0.983487582304994","0.972087256955007","0.994887907654981","5"
"Non-working","1989","66 and older","vocational + Abi","21","","","","5"
"Non-working","1989","66 and older","higher vocational","64","0.954209437893664","0.904526933920827","1.0038919418665","5"
"Non-working","1989","66 and older","higher education","45","0.859938815775665","0.769042401611815","0.950835229939515","5"
"Other","1989","16-34 y.","vocational + Abi","6","","","","6"
"Other","1989","16-34 y.","middle vocational","131","0.0720250392229873","0.0600518408275742","0.0839982376184004","6"
"Other","1989","16-34 y.","inadequately","13","","","","6"
"Other","1989","35-65 y.","vocational + Abi","3","","","","6"
"Other","1989","16-34 y.","general elemantary","264","0.310206778339773","0.281622041155776","0.338791515523771","6"
"Other","1989","35-65 y.","middle vocational","45","0.0182945309019432","0.0128956940173444","0.0236933677865419","6"
"Other","1989","35-65 y.","higher vocational","4","","","","6"
"Other","1989","66 and older","higher education","2","","","","6"
"Other","1989","35-65 y.","higher education","14","","","","6"
"Other","1989","16-34 y.","in school","6","","","","6"
"Other","1989","66 and older","inadequately","","","","","6"
"Other","1989","66 and older","general elemantary","3","","","","6"
"Other","1989","16-34 y.","higher vocational","6","","","","6"
"Other","1989","16-34 y.","higher education","7","","","","6"
"Other","1989","35-65 y.","in school","","","","","6"
"Other","1989","35-65 y.","general elemantary","35","0.0317911348578235","0.021848075220463","0.041734194495184","6"
"Other","1989","66 and older","in school","","","","","6"
"Other","1989","66 and older","middle vocational","1","","","","6"
"Other","1989","66 and older","vocational + Abi","","","","","6"
"Other","1989","66 and older","higher vocational","3","","","","6"
"Other","1989","35-65 y.","inadequately","5","","","","6"
"Part-time","1989","16-34 y.","middle vocational","104","0.0624804029846037","0.0512715186834354","0.0736892872857719","2"
"Part-time","1989","16-34 y.","higher vocational","18","","","","2"
"Part-time","1989","16-34 y.","general elemantary","42","0.0532250361754546","0.0393533113256364","0.0670967610252727","2"
"Part-time","1989","16-34 y.","higher education","14","","","","2"
"Part-time","1989","16-34 y.","vocational + Abi","11","","","","2"
"Part-time","1989","16-34 y.","inadequately","7","","","","2"
"Part-time","1989","16-34 y.","in school","4","","","","2"
"Part-time","1989","35-65 y.","vocational + Abi","7","","","","2"
"Part-time","1989","35-65 y.","higher vocational","22","","","","2"
"Part-time","1989","35-65 y.","higher education","34","0.0725536928566517","0.0482326875905101","0.0968746981227932","2"
"Part-time","1989","66 and older","in school","","","","","2"
"Part-time","1989","66 and older","inadequately","","","","","2"
"Part-time","1989","66 and older","general elemantary","6","","","","2"
"Part-time","1989","66 and older","middle vocational","4","","","","2"
"Part-time","1989","66 and older","vocational + Abi","","","","","2"
"Part-time","1989","66 and older","higher vocational","","","","","2"
"Part-time","1989","66 and older","higher education","3","","","","2"
"Part-time","1989","35-65 y.","in school","","","","","2"
"Part-time","1989","35-65 y.","inadequately","24","","","","2"
"Part-time","1989","35-65 y.","general elemantary","136","0.128703900158238","0.109725428307651","0.147682372008826","2"
"Part-time","1989","35-65 y.","middle vocational","232","0.098129968116113","0.0861454170864471","0.110114519145779","2"
"Full-time","1990","16-34 y.","general elemantary","378","0.300043931382667","0.273347531876041","0.326740330889293","1"
