"erwst","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Full-time","2013","college entrance qualification","Couple + C. LE and GT 16","241","0.444096753186488","0.403054395787883","0.485139110585093"
"Full-time","2013","Other degree","1-pers.-HH","127","0.341066398665238","0.290675868528639","0.391456928801838"
"Full-time","2013","Other degree","(Married) couple without C. ","326","0.312193366044031","0.281919223489431","0.342467508598631"
"Full-time","2013","Other degree","Single parent ","76","0.33188940008735","0.274318581922057","0.389460218252644"
"Full-time","2013","Other degree","Couple + C. LE 16 ","673","0.464740516091845","0.439814241397227","0.489666790786463"
"Full-time","2013","Other degree","Couple + C. GT 16 ","216","0.410957662478662","0.364880807051986","0.457034517905339"
"Full-time","2013","Other degree","Couple + C. LE and GT 16","199","0.495015436474422","0.447085332341079","0.542945540607766"
"Full-time","2013","no degree/no degree yet","1-pers.-HH","10","","",""
"Full-time","2013","no degree/no degree yet","(Married) couple without C. ","24","","",""
"Full-time","2013","no degree/no degree yet","Single parent ","9","","",""
"Full-time","2013","no degree/no degree yet","Couple + C. LE 16 ","56","0.310971348903941","0.248365159188349","0.373577538619532"
"Full-time","2013","no degree/no degree yet","Couple + C. GT 16 ","15","","",""
"Full-time","2013","no degree/no degree yet","Couple + C. LE and GT 16","25","","",""
"Part-time","2013","lower secondary degree","1-pers.-HH","45","0.0319132332279211","0.0224131423566165","0.0414133240992256"
"Part-time","2013","lower secondary degree","(Married) couple without C. ","146","0.0553166148476863","0.0469837376552989","0.0636494920400737"
"Part-time","2013","lower secondary degree","Single parent ","125","0.14717060264336","0.12026438866653","0.17407681662019"
"Part-time","2013","lower secondary degree","Couple + C. LE 16 ","185","0.146063785257683","0.127675249122633","0.164452321392733"
"Part-time","2013","lower secondary degree","Couple + C. GT 16 ","103","0.112420984975505","0.0901383448280382","0.134703625122972"
"Part-time","2013","lower secondary degree","Couple + C. LE and GT 16","69","0.117990804943291","0.0896006416096154","0.146380968276968"
"Part-time","2013","secondary school degree","1-pers.-HH","84","0.0703454807045146","0.0544076636084394","0.0862832978005898"
"Part-time","2013","secondary school degree","(Married) couple without C. ","234","0.102366973115523","0.0899732319655288","0.114760714265518"
"Part-time","2013","secondary school degree","Single parent ","301","0.228946802172482","0.203509156597105","0.25438444774786"
"Part-time","2013","secondary school degree","Couple + C. LE 16 ","614","0.249281075751926","0.231820461106063","0.266741690397789"
"Part-time","2013","secondary school degree","Couple + C. GT 16 ","184","0.181452637138466","0.157372769751888","0.205532504525044"
"Part-time","2013","secondary school degree","Couple + C. LE and GT 16","140","0.219695195753076","0.188107456554218","0.251282934951933"
"Part-time","2013","college entrance qualification","1-pers.-HH","84","0.0779618693738391","0.0621249759402985","0.0937987628073797"
"Part-time","2013","college entrance qualification","(Married) couple without C. ","198","0.0854270896158702","0.0738024155783499","0.0970517636533905"
"Part-time","2013","college entrance qualification","Single parent ","205","0.204275227819493","0.173281008364942","0.235269447274045"
"Part-time","2013","college entrance qualification","Couple + C. LE 16 ","719","0.269494844179351","0.252293810765879","0.286695877592822"
"Part-time","2013","college entrance qualification","Couple + C. GT 16 ","110","0.124795409221787","0.102459471429911","0.147131347013663"
"Part-time","2013","college entrance qualification","Couple + C. LE and GT 16","110","0.197016635599493","0.164161851561276","0.22987141963771"
"Part-time","2013","Other degree","1-pers.-HH","37","0.0841354233812426","0.0546291945837017","0.113641652178784"
"Part-time","2013","Other degree","(Married) couple without C. ","107","0.0977601944816819","0.0783571956935925","0.117163193269771"
"Part-time","2013","Other degree","Single parent ","52","0.167737886708652","0.122057773098441","0.213418000318863"
"Part-time","2013","Other degree","Couple + C. LE 16 ","233","0.147827954380811","0.130089660381695","0.165566248379928"
"Part-time","2013","Other degree","Couple + C. GT 16 ","69","0.174335031411008","0.138804205947189","0.209865856874827"
"Part-time","2013","Other degree","Couple + C. LE and GT 16","68","0.144344272157381","0.110653632352246","0.178034911962516"
"Part-time","2013","no degree/no degree yet","1-pers.-HH","8","","",""
"Part-time","2013","no degree/no degree yet","(Married) couple without C. ","14","","",""
"Part-time","2013","no degree/no degree yet","Single parent ","13","","",""
"Part-time","2013","no degree/no degree yet","Couple + C. LE 16 ","22","","",""
"Part-time","2013","no degree/no degree yet","Couple + C. GT 16 ","9","","",""
"Part-time","2013","no degree/no degree yet","Couple + C. LE and GT 16","8","","",""
"Non-working","2013","lower secondary degree","1-pers.-HH","979","0.729562465739201","0.705554799785225","0.753570131693176"
"Non-working","2013","lower secondary degree","(Married) couple without C. ","2137","0.721649650559266","0.705312243369245","0.737987057749287"
"Non-working","2013","lower secondary degree","Single parent ","278","0.462366454132166","0.424500638624685","0.500232269639647"
"Non-working","2013","lower secondary degree","Couple + C. LE 16 ","376","0.220831884066045","0.199234077806447","0.242429690325642"
"Non-working","2013","lower secondary degree","Couple + C. GT 16 ","245","0.318728852538135","0.285858063529747","0.351599641546522"
"Non-working","2013","lower secondary degree","Couple + C. LE and GT 16","118","0.223852209718748","0.187169605645553","0.260534813791942"
"Non-working","2013","secondary school degree","1-pers.-HH","418","0.430418032801353","0.399559640923211","0.461276424679495"
"Non-working","2013","secondary school degree","(Married) couple without C. ","1042","0.420363748564401","0.400181782270809","0.440545714857992"
"Non-working","2013","secondary school degree","Single parent ","248","0.24297166672954","0.217005889117744","0.268937444341336"
"Non-working","2013","secondary school degree","Couple + C. LE 16 ","476","0.180970567644875","0.165431322457202","0.196509812832548"
"Non-working","2013","secondary school degree","Couple + C. GT 16 ","192","0.170283877285243","0.146798255019759","0.193769499550727"
"Non-working","2013","secondary school degree","Couple + C. LE and GT 16","134","0.177328329523264","0.148189073732016","0.206467585314512"
"Non-working","2013","college entrance qualification","1-pers.-HH","368","0.320461411464844","0.292896959389306","0.348025863540383"
"Non-working","2013","college entrance qualification","(Married) couple without C. ","877","0.342506687084562","0.322770920079447","0.362242454089677"
"Non-working","2013","college entrance qualification","Single parent ","128","0.259570114689774","0.225867722590911","0.293272506788637"
"Non-working","2013","college entrance qualification","Couple + C. LE 16 ","412","0.172419357530303","0.157775151195712","0.187063563864895"
"Non-working","2013","college entrance qualification","Couple + C. GT 16 ","231","0.260811138865547","0.231136129286007","0.290486148445087"
"Non-working","2013","college entrance qualification","Couple + C. LE and GT 16","126","0.233948334774172","0.198979359723811","0.268917309824533"
"Non-working","2013","Other degree","1-pers.-HH","155","0.521723683361503","0.468626883579766","0.57482048314324"
"Non-working","2013","Other degree","(Married) couple without C. ","390","0.514409479985887","0.481756981508769","0.547061978463004"
"Non-working","2013","Other degree","Single parent ","94","0.36059254367111","0.301887049442909","0.41929803789931"
"Non-working","2013","Other degree","Couple + C. LE 16 ","495","0.313391898521715","0.290208971520441","0.336574825522988"
"Non-working","2013","Other degree","Couple + C. GT 16 ","115","0.30665600987412","0.263473174587165","0.349838845161074"
"Non-working","2013","Other degree","Couple + C. LE and GT 16","104","0.245187260178984","0.203946324381828","0.286428195976139"
"Non-working","2013","no degree/no degree yet","1-pers.-HH","66","0.684281995236414","0.589816360285239","0.778747630187589"
"Non-working","2013","no degree/no degree yet","(Married) couple without C. ","76","0.655552989240491","0.572581682580998","0.738524295899984"
"Non-working","2013","no degree/no degree yet","Single parent ","297","0.786886449383031","0.746502284268095","0.827270614497966"
"Non-working","2013","no degree/no degree yet","Couple + C. LE 16 ","111","0.494686796328506","0.427065432407982","0.562308160249031"
"Non-working","2013","no degree/no degree yet","Couple + C. GT 16 ","233","0.730536828801072","0.682374214049333","0.778699443552811"
"Non-working","2013","no degree/no degree yet","Couple + C. LE and GT 16","376","0.735656549183641","0.697421692089115","0.773891406278168"
"Other","2013","lower secondary degree","1-pers.-HH","57","0.0392866353693466","0.0287862666684661","0.049787004070227"
"Other","2013","lower secondary degree","(Married) couple without C. ","148","0.05038171033633","0.042408466720852","0.058354953951808"
"Other","2013","lower secondary degree","Single parent ","105","0.143712185614514","0.117070134606444","0.170354236622583"
"Other","2013","lower secondary degree","Couple + C. LE 16 ","124","0.0873665864093478","0.0726643286621946","0.102068844156501"
"Other","2013","lower secondary degree","Couple + C. GT 16 ","85","0.0963653537817098","0.0755493989022984","0.117181308661121"
"Other","2013","lower secondary degree","Couple + C. LE and GT 16","88","0.152978729651706","0.121299841096296","0.184657618207117"
"Other","2013","secondary school degree","1-pers.-HH","63","0.0593534354796614","0.0446273908300995","0.0740794801292233"
"Other","2013","secondary school degree","(Married) couple without C. ","111","0.0525984251419124","0.04347145771607","0.0617253925677549"
"Other","2013","secondary school degree","Single parent ","153","0.126478045145329","0.106354155162046","0.146601935128612"
"Other","2013","secondary school degree","Couple + C. LE 16 ","185","0.0733234345871719","0.0628023216927697","0.0838445474815742"
"Other","2013","secondary school degree","Couple + C. GT 16 ","149","0.131441140079104","0.110329798731666","0.152552481426541"
"Other","2013","secondary school degree","Couple + C. LE and GT 16","157","0.217908678159294","0.186413641379715","0.249403714938874"
"Other","2013","college entrance qualification","1-pers.-HH","100","0.0817856675674485","0.0655987160218577","0.0979726191130393"
"Other","2013","college entrance qualification","(Married) couple without C. ","121","0.0438709986339911","0.0353533284880119","0.0523886687799703"
"Other","2013","college entrance qualification","Single parent ","62","0.124280503171967","0.0989189747114088","0.149642031632525"
"Other","2013","college entrance qualification","Couple + C. LE 16 ","127","0.0369125235764629","0.0296030280823894","0.0442220190705363"
"Other","2013","college entrance qualification","Couple + C. GT 16 ","129","0.19952002142484","0.17251039537051","0.22652964747917"
"Other","2013","college entrance qualification","Couple + C. LE and GT 16","86","0.124938276439847","0.097625805476088","0.152250747403606"
"Other","2013","Other degree","1-pers.-HH","21","","",""
"Other","2013","Other degree","(Married) couple without C. ","77","0.0756369594884004","0.0583620749337973","0.0929118440430034"
"Other","2013","Other degree","Single parent ","35","0.139780169532888","0.0973857165609583","0.182174622504817"
