"erwst","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Part-time","1991","higher education","West Germany","67","0.100500268822664","0.0786295069859185","0.122371030659409"
"Part-time","1991","higher education","East Germany","45","0.0476433811316005","0.0341547951057982","0.0611319671574027"
"Non-working","1991","in school","West Germany","139","0.915393516298592","0.870857824747856","0.959929207849328"
"Non-working","1991","in school","East Germany","2","","",""
"Non-working","1991","inadequately","West Germany","277","0.46288929111574","0.423829366849684","0.501949215381796"
"Non-working","1991","inadequately","East Germany","36","0.926196678703932","0.844141621922161","1.0082517354857"
"Non-working","1991","general elemantary","West Germany","1123","0.577035124139675","0.55737231805385","0.5966979302255"
"Non-working","1991","general elemantary","East Germany","291","0.737346842125546","0.697174712630346","0.777518971620746"
"Non-working","1991","middle vocational","West Germany","1607","0.403283285803418","0.389076214346154","0.417490357260682"
"Non-working","1991","middle vocational","East Germany","728","0.367534020808319","0.348106916209783","0.386961125406855"
"Non-working","1991","vocational + Abi","West Germany","93","0.325433336427359","0.273276564904806","0.377590107949912"
"Non-working","1991","vocational + Abi","East Germany","17","","",""
"Non-working","1991","higher vocational","West Germany","157","0.341387922659866","0.300632505683262","0.382143339636471"
"Non-working","1991","higher vocational","East Germany","44","0.255884286671856","0.200563138253628","0.311205435090084"
"Non-working","1991","higher education","West Germany","156","0.241431890534091","0.210302229721764","0.272561551346418"
"Non-working","1991","higher education","East Germany","205","0.252241076889201","0.224739724906286","0.279742428872116"
"Other","1991","in school","West Germany","10","","",""
"Other","1991","in school","East Germany","10","","",""
"Other","1991","inadequately","West Germany","17","","",""
"Other","1991","inadequately","East Germany","","","",""
"Other","1991","general elemantary","West Germany","287","0.102367327384408","0.0903024690181608","0.114432185750655"
"Other","1991","general elemantary","East Germany","78","0.105445725159862","0.0774097630116832","0.133481687308042"
"Other","1991","middle vocational","West Germany","210","0.0428549326331127","0.0369894379808928","0.0487204272853327"
"Other","1991","middle vocational","East Germany","40","0.0171856913402508","0.0119489640265204","0.0224224186539812"
"Other","1991","vocational + Abi","West Germany","20","","",""
"Other","1991","vocational + Abi","East Germany","4","","",""
"Other","1991","higher vocational","West Germany","15","","",""
"Other","1991","higher vocational","East Germany","2","","",""
"Other","1991","higher education","West Germany","21","","",""
"Other","1991","higher education","East Germany","8","","",""
"Full-time","1992","in school","West Germany","","","",""
"Full-time","1992","in school","East Germany","","","",""
"Full-time","1992","inadequately","West Germany","258","0.415909830775256","0.376828708454869","0.454990953095643"
"Full-time","1992","inadequately","East Germany","3","","",""
"Full-time","1992","general elemantary","West Germany","791","0.238392996498436","0.221168997670715","0.255616995326157"
"Full-time","1992","general elemantary","East Germany","57","0.10438859978649","0.0763857845665433","0.132391415006437"
"Full-time","1992","middle vocational","West Germany","2327","0.46638587339971","0.451852140681375","0.480919606118044"
"Full-time","1992","middle vocational","East Germany","1200","0.481731568675425","0.460969863719845","0.502493273631005"
"Full-time","1992","vocational + Abi","West Germany","165","0.496432101652717","0.441565040775953","0.551299162529481"
"Full-time","1992","vocational + Abi","East Germany","37","0.501109944772439","0.382269965080078","0.6199499244648"
"Full-time","1992","higher vocational","West Germany","312","0.551787055805184","0.509685935973242","0.593888175637126"
"Full-time","1992","higher vocational","East Germany","172","0.663292356939196","0.602741660009877","0.723843053868515"
"Full-time","1992","higher education","West Germany","493","0.644956695476064","0.61045568514584","0.679457705806288"
"Full-time","1992","higher education","East Germany","631","0.641497614663502","0.610526144315406","0.672469085011598"
"Part-time","1992","in school","West Germany","2","","",""
"Part-time","1992","in school","East Germany","","","",""
"Part-time","1992","inadequately","West Germany","35","0.0382432214590285","0.023036438478557","0.0534500044395001"
"Part-time","1992","inadequately","East Germany","","","",""
"Part-time","1992","general elemantary","West Germany","185","0.0800803011174193","0.0691089633750057","0.0910516388598329"
"Part-time","1992","general elemantary","East Germany","8","","",""
"Part-time","1992","middle vocational","West Germany","412","0.0869201619880916","0.0787127647030908","0.0951275592730923"
"Part-time","1992","middle vocational","East Germany","105","0.0362429995040711","0.0284773296582886","0.0440086693498535"
"Part-time","1992","vocational + Abi","West Germany","25","","",""
"Part-time","1992","vocational + Abi","East Germany","1","","",""
"Part-time","1992","higher vocational","West Germany","50","0.0782494323039993","0.0555134877866611","0.100985376821337"
"Part-time","1992","higher vocational","East Germany","3","","",""
"Part-time","1992","higher education","West Germany","67","0.0931048613393954","0.0721545448738422","0.114055177804949"
"Part-time","1992","higher education","East Germany","41","0.0490163726564122","0.0350727577336443","0.06295998757918"
"Non-working","1992","in school","West Germany","132","0.91083074312282","0.863956924746312","0.957704561499329"
"Non-working","1992","in school","East Germany","37","0.784918110948728","0.664869834219833","0.904966387677623"
"Non-working","1992","inadequately","West Germany","311","0.535561403253746","0.49601597587841","0.575106830629082"
"Non-working","1992","inadequately","East Germany","14","","",""
"Non-working","1992","general elemantary","West Germany","1127","0.593375525111081","0.57351990986258","0.613231140359582"
"Non-working","1992","general elemantary","East Germany","295","0.741770461147549","0.70168812007399","0.781852802221109"
"Non-working","1992","middle vocational","West Germany","1623","0.41548376670213","0.401126686224404","0.429840847179857"
"Non-working","1992","middle vocational","East Germany","878","0.463581416688229","0.442861023134287","0.484301810242171"
"Non-working","1992","vocational + Abi","West Germany","111","0.357085480034888","0.304506099863177","0.409664860206599"
"Non-working","1992","vocational + Abi","East Germany","28","","",""
"Non-working","1992","higher vocational","West Germany","156","0.332889707910901","0.292995054109576","0.372784361712226"
"Non-working","1992","higher vocational","East Germany","59","0.319101950702389","0.259378356376532","0.378825545028246"
"Non-working","1992","higher education","West Germany","163","0.238420726117018","0.207698305328865","0.269143146905171"
"Non-working","1992","higher education","East Germany","238","0.297818517464419","0.268284752742315","0.327352282186523"
"Other","1992","in school","West Germany","8","","",""
"Other","1992","in school","East Germany","8","","",""
"Other","1992","inadequately","West Germany","7","","",""
"Other","1992","inadequately","East Germany","5","","",""
"Other","1992","general elemantary","West Germany","248","0.0881511772730637","0.076690843779704","0.0996115107664235"
"Other","1992","general elemantary","East Germany","98","0.143196473197592","0.111117376130119","0.175275570265066"
"Other","1992","middle vocational","West Germany","164","0.0312101979100683","0.0261443300557683","0.0362760657643683"
"Other","1992","middle vocational","East Germany","42","0.0184440151322753","0.0128532872285077","0.0240347430360429"
"Other","1992","vocational + Abi","West Germany","18","","",""
"Other","1992","vocational + Abi","East Germany","2","","",""
"Other","1992","higher vocational","West Germany","18","","",""
"Other","1992","higher vocational","East Germany","","","",""
"Other","1992","higher education","West Germany","16","","",""
"Other","1992","higher education","East Germany","11","","",""
"Full-time","1993","in school","West Germany","","","",""
"Full-time","1993","in school","East Germany","","","",""
"Full-time","1993","inadequately","West Germany","245","0.405833478446035","0.366443209183607","0.445223747708463"
"Full-time","1993","inadequately","East Germany","2","","",""
"Full-time","1993","general elemantary","West Germany","764","0.242756140315702","0.22514959198213","0.260362688649274"
"Full-time","1993","general elemantary","East Germany","44","0.07821201302275","0.0528039417575813","0.103620084287919"
"Full-time","1993","middle vocational","West Germany","2302","0.460660627485504","0.446179036291918","0.475142218679091"
"Full-time","1993","middle vocational","East Germany","1095","0.458270560380232","0.437184927496962","0.479356193263501"
"Full-time","1993","vocational + Abi","West Germany","169","0.517664362961439","0.462657450408802","0.572671275514077"
"Full-time","1993","vocational + Abi","East Germany","39","0.511126964829856","0.394025720682018","0.628228208977693"
