"erwst","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Non-working","1986","66 and older","(3a) lower tertiary education","23","","",""
"Non-working","1986","66 and older","(3b) higher tertiary education","25","","",""
"Other","1986","16-34 y.","(0) in school","5","","",""
"Other","1986","16-34 y.","(1a) inadequately completed","8","","",""
"Other","1986","16-34 y.","(1b) general elementary school","134","0.211788247882392","0.183243046811945","0.240333448952839"
"Other","1986","16-34 y.","(1c) basic vocational qualification","46","0.0342091596151343","0.0232925939634677","0.0451257252668009"
"Other","1986","16-34 y.","(2b) intermediate general qualification","122","0.333101465820967","0.284748868009544","0.381454063632391"
"Other","1986","16-34 y.","(2a) intermediate vocational","34","0.047782783075061","0.0306001002654282","0.0649654658846938"
"Other","1986","16-34 y.","(2c_gen) general maturity certificate","68","0.226474851671885","0.1824998687092","0.270449834634569"
"Other","1986","16-34 y.","(2c_voc) vocational maturity certificate","11","","",""
"Other","1986","16-34 y.","(3a) lower tertiary education","2","","",""
"Other","1986","16-34 y.","(3b) higher tertiary education","9","","",""
"Other","1986","35-65 y.","(0) in school","","","",""
"Other","1986","35-65 y.","(1a) inadequately completed","9","","",""
"Other","1986","35-65 y.","(1b) general elementary school","42","0.0358748557665215","0.0258760671508561","0.045873644382187"
"Other","1986","35-65 y.","(1c) basic vocational qualification","70","0.0326085696504464","0.0251408978897725","0.0400762414111203"
"Other","1986","35-65 y.","(2b) intermediate general qualification","6","","",""
"Other","1986","35-65 y.","(2a) intermediate vocational","14","","",""
"Other","1986","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"Other","1986","35-65 y.","(2c_voc) vocational maturity certificate","4","","",""
"Other","1986","35-65 y.","(3a) lower tertiary education","4","","",""
"Other","1986","35-65 y.","(3b) higher tertiary education","10","","",""
"Other","1986","66 and older","(0) in school","","","",""
"Other","1986","66 and older","(1a) inadequately completed","","","",""
"Other","1986","66 and older","(1b) general elementary school","4","","",""
"Other","1986","66 and older","(1c) basic vocational qualification","5","","",""
"Other","1986","66 and older","(2b) intermediate general qualification","","","",""
"Other","1986","66 and older","(2a) intermediate vocational","2","","",""
"Other","1986","66 and older","(2c_gen) general maturity certificate","","","",""
"Other","1986","66 and older","(2c_voc) vocational maturity certificate","","","",""
"Other","1986","66 and older","(3a) lower tertiary education","","","",""
"Other","1986","66 and older","(3b) higher tertiary education","","","",""
"Full-time","1987","16-34 y.","(0) in school","","","",""
"Full-time","1987","16-34 y.","(1a) inadequately completed","88","0.426153248174349","0.358623466411246","0.493683029937452"
"Full-time","1987","16-34 y.","(1b) general elementary school","314","0.393632217546108","0.359499245709249","0.427765189382967"
"Full-time","1987","16-34 y.","(1c) basic vocational qualification","732","0.716426348854848","0.689032684267896","0.7438200134418"
"Full-time","1987","16-34 y.","(2b) intermediate general qualification","54","0.197444830394117","0.154689889912517","0.240199770875717"
"Full-time","1987","16-34 y.","(2a) intermediate vocational","419","0.68194388374557","0.645663453298581","0.718224314192559"
"Full-time","1987","16-34 y.","(2c_gen) general maturity certificate","50","0.104258005471712","0.0710339544979066","0.137482056445518"
"Full-time","1987","16-34 y.","(2c_voc) vocational maturity certificate","123","0.576686414246603","0.510177306110501","0.643195522382704"
"Full-time","1987","16-34 y.","(3a) lower tertiary education","51","0.694396756380111","0.586481737138555","0.802311775621667"
"Full-time","1987","16-34 y.","(3b) higher tertiary education","100","0.678738046696706","0.603759727291084","0.753716366102327"
"Full-time","1987","35-65 y.","(0) in school","","","",""
"Full-time","1987","35-65 y.","(1a) inadequately completed","329","0.541501907996681","0.50153231854418","0.581471497449182"
"Full-time","1987","35-65 y.","(1b) general elementary school","533","0.319720151446419","0.294191205333277","0.34524909755956"
"Full-time","1987","35-65 y.","(1c) basic vocational qualification","1267","0.560831673553728","0.539804883614804","0.581858463492652"
"Full-time","1987","35-65 y.","(2b) intermediate general qualification","22","","",""
"Full-time","1987","35-65 y.","(2a) intermediate vocational","310","0.553878853665172","0.512781512058539","0.594976195271806"
"Full-time","1987","35-65 y.","(2c_gen) general maturity certificate","27","","",""
"Full-time","1987","35-65 y.","(2c_voc) vocational maturity certificate","107","0.620953162375893","0.545064984501368","0.696841340250417"
"Full-time","1987","35-65 y.","(3a) lower tertiary education","105","0.697109493645656","0.623818105622787","0.770400881668525"
"Full-time","1987","35-65 y.","(3b) higher tertiary education","251","0.789370385377419","0.74441262369706","0.834328147057778"
"Full-time","1987","66 and older","(0) in school","","","",""
"Full-time","1987","66 and older","(1a) inadequately completed","","","",""
"Full-time","1987","66 and older","(1b) general elementary school","2","","",""
"Full-time","1987","66 and older","(1c) basic vocational qualification","3","","",""
"Full-time","1987","66 and older","(2b) intermediate general qualification","","","",""
"Full-time","1987","66 and older","(2a) intermediate vocational","2","","",""
"Full-time","1987","66 and older","(2c_gen) general maturity certificate","","","",""
"Full-time","1987","66 and older","(2c_voc) vocational maturity certificate","1","","",""
"Full-time","1987","66 and older","(3a) lower tertiary education","2","","",""
"Full-time","1987","66 and older","(3b) higher tertiary education","4","","",""
"Part-time","1987","16-34 y.","(0) in school","3","","",""
"Part-time","1987","16-34 y.","(1a) inadequately completed","9","","",""
"Part-time","1987","16-34 y.","(1b) general elementary school","37","0.0661307690325513","0.0487685374497193","0.0834930006153833"
"Part-time","1987","16-34 y.","(1c) basic vocational qualification","43","0.0459384489370042","0.0332149141309097","0.0586619837430986"
"Part-time","1987","16-34 y.","(2b) intermediate general qualification","5","","",""
"Part-time","1987","16-34 y.","(2a) intermediate vocational","44","0.0663803115806112","0.0469870488934824","0.08577357426774"
"Part-time","1987","16-34 y.","(2c_gen) general maturity certificate","12","","",""
"Part-time","1987","16-34 y.","(2c_voc) vocational maturity certificate","16","","",""
"Part-time","1987","16-34 y.","(3a) lower tertiary education","4","","",""
"Part-time","1987","16-34 y.","(3b) higher tertiary education","14","","",""
"Part-time","1987","35-65 y.","(0) in school","","","",""
"Part-time","1987","35-65 y.","(1a) inadequately completed","25","","",""
"Part-time","1987","35-65 y.","(1b) general elementary school","134","0.122139371043903","0.104214967868155","0.140063774219652"
"Part-time","1987","35-65 y.","(1c) basic vocational qualification","194","0.0898584543322053","0.0777420112656859","0.101974897398725"
"Part-time","1987","35-65 y.","(2b) intermediate general qualification","13","","",""
"Part-time","1987","35-65 y.","(2a) intermediate vocational","75","0.122647463751553","0.095527051487249","0.149767876015857"
"Part-time","1987","35-65 y.","(2c_gen) general maturity certificate","2","","",""
"Part-time","1987","35-65 y.","(2c_voc) vocational maturity certificate","7","","",""
"Part-time","1987","35-65 y.","(3a) lower tertiary education","8","","",""
"Part-time","1987","35-65 y.","(3b) higher tertiary education","22","","",""
"Part-time","1987","66 and older","(0) in school","","","",""
"Part-time","1987","66 and older","(1a) inadequately completed","","","",""
"Part-time","1987","66 and older","(1b) general elementary school","4","","",""
"Part-time","1987","66 and older","(1c) basic vocational qualification","3","","",""
"Part-time","1987","66 and older","(2b) intermediate general qualification","","","",""
"Part-time","1987","66 and older","(2a) intermediate vocational","1","","",""
"Part-time","1987","66 and older","(2c_gen) general maturity certificate","","","",""
"Part-time","1987","66 and older","(2c_voc) vocational maturity certificate","2","","",""
"Part-time","1987","66 and older","(3a) lower tertiary education","","","",""
"Part-time","1987","66 and older","(3b) higher tertiary education","1","","",""
"Non-working","1987","16-34 y.","(0) in school","182","0.929521974090455","0.893318172788806","0.965725775392105"
"Non-working","1987","16-34 y.","(1a) inadequately completed","98","0.464350561023955","0.396245749509711","0.5324553725382"
"Non-working","1987","16-34 y.","(1b) general elementary school","283","0.321753869312752","0.289116415035813","0.354391323589692"
"Non-working","1987","16-34 y.","(1c) basic vocational qualification","219","0.204114624099672","0.179618704691984","0.22861054350736"
"Non-working","1987","16-34 y.","(2b) intermediate general qualification","133","0.360260164510574","0.308697447591669","0.411822881429479"
"Non-working","1987","16-34 y.","(2a) intermediate vocational","133","0.1995908092196","0.168454112330092","0.230727506109109"
"Non-working","1987","16-34 y.","(2c_gen) general maturity certificate","182","0.584105699508429","0.530520652396542","0.637690746620317"
"Non-working","1987","16-34 y.","(2c_voc) vocational maturity certificate","60","0.261375167094864","0.20222931748585","0.320521016703878"
"Non-working","1987","16-34 y.","(3a) lower tertiary education","14","","",""
"Non-working","1987","16-34 y.","(3b) higher tertiary education","28","","",""
"Non-working","1987","35-65 y.","(0) in school","","","",""
"Non-working","1987","35-65 y.","(1a) inadequately completed","235","0.420122412416041","0.380529539812472","0.45971528501961"
"Non-working","1987","35-65 y.","(1b) general elementary school","582","0.52601297396039","0.498680085215709","0.553345862705072"
"Non-working","1987","35-65 y.","(1c) basic vocational qualification","642","0.330818082822348","0.310883464586306","0.35075270105839"
"Non-working","1987","35-65 y.","(2b) intermediate general qualification","33","0.476315814441211","0.360143899894994","0.592487728987427"
"Non-working","1987","35-65 y.","(2a) intermediate vocational","162","0.296249623072635","0.25849951870193","0.33399972744334"
"Non-working","1987","35-65 y.","(2c_gen) general maturity certificate","20","","",""
"Non-working","1987","35-65 y.","(2c_voc) vocational maturity certificate","39","0.30925610901888","0.236959831754518","0.381552386283243"
"Non-working","1987","35-65 y.","(3a) lower tertiary education","35","0.236727085885603","0.168928049887537","0.304526121883668"
"Non-working","1987","35-65 y.","(3b) higher tertiary education","34","0.11426221044174","0.0791863407960545","0.149338080087426"
"Non-working","1987","66 and older","(0) in school","","","",""
"Non-working","1987","66 and older","(1a) inadequately completed","19","","",""
"Non-working","1987","66 and older","(1b) general elementary school","373","0.974726858769285","0.959048925736577","0.990404791801993"
"Non-working","1987","66 and older","(1c) basic vocational qualification","403","0.983015231800468","0.97052308394589","0.995507379655045"
"Non-working","1987","66 and older","(2b) intermediate general qualification","29","","",""
"Non-working","1987","66 and older","(2a) intermediate vocational","133","0.970253468918367","0.941805676309116","0.998701261527619"
"Non-working","1987","66 and older","(2c_gen) general maturity certificate","7","","",""
"Non-working","1987","66 and older","(2c_voc) vocational maturity certificate","34","0.933765265375029","0.853632711038807","1.01389781971125"
