"erwst","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Non-working","2018","Lower Saxony","(1a) inadequately completed","231","0.681778151870693","0.629674826738495","0.733881477002892"
"Non-working","2018","Lower Saxony","(1b) general elementary school","226","0.584249152094292","0.533267197254943","0.63523110693364"
"Non-working","2018","Lower Saxony","(1c) basic vocational qualification","226","0.533819700505214","0.488331227306885","0.579308173703543"
"Non-working","2018","Lower Saxony","(2b) intermediate general qualification","59","0.422008242064881","0.334370846019281","0.509645638110482"
"Non-working","2018","Lower Saxony","(2a) intermediate vocational","153","0.267152039986048","0.231357628245713","0.302946451726384"
"Non-working","2018","Lower Saxony","(2c_gen) general maturity certificate","112","0.34431166917861","0.281093367833043","0.407529970524178"
"Non-working","2018","Lower Saxony","(2c_voc) vocational maturity certificate","64","0.281508123687091","0.227764326434081","0.335251920940102"
"Non-working","2018","Lower Saxony","(3a) lower tertiary education","29","","",""
"Non-working","2018","Lower Saxony","(3b) higher tertiary education","154","0.337226330159207","0.294163659826571","0.380289000491842"
"Non-working","2018","Bremen","(0) in school","9","","",""
"Non-working","2018","Bremen","(1a) inadequately completed","33","0.608316335909938","0.464086794762373","0.752545877057504"
"Non-working","2018","Bremen","(1b) general elementary school","16","","",""
"Non-working","2018","Bremen","(1c) basic vocational qualification","12","","",""
"Non-working","2018","Bremen","(2b) intermediate general qualification","4","","",""
"Non-working","2018","Bremen","(2a) intermediate vocational","10","","",""
"Non-working","2018","Bremen","(2c_gen) general maturity certificate","22","","",""
"Non-working","2018","Bremen","(2c_voc) vocational maturity certificate","8","","",""
"Non-working","2018","Bremen","(3a) lower tertiary education","3","","",""
"Non-working","2018","Bremen","(3b) higher tertiary education","24","","",""
"Non-working","2018","North Rhine-Westphalia","(0) in school","155","0.816105072722767","0.760281177083688","0.871928968361846"
"Non-working","2018","North Rhine-Westphalia","(1a) inadequately completed","367","0.574264571869932","0.531518871260855","0.617010272479009"
"Non-working","2018","North Rhine-Westphalia","(1b) general elementary school","379","0.548582714155761","0.510237947192209","0.586927481119312"
"Non-working","2018","North Rhine-Westphalia","(1c) basic vocational qualification","557","0.579911395635271","0.550296026297732","0.60952676497281"
"Non-working","2018","North Rhine-Westphalia","(2b) intermediate general qualification","90","0.4269926399674","0.358268099025266","0.495717180909533"
"Non-working","2018","North Rhine-Westphalia","(2a) intermediate vocational","254","0.315523189427422","0.284731105927911","0.346315272926932"
"Non-working","2018","North Rhine-Westphalia","(2c_gen) general maturity certificate","267","0.449729622895153","0.408746628209104","0.490712617581203"
"Non-working","2018","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","175","0.245768562632803","0.214810828646462","0.276726296619145"
"Non-working","2018","North Rhine-Westphalia","(3a) lower tertiary education","87","0.268971249085317","0.221201357795956","0.316741140374679"
"Non-working","2018","North Rhine-Westphalia","(3b) higher tertiary education","371","0.292803023958972","0.265053476401133","0.32055257151681"
"Non-working","2018","Hesse","(0) in school","44","0.933652739404052","0.867269965358349","1.00003551344976"
"Non-working","2018","Hesse","(1a) inadequately completed","210","0.557630166590423","0.497025771635791","0.618234561545056"
"Non-working","2018","Hesse","(1b) general elementary school","141","0.62959676141092","0.56718695961559","0.69200656320625"
"Non-working","2018","Hesse","(1c) basic vocational qualification","131","0.533266530363967","0.473868768391486","0.592664292336448"
"Non-working","2018","Hesse","(2b) intermediate general qualification","21","","",""
"Non-working","2018","Hesse","(2a) intermediate vocational","91","0.299822600967428","0.249932795141219","0.349712406793636"
"Non-working","2018","Hesse","(2c_gen) general maturity certificate","108","0.337915603399453","0.276248340754622","0.399582866044284"
"Non-working","2018","Hesse","(2c_voc) vocational maturity certificate","49","0.238039467996425","0.178110341212435","0.297968594780416"
"Non-working","2018","Hesse","(3a) lower tertiary education","30","0.272581778077979","0.192577150410681","0.352586405745277"
"Non-working","2018","Hesse","(3b) higher tertiary education","124","0.265088732109658","0.223273039595557","0.30690442462376"
"Non-working","2018","Rhineland-Palatinate,Saarland","(0) in school","32","0.722007610155044","0.589631658918631","0.854383561391458"
"Non-working","2018","Rhineland-Palatinate,Saarland","(1a) inadequately completed","90","0.599664135299908","0.513770818879436","0.685557451720379"
"Non-working","2018","Rhineland-Palatinate,Saarland","(1b) general elementary school","135","0.575768837357193","0.51581000058259","0.635727674131797"
"Non-working","2018","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","170","0.497562948333131","0.447554045742846","0.547571850923417"
"Non-working","2018","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","19","","",""
"Non-working","2018","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","66","0.325254251702018","0.265485572451462","0.385022930952573"
"Non-working","2018","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","57","0.303065199574313","0.224958842777075","0.381171556371552"
"Non-working","2018","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","31","0.177540800102371","0.117957326882287","0.237124273322454"
"Non-working","2018","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","26","","",""
"Non-working","2018","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","80","0.339986836058353","0.279421865608945","0.400551806507761"
"Non-working","2018","Baden-Württemberg","(0) in school","53","0.684721647857799","0.578137954306393","0.791305341409204"
"Non-working","2018","Baden-Württemberg","(1a) inadequately completed","180","0.615117329870595","0.551959990342186","0.678274669399003"
"Non-working","2018","Baden-Württemberg","(1b) general elementary school","170","0.569718035194806","0.514954708474053","0.62448136191556"
"Non-working","2018","Baden-Württemberg","(1c) basic vocational qualification","230","0.447751846667425","0.405965493530812","0.489538199804037"
"Non-working","2018","Baden-Württemberg","(2b) intermediate general qualification","35","0.40579449264459","0.303777034534959","0.507811950754221"
"Non-working","2018","Baden-Württemberg","(2a) intermediate vocational","135","0.274760910916465","0.237283643681015","0.312238178151914"
"Non-working","2018","Baden-Württemberg","(2c_gen) general maturity certificate","102","0.412684320365008","0.347480834314094","0.477887806415922"
"Non-working","2018","Baden-Württemberg","(2c_voc) vocational maturity certificate","80","0.318195972495874","0.264954317589618","0.37143762740213"
"Non-working","2018","Baden-Württemberg","(3a) lower tertiary education","67","0.396015012474829","0.334523687481179","0.457506337468478"
"Non-working","2018","Baden-Württemberg","(3b) higher tertiary education","200","0.26006583483651","0.226394333230064","0.293737336442955"
"Non-working","2018","Bavaria","(0) in school","64","0.916258794398989","0.853569101566085","0.978948487231894"
"Non-working","2018","Bavaria","(1a) inadequately completed","186","0.658644663401335","0.601769665005352","0.715519661797319"
"Non-working","2018","Bavaria","(1b) general elementary school","198","0.57394870433472","0.524424650259033","0.623472758410408"
"Non-working","2018","Bavaria","(1c) basic vocational qualification","421","0.437503274150752","0.407310058700711","0.467696489600792"
"Non-working","2018","Bavaria","(2b) intermediate general qualification","54","0.416405244854569","0.335889534182845","0.496920955526292"
"Non-working","2018","Bavaria","(2a) intermediate vocational","196","0.288875521166879","0.257389357949937","0.320361684383821"
"Non-working","2018","Bavaria","(2c_gen) general maturity certificate","124","0.388445113436646","0.32954003096567","0.447350195907621"
"Non-working","2018","Bavaria","(2c_voc) vocational maturity certificate","85","0.225152428157232","0.181518610242286","0.268786246072177"
"Non-working","2018","Bavaria","(3a) lower tertiary education","85","0.285368323387252","0.236120068819946","0.334616577954559"
"Non-working","2018","Bavaria","(3b) higher tertiary education","228","0.269529900077347","0.237473564123292","0.301586236031402"
"Non-working","2018","Berlin","(0) in school","14","","",""
"Non-working","2018","Berlin","(1a) inadequately completed","68","0.813433356886323","0.728068113067382","0.898798600705264"
"Non-working","2018","Berlin","(1b) general elementary school","58","0.606911478508834","0.503681289571602","0.710141667446065"
"Non-working","2018","Berlin","(1c) basic vocational qualification","74","0.721939908680021","0.63541336934249","0.808466448017551"
"Non-working","2018","Berlin","(2b) intermediate general qualification","12","","",""
"Non-working","2018","Berlin","(2a) intermediate vocational","82","0.462084203462657","0.393669300163016","0.530499106762299"
"Non-working","2018","Berlin","(2c_gen) general maturity certificate","42","0.357764361979764","0.260343412984622","0.455185310974907"
"Non-working","2018","Berlin","(2c_voc) vocational maturity certificate","18","","",""
"Non-working","2018","Berlin","(3a) lower tertiary education","26","","",""
"Non-working","2018","Berlin","(3b) higher tertiary education","112","0.252062173731444","0.207334079596825","0.296790267866062"
"Non-working","2018","Brandenburg","(0) in school","22","","",""
"Non-working","2018","Brandenburg","(1a) inadequately completed","54","0.649943680521259","0.539767257969695","0.760120103072822"
"Non-working","2018","Brandenburg","(1b) general elementary school","66","0.735344797160668","0.642645979527303","0.828043614794033"
"Non-working","2018","Brandenburg","(1c) basic vocational qualification","109","0.732684027419547","0.664110116905664","0.801257937933429"
"Non-working","2018","Brandenburg","(2b) intermediate general qualification","17","","",""
"Non-working","2018","Brandenburg","(2a) intermediate vocational","117","0.320698206797753","0.272008138400754","0.369388275194752"
"Non-working","2018","Brandenburg","(2c_gen) general maturity certificate","23","","",""
"Non-working","2018","Brandenburg","(2c_voc) vocational maturity certificate","25","","",""
"Non-working","2018","Brandenburg","(3a) lower tertiary education","55","0.514444277315533","0.421467324142721","0.607421230488345"
"Non-working","2018","Brandenburg","(3b) higher tertiary education","52","0.274253153280027","0.202132804680425","0.346373501879629"
"Non-working","2018","Mecklenburg-Western Pomerania","(0) in school","12","","",""
"Non-working","2018","Mecklenburg-Western Pomerania","(1a) inadequately completed","17","","",""
"Non-working","2018","Mecklenburg-Western Pomerania","(1b) general elementary school","28","","",""
"Non-working","2018","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","50","0.6428509074024","0.537189971899404","0.748511842905397"
"Non-working","2018","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","3","","",""
"Non-working","2018","Mecklenburg-Western Pomerania","(2a) intermediate vocational","90","0.36054164881814","0.299151595312188","0.421931702324092"
"Non-working","2018","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","12","","",""
"Non-working","2018","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","11","","",""
"Non-working","2018","Mecklenburg-Western Pomerania","(3a) lower tertiary education","37","0.623846771297269","0.50228289600455","0.745410646589988"
"Non-working","2018","Mecklenburg-Western Pomerania","(3b) higher tertiary education","44","0.391387261682506","0.294757943421007","0.488016579944006"
"Non-working","2018","Saxony","(0) in school","37","0.981169888728279","0.939047145728415","1.02329263172814"
"Non-working","2018","Saxony","(1a) inadequately completed","67","0.493666622704949","0.382714414360208","0.604618831049689"
