"erwst","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"Other","1990","general elemantary","Male","205","0.202503957593866","0.177707848766208","0.227300066421523"
"Other","1990","general elemantary","Female","181","0.0731501512682872","0.0617414330772776","0.0845588694592968"
"Other","1990","middle vocational","Male","79","0.0238196435276153","0.0189029455578367","0.0287363414973938"
"Other","1990","middle vocational","Female","114","0.0331519524079949","0.0271429196861721","0.0391609851298176"
"Other","1990","vocational + Abi","Male","6","","",""
"Other","1990","vocational + Abi","Female","8","","",""
"Other","1990","higher vocational","Male","1","","",""
"Other","1990","higher vocational","Female","11","","",""
"Other","1990","higher education","Male","6","","",""
"Other","1990","higher education","Female","10","","",""
"Full-time","1991","in school","Male","","","",""
"Full-time","1991","in school","Female","","","",""
"Full-time","1991","inadequately","Male","182","0.627118563590297","0.569223584180913","0.685013542999681"
"Full-time","1991","inadequately","Female","111","0.269353357017924","0.225715066366291","0.312991647669558"
"Full-time","1991","general elemantary","Male","545","0.478020801724257","0.446873558466021","0.509168044982492"
"Full-time","1991","general elemantary","Female","367","0.139153746080118","0.123582970867906","0.15472452129233"
"Full-time","1991","middle vocational","Male","2561","0.660110009272929","0.644624111024736","0.675595907521122"
"Full-time","1991","middle vocational","Female","1249","0.31430776286968","0.298591899077792","0.330023626661568"
"Full-time","1991","vocational + Abi","Male","137","0.54708704156252","0.480549852692826","0.613624230432214"
"Full-time","1991","vocational + Abi","Female","90","0.565092314086931","0.489678259908731","0.640506368265131"
"Full-time","1991","higher vocational","Male","384","0.723711861796545","0.684319732482649","0.76310399111044"
"Full-time","1991","higher vocational","Female","102","0.351536794492209","0.29394319909193","0.409130389892488"
"Full-time","1991","higher education","Male","727","0.757552115784507","0.729963895761939","0.785140335807075"
"Full-time","1991","higher education","Female","455","0.495521126561528","0.459904504265327","0.531137748857729"
"Part-time","1991","in school","Male","","","",""
"Part-time","1991","in school","Female","1","","",""
"Part-time","1991","inadequately","Male","2","","",""
"Part-time","1991","inadequately","Female","40","0.0789476508536333","0.052422088444841","0.105473213262426"
"Part-time","1991","general elemantary","Male","10","","",""
"Part-time","1991","general elemantary","Female","185","0.0930415194866294","0.0799728285567061","0.106110210416553"
"Part-time","1991","middle vocational","Male","33","0.00812759505086279","0.00519219033805943","0.0110629997636662"
"Part-time","1991","middle vocational","Female","518","0.146786109903096","0.13480581454644","0.158766405259753"
"Part-time","1991","vocational + Abi","Male","7","","",""
"Part-time","1991","vocational + Abi","Female","13","","",""
"Part-time","1991","higher vocational","Male","3","","",""
"Part-time","1991","higher vocational","Female","52","0.177091573147111","0.131042506678838","0.223140639615384"
"Part-time","1991","higher education","Male","22","","",""
"Part-time","1991","higher education","Female","90","0.158318846946489","0.132314840702809","0.18432285319017"
"Non-working","1991","in school","Male","74","0.824874161585614","0.746783993330124","0.902964329841104"
"Non-working","1991","in school","Female","67","0.953078373727107","0.903889174534153","1.00226757292006"
"Non-working","1991","inadequately","Male","77","0.319051050187609","0.263246699345438","0.374855401029779"
"Non-working","1991","inadequately","Female","236","0.632218685969856","0.58478560534379","0.679651766595922"
"Non-working","1991","general elemantary","Male","258","0.332537962733465","0.303161228149272","0.361914697317658"
"Non-working","1991","general elemantary","Female","1156","0.691049037149127","0.670261683885162","0.711836390413092"
"Non-working","1991","middle vocational","Male","897","0.303866892309942","0.288830387716341","0.318903396903542"
"Non-working","1991","middle vocational","Female","1438","0.491849749575159","0.474925540363012","0.508773958787305"
"Non-working","1991","vocational + Abi","Male","61","0.346333103908117","0.282733544166189","0.409932663650045"
"Non-working","1991","vocational + Abi","Female","49","0.2800580888381","0.211750833429721","0.348365344246478"
"Non-working","1991","higher vocational","Male","104","0.255844592107902","0.217406180462686","0.294283003753119"
"Non-working","1991","higher vocational","Female","97","0.437363203172929","0.377524618297047","0.49720178804881"
"Non-working","1991","higher education","Male","168","0.202032427157963","0.176185353156857","0.227879501159068"
"Non-working","1991","higher education","Female","193","0.308991468228403","0.276074858370866","0.341908078085939"
"Other","1991","in school","Male","17","","",""
"Other","1991","in school","Female","3","","",""
"Other","1991","inadequately","Male","7","","",""
"Other","1991","inadequately","Female","10","","",""
"Other","1991","general elemantary","Male","175","0.17500699065471","0.151313859884351","0.198700121425069"
"Other","1991","general elemantary","Female","190","0.0767556972841257","0.0647796468619849","0.0887317477062665"
"Other","1991","middle vocational","Male","103","0.0278955033662662","0.0225117812937535","0.033279225438779"
"Other","1991","middle vocational","Female","147","0.047056377652065","0.039887701914645","0.0542250533894849"
"Other","1991","vocational + Abi","Male","10","","",""
"Other","1991","vocational + Abi","Female","14","","",""
"Other","1991","higher vocational","Male","4","","",""
"Other","1991","higher vocational","Female","13","","",""
"Other","1991","higher education","Male","10","","",""
"Other","1991","higher education","Female","19","","",""
"Full-time","1992","in school","Male","","","",""
"Full-time","1992","in school","Female","","","",""
"Full-time","1992","inadequately","Male","164","0.612515411897727","0.552602978417481","0.672427845377972"
"Full-time","1992","inadequately","Female","97","0.24759002766732","0.204136770912122","0.291043284422517"
"Full-time","1992","general elemantary","Male","510","0.445226453092015","0.41407867902028","0.47637422716375"
"Full-time","1992","general elemantary","Female","338","0.137069540640963","0.121316576045478","0.152822505236448"
"Full-time","1992","middle vocational","Male","2393","0.638336743060285","0.62229906177138","0.654374424349189"
"Full-time","1992","middle vocational","Female","1134","0.293763985000919","0.27823053191528","0.309297438086558"
"Full-time","1992","vocational + Abi","Male","124","0.502700038645168","0.436328250807169","0.569071826483166"
"Full-time","1992","vocational + Abi","Female","78","0.489112783122743","0.413747425640242","0.564478140605244"
"Full-time","1992","higher vocational","Male","378","0.719600253771647","0.679988955332967","0.759211552210328"
"Full-time","1992","higher vocational","Female","106","0.349131458496411","0.29289283504389","0.405370081948933"
"Full-time","1992","higher education","Male","686","0.735488291641775","0.706877950633047","0.764098632650504"
"Full-time","1992","higher education","Female","438","0.508281209485233","0.472430461611566","0.5441319573589"
"Part-time","1992","in school","Male","","","",""
"Part-time","1992","in school","Female","2","","",""
"Part-time","1992","inadequately","Male","","","",""
"Part-time","1992","inadequately","Female","35","0.0618398707003449","0.0375904561221468","0.086089285278543"
"Part-time","1992","general elemantary","Male","7","","",""
"Part-time","1992","general elemantary","Female","186","0.0971160659946844","0.0835527642940998","0.110679367695269"
"Part-time","1992","middle vocational","Male","26","","",""
"Part-time","1992","middle vocational","Female","491","0.146185549777701","0.134137194171803","0.158233905383598"
"Part-time","1992","vocational + Abi","Male","9","","",""
"Part-time","1992","vocational + Abi","Female","17","","",""
"Part-time","1992","higher vocational","Male","4","","",""
"Part-time","1992","higher vocational","Female","49","0.148848572010722","0.106856306830936","0.190840837190507"
"Part-time","1992","higher education","Male","24","","",""
"Part-time","1992","higher education","Female","84","0.141300083876677","0.116320815724409","0.166279352028944"
"Non-working","1992","in school","Male","83","0.89036046827169","0.826860554237389","0.953860382305992"
"Non-working","1992","in school","Female","86","0.896802581948967","0.835303730498259","0.958301433399675"
"Non-working","1992","inadequately","Male","84","0.361650441179032","0.302561662489145","0.420739219868919"
"Non-working","1992","inadequately","Female","241","0.672559765402422","0.625314319861451","0.719805210943393"
"Non-working","1992","general elemantary","Male","284","0.372037880080791","0.341745111465277","0.402330648696305"
"Non-working","1992","general elemantary","Female","1138","0.702640002831562","0.681703139092228","0.723576866570895"
"Non-working","1992","middle vocational","Male","941","0.329845783603815","0.314152735424469","0.345538831783161"
"Non-working","1992","middle vocational","Female","1560","0.52569638279306","0.508667368228814","0.542725397357307"
"Non-working","1992","vocational + Abi","Male","75","0.379440422918503","0.315025960999621","0.443854884837385"
"Non-working","1992","vocational + Abi","Female","64","0.351310525969389","0.27933766851361","0.423283383425169"
"Non-working","1992","higher vocational","Male","106","0.249676596515048","0.211508739133733","0.287844453896363"
"Non-working","1992","higher vocational","Female","109","0.453119743929727","0.394391614891024","0.511847872968431"
"Non-working","1992","higher education","Male","191","0.218099613886327","0.191313120470906","0.244886107301749"
"Non-working","1992","higher education","Female","210","0.32158664574264","0.288091336852832","0.355081954632448"
"Other","1992","in school","Male","10","","",""
"Other","1992","in school","Female","6","","",""
"Other","1992","inadequately","Male","6","","",""
"Other","1992","inadequately","Female","6","","",""
"Other","1992","general elemantary","Male","177","0.177781328243175","0.153819750845491","0.20174290564086"
