"erwst","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Part-time","1998","(1a) inadequately completed","West Germany","32","0.0635550707407697","0.0415230738384128","0.0855870676431266"
"Part-time","1998","(1a) inadequately completed","East Germany","","","",""
"Part-time","1998","(1b) general elementary school","West Germany","110","0.053865968866952","0.0435057425218514","0.0642261952120525"
"Part-time","1998","(1b) general elementary school","East Germany","","","",""
"Part-time","1998","(1c) basic vocational qualification","West Germany","302","0.0895437857766105","0.0796924331129803","0.0993951384402408"
"Part-time","1998","(1c) basic vocational qualification","East Germany","","","",""
"Part-time","1998","(2b) intermediate general qualification","West Germany","","","",""
"Part-time","1998","(2b) intermediate general qualification","East Germany","","","",""
"Part-time","1998","(2a) intermediate vocational","West Germany","196","0.11571816294272","0.100112132725988","0.131324193159452"
"Part-time","1998","(2a) intermediate vocational","East Germany","94","0.0718674665330629","0.0575443331068726","0.0861905999592532"
"Part-time","1998","(2c_gen) general maturity certificate","West Germany","33","0.0923046851552575","0.0641142033196291","0.120495166990886"
"Part-time","1998","(2c_gen) general maturity certificate","East Germany","","","",""
"Part-time","1998","(2c_voc) vocational maturity certificate","West Germany","61","0.121970673078294","0.0954746005326042","0.148466745623984"
"Part-time","1998","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Part-time","1998","(3a) lower tertiary education","West Germany","40","0.112919604770917","0.0822842913370814","0.143554918204752"
"Part-time","1998","(3a) lower tertiary education","East Germany","60","0.0953574707997286","0.0709660917267729","0.119748849872684"
"Part-time","1998","(3b) higher tertiary education","West Germany","70","0.107207386309979","0.0842560472909556","0.130158725329002"
"Part-time","1998","(3b) higher tertiary education","East Germany","","","",""
"Non-working","1998","(0) in school","West Germany","216","0.94949134325151","0.920940280035429","0.978042406467591"
"Non-working","1998","(0) in school","East Germany","104","0.963780942447722","0.928213478634653","0.999348406260792"
"Non-working","1998","(1a) inadequately completed","West Germany","266","0.532282174229464","0.487221201807077","0.577343146651851"
"Non-working","1998","(1a) inadequately completed","East Germany","","","",""
"Non-working","1998","(1b) general elementary school","West Germany","1098","0.695278465195011","0.674154928344757","0.716402002045266"
"Non-working","1998","(1b) general elementary school","East Germany","176","0.839069923946389","0.791785099172464","0.886354748720313"
"Non-working","1998","(1c) basic vocational qualification","West Germany","1346","0.48586037137625","0.468616098484633","0.503104644267868"
"Non-working","1998","(1c) basic vocational qualification","East Germany","652","0.740208615998973","0.712540864006058","0.767876367991888"
"Non-working","1998","(2b) intermediate general qualification","West Germany","177","0.505245822344802","0.455239078179723","0.555252566509881"
"Non-working","1998","(2b) intermediate general qualification","East Germany","51","0.362914617318138","0.287216811231062","0.438612423405214"
"Non-working","1998","(2a) intermediate vocational","West Germany","471","0.358707481455007","0.335308625177072","0.382106337732942"
"Non-working","1998","(2a) intermediate vocational","East Germany","333","0.301343890050826","0.275897288024052","0.326790492077601"
"Non-working","1998","(2c_gen) general maturity certificate","West Germany","209","0.499729725212853","0.451034035628446","0.54842541479726"
"Non-working","1998","(2c_gen) general maturity certificate","East Germany","44","0.588485004726304","0.481972230139143","0.694997779313465"
"Non-working","1998","(2c_voc) vocational maturity certificate","West Germany","175","0.311527649798232","0.274031140965937","0.349024158630528"
"Non-working","1998","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Non-working","1998","(3a) lower tertiary education","West Germany","80","0.220698643635887","0.180555746665917","0.260841540605857"
"Non-working","1998","(3a) lower tertiary education","East Germany","184","0.40861476787382","0.367791030603151","0.44943850514449"
"Non-working","1998","(3b) higher tertiary education","West Germany","156","0.248634458659569","0.216569795967858","0.28069912135128"
"Non-working","1998","(3b) higher tertiary education","East Germany","91","0.368384222886381","0.315031048643979","0.421737397128783"
"Other","1998","(0) in school","West Germany","","","",""
"Other","1998","(0) in school","East Germany","","","",""
"Other","1998","(1a) inadequately completed","West Germany","","","",""
"Other","1998","(1a) inadequately completed","East Germany","","","",""
"Other","1998","(1b) general elementary school","West Germany","148","0.0657633225331257","0.0543882020820062","0.0771384429842452"
"Other","1998","(1b) general elementary school","East Germany","32","0.0863388363310999","0.0501978686587133","0.122479804003486"
"Other","1998","(1c) basic vocational qualification","West Germany","83","0.0203652402811061","0.0154919142087644","0.0252385663534477"
"Other","1998","(1c) basic vocational qualification","East Germany","","","",""
"Other","1998","(2b) intermediate general qualification","West Germany","98","0.213293830090407","0.172322703745339","0.254264956435474"
"Other","1998","(2b) intermediate general qualification","East Germany","80","0.461855705896939","0.383371048186626","0.540340363607252"
"Other","1998","(2a) intermediate vocational","West Germany","75","0.037909850496409","0.028592761460102","0.047226939532716"
"Other","1998","(2a) intermediate vocational","East Germany","","","",""
"Other","1998","(2c_gen) general maturity certificate","West Germany","62","0.165242639808793","0.129071535328805","0.201413744288781"
"Other","1998","(2c_gen) general maturity certificate","East Germany","","","",""
"Other","1998","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Other","1998","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Other","1998","(3a) lower tertiary education","West Germany","","","",""
"Other","1998","(3a) lower tertiary education","East Germany","","","",""
"Other","1998","(3b) higher tertiary education","West Germany","","","",""
"Other","1998","(3b) higher tertiary education","East Germany","","","",""
"Full-time","1999","(0) in school","West Germany","","","",""
"Full-time","1999","(0) in school","East Germany","","","",""
"Full-time","1999","(1a) inadequately completed","West Germany","153","0.36883314714181","0.32435302847699","0.41331326580663"
"Full-time","1999","(1a) inadequately completed","East Germany","","","",""
"Full-time","1999","(1b) general elementary school","West Germany","439","0.188660245512657","0.1702508330902","0.207069657935113"
"Full-time","1999","(1b) general elementary school","East Germany","","","",""
"Full-time","1999","(1c) basic vocational qualification","West Germany","1505","0.425371692143174","0.408161082248879","0.442582302037469"
"Full-time","1999","(1c) basic vocational qualification","East Germany","256","0.213226273770755","0.18707047890517","0.23938206863634"
"Full-time","1999","(2b) intermediate general qualification","West Germany","89","0.212122843624805","0.171073276875503","0.253172410374106"
"Full-time","1999","(2b) intermediate general qualification","East Germany","","","",""
"Full-time","1999","(2a) intermediate vocational","West Germany","875","0.487279952255996","0.462894784518483","0.511665119993508"
"Full-time","1999","(2a) intermediate vocational","East Germany","790","0.618081762625094","0.591072004813784","0.645091520436403"
"Full-time","1999","(2c_gen) general maturity certificate","West Germany","87","0.232317068190226","0.190187603558448","0.274446532822005"
"Full-time","1999","(2c_gen) general maturity certificate","East Germany","","","",""
"Full-time","1999","(2c_voc) vocational maturity certificate","West Germany","308","0.497596174857988","0.456764063741443","0.538428285974533"
"Full-time","1999","(2c_voc) vocational maturity certificate","East Germany","70","0.66362119576016","0.569597642542826","0.757644748977493"
"Full-time","1999","(3a) lower tertiary education","West Germany","292","0.667173637025512","0.621280380311227","0.713066893739797"
"Full-time","1999","(3a) lower tertiary education","East Germany","299","0.457861186008542","0.416185372696846","0.499536999320238"
"Full-time","1999","(3b) higher tertiary education","West Germany","466","0.632544944419984","0.596957128089505","0.668132760750464"
"Full-time","1999","(3b) higher tertiary education","East Germany","210","0.576287341284152","0.521456355554486","0.631118327013818"
"Part-time","1999","(0) in school","West Germany","","","",""
"Part-time","1999","(0) in school","East Germany","","","",""
"Part-time","1999","(1a) inadequately completed","West Germany","34","0.0633072694877949","0.040857895258266","0.0857566437173239"
"Part-time","1999","(1a) inadequately completed","East Germany","","","",""
"Part-time","1999","(1b) general elementary school","West Germany","111","0.0533268961589242","0.0427545463554171","0.0638992459624312"
"Part-time","1999","(1b) general elementary school","East Germany","","","",""
"Part-time","1999","(1c) basic vocational qualification","West Germany","268","0.0770006886132709","0.06772029379425","0.0862810834322919"
"Part-time","1999","(1c) basic vocational qualification","East Germany","34","0.0254519944664162","0.0153946073168806","0.0355093816159517"
"Part-time","1999","(2b) intermediate general qualification","West Germany","31","0.0571301216846052","0.0338253926063602","0.0804348507628501"
