"erwst","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Full-time","2013","35-65 y.","Single parent ","716","0.441247301561145","0.418820167504967","0.463674435617322","1"
"Full-time","2013","35-65 y.","Couple + C. LE 16 ","3052","0.559865016721564","0.547055509238968","0.572674524204161","1"
"Full-time","2013","66 and older","Couple + C. GT 16 ","4","","","","1"
"Full-time","2013","66 and older","Couple + C. LE and GT 16","","","","","1"
"Non-working","2013","16-34 y.","Couple + C. GT 16 ","543","0.384046482746833","0.357297202776191","0.410795762717474","5"
"Non-working","2013","16-34 y.","Couple + C. LE and GT 16","589","0.535131399473459","0.5054127010926","0.564850097854319","5"
"Non-working","2013","16-34 y.","1-pers.-HH","193","0.206279017332889","0.179188385280969","0.233369649384809","5"
"Non-working","2013","16-34 y.","(Married) couple without C. ","172","0.125274473333329","0.10557745836333","0.144971488303329","5"
"Non-working","2013","16-34 y.","Single parent ","645","0.520110954449777","0.4918324187018","0.548389490197754","5"
"Non-working","2013","16-34 y.","Couple + C. LE 16 ","880","0.346068886428499","0.327138914447948","0.36499885840905","5"
"Non-working","2013","35-65 y.","Single parent ","396","0.211286149477358","0.192847964016817","0.229724334937899","5"
"Non-working","2013","35-65 y.","Couple + C. LE 16 ","1025","0.157930827596752","0.148520490925695","0.167341164267809","5"
"Non-working","2013","35-65 y.","1-pers.-HH","491","0.269989137668754","0.248791574142194","0.291186701195314","5"
"Non-working","2013","35-65 y.","(Married) couple without C. ","1242","0.283366896108786","0.26958500770061","0.297148784516961","5"
"Non-working","2013","35-65 y.","Couple + C. GT 16 ","405","0.176908634808653","0.160672825583286","0.19314444403402","5"
"Non-working","2013","66 and older","1-pers.-HH","1342","0.955091257009832","0.944269720558687","0.965912793460977","5"
"Non-working","2013","66 and older","(Married) couple without C. ","3145","0.941988155275491","0.934074499694323","0.94990181085666","5"
"Non-working","2013","35-65 y.","Couple + C. LE and GT 16","338","0.174521930626182","0.156537327418492","0.192506533833872","5"
"Non-working","2013","66 and older","Single parent ","67","0.930515448640767","0.87258082981424","0.988450067467294","5"
"Non-working","2013","66 and older","Couple + C. LE 16 ","12","","","","5"
"Non-working","2013","66 and older","Couple + C. GT 16 ","146","0.96622280396474","0.937964330095756","0.994481277833724","5"
"Non-working","2013","66 and older","Couple + C. LE and GT 16","","","","","5"
"Other","2013","16-34 y.","1-pers.-HH","149","0.169247068847085","0.144142417216486","0.194351720477684","6"
"Other","2013","16-34 y.","(Married) couple without C. ","131","0.101426487153925","0.0834632038043053","0.119389770503544","6"
"Other","2013","16-34 y.","Single parent ","316","0.232314700913223","0.208410817719211","0.256218584107234","6"
"Other","2013","16-34 y.","Couple + C. LE 16 ","261","0.0981801694529916","0.0863395486800875","0.110020790225896","6"
"Other","2013","16-34 y.","Couple + C. GT 16 ","373","0.290948375174394","0.26596833532099","0.315928415027798","6"
"Other","2013","16-34 y.","Couple + C. LE and GT 16","363","0.325910333737631","0.297982171358512","0.35383849611675","6"
"Other","2013","35-65 y.","1-pers.-HH","87","0.0458238902590604","0.0358398025893998","0.055807977928721","6"
"Other","2013","35-65 y.","(Married) couple without C. ","240","0.0549763555998458","0.0480053561190531","0.0619473550806385","6"
"Other","2013","35-65 y.","Single parent ","155","0.0743247511301377","0.062477461967848","0.0861720402924274","6"
"Other","2013","35-65 y.","Couple + C. LE 16 ","338","0.0503082859822145","0.0446678989364388","0.0559486730279902","6"
"Other","2013","35-65 y.","Couple + C. GT 16 ","144","0.0717792749870475","0.0607967913362237","0.0827617586378712","6"
"Other","2013","35-65 y.","Couple + C. LE and GT 16","167","0.0880726185962005","0.074644237166433","0.101501000025968","6"
"Other","2013","66 and older","1-pers.-HH","39","0.0277017623577034","0.0191263602969739","0.0362771644184329","6"
"Other","2013","66 and older","(Married) couple without C. ","109","0.0333478060612796","0.0272697480604047","0.0394258640621546","6"
"Other","2013","66 and older","Single parent ","5","","","","6"
"Other","2013","66 and older","Couple + C. LE 16 ","1","","","","6"
"Other","2013","66 and older","Couple + C. GT 16 ","3","","","","6"
"Other","2013","66 and older","Couple + C. LE and GT 16","","","","","6"
"Part-time","2013","35-65 y.","(Married) couple without C. ","562","0.133343737354767","0.122947037865752","0.143740436843782","2"
"Part-time","2013","35-65 y.","Single parent ","616","0.27314179783136","0.25301652110993","0.293267074552789","2"
"Part-time","2013","35-65 y.","Couple + C. GT 16 ","430","0.196627823791484","0.17971733033326","0.213538317249708","2"
"Part-time","2013","35-65 y.","Couple + C. LE and GT 16","372","0.211778554502432","0.192419319157154","0.231137789847711","2"
"Part-time","2013","66 and older","1-pers.-HH","14","","","","2"
"Part-time","2013","66 and older","(Married) couple without C. ","53","0.014674164468931","0.0106035243143351","0.0187448046235269","2"
"Part-time","2013","16-34 y.","1-pers.-HH","71","0.0769837242519922","0.0591368641953927","0.0948305843085916","2"
"Part-time","2013","16-34 y.","(Married) couple without C. ","89","0.0775565995896862","0.0616413862095443","0.0934718129698281","2"
"Part-time","2013","16-34 y.","Single parent ","92","0.0679109548124176","0.0536700652129283","0.0821518444119068","2"
"Part-time","2013","16-34 y.","Couple + C. LE 16 ","435","0.185039028293086","0.169586385416568","0.200491671169604","2"
"Part-time","2013","16-34 y.","Couple + C. GT 16 ","56","0.0545324678401621","0.0420443463160522","0.0670205893642721","2"
"Part-time","2013","16-34 y.","Couple + C. LE and GT 16","29","","","","2"
"Part-time","2013","35-65 y.","1-pers.-HH","181","0.0976826107888337","0.0835071746032259","0.111858046974441","2"
"Part-time","2013","35-65 y.","Couple + C. LE 16 ","1354","0.231895869699469","0.221005205219188","0.24278653417975","2"
"Part-time","2013","66 and older","Single parent ","2","","","","2"
"Part-time","2013","66 and older","Couple + C. LE 16 ","1","","","","2"
"Part-time","2013","66 and older","Couple + C. GT 16 ","4","","","","2"
"Part-time","2013","66 and older","Couple + C. LE and GT 16","","","","","2"
"Full-time","2014","16-34 y.","1-pers.-HH","359","0.490589661092882","0.454150194116603","0.52702912806916","1"
"Full-time","2014","16-34 y.","(Married) couple without C. ","636","0.697463694295386","0.6688206502168","0.726106738373971","1"
"Full-time","2014","16-34 y.","Single parent ","133","0.190061433034322","0.165971586217337","0.214151279851308","1"
"Full-time","2014","16-34 y.","Couple + C. LE 16 ","652","0.351710154365811","0.330096683342494","0.373323625389128","1"
"Full-time","2014","16-34 y.","Couple + C. GT 16 ","254","0.264213586931285","0.238862389208973","0.289564784653596","1"
"Full-time","2014","16-34 y.","Couple + C. LE and GT 16","115","0.129348064634097","0.108294509859317","0.150401619408878","1"
"Full-time","2014","35-65 y.","1-pers.-HH","854","0.588060575863797","0.563510538681258","0.612610613046336","1"
"Full-time","2014","35-65 y.","(Married) couple without C. ","1905","0.52741254326321","0.511467553102797","0.543357533423623","1"
"Full-time","2014","35-65 y.","Couple + C. GT 16 ","992","0.547039493924061","0.52449613053146","0.569582857316662","1"
"Full-time","2014","35-65 y.","Couple + C. LE and GT 16","772","0.555986889593163","0.531082579193825","0.580891199992501","1"
"Full-time","2014","66 and older","1-pers.-HH","9","","","","1"
"Full-time","2014","66 and older","(Married) couple without C. ","43","0.0116005652416408","0.00792369443302876","0.0152774360502528","1"
"Full-time","2014","66 and older","Single parent ","","","","","1"
"Full-time","2014","66 and older","Couple + C. LE 16 ","1","","","","1"
"Full-time","2014","66 and older","Couple + C. LE and GT 16","","","","","1"
"Full-time","2014","35-65 y.","Single parent ","583","0.424652681554313","0.399941521175032","0.449363841933593","1"
"Full-time","2014","35-65 y.","Couple + C. LE 16 ","2658","0.559210067419931","0.545427858345217","0.572992276494646","1"
"Full-time","2014","66 and older","Couple + C. GT 16 ","8","","","","1"
"Non-working","2014","16-34 y.","Couple + C. GT 16 ","505","0.381321571165929","0.353394640882334","0.409248501449525","5"
"Non-working","2014","16-34 y.","Couple + C. LE and GT 16","518","0.495463416510382","0.464096248529565","0.526830584491198","5"
"Non-working","2014","16-34 y.","1-pers.-HH","180","0.243574117012071","0.212286124338929","0.274862109685213","5"
"Non-working","2014","16-34 y.","(Married) couple without C. ","141","0.110414123085548","0.0908718142545699","0.129956431916527","5"
"Non-working","2014","16-34 y.","Single parent ","539","0.475693286145027","0.445030104236291","0.506356468053764","5"
"Non-working","2014","16-34 y.","Couple + C. LE 16 ","684","0.367450776284702","0.345628793785543","0.389272758783861","5"
"Non-working","2014","35-65 y.","Single parent ","334","0.230981339853339","0.209911169621886","0.252051510084792","5"
"Non-working","2014","35-65 y.","Couple + C. LE 16 ","794","0.157211126708325","0.147106586730925","0.167315666685724","5"
"Non-working","2014","66 and older","1-pers.-HH","1319","0.944548670100006","0.932556234708635","0.956541105491377","5"
"Non-working","2014","66 and older","(Married) couple without C. ","3050","0.943194635234696","0.935246451674034","0.951142818795358","5"
"Non-working","2014","35-65 y.","1-pers.-HH","426","0.252197564092392","0.230536074193068","0.273859053991716","5"
"Non-working","2014","35-65 y.","(Married) couple without C. ","1084","0.263047661280857","0.248985733720675","0.277109588841038","5"
"Non-working","2014","35-65 y.","Couple + C. GT 16 ","374","0.193203001384596","0.175322970126027","0.211083032643164","5"
"Non-working","2014","35-65 y.","Couple + C. LE and GT 16","285","0.175626178280848","0.156553966091372","0.194698390470324","5"
"Non-working","2014","66 and older","Couple + C. GT 16 ","147","0.919481940518299","0.878580191259727","0.96038368977687","5"
"Non-working","2014","66 and older","Couple + C. LE 16 ","8","","","","5"
"Non-working","2014","66 and older","Couple + C. LE and GT 16","3","","","","5"
"Non-working","2014","66 and older","Single parent ","65","0.879637447227878","0.803951288102817","0.955323606352939","5"
"Other","2014","16-34 y.","1-pers.-HH","128","0.183259269788916","0.155058950515032","0.2114595890628","6"
"Other","2014","16-34 y.","(Married) couple without C. ","143","0.118969965250769","0.0987824139605235","0.139157516541014","6"
"Other","2014","16-34 y.","Single parent ","279","0.245696121488768","0.219263920996812","0.272128321980724","6"
"Other","2014","16-34 y.","Couple + C. LE 16 ","196","0.0963708223554209","0.0830136244637253","0.109728020247117","6"
"Other","2014","16-34 y.","Couple + C. GT 16 ","351","0.291265556449037","0.265142056509782","0.317389056388292","6"
"Other","2014","16-34 y.","Couple + C. LE and GT 16","327","0.357700997942227","0.327629720211126","0.387772275673328","6"
"Other","2014","35-65 y.","1-pers.-HH","79","0.0483425218633067","0.0376438608656007","0.0590411828610126","6"
"Other","2014","35-65 y.","(Married) couple without C. ","223","0.0594926728116574","0.0519379111930583","0.0670474344302566","6"
"Other","2014","35-65 y.","Single parent ","136","0.0749436871226082","0.0617804479957887","0.0881069262494276","6"
"Other","2014","35-65 y.","Couple + C. LE 16 ","308","0.0512599794977729","0.0451381908155081","0.0573817681800376","6"
"Other","2014","35-65 y.","Couple + C. GT 16 ","155","0.0787758032031436","0.0665758464659642","0.090975759940323","6"
"Other","2014","35-65 y.","Couple + C. LE and GT 16","142","0.0807627043813446","0.0671054438880215","0.0944199648746677","6"
"Other","2014","66 and older","1-pers.-HH","53","0.0369230684731835","0.0270416653589821","0.0468044715873849","6"
"Other","2014","66 and older","(Married) couple without C. ","112","0.0314283348601538","0.025437337656369","0.0374193320639387","6"
"Other","2014","66 and older","Single parent ","4","","","","6"
"Other","2014","66 and older","Couple + C. LE 16 ","3","","","","6"
"Other","2014","66 and older","Couple + C. GT 16 ","11","","","","6"
"Other","2014","66 and older","Couple + C. LE and GT 16","","","","","6"
"Part-time","2014","35-65 y.","(Married) couple without C. ","554","0.150047122644276","0.138641494894354","0.161452750394198","2"
"Part-time","2014","35-65 y.","Single parent ","484","0.26942229146974","0.247242312580233","0.291602270359247","2"
"Part-time","2014","35-65 y.","Couple + C. GT 16 ","352","0.1809817014882","0.163545842893629","0.198417560082771","2"
"Part-time","2014","35-65 y.","Couple + C. LE and GT 16","330","0.187624227744644","0.168055288334019","0.207193167155268","2"
"Part-time","2014","66 and older","1-pers.-HH","18","","","","2"
"Part-time","2014","66 and older","(Married) couple without C. ","53","0.0137764646635092","0.00977398509630227","0.0177789442307161","2"
"Part-time","2014","16-34 y.","1-pers.-HH","56","0.0825769521061315","0.062514076050673","0.10263982816159","2"
"Part-time","2014","16-34 y.","(Married) couple without C. ","68","0.0731522173682975","0.0569158984299913","0.0893885363066037","2"
"Part-time","2014","16-34 y.","Single parent ","68","0.0885491593318822","0.0711062129762131","0.105992105687551","2"
"Part-time","2014","16-34 y.","Couple + C. LE 16 ","343","0.184468246994067","0.166912120437355","0.202024373550778","2"
"Part-time","2014","16-34 y.","Couple + C. GT 16 ","52","0.0631992854537488","0.0492090598567167","0.0771895110507808","2"
"Part-time","2014","16-34 y.","Couple + C. LE and GT 16","16","","","","2"
"Part-time","2014","35-65 y.","1-pers.-HH","185","0.111399338180504","0.0957058651799453","0.127092811181063","2"
"Part-time","2014","35-65 y.","Couple + C. LE 16 ","1225","0.232318826373971","0.220595572841383","0.24404207990656","2"
"Part-time","2014","66 and older","Single parent ","2","","","","2"
"Part-time","2014","66 and older","Couple + C. LE 16 ","2","","","","2"
"Part-time","2014","66 and older","Couple + C. GT 16 ","4","","","","2"
"Part-time","2014","66 and older","Couple + C. LE and GT 16","1","","","","2"
"Full-time","2015","16-34 y.","1-pers.-HH","399","0.503400777685104","0.468968516800572","0.537833038569637","1"
"Full-time","2015","16-34 y.","(Married) couple without C. ","729","0.716422971702201","0.689930896918086","0.742915046486315","1"
"Full-time","2015","16-34 y.","Single parent ","111","0.146504576054192","0.124444057934467","0.168565094173918","1"
"Full-time","2015","16-34 y.","Couple + C. LE 16 ","662","0.39098898230459","0.36885442876185","0.413123535847329","1"
"Full-time","2015","16-34 y.","Couple + C. GT 16 ","258","0.290660112517486","0.264031936811213","0.317288288223759","1"
"Full-time","2015","16-34 y.","Couple + C. LE and GT 16","108","0.123982135537379","0.103484229195152","0.144480041879605","1"
"Full-time","2015","35-65 y.","1-pers.-HH","867","0.587247173213753","0.562689911502263","0.611804434925243","1"
"Full-time","2015","35-65 y.","(Married) couple without C. ","1856","0.523075445130882","0.506883038237135","0.539267852024628","1"
"Full-time","2015","35-65 y.","Couple + C. LE and GT 16","732","0.525910153897187","0.500624261282037","0.551196046512337","1"
"Full-time","2015","66 and older","(Married) couple without C. ","39","0.0124547957047866","0.00860983857433959","0.0162997528352336","1"
"Full-time","2015","66 and older","Single parent ","1","","","","1"
"Full-time","2015","66 and older","Couple + C. LE 16 ","","","","","1"
"Full-time","2015","35-65 y.","Single parent ","572","0.397859780875723","0.372973928301634","0.422745633449813","1"
"Full-time","2015","35-65 y.","Couple + C. LE 16 ","2568","0.554560399958019","0.540672570377241","0.568448229538796","1"
"Full-time","2015","35-65 y.","Couple + C. GT 16 ","943","0.558551091417749","0.535534764904958","0.581567417930539","1"
"Full-time","2015","66 and older","1-pers.-HH","10","","","","1"
"Full-time","2015","66 and older","Couple + C. GT 16 ","10","","","","1"
"Full-time","2015","66 and older","Couple + C. LE and GT 16","","","","","1"
"Non-working","2015","16-34 y.","Couple + C. GT 16 ","477","0.370579968910294","0.34225739265396","0.398902545166629","5"
"Non-working","2015","16-34 y.","Couple + C. LE and GT 16","518","0.508750804928959","0.477656779647148","0.539844830210769","5"
"Non-working","2015","16-34 y.","1-pers.-HH","194","0.230020527593753","0.201038520878741","0.259002534308765","5"
"Non-working","2015","16-34 y.","(Married) couple without C. ","156","0.10173057955684","0.0839631433660489","0.119498015747632","5"
"Non-working","2015","16-34 y.","Single parent ","515","0.463830321855429","0.432718875070006","0.494941768640853","5"
"Non-working","2015","16-34 y.","Couple + C. LE 16 ","743","0.368620949084021","0.346737739362948","0.390504158805095","5"
"Non-working","2015","35-65 y.","Single parent ","341","0.226451892873724","0.205171956367932","0.247731829379516","5"
"Non-working","2015","35-65 y.","Couple + C. LE 16 ","811","0.134555938375843","0.125020591960064","0.144091284791623","5"
"Non-working","2015","66 and older","1-pers.-HH","1311","0.94651470807064","0.934673644049014","0.958355772092265","5"
"Non-working","2015","35-65 y.","Couple + C. LE and GT 16","303","0.179577991270786","0.160140626266564","0.199015356275008","5"
"Non-working","2015","66 and older","(Married) couple without C. ","2991","0.932793355209096","0.92411287932813","0.941473831090061","5"
"Non-working","2015","66 and older","Couple + C. GT 16 ","165","0.85428183087266","0.805261189329677","0.903302472415643","5"
"Non-working","2015","35-65 y.","1-pers.-HH","407","0.255215183414301","0.233468496385975","0.276961870442626","5"
"Non-working","2015","35-65 y.","(Married) couple without C. ","1016","0.256886875855848","0.242722324457808","0.271051427253887","5"
"Non-working","2015","35-65 y.","Couple + C. GT 16 ","346","0.181243747125002","0.163388199893094","0.199099294356911","5"
"Non-working","2015","66 and older","Single parent ","67","0.915168132081454","0.852109082819173","0.978227181343735","5"
"Non-working","2015","66 and older","Couple + C. LE 16 ","9","","","","5"
"Non-working","2015","66 and older","Couple + C. LE and GT 16","1","","","","5"
"Other","2015","16-34 y.","1-pers.-HH","141","0.174537599232316","0.148398011802798","0.200677186661835","6"
"Other","2015","16-34 y.","(Married) couple without C. ","128","0.0942813309588109","0.0771059962345177","0.111456665683104","6"
"Other","2015","16-34 y.","Single parent ","285","0.291448862841971","0.263098651749451","0.319799073934491","6"
"Other","2015","16-34 y.","Couple + C. LE 16 ","158","0.076284621720501","0.0642435950729716","0.0883256483680304","6"
"Other","2015","16-34 y.","Couple + C. GT 16 ","332","0.28945230690986","0.262856900640616","0.316047713179103","6"
"Other","2015","16-34 y.","Couple + C. LE and GT 16","345","0.346260803236417","0.31666859356917","0.375853012903664","6"
"Other","2015","35-65 y.","1-pers.-HH","75","0.0503589947998976","0.0394510558423738","0.0612669337574214","6"
"Other","2015","35-65 y.","(Married) couple without C. ","226","0.0642394790569224","0.0562909317211407","0.0721880263927041","6"
"Other","2015","35-65 y.","Single parent ","113","0.0787947944608951","0.0650965270038465","0.0924930619179436","6"
"Other","2015","35-65 y.","Couple + C. LE 16 ","310","0.0529778297000405","0.0467190063490703","0.0592366530510107","6"
"Other","2015","35-65 y.","Couple + C. GT 16 ","128","0.066659647699251","0.0550981030120267","0.0782211923864752","6"
"Other","2015","35-65 y.","Couple + C. LE and GT 16","118","0.0765677363462414","0.0631023874629473","0.0900330852295355","6"
"Other","2015","66 and older","1-pers.-HH","49","0.0354390941529721","0.0257090234822752","0.0451691648236691","6"
"Other","2015","66 and older","(Married) couple without C. ","115","0.0404830340600392","0.0336500947750883","0.0473159733449901","6"
"Other","2015","66 and older","Single parent ","4","","","","6"
"Other","2015","66 and older","Couple + C. LE 16 ","2","","","","6"
"Other","2015","66 and older","Couple + C. GT 16 ","15","","","","6"
"Other","2015","66 and older","Couple + C. LE and GT 16","1","","","","6"
"Part-time","2015","16-34 y.","1-pers.-HH","76","0.0920410954888268","0.0721330067820097","0.111949184195644","2"
"Part-time","2015","16-34 y.","(Married) couple without C. ","99","0.087565117782148","0.0709515768638464","0.10417865870045","2"
"Part-time","2015","16-34 y.","Single parent ","76","0.0982162392484074","0.0796496397116153","0.116782838785199","2"
"Part-time","2015","16-34 y.","Couple + C. LE 16 ","304","0.164105446890888","0.147305296178608","0.180905597603168","2"
"Part-time","2015","16-34 y.","Couple + C. GT 16 ","50","0.04930761166236","0.0366106883564867","0.0620045349682334","2"
"Part-time","2015","16-34 y.","Couple + C. LE and GT 16","22","","","","2"
"Part-time","2015","35-65 y.","(Married) couple without C. ","557","0.155798199956348","0.144040868679789","0.167555531232908","2"
"Part-time","2015","35-65 y.","Single parent ","460","0.296893531789658","0.273663510867909","0.320123552711407","2"
"Part-time","2015","35-65 y.","Couple + C. GT 16 ","371","0.193545513757998","0.175233090425683","0.211857937090313","2"
"Part-time","2015","35-65 y.","Couple + C. LE and GT 16","345","0.217944118485786","0.19703750672738","0.238850730244192","2"
"Part-time","2015","66 and older","1-pers.-HH","17","","","","2"
"Part-time","2015","66 and older","(Married) couple without C. ","51","0.0142688150260785","0.0101571482766695","0.0183804817754875","2"
"Part-time","2015","35-65 y.","Couple + C. LE 16 ","1231","0.257905831966097","0.245681486061908","0.270130177870287","2"
"Part-time","2015","66 and older","Single parent ","3","","","","2"
"Part-time","2015","66 and older","Couple + C. LE 16 ","","","","","2"
"Part-time","2015","66 and older","Couple + C. GT 16 ","9","","","","2"
"Part-time","2015","66 and older","Couple + C. LE and GT 16","1","","","","2"
"Part-time","2015","35-65 y.","1-pers.-HH","195","0.107178648572049","0.0917488283779891","0.122608468766109","2"
"Full-time","2016","16-34 y.","1-pers.-HH","385","0.467019127858865","0.441821552606117","0.492216703111612","1"
"Full-time","2016","16-34 y.","(Married) couple without C. ","637","0.690737920663802","0.662359972946391","0.719115868381212","1"
"Full-time","2016","16-34 y.","Single parent ","108","0.170651132792312","0.148109808979194","0.19319245660543","1"
"Full-time","2016","16-34 y.","Couple + C. LE 16 ","535","0.358626536833561","0.339612505952331","0.37764056771479","1"
"Full-time","2016","16-34 y.","Couple + C. GT 16 ","222","0.275513976662716","0.248618330549239","0.302409622776193","1"
"Full-time","2016","16-34 y.","Couple + C. LE and GT 16","96","0.126450445379003","0.105789087807187","0.14711180295082","1"
"Full-time","2016","35-65 y.","1-pers.-HH","804","0.585383014169455","0.561626283569504","0.609139744769407","1"
"Full-time","2016","35-65 y.","(Married) couple without C. ","1805","0.553280829328748","0.536703515028637","0.569858143628859","1"
"Full-time","2016","35-65 y.","Couple + C. LE and GT 16","695","0.503221273111785","0.479728490606898","0.526714055616672","1"
"Full-time","2016","66 and older","(Married) couple without C. ","45","0.0154378465797378","0.0110817322268943","0.0197939609325813","1"
"Full-time","2016","66 and older","Single parent ","3","","","","1"
"Full-time","2016","66 and older","Couple + C. LE 16 ","","","","","1"
"Full-time","2016","66 and older","Couple + C. GT 16 ","12","","","","1"
"Full-time","2016","66 and older","Couple + C. LE and GT 16","","","","","1"
"Full-time","2016","35-65 y.","Single parent ","533","0.429361753538689","0.404591666797519","0.45413184027986","1"
"Full-time","2016","35-65 y.","Couple + C. GT 16 ","869","0.542490555023039","0.518843229917198","0.566137880128881","1"
"Full-time","2016","35-65 y.","Couple + C. LE 16 ","2332","0.558015094370997","0.544633560349242","0.571396628392752","1"
"Full-time","2016","66 and older","1-pers.-HH","10","","","","1"
"Non-working","2016","16-34 y.","Couple + C. GT 16 ","477","0.408515867138097","0.378924081482467","0.438107652793726","5"
"Non-working","2016","16-34 y.","Couple + C. LE and GT 16","567","0.501242294314526","0.470159248921027","0.532325339708025","5"
"Non-working","2016","35-65 y.","(Married) couple without C. ","899","0.224795680968431","0.210876100742031","0.238715261194832","5"
"Non-working","2016","35-65 y.","Single parent ","459","0.218659386034585","0.197975141041172","0.239343631027998","5"
"Non-working","2016","66 and older","1-pers.-HH","1273","0.949431517153905","0.937730164253129","0.961132870054682","5"
"Non-working","2016","16-34 y.","1-pers.-HH","851","0.301563761328987","0.27838508861284","0.324742434045133","5"
"Non-working","2016","16-34 y.","(Married) couple without C. ","185","0.128810317646155","0.108242288157188","0.149378347135122","5"
"Non-working","2016","16-34 y.","Single parent ","650","0.515187184908216","0.485242084510964","0.545132285305468","5"
"Non-working","2016","16-34 y.","Couple + C. LE 16 ","1456","0.384613838596053","0.36532598920192","0.403901687990186","5"
"Non-working","2016","35-65 y.","1-pers.-HH","544","0.248088822079389","0.22726166758435","0.268915976574429","5"
"Non-working","2016","35-65 y.","Couple + C. LE 16 ","1487","0.140908424377758","0.131533507629789","0.150283341125727","5"
"Non-working","2016","35-65 y.","Couple + C. GT 16 ","351","0.179562746705805","0.161344075197588","0.197781418214022","5"
"Non-working","2016","35-65 y.","Couple + C. LE and GT 16","547","0.184234345357363","0.16601882957732","0.202449861137406","5"
"Non-working","2016","66 and older","Couple + C. LE 16 ","6","","","","5"
"Non-working","2016","66 and older","Couple + C. GT 16 ","163","0.833246819337956","0.781969658877425","0.884523979798486","5"
"Non-working","2016","66 and older","Couple + C. LE and GT 16","3","","","","5"
"Non-working","2016","66 and older","Single parent ","68","0.900082846420272","0.832212708990327","0.967952983850217","5"
"Non-working","2016","66 and older","(Married) couple without C. ","2865","0.92894812779588","0.919870594766853","0.938025660824907","5"
"Other","2016","16-34 y.","1-pers.-HH","186","0.157601511904663","0.139199106915075","0.17600391689425","6"
"Other","2016","16-34 y.","(Married) couple without C. ","112","0.0937345436367611","0.0758392616207582","0.111629825652764","6"
"Other","2016","16-34 y.","Single parent ","243","0.24014779020867","0.214552499597192","0.265743080820148","6"
"Other","2016","16-34 y.","Couple + C. LE 16 ","170","0.0780119731235207","0.0673793416357572","0.0886446046112842","6"
"Other","2016","16-34 y.","Couple + C. GT 16 ","319","0.267608934354987","0.240957721272539","0.294260147437436","6"
"Other","2016","16-34 y.","Couple + C. LE and GT 16","312","0.34666352467093","0.317078126018313","0.376248923323548","6"
"Other","2016","35-65 y.","1-pers.-HH","103","0.0541643177443333","0.0432497245082684","0.0650789109803981","6"
"Other","2016","35-65 y.","(Married) couple without C. ","204","0.0636725687168388","0.0555308869333336","0.071814250500344","6"
"Other","2016","35-65 y.","Single parent ","113","0.0658266684204989","0.0534172884858973","0.0782360483551006","6"
"Other","2016","35-65 y.","Couple + C. LE 16 ","281","0.0422008842464452","0.0367836551603163","0.0476181133325742","6"
"Other","2016","35-65 y.","Couple + C. GT 16 ","116","0.066570690224256","0.054738418184452","0.0784029622640599","6"
"Other","2016","35-65 y.","Couple + C. LE and GT 16","133","0.07544976544958","0.0630398829226866","0.0878596479764733","6"
"Other","2016","66 and older","1-pers.-HH","44","0.0292609305371536","0.0202605760620039","0.0382612850123032","6"
"Other","2016","66 and older","(Married) couple without C. ","110","0.0388670603968388","0.0320379061623664","0.0456962146313113","6"
"Other","2016","66 and older","Single parent ","4","","","","6"
"Other","2016","66 and older","Couple + C. LE 16 ","1","","","","6"
"Other","2016","66 and older","Couple + C. GT 16 ","18","","","","6"
"Other","2016","66 and older","Couple + C. LE and GT 16","1","","","","6"
"Part-time","2016","16-34 y.","1-pers.-HH","84","0.0738155989074863","0.0606099906416551","0.0870212071733175","2"
"Part-time","2016","66 and older","(Married) couple without C. ","57","0.0167469652275438","0.012212928331121","0.0212810021239666","2"
"Part-time","2016","16-34 y.","Couple + C. GT 16 ","42","0.0483612218442003","0.0354466546536194","0.0612757890347811","2"
"Part-time","2016","16-34 y.","(Married) couple without C. ","85","0.0867172180532818","0.0694383096466441","0.103996126459919","2"
"Part-time","2016","16-34 y.","Single parent ","69","0.0740138920908019","0.0583277892102381","0.0896999949713658","2"
"Part-time","2016","16-34 y.","Couple + C. LE 16 ","283","0.178747651446865","0.16355771437568","0.19393758851805","2"
"Part-time","2016","16-34 y.","Couple + C. LE and GT 16","19","","","","2"
"Part-time","2016","35-65 y.","(Married) couple without C. ","547","0.158250920985982","0.14608097885292","0.170420863119043","2"
"Part-time","2016","35-65 y.","Single parent ","429","0.286152192006227","0.263535099992512","0.308769284019941","2"
"Part-time","2016","35-65 y.","Couple + C. GT 16 ","369","0.2113760080469","0.191996232720876","0.230755783372924","2"
"Part-time","2016","35-65 y.","Couple + C. LE and GT 16","365","0.237094616081272","0.217111203598367","0.257078028564176","2"
"Part-time","2016","66 and older","1-pers.-HH","20","","","","2"
"Part-time","2016","66 and older","Single parent ","","","","","2"
"Part-time","2016","66 and older","Couple + C. LE 16 ","","","","","2"
"Part-time","2016","66 and older","Couple + C. GT 16 ","10","","","","2"
"Part-time","2016","66 and older","Couple + C. LE and GT 16","","","","","2"
"Part-time","2016","35-65 y.","Couple + C. LE 16 ","1191","0.2588755970048","0.247073197158917","0.270677996850683","2"
"Part-time","2016","35-65 y.","1-pers.-HH","201","0.112363846006822","0.0971347593127143","0.12759293270093","2"
"Full-time","2017","16-34 y.","1-pers.-HH","581","0.516994680178147","0.49389036785785","0.540098992498443","1"
"Full-time","2017","16-34 y.","(Married) couple without C. ","740","0.684157380388947","0.657997782421649","0.710316978356245","1"
