"erwst","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Part-time","1985","(3a) lower tertiary education","general elemantary","","","",""
"Part-time","1985","(3a) lower tertiary education","middle vocational","","","",""
"Part-time","1985","(3a) lower tertiary education","vocational + Abi","","","",""
"Part-time","1985","(3a) lower tertiary education","higher vocational","","","",""
"Part-time","1985","(3a) lower tertiary education","higher education","","","",""
"Part-time","1985","(3b) higher tertiary education","in school","","","",""
"Part-time","1985","(3b) higher tertiary education","inadequately","","","",""
"Part-time","1985","(3b) higher tertiary education","general elemantary","","","",""
"Part-time","1985","(3b) higher tertiary education","middle vocational","","","",""
"Part-time","1985","(3b) higher tertiary education","vocational + Abi","","","",""
"Part-time","1985","(3b) higher tertiary education","higher vocational","","","",""
"Part-time","1985","(3b) higher tertiary education","higher education","42","0.0792770444852391","0.0558292923799535","0.102724796590525"
"Non-working","1985","(0) in school","in school","181","0.966362593209511","0.940521636012065","0.992203550406956"
"Non-working","1985","(0) in school","inadequately","","","",""
"Non-working","1985","(0) in school","general elemantary","","","",""
"Non-working","1985","(0) in school","middle vocational","","","",""
"Non-working","1985","(0) in school","vocational + Abi","","","",""
"Non-working","1985","(0) in school","higher vocational","","","",""
"Non-working","1985","(0) in school","higher education","","","",""
"Non-working","1985","(1a) inadequately completed","in school","","","",""
"Non-working","1985","(1a) inadequately completed","inadequately","360","0.527059205131858","0.492886901648612","0.561231508615104"
"Non-working","1985","(1a) inadequately completed","general elemantary","","","",""
"Non-working","1985","(1a) inadequately completed","middle vocational","32","0.494294589230989","0.393223745153827","0.59536543330815"
"Non-working","1985","(1a) inadequately completed","vocational + Abi","","","",""
"Non-working","1985","(1a) inadequately completed","higher vocational","","","",""
"Non-working","1985","(1a) inadequately completed","higher education","","","",""
"Non-working","1985","(1b) general elementary school","in school","","","",""
"Non-working","1985","(1b) general elementary school","inadequately","","","",""
"Non-working","1985","(1b) general elementary school","general elemantary","1342","0.627979817292669","0.609415298562102","0.646544336023236"
"Non-working","1985","(1b) general elementary school","middle vocational","","","",""
"Non-working","1985","(1b) general elementary school","vocational + Abi","","","",""
"Non-working","1985","(1b) general elementary school","higher vocational","","","",""
"Non-working","1985","(1b) general elementary school","higher education","","","",""
"Non-working","1985","(1c) basic vocational qualification","in school","","","",""
"Non-working","1985","(1c) basic vocational qualification","inadequately","","","",""
"Non-working","1985","(1c) basic vocational qualification","general elemantary","","","",""
"Non-working","1985","(1c) basic vocational qualification","middle vocational","1292","0.427632417280279","0.41137168726014","0.443893147300418"
"Non-working","1985","(1c) basic vocational qualification","vocational + Abi","","","",""
"Non-working","1985","(1c) basic vocational qualification","higher vocational","79","0.31818855334256","0.263729592364164","0.372647514320956"
"Non-working","1985","(1c) basic vocational qualification","higher education","","","",""
"Non-working","1985","(2b) intermediate general qualification","in school","","","",""
"Non-working","1985","(2b) intermediate general qualification","inadequately","","","",""
"Non-working","1985","(2b) intermediate general qualification","general elemantary","245","0.545967760396234","0.501193529831854","0.590741990960613"
"Non-working","1985","(2b) intermediate general qualification","middle vocational","","","",""
"Non-working","1985","(2b) intermediate general qualification","vocational + Abi","","","",""
"Non-working","1985","(2b) intermediate general qualification","higher vocational","","","",""
"Non-working","1985","(2b) intermediate general qualification","higher education","","","",""
"Non-working","1985","(2a) intermediate vocational","in school","","","",""
"Non-working","1985","(2a) intermediate vocational","inadequately","","","",""
"Non-working","1985","(2a) intermediate vocational","general elemantary","","","",""
"Non-working","1985","(2a) intermediate vocational","middle vocational","363","0.355256890009958","0.327523708857245","0.382990071162672"
"Non-working","1985","(2a) intermediate vocational","vocational + Abi","","","",""
"Non-working","1985","(2a) intermediate vocational","higher vocational","68","0.386788849534086","0.319293307763269","0.454284391304904"
"Non-working","1985","(2a) intermediate vocational","higher education","","","",""
"Non-working","1985","(2c_gen) general maturity certificate","in school","","","",""
"Non-working","1985","(2c_gen) general maturity certificate","inadequately","","","",""
"Non-working","1985","(2c_gen) general maturity certificate","general elemantary","","","",""
"Non-working","1985","(2c_gen) general maturity certificate","middle vocational","220","0.602674613691412","0.553343968301446","0.652005259081377"
"Non-working","1985","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Non-working","1985","(2c_gen) general maturity certificate","higher vocational","","","",""
"Non-working","1985","(2c_gen) general maturity certificate","higher education","","","",""
"Non-working","1985","(2c_voc) vocational maturity certificate","in school","","","",""
"Non-working","1985","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Non-working","1985","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Non-working","1985","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Non-working","1985","(2c_voc) vocational maturity certificate","vocational + Abi","90","0.400549908714089","0.343154928668324","0.457944888759855"
"Non-working","1985","(2c_voc) vocational maturity certificate","higher vocational","43","0.342630889414636","0.262573926570624","0.422687852258649"
"Non-working","1985","(2c_voc) vocational maturity certificate","higher education","","","",""
"Non-working","1985","(3a) lower tertiary education","in school","","","",""
"Non-working","1985","(3a) lower tertiary education","inadequately","","","",""
"Non-working","1985","(3a) lower tertiary education","general elemantary","","","",""
"Non-working","1985","(3a) lower tertiary education","middle vocational","","","",""
"Non-working","1985","(3a) lower tertiary education","vocational + Abi","","","",""
"Non-working","1985","(3a) lower tertiary education","higher vocational","","","",""
"Non-working","1985","(3a) lower tertiary education","higher education","61","0.273650269850809","0.218163035255176","0.329137504446442"
"Non-working","1985","(3b) higher tertiary education","in school","","","",""
"Non-working","1985","(3b) higher tertiary education","inadequately","","","",""
"Non-working","1985","(3b) higher tertiary education","general elemantary","","","",""
"Non-working","1985","(3b) higher tertiary education","middle vocational","","","",""
"Non-working","1985","(3b) higher tertiary education","vocational + Abi","","","",""
"Non-working","1985","(3b) higher tertiary education","higher vocational","","","",""
"Non-working","1985","(3b) higher tertiary education","higher education","103","0.232025306290337","0.195389636578156","0.268660976002519"
"Other","1985","(0) in school","in school","","","",""
"Other","1985","(0) in school","inadequately","","","",""
"Other","1985","(0) in school","general elemantary","","","",""
"Other","1985","(0) in school","middle vocational","","","",""
"Other","1985","(0) in school","vocational + Abi","","","",""
"Other","1985","(0) in school","higher vocational","","","",""
"Other","1985","(0) in school","higher education","","","",""
"Other","1985","(1a) inadequately completed","in school","","","",""
"Other","1985","(1a) inadequately completed","inadequately","","","",""
"Other","1985","(1a) inadequately completed","general elemantary","","","",""
"Other","1985","(1a) inadequately completed","middle vocational","","","",""
"Other","1985","(1a) inadequately completed","vocational + Abi","","","",""
