"erwst","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Full-time","1991","middle vocational","Rural Area","1487","0.512272412067492","0.492981108956309","0.531563715178675","1"
"Full-time","1991","vocational + Abi","Urban Area","177","0.557999330721143","0.501518878039375","0.614479783402912","1"
"Full-time","1991","in school","Urban Area","","","","","1"
"Full-time","1991","in school","Rural Area","","","","","1"
"Full-time","1991","inadequately","Urban Area","250","0.452917119465896","0.411429219133258","0.494405019798533","1"
"Full-time","1991","inadequately","Rural Area","43","0.328708983860263","0.241321787507285","0.41609618021324","1"
"Full-time","1991","vocational + Abi","Rural Area","49","0.529307467157501","0.42192541249643","0.636689521818573","1"
"Full-time","1991","higher vocational","Urban Area","291","0.572751669165758","0.528358896525274","0.617144441806242","1"
"Full-time","1991","higher vocational","Rural Area","193","0.595543697234193","0.538057749524153","0.653029644944233","1"
"Full-time","1991","higher education","Urban Area","701","0.654305789173613","0.624710084177027","0.683901494170199","1"
"Full-time","1991","higher education","Rural Area","467","0.644108453271712","0.607909018430111","0.680307888113314","1"
"Non-working","1991","in school","Urban Area","113","0.920171505028102","0.872078541820731","0.968264468235473","5"
"Non-working","1991","in school","Rural Area","28","","","","5"
"Non-working","1991","inadequately","Urban Area","254","0.46956893367319","0.42797311468449","0.51116475266189","5"
"Non-working","1991","inadequately","Rural Area","58","0.585305943280362","0.493653937410268","0.676957949150456","5"
"Non-working","1991","general elemantary","Urban Area","930","0.580118452436427","0.558643668548703","0.60159323632415","5"
"Non-working","1991","general elemantary","Rural Area","477","0.629693117447736","0.597173026531768","0.662213208363703","5"
"Non-working","1991","middle vocational","Urban Area","1513","0.406292716142232","0.391631675880533","0.420953756403932","5"
"Non-working","1991","middle vocational","Rural Area","807","0.37431166905894","0.355634195474565","0.392989142643315","5"
"Non-working","1991","vocational + Abi","Urban Area","85","0.311302306936441","0.258642974406654","0.363961639466227","5"
"Non-working","1991","vocational + Abi","Rural Area","25","","","","5"
"Non-working","1991","higher vocational","Urban Area","134","0.329587872379804","0.287404097180753","0.371771647578855","5"
"Non-working","1991","higher vocational","Rural Area","67","0.318694046290781","0.264114849198895","0.373273243382668","5"
"Non-working","1991","higher education","Urban Area","188","0.220388196595056","0.194593785124108","0.246182608066004","5"
"Non-working","1991","higher education","Rural Area","168","0.299787778266874","0.265147189913328","0.334428366620419","5"
"Other","1991","inadequately","Urban Area","12","","","","6"
"Other","1991","inadequately","Rural Area","5","","","","6"
"Other","1991","higher vocational","Rural Area","6","","","","6"
"Other","1991","higher education","Urban Area","22","","","","6"
"Other","1991","in school","Rural Area","11","","","","6"
"Other","1991","higher education","Rural Area","7","","","","6"
"Other","1991","general elemantary","Urban Area","253","0.105521015045633","0.0921531633618302","0.118888866729436","6"
"Other","1991","higher vocational","Urban Area","11","","","","6"
"Other","1991","general elemantary","Rural Area","110","0.0968757585293176","0.0769558337695831","0.116795683289052","6"
"Other","1991","in school","Urban Area","9","","","","6"
"Other","1991","middle vocational","Rural Area","85","0.0379195232116024","0.0305479606647969","0.045291085758408","6"
"Other","1991","vocational + Abi","Urban Area","18","","","","6"
"Other","1991","vocational + Abi","Rural Area","6","","","","6"
"Other","1991","middle vocational","Urban Area","165","0.0371307279111519","0.0314864358908345","0.0427750199314693","6"
"Part-time","1991","inadequately","Urban Area","37","0.0581202383556546","0.0386196842780199","0.0776207924332892","2"
"Part-time","1991","inadequately","Rural Area","5","","","","2"
"Part-time","1991","general elemantary","Urban Area","135","0.0694277035290814","0.058367871599693","0.0804875354584698","2"
"Part-time","1991","higher vocational","Rural Area","14","","","","2"
"Part-time","1991","higher education","Urban Area","81","0.0984315646786673","0.0798937388067029","0.116969390550632","2"
"Part-time","1991","higher education","Rural Area","30","0.0438199176334023","0.028343548511123","0.0592962867556816","2"
"Part-time","1991","in school","Rural Area","1","","","","2"
"Part-time","1991","general elemantary","Rural Area","60","0.0792400198555285","0.061049215996347","0.09743082371471","2"
"Part-time","1991","higher vocational","Urban Area","41","0.0758080483781786","0.0520545461838064","0.0995615505725509","2"
"Part-time","1991","in school","Urban Area","","","","","2"
"Part-time","1991","middle vocational","Urban Area","349","0.0759762093165378","0.0680668834881665","0.0838855351449091","2"
"Part-time","1991","middle vocational","Rural Area","200","0.0754963956619653","0.0653001607341598","0.0856926305897708","2"
"Part-time","1991","vocational + Abi","Urban Area","17","","","","2"
"Part-time","1991","vocational + Abi","Rural Area","3","","","","2"
"Full-time","1992","in school","Urban Area","","","","","1"
"Full-time","1992","in school","Rural Area","","","","","1"
"Full-time","1992","inadequately","Urban Area","218","0.409253961645502","0.367393211058121","0.451114712232883","1"
"Full-time","1992","inadequately","Rural Area","43","0.364243533976424","0.270855910515701","0.457631157437147","1"
"Full-time","1992","general elemantary","Urban Area","679","0.24962980315017","0.230518029936936","0.268741576363405","1"
"Full-time","1992","general elemantary","Rural Area","169","0.162154880791043","0.136987885384936","0.18732187619715","1"
"Full-time","1992","middle vocational","Urban Area","2200","0.467922398009136","0.452931705803792","0.48291309021448","1"
"Full-time","1992","middle vocational","Rural Area","1287","0.471428841363573","0.45156912652536","0.491288556201786","1"
"Full-time","1992","vocational + Abi","Urban Area","159","0.51314214187085","0.456863098054511","0.56942118568719","1"
"Full-time","1992","vocational + Abi","Rural Area","42","0.410154655848043","0.30433850842646","0.515970803269626","1"
"Full-time","1992","higher vocational","Urban Area","295","0.569031592331682","0.524867894205911","0.613195290457453","1"
"Full-time","1992","higher vocational","Rural Area","186","0.576598781019366","0.519133989826147","0.634063572212585","1"
"Full-time","1992","higher education","Urban Area","672","0.635397438823244","0.605684171346413","0.665110706300075","1"
"Full-time","1992","higher education","Rural Area","428","0.659960808154307","0.622732229197331","0.697189387111283","1"
"Non-working","1992","in school","Urban Area","125","0.951634034356013","0.914754848136846","0.98851322057518","5"
"Non-working","1992","in school","Rural Area","44","0.75619800894452","0.644730819218824","0.867665198670217","5"
"Non-working","1992","inadequately","Urban Area","273","0.537069728709005","0.494619182393141","0.579520275024869","5"
"Non-working","1992","inadequately","Rural Area","51","0.563517739685301","0.467271205392793","0.659764273977809","5"
"Non-working","1992","general elemantary","Urban Area","929","0.590074927930672","0.568356879373161","0.611792976488182","5"
"Non-working","1992","general elemantary","Rural Area","486","0.658385311388834","0.626004120280521","0.690766502497147","5"
"Non-working","1992","middle vocational","Urban Area","1574","0.428060971242974","0.41319562721842","0.442926315267527","5"
"Non-working","1992","middle vocational","Rural Area","901","0.421247484594623","0.401603557713177","0.44089141147607","5"
"Non-working","1992","vocational + Abi","Urban Area","104","0.334585202308782","0.281456847349454","0.38771355726811","5"
"Non-working","1992","vocational + Abi","Rural Area","35","0.525065099611785","0.417633346365815","0.632496852857756","5"
"Non-working","1992","higher vocational","Urban Area","136","0.326660466008509","0.284835088325543","0.368485843691476","5"
"Non-working","1992","higher vocational","Rural Area","79","0.341079630959197","0.285943881831025","0.396215380087369","5"
"Non-working","1992","higher education","Urban Area","235","0.250059096496409","0.223325790181797","0.276792402811021","5"
"Non-working","1992","higher education","Rural Area","162","0.289080753406956","0.253454297302877","0.324707209511036","5"
"Other","1992","inadequately","Rural Area","6","","","","6"
"Other","1992","higher vocational","Rural Area","6","","","","6"
"Other","1992","higher education","Urban Area","21","","","","6"
"Other","1992","higher education","Rural Area","6","","","","6"
"Other","1992","general elemantary","Urban Area","221","0.0883950070953607","0.0758597803828751","0.100930233807846","6"
"Other","1992","inadequately","Urban Area","6","","","","6"
"Other","1992","in school","Rural Area","12","","","","6"
"Other","1992","higher vocational","Urban Area","12","","","","6"
"Other","1992","general elemantary","Rural Area","117","0.107523206561238","0.0863720531609782","0.128674359961498","6"
"Other","1992","in school","Urban Area","4","","","","6"
"Other","1992","middle vocational","Rural Area","61","0.0284919629150904","0.0218728835731668","0.0351110422570141","6"
"Other","1992","vocational + Abi","Urban Area","16","","","","6"
"Other","1992","vocational + Abi","Rural Area","4","","","","6"
"Other","1992","middle vocational","Urban Area","144","0.0286347202046985","0.0236241743454827","0.0336452660639143","6"
"Part-time","1992","higher education","Rural Area","26","","","","2"
"Part-time","1992","inadequately","Urban Area","33","0.0434526669859482","0.0260957891236781","0.0608095448482184","2"
"Part-time","1992","higher education","Urban Area","80","0.090015714490373","0.0723474481361439","0.107683980844602","2"
"Part-time","1992","higher vocational","Rural Area","13","","","","2"
"Part-time","1992","inadequately","Rural Area","2","","","","2"
"Part-time","1992","general elemantary","Urban Area","141","0.0719002618237971","0.0604931016708571","0.0833074219767371","2"
"Part-time","1992","in school","Rural Area","1","","","","2"
"Part-time","1992","general elemantary","Rural Area","52","0.071936601258885","0.054294583077026","0.0895786194407441","2"
"Part-time","1992","in school","Urban Area","1","","","","2"
"Part-time","1992","middle vocational","Urban Area","338","0.0753819105431921","0.0674502878898206","0.0833135331965635","2"
"Part-time","1992","higher vocational","Urban Area","40","0.0767357157039265","0.0529981424777372","0.100473288930116","2"
"Part-time","1992","middle vocational","Rural Area","178","0.0788317111267133","0.0681107636315034","0.0895526586219232","2"
"Part-time","1992","vocational + Abi","Urban Area","24","","","","2"
"Part-time","1992","vocational + Abi","Rural Area","2","","","","2"
"Full-time","1993","in school","Urban Area","","","","","1"
"Full-time","1993","in school","Rural Area","","","","","1"
"Full-time","1993","inadequately","Urban Area","205","0.397665547080076","0.355231400071469","0.440099694088684","1"
"Full-time","1993","inadequately","Rural Area","42","0.370858094987908","0.277573986202753","0.464142203773064","1"
"Full-time","1993","general elemantary","Urban Area","641","0.249546366245452","0.230072508951353","0.269020223539552","1"
