"erwst","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Non-working","2013","Hesse","direct migration background","215","0.388454162021859","0.349616345957146","0.427291978086572"
"Non-working","2013","Hesse","indirect migration background","75","0.39361561830249","0.327851299610472","0.459379936994508"
"Non-working","2013","Rhineland-Palatinate,Saarland","no migration background","504","0.440961893526783","0.413404629271922","0.468519157781644"
"Non-working","2013","Rhineland-Palatinate,Saarland","direct migration background","144","0.389039554697464","0.343381809241028","0.434697300153899"
"Non-working","2013","Rhineland-Palatinate,Saarland","indirect migration background","37","0.312976353984561","0.232010029554203","0.393942678414919"
"Non-working","2013","Baden-Württemberg","no migration background","887","0.422421601446529","0.402957839967739","0.441885362925318"
"Non-working","2013","Baden-Württemberg","direct migration background","317","0.349162582926498","0.319240219848673","0.379084946004323"
"Non-working","2013","Baden-Württemberg","indirect migration background","130","0.291867973028946","0.247808755861878","0.335927190196014"
"Non-working","2013","Bavaria","no migration background","1306","0.421008491914449","0.404806139980941","0.437210843847957"
"Non-working","2013","Bavaria","direct migration background","348","0.375192398738187","0.346168255666187","0.404216541810186"
"Non-working","2013","Bavaria","indirect migration background","116","0.272704417291468","0.227387255992514","0.318021578590423"
"Non-working","2013","Berlin","no migration background","374","0.443951611392485","0.411563323767725","0.476339899017244"
"Non-working","2013","Berlin","direct migration background","95","0.44039309441629","0.373250174123403","0.507536014709178"
"Non-working","2013","Berlin","indirect migration background","33","0.439063976967249","0.330315379016837","0.547812574917661"
"Non-working","2013","Brandenburg","no migration background","466","0.47509009568979","0.444246590466301","0.505933600913279"
"Non-working","2013","Brandenburg","direct migration background","70","0.52652765996223","0.441351309643239","0.611704010281222"
"Non-working","2013","Brandenburg","indirect migration background","6","","",""
"Non-working","2013","Mecklenburg-Western Pomerania","no migration background","255","0.447514356811763","0.407151880938553","0.487876832684974"
"Non-working","2013","Mecklenburg-Western Pomerania","direct migration background","12","","",""
"Non-working","2013","Mecklenburg-Western Pomerania","indirect migration background","5","","",""
"Non-working","2013","Saxony","no migration background","664","0.403256212682596","0.379923580508186","0.426588844857006"
"Non-working","2013","Saxony","direct migration background","41","0.697011922314848","0.601537737062341","0.792486107567354"
"Non-working","2013","Saxony","indirect migration background","12","","",""
"Non-working","2013","Saxony-Anhalt","no migration background","420","0.473138304703106","0.441702211356718","0.504574398049494"
"Non-working","2013","Saxony-Anhalt","direct migration background","54","0.562497951200117","0.463776224701581","0.661219677698653"
"Non-working","2013","Saxony-Anhalt","indirect migration background","8","","",""
"Non-working","2013","Thuringia","no migration background","418","0.432877896741544","0.402229890529173","0.463525902953914"
"Non-working","2013","Thuringia","direct migration background","21","","",""
"Non-working","2013","Thuringia","indirect migration background","3","","",""
"Other","2013","Schleswig-Holstein","no migration background","101","0.102299966319062","0.0815960959633131","0.123003836674811"
"Other","2013","Schleswig-Holstein","direct migration background","21","","",""
"Other","2013","Schleswig-Holstein","indirect migration background","13","","",""
"Other","2013","Hamburg","no migration background","32","0.0510585141670156","0.0281287143634513","0.0739883139705799"
"Other","2013","Hamburg","direct migration background","22","","",""
"Other","2013","Hamburg","indirect migration background","7","","",""
"Other","2013","Lower Saxony","no migration background","241","0.0962299066011233","0.084044476940098","0.108415336262149"
"Other","2013","Lower Saxony","direct migration background","66","0.0728003267037957","0.0517107864302224","0.093889866977369"
"Other","2013","Lower Saxony","indirect migration background","28","","",""
"Other","2013","Bremen","no migration background","11","","",""
"Other","2013","Bremen","direct migration background","7","","",""
"Other","2013","Bremen","indirect migration background","3","","",""
"Other","2013","North Rhine-Westphalia","no migration background","395","0.0853285038859404","0.0768603713731045","0.0937966363987764"
"Other","2013","North Rhine-Westphalia","direct migration background","163","0.0914327657500155","0.0777236730877426","0.105141858412288"
"Other","2013","North Rhine-Westphalia","indirect migration background","117","0.188104127722373","0.158424373104761","0.217783882339986"
"Other","2013","Hesse","no migration background","120","0.0925845086889957","0.0775878537701399","0.107581163607851"
"Other","2013","Hesse","direct migration background","70","0.0916560104326371","0.0686640474338278","0.114647973431446"
"Other","2013","Hesse","indirect migration background","32","0.110698467952731","0.0684631774215126","0.15293375848395"
"Other","2013","Rhineland-Palatinate,Saarland","no migration background","115","0.081902120538339","0.0666823911863621","0.0971218498903159"
"Other","2013","Rhineland-Palatinate,Saarland","direct migration background","49","0.087236178883098","0.0608097449601577","0.113662612806038"
"Other","2013","Rhineland-Palatinate,Saarland","indirect migration background","30","0.188896264366689","0.120550327049108","0.257242201684271"
"Other","2013","Baden-Württemberg","no migration background","225","0.078257551622258","0.0676743720378053","0.0888407312067107"
"Other","2013","Baden-Württemberg","direct migration background","110","0.117687536572056","0.0974609672922799","0.137914105851833"
"Other","2013","Baden-Württemberg","indirect migration background","74","0.180603169210737","0.143321421736038","0.217884916685436"
"Other","2013","Bavaria","no migration background","333","0.0696096226206227","0.0612581361669702","0.0779611090742752"
"Other","2013","Bavaria","direct migration background","104","0.100336478479479","0.0823258560676149","0.118347100891342"
"Other","2013","Bavaria","indirect migration background","54","0.1028779098067","0.0719644240977806","0.133791395515619"
"Other","2013","Berlin","no migration background","67","0.0727384477077321","0.0558088352564382","0.089668060159026"
"Other","2013","Berlin","direct migration background","23","","",""
"Other","2013","Berlin","indirect migration background","8","","",""
"Other","2013","Brandenburg","no migration background","68","0.046214690775352","0.0332474165275384","0.0591819650231655"
"Other","2013","Brandenburg","direct migration background","14","","",""
"Other","2013","Brandenburg","indirect migration background","4","","",""
"Other","2013","Mecklenburg-Western Pomerania","no migration background","41","0.0753429185067584","0.0539176939099513","0.0967681431035656"
"Other","2013","Mecklenburg-Western Pomerania","direct migration background","5","","",""
"Other","2013","Mecklenburg-Western Pomerania","indirect migration background","2","","",""
"Other","2013","Saxony","no migration background","103","0.0619355721142671","0.0504707938763104","0.0734003503522237"
"Other","2013","Saxony","direct migration background","10","","",""
"Other","2013","Saxony","indirect migration background","5","","",""
"Other","2013","Saxony-Anhalt","no migration background","59","0.0685660525861661","0.0526543443277527","0.0844777608445795"
"Other","2013","Saxony-Anhalt","direct migration background","11","","",""
"Other","2013","Saxony-Anhalt","indirect migration background","6","","",""
"Other","2013","Thuringia","no migration background","72","0.0677177610962019","0.0521757850490198","0.0832597371433839"
"Other","2013","Thuringia","direct migration background","3","","",""
"Other","2013","Thuringia","indirect migration background","2","","",""
"Full-time","2014","Schleswig-Holstein","no migration background","241","0.322359260430913","0.288243874554991","0.356474646306835"
"Full-time","2014","Schleswig-Holstein","direct migration background","50","0.259610086754908","0.195562485882513","0.323657687627304"
"Full-time","2014","Schleswig-Holstein","indirect migration background","16","","",""
"Full-time","2014","Hamburg","no migration background","114","0.407755018663268","0.352604636847642","0.462905400478894"
"Full-time","2014","Hamburg","direct migration background","47","0.343588835160395","0.25563666073873","0.43154100958206"
"Full-time","2014","Hamburg","indirect migration background","16","","",""
"Full-time","2014","Lower Saxony","no migration background","702","0.362818800880643","0.342030521435003","0.383607080326283"
