"erwst","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Part-time","1990","(Married) couple without C. ","Urban Area","151","0.0658844376274446","0.0554729692686627","0.0762959059862264","2"
"Part-time","1990","(Married) couple without C. ","Rural Area","81","0.0673597035001616","0.052362668622614","0.0823567383777092","2"
"Part-time","1990","Single parent ","Urban Area","36","0.0796424308759645","0.0550610837083559","0.104223778043573","2"
"Part-time","1990","Single parent ","Rural Area","20","","","","2"
"Part-time","1990","Couple + C. LE 16 ","Urban Area","252","0.131441027260123","0.117315672146208","0.145566382374039","2"
"Part-time","1990","Couple + C. LE 16 ","Rural Area","164","0.135360163883583","0.117008708411987","0.15371161935518","2"
"Part-time","1990","Couple + C. GT 16 ","Rural Area","73","0.0742306578805458","0.0581666715384474","0.0902946442226443","2"
"Part-time","1990","Couple + C. GT 16 ","Urban Area","144","0.0869970653522407","0.0741891040389711","0.0998050266655104","2"
"Part-time","1990","Couple + C. LE and GT 16","Rural Area","39","0.11728729108259","0.0849360116934761","0.149638570471704","2"
"Part-time","1990","Couple + C. LE and GT 16","Urban Area","58","0.0808900575493045","0.0623178201293016","0.0994622949693073","2"
"Full-time","1991","1-pers.-HH","Urban Area","440","0.379925014633411","0.349827100615718","0.410022928651105","1"
"Full-time","1991","1-pers.-HH","Rural Area","108","0.280579974948518","0.232963785749726","0.32819616414731","1"
"Full-time","1991","(Married) couple without C. ","Urban Area","1050","0.427764956260914","0.406996239144284","0.448533673377543","1"
"Full-time","1991","(Married) couple without C. ","Rural Area","437","0.37064095779076","0.341216812322788","0.400065103258731","1"
"Full-time","1991","Single parent ","Urban Area","196","0.407853028434574","0.362747240716675","0.452958816152473","1"
"Full-time","1991","Single parent ","Rural Area","119","0.534151984135813","0.464670346823675","0.60363362144795","1"
"Full-time","1991","Couple + C. LE 16 ","Urban Area","1304","0.565684957847363","0.544781844946631","0.586588070748095","1"
"Full-time","1991","Couple + C. LE 16 ","Rural Area","851","0.626788138700147","0.60008262587871","0.653493651521584","1"
"Full-time","1991","Couple + C. GT 16 ","Urban Area","843","0.464495839229155","0.441235016034367","0.487756662423942","1"
"Full-time","1991","Couple + C. GT 16 ","Rural Area","548","0.482748211310228","0.452290367246586","0.513206055373869","1"
"Full-time","1991","Couple + C. LE and GT 16","Urban Area","388","0.460882912779528","0.426491645798581","0.495274179760475","1"
"Full-time","1991","Couple + C. LE and GT 16","Rural Area","221","0.533563185351139","0.48485691145287","0.582269459249409","1"
"Non-working","1991","1-pers.-HH","Urban Area","498","0.559870094238298","0.529087910840701","0.590652277635895","5"
"Non-working","1991","1-pers.-HH","Rural Area","222","0.684728525450043","0.635486423001993","0.733970627898094","5"
"Non-working","1991","(Married) couple without C. ","Urban Area","956","0.490543947607743","0.469558793246948","0.511529101968539","5"
"Non-working","1991","(Married) couple without C. ","Rural Area","526","0.557456289821609","0.527196813175209","0.587715766468008","5"
"Non-working","1991","Single parent ","Urban Area","167","0.391804468238841","0.346999933225419","0.436609003252264","5"
"Non-working","1991","Single parent ","Rural Area","58","0.338738652751298","0.272816035302017","0.404661270200579","5"
"Non-working","1991","Couple + C. LE 16 ","Urban Area","550","0.263570215688505","0.244990671559123","0.282149759817886","5"
"Non-working","1991","Couple + C. LE 16 ","Rural Area","237","0.202640090789638","0.180445215861615","0.224834965717661","5"
"Non-working","1991","Couple + C. GT 16 ","Urban Area","606","0.35065945635797","0.328404242131155","0.372914670584784","5"
"Non-working","1991","Couple + C. GT 16 ","Rural Area","332","0.350998635121121","0.321907320946895","0.380089949295348","5"
"Non-working","1991","Couple + C. LE and GT 16","Urban Area","250","0.313890261764713","0.28187205266568","0.345908470863746","5"
"Non-working","1991","Couple + C. LE and GT 16","Rural Area","103","0.248354426722169","0.206171367501002","0.290537485943336","5"
"Other","1991","(Married) couple without C. ","Rural Area","19","","","","6"
"Other","1991","1-pers.-HH","Urban Area","38","0.033252781637098","0.0221345478286378","0.0443710154455582","6"
"Other","1991","1-pers.-HH","Rural Area","6","","","","6"
"Other","1991","(Married) couple without C. ","Urban Area","54","0.0225632294499449","0.0163292579770548","0.0287972009228349","6"
"Other","1991","Single parent ","Urban Area","52","0.110535590501477","0.0817562375717815","0.139314943431173","6"
"Other","1991","Single parent ","Rural Area","7","","","","6"
"Other","1991","Couple + C. LE 16 ","Urban Area","57","0.0338376542155199","0.0262125392968073","0.0414627691342325","6"
"Other","1991","Couple + C. LE 16 ","Rural Area","32","0.0367003826887939","0.0263184356580851","0.0470823297195028","6"
"Other","1991","Couple + C. GT 16 ","Urban Area","184","0.102730228276678","0.0885702239365647","0.116890232616791","6"
"Other","1991","Couple + C. GT 16 ","Rural Area","99","0.103347720431275","0.0847931757710254","0.121902265091525","6"
"Other","1991","Couple + C. LE and GT 16","Urban Area","112","0.14378870198901","0.119580408136764","0.167996995841257","6"
"Other","1991","Couple + C. LE and GT 16","Rural Area","51","0.121473226675211","0.0895789062929656","0.153367547057457","6"
"Part-time","1991","1-pers.-HH","Urban Area","23","","","","2"
"Part-time","1991","1-pers.-HH","Rural Area","6","","","","2"
"Part-time","1991","(Married) couple without C. ","Urban Area","120","0.0591278666813981","0.0492268167165018","0.0690289166462943","2"
"Part-time","1991","(Married) couple without C. ","Rural Area","53","0.0534145341919737","0.0397155755416176","0.0671134928423298","2"
"Part-time","1991","Single parent ","Urban Area","41","0.0898069128251072","0.0635654935792204","0.116048332070994","2"
"Part-time","1991","Single parent ","Rural Area","14","","","","2"
"Part-time","1991","Couple + C. LE 16 ","Urban Area","249","0.136907172248613","0.122410675266024","0.151403669231202","2"
"Part-time","1991","Couple + C. LE 16 ","Rural Area","140","0.133871387821421","0.115069654257587","0.152673121385254","2"
"Part-time","1991","Couple + C. GT 16 ","Rural Area","55","0.0629054331373762","0.0481067316418749","0.0777041346328776","2"
"Part-time","1991","Couple + C. GT 16 ","Urban Area","133","0.0821144761361978","0.0693101459449288","0.0949188063274667","2"
"Part-time","1991","Couple + C. LE and GT 16","Rural Area","28","","","","2"
"Part-time","1991","Couple + C. LE and GT 16","Urban Area","57","0.081438123466749","0.0625677971205106","0.100308449812987","2"
"Full-time","1992","Couple + C. GT 16 ","Rural Area","489","0.448013658596972","0.417222642322596","0.478804674871347","1"
"Full-time","1992","Couple + C. LE and GT 16","Urban Area","357","0.451481308334032","0.41628613696401","0.486676479704055","1"
"Full-time","1992","Couple + C. LE and GT 16","Rural Area","196","0.48578961409811","0.435537906090287","0.536041322105934","1"
"Full-time","1992","1-pers.-HH","Urban Area","426","0.376867553524357","0.346726528070231","0.407008578978484","1"
"Full-time","1992","1-pers.-HH","Rural Area","108","0.282259173017888","0.235037297143427","0.329481048892349","1"
"Full-time","1992","(Married) couple without C. ","Urban Area","1072","0.41864776824395","0.398406657864895","0.438888878623005","1"
"Full-time","1992","(Married) couple without C. ","Rural Area","369","0.337321432709896","0.307735380604823","0.366907484814969","1"
"Full-time","1992","Single parent ","Urban Area","197","0.419578550298273","0.373727799521238","0.465429301075307","1"
"Full-time","1992","Single parent ","Rural Area","92","0.446550058700187","0.376774225106497","0.516325892293876","1"
"Full-time","1992","Couple + C. LE 16 ","Urban Area","1194","0.546162531280017","0.524802691439556","0.567522371120479","1"
"Full-time","1992","Couple + C. LE 16 ","Rural Area","761","0.609397391672481","0.581357515028887","0.637437268316075","1"
"Full-time","1992","Couple + C. GT 16 ","Urban Area","799","0.451510483315653","0.428012881660469","0.475008084970837","1"
"Non-working","1992","Couple + C. GT 16 ","Rural Area","354","0.375023028054581","0.345046922726959","0.404999133382203","5"
"Non-working","1992","Couple + C. LE and GT 16","Urban Area","262","0.349249910402413","0.315533389799548","0.382966431005278","5"
"Non-working","1992","Couple + C. LE and GT 16","Rural Area","101","0.252493985901556","0.208813329361033","0.29617464244208","5"
"Non-working","1992","1-pers.-HH","Urban Area","515","0.577107483468547","0.546380719826687","0.607834247110407","5"
"Non-working","1992","1-pers.-HH","Rural Area","232","0.685049706526541","0.636317348240977","0.733782064812106","5"
"Non-working","1992","(Married) couple without C. ","Urban Area","1045","0.507794496080082","0.4872825201364","0.528306472023764","5"
"Non-working","1992","(Married) couple without C. ","Rural Area","567","0.617681258303726","0.587271806333969","0.648090710273484","5"
"Non-working","1992","Single parent ","Urban Area","170","0.406738899771837","0.361098559177084","0.45237924036659","5"
"Non-working","1992","Single parent ","Rural Area","73","0.370596122500055","0.302809198384493","0.438383046615617","5"
"Non-working","1992","Couple + C. LE 16 ","Urban Area","576","0.27974076121007","0.260482850821887","0.298998671598252","5"
"Non-working","1992","Couple + C. LE 16 ","Rural Area","269","0.239001724608342","0.214491313970017","0.263512135246668","5"
"Non-working","1992","Couple + C. GT 16 ","Urban Area","632","0.370800029501198","0.347992949859792","0.393607109142604","5"
"Other","1992","(Married) couple without C. ","Rural Area","14","","","","6"
"Other","1992","1-pers.-HH","Rural Area","4","","","","6"
"Other","1992","(Married) couple without C. ","Urban Area","49","0.0190854276769768","0.0134716292779354","0.0246992260760182","6"
"Other","1992","1-pers.-HH","Urban Area","28","","","","6"
"Other","1992","Single parent ","Urban Area","37","0.0821115247897527","0.0566041888209119","0.107618860758594","6"
"Other","1992","Single parent ","Rural Area","15","","","","6"
"Other","1992","Couple + C. LE 16 ","Urban Area","48","0.0250438968727518","0.0183399532872648","0.0317478404582389","6"
"Other","1992","Couple + C. LE 16 ","Rural Area","23","","","","6"
"Other","1992","Couple + C. GT 16 ","Urban Area","164","0.0952969235139606","0.0814326241874711","0.10916122284045","6"
"Other","1992","Couple + C. GT 16 ","Rural Area","99","0.101844459918146","0.0831178695136876","0.120571050322605","6"
"Other","1992","Couple + C. LE and GT 16","Urban Area","94","0.113678182832393","0.0912289366646154","0.136127429000172","6"
"Other","1992","Couple + C. LE and GT 16","Rural Area","52","0.151449864121399","0.115406153822303","0.187493574420494","6"
"Part-time","1992","1-pers.-HH","Rural Area","5","","","","2"
"Part-time","1992","(Married) couple without C. ","Urban Area","116","0.0544723079989907","0.0451609015195852","0.0637837144783962","2"
"Part-time","1992","(Married) couple without C. ","Rural Area","31","0.0329871455043748","0.0218107418414912","0.0441635491672584","2"
"Part-time","1992","Single parent ","Urban Area","41","0.0915710251401375","0.0647736280039627","0.118368422276312","2"
"Part-time","1992","1-pers.-HH","Urban Area","24","","","","2"
"Part-time","1992","Single parent ","Rural Area","15","","","","2"
"Part-time","1992","Couple + C. LE 16 ","Urban Area","269","0.149052810637161","0.133773341855663","0.164332279418659","2"
"Part-time","1992","Couple + C. LE 16 ","Rural Area","110","0.119486060427993","0.100844383690993","0.138127737164993","2"
"Part-time","1992","Couple + C. GT 16 ","Urban Area","128","0.0823925636691887","0.0694094780045063","0.0953756493338711","2"
"Part-time","1992","Couple + C. GT 16 ","Rural Area","60","0.0751188534303011","0.0587984207354106","0.0914392861251916","2"
"Part-time","1992","Couple + C. LE and GT 16","Urban Area","55","0.0855905984311613","0.0658049242194059","0.105376272642917","2"
"Part-time","1992","Couple + C. LE and GT 16","Rural Area","31","0.110266535878934","0.0787739646081233","0.141759107149746","2"
"Full-time","1993","1-pers.-HH","Urban Area","456","0.385074032647146","0.355370897487669","0.414777167806622","1"
"Full-time","1993","1-pers.-HH","Rural Area","116","0.281922025482752","0.23709469107612","0.326749359889385","1"
"Full-time","1993","(Married) couple without C. ","Urban Area","1071","0.413338002589716","0.393287201871282","0.433388803308151","1"
"Full-time","1993","(Married) couple without C. ","Rural Area","371","0.329912105039118","0.301043485915756","0.35878072416248","1"
"Full-time","1993","Single parent ","Urban Area","174","0.395583103610381","0.348481565923341","0.442684641297421","1"
"Full-time","1993","Single parent ","Rural Area","86","0.420592366273689","0.351126728811957","0.490058003735421","1"
"Full-time","1993","Couple + C. LE 16 ","Urban Area","1151","0.556872194203218","0.53506861550036","0.578675772906075","1"
"Full-time","1993","Couple + C. LE 16 ","Rural Area","733","0.616261427518834","0.587882644868583","0.644640210169085","1"
"Full-time","1993","Couple + C. GT 16 ","Urban Area","740","0.430650399099065","0.406965328682232","0.454335469515899","1"
"Full-time","1993","Couple + C. GT 16 ","Rural Area","440","0.453339442586467","0.421118811216279","0.485560073956654","1"
"Full-time","1993","Couple + C. LE and GT 16","Urban Area","372","0.456371013027869","0.42187712400226","0.490864902053478","1"
"Full-time","1993","Couple + C. LE and GT 16","Rural Area","190","0.449384464761334","0.400016065564029","0.498752863958639","1"
"Non-working","1993","(Married) couple without C. ","Rural Area","592","0.619072124211394","0.589255875602802","0.648888372819985","5"
"Non-working","1993","1-pers.-HH","Urban Area","518","0.563890137638545","0.533620030237405","0.594160245039686","5"
"Non-working","1993","(Married) couple without C. ","Urban Area","1076","0.511524248051957","0.491170720379127","0.531877775724787","5"
