"erwst","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Full-time","1997","Hamburg","lower secondary degree","","","",""
"Full-time","1997","Hamburg","secondary school degree","","","",""
"Full-time","1997","Hamburg","college entrance qualification","","","",""
"Full-time","1997","Hamburg","Other degree","","","",""
"Full-time","1997","Hamburg","no degree/no degree yet","","","",""
"Full-time","1997","Lower Saxony","lower secondary degree","165","0.334429337488785","0.289784760282114","0.379073914695455"
"Full-time","1997","Lower Saxony","secondary school degree","129","0.413961768625972","0.355102475459286","0.472821061792658"
"Full-time","1997","Lower Saxony","college entrance qualification","81","0.500400755718136","0.421431581713607","0.579369929722665"
"Full-time","1997","Lower Saxony","Other degree","43","0.419759508200559","0.321036867884674","0.518482148516445"
"Full-time","1997","Lower Saxony","no degree/no degree yet","","","",""
"Full-time","1997","Bremen","lower secondary degree","","","",""
"Full-time","1997","Bremen","secondary school degree","","","",""
"Full-time","1997","Bremen","college entrance qualification","","","",""
"Full-time","1997","Bremen","Other degree","","","",""
"Full-time","1997","Bremen","no degree/no degree yet","","","",""
"Full-time","1997","North Rhine-Westphalia","lower secondary degree","388","0.327192662325227","0.298314054638733","0.356071270011722"
"Full-time","1997","North Rhine-Westphalia","secondary school degree","244","0.514719102895044","0.470955711549005","0.558482494241083"
"Full-time","1997","North Rhine-Westphalia","college entrance qualification","256","0.546396567441202","0.500500970702286","0.592292164180117"
"Full-time","1997","North Rhine-Westphalia","Other degree","119","0.439529924545162","0.378611531318118","0.500448317772206"
"Full-time","1997","North Rhine-Westphalia","no degree/no degree yet","45","0.153180604402966","0.103878160437937","0.202483048367994"
"Full-time","1997","Hesse","lower secondary degree","113","0.246062409778891","0.200008258061094","0.292116561496688"
"Full-time","1997","Hesse","secondary school degree","87","0.508873481719556","0.430674721658644","0.587072241780468"
"Full-time","1997","Hesse","college entrance qualification","82","0.567591681054995","0.486108317133875","0.649075044976115"
"Full-time","1997","Hesse","Other degree","50","0.389582110733463","0.296747849022134","0.482416372444791"
"Full-time","1997","Hesse","no degree/no degree yet","","","",""
"Full-time","1997","Rhineland-Palatinate,Saarland","lower secondary degree","138","0.328951849512689","0.281959680955371","0.375944018070007"
"Full-time","1997","Rhineland-Palatinate,Saarland","secondary school degree","57","0.443007471675121","0.35299858905108","0.533016354299162"
"Full-time","1997","Rhineland-Palatinate,Saarland","college entrance qualification","42","0.489595205021208","0.377207903003334","0.601982507039082"
"Full-time","1997","Rhineland-Palatinate,Saarland","Other degree","44","0.563283846203706","0.452502661547119","0.674065030860294"
"Full-time","1997","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Full-time","1997","Baden-Württemberg","lower secondary degree","315","0.358250054560121","0.323202340363626","0.393297768756616"
"Full-time","1997","Baden-Württemberg","secondary school degree","126","0.407436867137823","0.349884054707966","0.464989679567679"
"Full-time","1997","Baden-Württemberg","college entrance qualification","119","0.556362242783855","0.491733123527662","0.620991362040047"
"Full-time","1997","Baden-Württemberg","Other degree","120","0.478343165598433","0.415536289680303","0.541150041516564"
"Full-time","1997","Baden-Württemberg","no degree/no degree yet","54","0.304336988809312","0.238911328218933","0.369762649399691"
"Full-time","1997","Bavaria","lower secondary degree","323","0.372878289366632","0.337942653631057","0.407813925102207"
"Full-time","1997","Bavaria","secondary school degree","174","0.41783239046589","0.367165707808572","0.468499073123208"
"Full-time","1997","Bavaria","college entrance qualification","127","0.516704221109245","0.452539304195745","0.580869138022746"
"Full-time","1997","Bavaria","Other degree","77","0.446152731554176","0.367386664138984","0.524918798969369"
"Full-time","1997","Bavaria","no degree/no degree yet","","","",""
"Full-time","1997","Berlin","lower secondary degree","47","0.345006467815767","0.262330677575822","0.427682258055712"
"Full-time","1997","Berlin","secondary school degree","104","0.499097476206259","0.428002225934961","0.570192726477558"
"Full-time","1997","Berlin","college entrance qualification","68","0.578675259856345","0.489584425579235","0.667766094133454"
"Full-time","1997","Berlin","Other degree","","","",""
"Full-time","1997","Berlin","no degree/no degree yet","","","",""
"Full-time","1997","Brandenburg","lower secondary degree","52","0.210741831562475","0.153203885566737","0.268279777558212"
"Full-time","1997","Brandenburg","secondary school degree","167","0.597724489610413","0.539663406686362","0.655785572534464"
"Full-time","1997","Brandenburg","college entrance qualification","54","0.605901128308717","0.503804774734569","0.707997481882864"
"Full-time","1997","Brandenburg","Other degree","","","",""
"Full-time","1997","Brandenburg","no degree/no degree yet","","","",""
"Full-time","1997","Mecklenburg-Western Pomerania","lower secondary degree","","","",""
"Full-time","1997","Mecklenburg-Western Pomerania","secondary school degree","120","0.590185423744432","0.520980791314015","0.659390056174849"
"Full-time","1997","Mecklenburg-Western Pomerania","college entrance qualification","31","0.453262054463492","0.32402860013209","0.582495508794895"
"Full-time","1997","Mecklenburg-Western Pomerania","Other degree","","","",""
"Full-time","1997","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Full-time","1997","Saxony","lower secondary degree","104","0.207240949613398","0.167319262249903","0.247162636976893"
"Full-time","1997","Saxony","secondary school degree","295","0.58154452897834","0.537321319809856","0.625767738146824"
"Full-time","1997","Saxony","college entrance qualification","110","0.618296090294113","0.545482643453889","0.691109537134337"
"Full-time","1997","Saxony","Other degree","","","",""
"Full-time","1997","Saxony","no degree/no degree yet","","","",""
"Full-time","1997","Saxony-Anhalt","lower secondary degree","70","0.213633921643657","0.163128811527349","0.264139031759964"
"Full-time","1997","Saxony-Anhalt","secondary school degree","172","0.553009310018023","0.495787109840245","0.610231510195801"
"Full-time","1997","Saxony-Anhalt","college entrance qualification","56","0.627303805422766","0.522649378211269","0.731958232634264"
"Full-time","1997","Saxony-Anhalt","Other degree","","","",""
"Full-time","1997","Saxony-Anhalt","no degree/no degree yet","","","",""
"Full-time","1997","Thuringia","lower secondary degree","65","0.24563495963134","0.192060460930719","0.299209458331961"
"Full-time","1997","Thuringia","secondary school degree","187","0.535612772102191","0.480005134272211","0.591220409932172"
"Full-time","1997","Thuringia","college entrance qualification","43","0.614135863311972","0.500904078146534","0.727367648477409"
"Full-time","1997","Thuringia","Other degree","","","",""
"Full-time","1997","Thuringia","no degree/no degree yet","","","",""
"Part-time","1997","Schleswig-Holstein","lower secondary degree","","","",""
"Part-time","1997","Schleswig-Holstein","secondary school degree","","","",""
"Part-time","1997","Schleswig-Holstein","college entrance qualification","","","",""
"Part-time","1997","Schleswig-Holstein","Other degree","","","",""
"Part-time","1997","Schleswig-Holstein","no degree/no degree yet","","","",""
"Part-time","1997","Hamburg","lower secondary degree","","","",""
"Part-time","1997","Hamburg","secondary school degree","","","",""
"Part-time","1997","Hamburg","college entrance qualification","","","",""
"Part-time","1997","Hamburg","Other degree","","","",""
"Part-time","1997","Hamburg","no degree/no degree yet","","","",""
"Part-time","1997","Lower Saxony","lower secondary degree","39","0.070705404257054","0.0464492215331207","0.0949615869809874"
"Part-time","1997","Lower Saxony","secondary school degree","","","",""
"Part-time","1997","Lower Saxony","college entrance qualification","","","",""
"Part-time","1997","Lower Saxony","Other degree","","","",""
"Part-time","1997","Lower Saxony","no degree/no degree yet","","","",""
"Part-time","1997","Bremen","lower secondary degree","","","",""
"Part-time","1997","Bremen","secondary school degree","","","",""
"Part-time","1997","Bremen","college entrance qualification","","","",""
"Part-time","1997","Bremen","Other degree","","","",""
"Part-time","1997","Bremen","no degree/no degree yet","","","",""
"Part-time","1997","North Rhine-Westphalia","lower secondary degree","84","0.0744676409825012","0.0583088555033438","0.0906264264616586"
"Part-time","1997","North Rhine-Westphalia","secondary school degree","70","0.130064037570917","0.100609549007619","0.159518526134214"
"Part-time","1997","North Rhine-Westphalia","college entrance qualification","49","0.12667752254763","0.0960144286247149","0.157340616470544"
"Part-time","1997","North Rhine-Westphalia","Other degree","","","",""
"Part-time","1997","North Rhine-Westphalia","no degree/no degree yet","","","",""
"Part-time","1997","Hesse","lower secondary degree","38","0.0971487755977609","0.0654819001648462","0.128815651030676"
"Part-time","1997","Hesse","secondary school degree","","","",""
"Part-time","1997","Hesse","college entrance qualification","","","",""
"Part-time","1997","Hesse","Other degree","","","",""
"Part-time","1997","Hesse","no degree/no degree yet","","","",""
"Part-time","1997","Rhineland-Palatinate,Saarland","lower secondary degree","","","",""
"Part-time","1997","Rhineland-Palatinate,Saarland","secondary school degree","","","",""
"Part-time","1997","Rhineland-Palatinate,Saarland","college entrance qualification","","","",""
"Part-time","1997","Rhineland-Palatinate,Saarland","Other degree","","","",""
"Part-time","1997","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"Part-time","1997","Baden-Württemberg","lower secondary degree","60","0.0823886605943336","0.0622909423721493","0.102486378816518"
"Part-time","1997","Baden-Württemberg","secondary school degree","","","",""
"Part-time","1997","Baden-Württemberg","college entrance qualification","","","",""
"Part-time","1997","Baden-Württemberg","Other degree","","","",""
"Part-time","1997","Baden-Württemberg","no degree/no degree yet","","","",""
"Part-time","1997","Bavaria","lower secondary degree","69","0.0884701477428343","0.0679541327287946","0.108986162756874"
"Part-time","1997","Bavaria","secondary school degree","","","",""
"Part-time","1997","Bavaria","college entrance qualification","","","",""
"Part-time","1997","Bavaria","Other degree","","","",""
"Part-time","1997","Bavaria","no degree/no degree yet","","","",""
"Part-time","1997","Berlin","lower secondary degree","","","",""
"Part-time","1997","Berlin","secondary school degree","","","",""
"Part-time","1997","Berlin","college entrance qualification","","","",""
"Part-time","1997","Berlin","Other degree","","","",""
"Part-time","1997","Berlin","no degree/no degree yet","","","",""
"Part-time","1997","Brandenburg","lower secondary degree","","","",""
"Part-time","1997","Brandenburg","secondary school degree","","","",""
